index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,13,0,0,0,10.000000000000002,20,10.0,17.371648887160053,19,16.842105263157894,23.07512081297347,0,,35.99999999999999,20,36.0,0,0.263,42359,2,20,1.0,367.43297774320104,False,0.08039506536484749,4,1.0410000000000001,34528,343,0,0.0,3430.0000000000005,False,-0.07958960814688777,0,1.4600000000000002,64959,97,20,1.0,2146.5523583139943,False,0.0036368029905460117,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,1,0.6150000000000001,95244,0,0,0.0,0.0,False,0.023820785139957862,0,1.9460000000000002,90614,48,10,1.0,1467.6057990227266,False,-0.018061197709169752,0.5,394036,0.0,0.0,22,0,0,3,3,3.0,25,28,15,79.0,36.0,6,7,15,1184,1.3510245259967633,56.03232763707638
34,15,0,0,0,10.000000000000002,20,10.0,16.18296356261902,12,2.0,23.07512081297347,0,,35.99999999999999,20,36.0,0,0.263,42249,3,30,1.0,515.4889068785706,False,0.07948153626328276,12,1.1570000000000003,34258,352,0,0.0,3520.0000000000005,False,-0.08530360362648247,0,1.4600000000000002,64935,99,30,1.0,2294.367017088487,False,0.004395353738912096,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,8,0.6940000000000002,95145,0,0,0.0,0.0,False,0.02275658941393989,2,1.9660000000000002,90958,38,10,1.0,1236.8545908929918,False,-0.01560361078979987,0.5,393877,0.0,0.0,15,0,0,10,8,8.0,27,37,14,165.0,24.0,12,3,14,560,1.4389222789905034,57.47124991606688
35,14,0,0,0,10.0,20,10.0,16.18296356261902,0,,23.07512081297347,0,,35.99999999999999,20,36.0,0,0.263,42179,0,40,1.0,647.3185425047608,False,0.07937779087417472,0,1.1450000000000002,34128,365,0,0.0,3650.0,False,-0.08695431343169871,0,1.4600000000000002,64935,89,40,1.0,2363.2885895920313,False,0.004919129615552061,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,8,0.7660000000000002,95050,0,0,0.0,0.0,False,0.021735391495033753,2,1.9840000000000004,91302,28,10,1.0,1006.1033827632571,False,-0.013146023870430144,0.5,393926,0.0,0.0,17,0,0,18,6,6.0,10,28,18,81.0,30.0,9,5,18,560,1.6502873699646443,59.121537286031526
36,18,0,0,0,10.0,20,10.0,15.86556912301269,5,7.0,23.07512081297347,0,,35.99999999999999,20,36.0,0,0.263,42084,3,45,1.0,743.9506105355711,False,0.0781922265603724,0,1.1450000000000002,34058,372,0,0.0,3720.0,False,-0.08784315717296899,0,1.4600000000000002,64900,84,50,1.0,2486.463846981739,False,0.00532323991140189,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,10,0.8580000000000001,94906,0,0,0.0,0.0,False,0.02018747043900761,0,1.9820000000000002,91662,18,10,1.0,775.3521746335224,False,-0.010516445722612913,0.5,393942,0.0,0.0,18,0,0,14,6,6.0,21,35,13,177.0,12.0,14,4,13,595,1.6345692470204085,60.756106533051934
37,13,0,0,0,10.0,20,10.0,15.86556912301269,0,,22.250795133320505,18,13.0,35.99999999999999,20,36.0,0,0.263,42024,0,54,0.9,856.7407326426853,False,0.07810067720550945,0,1.1450000000000002,33918,386,0,0.0,3860.0,False,-0.08962084465550957,0,1.4600000000000002,65134,74,42,1.0,2108.5855107024004,False,0.006008127845685683,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,9,0.9380000000000002,94658,0,10,1.0,359.99999999999994,False,0.019456507718106378,1,1.9920000000000004,91911,16,10,1.0,716.012722133128,False,-0.008158765521492804,0.65,393977,0.0,0.0,17,0,0,2,6,6.0,28,30,15,78.0,36.0,6,7,15,794,1.3119125899975188,62.06801912304945
38,15,0,0,0,10.0,20,10.0,15.632910442555144,21,14.19047619047619,22.204102694578804,11,21.363636363636363,35.99999999999999,20,36.0,0,0.263,42209,1,46,1.0,729.1138803575366,False,0.08117827513977106,3,1.1750000000000003,33780,395,0,0.0,3950.0,False,-0.09198262945374203,0,1.4600000000000002,65071,85,41,1.0,2239.165598094918,False,0.00604293464422453,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,4,0.9690000000000003,94817,0,9,0.9,323.99999999999994,False,0.02097218041879864,0,1.9910000000000003,92055,8,14,1.0,681.6328215566303,False,-0.006795627007155817,0.65,394264,0.0,0.0,27,0,0,7,4,3.5,27,34,15,138.0,42.0,11,4,15,1270,1.4513915610150434,63.519410684064496
39,15,0,0,0,10.0,20,10.0,16.30279557041436,16,22.0,22.204102694578804,0,,35.99999999999999,20,36.0,0,0.263,42451,2,40,1.0,672.1118228165744,False,0.08660019583534262,0,1.1720000000000002,33690,404,0,0.0,4040.0,False,-0.09312542854966097,0,1.4600000000000002,64719,91,51,1.0,2615.963634331226,False,0.003556333001468362,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.9650000000000001,95141,0,0,0.0,0.0,False,0.02271359160682805,0,1.9910000000000003,92451,0,11,0.8,395.99999999999994,False,-0.004074042223846584,0.4666666666666666,394784,0.0,0.0,23,0,0,5,0,0.0,28,33,20,121.0,69.0,7,8,20,1272,1.3839796879910864,64.90339037205558
40,20,0,0,0,9.999999999999998,20,10.0,16.6719729184487,26,18.615384615384617,22.204102694578804,0,,35.99999999999999,20,36.0,0,0.263,42851,0,26,1.0,433.4712958796662,False,0.09372820803869847,2,1.1920000000000002,33540,416,0,0.0,4159.999999999999,False,-0.09541102674149884,0,1.4600000000000002,64235,107,61,1.0,3138.3513666433178,False,0.0001698612819245833,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,9,1.0550000000000002,95028,0,0,0.0,0.0,False,0.021498903555918648,0,1.9910000000000003,92847,0,0,0.0,0.0,False,-0.0019456507718106377,0.3333333333333333,394833,0.0,0.0,21,0,0,8,5,5.0,24,32,20,132.0,72.0,11,9,20,1076,1.3658935889834538,66.26928396103904
41,20,0,0,0,9.999999999999998,20,10.0,16.6719729184487,0,,22.303323283043802,11,24.0,35.99999999999999,20,36.0,0,0.263,42761,0,35,0.9,583.5190521457044,False,0.09334788140469959,0,1.1900000000000002,33430,427,0,0.0,4269.999999999999,False,-0.09680778119206644,0,1.4600000000000002,64499,97,60,1.0,2955.380770072152,False,0.002791944204339112,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,13,1.1760000000000004,94543,1,10,1.0,382.30332328304377,False,0.018340195012700664,7,2.061000000000001,92764,0,0,0.0,0.0,False,-0.0028378552693812615,0.48333333333333334,394329,0.0,0.0,13,0,0,9,13,13.0,27,36,17,143.0,44.0,10,10,17,464,1.3533448970410973,67.62262885808013
42,17,0,0,0,9.999999999999998,20,10.0,15.843370914603518,29,11.655172413793103,22.55797096057401,15,25.6,35.99999999999999,20,36.0,0,0.263,42937,1,32,1.0,516.9878692673126,False,0.09697269813936192,16,1.35,33088,436,0,0.0,4359.999999999999,False,-0.10435025522513142,0,1.4600000000000002,64545,116,55,1.0,3078.5194289255787,False,0.004426910377438244,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,1,1.1730000000000003,94860,0,2,0.2,71.99999999999999,False,0.020079975921228017,9,2.144,92298,4,10,1.0,450.231883842296,False,-0.0054272268357790435,0.5333333333333333,394060,0.0,0.0,19,0,0,7,8,7.5,25,32,16,110.0,54.0,9,8,16,1194,1.3476687970105559,68.97029765509069
43,16,0,0,0,9.999999999999998,20,10.0,12.845064236593869,40,1.0,23.66092204647832,17,35.0,35.99999999999999,20,36.0,0,0.263,42827,2,42,1.0,559.4926979369425,False,0.09471890568018067,40,1.7340000000000002,32331,445,0,0.0,4449.999999999999,False,-0.1224318764761155,0,1.4600000000000002,65100,146,48,1.0,3011.103636773664,False,0.0123501256727437,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,8,1.2520000000000002,94832,0,0,0.0,0.0,False,0.01939201100743862,0,2.1350000000000002,92063,11,10,1.0,620.2701425112614,False,-0.0070394389726143695,0.5,393485,0.0,0.0,16,0,0,9,7,6.5,23,32,17,138.0,13.0,11,5,17,1191,1.42516543896636,70.39546309405705
44,17,0,0,0,9.999999999999998,20,10.0,12.845064236593869,0,,23.132555732015007,9,13.0,35.99999999999999,20,36.0,0,0.263,42697,5,52,1.0,717.9433403028812,False,0.09342945552356555,0,1.6940000000000004,32261,452,0,0.0,4519.999999999999,False,-0.12332072021738578,0,1.4600000000000002,65217,136,49,1.0,2880.4239670455013,False,0.01313531809649582,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,7,1.3140000000000003,94635,0,9,0.9,323.99999999999994,False,0.019015780195210046,3,2.1650000000000005,92396,1,10,1.0,383.13255573201496,False,-0.004734421057466522,0.65,393538,0.0,0.0,17,0,0,5,7,6.5,24,29,14,84.0,42.0,8,9,14,641,1.4763822090462781,71.87184530310333
45,14,0,0,0,10.0,20,10.0,12.382479607910005,9,3.2222222222222223,23.36549457937852,60,24.0,35.99999999999999,20,36.0,0,0.263,42577,7,62,1.0,837.7137356904203,False,0.09190280792963422,9,1.7840000000000003,32041,460,0,0.0,4600.0,False,-0.12789191660106153,11,1.5700000000000003,66309,135,10,1.0,1905.2896928616358,False,0.022322205195549977,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3070000000000004,93483,50,11,1.0,1564.274728968926,False,0.01329854844223736,2,2.182000000000001,92740,0,1,0.1,35.99999999999999,False,-0.0029023519800490177,0.5166666666666667,393482,0.0,0.0,22,0,0,5,5,3.683333333333333,26,31,14,111.0,21.0,7,7,14,812,1.2497868410428055,73.12163214414613
46,14,0,0,0,10.0,20,10.0,12.382479607910005,0,,22.874451535338093,10,13.0,36.0,20,36.0,0,0.263,42467,8,72,1.0,971.5385317695203,False,0.09080857520595167,0,1.7750000000000006,31951,469,0,0.0,4690.0,False,-0.12903471569698047,0,1.5590000000000004,66439,125,10,1.0,1776.5544663421315,False,0.02331976400484965,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,1,1.3170000000000004,93872,40,10,1.0,1274.9780614135238,False,0.015925194895158114,7,2.250000000000001,92565,0,10,1.0,360.0,False,-0.0030420948531624885,0.6666666666666666,393626,0.0,0.0,18,0,0,12,5,4.5,21,33,17,95.0,12.0,10,4,17,726,1.5252658900571987,74.64689803420333
47,17,0,0,0,10.0,20,10.0,12.533224335199279,3,21.0,22.874451535338093,0,,36.0,20,36.0,0,0.263,42370,14,79,1.0,1130.124722480743,False,0.09035889888108216,0,1.7750000000000004,31911,473,0,0.0,4730.0,False,-0.12954262640627778,0,1.5590000000000004,66376,118,20,1.0,1936.409502260277,False,0.023577048487379133,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.316,94160,30,12,1.0,1118.2335460601428,False,0.018178578202584877,2,2.263000000000001,92911,0,0,0.0,0.0,False,-0.001257685858021241,0.5,394060,0.0,0.0,26,0,0,4,1,0.6666666666666666,25,29,12,109.0,42.0,8,9,12,875,1.309905442991294,75.95680347719463
48,12,0,0,0,10.0,20,10.0,13.368929750364039,19,20.157894736842106,22.874451535338093,0,,36.0,20,36.0,0,0.263,42673,12,70,1.0,1055.8250825254827,False,0.09711030655618103,0,1.7750000000000004,31791,485,0,0.0,4850.0,False,-0.1310663585341697,0,1.5590000000000004,65993,127,30,1.0,2384.0876243563757,False,0.02115793187995975,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.316,94592,20,10,1.0,817.4890307067619,False,0.021205922038024867,8,2.3410000000000006,92812,0,0,0.0,0.0,False,-0.002321881584039214,0.5,394193,0.0,0.0,21,0,0,6,5,5.0,23,29,14,93.0,33.0,6,6,14,1015,1.0730340089648962,77.02983748615952
49,14,0,0,0,10.0,20,10.0,13.01588840995329,5,2.0,22.874451535338093,0,,36.00000000000001,20,36.0,0,0.263,42563,13,80,1.0,1171.271072796263,False,0.09578270402514501,5,1.825,31626,494,0,0.0,4940.0,False,-0.1341138227899535,0,1.5590000000000004,65983,122,40,1.0,2502.916447427825,False,0.02190899067855108,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,2,1.336,94938,10,10,1.0,588.744515353381,False,0.02369579328456689,8,2.4130000000000007,92710,0,0,0.0,0.0,False,-0.003418325665391065,0.5,394152,0.0,0.0,16,0,0,3,7,6.5,23,26,13,72.0,45.0,4,10,13,488,1.0900527420453727,78.1198902282049
50,13,0,0,0,10.0,20,10.0,14.362407613311946,30,20.866666666666667,22.26304418497068,12,12.583333333333334,36.00000000000001,20,36.0,0,0.263,43119,10,60,1.0,961.7444567987168,False,0.1072421014399105,0,1.8200000000000003,31496,507,0,0.0,5070.0,False,-0.13576453259516977,0,1.5590000000000004,65508,142,38,1.0,2885.4575601191823,False,0.017596534282668292,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,95003,12,14,1.0,771.1565302196483,False,0.02537492222889697,14,2.545000000000001,92465,0,0,0.0,0.0,False,-0.0060519413509911,0.5,393923,0.0,0.0,20,0,0,6,7,7.0,25,31,13,79.0,18.0,7,6,13,1193,1.2576109920046292,79.37750122020952
51,13,0,0,0,10.000000000000002,20,10.0,14.97149623141369,31,18.06451612903226,22.01508279754836,5,13.0,36.00000000000001,20,36.0,0,0.263,43529,11,44,1.0,768.7458341822023,False,0.11520361929784145,5,1.8700000000000003,31361,516,0,0.0,5160.000000000001,False,-0.13805013078700765,0,1.5590000000000004,65013,163,43,1.0,3387.002446015011,False,0.013884474381887254,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,95327,2,15,1.0,584.0301655950968,False,0.027851991688497495,11,2.641000000000001,92233,0,5,0.5,180.00000000000003,False,-0.007578363503461323,0.5833333333333334,393795,0.0,0.0,19,0,0,5,7,7.0,22,27,19,81.0,33.0,7,6,19,1109,1.178109364991542,80.55561058520107
52,19,0,0,0,10.000000000000002,20,10.0,14.97149623141369,0,,22.01508279754836,0,,36.00000000000001,20,36.0,0,0.263,43439,10,54,1.0,908.4607964963393,False,0.11469208924621399,0,1.8650000000000002,31251,527,0,0.0,5270.000000000001,False,-0.13944688523757523,0,1.5590000000000004,65013,153,53,1.0,3457.4383116763574,False,0.014419758269696999,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,95543,0,11,0.2,396.00000000000006,False,0.029163262673603647,9,2.7200000000000006,92296,0,0,0.0,0.0,False,-0.007868598701466225,0.3666666666666667,393874,0.0,0.0,17,0,0,7,5,5.0,25,32,22,98.0,49.0,8,11,22,596,1.3609356970409863,81.91654628224205
53,22,0,0,0,10.000000000000002,20,10.0,13.959652129993685,35,9.057142857142857,22.01508279754836,0,,36.00000000000001,0,,0,0.263,43539,16,51,1.0,871.942258629678,False,0.11676793888094156,22,2.085000000000001,30834,531,0,0.0,5310.000000000001,False,-0.14952891281712674,0,1.5590000000000004,64696,178,63,1.0,3871.7682953844223,False,0.012750355625860042,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,95543,0,11,0.0,396.00000000000006,False,0.029163262673603647,0,2.7110000000000007,92296,0,0,0.0,0.0,False,-0.007868598701466225,0.3333333333333333,393240,0.0,0.0,13,0,0,9,2,2.0,24,33,23,126.0,81.0,10,12,23,460,1.463267796963919,83.37981407920597
54,23,0,0,0,10.000000000000002,20,10.0,13.959652129993685,0,,25.220070548220264,51,35.78431372549019,36.00000000000001,0,,0,0.263,43429,17,61,1.0,1021.5387799296147,False,0.11587397186085298,0,2.0630000000000006,30744,540,0,0.0,5400.000000000001,False,-0.15067171191304568,0,1.5590000000000004,66521,168,22,1.0,2900.0631098997846,False,0.03310430524447725,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,95543,0,11,0.0,396.00000000000006,False,0.029163262673603647,0,2.7110000000000007,90471,41,10,1.0,1394.0228924770308,False,-0.019993857266215442,0.5,393040,0.0,0.0,13,0,0,12,0,0.0,23,35,24,184.0,59.0,13,10,24,2025,1.6755935219698586,85.05540760117583
55,24,0,0,0,10.000000000000002,20,10.0,13.959652129993685,0,,26.734157016966197,36,35.02777777777778,36.00000000000001,0,,0,0.263,43299,20,71,1.0,1191.1353012295517,False,0.11472604948611573,0,2.063,30674,547,0,0.0,5470.000000000001,False,-0.15156055565431598,14,1.6990000000000003,67376,158,10,1.0,2472.9666067086646,False,0.04285384924466623,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.334,94282,26,21,1.0,1451.0880824411213,False,0.021279013213447183,0,2.7110000000000007,90471,31,20,1.0,1548.7588675259522,False,-0.019162193815163386,0.6666666666666666,392434,0.0,0.0,15,0,0,13,1,0.4,26,39,17,222.0,42.0,15,9,17,236,1.511405186029151,86.56681278720498
56,17,0,0,0,10.000000000000002,20,10.0,13.832040007224995,3,6.0,26.260291322545335,44,24.0,36.00000000000001,0,,0,0.263,43179,22,81,1.0,1340.3952405852247,False,0.11357385327202704,3,2.0930000000000004,30561,555,0,0.0,5550.000000000001,False,-0.15341442974325115,34,2.0250000000000004,67428,151,10,1.0,2351.2409543164276,False,0.04271914150682006,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,93226,60,31,1.0,2691.6174793527202,False,0.016595097601543176,0,2.7110000000000003,90471,21,30,1.0,1631.4661177734524,False,-0.018717665016051953,0.6666666666666666,391197,0.0,0.0,12,0,0,15,2,1.7727272727272727,17,32,17,138.0,18.0,11,6,17,200,1.4758482479956,88.04266103520058
57,17,0,0,0,10.000000000000002,20,10.0,13.832040007224995,0,,26.260291322545335,0,,36.00000000000001,0,,0,0.263,43079,22,91,1.0,1478.7156406574745,False,0.11279066003831525,0,2.0900000000000003,30461,565,0,0.0,5650.000000000001,False,-0.1546842065164944,0,1.9910000000000005,67428,141,20,1.0,2475.523467469631,False,0.043663637981773445,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,93226,50,41,1.0,2789.0145661272672,False,0.017118580245341557,0,2.7110000000000007,90471,11,40,1.0,1728.863204547999,False,-0.018194182372253568,0.6666666666666666,390997,0.0,0.0,11,0,0,17,0,0.0,18,35,10,135.0,30.0,12,5,10,200,1.3310409469995648,89.37370198220015
58,10,0,0,0,10.000000000000002,20,10.0,13.693173829186065,2,2.0,26.260291322545335,0,,36.00000000000001,0,,0,0.263,42989,21,101,1.0,1593.0105567477926,False,0.11195635214399,2,2.1100000000000003,30321,576,0,0.0,5760.000000000001,False,-0.15684282703100794,0,1.9910000000000005,67424,133,30,1.0,2609.0008589581066,False,0.04461721504535522,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,93226,40,51,1.0,2886.411652901814,False,0.017642062889139942,0,2.7110000000000007,90471,1,50,1.0,1826.2602913225458,False,-0.017670699728455187,0.6666666666666666,390763,0.0,0.0,14,0,0,6,1,1.0,24,30,12,63.0,27.0,6,4,12,200,1.1505568849970587,90.5242588671972
59,12,0,0,0,10.000000000000002,20,10.0,13.355569249170996,5,3.0,26.260291322545335,0,,36.00000000000001,0,,0,0.263,42859,24,111,1.0,1722.4681866579806,False,0.11029875544934832,5,2.1580000000000004,30181,583,0,0.0,5830.000000000001,False,-0.1595093582548188,0,1.9910000000000005,67409,128,40,1.0,2759.9245167957006,False,0.045536185588099784,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,93226,30,61,1.0,2983.8087396763603,False,0.018165545532938327,0,2.7110000000000007,90471,0,51,0.1,1836.0000000000005,False,-0.01761835146407533,0.5166666666666667,390478,0.0,0.0,12,0,0,11,1,1.0,19,30,13,76.0,48.0,6,6,13,200,1.1237050099880435,91.64796387718525
60,13,0,0,0,10.000000000000002,20,10.0,14.12871741348384,14,22.0,25.954916052428796,5,12.0,36.00000000000001,0,,0,0.263,43057,25,107,1.0,1761.7727632427707,False,0.11582615185568695,0,2.1530000000000005,30091,592,0,0.0,5920.000000000001,False,-0.16065215735073773,0,1.9910000000000005,67161,132,45,1.0,3032.9619209391626,False,0.04384176068076508,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,93166,25,71,1.0,3204.8729013107204,False,0.01870873769892241,0,2.7110000000000007,90471,0,51,0.0,1836.0000000000005,False,-0.01761835146407533,0.5,390278,0.0,0.0,12,0,0,8,0,0.0,19,27,10,85.0,51.0,6,7,10,568,1.1126687320065685,92.76063260919182
61,10,0,0,0,10.000000000000002,20,10.0,14.470675359826755,23,16.565217391304348,25.653833849760098,5,13.0,36.00000000000001,0,,0,0.263,43367,22,95,1.0,1594.7141591835418,False,0.12157749649774664,1,2.1630000000000007,29945,605,0,0.0,6050.000000000001,False,-0.16270919572339182,0,1.9910000000000005,66845,145,50,1.0,3380.939619662884,False,0.0416833068841889,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,93166,15,81,1.0,3300.807507746402,False,0.01922435991178133,0,2.7110000000000007,90406,0,56,0.5,2016.0000000000005,False,-0.01734961516962635,0.5833333333333334,390061,0.0,0.0,12,0,0,17,1,1.0,13,30,9,89.0,24.0,7,3,9,645,1.037758295016829,93.79839090420865
62,9,0,0,0,10.000000000000002,20,10.0,14.127353148022564,5,4.0,25.33529850011119,5,13.0,36.00000000000001,0,,0,0.263,43267,22,105,1.0,1703.3720805423693,False,0.12041765599896342,5,2.2120000000000006,29780,615,0,0.0,6150.000000000001,False,-0.16562968230185132,0,1.9910000000000005,66890,140,55,1.0,3371.2708582292744,False,0.04229379157531412,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,93101,10,91,1.0,3529.3529850011123,False,0.019754014839624152,0,2.7110000000000007,90406,0,56,0.0,2016.0000000000005,False,-0.01734961516962635,0.5,389776,0.0,0.0,11,0,0,15,1,1.0,14,29,8,72.0,24.0,6,3,8,265,1.0154859070316888,94.81387681124033
63,8,0,0,0,10.0,20,10.0,15.238896317634692,27,20.88888888888889,24.999667392066936,5,13.0,36.00000000000001,0,,0,0.263,43751,20,88,1.0,1541.022875951853,False,0.13064762267252267,0,2.2070000000000003,29660,627,0,0.0,6270.0,False,-0.16715341442974324,0,1.9910000000000005,66391,157,60,1.0,3892.486765392663,False,0.03867042668211397,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.334,93101,0,101,1.0,3636.000000000001,False,0.020327213312121083,0,2.7110000000000007,90341,0,61,0.5,2196.0000000000005,False,-0.017080878875177365,0.5833333333333334,389576,0.0,0.0,15,0,0,14,0,0.0,10,24,13,24.0,27.0,3,5,13,829,1.086083069036249,95.89995988027658
64,13,0,0,0,10.0,20,10.0,13.231155235688295,25,1.36,24.64753651021207,5,13.0,36.00000000000001,0,,0,0.263,43651,20,98,1.0,1496.6532130974529,False,0.12754467345274464,25,2.4570000000000003,29070,637,0,0.0,6370.0,False,-0.1808670035807705,0,1.9910000000000005,66422,172,65,1.0,3877.848573702171,False,0.03903035713299427,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,93101,0,101,0.0,3636.000000000001,False,0.020327213312121083,0,2.7110000000000003,90276,0,66,0.5,2376.0000000000005,False,-0.016812142580728384,0.4166666666666667,388852,0.0,0.0,9,0,0,17,2,2.0,13,30,19,127.0,42.0,9,4,19,265,3.0836136209545657,98.98357350123115
65,19,0,0,0,10.0,20,10.0,13.464629315968406,23,15.043478260869565,24.72108768477858,1,36.0,36.00000000000001,0,,0,0.263,43911,18,91,1.0,1405.281267753125,False,0.13298729293436673,6,2.492000000000001,28854,649,0,0.0,6490.0,False,-0.18482870711328947,0,1.9910000000000005,66112,185,74,1.0,4320.31691212777,False,0.037681188820450316,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,93101,0,101,0.0,3636.000000000001,False,0.020327213312121083,0,2.7110000000000007,90240,0,67,0.1,2412.0000000000005,False,-0.01700563271273165,0.35000000000000003,388550,0.0,0.0,12,0,0,20,1,1.0,18,38,16,211.0,24.0,16,3,16,576,1.3854508849908598,100.36902438622201
66,16,0,0,0,10.0,20,10.0,14.313920964401493,24,20.0,24.644968786017348,35,24.34285714285714,36.00000000000001,0,,0,0.263,44301,17,77,1.0,1272.171914258915,False,0.1412013601119805,0,2.4860000000000007,28744,660,0,0.0,6600.0,False,-0.18622546156385708,0,1.9910000000000005,66484,199,49,1.0,4056.073742430747,False,0.04132714530748518,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,92249,25,111,1.0,4612.1242196504345,False,0.016415080511514985,0,2.7110000000000007,90240,0,67,0.0,2412.0000000000005,False,-0.01700563271273165,0.5,388350,0.0,0.0,14,0,0,15,0,0.0,16,31,20,150.0,33.0,10,6,20,1532,1.2758038470055908,101.6448282332276
67,20,0,0,0,10.000000000000002,20,10.0,14.234298830358503,1,1.0,24.529869378751506,34,24.0,36.00000000000001,0,,0,0.263,44221,15,87,1.0,1388.3839982411898,False,0.14064535132490016,1,2.496000000000001,28608,672,0,0.0,6720.000000000001,False,-0.18815552225918683,0,1.9910000000000005,67299,190,25,1.0,3317.763512236903,False,0.04810362433873596,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,1.3340000000000003,92249,15,121,1.0,4723.948040681274,False,0.01701610289741411,0,2.7110000000000007,89424,24,77,1.0,3360.7168650900367,False,-0.020678092267435385,0.6666666666666666,388133,0.0,0.0,12,0,0,15,1,1.0,22,37,14,168.0,36.0,13,7,14,1016,1.3548161250073463,102.99964435823495
