index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,17,0,0,0,10.000000000000002,20,10.0,20.613323299172393,12,26.0,30.814635180002373,4,24.0,35.99999999999999,20,36.0,0,0.2,21930,4,54,1.0,1153.1194581553093,False,0.17644449997792344,0,0.6860000000000002,14732,329,0,0.0,3290.0000000000005,False,-0.1439548376979771,0,1.2620000000000002,29640,11,54,1.0,1890.7368560110244,False,0.055760042388868246,0,0.2,29432,0,4,0.0,123.25854072000949,False,0.01807487988816033,7,2.8170000000000006,33763,107,0,0.0,3297.165964260254,False,-0.15590238886989582,13,2.6430000000000007,31894,229,0,0.0,7056.5514562205435,False,-0.15564750838791297,0.3333333333333333,161391,0.0,0.0,11,0,0,7,9,9.0,18,25,22,126.0,82.0,10,7,22,608,0.8679783195257187,28.86302664503455
31,22,0,0,0,10.000000000000002,20,10.0,21.191159045794166,12,26.0,31.604929794544745,24,35.958333333333336,35.99999999999999,20,36.0,0,0.2,22132,5,52,1.0,1151.9402703812966,False,0.18697246015318844,0,0.6860000000000002,14642,338,0,0.0,3380.0000000000005,False,-0.1463070409283362,0,1.2620000000000002,30191,13,40,1.0,1539.682259377114,False,0.06872078459401301,0,0.2,29432,0,4,0.0,126.41971917817898,False,0.01812943940590574,15,2.960000000000001,32760,123,0,0.0,3887.4063647290036,False,-0.17277595389100636,5,2.680000000000001,31722,237,0,0.0,7490.368361307104,False,-0.1545770361209584,0.3333333333333333,160879,0.0,0.0,13,0,0,10,7,7.0,21,31,15,184.0,70.0,14,8,15,1375,0.9661340173333883,29.82916066236794
32,15,0,0,0,10.000000000000002,20,10.0,20.70671169326692,11,16.272727272727273,31.604929794544745,0,,35.99999999999999,20,36.0,0,0.2,22227,3,55,1.0,1168.8691431296807,False,0.19238066863022538,4,0.7260000000000002,14442,350,0,0.0,3500.0000000000005,False,-0.15362500653389785,0,1.262,30012,14,50,1.0,1870.1404534329743,False,0.06824543412897786,0,0.2,29432,0,4,0.0,126.41971917817898,False,0.01812943940590574,7,3.0150000000000006,32700,123,0,0.0,3887.4063647290036,False,-0.17420615984066312,13,2.8050000000000006,31513,237,0,0.0,7490.368361307104,False,-0.15955892017892945,0.3333333333333333,160326,0.0,0.0,8,0,0,5,8,8.0,19,24,17,106.0,50.0,8,7,17,375,0.771447416394949,30.60060807876289
33,17,0,0,0,10.000000000000002,20,10.0,21.130221554675757,11,25.0,30.575286126123054,10,16.1,35.99999999999999,20,36.0,0,0.2,22392,4,54,1.0,1181.031963952491,False,0.20132329632409413,0,0.7220000000000002,14352,359,0,0.0,3590.0000000000005,False,-0.15597720976425697,0,1.2620000000000002,29898,15,50,1.0,1845.7176296262892,False,0.06388880962420247,0,0.2,29432,0,4,0.0,122.30114450449221,False,0.01805835596314274,10,3.108,32526,124,0,0.0,3791.3354796392587,False,-0.17949876669003562,10,2.8920000000000012,31267,246,0,0.0,7521.520387026271,False,-0.16505148280146026,0.3333333333333333,159867,0.0,0.0,10,0,0,8,7,7.0,19,27,16,132.0,28.0,12,5,16,636,0.8464513849467039,31.447059463709593
34,16,0,0,0,10.000000000000002,20,10.0,21.26644235294474,20,21.95,30.447663705928395,23,29.695652173913043,35.99999999999999,20,36.0,0,0.2,22758,1,47,1.0,1009.5227905884028,False,0.21597205557964566,3,0.7520000000000002,14162,372,0,0.0,3720.0000000000005,False,-0.1625111076263656,0,1.2620000000000002,30142,25,37,1.0,1658.2246159429692,False,0.06907532992652693,0,0.2,29432,0,4,0.0,121.79065482371358,False,0.018049545302445895,10,3.198000000000001,32392,124,0,0.0,3775.510299535121,False,-0.1828815038670967,10,2.9820000000000007,30455,269,0,0.0,8190.421536894738,False,-0.17643471661786406,0.3333333333333333,159341,0.0,0.0,13,0,0,7,8,8.0,19,26,16,144.0,34.0,10,6,16,1319,0.7615055292844772,32.20856499299407
35,16,0,0,0,10.0,20,10.0,21.553761902176994,7,26.0,31.537476495263075,27,37.2962962962963,35.99999999999999,20,36.0,0,0.2,22820,3,50,1.0,1107.6880951088497,False,0.2217784772126092,0,0.7490000000000001,14082,380,0,0.0,3800.0,False,-0.16460195494224034,0,1.2620000000000002,30967,22,20,1.0,1104.9322917531554,False,0.08800366399297814,0,0.2,29432,0,4,0.0,126.1499059810523,False,0.01812478263688388,6,3.2480000000000007,31709,140,0,0.0,4415.2467093368305,False,-0.19153739143143556,14,3.1120000000000005,29831,280,0,0.0,8830.493418673661,False,-0.18368023671489245,0.3333333333333333,158841,0.0,0.0,13,0,0,6,9,9.0,22,28,15,146.0,28.0,12,4,15,1389,0.7587219960987568,32.96728698909283
36,15,0,0,0,10.0,20,10.0,21.9373598541719,13,25.0,31.537476495263075,0,,35.99999999999999,20,36.0,0,0.2,23015,6,47,1.0,1091.0559131460793,False,0.23153666596482347,0,0.7490000000000001,14012,387,0,0.0,3870.0,False,-0.16643144634363075,0,1.2620000000000002,30642,25,30,1.0,1494.5582912121897,False,0.08350980827083518,0,0.2,29432,0,4,0.0,126.1499059810523,False,0.01812478263688388,10,3.3420000000000005,31577,140,0,0.0,4415.2467093368305,False,-0.19468384452068038,10,3.198000000000001,29698,280,0,0.0,8830.493418673661,False,-0.1868505265699649,0.3333333333333333,158376,0.0,0.0,9,0,0,6,8,8.0,19,25,14,119.0,14.0,9,6,14,525,0.7406562827527523,33.70794327184558
37,14,0,0,0,10.0,20,10.0,21.853796815385266,22,21.454545454545453,32.07878023362709,17,36.94117647058823,35.99999999999999,20,36.0,0,0.2,23403,4,39,1.0,892.2980758000253,False,0.2466232312947579,4,0.7890000000000001,13812,399,0,0.0,3990.0,False,-0.1737494119491924,0,1.2620000000000002,30798,37,23,1.0,1546.402427542678,False,0.08978947924650808,0,0.2,29432,0,4,0.0,128.31512093450837,False,0.018162152587754724,9,3.4220000000000006,31463,140,0,0.0,4491.029232707793,False,-0.19649803069331867,11,3.298000000000001,28918,297,0,0.0,9527.397729387247,False,-0.197137231486136,0.3333333333333333,157826,0.0,0.0,11,0,0,4,9,9.0,20,24,11,107.0,18.0,8,6,11,1296,0.7769696284085512,34.48491290025413
38,11,0,0,0,10.0,20,10.0,21.88693830869187,7,22.428571428571427,31.397998171172073,10,21.0,35.99999999999999,20,36.0,0,0.2,23438,6,43,1.0,1001.1383472737505,False,0.2512973275645223,1,0.7950000000000002,13713,407,0,0.0,4070.0,False,-0.17683341174010767,0,1.2620000000000002,30851,34,23,1.0,1466.3098604324814,False,0.09023662168506186,0,0.2,29432,0,4,0.0,125.5919926846883,False,0.018115153480923213,9,3.5030000000000006,31143,150,0,0.0,4709.699725675811,False,-0.2015195970910111,11,3.397000000000001,28758,297,0,0.0,9325.205456838106,False,-0.2033609189450074,0.3333333333333333,157335,0.0,0.0,11,0,0,4,10,10.0,19,23,16,65.0,27.0,7,4,16,565,1.675650592893362,36.16056349314749
39,16,0,0,0,10.0,20,10.0,21.88693830869187,0,,30.558796328771475,7,13.0,35.99999999999999,20,36.0,0,0.2,23358,4,53,1.0,1200.0077303606693,False,0.2523132018807346,0,0.7940000000000003,13593,419,0,0.0,4190.0,False,-0.1799696827139198,0,1.2620000000000002,30942,24,26,1.0,1319.8152239566634,False,0.09084941705137492,0,0.2,29432,0,4,0.0,122.2351853150859,False,0.018057217558078754,8,3.574000000000001,31054,150,0,0.0,4583.819449315722,False,-0.20514135858462385,12,3.5060000000000007,28492,304,0,0.0,9289.874083946528,False,-0.2101225914861445,0.3333333333333333,156871,0.0,0.0,8,0,0,8,7,7.0,16,24,18,120.0,42.0,12,4,18,291,0.7905963305383921,36.951159823685884
40,18,0,0,0,9.999999999999998,20,10.0,21.825347250794586,13,21.307692307692307,30.33200173813351,7,25.857142857142858,35.99999999999999,20,36.0,0,0.2,23543,3,52,1.0,1164.9180570413184,False,0.26106628135072174,2,0.8140000000000003,13443,430,0,0.0,4299.999999999999,False,-0.18493544508912238,0,1.262,30846,27,29,1.0,1468.9124261773256,False,0.09010894763854548,0,0.2,29432,0,4,0.0,121.32800695253404,False,0.01804156035472101,14,3.7060000000000013,30646,157,0,0.0,4762.124272886961,False,-0.21274165387958913,6,3.5540000000000007,28431,304,0,0.0,9220.928528392587,False,-0.2123983537329259,0.3333333333333333,156341,0.0,0.0,10,0,0,7,10,10.0,19,26,16,151.0,54.0,10,8,16,656,0.882595594972372,37.83375541865826
41,16,0,0,0,9.999999999999998,20,10.0,21.470405248268854,15,18.866666666666667,30.8414535016716,16,35.0,35.99999999999999,20,36.0,0,0.2,23728,2,51,1.0,1114.9906676617115,False,0.26943156833573023,4,0.8520000000000001,13257,441,0,0.0,4409.999999999999,False,-0.1917829700486122,0,1.2620000000000002,31123,32,23,1.0,1396.40639848305,False,0.09841916462690802,0,0.2,29432,0,4,0.0,123.3658140066864,False,0.018076731342883737,10,3.792000000000001,30517,157,0,0.0,4842.1081997624415,False,-0.21486331760389918,10,3.6480000000000006,27735,320,0,0.0,9869.265120534912,False,-0.22126161898675975,0.3333333333333333,155792,0.0,0.0,10,0,0,5,8,8.0,20,25,16,99.0,54.0,8,8,16,1035,0.7523688301444054,38.58612424880266
42,16,0,0,0,9.999999999999998,20,10.0,21.784701715135803,11,25.0,30.72228612959287,19,29.894736842105264,35.99999999999999,20,36.0,0,0.2,23903,2,50,1.0,1109.23508575679,False,0.27842859980546725,0,0.8480000000000003,13157,451,0,0.0,4509.999999999999,False,-0.19439652919345565,0,1.2620000000000002,31416,33,14,1.0,1149.0071624137818,False,0.10426315433920914,0,0.2,29432,0,4,0.0,122.88914451837148,False,0.01806850439279201,9,3.872000000000001,30361,158,0,0.0,4854.1212084756735,False,-0.2184386774352156,11,3.748,27052,338,0,0.0,10384.132711802391,False,-0.23140574094438415,0.3333333333333333,155321,0.0,0.0,12,0,0,7,8,8.0,19,26,16,142.0,48.0,10,6,16,1043,0.8007397130131721,39.386863961815834
43,16,0,0,0,9.999999999999998,20,10.0,21.521191270410885,14,19.428571428571427,31.492559131696105,19,37.0,35.99999999999999,20,36.0,0,0.2,24053,3,50,1.0,1106.0595635205443,False,0.28618628308819577,4,0.8880000000000003,12995,460,0,0.0,4599.999999999999,False,-0.2005122575923893,5,1.3120000000000003,31702,37,10,1.0,1111.209668322164,False,0.11348308022647843,0,0.2,29432,0,4,0.0,125.97023652678442,False,0.018121681679785773,8,3.943000000000001,30269,158,0,0.0,4975.824342807985,False,-0.219181155334573,12,3.8570000000000007,26163,357,0,0.0,11242.843610015509,False,-0.24236218046796926,0.3333333333333333,154614,0.0,0.0,10,0,0,8,10,9.263157894736842,19,27,14,125.0,48.0,10,6,14,460,0.8189053609967232,40.20576932281256
44,14,0,0,0,9.999999999999998,20,10.0,21.98453872465171,13,26.0,31.492559131696105,0,,35.99999999999999,20,36.0,0,0.2,24331,0,46,0.9,1011.2887813339787,False,0.2982407814890486,0,0.8840000000000001,12855,474,0,0.0,4739.999999999999,False,-0.20417124039517015,0,1.3070000000000002,31364,40,20,1.0,1509.2327316199905,False,0.10868541131549858,0,0.2,29432,0,4,0.0,125.97023652678442,False,0.018121681679785773,11,4.045000000000002,30114,158,0,0.0,4975.824342807985,False,-0.22287585403785293,9,3.9350000000000014,26053,357,0,0.0,11242.843610015509,False,-0.24498422470900663,0.31666666666666665,154149,0.0,0.0,9,0,0,6,8,8.0,17,23,15,101.0,35.0,7,7,15,538,0.7541678007692099,40.95993712358177
45,15,0,0,0,10.0,20,10.0,21.890094428941634,12,21.0,31.981163188825466,5,45.6,35.99999999999999,20,36.0,0,0.2,24511,0,43,0.7,941.2740604444903,False,0.30581971826994125,2,0.9040000000000001,12685,487,0,0.0,4870.0,False,-0.20965971459934138,0,1.3070000000000002,31340,42,25,1.0,1718.9130457361853,False,0.1114758896399065,0,0.2,29432,0,4,0.0,127.92465275530186,False,0.018155413406201314,12,4.154000000000001,29740,162,0,0.0,5180.948436589725,False,-0.2293460569628418,8,4.006000000000001,25936,358,0,0.0,11449.256421599517,False,-0.24531301938406375,0.2833333333333333,153644,0.0,0.0,11,0,0,9,8,8.0,10,19,15,117.0,12.0,10,5,15,678,0.7325696870684624,41.69250681065023
46,15,0,0,0,10.0,20,10.0,22.373290312167494,15,26.0,30.880233724647745,8,13.0,36.0,20,36.0,0,0.2,24761,4,38,1.0,890.1850318623648,False,0.31755227201563857,0,0.9020000000000001,12625,493,0,0.0,4930.0,False,-0.21122785008624745,0,1.3070000000000002,31054,47,27,1.0,1885.3109552373612,False,0.10447550837482507,0,0.2,29432,0,4,0.0,123.52093489859098,False,0.01807940861060732,12,4.2620000000000005,29576,162,0,0.0,5002.597863392934,False,-0.23538093698282642,8,4.078000000000001,25739,366,0,0.0,11302.165543221075,False,-0.25176194766374577,0.3333333333333333,153187,0.0,0.0,13,0,0,8,7,7.0,12,20,14,138.0,12.0,11,4,14,694,0.6281872671097517,42.32069407775998
47,14,0,0,0,10.0,20,10.0,22.503727337035993,6,25.0,31.572794304880567,21,35.666666666666664,36.0,20,36.0,0,0.2,24821,3,42,1.0,975.1565481555117,False,0.3229093238240425,0,0.9020000000000001,12515,504,0,0.0,5040.0,False,-0.21410276514557525,0,1.3070000000000002,31653,43,16,1.0,1472.8249843706367,False,0.11803287857042866,0,0.2,29432,0,4,0.0,126.29117721952227,False,0.018127220870202312,6,4.310000000000001,28860,176,0,0.0,5556.81179765898,False,-0.2458427274306472,14,4.210000000000001,25414,373,0,0.0,11776.652275720451,False,-0.2538537819922715,0.3333333333333333,152695,0.0,0.0,13,0,0,10,7,7.0,8,18,15,104.0,12.0,10,4,15,1099,0.6846366133540869,43.00533069111407
48,15,0,0,0,10.0,20,10.0,22.503727337035993,0,,32.464833306606394,29,36.48275862068966,36.0,20,36.0,0,0.2,24721,3,52,1.0,1200.1938215258717,False,0.3235636877718329,0,0.9020000000000004,12415,514,0,0.0,5140.0,False,-0.2167163242904187,13,1.437,32286,33,10,1.0,1067.2713351882517,False,0.13288352321691846,0,0.2,29432,0,4,0.0,129.85933322642558,False,0.01818880450856797,8,4.384,27816,197,0,0.0,6395.572161401459,False,-0.2607316437666683,12,4.316000000000002,25128,381,0,0.0,12369.101489817036,False,-0.25361006042838197,0.3333333333333333,151798,0.0,0.0,9,0,0,8,10,9.833333333333334,1,9,18,89.0,18.0,9,6,18,890,0.6775975376367569,43.682928228750825
49,18,0,0,0,10.0,20,10.0,22.503727337035993,0,,32.89359684280583,15,37.0,36.00000000000001,20,36.0,0,0.2,24601,5,62,1.0,1445.2310948962315,False,0.3236953398906548,0,0.9020000000000001,12335,522,0,0.0,5220.0,False,-0.21880717160629345,5,1.4740000000000002,32696,23,10,1.0,846.5216971798861,False,0.14322612525336348,0,0.2,29432,0,4,0.0,131.5743873712233,False,0.018218405028843976,12,4.496000000000001,27635,197,0,0.0,6480.038578032748,False,-0.2640393952846974,8,4.384000000000001,24480,396,0,0.0,13025.864349751108,False,-0.2612287334364142,0.3333333333333333,151179,0.0,0.0,8,0,0,8,9,8.333333333333332,4,12,18,134.0,18.0,12,6,18,200,0.7008669394999743,44.3837951682508
50,18,0,0,0,10.0,20,10.0,22.391019332281843,16,21.625,32.89359684280583,0,,36.00000000000001,20,36.0,0,0.2,24884,1,57,1.0,1286.288101940065,False,0.3343340155229749,1,0.9120000000000001,12177,536,0,0.0,5360.0,False,-0.22340703570121792,0,1.469,32350,29,20,1.0,1307.2114974922902,False,0.13923388846206916,0,0.2,29432,0,4,0.0,131.5743873712233,False,0.018218405028843976,10,4.5840000000000005,27501,197,0,0.0,6480.038578032748,False,-0.26723352190559746,10,4.476000000000001,24355,396,0,0.0,13025.864349751108,False,-0.2642083291648657,0.3333333333333333,150699,0.0,0.0,11,0,0,3,8,8.0,5,8,20,115.0,30.0,8,10,20,543,0.5840700566768646,44.967865224927664
51,20,0,0,0,10.000000000000002,20,10.0,22.034125923817083,2,2.0,33.28395482555366,15,37.0,36.00000000000001,20,36.0,0,0.2,24784,1,67,1.0,1486.2864368957446,False,0.3343339720060568,2,0.9310000000000003,12039,546,0,0.0,5460.000000000001,False,-0.2280068997961424,0,1.4690000000000003,32901,21,15,1.0,961.9759667834635,False,0.1522950632858726,0,0.2,29432,0,4,0.0,133.13581930221463,False,0.01824535414743212,11,4.684000000000001,27357,197,0,0.0,6556.93910063407,False,-0.2697494863101393,9,4.556000000000001,23694,411,0,0.0,13679.705433302554,False,-0.27217170297837345,0.3333333333333333,150207,0.0,0.0,7,0,0,4,7,7.0,4,8,18,116.0,36.0,8,12,18,755,0.6371721606701612,45.605037385597825
52,18,0,0,0,10.000000000000002,20,10.0,22.034125923817083,0,,33.35351747080911,6,35.0,36.00000000000001,20,36.0,0,0.2,24694,0,77,1.0,1696.6276961339154,False,0.3351269587615367,0,0.9290000000000003,11929,557,0,0.0,5570.000000000001,False,-0.23088181485547019,0,1.4690000000000003,33111,11,19,1.0,876.092217107361,False,0.15806165372984746,0,0.2,29432,0,4,0.0,133.41406988323644,False,0.018250156539234282,12,4.793000000000001,27183,197,0,0.0,6570.642941749395,False,-0.27373375593834154,8,4.627000000000001,23394,417,0,0.0,13908.4167853274,False,-0.2765968632564908,0.3333333333333333,149743,0.0,0.0,9,0,0,4,8,8.0,4,8,16,107.0,30.0,8,10,16,410,0.6086960807442665,46.21373346634209
53,16,0,0,0,10.000000000000002,20,10.0,22.185679564431105,13,23.384615384615383,33.35351747080911,0,,36.00000000000001,20,36.0,0,0.2,24928,0,71,0.7,1575.1832490746085,False,0.3441843931073809,0,0.9290000000000003,11799,570,0,0.0,5700.000000000001,False,-0.23427944174376666,0,1.4690000000000003,32807,14,29,1.0,1277.8515205554995,False,0.15450209735166553,0,0.2,29432,0,4,0.0,133.41406988323644,False,0.018250156539234282,8,4.8610000000000015,27098,197,0,0.0,6570.642941749395,False,-0.2757598810336886,12,4.739000000000002,23211,417,0,0.0,13908.4167853274,False,-0.2809589914029439,0.2833333333333333,149275,0.0,0.0,11,0,0,4,8,8.0,2,6,11,95.0,30.0,6,10,11,504,0.47330457903444767,46.68703804537654
54,11,0,0,0,10.000000000000002,20,10.0,21.661537654170765,4,8.0,32.61720730230961,5,13.0,36.00000000000001,20,36.0,0,0.2,24884,0,77,0.7,1667.938399371149,False,0.3443086717728073,3,0.9590000000000003,11612,583,0,0.0,5830.000000000001,False,-0.24065652605718468,0,1.4690000000000003,32840,8,34,1.0,1282.2773495118927,False,0.1557175931914375,0,0.2,29432,0,4,0.0,130.46882920923844,False,0.018199323942168444,15,5.003000000000001,26844,197,0,0.0,6425.589838554993,False,-0.28354321798060883,5,4.777000000000002,23103,422,0,0.0,13764.461481574655,False,-0.28524907654492454,0.2833333333333333,148715,0.0,0.0,11,0,0,3,9,9.0,0,3,10,39.0,24.0,3,8,10,291,0.2685557473450899,46.95559379272163
55,10,0,0,0,10.000000000000002,20,10.0,21.91320689731499,6,26.0,32.61720730230961,0,,36.00000000000001,20,36.0,0,0.2,24910,3,81,1.0,1804.969758682514,False,0.34924911815071125,0,0.9560000000000002,11542,590,0,0.0,5900.000000000001,False,-0.2424860174585751,0,1.4690000000000003,32684,4,44,1.0,1522.8099488908827,False,0.1544841206229009,0,0.2,29432,0,4,0.0,130.46882920923844,False,0.018199323942168444,10,5.088000000000001,26711,197,0,0.0,6425.589838554993,False,-0.28671350783568134,10,4.872000000000001,22970,422,0,0.0,13764.461481574655,False,-0.288419366399997,0.3333333333333333,148249,0.0,0.0,11,0,0,3,8,8.0,0,3,8,39.0,21.0,3,7,8,356,0.2669499069452286,47.22254369966686
56,8,0,0,0,10.000000000000002,19,10.0,20.970419491584448,8,10.0,31.688130135345418,11,21.181818181818183,36.00000000000001,20,36.0,0,0.2,24885,3,88,1.0,1875.3969152594314,False,0.3497829939694587,5,1.006,11352,599,0,0.0,5990.000000000001,False,-0.2500653389786211,0,1.4690000000000003,32837,2,43,1.0,1404.530434803022,False,0.1577240323576634,0,0.2,29432,0,4,0.0,126.75252054138167,False,0.018135183302405662,15,5.228000000000001,26293,203,0,0.0,6432.69041747512,False,-0.2965926485331436,5,4.912000000000001,22858,427,0,0.0,13530.831567792493,False,-0.29387357494526495,0.3333333333333333,147657,0.0,0.0,12,0,0,2,8,8.0,0,2,7,36.0,18.0,2,6,7,498,0.20762258395552635,47.430166283622384
57,7,0,0,0,10.000000000000002,0,,20.970419491584448,0,,31.44940470393692,18,29.833333333333332,36.00000000000001,20,36.0,0,0.2,24885,0,91,0.3,1908.3081737341847,False,0.3506431491750088,0,1.0010000000000003,11352,599,0,0.0,5990.000000000001,False,-0.2500653389786211,0,1.4690000000000003,33374,0,27,0.2,849.1339270062969,False,0.16667473122206253,0,0.2,29432,0,4,0.0,125.79761881574768,False,0.018118702430371905,11,5.323,25751,211,0,0.0,6635.824392530691,False,-0.3070911471141937,9,4.997000000000002,22591,437,0,0.0,13743.389855620435,False,-0.29770464035540095,0.08333333333333333,147385,0.0,0.0,4,0,0,2,9,9.0,0,2,5,36.0,15.0,2,5,5,537,0.1926357690244913,47.622802052646875
58,5,0,0,0,10.000000000000002,0,,20.970419491584448,0,,31.932529988643505,12,37.0,36.00000000000001,20,36.0,0,0.2,24885,0,91,0.0,1908.3081737341847,False,0.3506431491750088,0,1.0010000000000003,11352,599,0,0.0,5990.000000000001,False,-0.2500653389786211,0,1.469,33818,0,15,0.0,478.98794982965256,False,0.17561249481928978,0,0.2,29432,0,4,0.0,127.73011995457402,False,0.01815205591913318,14,5.452000000000002,25417,213,0,0.0,6801.628887581067,False,-0.31307650543977567,6,5.048000000000001,22180,447,0,0.0,14273.840904923647,False,-0.3011794323879237,0.0,147084,0.0,0.0,2,0,0,2,9,9.0,0,2,2,36.0,9.0,2,3,2,444,0.17337117530405521,47.79617322795093
59,2,0,0,0,10.000000000000002,0,,20.970419491584448,0,,33.68209193211196,16,47.25,36.00000000000001,20,36.0,0,0.2,24885,0,91,0.0,1908.3081737341847,False,0.3506431491750088,0,1.0010000000000003,11352,599,0,0.0,5990.000000000001,False,-0.2500653389786211,1,1.4790000000000003,34545,0,0,0.0,0.0,False,0.1924404556437694,0,0.2,29432,0,4,0.0,134.72836772844784,False,0.018272840312883162,5,5.488,24652,228,0,0.0,7679.516960521527,False,-0.3208486250891313,15,5.192000000000001,21877,448,0,0.0,15089.577185586157,False,-0.29867971508407043,0.0,146743,0.0,0.0,1,0,0,1,9,9.0,0,1,0,18.0,3.0,1,1,0,720,0.14419387467205524,47.940367102622986
