index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,24,0,0,0,10.000000000000002,20,10.0,18.552777258161367,3,1.0,35.08742933420731,8,49.0,43.00000000000001,11,43.0,3,2.9120000000000013,23859.0,322,0,0.0,3220.0000000000005,False,-0.2625376418809358,0,1.4240000000000002,39553,22,40,1.0,962.1110903264547,False,0.1591978093920322,0,0.506,58560,60,36,1.0,2376.314091521145,False,0.006572947972650196,0,0.2,61022,77,117,1.0,5533.79308098068,False,0.0746469985594249,0,0.659,69088,196,26,1.0,7995.136149504632,False,-0.0325686591645843,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327628,0.0,0.0,16,0,0,13,1,1.0,17,30,26,178.0,80.0,12,12,26,1065,1.916836841031909,74.32270515710115
34,26,0,0,0,10.000000000000002,20,10.0,18.955013241728935,41,20.75609756097561,35.08742933420731,0,,43.00000000000001,12,43.0,6,2.969000000000001,23603.0,335,0,0.0,3350.0000000000005,False,-0.26806810284920085,0,1.4240000000000002,40308,19,15,1.0,474.32519862593404,False,0.17399706391339367,0,0.506,58510,53,46,1.0,2618.6374511851695,False,0.007771803726415777,0,0.2,60221,105,127,1.0,6446.379915825866,False,0.06883975130417014,0,0.659,69604,186,24,1.0,7558.2618561625595,False,-0.028629829136138436,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327792,0.0,0.0,20,0,0,12,2,2.0,22,34,26,144.0,56.0,11,15,26,1541,1.9391488898545504,76.2618540469557
35,26,0,0,0,10.0,20,10.0,18.955013241728935,0,,35.08742933420731,0,,43.00000000000001,13,43.0,0,2.9630000000000014,23503.0,345,0,0.0,3450.0,False,-0.2695158675005791,0,1.4240000000000002,40208,19,25,1.0,663.8753310432234,False,0.17384577442441543,0,0.506,58510,43,56,1.0,2779.9616121099534,False,0.009130712053219055,0,0.2,60221,95,137,1.0,6607.70407675065,False,0.07019865963097355,0,0.659,70163,176,21,1.0,7078.387562820486,False,-0.024406404291289516,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,328151,0.0,0.0,16,0,0,16,0,0.0,15,31,28,154.0,75.0,11,15,28,759,1.8292477102950215,78.09110175725073
36,28,0,0,0,10.0,20,10.0,20.689378886016762,34,31.0,33.15452492011651,19,16.05263157894737,43.0,12,43.0,0,2.9630000000000014,23393.0,356,0,0.0,3560.0,False,-0.27110840861709523,9,1.5140000000000002,40956,18,10,1.0,386.8937888601676,False,0.19149429275046567,0,0.506,57761,67,47,1.0,2944.4510566085987,False,-0.002102066641323869,0,0.2,60221,85,147,1.0,6632.312368568551,False,0.07040594670110648,0,0.6590000000000001,70374,185,19,1.0,6950.587110221554,False,-0.02245924926388187,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,328251,0.0,0.0,22,0,0,16,1,0.5294117647058824,18,34,27,128.0,87.0,14,14,27,1548,2.024961362592876,80.1160631198436
37,27,0,0,0,10.0,20,10.0,19.83962265694234,40,15.325,33.01050699011293,24,32.0,43.0,10,43.0,22,3.183000000000002,22699.0,366,0,0.0,3660.0,False,-0.28975561732684735,8,1.5850000000000002,41222,18,10,1.0,378.3962265694234,False,0.19907337599272396,0,0.506,58518,68,33,1.0,2438.4410713458055,False,0.006388701365829421,0,0.2,59619,104,157,1.0,7245.970353769733,False,0.06543322175418423,0,0.6590000000000001,70036,199,19,1.0,7386.090891032473,False,-0.024050969667272392,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327640,0.0,0.0,15,0,0,12,3,2.4444444444444446,19,31,30,179.0,75.0,12,15,30,1398,1.9835635479539633,82.09962666779757
38,30,0,0,0,10.0,20,10.0,19.437051703899236,24,15.625,34.17890459270786,15,47.666666666666664,43.0,10,43.0,12,3.2810000000000024,22281.0,377,0,0.0,3770.0,False,-0.3002663886958536,2,1.5970000000000004,41432,17,10,1.0,364.3705170389924,False,0.20495092826382597,0,0.506,58982,62,33,1.0,2333.001057201112,False,0.013317506125552653,0,0.2,59495,114,162,1.0,7752.806438263186,False,0.06761351829798162,0,0.6590000000000001,69751,204,19,1.0,7789.496536912403,False,-0.025153571751565955,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327487,0.0,0.0,19,0,0,16,4,3.166666666666667,21,37,25,276.0,69.0,17,13,25,1345,1.8327210126444697,83.93234768044204
39,25,0,0,0,10.0,20,10.0,19.038216408817302,5,1.0,34.04600142918532,11,32.0,43.00000000000001,8,43.0,5,3.3190000000000013,22066.0,387,0,0.0,3870.0,False,-0.3050440120454019,0,1.5950000000000002,41332,17,20,1.0,550.764328176346,False,0.20475394267107286,0,0.506,59329,57,32,1.0,2174.6503810365166,False,0.01782952913707091,0,0.2,59495,104,172,1.0,7835.8867523368735,False,0.06831334236612477,0,0.6590000000000001,69743,205,21,1.0,7882.43029298299,False,-0.024644386910074745,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327511,0.0,0.0,15,0,0,15,1,1.0,21,36,33,197.0,114.0,12,13,33,896,1.688695509918034,85.62104319036007
40,33,0,0,0,9.999999999999998,20,10.0,18.530048693489416,7,3.4285714285714284,36.00452314236219,26,48.23076923076923,43.00000000000001,14,43.0,7,3.384000000000001,21780.0,400,0,0.0,3999.999999999999,False,-0.31144313180449384,0,1.5950000000000002,41262,14,30,1.0,695.9014608046825,False,0.2048283162613604,0,0.506,59329,47,42,1.0,2383.102260573214,False,0.01958541612396993,0,0.2,60725,101,156,1.0,7488.240528250933,False,0.08610667920289539,0,0.659,69091,221,17,1.0,8687.999614462044,False,-0.027943242432014584,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327733,0.0,0.0,18,0,0,13,2,2.0,22,35,26,191.0,82.0,15,18,26,2056,1.8978429036214948,87.51888609398156
41,26,0,0,0,9.999999999999998,20,10.0,18.652837108583032,31,19.419354838709676,36.31962207153447,5,47.0,43.00000000000001,9,43.0,6,3.437000000000001,21530.0,411,0,0.0,4109.999999999999,False,-0.3170894139448691,0,1.5950000000000002,41762,13,15,1.0,409.7925566287455,False,0.21516377919603813,0,0.506,58882,58,52,1.0,2970.484900017608,False,0.017002635702159808,0,0.2,60805,101,161,1.0,7731.395701483936,False,0.08950264245328296,0,0.659,69243,216,18,1.0,8619.038367451445,False,-0.026387642181905993,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327768,0.0,0.0,21,0,0,10,2,2.0,22,32,21,155.0,74.0,12,14,21,1412,1.5682147294282913,89.08710082340986
42,21,0,0,0,9.999999999999998,20,10.0,19.320309788497593,16,27.75,36.31962207153447,0,,43.00000000000001,12,43.0,2,3.451000000000001,21432.0,417,0,0.0,4169.999999999999,False,-0.3190583738707436,0,1.5950000000000002,42056,17,11,1.0,382.52340767347346,False,0.2232818422468363,0,0.506,58882,48,62,1.0,3179.1914382830214,False,0.01876066779779486,0,0.2,60361,107,171,1.0,8277.928521601636,False,0.08662630581894293,0,0.659,69759,206,16,1.0,8169.8421467361,False,-0.022530364633891246,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,328036,0.0,0.0,19,0,0,9,1,1.0,23,32,22,158.0,78.0,10,11,22,1150,1.4731051847338676,90.56020600814372
43,22,0,0,0,9.999999999999998,20,10.0,19.642776642302735,26,22.076923076923077,37.42528305168355,15,49.0,43.0,13,43.0,7,3.519000000000002,21236.0,421,0,0.0,4209.999999999999,False,-0.3241545054435951,8,1.6750000000000003,42256,23,10,1.0,426.4277664230273,False,0.22970853263873975,0,0.506,58330,57,72,1.0,3814.2586483324712,False,0.014810629134509841,0,0.2,61074,104,166,1.0,8255.445757378955,False,0.09844878329272343,0,0.659,69583,211,13,1.0,8455.734723905229,False,-0.02296789556094818,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,328025,0.0,0.0,17,0,0,12,3,2.4444444444444446,21,33,28,169.0,38.0,13,9,28,1524,1.5927485013380647,92.15295450948179
44,28,0,0,0,9.999999999999998,20,10.0,20.00688606546055,24,23.041666666666668,36.7690091026235,32,33.59375,43.0,11,43.0,7,3.582000000000002,20976.0,433,0,0.0,4329.999999999999,False,-0.3299455640491082,7,1.7370000000000003,42523,21,10,1.0,410.0688606546055,False,0.23720275742203212,0,0.506,58254,62,64,1.0,3593.643518626458,False,0.011671918853620886,0,0.2,61672,103,162,1.0,8017.288739367443,False,0.10651713955462992,0,0.6590000000000001,68981,233,12,1.0,9083.179120911276,False,-0.02678381965351385,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327952,0.0,0.0,19,0,0,14,3,2.333333333333333,22,36,22,196.0,73.0,14,14,22,1748,1.7303980132564902,93.88335252273828
45,22,0,0,0,10.0,20,10.0,19.735004055683223,12,15.166666666666666,37.80772485404454,19,47.0,43.00000000000001,4,43.0,12,3.695000000000002,20749.0,443,0,0.0,4430.0,False,-0.3350706509149873,0,1.7300000000000002,42423,21,20,1.0,604.7000811136645,False,0.23712503012962804,0,0.506,59146,53,55,1.0,3125.3800819236603,False,0.022754978957542908,0,0.2,61491,104,172,1.0,8555.369096686714,False,0.1080003461764776,0,0.6590000000000001,68260,242,18,1.0,9923.469414678779,False,-0.030766225778474172,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327615,0.0,0.0,14,0,0,12,3,3.0,19,31,28,116.0,66.0,10,12,28,1265,1.424172037281096,95.30752456001937
46,28,0,0,0,10.0,20,10.0,18.21375288758663,21,4.285714285714286,37.25519365961312,12,29.5,43.00000000000001,11,43.0,16,3.843000000000002,20237.0,452,0,0.0,4520.0,False,-0.3485927727588603,0,1.7300000000000004,42368,22,25,1.0,675.3438221896657,False,0.23655524412482143,0,0.506,59246,57,58,1.0,3198.985146849999,False,0.025059681482277017,0,0.2,61655,101,177,1.0,8433.758319397772,False,0.10973885844703138,0,0.6590000000000001,68379,244,17,1.0,9821.267252945601,False,-0.02986744994476476,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327431,0.0,0.0,19,0,0,15,3,3.0,17,32,25,132.0,85.0,10,18,25,1082,1.7245970601215959,97.03212162014097
47,25,0,0,0,10.0,20,10.0,18.740883982599502,47,20.893617021276597,37.60242428762258,6,47.0,43.0,7,43.0,21,4.037000000000001,19801.0,460,0,0.0,4600.0,False,-0.3600590687977762,1,1.7400000000000002,42978,24,10,1.0,427.408839825995,False,0.2506284578385741,0,0.506,59151,60,62,1.0,3455.80334478857,False,0.025622522194047714,0,0.2,61050,125,187,1.0,9374.263839610361,False,0.10746878128988811,0,0.6590000000000001,68398,240,20,1.0,9884.58182902942,False,-0.029196901033612457,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326924,0.0,0.0,14,0,0,15,3,2.076923076923077,15,30,30,148.0,88.0,11,14,30,1160,2.227568597532809,99.25969021767378
48,30,0,0,0,10.0,20,10.0,18.99707640959472,32,20.71875,37.52910589308232,21,37.0,43.0,10,43.0,7,4.086000000000001,19555.0,470,0,0.0,4700.0,False,-0.3657343062311791,15,1.8890000000000002,43097,24,10,1.0,429.9707640959472,False,0.25411122834283,0,0.506,59270,50,65,1.0,3389.2457035300868,False,0.027066660799977174,0,0.2,61045,147,183,1.0,9660.396610644488,False,0.10979477585704117,0,0.659,68051,251,20,1.0,10279.805579163662,False,-0.03117434689352409,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326564,0.0,0.0,19,0,0,17,4,3.4444444444444446,18,35,32,213.0,117.0,15,15,32,1407,2.0922579150646925,101.35194813273847
49,32,0,0,0,10.0,20,10.0,18.466097795186922,13,9.384615384615385,37.52910589308232,0,,43.0,8,43.0,6,4.139,19294.0,482,0,0.0,4820.0,False,-0.37155432012971973,0,1.8740000000000003,43127,22,13,1.0,460.05927133743,False,0.2554154979056265,0,0.506,59210,42,75,1.0,3590.2590493790244,False,0.027749073834858144,0,0.2,60983,148,193,1.0,9976.099911052552,False,0.11140958178385861,0,0.659,68395,241,22,1.0,9990.514520232839,False,-0.02853549810557258,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326555,0.0,0.0,17,0,0,17,2,2.0,20,37,28,277.0,87.0,17,15,28,654,1.8655127035453916,103.21746083628386
50,28,0,0,0,10.0,20,10.0,18.517936343034638,29,18.89655172413793,34.888923915935734,36,23.5,43.0,12,43.0,9,4.223000000000002,18947.0,496,0,0.0,4960.0,False,-0.3795749362983553,7,1.9440000000000004,43404,18,10,1.0,365.17936343034637,False,0.26206247630632307,0,0.506,59373,61,58,1.0,3153.1517040493854,False,0.026813165066624366,0,0.2,61118,138,194,1.0,9323.926455030312,False,0.10819035728149791,0,0.659,68065,267,20,1.0,10175.34268555484,False,-0.03168041533929761,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326453,0.0,0.0,20,0,0,10,5,4.133333333333333,20,30,29,148.0,123.0,12,16,29,1562,1.670118977315724,104.88757981359959
51,29,0,0,0,10.000000000000002,20,10.0,17.75958624046101,11,2.8181818181818183,35.23072892943129,5,47.0,43.0,9,43.0,11,4.324000000000002,18556.0,508,0,0.0,5080.000000000001,False,-0.3891591382904795,0,1.9370000000000005,43324,16,20,1.0,515.1917248092202,False,0.261917878804859,0,0.506,59368,56,68,1.0,3390.2263966671444,False,0.028725920656585004,0,0.2,61327,134,199,1.0,9390.699613178602,False,0.11227382672241833,0,0.659,68217,262,21,1.0,10133.450979510997,False,-0.02994565576264136,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326338,0.0,0.0,14,0,0,12,3,3.0,24,36,31,239.0,81.0,17,12,31,822,1.9264528658241034,106.81403267942369
52,31,0,0,0,10.000000000000002,20,10.0,18.838666013851352,32,25.75,35.23072892943129,0,,43.0,9,43.0,6,4.373000000000002,18312.0,519,0,0.0,5190.000000000001,False,-0.3946316886726894,6,1.997,43896,15,10,1.0,338.38666013851355,False,0.2759205851884774,0,0.506,59368,46,78,1.0,3614.5754931328024,False,0.030615717284382876,0,0.2,60503,156,209,1.0,10302.05424441195,False,0.10606872068139034,0,0.6590000000000001,68604,252,22,1.0,9824.143690216684,False,-0.02687009444433408,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326229,0.0,0.0,14,0,0,16,3,2.4615384615384617,18,34,40,183.0,111.0,14,17,40,990,2.1318282186985016,108.94586089812219
53,40,0,0,0,10.000000000000002,20,10.0,18.838666013851352,0,,35.79684859764525,21,40.095238095238095,43.0,7,43.0,0,4.367000000000002,18202.0,530,0,0.0,5300.000000000001,False,-0.39622422978920546,0,1.9910000000000005,43806,14,20,1.0,516.7733202770271,False,0.2758972278242563,0,0.506,59720,36,77,1.0,3434.549318517333,False,0.03502939215031959,0,0.2,60993,146,209,1.0,10231.986594930155,False,0.11373350344460853,0,0.6590000000000001,68063,263,25,1.0,10489.571181180701,False,-0.029627172972885973,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326330,0.0,0.0,17,0,0,14,0,0.0,23,37,39,255.0,102.0,19,21,39,1343,1.9303102744743228,110.87617117259651
54,39,0,0,0,10.000000000000002,20,10.0,18.782037017758785,18,18.11111111111111,35.79684859764525,0,,43.0,14,43.0,7,4.437000000000003,17950.0,538,0,0.0,5380.000000000001,False,-0.40236275191104937,0,1.9910000000000005,44005,16,19,1.0,516.858703337417,False,0.2816605672825084,0,0.506,59713,33,87,1.0,3734.1330495811767,False,0.0374349965428516,0,0.2,60674,147,219,1.0,10600.469284494851,False,0.11146323397431554,0,0.6590000000000001,68665,253,21,1.0,9959.602695204248,False,-0.025166106112803725,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326553,0.0,0.0,20,0,0,17,3,3.0,21,38,31,197.0,108.0,18,21,31,1121,2.4184429375454783,113.29461411014199
55,31,0,0,0,10.000000000000002,20,10.0,18.513500173588977,29,16.586206896551722,35.93277958922084,16,37.3125,42.99999999999999,10,43.0,10,4.530000000000001,17640.0,547,0,0.0,5470.000000000001,False,-0.4100359045633542,0,1.9910000000000003,44356,17,10,1.0,355.1350017358898,False,0.28948249655049646,0,0.506,59713,23,97,1.0,3911.290124146968,False,0.03892727285409689,0,0.2,60790,166,213,1.0,10726.92308131981,False,0.11448265677178988,0,0.6590000000000001,68498,259,21,1.0,10209.589913608199,False,-0.02572214337219584,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326543,0.0,0.0,21,0,0,15,1,1.0,17,32,29,145.0,90.0,11,20,29,1688,1.8143383143469691,115.10895242448896
56,29,0,0,0,10.000000000000002,20,10.0,19.15067744421509,20,25.95,37.38909382440034,21,48.523809523809526,42.999999999999986,11,43.0,0,4.520000000000001,17550.0,556,0,0.0,5560.000000000001,False,-0.4113388927495946,10,2.091,44496,18,10,1.0,371.5067744421509,False,0.29377326231240086,0,0.506,59978,33,91,1.0,4034.379893679529,False,0.044428551279351865,0,0.2,61025,156,218,1.0,11138.328135016829,False,0.12190714086573705,0,0.659,67952,270,20,1.0,10955.055332588092,False,-0.0280156769876096,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326547,0.0,0.0,17,0,0,11,3,2.2857142857142856,24,35,20,155.0,94.0,13,16,20,1692,1.898998310789466,117.00795073527843
57,20,0,0,0,10.000000000000002,20,10.0,18.863379935045128,34,17.08823529411765,35.02191668896081,37,24.56756756756757,42.999999999999986,8,43.0,19,4.710000000000001,17035.0,566,0,0.0,5660.000000000001,False,-0.42480310400741256,5,2.1310000000000007,44666,18,10,1.0,368.63379935045134,False,0.2986540682092665,0,0.506,59954,36,84,1.0,3620.922679534332,False,0.04054148286275083,0,0.2,61377,167,208,1.0,10434.743120456384,False,0.12191063648081452,0,0.659,67387,297,22,1.0,11347.50925662136,False,-0.0328971139661838,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,325965,0.0,0.0,18,0,0,11,8,8.0,19,30,26,117.0,79.0,9,11,26,1743,1.6377056343480945,118.64565636962652
58,26,0,0,0,10.000000000000002,20,10.0,18.14097158225649,12,4.916666666666667,35.02191668896081,0,,42.999999999999986,12,43.0,12,4.811000000000002,16665.0,576,0,0.0,5760.000000000001,False,-0.4340687977762335,0,2.1260000000000003,44566,18,20,1.0,542.8194316451298,False,0.2982803369186519,0,0.506,59933,33,94,1.0,3890.71223097678,False,0.04246026004057404,0,0.2,61339,162,218,1.0,10573.615234519008,False,0.12244023749552718,0,0.659,67903,287,20,1.0,10911.290089731752,False,-0.028953947993727365,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,325952,0.0,0.0,16,0,0,13,3,3.0,20,33,17,167.0,54.0,13,13,17,716,1.8542062733322382,120.49986264295876
59,17,0,0,0,10.000000000000002,20,10.0,18.1975770398206,1,30.0,35.82540010568007,11,49.0,42.99999999999999,8,43.0,0,4.799000000000002,16545.0,588,0,0.0,5880.000000000001,False,-0.43580611535788744,0,2.126000000000001,44516,16,29,1.0,687.7297341547974,False,0.298930532403214,0,0.506,59903,24,104,1.0,4162.5834599464215,False,0.04424494979570078,0,0.2,61878,152,217,1.0,10540.143532985307,False,0.13123878443499862,0,0.659,67708,288,22,1.0,11263.715230435859,False,-0.029202636602627136,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326096,0.0,0.0,18,0,0,11,0,0.0,18,29,23,104.0,46.0,6,11,23,1113,1.383258524350822,121.88312116730958
60,23,0,0,0,10.000000000000002,20,10.0,17.008704644277564,19,5.2105263157894735,35.19165085187353,6,17.0,42.999999999999986,11,43.0,19,4.989000000000002,15955.0,601,0,0.0,6010.000000000001,False,-0.4510076441973593,0,2.1260000000000003,44446,13,39,1.0,793.339481126825,False,0.2984326424763554,0,0.506,59983,22,108,1.0,4174.889794176448,False,0.04569636606840227,0,0.2,61801,153,227,1.0,10590.836553949759,False,0.13036858177456911,0,0.6590000000000001,68079,284,21,1.0,10897.428841932084,False,-0.026715982037883577,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,325810,0.0,0.0,17,0,0,16,3,3.0,17,33,21,121.0,66.0,11,12,21,775,1.6161843640729785,123.49930553138256
61,21,0,0,0,10.000000000000002,20,10.0,18.937580715239754,37,28.675675675675677,35.19165085187353,0,,42.99999999999998,10,43.0,3,5.000000000000003,15772.0,613,0,0.0,6130.000000000001,False,-0.45456914523974984,0,2.126000000000001,45418,11,15,1.0,394.06371072859633,False,0.3207966138338053,0,0.506,59953,13,118,1.0,4398.8033498191935,False,0.04707708606943625,0,0.2,60770,179,237,1.0,11730.248199921944,False,0.12259719161631073,0,0.6590000000000001,68509,274,21,1.0,10545.512333413348,False,-0.02335323952682238,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,325968,0.0,0.0,18,0,0,12,1,1.0,17,29,27,98.0,96.0,9,12,27,1682,1.762536495923996,125.26184202730656
62,27,0,0,0,10.000000000000002,20,10.0,19.820666805717465,16,30.9375,36.82234584439883,37,43.891891891891895,42.999999999999986,6,43.0,0,4.9970000000000026,15672.0,623,0,0.0,6230.000000000001,False,-0.4560169098911281,1,2.1360000000000006,45789,11,10,1.0,308.2066680571747,False,0.3302960196325164,0,0.506,59844,19,120,1.0,4795.274170636492,False,0.048580428675464894,0,0.2,62008,169,218,1.0,11376.964084245197,False,0.14047781330440048,0,0.6590000000000001,67143,301,25,1.0,12158.526099164048,False,-0.030759232129007236,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326002,0.0,0.0,23,0,0,9,1,1.0,20,29,32,164.0,108.0,11,16,32,2547,2.02257439494133,127.28441642224789
63,32,0,0,0,10.0,20,10.0,19.483707755935157,4,3.0,35.09174456942916,16,15.875,42.999999999999986,8,43.0,4,5.037000000000002,15478.0,634,0,0.0,6340.0,False,-0.4600416956219597,0,2.1350000000000002,45699,10,20,1.0,489.67415511870314,False,0.3303172653914567,0,0.506,60098,9,114,1.0,4175.812250718341,False,0.047641533160806826,0,0.2,61996,163,228,1.0,11176.762126047279,False,0.13858925609056302,0,0.6590000000000001,67233,307,27,1.0,11934.165582814752,False,-0.03105283150123932,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326050,0.0,0.0,18,0,0,16,1,1.0,22,38,32,266.0,91.0,17,15,32,798,2.125465363264084,129.40988178551197
64,32,0,0,0,10.0,20,10.0,19.96103271615737,20,24.25,34.24324796138581,16,25.0,42.999999999999986,7,43.0,0,5.033,15378.0,644,0,0.0,6440.0,False,-0.461489460273338,0,2.1350000000000002,46084,10,10,1.0,299.6103271615737,False,0.33871337629084974,0,0.506,59613,19,124,1.0,4625.42236881883,False,0.04325804751523667,0,0.2,62396,153,222,1.0,10656.039052999728,False,0.14094173534316962,0,0.659,67134,313,30,1.0,12008.136611913758,False,-0.031873715273384645,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326151,0.0,0.0,20,0,0,16,0,0.0,16,32,28,220.0,75.0,16,16,28,1386,2.857595758512616,132.2674775440246
65,28,0,0,0,10.0,20,10.0,19.076843282526145,12,5.833333333333333,33.08191066610284,11,15.0,42.999999999999986,6,43.0,7,5.1030000000000015,15103.0,655,0,0.0,6550.0,False,-0.46785962473940235,0,2.1350000000000002,46049,9,15,1.0,376.15264923789215,False,0.33880809371724996,0,0.506,59711,18,123,1.0,4412.45819101612,False,0.043115150367398845,0,0.2,62393,146,232,1.0,10460.222393784676,False,0.13924173989845237,0,0.659,67227,314,34,1.0,11849.719949156293,False,-0.03169115539435391,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,326029,0.0,0.0,17,0,0,22,2,2.0,15,37,30,219.0,76.0,18,10,30,678,1.6797354547306895,133.94721299875528
66,30,0,0,0,10.0,20,10.0,19.301481515861116,24,20.916666666666668,32.8916650741164,35,32.0,42.999999999999986,6,43.0,4,5.136000000000001,14909.0,666,0,0.0,6660.0,False,-0.47188441047023394,5,2.1850000000000005,46329,8,10,1.0,273.01481515861116,False,0.3454223826609714,0,0.506,60819,12,98,1.0,3455.000955453741,False,0.05371644054258684,0,0.2,61903,156,242,1.0,10970.814064410504,False,0.1352876955457606,0,0.659,66365,339,38,1.0,12784.27446012546,False,-0.036916087813216765,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,325871,0.0,0.0,17,0,0,16,2,2.0,19,35,24,191.0,80.0,14,16,24,2013,1.6744756791740656,135.62168867792934
67,24,0,0,0,10.000000000000002,20,10.0,18.884690043091208,37,16.89189189189189,33.329063878365275,5,49.0,42.999999999999986,11,43.0,22,5.352000000000001,14402.0,671,0,0.0,6710.000000000001,False,-0.4858408617095205,5,2.2300000000000004,46524,13,10,1.0,318.8469004309121,False,0.35173220553090856,0,0.506,60342,21,108,1.0,3996.117389768365,False,0.0502385305246838,0,0.2,62000,164,247,1.0,11329.36794502318,False,0.1399421134895311,0,0.659,66593,334,37,1.0,12722.907335374002,False,-0.03430421640209932,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,325407,0.0,0.0,18,0,0,10,4,3.333333333333333,18,28,32,132.0,75.0,9,15,32,918,1.6211198335513473,137.2428085114807
68,32,0,0,0,10.0,20,10.0,17.736491812289042,15,3.0,32.82154714249214,5,16.0,42.999999999999986,8,43.0,15,5.480000000000001,13905.0,682,0,0.0,6820.0,False,-0.49863910122770444,0,2.2250000000000005,46434,12,20,1.0,474.72983624578086,False,0.35138304720068597,0,0.506,60410,15,113,1.0,3974.882204285948,False,0.0512052478544253,0,0.2,61967,165,257,1.0,11361.658764648173,False,0.1396581654086068,0,0.6590000000000001,66857,329,39,1.0,12475.289009879914,False,-0.03244851474677729,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,325119,0.0,0.0,18,0,0,17,3,3.0,23,40,29,217.0,117.0,18,14,29,624,2.060243005864322,139.303051517345
