index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
26,162d24b8-43b8-44a8-8d71-3d1c297f3faf,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
406,62b80c57-fc8c-4d0f-b5d6-6211ef37c4ba,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
14,3e22c4d4-f665-4d20-8d93-48e053b0ce45,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
78,476d9fe4-d96d-4584-b6bc-6784a4a1b516,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,3,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
81,90cd6797-d6ee-4542-94ae-03cfd90cf095,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,0,,-1,-1
281,38edc8a5-ae31-4338-ad5f-89daf5367be2,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,0,,-1,-1
168,a689a389-de7f-49a7-a272-df60f2147575,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
7,bb356a47-f07f-41b4-a87c-bafb22a593d4,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,0,,-1,-1
94,b0ce1551-5c20-4323-b2e6-d060a149c74d,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,0,,-1,-1
138,8ef47d45-4103-4444-8b17-ccdf2a7687c2,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,0,,-1,-1
357,6b4e9b30-5407-4e6c-8b68-f26988725bb3,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,0,,-1,-1
271,6f7f2ab3-f6de-4cdc-9dae-d87a524a9fc6,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,0,,-1,-1
336,bd8f815e-f797-4b6d-9814-aed603df0c78,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,1,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,1,,-1,-1
624,0b671bfa-767e-4bb5-a320-1420b4e16a6b,03Ran@1,05Dec@2,RandomAgent,DecentralizingAgent,1,8,3,-1,-1,1,,"[quantity: (1, 13), time: (1, 1), unit_price: (1, 28)]",03Ran@1,05Dec@2,p2,05Dec@2,True,2,11,-1,,-1,-1
649,5a50b956-2942-4211-b771-b5d11fddc8dd,02Ind@1,04MyA@2,IndDecentralizingAgent,MyAgent,1,5,14,-1,-1,1,,"[quantity: (1, 10), time: (1, 1), unit_price: (1, 28)]",02Ind@1,04MyA@2,p2,04MyA@2,True,2,17,-1,,-1,-1
100,f46f2e5e-3464-40d9-a6da-38d77e9d5538,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
364,c5e9b9ff-8a43-4420-821e-891999f212fe,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,1,,-1,-1
629,f2f65a22-1f6a-409d-8b0d-80870aa74a1f,00Buy@0,02Ind@1,BuyCheapSellExpensiveAgent,IndDecentralizingAgent,1,5,9,-1,-1,1,,"[quantity: (1, 5), time: (1, 2), unit_price: (1, 16)]",00Buy@0,02Ind@1,p1,02Ind@1,True,1,17,-1,,-1,-1
48,a4593930-288d-4ce9-81ea-1c32b1a8426c,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,1,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,1,,-1,-1
84,04072373-f3e1-4bf5-8548-421ec1584eba,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,1,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,1,,-1,-1
625,832c1ca6-996d-424d-8e8e-a1725b33505a,03Ran@1,05Dec@2,RandomAgent,DecentralizingAgent,1,11,6,-1,-1,1,,"[quantity: (1, 11), time: (1, 5), unit_price: (1, 28)]",03Ran@1,05Dec@2,p2,05Dec@2,True,2,14,-1,,-1,-1
642,63bd68b2-0a31-47f5-b5e2-9696b6b1fff4,00Buy@0,02Ind@1,BuyCheapSellExpensiveAgent,IndDecentralizingAgent,1,5,8,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 16)]",00Buy@0,02Ind@1,p1,02Ind@1,True,1,17,-1,,-1,-1
644,7f31a92d-0d4e-41f6-8270-409872d148bb,02Ind@1,05Dec@2,IndDecentralizingAgent,DecentralizingAgent,1,5,43,-1,-1,1,,"[quantity: (1, 5), time: (1, 6), unit_price: (28, 56)]",02Ind@1,05Dec@2,p2,02Ind@1,False,2,17,-1,,-1,-1
285,da0da93b-a144-48e9-9d5b-c50ff1921b56,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
51,3d964334-0e61-4ca4-bacc-c4b6d1ffd203,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,1,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,1,,-1,-1
636,55b4e584-5d33-40f0-a32d-668a4228426e,03Ran@1,05Dec@2,RandomAgent,DecentralizingAgent,1,11,6,-1,-1,1,,"[quantity: (1, 11), time: (1, 4), unit_price: (1, 28)]",03Ran@1,05Dec@2,p2,05Dec@2,True,2,14,-1,,-1,-1
