index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,12,0,0,0,10.000000000000002,20,10.0,19.116237844611724,0,,12.302334278770365,38,10.947368421052632,35.99999999999998,9,36.0,0,1.8380000000000003,35159,207,0,0.0,2070.0000000000005,False,-0.08471575966012543,0,1.0190000000000001,41629,10,30,1.0,673.4871353383518,False,0.06124174508570642,0,0.2,69343,52,66,1.0,1805.9984303186538,False,0.01733550399222773,28,3.414000000000001,47402.0,209,0,0.0,3995.2937095238503,False,-0.28457114723222754,0,0.2,92425,0,3,0.0,107.99999999999994,False,8.651360967222157e-05,0,0.29000000000000004,92133,287,23,1.0,4358.769938007094,False,0.01991310755808353,0.5,378091,0.0,0.0,15,0,0,11,3,3.0,22,33,14,158.0,15.0,11,1,14,804,1.0814389381557703,33.74424742721021
21,14,0,0,0,10.000000000000002,20,10.0,18.63540665820106,10,8.5,11.747302571996247,16,3.0,35.99999999999998,8,36.0,5,1.8880000000000001,35009,217,0,0.0,2170.0000000000005,False,-0.08724458830669633,0,1.0190000000000001,41569,10,35,1.0,752.2392330370371,False,0.06072020070095381,0,0.2,69258,52,76,1.0,1861.8361416981697,False,0.016508828090907753,16,3.546000000000001,46829.0,209,0,0.0,3894.7999915640216,False,-0.2935973005288706,0,0.2,92425,0,3,0.0,107.99999999999994,False,8.651360967222157e-05,0,0.29000000000000004,92373,293,25,1.0,4341.9596535948995,False,0.02241762094924306,0.5,377463,0.0,0.0,16,0,0,18,3,3.0,14,32,17,138.0,18.0,11,3,17,528,1.4695597346872091,35.21380716189742
22,17,0,0,0,10.000000000000002,20,10.0,19.254649915053207,43,22.11627906976744,11.230948598120667,20,5.0,35.999999999999986,9,36.0,5,1.9330000000000005,34869,226,0,0.0,2260.0000000000005,False,-0.0896469755209387,3,1.0490000000000002,42308,11,10,1.0,302.5464991505321,False,0.0737222650610779,0,0.2,68869,65,86,1.0,2217.413823916836,False,0.01344996903587915,20,3.730000000000001,45535.0,229,0,0.0,4409.314830547184,False,-0.30861189278231993,0,0.2,92425,0,3,0.0,107.99999999999996,False,8.651360967222157e-05,0,0.29000000000000004,92597,303,26,1.0,4338.977425230562,False,0.024823876811273536,0.5,376603,0.0,0.0,19,0,0,12,5,4.6,22,34,19,165.0,31.0,13,4,19,1385,1.3791090194135904,36.59291618131101
23,19,0,0,0,10.000000000000002,20,10.0,20.27837365389386,37,26.2972972972973,11.738344532619703,51,14.07843137254902,35.99999999999998,8,36.0,5,1.9780000000000004,34719,236,0,0.0,2360.0000000000005,False,-0.0921758041675096,22,1.2660000000000002,42661,11,10,1.0,312.78373653893857,False,0.08277847127932104,0,0.2,69449,60,76,1.0,2108.816603712729,False,0.02106342310325086,31,4.0200000000000005,43211.0,261,0,0.0,5292.655523666297,False,-0.33587267358204825,0,0.2,92425,0,3,0.0,107.99999999999994,False,8.651360967222157e-05,0,0.29000000000000004,92167,344,28,1.0,5045.990519221177,False,0.023996661219307533,0.5,374632,0.0,0.0,19,0,0,19,6,5.230769230769231,17,36,14,171.0,44.0,14,5,14,1113,1.4352286737412214,38.02814485505223
24,14,0,0,0,10.000000000000002,20,10.0,20.721469446444534,9,32.0,13.966485198806126,58,23.862068965517242,35.99999999999998,9,36.0,0,1.9730000000000003,34589,249,0,0.0,2490.0000000000005,False,-0.0938195427877807,0,1.2440000000000004,42879,8,11,1.0,307.9361639108899,False,0.08823002432620478,0,0.2,70793,50,38,1.0,1566.7999098768596,False,0.03660299142548671,10,4.089000000000001,42623.0,270,0,0.0,5594.796750540024,False,-0.3422004898656025,0,0.2,92425,0,3,0.0,107.99999999999994,False,8.651360967222157e-05,0,0.29000000000000004,91107,392,29,1.0,6518.8621979320005,False,0.02049757328206682,0.5,374416,0.0,0.0,17,0,0,12,1,1.0,20,32,11,143.0,24.0,11,3,11,2156,1.3177359784021974,39.34588083345443
25,11,0,0,0,10.000000000000002,20,10.0,20.208683540240738,9,8.0,13.116036489011927,22,2.1363636363636362,35.99999999999998,7,36.0,9,2.0630000000000006,34390,257,0,0.0,2570.0000000000005,False,-0.09784038033582844,0,1.2440000000000002,42759,10,21,1.0,524.3823543450555,False,0.08793220658437507,0,0.2,70721,49,48,1.0,1619.7952449443687,False,0.03594400530742204,22,4.299000000000001,41723.0,270,0,0.0,5456.344555864999,False,-0.35623727674647715,0,0.2,92425,0,3,0.0,107.99999999999994,False,8.651360967222157e-05,0,0.29000000000000004,91312,404,32,1.0,6450.878741560818,False,0.02234689114187596,0.5,373330,0.0,0.0,16,0,0,8,5,5.0,22,30,9,116.0,6.0,9,2,9,452,1.2149928035214543,40.560873636975884
26,9,0,0,0,10.000000000000002,20,10.0,20.71817506463616,12,29.25,12.759663749906728,16,6.625,35.999999999999986,11,36.0,1,2.0640000000000005,34307,265,0,0.0,2650.0000000000005,False,-0.09892777665385394,0,1.2440000000000002,42974,12,20,1.0,534.3635012927232,False,0.09349539122613704,0,0.2,70791,39,53,1.0,1484.2710062658668,False,0.035976415344652776,11,4.387000000000001,40998.0,282,0,0.0,5842.525368227397,False,-0.3639406409345002,0,0.2,92425,0,3,0.0,107.99999999999996,False,8.651360967222157e-05,0,0.29000000000000004,91602,410,31,1.0,6347.462137461758,False,0.024923825509953156,0.5,373097,0.0,0.0,22,0,0,7,3,3.0,21,28,11,68.0,21.0,6,3,11,1001,1.0672074789181352,41.62808111589402
27,11,0,0,0,10.000000000000002,20,10.0,20.469324619982043,10,15.7,11.606047137958194,29,1.1724137931034482,35.999999999999986,8,36.0,4,2.1030000000000006,34199,273,0,0.0,2730.0000000000005,False,-0.10064738013352215,0,1.2440000000000002,42963,14,24,1.0,631.263790879569,False,0.09444244121585542,0,0.2,70767,30,63,1.0,1345.2607082908276,False,0.034622229925783295,29,4.666000000000001,39748.0,291,0,0.0,5956.573464414774,False,-0.3812178781415026,0,0.2,92425,0,3,0.0,107.99999999999996,False,8.651360967222157e-05,0,0.29000000000000004,91856,429,33,1.0,6166.994222184065,False,0.02669482444325281,0.5,371958,0.0,0.0,16,0,0,15,3,3.0,19,34,11,110.0,15.0,10,1,11,597,1.1993637466803193,42.82744486257434
28,11,0,0,0,10.000000000000002,20,10.0,19.846261634676427,19,13.894736842105264,11.407547811553055,5,1.0,35.99999999999999,10,36.0,19,2.2890000000000006,33962,281,0,0.0,2810.0000000000005,False,-0.10562917256726684,0,1.2440000000000004,42843,16,34,1.0,834.7728955789985,False,0.09398104510897978,0,0.2,70727,25,73,1.0,1328.9075311102838,False,0.03392451397638111,5,4.687000000000001,39354.0,305,0,0.0,6053.10979857631,False,-0.38622492868414965,0,0.2,92425,0,3,0.0,107.99999999999997,False,8.651360967222157e-05,0,0.29000000000000004,92211,424,33,1.0,6024.800272098495,False,0.029765008878991844,0.5,371522,0.0,0.0,17,0,0,11,4,4.0,22,33,13,111.0,13.0,9,2,13,560,1.0877080084756017,43.91515287104994
29,13,0,0,0,10.000000000000002,20,10.0,21.00814318335363,43,25.88372093023256,11.335372976367083,10,9.6,35.99999999999999,0,,0,2.2700000000000005,33872,290,0,0.0,2900.0000000000005,False,-0.10676714545822374,9,1.3340000000000003,43675,17,10,1.0,380.0814318335364,False,0.10927171545409585,0,0.2,70511,27,79,1.0,1462.7143310835477,False,0.03176522709295973,6,4.742000000000002,38342.0,336,0,0.0,7058.73610960682,False,-0.39359921135999926,0,0.2,92425,0,3,0.0,107.99999999999997,False,8.651360967222157e-05,0,0.29000000000000004,92115,424,43,1.0,6354.198141979643,False,0.030507932984284995,0.5,370940,0.0,0.0,13,0,0,10,3,2.5294117647058822,21,31,18,135.0,35.0,9,4,18,948,1.071779441088438,44.98693231213838
30,18,0,0,0,10.000000000000002,20,10.0,20.931139768576926,22,20.227272727272727,11.1824870649242,8,6.875,35.99999999999999,1,36.0,5,2.3200000000000007,33692,303,0,0.0,3030.0000000000005,False,-0.1096752984017803,7,1.3950000000000002,43867,14,10,1.0,349.3113976857693,False,0.11373800573646788,0,0.2,70143,38,86,1.0,1757.0771987894043,False,0.028567229060445457,5,4.786000000000001,38150.0,337,0,0.0,7053.7941020104245,False,-0.39641563163832627,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,92060,422,53,1.0,6627.0095413980125,False,0.03138827060050179,0.5,370373,0.0,0.0,12,0,0,15,4,3.375,20,35,15,145.0,38.0,12,6,15,281,1.4113092506304383,46.39824156276882
31,15,0,0,0,10.000000000000002,20,10.0,21.345895274261316,31,24.032258064516128,10.945747296185123,5,1.0,35.99999999999999,0,,5,2.3650000000000007,33572,310,0,0.0,3100.0000000000005,False,-0.11182480275136557,16,1.5480000000000003,44133,17,10,1.0,383.4589527426132,False,0.120896456513537,0,0.2,69891,42,96,1.0,1947.319341952747,False,0.0262952348473746,5,4.831000000000001,37492.0,354,0,0.0,7556.446927088506,False,-0.402305269250181,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,92055,417,63,1.0,6832.376622509197,False,0.032444640062880316,0.5,369604,0.0,0.0,13,0,0,14,3,2.9411764705882355,21,35,13,168.0,6.0,13,2,13,407,1.271676642820239,47.669918205589056
32,13,0,0,0,10.000000000000002,20,10.0,21.033502649466236,5,8.0,13.026931370214822,44,22.181818181818183,35.99999999999999,0,,5,2.410000000000001,33417,320,0,0.0,3200.0000000000005,False,-0.11448007283026503,0,1.5320000000000005,44033,17,20,1.0,590.6700529893247,False,0.12098763469792292,0,0.2,70131,37,96,1.0,2028.8250095708736,False,0.03036122905162178,34,5.166000000000001,36864.0,354,0,0.0,7445.859937911047,False,-0.4122010460838604,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,91079,451,73,1.0,8503.146047966884,False,0.03092399805326467,0.5,367985,0.0,0.0,13,0,0,11,3,3.0,21,32,11,143.0,13.0,11,2,11,480,1.2182796355336905,48.88819784112275
33,11,0,0,0,10.000000000000002,20,10.0,21.043678734364835,1,23.0,13.771186606217656,18,22.61111111111111,35.99999999999999,0,,0,2.4050000000000007,33307,331,0,0.0,3310.0000000000005,False,-0.11587092858587902,0,1.5320000000000005,43966,16,29,1.0,770.2666832965803,False,0.1215641650224633,0,0.2,70537,27,89,1.0,1793.814933781222,False,0.03453934838868934,1,5.142000000000001,36808.0,355,0,0.0,7470.505950699517,False,-0.412833596788516,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,90672,459,83,1.0,9308.974652253904,False,0.030879814494565356,0.5,367751,0.0,0.0,15,0,0,12,1,1.0,22,34,10,146.0,0.0,11,0,10,629,1.1682727271690965,50.05647056829184
34,10,0,0,0,10.000000000000002,20,10.0,20.388854289940735,10,9.0,14.193482458379183,15,20.066666666666666,35.99999999999999,0,,5,2.455000000000001,33167,340,0,0.0,3400.0000000000005,False,-0.11827331580012139,0,1.5320000000000005,43901,17,34,1.0,863.221045857985,False,0.12109575467653727,0,0.2,70722,27,90,1.0,1827.9124870825262,False,0.03746551352722366,6,5.201000000000001,36622.0,355,0,0.0,7238.0432729289605,False,-0.4172106527760796,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,90371,464,93,1.0,9933.77586068794,False,0.031003102922472724,0.5,367244,0.0,0.0,13,0,0,11,3,3.0,21,32,8,127.0,0.0,10,0,8,520,1.1603210577741265,51.21679162606597
35,8,0,0,0,10.0,20,10.0,20.29303645391652,20,19.5,14.063660227889683,2,1.0,35.99999999999999,0,,5,2.5000000000000004,33012,350,0,0.0,3500.0,False,-0.12092858587902083,0,1.5320000000000005,44151,17,29,1.0,758.4980571635791,False,0.12609369382413999,0,0.2,70642,27,100,1.0,1954.2780070447143,False,0.03722195837046676,2,5.215000000000002,36246.0,365,0,0.0,7406.95830567953,False,-0.4214329077489933,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,90369,456,103,1.0,10121.029063917695,False,0.03199397142843538,0.5,366881,0.0,0.0,16,0,0,14,2,2.0,14,28,18,43.0,16.0,6,2,18,550,1.0184279857203364,52.235219611786306
36,18,0,0,0,10.0,20,10.0,21.193662140372933,29,26.379310344827587,14.56379719127063,8,26.0,35.99999999999999,0,,0,2.495000000000001,32912,360,0,0.0,3600.0,False,-0.12219300020230629,0,1.5320000000000005,44816,17,10,1.0,381.9366214037293,False,0.13814910759411958,0,0.2,70297,32,110,1.0,2280.214879531703,False,0.03458569189656407,8,5.293000000000001,35762.0,379,0,0.0,8032.397951201341,False,-0.4239134676012589,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,90161,454,113,1.0,10679.963924836866,False,0.032766834601317504,0.5,366409,0.0,0.0,14,0,0,19,1,1.0,19,38,16,214.0,6.0,16,2,16,965,1.4964986210688949,53.7317182328552
37,16,0,0,0,10.0,20,10.0,21.25458433636065,1,32.0,14.17532689054377,10,7.5,35.99999999999999,0,,0,2.4950000000000006,32792,372,0,0.0,3720.0,False,-0.12371029739024883,0,1.5320000000000005,44768,15,19,1.0,553.8371023908524,False,0.13910880414716334,0,0.2,70357,22,116,1.0,2111.9387747030114,False,0.03423611330144544,6,5.3450000000000015,35529.0,380,0,0.0,8076.742047817047,False,-0.4269667768699253,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,90086,454,123,1.0,10863.59840830687,False,0.03294869963722065,0.5,365993,0.0,0.0,11,0,0,16,2,2.0,18,34,20,137.0,42.0,10,6,20,292,3.9604347897693515,57.69215302262455
38,20,0,0,0,10.0,20,10.0,20.956414147585694,78,20.346153846153847,13.531066257752688,14,6.0,35.99999999999999,0,,37,2.8650000000000007,32200,378,0,0.0,3780.0,False,-0.13792231438397734,22,1.7520000000000004,45398,19,10,1.0,399.5641414758569,False,0.15308977520579428,0,0.2,70056,49,126,1.0,2731.7786417085376,False,0.0343652959616254,14,5.479,33801.0,421,0,0.0,8822.650356133578,False,-0.44659118628703104,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,90002,458,133,1.0,10985.22834605073,False,0.03269797204556411,0.5,363918,0.0,0.0,13,0,0,22,6,5.571428571428571,13,35,20,184.0,38.0,15,5,20,590,1.936780639924109,59.62893366254866
39,20,0,0,0,10.0,20,10.0,21.11073952937135,18,22.944444444444443,13.531066257752688,0,,35.99999999999999,0,,7,2.898000000000001,32028,387,0,0.0,3870.0,False,-0.1411339267651224,1,1.7400000000000002,45621,20,10,1.0,411.1073952937135,False,0.1588750176422936,0,0.2,69995,46,136,1.0,2811.3190294054475,False,0.03405783595276869,0,5.465000000000002,33449.0,432,0,0.0,9119.839476688423,False,-0.4495369992564091,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,90002,448,143,1.0,11209.917683473202,False,0.03391288989776906,0.5,363556,0.0,0.0,12,0,0,17,3,2.2,17,34,21,170.0,38.0,14,6,21,392,2.0062101399526,61.63514380250126
40,21,0,0,0,9.999999999999998,20,10.0,20.785587262037623,10,14.0,15.493740268727569,49,21.897959183673468,35.99999999999999,0,,7,2.9610000000000007,31843,398,0,0.0,3979.999999999999,False,-0.14442140400566458,0,1.7390000000000003,45603,19,17,1.0,543.3549834546395,False,0.16009198593281715,0,0.2,70928,44,111,1.0,2634.371009358416,False,0.0462886573980681,14,5.605000000000001,32949.0,434,0,0.0,9020.944871724329,False,-0.45749435276597544,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,88929,487,153,1.0,13053.451510870325,False,0.03227742487304309,0.5,362713,0.0,0.0,15,0,0,19,4,4.0,17,36,13,167.0,21.0,14,7,13,1317,1.9904601033776999,63.62560390587896
41,13,0,0,0,9.999999999999998,20,10.0,20.785587262037623,0,,15.170065903152297,5,3.0,35.99999999999999,0,,0,2.9540000000000006,31703,412,0,0.0,4119.999999999999,False,-0.1461915840582642,0,1.7390000000000003,45543,15,27,1.0,711.2108560750158,False,0.16069708244076245,0,0.2,70928,34,121,1.0,2542.287941190707,False,0.0456218623093072,5,5.641000000000002,32794.0,434,0,0.0,9020.944871724329,False,-0.45973913545652856,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,88914,482,163,1.0,13179.971765319406,False,0.03279931959922251,0.5,362343,0.0,0.0,11,0,0,16,1,1.0,17,33,16,104.0,12.0,9,4,16,200,2.000179580412805,65.62578348629177
42,16,0,0,0,9.999999999999998,20,10.0,20.550337342736768,6,12.833333333333334,14.12963092972763,21,5.523809523809524,35.99999999999999,0,,5,3.0040000000000004,31563,421,0,0.0,4209.999999999999,False,-0.14859397127250656,0,1.7390000000000003,45465,16,36,1.0,899.8121443385237,False,0.16110929779914168,0,0.2,70883,29,131,1.0,2446.941434733686,False,0.04427972479495493,21,5.846,31950.0,435,0,0.0,8939.396744090494,False,-0.47255284838237704,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,88798,493,173,1.0,13193.90804835572,False,0.0316202271434056,0.5,361120,0.0,0.0,12,0,0,17,7,7.0,18,35,13,165.0,22.0,13,3,13,232,2.1625421410426497,67.78832562733442
43,13,0,0,0,9.999999999999998,20,10.0,20.06090668009211,22,16.0,14.12963092972763,0,,35.99999999999999,5,36.0,11,3.1090000000000004,31390,435,0,0.0,4349.999999999999,False,-0.1511986647784746,0,1.7390000000000005,45581,12,35,1.0,822.1317338032238,False,0.16306053679196875,0,0.2,70883,19,141,1.0,2373.435188013346,False,0.04374744882629243,0,5.825,31598.0,457,0,0.0,9167.834352802094,False,-0.4759965071702552,0,0.2,92461,0,2,0.0,71.99999999999999,False,0.0002811692314347201,0,0.29000000000000004,88978,483,178,1.0,13232.611739058444,False,0.03377605811042627,0.5,360891,0.0,0.0,15,0,0,18,1,1.0,12,30,11,110.0,15.0,8,5,11,556,2.0296482807025313,69.81797390803695
44,11,0,0,0,9.999999999999998,20,10.0,19.54412028352603,37,16.972972972972972,14.089174273017639,1,7.0,35.99999999999999,1,36.0,12,3.2180000000000004,31166,443,0,0.0,4429.999999999999,False,-0.15585170948816507,0,1.7390000000000003,45965,14,20,1.0,530.8824056705206,False,0.16908864057341846,0,0.2,70363,39,151,1.0,2889.6860062831784,False,0.039954858189714434,1,5.835000000000001,31463.0,464,0,0.0,9068.471811556079,False,-0.47867114794163507,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,88971,474,188,1.0,13446.26860541036,False,0.03485562287317296,0.5,360425,0.0,0.0,16,0,0,11,4,4.0,19,30,13,106.0,18.0,8,3,13,740,2.3044513314962387,72.12242523953319
45,13,0,0,0,10.0,20,10.0,19.606407094813463,1,32.0,14.256222645915688,41,14.902439024390244,35.99999999999999,12,36.0,0,3.206000000000001,31086,451,0,0.0,4510.0,False,-0.15686324094679344,0,1.7390000000000003,45877,16,29,1.0,728.5858057495905,False,0.16936306147265823,0,0.2,70363,29,161,1.0,2863.8376517420165,False,0.039767684193413456,41,6.2440000000000015,30489.0,465,0,0.0,9116.97929908826,False,-0.49242581862816076,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,88792,505,186,1.0,13895.392436187421,False,0.03534833859365327,0.5,359104,0.0,0.0,18,0,0,9,2,2.0,22,31,16,125.0,22.0,10,3,16,664,1.52258519269526,73.64501043222845
46,16,0,0,0,10.0,20,10.0,20.77397355684503,36,26.61111111111111,13.662804293053854,16,7.0,35.99999999999999,8,36.0,0,3.206000000000001,31016,458,0,0.0,4580.0,False,-0.15774833097309326,7,1.8090000000000006,46572,19,10,1.0,397.73973556845027,False,0.18275515546692864,0,0.2,70055,35,167,1.0,3008.77739142957,False,0.03635662639161742,12,6.3229999999999995,29503.0,485,0,0.0,10075.37717506984,False,-0.4997655492833362,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,88968,511,188,1.0,13749.69299375052,False,0.03646382646316415,0.5,358611,0.0,0.0,18,0,0,13,3,2.7,23,36,10,189.0,15.0,15,1,10,1206,1.11251859087497,74.75752902310342
47,10,0,0,0,10.0,20,10.0,20.32860015334282,20,16.0,14.28198632059202,7,29.857142857142858,35.99999999999999,8,36.0,5,3.256000000000001,30836,471,0,0.0,4710.0,False,-0.1606564839166498,5,1.8520000000000005,46682,16,10,1.0,363.2860015334282,False,0.18510122903011114,0,0.2,69940,45,172,1.0,3371.288654042254,False,0.03731617151618606,2,6.331,29439.0,485,0,0.0,9859.371074371267,False,-0.5022565781229904,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,89047,508,190,1.0,14095.249050860744,False,0.03918660472397162,0.5,358441,0.0,0.0,17,0,0,8,3,3.0,18,26,13,70.0,35.0,6,4,13,923,0.9465675661340356,75.70409658923745
48,13,0,0,0,10.0,20,10.0,19.653364792729196,54,17.24074074074074,14.415765928110305,48,14.875,35.99999999999999,10,36.0,25,3.5010000000000012,30496,480,0,0.0,4800.0,False,-0.168116528424034,19,2.037000000000001,46852,17,10,1.0,366.53364792729195,False,0.18944130143545537,0,0.2,69608,76,163,1.0,3843.425570529399,False,0.035926845939328524,29,6.619000000000002,28182.0,498,0,0.0,9787.37566677914,False,-0.5209823772481923,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,88693,546,190,1.0,14711.008196748226,False,0.038687849145938785,0.5,356328,0.0,0.0,19,0,0,12,7,6.375,24,36,13,150.0,6.0,11,2,13,821,1.0789019586518407,76.78299854788929
49,13,0,0,0,10.0,20,10.0,19.418965660301737,5,9.0,14.511818497856835,9,16.555555555555557,35.99999999999999,0,,5,3.526000000000001,30356,489,0,0.0,4890.0,False,-0.17051891563827634,0,2.0180000000000007,46742,18,20,1.0,568.3793132060348,False,0.18921175542694263,0,0.2,69563,71,173,1.0,3889.291162010656,False,0.035607258338358705,9,6.6800000000000015,28002.0,498,0,0.0,9670.644898830265,False,-0.5244344965254365,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,88544,545,200,1.0,15108.941081331974,False,0.03922819630658252,0.5,355704,0.0,0.0,11,0,0,16,4,4.0,16,32,15,126.0,22.0,10,3,15,200,1.4250472262501717,78.20804577413946
50,15,0,0,0,10.0,20,10.0,19.418965660301737,0,,14.53501051548922,9,15.0,35.99999999999999,13,36.0,0,3.5210000000000004,30236,501,0,0.0,5010.0,False,-0.1720362128262189,0,2.0180000000000007,46662,16,30,1.0,742.5689698090521,False,0.1893911714774562,0,0.2,69698,61,174,1.0,3713.6487349735307,False,0.036290523649680224,0,6.671,28002.0,498,0,0.0,9670.644898830265,False,-0.5244344965254365,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,88877,544,197,1.0,14999.045720426135,False,0.04223511003680144,0.5,355972,0.0,0.0,18,0,0,16,0,0.0,17,33,13,150.0,14.0,12,3,13,803,1.5097621260210872,79.71780790016055
51,13,0,0,0,10.000000000000002,20,10.0,19.236776481893124,18,17.166666666666668,14.075839519135338,17,9.470588235294118,35.99999999999999,0,,5,3.571000000000001,30101,509,0,0.0,5090.000000000001,False,-0.17443860004046124,0,2.0180000000000007,46811,18,27,1.0,699.3929650111144,False,0.1926132025719592,0,0.2,69613,61,184,1.0,3763.3978369163824,False,0.035419758699737736,17,6.841,27241.0,506,0,0.0,9733.80889983792,False,-0.534998270070255,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,88716,551,207,1.0,15207.78757504357,False,0.041622711850437234,0.5,354979,0.0,0.0,12,0,0,10,4,4.0,24,34,15,99.0,33.0,9,4,15,469,1.4114546850323677,81.12926258519292
52,15,0,0,0,10.000000000000002,20,10.0,18.726160812436284,10,8.5,17.53621598297903,43,31.11627906976744,36.0,8,36.0,5,3.616000000000001,29931,521,0,0.0,5210.000000000001,False,-0.17722031155168927,0,2.0180000000000007,46771,16,32,1.0,759.2371459979611,False,0.19235834950938147,0,0.2,70761,61,158,1.0,3913.0179348693,False,0.05312906729184569,7,6.894000000000001,27108.0,506,0,0.0,9475.43737109276,False,-0.5387953672675002,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,87666,584,209,1.0,17765.150134059753,False,0.044095717219775635,0.5,354734,0.0,0.0,17,0,0,21,2,2.0,12,33,12,166.0,6.0,13,2,12,1761,1.8692749496549368,82.99853753484786
53,12,0,0,0,10.000000000000002,20,10.0,19.92286114445314,32,27.0,16.618056765739762,21,8.285714285714286,35.99999999999999,9,36.0,0,3.611000000000001,29831,531,0,0.0,5310.000000000001,False,-0.17848472587497471,0,2.0180000000000007,47535,16,10,1.0,359.22861144453145,False,0.20662083516392538,0,0.2,70393,67,168,1.0,4126.665233322641,False,0.049346588895730945,21,7.097,25985.0,522,0,0.0,10399.733517404538,False,-0.5483661347926506,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,87816,595,210,1.0,17447.743775615156,False,0.04400159928850747,0.5,354057,0.0,0.0,18,0,0,11,4,4.0,18,29,16,139.0,14.0,10,2,16,1388,1.3036743607372046,84.30221189558506
