index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,16,0,0,0,10.000000000000002,20,10.0,20.351367388837463,19,24.842105263157894,18.12407660681693,26,29.153846153846153,35.99999999999999,13,36.0,5,3.661000000000001,29686,540,0,0.0,5400.000000000001,False,-0.18101355452154563,4,2.0580000000000007,47781,17,10,1.0,373.5136738883747,False,0.21302237601012003,0,0.2,71084,62,161,1.0,4179.761111805448,False,0.059738454661222094,9,7.1659999999999995,25274.0,536,0,0.0,10908.33292041688,False,-0.5549802826947756,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,87526,611,207,1.0,18525.81080676514,False,0.04669469783372697,0.5,353848,0.0,0.0,20,0,0,12,3,2.6666666666666665,22,34,16,150.0,32.0,12,4,16,1639,1.169713957235217,85.47192585282028
55,16,0,0,0,10.000000000000002,20,10.0,20.29949551776123,34,20.0,17.247568709284167,11,1.7272727272727273,35.99999999999999,9,36.0,17,3.826000000000001,29470,548,0,0.0,5480.000000000001,False,-0.18546429293951042,7,2.124000000000001,48021,19,10,1.0,392.9949551776123,False,0.21933788887287084,0,0.2,71084,52,171,1.0,4004.908016211177,False,0.05847230239548132,11,7.267000000000002,24204.0,570,0,0.0,11570.712445123901,False,-0.5656800790371772,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,87831,612,208,1.0,18043.51205008191,False,0.047385191303662325,0.5,353107,0.0,0.0,18,0,0,12,4,3.411764705882353,21,33,12,151.0,53.0,10,6,12,524,1.262735027819872,86.73466088064015
56,12,0,0,0,10.000000000000002,20,10.0,21.086573367074262,33,26.03030303030303,16.517489715018154,12,5.25,35.99999999999999,9,36.0,0,3.8090000000000006,29390,556,0,0.0,5560.000000000001,False,-0.18647582439813878,23,2.347000000000001,48238,21,10,1.0,420.86573367074266,False,0.22517784915120803,0,0.2,70690,61,178,1.0,4226.394144664761,False,0.05437004261223733,9,7.346000000000002,23469.0,584,0,0.0,12314.558846371368,False,-0.5709383275183466,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,88092,614,209,1.0,17665.738685021144,False,0.04816503922862923,0.5,352376,0.0,0.0,19,0,0,10,6,5.428571428571429,19,29,10,86.0,24.0,8,4,10,617,1.0689527615904808,87.80361364223063
57,10,0,0,0,10.000000000000002,20,10.0,20.813429522200657,5,9.0,16.517489715018154,0,,35.99999999999999,8,36.0,5,3.859000000000001,29260,564,0,0.0,5640.000000000001,False,-0.1887517701800526,0,2.3240000000000007,48118,23,20,1.0,646.2685904440132,False,0.2249932807814588,0,0.2,70645,56,188,1.0,4270.84011966665,False,0.05404017523546071,0,7.337000000000001,23469.0,584,0,0.0,12155.042840965183,False,-0.5720934203177078,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,88380,604,211,1.0,17572.563787870964,False,0.050775723134122874,0.5,352369,0.0,0.0,16,0,0,9,1,1.0,21,30,14,115.0,6.0,8,2,14,488,0.9801054522395134,88.78371909447014
58,14,0,0,0,10.000000000000002,20,10.0,20.64653540116725,5,14.0,16.483228184567828,25,16.24,35.99999999999999,0,,5,3.904000000000001,29125,575,0,0.0,5750.000000000001,False,-0.19077483309730933,0,2.3240000000000007,48028,22,30,1.0,839.3960620350175,False,0.2251592664125406,0,0.2,71028,46,187,1.0,4032.104298967877,False,0.05785821879366731,14,7.476999999999999,22901.0,589,0,0.0,12160.80935128751,False,-0.5802777060400042,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,87974,619,221,1.0,18159.118246247483,False,0.04955671640972558,0.5,351553,0.0,0.0,13,0,0,10,3,3.0,21,31,14,99.0,39.0,9,5,14,583,1.10695574991405,89.8906748443842
59,14,0,0,0,10.000000000000002,20,10.0,20.41979316423296,23,18.608695652173914,16.621470511877742,19,17.94736842105263,35.99999999999999,5,36.0,6,3.9590000000000005,28975,584,0,0.0,5840.000000000001,False,-0.1934301031762088,0,2.3240000000000007,48292,23,23,1.0,699.6552427773581,False,0.23006847110531758,0,0.2,71147,51,184,1.0,4099.760025561385,False,0.06007154358181422,6,7.523,22491.0,597,0,0.0,12190.616519047077,False,-0.585999677627141,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,87813,628,226,1.0,18574.28348145922,False,0.05006047020935872,0.5,351215,0.0,0.0,20,0,0,13,2,2.0,19,32,16,102.0,39.0,10,4,16,1053,1.1444710548967123,91.0351458992809
60,16,0,0,0,10.000000000000002,20,10.0,20.41979316423296,0,,16.265973528643947,24,13.583333333333334,35.99999999999999,7,36.0,0,3.9530000000000003,28865,595,0,0.0,5950.000000000001,False,-0.19482095893182277,0,2.3240000000000007,48202,22,33,1.0,893.8531744196877,False,0.2302479917866134,0,0.2,71394,41,188,1.0,3895.2145431186136,False,0.062167551616378276,18,7.697000000000001,21837.0,597,0,0.0,12190.616519047077,False,-0.5954712123343779,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,87739,642,229,1.0,18686.755005389412,False,0.04986836416492426,0.5,350534,0.0,0.0,18,0,0,8,3,3.0,26,34,20,164.0,31.0,13,3,20,699,1.2424344010651112,92.27758030034602
61,20,0,0,0,10.000000000000002,20,10.0,20.3321398816757,22,19.59090909090909,16.03977450782467,19,13.842105263157896,35.99999999999999,8,36.0,5,4.003000000000001,28710,605,0,0.0,6050.000000000001,False,-0.19747622901072223,0,2.3240000000000007,48493,22,26,1.0,748.6356369235682,False,0.23577073180411154,0,0.2,71168,53,193,1.0,4173.279893738973,False,0.06090805003504015,14,7.819000000000002,21334.0,597,0,0.0,12138.287509360394,False,-0.6031348208564904,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,87764,651,231,1.0,18757.893204593856,False,0.050523370595072274,0.5,349966,0.0,0.0,19,0,0,11,4,4.0,25,36,22,189.0,58.0,15,5,22,1084,1.3466266700997949,93.62420697044581
62,22,0,0,0,10.000000000000002,20,10.0,20.95965033145888,37,24.135135135135137,16.488183904824414,14,22.357142857142858,36.0,10,36.0,5,4.048000000000001,28610,610,0,0.0,6100.000000000001,False,-0.19937285049565043,6,2.384000000000001,49077,27,10,1.0,479.59650331458886,False,0.24713732175949057,0,0.2,71009,64,190,1.0,4474.172563130007,False,0.06078417184267699,1,7.815,20879.0,613,0,0.0,12848.265653184295,False,-0.6045832260193175,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,87811,655,231,1.0,19115.76045765999,False,0.052966662292286144,0.5,349883,0.0,0.0,20,0,0,16,3,2.375,25,41,15,237.0,31.0,18,4,15,1294,1.4848777512088418,95.10908472165465
63,15,0,0,0,10.0,20,10.0,21.294721468521384,42,22.904761904761905,15.956675118785462,15,9.666666666666666,36.0,3,36.0,12,4.163,28416,619,0,0.0,6190.0,False,-0.20314080517904107,20,2.5780000000000007,49330,28,10,1.0,492.94721468521385,False,0.2537040665421457,0,0.2,70791,70,195,1.0,4602.182150959662,False,0.05855394104881786,10,7.914000000000002,19905.0,639,0,0.0,13607.327018385166,False,-0.6131926094629526,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,87774,660,238,1.0,19099.405578398408,False,0.0524781043700101,0.5,348713,0.0,0.0,12,0,0,9,7,6.090909090909091,22,31,17,96.0,48.0,10,5,17,383,1.1073482502251863,96.21643297187984
64,17,0,0,0,10.0,20,10.0,21.787740097270593,15,29.0,16.737019426929304,35,20.6,36.0,2,36.0,0,4.151000000000001,28356,625,0,0.0,6250.0,False,-0.20389945377301233,5,2.608000000000001,49530,32,10,1.0,537.8774009727059,False,0.25932982754618533,0,0.2,71466,60,186,1.0,4420.3500192450865,False,0.0670129185016806,16,8.064000000000002,18888.0,654,0,0.0,14249.182023614967,False,-0.6232734578081148,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,87125,685,246,1.0,20320.85830744657,False,0.05206420557497262,0.5,347862,0.0,0.0,15,0,0,16,3,2.333333333333333,18,34,12,162.0,37.0,12,5,12,947,1.147586508654058,97.3640194805339
65,12,0,0,0,10.0,20,10.0,21.209079208199217,10,9.0,15.98589226671251,15,6.6,36.0,0,,5,4.201000000000001,28216,634,0,0.0,6340.0,False,-0.2063018409872547,0,2.6030000000000006,49465,33,15,1.0,648.1361881229882,False,0.25908021682332316,0,0.2,71376,60,196,1.0,4405.779636767605,False,0.06560398873819755,15,8.198000000000002,18397.0,654,0,0.0,13870.737802162288,False,-0.6331247534203082,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,87026,690,256,1.0,20246.26566403163,False,0.050590269727977644,0.5,346977,0.0,0.0,13,0,0,14,5,5.0,16,30,11,114.0,12.0,8,4,11,245,1.2907682619988918,98.65478774253279
66,11,0,0,0,10.0,20,10.0,21.209079208199217,0,,15.58842888180314,16,11.0625,36.0,0,,0,4.196000000000001,28086,647,0,0.0,6470.0,False,-0.2079455796075258,0,2.6030000000000006,49395,30,25,1.0,830.2269802049805,False,0.2596124188271923,0,0.2,71376,50,206,1.0,4271.670310061408,False,0.06463287165680456,16,8.343,17964.0,654,0,0.0,13870.737802162288,False,-0.6393956624848854,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,86849,696,266,1.0,20425.546501734985,False,0.04964554563990328,0.5,346167,0.0,0.0,9,0,0,17,3,3.0,14,31,8,81.0,6.0,9,2,8,200,1.0266844173893332,99.68147215992212
67,8,0,0,0,10.000000000000002,20,10.0,20.948316682883082,22,18.59090909090909,15.525339845713843,10,14.4,36.0,0,,5,4.246000000000001,27956,655,0,0.0,6550.000000000001,False,-0.2102215253894396,0,2.6030000000000006,49639,32,18,1.0,697.0697002918955,False,0.26409910100510686,0,0.2,71351,50,212,1.0,4338.787881435489,False,0.06475682400494921,6,8.387,17520.0,666,0,0.0,13951.578910800132,False,-0.6452404892844202,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,86705,696,276,1.0,20741.636532616834,False,0.04979743126286528,0.5,345668,0.0,0.0,14,0,0,12,2,2.0,14,26,9,32.0,24.0,4,4,9,624,0.7241481924429536,100.40562035236508
68,9,0,0,0,10.0,20,10.0,20.60473546862204,22,17.5,17.207331501713064,33,25.848484848484848,36.0,0,,5,4.291,27806,665,0,0.0,6650.0,False,-0.21275035403601053,0,2.603000000000001,49879,32,11,1.0,546.6520901548424,False,0.2682663879495604,0,0.2,71686,62,202,1.0,4753.374562400605,False,0.07261057048183607,13,8.511000000000001,17134.0,666,0,0.0,13722.753822102277,False,-0.652487698430808,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,85852,719,286,1.0,22668.071349731694,False,0.050989344495743015,0.5,344854,0.0,0.0,15,0,0,12,4,4.0,16,28,15,97.0,35.0,6,3,15,1260,0.9719258900731802,101.37754624243826
69,15,0,0,0,10.0,20,10.0,21.530476377916564,34,26.941176470588236,17.11283160973042,2,8.5,36.0,0,,0,4.286000000000001,27696,676,0,0.0,6760.0,False,-0.21414120979162451,23,2.8330000000000006,50192,31,10,1.0,525.3047637791656,False,0.2759117029609949,0,0.2,71249,71,212,1.0,5156.584124094925,False,0.06920146652446034,2,8.518,16603.0,681,0,0.0,14662.254413361181,False,-0.6533747453738564,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,85835,711,296,1.0,22823.22327451833,False,0.05164442514149478,0.5,344072,0.0,0.0,13,0,0,16,4,3.2857142857142856,17,33,14,176.0,32.0,12,3,14,231,1.3022728879004717,102.67981913033873
70,14,0,0,0,10.0,20,10.0,21.894375368277174,21,25.523809523809526,17.703501206574483,10,27.5,36.0,0,,5,4.336000000000001,27581,682,0,0.0,6820.0,False,-0.2162907141412098,6,2.8700000000000006,50434,35,10,1.0,568.9437536827718,False,0.28258324592457484,0,0.2,71484,66,212,1.0,5198.171030100084,False,0.07290598727063452,0,8.516,16107.0,697,0,0.0,15260.379631689191,False,-0.6562268850259294,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,85560,711,306,1.0,23603.189357874457,False,0.052887874889827345,0.5,343663,0.0,0.0,12,0,0,13,2,1.375,19,32,20,127.0,31.0,10,4,20,475,1.2743264539167285,103.95414558425546
71,20,0,0,0,10.0,20,10.0,20.959630027506872,28,14.035714285714286,17.219224361309124,44,15.477272727272727,36.0,0,,24,4.5710000000000015,27204,691,0,0.0,6910.0,False,-0.2246864252478252,0,2.864000000000001,50388,36,16,1.0,695.35408044011,False,0.28301833502478396,0,0.2,71644,61,217,1.0,5015.1091180819985,False,0.07389758807572888,39,8.906,14509.0,720,0,0.0,15090.933619804948,False,-0.6805968687467961,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,84879,745,316,1.0,24204.3221491753,False,0.04877378934571545,0.5,341121,0.0,0.0,12,0,0,16,6,6.0,16,32,6,175.0,46.0,14,6,6,469,1.3486907174810767,105.30283630173653
72,6,0,0,0,10.0,20,10.0,21.379767124276402,50,23.16,17.80252355724566,6,35.5,36.0,11,36.0,16,4.707000000000002,27010,704,0,0.0,7040.0,False,-0.22794861420190168,18,3.0440000000000005,50877,33,10,1.0,543.797671242764,False,0.2934680061607673,0,0.2,71458,68,222,1.0,5405.984394159332,False,0.07403426837578635,1,8.877,13716.0,753,0,0.0,16098.96464458013,False,-0.6847820776218329,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,85062,741,315,1.0,24531.669955919035,False,0.05252279069069779,0.5,340620,0.0,0.0,17,0,0,11,4,3.0588235294117645,17,28,8,24.0,18.0,4,2,8,801,0.9742340417578816,106.27707034349442
73,8,0,0,0,10.0,20,10.0,21.379767124276402,0,,16.014393586426454,43,8.976744186046512,36.0,11,36.0,0,4.691000000000001,26910,714,0,0.0,7140.0,False,-0.22921302852518713,0,3.026000000000001,50777,33,20,1.0,757.595342485528,False,0.29364246589224063,0,0.2,71683,58,217,1.0,4715.1499014625715,False,0.07229032934193524,28,9.156,12534.0,753,0,0.0,16098.96464458013,False,-0.7019003559459215,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,85072,774,314,1.0,23699.140635894073,False,0.048129362913205694,0.5,339473,0.0,0.0,18,0,0,13,4,4.0,14,27,8,102.0,6.0,6,2,8,821,0.85436025634408,107.1314305998385
74,8,0,0,0,10.0,20,10.0,21.379767124276402,0,,16.014393586426454,0,,36.0,12,36.0,0,4.691000000000002,26790,726,0,0.0,7260.0,False,-0.23073032571312968,0,3.026000000000001,50697,31,30,1.0,951.3930137282921,False,0.29406980848837105,0,0.2,71683,48,227,1.0,4661.496166084073,False,0.07190181006302827,0,9.128000000000002,12534.0,753,0,0.0,16098.96464458013,False,-0.7019003559459215,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,85504,764,312,1.0,23466.996700029813,False,0.05154587221955975,0.5,339705,0.0,0.0,18,0,0,15,0,0.0,12,27,8,73.0,6.0,6,2,8,632,1.022324226796627,108.15375482663512
75,8,0,0,0,10.0,20,10.0,19.75033353826506,60,13.35,15.008517616853132,16,3.0,36.00000000000001,9,36.0,23,4.921000000000001,26380,736,0,0.0,7360.0,False,-0.23983410884078496,7,3.096000000000001,51063,31,10,1.0,507.5033353826506,False,0.2977127166622325,0,0.2,70882,98,237,1.0,5492.551361944168,False,0.0663192179607538,16,9.288,12038.0,753,0,0.0,14872.00115431359,False,-0.7179683908940492,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,85780,770,313,1.0,22824.558564976913,False,0.05105686412484403,0.5,338640,0.0,0.0,16,0,0,8,4,3.388888888888889,18,26,16,62.0,33.0,4,4,16,961,0.8704658010974526,109.02422062773257
76,16,0,0,0,10.0,20,10.0,19.75033353826506,0,,14.882230219367935,4,9.0,36.00000000000001,9,36.0,0,4.898000000000001,26250,749,0,0.0,7490.0,False,-0.24147784746105605,0,3.0890000000000004,50993,28,20,1.0,675.0066707653012,False,0.29806047277419206,0,0.2,70882,88,247,1.0,5413.940215551205,False,0.06574997621653614,4,9.312000000000001,11938.0,753,0,0.0,14872.00115431359,False,-0.7194166377911803,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,86068,764,314,1.0,22674.023887597104,False,0.053357397927983434,0.5,338628,0.0,0.0,19,0,0,15,1,1.0,24,39,15,184.0,16.0,13,3,15,524,1.1065673353150487,110.13078796304762
77,15,0,0,0,10.0,20,10.0,18.679695928247444,44,12.204545454545455,15.230738912939438,23,17.82608695652174,36.00000000000001,0,,32,5.218000000000001,25693,759,0,0.0,7590.0,False,-0.25429900869917055,0,3.0890000000000004,51169,28,18,1.0,616.234526708454,False,0.3017680877846002,0,0.2,70737,122,243,1.0,5979.992459090472,False,0.06774893524229522,9,9.398,11650.0,753,0,0.0,14065.811033970325,False,-0.7294254005563416,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,85658,777,324,1.0,23498.284135353948,False,0.05338043351620484,0.5,337404,0.0,0.0,13,0,0,18,3,3.0,14,32,11,180.0,6.0,13,2,11,868,2.9571665804833174,113.08795454353094
78,11,0,0,0,10.0,20,10.0,19.42253104808532,30,26.333333333333332,17.15245510736613,13,43.0,36.00000000000001,0,,5,5.2360000000000015,25533,770,0,0.0,7700.0,False,-0.25695427877807,7,3.1590000000000007,51691,27,10,1.0,464.2253104808532,False,0.31304654701700446,0,0.2,71251,117,240,1.0,6389.025358393854,False,0.07815482742975167,0,9.389000000000001,10905.0,778,0,0.0,15110.72915541038,False,-0.7326483428043102,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,85099,780,334,1.0,25402.914983745584,False,0.05763382565207242,0.5,336976,0.0,0.0,12,0,0,15,2,1.4666666666666668,14,29,16,93.0,22.0,8,3,16,1069,1.3921848954632878,114.48013943899423
79,16,0,0,0,10.0,20,10.0,19.410272195440296,1,16.0,17.287531961897635,11,19.363636363636363,36.00000000000001,10,36.0,1,5.241000000000001,25410,782,0,0.0,7820.0,False,-0.25854744082540965,0,3.152000000000001,51611,25,20,1.0,638.2054439088059,False,0.313223313826482,0,0.2,71456,107,245,1.0,6312.344455577032,False,0.08056846917100194,6,9.449000000000002,10680.0,779,0,0.0,15120.60204024799,False,-0.7358354064486959,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,85246,781,334,1.0,25525.562462242055,False,0.059886680484919914,0.5,336900,0.0,0.0,20,0,0,17,4,4.0,18,35,19,165.0,31.0,12,4,19,765,1.7056890381500125,116.18582847714424
80,19,0,0,0,10.0,20,10.0,19.275648134074856,3,8.0,17.618333279537254,54,18.61111111111111,36.00000000000001,0,,3,5.270000000000001,25277,792,0,0.0,7920.0,False,-0.2606463686020635,0,3.1520000000000006,51511,25,30,1.0,828.2694440222457,False,0.31309768162075463,0,0.2,72281,100,227,1.0,5926.926467862442,False,0.08972560404830227,26,9.703000000000003,9718.0,779,0,0.0,15015.729896444313,False,-0.7505269453833922,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,84241,825,344,1.0,26919.124955618237,False,0.0565535408702092,0.5,335525,0.0,0.0,10,0,0,20,3,3.0,19,39,16,219.0,14.0,17,2,16,1049,1.658742606639862,117.8445710837841
81,16,0,0,0,10.0,20,10.0,19.510432753574428,26,21.576923076923077,17.001169565255456,9,3.6666666666666665,36.00000000000001,8,36.0,5,5.317000000000002,25122,802,0,0.0,8020.0,False,-0.26330163868096296,0,3.152000000000001,51932,25,19,1.0,620.6982223179141,False,0.32111948996456996,0,0.2,72153,102,237,1.0,6019.341327830134,False,0.08854104569095954,9,9.767000000000001,9001.0,793,0,0.0,15471.773173584521,False,-0.7576085593304428,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,84496,824,346,1.0,26464.963721770495,False,0.05685546669642646,0.5,335201,0.0,0.0,19,0,0,20,3,3.0,15,35,14,156.0,7.0,15,1,14,1009,1.5533729922026396,119.39794407598674
82,14,0,0,0,10.0,20,10.0,19.387972529418565,26,18.30769230769231,16.5569452091141,6,3.0,36.00000000000001,6,36.0,5,5.362000000000002,25022,807,0,0.0,8070.0,False,-0.26519826016589115,2,3.1720000000000006,52175,30,10,1.0,493.8797252941856,False,0.325661032334794,0,0.2,71741,116,247,1.0,6338.570280063736,False,0.08488588017251317,6,9.818000000000001,8736.0,795,0,0.0,15413.43816088776,False,-0.7618688311135009,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,84694,820,350,1.0,26176.695071473565,False,0.05743798094253102,0.5,334865,0.0,0.0,16,0,0,18,5,4.4,17,35,13,76.0,27.0,11,3,13,802,1.3895718418061733,120.78751591779292
83,13,0,0,0,10.0,20,10.0,19.897793589451243,31,23.677419354838708,14.190511131764909,46,5.434782608695652,36.00000000000001,9,36.0,5,5.407000000000002,24872,817,0,0.0,8170.0,False,-0.26772708881246204,16,3.330000000000001,52421,30,10,1.0,498.9779358945124,False,0.33194641331042013,0,0.2,71566,124,244,1.0,5929.811121242592,False,0.07939152718535089,33,10.142000000000001,6770.0,808,0,0.0,16077.417220276604,False,-0.7855333370484974,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,84768,856,351,1.0,24783.077528790764,False,0.050702801574497816,0.5,332894,0.0,0.0,17,0,0,10,7,6.230769230769231,22,32,14,156.0,22.0,10,3,14,693,1.1443656999617815,121.9318816177547
84,14,0,0,0,10.0,20,10.0,19.8727754117639,1,14.0,14.12818064955507,1,2.0,36.00000000000001,4,36.0,1,5.412000000000002,24747,829,0,0.0,8290.0,False,-0.26937082743273316,0,3.3140000000000005,52341,28,20,1.0,677.455508235278,False,0.33218004638169224,0,0.2,71566,114,254,1.0,5854.054281928073,False,0.07884295414798247,1,10.119000000000002,6724.0,809,0,0.0,16077.075308116995,False,-0.7862020064872989,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,84910,847,357,1.0,24818.569010173145,False,0.052430324156617455,0.5,332785,0.0,0.0,13,0,0,12,2,2.0,22,34,18,136.0,29.0,11,3,18,344,1.1925923051312566,123.12447392288595
85,18,0,0,0,10.0,20,10.0,19.43095006061935,11,10.909090909090908,13.458931090635058,17,6.529411764705882,36.00000000000001,11,36.0,5,5.461000000000001,24567,842,0,0.0,8420.0,False,-0.2722789803762897,0,3.314000000000001,52346,25,24,1.0,716.3428014548643,False,0.33279818431942737,0,0.2,71551,114,259,1.0,5700.991459385086,False,0.07751735332434274,12,10.238,6322.0,810,0,0.0,15739.069549101672,False,-0.7944715379722974,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,85195,854,356,1.0,24309.927151402342,False,0.052762093799149694,0.5,332478,0.0,0.0,20,0,0,14,2,2.0,19,33,11,162.0,27.0,14,4,11,746,1.3026453154161572,124.42711923830211
86,11,0,0,0,10.0,20,10.0,19.43095006061935,0,,13.551823980436023,7,15.857142857142858,36.00000000000001,11,36.0,0,5.456000000000001,24447,854,0,0.0,8540.0,False,-0.27379627756423225,0,3.3140000000000005,52266,23,34,1.0,890.6523020610579,False,0.33297911569468264,0,0.2,71626,104,264,1.0,5598.500337139522,False,0.077861376248313,2,10.246,6290.0,810,0,0.0,15739.069549101672,False,-0.7949349769793794,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,85480,851,355,1.0,24312.602207351058,False,0.05585860544036005,0.5,332606,0.0,0.0,18,0,0,11,1,1.0,19,30,12,100.0,25.0,9,2,12,671,1.0776927238330245,125.50481196213514
87,12,0,0,0,10.0,20,10.0,19.651595186783545,21,21.761904761904763,14.249689355661426,18,20.555555555555557,36.00000000000001,7,36.0,0,5.456000000000001,24307,868,0,0.0,8680.0,False,-0.2755664576168319,0,3.314000000000001,52663,19,23,1.0,641.9866892960215,False,0.33987440179668255,0,0.2,71647,109,260,1.0,5846.943107831377,False,0.07996454045555605,4,10.284,6042.0,816,0,0.0,16035.701672415373,False,-0.7963786465233721,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,85362,859,358,1.0,25128.483156513168,False,0.05899408007112046,0.5,332518,0.0,0.0,20,0,0,9,2,2.0,23,32,18,139.0,33.0,10,2,18,1275,0.9864044180139899,126.49121638014913
88,18,0,0,0,10.0,20,10.0,19.04259271683018,14,10.357142857142858,13.712062303943908,9,4.0,36.00000000000001,12,36.0,9,5.546000000000001,24106,879,0,0.0,8790.0,False,-0.2792585474408254,0,3.3140000000000005,52618,18,28,1.0,713.192596071245,False,0.3396367665900167,0,0.2,71562,109,270,1.0,5777.899428199345,False,0.07823356911902661,9,10.370000000000001,5712.0,820,0,0.0,15614.926027800746,False,-0.8042047963924116,0,0.2,92497,0,1,0.0,36.00000000000001,False,0.00047582485319721857,0,0.29000000000000004,85758,858,356,1.0,24580.949456783877,False,0.06031593395109756,0.5,332253,0.0,0.0,18,0,0,17,3,3.0,21,38,19,192.0,45.0,15,3,19,677,1.4855230590328574,127.97673943918198
