index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,6,0,0,0,10.000000000000002,20,10.0,23.934841973435955,3,24.0,6.877849276872462,10,1.0,24.999999999999993,7,25.0,0,0.8300000000000001,67606,10,17,1.0,506.8923135484112,False,0.06633530527003066,0,0.2,60478,316,0,0.0,3160.0000000000005,False,-0.024827932996008675,0,1.361,75305,298,0,0.0,7132.582908083915,False,-0.060541588798128036,10,1.6230000000000004,79088,49,0,0.0,1172.8072566983617,False,-0.050975491002820734,0,0.2,104606,0,16,0.0,399.9999999999999,False,0.0004677491718930477,0,0.47900000000000004,108609,13,24,1.0,689.4120405993418,False,0.040061342156606866,0.3333333333333333,495692,0.0,0.0,8,0,0,7,1,1.0,8,15,8,78.0,18.0,5,1,8,447,0.9518702300265431,38.4967665260192
31,8,0,0,0,10.000000000000002,20,10.0,23.799291530359664,26,23.0,6.523187480853705,6,1.1666666666666667,24.999999999999996,8,25.0,9,0.9200000000000002,67913,12,10,1.0,357.99291530359665,False,0.06998957317407517,0,0.2,60398,324,0,0.0,3240.0000000000005,False,-0.02545648826173041,0,1.3610000000000002,74707,324,0,0.0,7710.970455836531,False,-0.06421986769042252,6,1.6730000000000003,78946,49,0,0.0,1166.1652849876236,False,-0.05270645064566533,0,0.2,104606,0,16,0.0,399.99999999999994,False,0.0004677491718930477,0,0.47900000000000004,108802,9,26,1.0,708.7086873276833,False,0.041995803083935614,0.3333333333333333,495372,0.0,0.0,8,0,0,11,3,2.642857142857143,7,18,6,129.0,0.0,8,0,6,676,0.9575782589963637,39.454344785015564
32,6,0,0,0,10.000000000000002,20,10.0,23.895139387490314,14,25.0,6.9003522610022054,8,11.0,24.999999999999996,11,25.0,4,0.9510000000000001,68067,14,10,1.0,378.95139387490315,False,0.07257418047294789,0,0.2,60318,332,0,0.0,3320.0000000000005,False,-0.02608504352745215,8,1.441,74253,338,0,0.0,8076.557112971726,False,-0.06745028758027177,0,1.667,78946,49,0,0.0,1170.8618299870254,False,-0.052678479703248036,0,0.2,104606,0,16,0.0,399.99999999999994,False,0.0004677491718930477,0,0.47900000000000004,108989,7,25,1.0,673.3024658270153,False,0.04361189450741731,0.3333333333333333,495179,0.0,0.0,8,0,0,8,2,1.2857142857142856,9,17,4,97.0,0.0,6,0,4,475,0.9435977840330452,40.39794256904861
33,4,0,0,0,10.000000000000002,20,10.0,23.895139387490314,0,,6.697416704762758,22,5.909090909090909,25.0,13,25.0,0,0.9470000000000003,67997,11,20,1.0,587.9027877498063,False,0.0731159274941843,0,0.2,60188,345,0,0.0,3450.0000000000005,False,-0.027106445834249978,8,1.5130000000000001,74149,338,0,0.0,8076.557112971726,False,-0.06868906119439379,14,1.8070000000000002,78603,49,0,0.0,1170.8618299870254,False,-0.056764050372900464,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,109184,19,22,1.0,677.2509173904924,False,0.04549219105830867,0.3333333333333333,494727,0.0,0.0,8,0,0,8,3,3.0,6,14,6,63.0,0.0,4,0,6,525,2.5934838210232556,42.991426390071865
34,6,0,0,0,10.000000000000002,20,10.0,24.397122143020137,12,31.0,6.6022457163206365,2,2.0,25.0,13,25.0,0,0.9470000000000003,68259,12,18,1.0,559.1481985743625,False,0.07700704137916319,0,0.2,60098,354,0,0.0,3540.0000000000005,False,-0.027813570508186933,0,1.5050000000000001,74149,338,0,0.0,8246.227284340806,False,-0.0676785663319151,2,1.8130000000000004,78187,61,0,0.0,1488.2244507242283,False,-0.05982904655689884,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000015,109505,11,19,1.0,547.624702879527,False,0.04793772589363727,0.3333333333333333,494804,0.0,0.0,10,0,0,9,1,1.0,8,17,4,98.0,0.0,6,0,4,897,0.8996101569500752,43.89103654702194
35,4,0,0,0,10.0,20,10.0,24.29188521646752,14,23.142857142857142,6.339153830560475,7,3.0,24.999999999999996,11,25.0,0,0.9470000000000003,68483,12,14,1.0,460.0863930305453,False,0.07974862812337388,0,0.2,59998,364,0,0.0,3640.0,False,-0.028599264590339107,0,1.5050000000000001,73825,352,0,0.0,8550.743596196568,False,-0.06972423234034958,7,1.8810000000000002,78040,61,0,0.0,1481.8049982045188,False,-0.06161823737877576,0,0.2,104606,0,16,0.0,399.99999999999994,False,0.0004677491718930477,0,0.4790000000000001,109759,8,18,1.0,500.71323064448376,False,0.050138478720488835,0.3333333333333333,494711,0.0,0.0,11,0,0,8,1,1.0,7,15,6,59.0,0.0,4,0,6,799,0.959825563011691,44.85086211003363
36,6,0,0,0,10.0,20,10.0,24.196292065821368,12,23.0,6.101416465078476,5,2.0,24.999999999999996,8,25.0,0,0.9470000000000003,68619,16,12,1.0,450.3555047898564,False,0.08180926101377994,0,0.2,59938,370,0,0.0,3700.0,False,-0.02907068103963041,0,1.5050000000000001,73549,364,0,0.0,8807.450311958977,False,-0.07148289353718129,5,1.9240000000000004,77930,61,0,0.0,1475.9738160151035,False,-0.06296320713715178,0,0.2,104606,0,16,0.0,399.99999999999994,False,0.0004677491718930477,0,0.47900000000000004,109949,3,20,1.0,518.3042493952354,False,0.05203616106510896,0.3333333333333333,494591,0.0,0.0,9,0,0,9,1,1.0,8,17,6,95.0,0.0,6,0,6,676,0.9693768880097196,45.82023899804335
37,6,0,0,0,10.0,20,10.0,24.331263134063914,16,25.5625,5.89027646293536,6,3.0,25.0,9,25.0,4,0.9870000000000001,68849,16,10,1.0,403.31263134063914,False,0.08505384071891511,0,0.2,59838,380,0,0.0,3800.0,False,-0.02985637512178258,0,1.5050000000000001,73227,377,0,0.0,9172.886201542095,False,-0.07314192175749754,6,1.9790000000000003,77717,64,0,0.0,1557.2008405800905,False,-0.06501655167960965,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,110156,0,20,0.9,500.0,False,0.05392479738824136,0.31666666666666665,494393,0.0,0.0,9,0,0,6,3,2.333333333333333,8,14,8,73.0,12.0,5,1,8,675,0.9579765520174988,46.77821555006085
38,8,0,0,0,10.0,20,10.0,24.333505192820514,38,24.342105263157894,6.358413604642353,8,11.0,25.0,11,25.0,28,1.2630000000000001,68946,16,10,1.0,403.33505192820513,False,0.08657826339552005,0,0.2,59738,390,0,0.0,3900.0,False,-0.030642069203934755,8,1.5850000000000002,72198,415,0,0.0,10098.404655020513,False,-0.07988657684553142,0,1.9730000000000003,77717,64,0,0.0,1557.344332340513,False,-0.06501569709400075,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,110343,0,17,0.8,425.0,False,0.055351909657588516,0.3,493548,0.0,0.0,10,0,0,10,4,3.3,7,17,8,115.0,18.0,7,1,8,547,1.0314215240068734,47.80963707406772
39,8,0,0,0,10.0,20,10.0,24.393288738265618,13,25.153846153846153,6.2605605080108395,18,5.833333333333333,25.000000000000004,12,25.0,3,1.2650000000000001,69096,18,10,1.0,423.9328873826562,False,0.08909718161619362,0,0.2,59658,398,0,0.0,3980.0,False,-0.03127062446965649,8,1.657,71887,424,0,0.0,10342.754425024621,False,-0.08213572655844502,10,2.0730000000000004,77353,68,0,0.0,1658.743634202062,False,-0.06874750676440639,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,110538,8,15,1.0,425.0844840640868,False,0.05721376368196912,0.3333333333333333,493138,0.0,0.0,9,0,0,9,4,3.75,8,17,6,103.0,10.0,7,1,6,707,0.9708120049908757,48.7804490790586
40,6,0,0,0,9.999999999999998,20,10.0,24.356846612239757,22,24.09090909090909,6.454118574574692,18,7.388888888888889,25.0,10,25.0,12,1.3820000000000001,69288,17,10,1.0,413.5684661223976,False,0.09203281424716685,0,0.2,59548,409,0,0.0,4089.999999999999,False,-0.03213488796002389,9,1.7390000000000003,71240,446,0,0.0,10863.153589058931,False,-0.08674301647891149,9,2.1530000000000005,77157,68,0,0.0,1656.2655696323034,False,-0.07109687704199746,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,110655,16,15,1.0,478.2658971931951,False,0.058584466418440756,0.3333333333333333,492494,0.0,0.0,8,0,0,7,5,4.166666666666667,9,16,6,75.0,16.0,5,1,6,450,0.9579079649993218,49.73835704405792
41,6,0,0,0,9.999999999999998,20,10.0,24.356846612239757,0,,6.369240562877612,19,5.947368421052632,25.0,11,25.0,0,1.37,69198,16,20,1.0,647.1369322447952,False,0.09245369851539006,0,0.2,59438,420,0,0.0,4199.999999999999,False,-0.03299915145039128,6,1.7900000000000003,71162,446,0,0.0,10863.153589058931,False,-0.087672096689503,13,2.2740000000000005,76850,68,0,0.0,1656.2655696323034,False,-0.07475364146060764,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,110817,25,14,1.0,509.2310140719403,False,0.060278697433450434,0.3333333333333333,492071,0.0,0.0,8,0,0,8,3,3.0,8,16,4,105.0,0.0,6,0,4,475,0.9168629079940729,50.65521995205199
42,4,0,0,0,9.999999999999998,20,10.0,24.590910048483284,6,31.0,6.285291554831548,2,2.0,25.0,8,25.0,0,1.37,69284,16,24,1.0,750.1818411635988,False,0.09461471008802606,0,0.2,59338,430,0,0.0,4299.999999999999,False,-0.03378484553254345,0,1.7840000000000003,71162,446,0,0.0,10967.545881623544,False,-0.08705037352822052,2,2.281000000000001,76620,74,0,0.0,1819.727343587763,False,-0.07651971708561976,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000015,111013,17,16,1.0,506.8499564321363,False,0.06213832945021395,0.3333333333333333,492023,0.0,0.0,9,0,0,8,1,1.0,6,14,6,60.0,0.0,4,0,6,586,0.8643862999742851,51.51960625202628
43,6,0,0,0,9.999999999999998,20,10.0,24.634824079551468,2,28.0,6.220169616659208,5,5.0,25.0,9,25.0,0,1.37,69260,14,32,1.0,928.314370545647,False,0.09563715367033569,0,0.2,59218,442,0,0.0,4419.999999999999,False,-0.034727678431126056,0,1.7840000000000003,71162,446,0,0.0,10987.131539479955,False,-0.08693372835433723,5,2.3290000000000006,76469,76,0,0.0,1872.2466300459116,False,-0.0780055349950812,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.4790000000000001,111213,12,17,1.0,499.64203539991047,False,0.06401310669167651,0.3333333333333333,491928,0.0,0.0,8,0,0,8,1,1.0,9,17,6,90.0,0.0,6,0,6,481,0.9118585190153681,52.43146477104165
44,6,0,0,0,9.999999999999998,20,10.0,24.63031332880089,1,24.0,6.220169616659208,0,,25.000000000000004,6,25.0,0,1.37,69174,15,41,1.0,1159.8428464808364,False,0.09610486538295389,0,0.2,59128,451,0,0.0,4509.999999999999,False,-0.035434803105063015,0,1.7840000000000003,71138,447,0,0.0,11009.750057973999,False,-0.08708489138114928,0,2.3240000000000007,76469,76,0,0.0,1871.9038129888677,False,-0.07800757669087319,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,111363,2,21,1.0,537.4403392333186,False,0.06562540135376786,0.3333333333333333,491878,0.0,0.0,8,0,0,10,0,0.0,6,16,6,96.0,0.0,6,0,6,374,0.9440417059813626,53.37550647702301
45,6,0,0,0,10.0,20,10.0,24.58620952266171,30,24.4,6.551052210903916,12,9.0,25.000000000000004,14,25.0,0,1.37,69816,14,21,1.0,656.310399975896,False,0.10223695276388235,0,0.2,59018,462,0,0.0,4620.0,False,-0.036299066595430404,8,1.8640000000000003,70302,477,0,0.0,11727.621942309637,False,-0.09276733721853853,4,2.3640000000000008,76393,76,0,0.0,1868.55192372229,False,-0.07893279698571663,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,111605,4,17,1.0,451.20420884361573,False,0.06752390870702489,0.3333333333333333,491740,0.0,0.0,11,0,0,9,2,2.0,7,16,4,92.0,0.0,6,0,4,1282,0.9250984760001302,54.30060495302314
46,4,0,0,0,10.0,20,10.0,25.046128832890904,25,27.64,6.41768724479227,17,5.705882352941177,25.000000000000004,7,25.0,4,1.4100000000000001,70391,8,10,1.0,330.46128832890906,False,0.1087122575216767,0,0.2,58858,478,0,0.0,4780.0,False,-0.03755617712687388,7,1.9260000000000002,69956,488,0,0.0,12222.510870450762,False,-0.09394126027079855,10,2.4600000000000004,75713,90,0,0.0,2254.1515949601812,False,-0.08473597687447776,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,111683,11,20,1.0,570.594559692715,False,0.06883833328413719,0.3333333333333333,491207,0.0,0.0,10,0,0,7,4,3.333333333333333,6,13,8,45.0,12.0,3,1,8,694,0.89623140898766,55.1968363620108
47,8,0,0,0,10.0,20,10.0,24.895294390957837,14,23.285714285714285,6.522907695842611,13,7.3076923076923075,25.000000000000004,11,25.0,4,1.4460000000000002,70531,9,10,1.0,338.9529439095784,False,0.11097891938707662,0,0.2,58768,487,0,0.0,4870.0,False,-0.038263301800810834,7,1.989,69539,502,0,0.0,12497.437784260834,False,-0.09727089963396124,6,2.5100000000000007,75587,90,0,0.0,2240.576495186205,False,-0.08631764719259241,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,111863,14,19,1.0,566.3207077417966,False,0.07053619666342967,0.3333333333333333,490894,0.0,0.0,9,0,0,10,3,3.0,9,19,6,107.0,16.0,7,1,6,705,1.0227020729798824,56.21953843499068
48,6,0,0,0,10.0,20,10.0,24.74454833817718,15,23.266666666666666,6.107825759359777,10,2.0,25.000000000000004,9,25.0,5,1.492,70721,5,10,1.0,297.4454833817718,False,0.11363843523823637,0,0.2,58628,501,0,0.0,5010.0,False,-0.03936327351582388,0,1.9820000000000002,69190,517,0,0.0,12792.931490837602,False,-0.09966808317151299,10,2.6040000000000005,75367,90,0,0.0,2227.009350435946,False,-0.08901893090004077,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,112068,14,20,1.0,585.509560631037,False,0.07258469391368136,0.3333333333333333,490580,0.0,0.0,8,0,0,7,3,2.090909090909091,8,15,8,69.0,11.0,5,1,8,425,0.9196654059924185,57.1392038409831
49,8,0,0,0,10.0,20,10.0,24.734476739795035,2,24.0,6.4337602711092075,7,11.0,25.000000000000004,8,25.0,0,1.487,70729,0,17,0.9,420.4861045765156,False,0.11473086917075119,0,0.2,58468,517,0,0.0,5170.0,False,-0.04062038404726736,7,2.0520000000000005,69051,519,0,0.0,12837.193427953624,False,-0.10106014348361224,0,2.5940000000000007,75367,90,0,0.0,2226.1029065815533,False,-0.08902432935547104,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,112191,11,22,1.0,620.7713629822014,False,0.0739271426395477,0.31666666666666665,490412,0.0,0.0,8,0,0,10,1,1.0,9,19,4,126.0,0.0,8,0,4,448,0.988475879014004,58.127679719997104
50,4,0,0,0,10.0,20,10.0,24.734476739795035,0,,6.443428918019279,25,6.48,25.000000000000004,9,25.0,0,1.487,70589,4,27,1.0,707.8308719744659,False,0.11478857657354463,0,0.2,58408,523,0,0.0,5230.0,False,-0.04109180049655866,8,2.1250000000000004,68947,519,0,0.0,12837.193427953624,False,-0.10229891709773425,17,2.764000000000001,74961,90,0,0.0,2226.1029065815533,False,-0.09386031096444739,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000015,112254,26,23,1.0,742.5291518685013,False,0.07510967835976838,0.3333333333333333,489765,0.0,0.0,8,0,0,8,3,3.0,5,13,8,42.0,7.0,3,1,8,425,0.8580703470506705,58.985750067047775
51,8,0,0,0,10.000000000000002,20,10.0,24.627872980834592,21,23.952380952380953,6.601294014825419,10,8.3,25.000000000000007,7,25.0,0,1.487,70992,4,16,1.0,434.0459676933535,False,0.11897015908492845,0,0.2,58308,533,0,0.0,5330.000000000001,False,-0.04187749457871083,7,2.1870000000000003,68353,540,0,0.0,13299.05140965068,False,-0.10662355927263334,3,2.777000000000001,74895,90,0,0.0,2216.5085682751132,False,-0.09470359620580848,0,0.2,104606,0,16,0.0,400.0000000000001,False,0.0004677491718930477,0,0.4790000000000001,112346,26,26,1.0,821.6336443854611,False,0.0763654631403413,0.3333333333333333,489500,0.0,0.0,10,0,0,10,2,2.0,8,18,6,126.0,0.0,8,0,6,878,1.032590851013083,60.01834091806086
52,6,0,0,0,10.000000000000002,20,10.0,24.627872980834592,0,,6.221362552957255,10,2.2,25.000000000000007,12,25.0,0,1.487,70872,6,26,1.0,700.3246975016993,False,0.11917662950989735,0,0.2,58228,541,0,0.0,5410.000000000001,False,-0.04250604984443257,0,2.1800000000000006,68353,540,0,0.0,13299.05140965068,False,-0.10662355927263334,10,2.874000000000001,74653,90,0,0.0,2216.5085682751132,False,-0.09758612711559242,0,0.2,104606,0,16,0.0,400.0000000000001,False,0.0004677491718930477,0,0.47900000000000004,112624,26,24,1.0,761.7554263768889,False,0.07873342796365343,0.3333333333333333,489336,0.0,0.0,8,0,0,9,2,2.0,6,15,6,69.0,9.0,5,1,6,500,0.9219774789526127,60.94031839701347
53,6,0,0,0,10.000000000000002,20,10.0,24.674211277243433,32,24.875,6.313540180381312,14,7.0,25.000000000000004,11,25.0,6,1.5470000000000002,71394,11,10,1.0,356.7421127724343,False,0.12467976769204267,0,0.2,58178,546,0,0.0,5460.000000000001,False,-0.04289889688550866,8,2.2600000000000007,67831,558,0,0.0,13768.209892701836,False,-0.11004710977022046,6,2.9240000000000004,74133,104,0,0.0,2566.1179728333173,False,-0.10169784660151208,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,112801,30,23,1.0,764.4062054114395,False,0.08043570456108635,0.3333333333333333,488943,0.0,0.0,9,0,0,9,6,5.142857142857142,7,16,6,100.0,0.0,6,0,6,797,0.9175594060216099,61.85787780303508
54,6,0,0,0,10.000000000000002,20,10.0,24.71174595951526,20,25.0,6.602741163096995,7,11.0,25.000000000000004,11,25.0,10,1.6410000000000005,71594,12,10,1.0,367.1174595951526,False,0.12790406250664024,0,0.2,58088,555,0,0.0,5550.000000000001,False,-0.04360602155944562,7,2.322000000000001,67240,578,0,0.0,14283.38916459982,False,-0.11401845555542427,0,2.918,74133,104,0,0.0,2570.021579789587,False,-0.10167459811450569,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,112999,27,22,1.0,728.2740114036189,False,0.0821533358696966,0.3333333333333333,488660,0.0,0.0,8,0,0,7,2,1.5,9,16,8,83.0,17.0,5,1,8,475,0.9889463770086877,62.84682418004377
55,8,0,0,0,10.000000000000002,20,10.0,24.617624503980224,40,24.25,6.148480904992832,16,3.25,25.000000000000004,12,25.0,30,1.9310000000000005,71674,12,10,1.0,366.17624503980227,False,0.12915377797102198,0,0.2,57988,565,0,0.0,5650.000000000001,False,-0.04439171564159779,0,2.3150000000000004,66270,618,0,0.0,15213.691943459778,False,-0.12003185111215806,16,3.0780000000000016,73738,104,0,0.0,2560.232948413943,False,-0.10643785317903892,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,113247,33,20,1.0,702.8998698647636,False,0.08439960990609113,0.3333333333333333,487523,0.0,0.0,9,0,0,8,5,4.333333333333333,10,18,6,118.0,17.0,7,1,6,500,1.0818682219833136,63.92869240202708
56,6,0,0,0,10.000000000000002,20,10.0,24.514706187033,12,23.0,6.02454748868693,7,4.142857142857143,25.000000000000004,11,25.0,2,1.9210000000000003,71772,16,10,1.0,405.14706187033005,False,0.13099992977364402,0,0.2,57928,571,0,0.0,5710.000000000001,False,-0.044863132090889095,0,2.3150000000000004,65994,630,0,0.0,15444.26489783079,False,-0.12194615564576564,7,3.132000000000001,73589,104,0,0.0,2549.5294434514317,False,-0.10827638085468569,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,113493,30,19,1.0,655.736424660608,False,0.08652279286663708,0.3333333333333333,487382,0.0,0.0,9,0,0,5,3,2.166666666666667,10,15,6,70.0,12.0,5,1,6,475,0.866425643034745,64.79511804506183
57,6,0,0,0,10.000000000000002,20,10.0,24.514706187033,0,,6.51251308757384,20,9.0,25.000000000000004,9,25.0,0,1.9190000000000003,71662,17,20,1.0,660.29412374066,False,0.1312760781588097,0,0.2,57838,580,0,0.0,5800.000000000001,False,-0.045570256764826046,0,2.3150000000000004,65994,630,0,0.0,15444.26489783079,False,-0.12194615564576564,20,3.3250000000000006,73189,104,0,0.0,2549.5294434514317,False,-0.11304089475515498,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,113538,40,20,1.0,760.5005235029537,False,0.08745239231508618,0.3333333333333333,486827,0.0,0.0,7,0,0,6,2,2.0,12,18,6,101.0,0.0,6,0,6,425,0.8913347049965523,65.68645275005838
58,6,0,0,0,10.000000000000002,20,10.0,24.721436931538637,47,25.46808510638298,6.404332785583508,17,5.705882352941177,25.000000000000004,7,25.0,27,2.189000000000001,72049,18,10,1.0,427.2143693153864,False,0.13552605651745334,0,0.2,57748,589,0,0.0,5890.000000000001,False,-0.046277381438763004,7,2.3850000000000007,65025,666,0,0.0,16464.476996404734,False,-0.12741217216329936,10,3.4050000000000007,72650,115,0,0.0,2842.9652471269433,False,-0.11771347852915325,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000015,113616,47,23,1.0,876.0036409224249,False,0.08874826331854876,0.3333333333333333,485694,0.0,0.0,8,0,0,7,5,4.454545454545455,9,16,4,88.0,0.0,6,0,4,725,0.8484278750256635,66.53488062508404
59,4,0,0,0,10.000000000000002,20,10.0,24.721436931538637,0,,6.221262641210431,4,1.0,25.000000000000004,13,25.0,0,2.162000000000001,71919,21,20,1.0,704.4287386307727,False,0.1356613087984442,0,0.2,57678,596,0,0.0,5960.000000000001,False,-0.046827367296269524,0,2.3780000000000006,65025,666,0,0.0,16464.476996404734,False,-0.12741217216329936,4,3.435000000000001,72558,115,0,0.0,2842.9652471269433,False,-0.11880931672626119,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.4790000000000001,113937,41,20,1.0,755.0717682896277,False,0.09123529581932298,0.3333333333333333,485723,0.0,0.0,8,0,0,5,1,1.0,9,14,6,60.0,0.0,4,0,6,525,0.962064317020122,67.49694494210416
60,6,0,0,0,10.000000000000002,20,10.0,24.63749496675915,10,23.0,6.221262641210431,0,,25.000000000000004,10,25.0,0,2.162000000000001,72029,23,20,1.0,722.749899335183,False,0.13753378405461497,0,0.2,57598,604,0,0.0,6040.000000000001,False,-0.047455922561991264,0,2.3780000000000006,65025,666,0,0.0,16408.571647861594,False,-0.1277451244261048,0,3.431000000000001,72328,125,0,0.0,3079.6868708448937,False,-0.12013908288559873,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,114187,31,20,1.0,692.8591418775234,False,0.09332483338525126,0.3333333333333333,485773,0.0,0.0,9,0,0,7,0,0.0,9,16,4,94.0,0.0,6,0,4,680,0.9283898490248248,68.42533479112899
61,4,0,0,0,10.000000000000002,20,10.0,24.89017191626083,24,26.833333333333332,6.155997528087834,6,5.0,25.0,10,25.0,4,2.2020000000000004,72487,24,10,1.0,488.90171916260834,False,0.14289341053429255,0,0.2,57508,613,0,0.0,6130.000000000001,False,-0.04816304723592822,0,2.3780000000000006,64700,679,0,0.0,16900.426731141102,False,-0.12868697899360895,6,3.4910000000000005,71895,136,0,0.0,3385.063380611473,False,-0.1234779559007821,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,114407,27,20,1.0,666.2119332583716,False,0.09529774589410907,0.3333333333333333,485603,0.0,0.0,9,0,0,5,2,1.3636363636363638,9,14,4,68.0,0.0,4,0,4,775,0.8424362519872375,69.26777104311623
62,4,0,0,0,10.000000000000002,20,10.0,24.796787059304673,22,24.0,6.359881446877262,15,7.733333333333333,25.0,11,25.0,12,2.3180000000000005,72686,23,10,1.0,477.96787059304677,False,0.14593456638009555,0,0.2,57398,624,0,0.0,6240.000000000001,False,-0.04902731072629561,8,2.4580000000000006,64068,701,0,0.0,17382.547728572576,False,-0.13334357071388758,7,3.555,71755,136,0,0.0,3372.3630400654356,False,-0.12522117445228684,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,114566,32,19,1.0,678.5162063000723,False,0.09687427191643547,0.3333333333333333,485079,0.0,0.0,8,0,0,5,4,3.090909090909091,10,15,4,67.0,0.0,4,0,4,475,0.8846312609966844,70.15240230411291
63,4,0,0,0,10.0,20,10.0,25.067640260129057,13,29.0,6.342914512653282,11,6.181818181818182,25.0,12,25.0,3,2.3360000000000007,72866,27,10,1.0,520.6764026012905,False,0.1490986234844063,0,0.2,57338,630,0,0.0,6300.0,False,-0.04949872717558691,0,2.4500000000000006,64068,701,0,0.0,17572.415822350467,False,-0.13221278424881197,11,3.658000000000001,71154,149,0,0.0,3735.0783987592295,False,-0.13021965362722893,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,114798,33,17,1.0,634.3161789175583,False,0.09887795650370651,0.3333333333333333,484830,0.0,0.0,9,0,0,6,3,2.230769230769231,8,14,6,65.0,0.0,4,0,6,500,0.8505148779950105,71.00291718210792
