index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,6,0,0,0,10.0,20,10.0,25.57456183687327,33,28.363636363636363,6.156141700603101,9,4.0,25.0,8,25.0,23,2.5630000000000006,73109,30,10,1.0,555.7456183687327,False,0.15319263347660778,0,0.2,57268,637,0,0.0,6370.0,False,-0.05004871303309343,0,2.4500000000000006,63792,713,0,0.0,18234.66258969064,False,-0.13155619392946943,9,3.7370000000000005,70314,170,0,0.0,4347.675512268455,False,-0.13657672348983704,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,114962,32,19,1.0,671.9965344192992,False,0.10062333082476256,0.3333333333333333,484051,0.0,0.0,7,0,0,7,4,3.166666666666667,9,16,6,97.0,0.0,6,0,6,400,0.8884264449588954,71.89134362706682
65,6,0,0,0,10.0,20,10.0,25.57456183687327,0,,6.375109768083967,10,8.6,25.000000000000004,9,25.0,0,2.5400000000000005,72969,34,20,1.0,851.4912367374654,False,0.15331634586832918,0,0.2,57208,643,0,0.0,6430.0,False,-0.05052012948238474,7,2.520000000000001,63701,713,0,0.0,18234.66258969064,False,-0.1326401208418262,3,3.7580000000000013,70251,170,0,0.0,4347.675512268455,False,-0.13732713442916097,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,115101,32,20,1.0,704.003512578687,False,0.10210297885859033,0.3333333333333333,483836,0.0,0.0,8,0,0,8,2,2.0,9,17,6,92.0,0.0,6,0,6,425,0.8780782110407017,72.76942183810752
66,6,0,0,0,10.0,20,10.0,25.705146006961826,55,26.163636363636364,6.598371884937207,16,8.0,25.000000000000004,13,25.0,35,2.8900000000000006,73309,34,10,1.0,597.0514600696183,False,0.15665994735904337,0,0.2,57108,653,0,0.0,6530.0,False,-0.05130582356453691,8,2.593000000000001,62700,750,0,0.0,19278.859505221368,False,-0.13834445347915905,8,3.835000000000001,69557,188,0,0.0,4832.567449308824,False,-0.14270572307865728,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000015,115298,38,17,1.0,675.7381316276139,False,0.10384861217688372,0.3333333333333333,482578,0.0,0.0,10,0,0,8,6,5.076923076923077,9,17,6,100.0,0.0,6,0,6,757,0.8914076180080883,73.66082945611561
67,6,0,0,0,10.000000000000002,20,10.0,25.793582122608267,23,26.652173913043477,6.459143869423484,10,5.0,25.000000000000004,8,25.0,13,2.9850000000000008,73519,36,10,1.0,617.9358212260827,False,0.16012394969378413,0,0.2,57028,661,0,0.0,6610.000000000001,False,-0.05193437883025865,0,2.585000000000001,62493,759,0,0.0,19577.328831059676,False,-0.13903251285787643,10,3.927,68940,202,0,0.0,5210.30358876687,False,-0.1478053244111843,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.4790000000000001,115448,38,19,1.0,720.4474670380924,False,0.10549389285221077,0.3333333333333333,482034,0.0,0.0,7,0,0,6,4,3.2857142857142856,11,17,6,92.0,0.0,6,0,6,400,0.8853082360001281,74.54613769211574
68,6,0,0,0,10.0,20,10.0,25.89453745302314,51,26.333333333333332,6.459143869423484,0,,25.0,14,25.0,41,3.3820000000000014,73485,34,10,1.0,598.9453745302314,False,0.1594404709020573,0,0.2,56908,673,0,0.0,6730.0,False,-0.05287721172884126,0,2.585000000000001,61775,789,0,0.0,20430.79005043526,False,-0.14250190550518582,0,3.9170000000000007,68315,223,0,0.0,5774.481852024161,False,-0.15188983340862763,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,115798,28,15,1.0,555.8560283438576,False,0.10804937153767229,0.3333333333333333,480887,0.0,0.0,9,0,0,7,5,4.230769230769231,9,16,6,86.0,0.0,6,0,6,550,0.876281529024709,75.42241922114044
69,6,0,0,0,10.0,20,10.0,25.859512687571943,10,25.0,6.391791855420143,5,5.0,25.000000000000004,6,25.0,0,3.341000000000001,73635,34,10,1.0,598.5951268757194,False,0.16179480127341922,0,0.2,56808,683,0,0.0,6830.0,False,-0.05366290581099343,0,2.585000000000001,61525,799,0,0.0,20661.750637369983,False,-0.14410420803434032,5,3.967000000000001,68220,223,0,0.0,5766.671329328543,False,-0.15306792213993045,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,115923,23,19,1.0,622.0112126746633,False,0.1095583646566562,0.3333333333333333,480717,0.0,0.0,9,0,0,6,1,1.0,10,16,6,74.0,12.0,5,1,6,600,0.9097281720023602,76.3321473931428
70,6,0,0,0,10.0,20,10.0,26.13879285022884,13,31.076923076923077,6.391791855420143,0,,25.000000000000004,9,25.0,3,3.371000000000001,73902,32,10,1.0,581.3879285022883,False,0.1658552117327877,0,0.2,56688,695,0,0.0,6950.0,False,-0.05460573870957604,0,2.585000000000001,61525,799,0,0.0,20884.895487332844,False,-0.14277523711000767,0,3.9620000000000006,67816,236,0,0.0,6168.755112654006,False,-0.1554854139608952,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,116148,13,20,1.0,583.0932941204619,False,0.11152043917886371,0.3333333333333333,480685,0.0,0.0,8,0,0,7,1,0.42857142857142855,9,16,4,92.0,0.0,6,0,4,605,0.8730401190114208,77.20518751215423
71,4,0,0,0,10.0,20,10.0,26.31043417258627,8,31.0,6.151014909434499,23,5.130434782608695,25.000000000000004,12,25.0,0,3.3680000000000008,74060,31,12,1.0,625.7252100710352,False,0.16868636042986146,0,0.2,56578,706,0,0.0,7060.0,False,-0.05547000219994343,7,2.6550000000000007,61434,799,0,0.0,21022.03690389643,False,-0.14304239879043032,16,4.122000000000001,67186,244,0,0.0,6419.745938111049,False,-0.161494711758159,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.47900000000000004,116330,26,18,1.0,609.926387645297,False,0.1133858662793193,0.3333333333333333,480194,0.0,0.0,9,0,0,4,3,3.0,10,14,6,63.0,0.0,4,0,6,748,0.8623825900140218,78.06757010216825
72,6,0,0,0,10.0,20,10.0,26.249175351644084,10,25.0,6.1731694325394955,15,6.333333333333333,25.0,9,25.0,0,3.3680000000000008,74210,31,12,1.0,624.990104219729,False,0.17103766699314663,0,0.2,56478,716,0,0.0,7160.0,False,-0.056255696282095605,8,2.7280000000000006,61080,809,0,0.0,21235.582859480062,False,-0.14598719025013665,7,4.176000000000001,67025,244,0,0.0,6404.798785801157,False,-0.16350144849678894,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,116460,31,19,1.0,666.3682524087244,False,0.1148962277098844,0.3333333333333333,479859,0.0,0.0,9,0,0,9,2,2.0,9,18,4,88.0,0.0,6,0,4,675,0.8894506299984641,78.95702073216671
73,4,0,0,0,10.0,20,10.0,26.309756359331292,14,27.142857142857142,5.892848476080322,8,2.0,25.0,9,25.0,2,3.388000000000001,74462,30,10,1.0,563.097563593313,False,0.17451127913819808,0,0.2,56368,727,0,0.0,7270.0,False,-0.057119959772462994,0,2.7200000000000006,60855,818,0,0.0,21521.380701932998,False,-0.14696511957778666,8,4.249000000000001,66694,249,0,0.0,6551.129333473492,False,-0.16657259133886723,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000004,116669,29,20,1.0,670.8926058063294,False,0.11691291563239842,0.3333333333333333,479654,0.0,0.0,8,0,0,5,2,1.2222222222222223,8,13,8,50.0,17.0,3,1,8,580,0.8246216000407003,79.78164233220741
74,8,0,0,0,10.0,20,10.0,26.581151126323476,13,30.46153846153846,5.894811188169341,2,6.0,25.0,9,25.0,3,3.416000000000001,74679,32,10,1.0,585.8115112632347,False,0.17809965359740423,0,0.2,56288,735,0,0.0,7350.0,False,-0.05774851503818473,0,2.7200000000000006,60831,819,0,0.0,21769.962772458926,False,-0.14577052449877947,2,4.261000000000001,66286,261,0,0.0,6937.680443970427,False,-0.16913023534334024,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,0,0.47900000000000015,116882,21,21,1.0,648.7910349515562,False,0.11884070293608802,0.3333333333333333,479572,0.0,0.0,8,0,0,9,3,2.6666666666666665,9,18,6,121.0,0.0,8,0,6,704,0.9035897559951991,80.68523208820261
75,6,0,0,0,10.0,20,10.0,26.60477387663566,36,26.72222222222222,5.797646530605891,22,5.363636363636363,24.999999999999996,15,25.0,26,3.673000000000001,74877,31,10,1.0,576.0477387663566,False,0.18113428878002416,0,0.2,56178,746,0,0.0,7460.0,False,-0.05861277852855212,9,2.8100000000000005,60093,844,0,0.0,22454.429151880497,False,-0.15048461567119795,13,4.389000000000001,65610,272,0,0.0,7236.4984944449,False,-0.17540261039113736,0,0.2,104606,0,16,0.0,399.99999999999994,False,0.0004677491718930477,0,0.4790000000000001,117139,33,16,1.0,591.3223355099943,False,0.12101970434200097,0.3333333333333333,478503,0.0,0.0,10,0,0,8,6,5.454545454545455,8,16,4,95.0,0.0,6,0,4,671,0.8935312750400044,81.57876336324262
76,4,0,0,0,10.0,20,10.0,26.544375729912275,38,26.236842105263158,5.797646530605891,0,,24.999999999999993,9,25.0,28,3.9270000000000014,75020,31,10,1.0,575.4437572991228,False,0.1833766284083341,0,0.2,56078,756,0,0.0,7560.0,False,-0.05939847261070429,0,2.801000000000001,59636,863,0,0.0,22907.796254914294,False,-0.15322798047195915,0,4.376,65070,291,0,0.0,7724.413337404472,False,-0.17892885784236331,0,0.2,104606,0,16,0.0,399.9999999999999,False,0.0004677491718930477,0,0.47900000000000004,117364,23,17,1.0,558.3458702039354,False,0.12301013712784802,0.3333333333333333,477774,0.0,0.0,9,0,0,5,3,3.0,8,13,6,46.0,12.0,3,1,6,695,0.8084254309651442,82.38718879420776
77,6,0,0,0,10.0,20,10.0,26.544375729912275,0,,5.530663950329143,13,3.3076923076923075,24.999999999999993,12,25.0,0,3.8990000000000005,74970,26,20,1.0,790.8875145982455,False,0.18428366317764724,0,0.2,55928,771,0,0.0,7710.0,False,-0.06057701373393255,0,2.801000000000001,59636,863,0,0.0,22907.796254914294,False,-0.15322798047195915,13,4.506,64765,291,0,0.0,7724.413337404472,False,-0.18256179969147115,0,0.2,104606,0,16,0.0,399.9999999999999,False,0.0004677491718930477,0,0.47900000000000004,117621,26,15,1.0,518.7972627085576,False,0.1252746702497617,0.3333333333333333,477526,0.0,0.0,8,0,0,5,2,2.0,12,17,8,76.0,12.0,5,1,8,500,0.8624798519886099,83.24966864619637
78,8,0,0,0,10.0,20,10.0,26.638905620111082,13,28.153846153846153,5.270109987770162,9,2.111111111111111,24.999999999999993,11,25.0,0,3.8990000000000014,75256,24,17,1.0,692.8613955418884,False,0.18800764791116864,0,0.2,55808,783,0,0.0,7830.0,False,-0.06151984663251516,0,2.801,59540,867,0,0.0,23095.93117263631,False,-0.15325099951975898,9,4.583,64290,300,0,0.0,7991.6716860333245,False,-0.18662796480195518,0,0.2,104606,0,16,0.0,399.9999999999999,False,0.0004677491718930477,0,0.47900000000000004,117877,25,14,1.0,481.7527496942539,False,0.12754160938979853,0.3333333333333333,477377,0.0,0.0,10,0,0,7,2,2.0,11,18,8,120.0,0.0,8,0,8,841,0.9507205690024421,84.20038921519881
79,8,0,0,0,10.0,20,10.0,26.56056583325,10,25.0,5.270109987770162,0,,24.999999999999993,11,25.0,0,3.8990000000000005,75406,24,17,1.0,691.52961916525,False,0.1903542664694464,0,0.2,55708,793,0,0.0,7930.0,False,-0.06230554071466734,0,2.801000000000001,59290,877,0,0.0,23293.616235760248,False,-0.15505147916859086,0,4.574000000000001,64290,300,0,0.0,7968.169749975,False,-0.18676793392825236,0,0.2,104606,0,16,0.0,399.9999999999999,False,0.0004677491718930477,0,0.47900000000000004,118152,15,13,1.0,404.0516498165523,False,0.12979586877161686,0.3333333333333333,477452,0.0,0.0,10,0,0,8,0,0.0,11,19,4,127.0,0.0,8,0,4,725,0.9317887090146542,85.13217792421347
80,4,0,0,0,10.0,20,10.0,26.75554332262288,7,32.0,5.273419892533773,17,5.294117647058823,24.999999999999993,11,25.0,0,3.8990000000000014,75540,23,20,1.0,765.1108664524576,False,0.19303805011512343,0,0.2,55598,804,0,0.0,8040.0,False,-0.06316980420503472,7,2.871000000000001,59199,877,0,0.0,23464.611493940265,False,-0.15511701947530634,10,4.674,63818,307,0,0.0,8213.951800045224,False,-0.1909262703382493,0,0.2,104606,0,16,0.0,399.9999999999999,False,0.0004677491718930477,0,0.47900000000000004,118337,22,12,1.0,416.0152376357429,False,0.13161896215830793,0.3333333333333333,477098,0.0,0.0,8,0,0,5,3,3.0,9,14,6,51.0,17.0,3,1,6,699,0.8299647439853288,85.9621426681988
81,6,0,0,0,10.0,20,10.0,27.06797866911184,16,30.5,5.547613178766951,12,8.083333333333334,24.999999999999993,15,25.0,0,3.8990000000000005,75918,24,14,1.0,618.9517013675658,False,0.1978295334655989,0,0.2,55508,813,0,0.0,8130.0,False,-0.06387692887897169,7,2.934000000000001,59108,877,0,0.0,23738.617292811086,False,-0.15456906584075164,5,4.714000000000001,63230,323,0,0.0,8742.957110123125,False,-0.19477953933032896,0,0.2,104606,0,16,0.0,399.9999999999999,False,0.0004677491718930477,3,0.5090000000000001,118525,24,10,1.0,383.1427162904067,False,0.13325669270927193,0.3333333333333333,476895,0.0,0.0,10,0,0,7,3,2.6,9,16,4,94.0,0.0,6,0,4,938,0.8538530070218258,86.81599567522062
82,4,0,0,0,10.0,20,10.0,27.29397456437232,17,29.58823529411765,5.660164192771992,19,6.315789473684211,24.999999999999993,10,25.0,3,3.929000000000001,76284,22,10,1.0,492.9397456437232,False,0.2025907456680264,0,0.2,55388,825,0,0.0,8250.0,False,-0.06481976177755429,8,3.0070000000000006,58956,879,0,0.0,23991.40364208327,False,-0.15487407602923456,11,4.819000000000002,62515,338,0,0.0,9225.363402757845,False,-0.2004230685687528,0,0.2,104606,0,16,0.0,399.9999999999999,False,0.0004677491718930477,0,0.506,118655,33,10,1.0,436.78541836147565,False,0.13475369387421118,0.3333333333333333,476404,0.0,0.0,10,0,0,5,4,3.3,9,14,6,64.0,0.0,4,0,6,653,0.8267657510004938,87.64276142622111
83,6,0,0,0,10.0,20,10.0,27.166970573210417,10,25.0,5.950908552235745,19,7.7368421052631575,24.999999999999996,9,25.0,0,3.926000000000001,76434,22,10,1.0,491.66970573210415,False,0.2049378492860564,0,0.2,55288,835,0,0.0,8350.0,False,-0.06560545585970647,8,3.079000000000001,58602,889,0,0.0,24151.43683958406,False,-0.15813757033861367,11,4.918000000000001,62286,338,0,0.0,9182.436053745121,False,-0.20340641271562326,0,0.2,104606,0,16,0.0,399.99999999999994,False,0.0004677491718930477,0,0.506,118733,42,11,1.0,524.9381591939012,False,0.13591902287767835,0.3333333333333333,475949,0.0,0.0,9,0,0,8,3,3.0,9,17,6,94.0,0.0,6,0,6,675,0.8706407629651949,88.51340218918631
84,6,0,0,0,10.0,20,10.0,27.166970573210417,0,,5.646562407118219,8,1.0,24.999999999999996,12,25.0,0,3.926000000000001,76364,19,20,1.0,733.3394114642083,False,0.20573666214733494,0,0.2,55158,848,0,0.0,8480.0,False,-0.0666268581665043,0,3.071000000000001,58602,889,0,0.0,24151.43683958406,False,-0.15813757033861367,8,4.987000000000002,62102,338,0,0.0,9182.436053745121,False,-0.20559808910983915,0,0.2,104606,0,16,0.0,399.99999999999994,False,0.0004677491718930477,1,0.516,118995,40,10,1.0,475.86249628472876,False,0.13818581334080177,0.3333333333333333,475827,0.0,0.0,7,0,0,6,2,1.1666666666666667,10,16,6,95.0,0.0,6,0,6,350,0.8718416509800591,89.38524384016637
85,6,0,0,0,10.0,20,10.0,26.95898277358785,29,25.79310344827586,5.28105110031951,10,1.0,25.0,11,25.0,9,4.016000000000001,76831,20,10,1.0,469.5898277358785,False,0.2110027800035818,0,0.2,55068,857,0,0.0,8570.0,False,-0.06733398284044124,0,3.071000000000001,58142,909,0,0.0,24505.715341191353,False,-0.16150680526722158,10,5.079000000000001,61584,347,0,0.0,9354.767022434984,False,-0.21074179299119178,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,1,0.5250000000000001,119230,40,10,1.0,461.2420440127804,False,0.14035931748719793,0.3333333333333333,475461,0.0,0.0,9,0,0,7,3,2.3181818181818183,10,17,6,97.0,0.0,6,0,6,920,2.8301608589827083,92.21540469914908
86,6,0,0,0,10.0,20,10.0,27.08278655381796,20,28.15,5.654800447312902,8,11.0,25.0,12,25.0,10,4.107,77085,21,10,1.0,480.8278655381796,False,0.21508240253887762,0,0.2,54978,866,0,0.0,8660.0,False,-0.0680411075143782,8,3.151000000000001,57763,920,0,0.0,24916.163629512524,False,-0.16357669896900365,0,5.069,61296,356,0,0.0,9641.472013159195,False,-0.21246473060748036,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,2,0.544,119382,38,10,1.0,464.8824169978903,False,0.14182766983112294,0.3333333333333333,475110,0.0,0.0,6,0,0,7,4,3.090909090909091,8,15,8,70.0,8.0,5,1,8,450,0.8272683459799737,93.04267304512905
87,8,0,0,0,10.0,20,10.0,26.992264579160924,42,26.61904761904762,5.33400800274673,13,2.6153846153846154,25.0,17,25.0,32,4.417000000000001,77210,20,10,1.0,469.9226457916092,False,0.21696095607806348,0,0.2,54868,877,0,0.0,8770.0,False,-0.06890537100474559,0,3.1430000000000002,57167,944,0,0.0,25480.697762727912,False,-0.16731366127446035,13,5.199000000000002,60454,374,0,0.0,10095.106952606186,False,-0.219792344899551,0,0.2,104606,0,16,0.0,400.0,False,0.0004677491718930477,7,0.6120000000000001,119557,41,10,1.0,468.69432811261595,False,0.14351639665183527,0.3333333333333333,473862,0.0,0.0,8,0,0,6,8,6.583333333333333,11,17,8,104.0,13.0,7,1,8,496,0.8965884060016833,93.93926145113073
88,8,0,0,0,10.0,20,10.0,27.066628374177416,9,28.666666666666668,5.429238949415373,22,5.909090909090909,25.000000000000004,13,25.0,0,4.385000000000001,77408,16,11,1.0,457.7329121159516,False,0.21997653062726638,0,0.2,54728,891,0,0.0,8910.0,False,-0.07000534271975864,8,3.2230000000000008,56991,947,0,0.0,25632.09707034601,False,-0.16850836725858206,14,5.326000000000001,59925,380,0,0.0,10285.318782187418,False,-0.22496058090032986,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,3,0.6350000000000001,119662,53,10,1.0,537.7496643190148,False,0.1448483140234973,0.3333333333333333,473320,0.0,0.0,10,0,0,7,4,3.4285714285714284,11,18,4,125.0,0.0,8,0,4,608,0.9020407729549333,94.84130222408567
89,4,0,0,0,10.0,20,10.0,26.953278959776014,7,24.0,5.778588629571961,8,11.0,25.000000000000004,13,25.0,0,4.385000000000001,77496,14,14,1.0,517.3459054368642,False,0.22182772797257042,0,0.2,54608,903,0,0.0,9030.0,False,-0.07094817561834124,8,3.295000000000001,56719,954,0,0.0,25713.428127626317,False,-0.17126385801971136,0,5.312000000000002,59925,380,0,0.0,10242.246004714885,False,-0.22521710695907943,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,3,0.6620000000000001,119809,51,10,1.0,544.70802010817,False,0.14628477342854496,0.3333333333333333,473163,0.0,0.0,9,0,0,5,2,2.0,10,15,6,63.0,0.0,4,0,6,618,0.8154175529489294,95.6567197770346
90,6,0,0,0,10.0,20,10.0,26.953278959776014,0,,5.862626022684951,12,6.666666666666667,25.000000000000004,10,25.0,0,4.385000000000001,77416,12,24,1.0,766.8786950346243,False,0.22253118180202572,0,0.2,54488,915,0,0.0,9150.0,False,-0.07189100851692386,6,3.347000000000001,56641,954,0,0.0,25713.428127626317,False,-0.17219293823030288,6,5.372000000000001,59787,380,0,0.0,10242.246004714885,False,-0.22686086425474133,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.6590000000000001,119979,53,10,1.0,560.7191792023025,False,0.14798399715151403,0.3333333333333333,472917,0.0,0.0,8,0,0,5,3,3.0,10,15,4,90.0,0.0,6,0,4,450,0.8428312290343456,96.49955100606894
91,4,0,0,0,10.0,20,10.0,26.989119445171703,10,27.6,6.159508901408542,7,11.0,25.000000000000004,9,25.0,0,4.385000000000001,77612,10,24,1.0,747.7388666841209,False,0.22546072210537818,0,0.2,54368,927,0,0.0,9270.0,False,-0.07283384141550646,7,3.411000000000001,56454,958,0,0.0,25855.57642847449,False,-0.17357376403462324,0,5.3660000000000005,59607,386,0,0.0,10417.800105836277,False,-0.227959358066106,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.6590000000000001,120127,50,11,1.0,582.9754450704272,False,0.14950301862916282,0.3333333333333333,472774,0.0,0.0,9,0,0,5,1,1.0,9,14,6,69.0,0.0,4,0,6,701,0.8220717689837329,97.32162277505267
92,6,0,0,0,10.0,20,10.0,27.199725962758045,9,31.0,5.7782764689051564,11,2.0,25.000000000000004,5,25.0,0,4.385000000000001,77801,9,25,1.0,769.9931490689511,False,0.2286054963156366,0,0.2,54258,938,0,0.0,9380.0,False,-0.07369810490587385,0,3.4040000000000012,56454,958,0,0.0,26057.337472322208,False,-0.17237214741214105,11,5.476000000000002,59056,395,0,0.0,10743.891755289427,False,-0.23258039071819434,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.6590000000000001,120230,51,16,1.0,694.692099914163,False,0.15101946456997697,0.3333333333333333,472405,0.0,0.0,7,0,0,7,2,2.0,10,17,6,74.0,17.0,5,1,6,604,0.8394848720054142,98.16110764705809
93,6,0,0,0,10.0,20,10.0,27.387093262257487,8,31.0,5.676175450773878,3,2.0,25.000000000000007,8,25.0,0,4.385000000000001,77969,7,27,1.0,809.4515180809522,False,0.23155545050190887,0,0.2,54138,950,0,0.0,9500.0,False,-0.07464093780445645,0,3.4040000000000012,56454,958,0,0.0,26236.83534524267,False,-0.17130312227384836,3,5.495,58742,403,0,0.0,11036.998584689767,False,-0.23457489467631226,0,0.2,104606,0,16,0.0,400.0000000000001,False,0.0004677491718930477,0,0.6590000000000001,120424,44,18,1.0,699.7517198340507,False,0.15289551877122318,0.3333333333333333,472333,0.0,0.0,8,0,0,6,1,1.0,10,16,4,91.0,0.0,6,0,4,648,0.8228103870060295,98.98391803406412
94,4,0,0,0,10.0,20,10.0,27.634545225102624,25,29.08,5.537666676140315,9,4.0,25.000000000000007,10,25.0,0,4.385000000000001,78576,9,12,1.0,421.61454270123147,False,0.23804656449527972,0,0.2,54058,958,0,0.0,9580.0,False,-0.07526949307017819,0,3.4040000000000012,56454,958,0,0.0,26473.894325648314,False,-0.1698912837646311,9,5.582000000000001,57835,428,0,0.0,11827.585356343923,False,-0.24066997786678468,0,0.2,104606,0,16,0.0,400.0000000000001,False,0.0004677491718930477,0,0.6590000000000001,120638,43,18,1.0,688.1196670740337,False,0.15488282247045082,0.3333333333333333,472167,0.0,0.0,11,0,0,6,1,1.0,7,13,6,47.0,18.0,3,1,6,1177,0.7992290669935755,99.7831471010577
95,6,0,0,0,10.0,20,10.0,27.760050515623014,18,28.833333333333332,5.511572134244341,5,5.0,25.000000000000004,8,25.0,6,4.445000000000001,78880,8,10,1.0,357.60050515623016,False,0.24232063001002732,0,0.2,53948,969,0,0.0,9690.0,False,-0.07613375656054558,0,3.4040000000000004,56310,964,0,0.0,26760.688697060585,False,-0.16989846405733752,5,5.623000000000001,57365,440,0,0.0,12214.422226874127,False,-0.24396441964126708,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.6590000000000001,120813,38,20,1.0,709.439741101285,False,0.15665511489018055,0.3333333333333333,471922,0.0,0.0,8,0,0,5,4,3.111111111111111,12,17,4,96.0,0.0,6,0,4,496,0.8333796850056387,100.61652678606333
96,4,0,0,0,10.0,20,10.0,27.764630377137014,37,27.783783783783782,5.586639874645997,12,6.166666666666667,25.000000000000004,8,25.0,27,4.7090000000000005,79087,8,10,1.0,357.6463037713701,False,0.24557376334714623,0,0.2,53848,979,0,0.0,9790.0,False,-0.07691945064269776,5,3.4540000000000006,55995,974,0,0.0,27042.749987331452,False,-0.17197066258110721,7,5.688000000000001,56432,467,0,0.0,12966.082386122986,False,-0.25060102921764904,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.6590000000000001,120939,40,22,1.0,773.46559498584,False,0.1581634907213162,0.3333333333333333,470907,0.0,0.0,9,0,0,4,6,6.0,11,15,4,59.0,0.0,4,0,4,670,0.7747217450523749,101.3912485311157
97,4,0,0,0,10.0,20,10.0,27.528450599169755,9,23.0,5.7485816291959875,9,7.444444444444445,25.000000000000004,9,25.0,0,4.682000000000001,79204,7,11,1.0,372.8129565908673,False,0.24753145099304563,0,0.2,53738,990,0,0.0,9900.0,False,-0.07778371413306515,5,3.499000000000001,55723,983,0,0.0,27060.46693898387,False,-0.1751050162053989,4,5.721000000000002,56348,467,0,0.0,12855.786429812275,False,-0.25225846040800753,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.6590000000000001,121097,39,23,1.0,799.1946835386436,False,0.15979454682521757,0.3333333333333333,470716,0.0,0.0,8,0,0,4,2,2.0,10,14,4,61.0,0.0,4,0,4,632,0.7721014359849505,102.16334996710066
98,4,0,0,0,10.0,20,10.0,27.169259477613505,75,26.386666666666667,5.956772171405372,8,8.375,25.000000000000004,12,25.0,64,5.322000000000002,78441,7,10,1.0,341.692594776135,False,0.2352972484582807,0,0.2,53638,1000,0,0.0,10000.0,False,-0.07856940821521732,5,3.5440000000000014,54369,1036,0,0.0,28147.35281880759,False,-0.18475979215518268,3,5.747000000000001,55598,489,0,0.0,13285.767884553004,False,-0.2586311081988172,0,0.2,104606,0,16,0.0,400.00000000000006,False,0.0004677491718930477,0,0.6590000000000001,121330,37,21,1.0,745.4005703419989,False,0.16176198521503096,0.3333333333333333,467982,0.0,0.0,9,0,0,4,11,10.916666666666666,11,15,4,60.0,0.0,4,0,4,750,0.794928299030289,102.95827826613095
