index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,3,0,0,0,10.000000000000002,20,10.0,3.8012345125112974,3,4.0,17.386930074707635,0,,43.99999999999999,20,44.0,0,2.7290000000000005,33291,310,0,0.0,3100.0000000000005,False,-0.20252237405296528,3,2.6960000000000006,33356,310,0,0.0,3100.0000000000005,False,-0.20103458536473712,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,0,5.114000000000001,45564,544,0,0.0,2067.871574806146,False,-0.30127551675808856,1,0.7320000000000002,102559,0,10,1.0,439.99999999999994,False,0.045564598168870804,0,0.35300000000000004,104230,55,11,1.0,1440.28115410892,False,0.0676514809466375,0.3333333333333333,386328,0.0,0.0,26,0,0,1,2,2.0,24,25,3,54.0,0.0,3,0,3,1036,1.0317522399127483,46.96577312424779
31,3,0,0,0,10.000000000000002,20,10.0,3.8012345125112974,0,,17.314924206780915,12,16.166666666666668,43.99999999999999,16,44.0,0,2.7290000000000005,33181,321,0,0.0,3210.0000000000005,False,-0.20378127217377373,0,2.693000000000001,33266,319,0,0.0,3190.0000000000005,False,-0.20206459291812584,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,12,5.234000000000002,45230,544,0,0.0,2067.871574806146,False,-0.3062837638715988,0,0.7310000000000001,102867,0,3,0.0,131.99999999999997,False,0.04713123092573754,0,0.35300000000000004,104432,57,12,1.0,1514.950679786512,False,0.07008621912404121,0.16666666666666666,386304,0.0,0.0,20,0,0,2,2,2.0,22,24,5,54.0,0.0,3,0,5,904,1.0578468888998032,48.02362001314759
32,5,0,0,0,10.000000000000002,20,10.0,3.756754888710914,4,2.0,17.2654136232522,4,15.0,44.0,20,44.0,4,2.7690000000000006,33033,327,0,0.0,3270.0000000000005,False,-0.20648218086932638,0,2.693000000000001,33126,333,0,0.0,3330.0000000000005,False,-0.20366682689006385,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,4,5.262000000000001,45126,548,0,0.0,2058.701679013581,False,-0.3079119682185216,7,0.8010000000000002,102898,0,0,0.0,0.0,False,0.04677517802644964,0,0.35300000000000004,104812,51,12,1.0,1408.5360947858621,False,0.07341066172322416,0.16666666666666666,386323,0.0,0.0,18,0,0,6,7,6.25,21,27,5,86.0,0.0,5,0,5,640,1.1315946830436587,49.15521469619125
33,5,0,0,0,10.000000000000002,20,10.0,3.709840723508011,4,2.0,17.313750801866234,41,17.51219512195122,43.99999999999999,20,44.0,0,2.7650000000000006,32903,340,0,0.0,3400.0000000000005,False,-0.20796996955755453,4,2.733000000000001,32968,340,0,0.0,3400.0000000000005,False,-0.20648218086932638,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,41,5.668000000000001,43175,552,0,0.0,2047.8320793764221,False,-0.33724822252679243,13,0.9240000000000002,102114,20,10,1.0,786.2750160373246,False,0.04279895735522538,0,0.35300000000000004,104922,52,15,1.0,1560.315041697044,False,0.07530170417953728,0.3333333333333333,383410,0.0,0.0,16,0,0,0,12,12.0,31,31,5,78.0,0.0,5,0,5,508,0.9731810335069895,50.12839572969824
34,5,0,0,0,10.000000000000002,20,10.0,3.548975252063291,14,2.0,17.313750801866234,0,,43.99999999999999,20,44.0,14,2.9050000000000007,32505,349,0,0.0,3490.0000000000005,False,-0.21604980658747053,0,2.7290000000000005,32858,351,0,0.0,3510.0000000000005,False,-0.2077410789901348,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,0,5.627000000000001,43147,566,0,0.0,2008.7199926678227,False,-0.33796131359523296,1,0.921,102546,10,10,1.0,613.1375080186623,False,0.046313008687785706,0,0.35300000000000004,105318,42,16,1.0,1431.1775336783817,False,0.07867333435238245,0.3333333333333333,383702,0.0,0.0,21,0,0,0,2,1.5,29,29,5,85.0,0.0,5,0,5,992,0.9976622732356191,51.12605800293386
35,5,0,0,0,10.0,20,10.0,3.548975252063291,0,,17.313750801866234,0,,43.99999999999999,20,44.0,0,2.891000000000001,32475,352,0,0.0,3520.0,False,-0.2163931424386001,0,2.7290000000000005,32688,368,0,0.0,3680.0,False,-0.2096866488132024,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,0,5.627000000000002,43147,566,0,0.0,2008.7199926678227,False,-0.33796131359523296,0,0.9200000000000002,102942,0,11,1.0,483.99999999999994,False,0.04968463886063072,0,0.35300000000000004,105802,32,15,1.0,1214.0400256597195,False,0.08249257388433225,0.3333333333333333,384382,0.0,0.0,23,0,0,0,0,0.0,25,25,4,82.0,0.0,5,0,4,1080,0.9897948382422328,52.11585284117609
36,4,0,0,0,10.0,20,10.0,3.8755305071339023,30,5.333333333333333,17.313750801866234,0,,43.999999999999986,20,44.0,14,3.0310000000000006,32108,361,0,0.0,3610.0,False,-0.223763418709515,16,2.8890000000000007,32167,379,0,0.0,3790.0,False,-0.2203529492549612,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,0,5.627000000000002,42987,596,0,0.0,2309.816182251806,False,-0.3381030425682126,0,0.9200000000000004,103294,0,3,0.0,131.99999999999994,False,0.051475076297049845,0,0.35300000000000004,106330,22,13,1.0,952.9025176410569,False,0.08653561809583443,0.16666666666666666,384214,0.0,0.0,21,0,0,0,5,5.0,27,27,4,60.0,0.0,4,0,4,1080,0.9025298161432147,53.01838265731931
37,4,0,0,0,10.0,20,10.0,3.9737988554354042,19,4.7368421052631575,17.301266457073297,41,17.24390243902439,43.999999999999986,20,44.0,0,3.0170000000000012,32038,368,0,0.0,3680.0,False,-0.22456453569548399,19,3.063000000000001,31601,392,0,0.0,3920.0,False,-0.23182036668268902,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,41,6.037000000000001,40903,615,0,0.0,2443.8862960927736,False,-0.36834693135333046,7,0.9900000000000002,102792,21,10,1.0,803.3265955985391,False,0.04978294300914822,0,0.35300000000000004,106601,22,13,1.0,952.6278620556122,False,0.08929108780292783,0.3333333333333333,381263,0.0,0.0,21,0,0,0,12,12.0,27,27,4,61.0,0.0,4,0,4,772,0.9245573356747627,53.94293999299407
38,4,0,0,0,10.0,20,10.0,3.9219842734815944,3,1.3333333333333333,17.195471353976664,35,16.571428571428573,43.999999999999986,20,44.0,1,3.027000000000001,31926,377,0,0.0,3770.0,False,-0.22609810249719609,2,3.0640000000000005,31445,403,0,0.0,4030.0,False,-0.23413216141362814,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,35,6.346,39317,618,0,0.0,2423.7862810116253,False,-0.3922793051356154,0,0.9830000000000003,102848,31,11,1.0,1017.0596119732763,False,0.05143977422163411,0,0.35300000000000004,106845,27,12,1.0,992.2777265573698,False,0.09197496300385233,0.3333333333333333,379709,0.0,0.0,20,0,0,1,7,7.0,27,28,5,58.0,0.0,4,0,5,1080,0.9161717686802149,54.859111761674285
39,5,0,0,0,10.0,20,10.0,3.671280171358992,35,2.6857142857142855,17.163350258399106,6,16.0,43.99999999999999,20,44.0,12,3.146000000000001,31559,387,0,0.0,3870.0,False,-0.23335393348440112,23,3.2920000000000007,30709,413,0,0.0,4130.0,False,-0.24983405433862071,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,6,6.371000000000003,39085,653,0,0.0,2397.345951897422,False,-0.3959563206485423,0,0.9830000000000003,103288,21,11,1.0,844.4303554263811,False,0.05503779427989008,0,0.35300000000000004,107189,23,12,1.0,922.7570559431794,False,0.09512083955210168,0.3333333333333333,379158,0.0,0.0,28,0,0,1,5,5.0,29,30,3,86.0,0.0,5,0,3,1080,0.9326683366671205,55.791780098341405
40,3,0,0,0,9.999999999999998,20,10.0,3.6231403288349173,12,3.0,17.142111055055384,23,16.956521739130434,43.99999999999999,20,44.0,12,3.2540000000000004,31207,397,0,0.0,3969.999999999999,False,-0.24026642862047656,0,3.2690000000000006,30609,423,0,0.0,4229.999999999999,False,-0.2509785071757193,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,23,6.5950000000000015,38218,665,0,0.0,2409.38831867522,False,-0.40886648434041667,0,0.9830000000000001,103640,11,13,1.0,760.5632216056091,False,0.05819208149341613,0,0.35300000000000004,107327,36,10,1.0,1057.1159979819938,False,0.09720811799583931,0.3333333333333333,378329,0.0,0.0,22,0,0,0,5,5.0,24,24,3,54.0,0.0,3,0,3,1080,0.8999749962240458,56.69175509456545
41,3,0,0,0,9.999999999999998,20,10.0,3.4942321335575652,15,2.2,17.10529282579559,23,16.782608695652176,43.99999999999999,18,44.0,12,3.3620000000000005,30851,405,0,0.0,4049.999999999999,False,-0.2474993705509396,3,3.2990000000000004,30438,435,0,0.0,4349.999999999999,False,-0.25351919247407817,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,23,6.802000000000002,37377,680,0,0.0,2376.0778508191443,False,-0.42172681173474924,0,0.9830000000000001,103992,1,15,1.0,677.1052928257955,False,0.06134845011610267,0,0.35300000000000004,107381,49,10,1.0,1278.1593484639839,False,0.09888178712341805,0.3333333333333333,377367,0.0,0.0,19,0,0,0,5,5.0,27,27,3,54.0,0.0,3,0,3,992,0.904366297647357,57.59612139221281
42,3,0,0,0,9.999999999999998,20,10.0,3.4942321335575652,0,,16.946228358362053,53,16.339622641509433,43.99999999999999,18,44.0,0,3.350000000000001,30751,415,0,0.0,4149.999999999999,False,-0.24864382338803817,0,3.296000000000001,30338,445,0,0.0,4449.999999999999,False,-0.25466364531117675,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,53,7.309000000000001,34142,680,0,0.0,2376.0778508191443,False,-0.47023483392698195,0,0.9830000000000001,104184,1,17,1.0,764.946228358362,False,0.06374845487466109,0,0.35300000000000004,107115,82,10,1.0,1829.5907253856883,False,0.09898062423899136,0.3333333333333333,373858,0.0,0.0,24,0,0,1,8,8.0,22,23,3,54.0,0.0,3,0,3,992,1.0060472702607512,58.60216866247356
43,3,0,0,0,9.999999999999998,20,10.0,3.504211810114791,3,4.0,16.84606277141051,13,15.076923076923077,44.0,20,44.0,3,3.380000000000001,30601,424,0,0.0,4239.999999999999,False,-0.2510471743459452,0,3.2960000000000003,30228,456,0,0.0,4559.999999999999,False,-0.25592254343198517,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,13,7.386000000000002,33749,683,0,0.0,2393.376666308402,False,-0.47599807567620034,0,0.9830000000000003,104668,0,7,0.1,308.0,False,0.06634791454730417,0,0.35300000000000004,107315,85,11,1.0,1915.9153355698932,False,0.10145429977400752,0.18333333333333335,373889,0.0,0.0,23,0,0,1,3,3.0,29,30,3,54.0,0.0,3,0,3,1080,0.7820222703740001,59.38419093284756
44,3,0,0,0,9.999999999999998,20,10.0,3.504211810114791,0,,16.857786500493543,18,17.0,44.00000000000001,20,44.0,0,3.377000000000001,30521,432,0,0.0,4319.999999999999,False,-0.25196273661562407,0,3.2960000000000003,30108,468,0,0.0,4679.999999999999,False,-0.25729588683650345,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,18,7.553000000000001,33219,683,0,0.0,2393.376666308402,False,-0.48394529414973464,4,1.0230000000000004,104718,2,10,1.0,473.71557300098715,False,0.06769946883520338,0,0.35300000000000004,107621,81,12,1.0,1893.4807065399768,False,0.10445310634048813,0.3333333333333333,373515,0.0,0.0,22,0,0,0,5,4.666666666666666,25,25,3,54.0,0.0,3,0,3,860,0.7517976006492972,60.13598853349686
45,3,0,0,0,10.0,20,10.0,3.504211810114791,0,,16.944703557563205,45,17.355555555555554,44.00000000000001,20,44.0,0,3.377000000000001,30391,445,0,0.0,4450.0,False,-0.2534505253038522,0,3.2960000000000003,30038,475,0,0.0,4750.0,False,-0.25809700382247247,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,45,7.985000000000002,30878,683,0,0.0,2393.376666308402,False,-0.519048008199817,0,1.0190000000000001,104978,2,10,1.0,473.88940711512646,False,0.07034531743191819,0,0.35300000000000004,107460,106,12,1.0,2324.1385771017,False,0.10500579133825887,0.3333333333333333,371073,0.0,0.0,23,0,0,0,6,6.0,29,29,3,54.0,0.0,3,0,3,1080,0.7500877575948834,60.88607629109174
46,3,0,0,0,10.0,20,10.0,3.504211810114791,0,,17.05815285783813,29,17.96551724137931,44.0,20,44.0,0,3.377000000000001,30281,456,0,0.0,4560.0,False,-0.2547094234246607,0,3.2960000000000003,29948,484,0,0.0,4840.0,False,-0.2591270113758612,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,29,8.23,29743,683,0,0.0,2393.376666308402,False,-0.5360670515346498,0,1.0190000000000001,105166,6,10,1.0,542.3489171470288,False,0.07260604739138875,0,0.35300000000000004,107631,111,12,1.0,2421.454967220033,False,0.10724036097263491,0.3333333333333333,370097,0.0,0.0,24,0,0,1,5,5.0,25,26,2,54.0,0.0,3,0,2,1080,0.7309675067663193,61.61704379785806
47,2,0,0,0,10.0,20,10.0,3.504211810114791,0,,17.034649309924824,15,16.666666666666668,44.00000000000001,20,44.0,0,3.3770000000000007,30191,465,0,0.0,4650.0,False,-0.2557394309780494,0,3.296000000000001,29838,495,0,0.0,4950.0,False,-0.2603859094966696,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,15,8.351,29278,683,0,0.0,2393.376666308402,False,-0.5430396111387884,0,1.0190000000000001,105348,6,12,1.0,630.207895859549,False,0.07490441452624391,0,0.35300000000000004,108079,106,10,1.0,2245.6728268520314,False,0.11090372750179063,0.3333333333333333,370062,0.0,0.0,26,0,0,0,3,3.0,25,25,2,36.0,0.0,2,0,2,1080,0.7148244539275765,62.331868251785636
48,2,0,0,0,10.0,20,10.0,3.504211810114791,0,,17.034649309924824,0,,44.00000000000001,20,44.0,0,3.377000000000001,30041,480,0,0.0,4800.0,False,-0.25745611023369724,0,3.296000000000001,29788,500,0,0.0,5000.0,False,-0.26095813591521894,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,0,8.336,29278,683,0,0.0,2393.376666308402,False,-0.5430396111387884,0,1.0190000000000001,105744,0,9,0.6,396.00000000000006,False,0.07774160732451678,1,0.36300000000000004,108511,96,10,1.0,2075.3263337527833,False,0.11443197524797953,0.26666666666666666,370690,0.0,0.0,22,0,0,1,1,1.0,26,27,2,36.0,0.0,2,0,2,1036,0.7007374977692962,63.03260574955493
49,2,0,0,0,10.0,20,10.0,3.504211810114791,0,,17.03317400720446,10,17.0,44.0,16,44.0,0,3.3770000000000007,29931,491,0,0.0,4910.0,False,-0.2587150083545057,0,3.296000000000001,29698,509,0,0.0,5090.0,False,-0.26198814346860766,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,10,8.436000000000002,29013,683,0,0.0,2393.376666308402,False,-0.5470132203755554,0,1.0190000000000001,106050,0,5,0.5,220.0,False,0.07995930824008138,0,0.3620000000000001,108739,91,13,1.0,2122.018834655606,False,0.11698890556793291,0.25,370759,0.0,0.0,21,0,0,1,2,2.0,25,26,2,36.0,0.0,2,0,2,904,0.7106592878699303,63.74326503742486
50,2,0,0,0,10.0,20,10.0,3.504211810114791,0,,16.986503484213905,10,16.0,44.0,0,,0,3.3770000000000007,29831,501,0,0.0,5010.0,False,-0.2598594611916043,0,3.296000000000001,29598,519,0,0.0,5190.0,False,-0.26313259630570623,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,10,8.526000000000002,28738,683,0,0.0,2393.376666308402,False,-0.5511367771306912,0,1.0190000000000001,105970,0,10,0.5,440.0,False,0.080264496439471,0,0.36200000000000004,108659,86,23,1.0,2472.839299642396,False,0.11795950813653303,0.25,370124,0.0,0.0,12,0,0,0,2,2.0,24,24,2,36.0,0.0,2,0,2,200,0.7164396559819579,64.45970469340682
51,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,16.987148514373615,10,17.0,44.0,0,,0,3.3770000000000007,29721,512,0,0.0,5120.000000000001,False,-0.26111835931241273,0,3.2960000000000003,29508,528,0,0.0,5280.000000000001,False,-0.26416260385909496,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,10,8.616,28473,683,0,0.0,2393.376666308402,False,-0.5551103863674584,0,1.0190000000000001,105880,0,15,0.5,660.0,False,0.0804679552390641,0,0.3620000000000001,108579,81,33,1.0,2827.9590296642627,False,0.1189519787877124,0.25,369489,0.0,0.0,9,0,0,3,2,2.0,22,25,2,36.0,0.0,2,0,2,200,0.7160988328978419,65.17580352630466
52,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,16.988382367523492,20,17.0,44.0,0,,0,3.377000000000001,29661,518,0,0.0,5180.000000000001,False,-0.2618050310146719,0,3.2960000000000003,29368,542,0,0.0,5420.000000000001,False,-0.265764837831033,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,20,8.806000000000001,27778,683,0,0.0,2393.376666308402,False,-0.565531738894074,0,1.0190000000000001,105710,0,25,1.0,1100.0,False,0.0809766022380468,0,0.36200000000000004,108409,81,43,1.0,3268.058971769403,False,0.11946113413921368,0.3333333333333333,368254,0.0,0.0,12,0,0,6,4,4.0,21,27,2,36.0,0.0,2,0,2,200,0.7059037806466222,65.88170730695128
53,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,16.98897065211005,10,17.0,44.0,0,,0,3.377000000000001,29571,527,0,0.0,5270.000000000001,False,-0.2628350385680606,0,3.2960000000000003,29258,553,0,0.0,5530.000000000001,False,-0.2670237359518414,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,10,8.886,27513,683,0,0.0,2393.376666308402,False,-0.5695053481308411,0,1.0190000000000001,105620,0,30,0.5,1320.0,False,0.08118006103763988,0,0.3620000000000001,108329,76,53,1.0,3623.1617695603636,False,0.12045351866510867,0.25,367619,0.0,0.0,10,0,0,11,2,2.0,14,25,2,36.0,0.0,2,0,2,200,0.7229456938803196,66.6046530008316
54,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,17.042824753733832,10,18.0,44.0,0,,0,3.377000000000001,29431,541,0,0.0,5410.000000000001,False,-0.2644372725399986,0,3.2960000000000003,29198,559,0,0.0,5590.000000000001,False,-0.2677104076541006,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,10,8.976,27258,683,0,0.0,2393.376666308402,False,-0.5733290098492397,0,1.0190000000000001,105530,0,35,0.5,1540.0,False,0.08138351983723296,0,0.36200000000000004,108239,71,63,1.0,3982.040557515102,False,0.12136338025185711,0.25,366984,0.0,0.0,11,0,0,12,2,2.0,13,25,2,36.0,0.0,2,0,2,200,0.7157680476084352,67.32042104844004
55,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,17.040431793299003,10,17.0,44.0,0,,0,3.3770000000000007,29371,547,0,0.0,5470.000000000001,False,-0.26512394424225777,0,3.296000000000001,29058,573,0,0.0,5730.000000000001,False,-0.2693126416260386,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,10,9.066,26993,683,0,0.0,2393.376666308402,False,-0.5773026190860068,0,1.0190000000000001,105530,0,35,0.0,1540.0,False,0.08138351983723296,0,0.3620000000000001,108069,71,73,1.0,4421.870657324229,False,0.12187116305861768,0.16666666666666666,366349,0.0,0.0,11,0,0,13,2,2.0,14,27,2,36.0,0.0,2,0,2,200,0.7044431855902076,68.02486423403025
56,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,17.096525487161124,10,18.0,44.0,0,,0,3.377000000000001,29261,558,0,0.0,5580.000000000001,False,-0.2663828423630662,0,3.296000000000001,28968,582,0,0.0,5820.000000000001,False,-0.2703426491794273,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,10,9.156000000000002,26738,683,0,0.0,2393.376666308402,False,-0.5811262808044054,0,1.0190000000000001,105440,0,40,0.5,1760.0,False,0.08158697863682604,0,0.36200000000000004,107979,66,83,1.0,4780.370682152634,False,0.12277909807809069,0.25,365714,0.0,0.0,11,0,0,12,2,2.0,12,24,2,36.0,0.0,2,0,2,200,0.6994382068514824,68.72430244088173
57,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,17.11754906904691,15,17.333333333333332,44.0,0,,0,3.3770000000000007,29171,567,0,0.0,5670.000000000001,False,-0.2674128499164549,0,3.296000000000001,28858,593,0,0.0,5930.000000000001,False,-0.2716015473002358,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,15,9.296000000000003,26283,683,0,0.0,2393.376666308402,False,-0.5879488928901754,0,1.0190000000000001,105270,0,50,1.0,2200.0,False,0.08209562563580874,0,0.3620000000000001,107889,61,93,1.0,5136.170493211861,False,0.12367329854126073,0.3333333333333333,364799,0.0,0.0,11,0,0,11,3,3.0,14,25,2,36.0,0.0,2,0,2,200,0.7083719996735454,69.43267444055527
58,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,17.145641354788545,5,18.0,44.0,0,,0,3.3770000000000007,29111,573,0,0.0,5730.000000000001,False,-0.2680995216187141,0,3.296000000000001,28718,607,0,0.0,6070.000000000001,False,-0.27320378127217376,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,5,9.331000000000001,26178,683,0,0.0,2393.376666308402,False,-0.5895233418330453,0,1.0190000000000001,105270,0,50,0.0,2200.0,False,0.08209562563580874,0,0.36200000000000004,107799,56,103,1.0,5492.155915868158,False,0.12456844311224897,0.16666666666666666,364404,0.0,0.0,11,0,0,13,1,1.0,12,25,2,36.0,0.0,2,0,2,200,0.7025190237909555,70.13519346434623
59,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,17.20208810424263,10,18.0,44.0,0,,0,3.3770000000000007,29051,579,0,0.0,5790.000000000001,False,-0.26878619332097325,0,3.2960000000000003,28578,621,0,0.0,6210.000000000001,False,-0.2748060152441118,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,10,9.426,25923,683,0,0.0,2393.376666308402,False,-0.5933470035514439,0,1.0190000000000001,105180,0,55,0.5,2420.0,False,0.08229908443540183,0,0.3620000000000001,107709,51,113,1.0,5849.306493316374,False,0.1254695142081199,0.25,363769,0.0,0.0,12,0,0,12,2,2.0,14,26,2,36.0,0.0,2,0,2,200,0.7083914475515485,70.84358491189778
60,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,17.188267365565935,10,17.0,44.0,0,,0,3.377000000000001,28921,592,0,0.0,5920.000000000001,False,-0.2702739820092014,0,3.2960000000000003,28508,628,0,0.0,6280.000000000001,False,-0.2756071322300808,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,10,9.516000000000002,25658,683,0,0.0,2393.376666308402,False,-0.597320612788211,0,1.0190000000000001,105010,0,65,1.0,2860.0,False,0.08280773143438454,0,0.36200000000000004,107709,41,123,1.0,6116.718961988203,False,0.12682969970492472,0.3333333333333333,363134,0.0,0.0,11,0,0,13,2,2.0,14,27,2,36.0,0.0,2,0,2,200,0.706222333945334,71.54980724584311
61,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,17.188267365565935,0,,44.0,0,,0,3.377000000000001,28831,601,0,0.0,6010.000000000001,False,-0.2713039895625901,0,3.2960000000000003,28398,639,0,0.0,6390.000000000001,False,-0.27686603035088925,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,0,9.506,25658,683,0,0.0,2393.376666308402,False,-0.597320612788211,0,1.0190000000000001,105010,0,65,0.0,2860.0,False,0.08280773143438454,0,0.3620000000000001,107709,31,133,1.0,6384.836288332544,False,0.12819347043912782,0.16666666666666666,362934,0.0,0.0,12,0,0,13,0,0.0,13,26,2,36.0,0.0,2,0,2,200,0.702642822638154,72.25245006848127
62,2,0,0,0,10.000000000000002,20,10.0,3.504211810114791,0,,17.203110523764526,15,17.333333333333332,44.0,0,,0,3.377000000000001,28771,607,0,0.0,6070.000000000001,False,-0.2719906612648493,0,3.2960000000000003,28258,653,0,0.0,6530.000000000001,False,-0.27846826432282723,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,15,9.656,25203,683,0,0.0,2393.376666308402,False,-0.6041432248739811,0,1.0190000000000001,104920,0,70,0.5,3080.0,False,0.08301119023397761,0,0.36200000000000004,107539,31,143,1.0,6825.2964262367,False,0.12870445791575122,0.25,362019,0.0,0.0,11,0,0,11,3,3.0,14,25,2,36.0,0.0,2,0,2,200,0.6998733291402459,72.95232339762151
63,2,0,0,0,10.0,20,10.0,3.504211810114791,0,,17.148348608136484,15,16.666666666666668,44.0,0,,0,3.3770000000000007,28631,621,0,0.0,6210.0,False,-0.2735928952367873,0,3.296000000000001,28198,659,0,0.0,6590.0,False,-0.2791549360250864,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,15,9.791000000000002,24738,683,0,0.0,2393.376666308402,False,-0.6111157844781195,0,1.0190000000000001,104840,0,75,0.5,3300.0,False,0.08331637843336724,0,0.3620000000000001,107369,31,153,1.0,7263.598806852231,False,0.12920447002468077,0.25,361104,0.0,0.0,13,0,0,11,3,3.0,14,25,2,36.0,0.0,2,0,2,200,0.7028538323938847,73.6551772300154
64,2,0,0,0,10.0,20,10.0,3.504211810114791,0,,17.148348608136484,0,,44.0,0,,0,3.377000000000001,28511,633,0,0.0,6330.0,False,-0.2749662386413056,0,3.296000000000001,28118,667,0,0.0,6670.0,False,-0.28007049829476527,0,0.2,67328,0,0,0.0,0.0,False,0.00956665167191483,0,9.776000000000003,24738,683,0,0.0,2393.376666308402,False,-0.6111157844781195,0,1.0190000000000001,104840,0,75,0.0,3300.0,False,0.08331637843336724,0,0.36200000000000004,107369,21,163,1.0,7532.115320770866,False,0.1305702712145008,0.16666666666666666,360904,0.0,0.0,14,0,0,10,0,0.0,17,27,2,36.0,0.0,2,0,2,200,0.7052389290183783,74.36041615903378
