index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
78,17,0,0,0,10.0,20,10.0,9.600960983465347,20,10.0,39.279673236982575,0,,37.000000000000014,10,37.0,5,6.9730000000000025,25637,785,0,0.0,7850.0,False,-0.3438977295425794,15,6.218000000000002,26818,795,0,0.0,7950.0,False,-0.31657678052244936,0,0.2,64572,633,495,1.0,25520.84655483994,False,0.13164983723688778,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,3.4580000000000015,94139,0,15,0.0,555.0000000000002,False,-0.05466278184949337,10,6.996000000000003,84003,163,0,0.0,6402.586737628159,False,-0.12687439055614885,0.16666666666666666,363969,0.0,0.0,9,0,0,7,8,8.0,16,23,13,144.0,132.0,8,9,13,200,0.8550928310141899,86.4067666681367
79,13,0,0,0,10.0,20,10.0,9.606338006577028,15,9.666666666666666,39.279673236982575,0,,37.00000000000001,18,37.0,0,6.968000000000001,25567,792,0,0.0,7920.0,False,-0.34467452338149457,15,6.353000000000001,26438,808,0,0.0,8080.0,False,-0.3235679250726857,0,0.2,64427,638,505,1.0,25965.078632872344,False,0.13277832059874992,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,3.4580000000000015,94472,0,6,0.0,222.00000000000006,False,-0.0529957146862109,9,7.076000000000001,83884,163,0,0.0,6402.586737628159,False,-0.12806586798816455,0.16666666666666666,363588,0.0,0.0,13,0,0,7,7,7.0,13,20,13,108.0,111.0,6,7,13,533,0.7474103880231269,87.15417705615982
80,13,0,0,0,10.0,20,10.0,9.639149345693694,15,10.0,39.33988941141386,5,40.0,37.00000000000001,7,37.0,5,7.018000000000001,25407,802,0,0.0,8020.0,False,-0.34711587544665645,10,6.438000000000001,26198,818,0,0.0,8180.0,False,-0.3277848059125108,0,0.2,64477,643,510,1.0,26261.31662910211,False,0.1356775098710936,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,3.4580000000000015,94472,0,6,0.0,222.00000000000006,False,-0.0529957146862109,7,7.137000000000002,83611,168,0,0.0,6609.101421117528,False,-0.12976540199288358,0.16666666666666666,362965,0.0,0.0,7,0,0,2,5,5.0,21,23,16,108.0,111.0,6,7,16,400,0.7548940239939839,87.90907108015381
81,16,0,0,0,10.0,20,10.0,9.623855647693738,20,9.5,39.59997025201177,10,41.0,37.0,20,37.0,5,7.0630000000000015,25217,815,0,0.0,8150.0,False,-0.34989013915706774,15,6.578000000000001,25873,825,0,0.0,8250.0,False,-0.33422109772066494,0,0.2,64697,653,510,1.0,26480.362566470016,False,0.14049960903820843,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,6,3.5180000000000016,94425,0,5,0.5,185.0,False,-0.05365152789458929,8,7.210000000000002,83309,173,0,0.0,6850.794853598037,False,-0.13157918392007076,0.25,362321,0.0,0.0,13,0,0,8,11,11.0,17,25,18,144.0,129.0,8,8,18,832,0.8731350779999048,88.78220615815371
82,18,0,0,0,10.0,20,10.0,9.627447727202801,15,9.666666666666666,39.712066784614436,5,41.0,37.0,15,37.0,5,7.108000000000002,25067,824,0,0.0,8240.0,False,-0.35222052067381315,10,6.663000000000002,25618,836,0,0.0,8360.0,False,-0.33865991965732295,0,0.2,64757,658,515,1.0,26786.574998575874,False,0.14361811489241302,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,3.5120000000000013,94610,0,0,0.0,0.0,False,-0.052725379470543475,10,7.302000000000002,82963,178,0,0.0,7068.7478876613695,False,-0.13395236148994072,0.16666666666666666,361815,0.0,0.0,12,0,0,5,7,7.0,20,25,21,162.0,147.0,9,9,21,590,0.9412763359723613,89.72348249412607
83,21,0,0,0,10.0,20,10.0,9.668637547665885,20,10.0,39.817285351385436,5,41.0,37.0,20,37.0,20,7.303000000000003,24567,837,0,0.0,8370.0,False,-0.36187495838604433,0,6.653000000000002,25548,843,0,0.0,8430.0,False,-0.3394367134962381,0,0.2,64762,668,520,1.0,27163.63826456124,False,0.1464501746119267,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,11,3.622000000000001,94446,0,0,0.0,0.0,False,-0.05436741559533822,9,7.382000000000002,82648,183,0,0.0,7286.563219303534,False,-0.13601584354948373,0.16666666666666666,360771,0.0,0.0,10,0,0,3,12,12.0,22,25,24,180.0,168.0,10,11,24,405,1.4576401519589126,91.18112264608499
84,24,0,0,0,10.0,20,10.0,9.67753906616999,20,9.75,39.9157096069288,5,41.0,37.0,16,37.0,15,7.4330000000000025,24237,845,0,0.0,8450.0,False,-0.36831125019419847,5,6.703000000000002,25368,855,0,0.0,8550.0,False,-0.3421000066582329,0,0.2,64772,678,525,1.0,27517.11903050087,False,0.1491828540630186,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,3.611000000000001,94241,0,5,0.5,185.0,False,-0.055493812327285834,16,7.533000000000002,82344,183,0,0.0,7304.57485806797,False,-0.13896944782496312,0.25,359762,0.0,0.0,8,0,0,8,10,10.0,20,28,23,223.0,183.0,13,11,23,405,1.1514529500273056,92.33257559611229
85,23,0,0,0,10.0,20,10.0,9.667310998240328,25,9.6,39.9157096069288,0,,37.00000000000001,9,37.0,10,7.5180000000000025,23987,856,0,0.0,8560.0,False,-0.37263910158244,15,6.8480000000000025,25023,864,0,0.0,8640.0,False,-0.34875823956321994,0,0.2,64532,693,535,1.0,28054.351161487455,False,0.14960160941149217,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,3.611000000000001,94241,0,5,0.0,185.00000000000003,False,-0.055493812327285834,9,7.607000000000002,82230,183,0,0.0,7304.57485806797,False,-0.14011086318000338,0.16666666666666666,358813,0.0,0.0,8,0,0,7,8,8.0,21,28,23,198.0,186.0,11,12,23,200,1.334808306011837,93.66738390212413
86,23,0,0,0,10.0,20,10.0,9.667258916363577,15,9.666666666666666,39.9157096069288,0,,37.000000000000014,9,37.0,10,7.608000000000002,23742,866,0,0.0,8660.0,False,-0.37696695297068156,5,6.883000000000002,24863,874,0,0.0,8740.0,False,-0.3511995916283818,0,0.2,64387,698,545,1.0,28501.808459397973,False,0.15075369102228683,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,3.611000000000001,94241,0,5,0.0,185.00000000000006,False,-0.055493812327285834,9,7.688000000000002,82118,183,0,0.0,7304.57485806797,False,-0.14123225370425346,0.16666666666666666,358151,0.0,0.0,8,0,0,9,6,6.0,17,26,20,187.0,171.0,11,12,20,200,1.251651587022934,94.91903548914706
87,20,0,0,0,10.0,20,10.0,9.64937173667632,20,9.5,39.9157096069288,0,,37.00000000000001,20,37.0,5,7.6480000000000015,23577,876,0,0.0,8760.0,False,-0.37951927558425996,15,7.028000000000001,24513,884,0,0.0,8840.0,False,-0.35785782453336884,0,0.2,64197,708,555,1.0,28984.974021412316,False,0.15150853153105476,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,6,3.671000000000001,94367,0,0,0.0,0.0,False,-0.05515839641155032,9,7.769000000000003,81999,183,0,0.0,7304.57485806797,False,-0.14242373113626916,0.16666666666666666,357453,0.0,0.0,10,0,0,8,11,11.0,18,26,14,162.0,153.0,9,11,14,385,1.1214611159521155,96.04049660509918
88,14,0,0,0,10.0,20,10.0,9.650786926619485,15,9.666666666666666,39.9157096069288,0,,37.00000000000001,20,37.0,5,7.693000000000001,23387,889,0,0.0,8890.0,False,-0.3822935392946712,10,7.113000000000001,24298,891,0,0.0,8910.0,False,-0.36185276427636104,0,0.2,64052,713,565,1.0,29433.387006594465,False,0.1526676057026637,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,6,3.725000000000001,94307,0,0,0.0,0.0,False,-0.05575914133525572,14,7.900000000000003,81758,183,0,0.0,7304.57485806797,False,-0.14483672324648583,0.16666666666666666,356602,0.0,0.0,7,0,0,3,11,11.0,19,22,11,108.0,114.0,6,8,11,200,0.9031966740149073,96.94369327911409
89,11,0,0,0,10.0,20,10.0,9.661513679791614,20,9.75,39.92284388458345,5,40.0,37.00000000000001,20,37.0,20,7.888000000000001,22922,898,0,0.0,8980.0,False,-0.391615065361653,0,7.103000000000001,24188,902,0,0.0,9020.0,False,-0.363073440308942,0,0.2,64057,723,570,1.0,29741.2954047019,False,0.1549936739398114,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,9,3.809000000000001,93988,0,5,0.5,185.00000000000003,False,-0.05802695342224358,11,7.996000000000003,81601,183,0,0.0,7305.880430878771,False,-0.14640213649485972,0.25,355556,0.0,0.0,10,0,0,1,12,12.0,21,22,13,90.0,93.0,5,6,13,400,0.7874982430366799,97.73119152215077
90,13,0,0,0,10.0,20,10.0,9.661939583463827,15,9.666666666666666,40.0933695376944,10,41.0,37.0,20,37.0,0,7.868000000000002,22832,907,0,0.0,9070.0,False,-0.39261380029740106,15,7.253000000000002,23828,913,0,0.0,9130.0,False,-0.3698426437623455,0,0.2,64322,728,570,1.0,29887.112653247474,False,0.15993848522921658,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,4,3.8400000000000007,93729,0,10,1.0,370.0,False,-0.05969402058552605,11,8.095,81439,183,0,0.0,7337.086625398075,False,-0.1478679230976507,0.3333333333333333,354950,0.0,0.0,11,0,0,2,9,8.5,21,23,16,108.0,111.0,6,7,16,758,0.7680293910088949,98.49922091315966
91,16,0,0,0,10.0,20,10.0,9.690374176302235,15,10.0,40.16666206804598,5,41.0,37.0,20,37.0,0,7.868000000000002,22702,920,0,0.0,9200.0,False,-0.3940564174268149,15,7.388000000000003,23513,920,0,0.0,9200.0,False,-0.3760569944736667,0,0.2,64377,733,575,1.0,30198.874960355977,False,0.16302443046385495,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,3.836000000000001,94099,0,0,0.0,0.0,False,-0.05784172373743442,10,8.184000000000001,81096,188,0,0.0,7551.332468792644,False,-0.1502296223877976,0.16666666666666666,354587,0.0,0.0,14,0,0,6,7,7.0,17,23,18,162.0,126.0,9,7,18,775,0.8877433210145682,99.38696423417423
92,18,0,0,0,10.0,20,10.0,9.705148368285988,25,9.8,40.23534552322271,5,41.0,37.00000000000001,20,37.0,20,8.068000000000001,22242,929,0,0.0,9290.0,False,-0.4032669729453803,5,7.423000000000003,23338,931,0,0.0,9310.0,False,-0.3787202876356615,0,0.2,64337,748,580,1.0,30595.951382947092,False,0.16534441131282995,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,12,3.9560000000000013,93729,0,5,0.5,185.00000000000003,False,-0.060620169009571866,8,8.254000000000001,80997,188,0,0.0,7564.24495836587,False,-0.15115620890721565,0.25,353443,0.0,0.0,10,0,0,5,13,13.0,20,25,21,162.0,147.0,9,9,21,405,0.9560361530166119,100.34300038719084
93,21,0,0,0,10.0,20,10.0,9.693554921597661,10,9.5,40.29949589250945,5,41.0,37.00000000000001,20,37.0,5,8.098000000000003,22112,936,0,0.0,9360.0,False,-0.40537541336529287,5,7.468000000000003,23143,944,0,0.0,9440.0,False,-0.3816055218944892,0,0.2,64447,748,585,1.0,30825.984178473078,False,0.16863720570762897,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,6,4.004000000000001,93649,0,5,0.5,185.00000000000003,False,-0.061421162241179064,9,8.336000000000002,80879,188,0,0.0,7576.305227791776,False,-0.1522772977102018,0.25,353030,0.0,0.0,12,0,0,6,9,8.5,18,24,24,198.0,165.0,11,10,24,553,1.0334353679791093,101.37643575516995
94,24,0,0,0,10.0,20,10.0,9.719933668149352,15,10.0,40.35922637755221,5,41.0,37.0,20,37.0,5,8.143000000000002,21952,946,0,0.0,9460.0,False,-0.40781676543045475,10,7.563000000000002,22903,954,0,0.0,9540.0,False,-0.38582240273431434,0,0.2,64502,753,590,1.0,31131.053614872268,False,0.17167418062860187,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,3,4.028000000000001,93604,0,5,0.5,185.0,False,-0.06187172093395811,12,8.447000000000001,80688,188,0,0.0,7587.534558979815,False,-0.15413345268643205,0.25,352449,0.0,0.0,10,0,0,8,10,9.333333333333332,22,30,23,222.0,183.0,13,11,23,516,1.0958606890053488,102.4722964441753
95,23,0,0,0,10.0,20,10.0,9.715283724714768,15,9.666666666666666,40.35922637755221,0,,37.0,20,37.0,5,8.188,21767,958,0,0.0,9580.0,False,-0.41059102914086604,10,7.653000000000001,22683,962,0,0.0,9620.0,False,-0.38981734247730654,0,0.2,64357,758,600,1.0,31579.72088986512,False,0.17283511538475424,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,7,4.095000000000001,93728,0,0,0.0,0.0,False,-0.06155632984901278,8,8.515,80591,188,0,0.0,7587.534558979815,False,-0.15510465697975578,0.16666666666666666,351926,0.0,0.0,11,0,0,8,9,8.333333333333332,21,29,16,201.0,183.0,12,11,16,311,1.1620081800501794,103.63430462422548
96,16,0,0,0,10.0,20,10.0,9.719259295278329,20,9.75,40.35922637755221,0,,37.00000000000001,20,37.0,5,8.233,21597,969,0,0.0,9690.0,False,-0.4131433517544444,15,7.793000000000001,22343,971,0,0.0,9710.0,False,-0.3963646048338771,0,0.2,64162,768,610,1.0,32083.519229080604,False,0.17366775366630044,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,8,4.168000000000001,93629,0,0,0.0,0.0,False,-0.06254755897312668,12,8.627,80403,188,0,0.0,7587.534558979815,False,-0.1569869910740327,0.16666666666666666,350934,0.0,0.0,8,0,0,4,13,13.0,18,22,13,126.0,132.0,7,9,13,200,0.896043858025223,104.5303484822507
97,13,0,0,0,10.0,20,10.0,9.714677609207332,15,9.666666666666666,40.35922637755221,0,,37.00000000000001,20,37.0,10,8.328000000000001,21412,973,0,0.0,9730.0,False,-0.41680537985218724,5,7.828000000000001,22123,987,0,0.0,9870.0,False,-0.3994717801895377,0,0.2,64017,773,620,1.0,32532.16614599964,False,0.17482853946674978,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,9,4.250000000000002,93516,0,0,0.0,0.0,False,-0.06367896191277184,11,8.725000000000001,80239,188,0,0.0,7587.534558979815,False,-0.15862902719882743,0.16666666666666666,350107,0.0,0.0,8,0,0,3,12,12.0,18,21,11,108.0,111.0,6,7,11,200,0.810762366047129,105.34111084829783
98,11,0,0,0,10.0,20,10.0,9.690138102224216,20,9.5,40.32813791401212,5,40.0,37.00000000000001,20,37.0,15,8.468000000000002,21052,984,0,0.0,9840.0,False,-0.4235745833055907,5,7.873000000000002,21968,996,0,0.0,9960.0,False,-0.4019131322546996,0,0.2,64027,783,625,1.0,32792.46433029913,False,0.17687942175646157,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,9,4.331000000000001,93208,0,5,0.5,185.00000000000003,False,-0.06583663743041371,11,8.824000000000002,80078,188,0,0.0,7581.689927834278,False,-0.160270285514867,0.25,349133,0.0,0.0,9,0,0,1,12,12.0,19,20,13,90.0,93.0,5,6,13,400,0.7633395429584198,106.10445039125625
99,13,0,0,0,10.0,20,10.0,9.688096733903913,15,9.666666666666666,40.299352564109306,5,40.0,37.00000000000001,20,37.0,0,8.453000000000001,20942,995,0,0.0,9950.0,False,-0.42479525933817164,15,8.018000000000002,21628,1005,0,0.0,10050.0,False,-0.40846039461127015,0,0.2,64082,788,630,1.0,33022.81234170515,False,0.1793696758787838,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,9,4.412000000000002,93077,0,5,0.5,185.00000000000003,False,-0.06714826384717049,6,8.873000000000001,80012,188,0,0.0,7576.27828205255,False,-0.16095819675371187,0.25,348541,0.0,0.0,12,0,0,3,10,10.0,19,22,14,108.0,111.0,6,7,14,585,0.8484885870129801,106.95293897826923
100,14,0,0,0,10.0,20,10.0,9.656834824808367,15,9.333333333333334,40.41365507193595,10,41.0,37.00000000000001,14,37.0,10,8.553,20702,1004,0,0.0,10040.0,False,-0.42912311072641324,5,8.053000000000003,21458,1016,0,0.0,10160.0,False,-0.4110127172248485,0,0.2,64352,793,630,1.0,33118.472711392686,False,0.1840206678133976,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,92852,0,10,1.0,370.00000000000006,False,-0.0684749088870199,9,8.957,79899,188,0,0.0,7597.767153523959,False,-0.16198202193958533,0.3333333333333333,348063,0.0,0.0,11,0,0,3,7,7.0,21,24,18,126.0,126.0,7,7,18,795,0.934191145002842,107.88713012327207
101,18,0,0,0,10.0,20,10.0,9.609856046541667,20,9.25,40.50362960186032,10,41.0,37.00000000000001,10,37.0,15,8.693000000000001,20352,1013,0,0.0,10130.0,False,-0.43589231417981666,5,8.098000000000003,21288,1027,0,0.0,10270.0,False,-0.4135650398384269,0,0.2,64577,803,630,1.0,33234.00105454496,False,0.18815851860326155,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,92442,0,20,1.0,740.0000000000001,False,-0.07072770235091513,10,9.048000000000002,79762,188,0,0.0,7614.68236514974,False,-0.1632690417860661,0.3333333333333333,347221,0.0,0.0,10,0,0,4,8,8.0,22,26,20,162.0,147.0,9,9,20,610,1.0302881029783748,108.91741822625045
102,20,0,0,0,10.0,20,10.0,9.568935289192636,20,9.25,40.54262110926802,5,41.0,37.00000000000001,11,37.0,5,8.728000000000002,20147,1027,0,0.0,10270.0,False,-0.4388885189870608,15,8.243000000000002,20973,1033,0,0.0,10330.0,False,-0.4198903610981645,0,0.2,64597,813,635,1.0,33524.10879449881,False,0.1905738468340173,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,92237,0,25,0.5,925.0000000000002,False,-0.07185409908286275,11,9.148000000000003,79601,188,0,0.0,7622.012768542388,False,-0.1648443431427851,0.25,346355,0.0,0.0,9,0,0,10,9,9.0,16,26,23,180.0,165.0,10,10,23,405,1.1078969449736178,110.02531517122407
103,23,0,0,0,10.0,20,10.0,9.561202415571396,20,9.5,40.579337146811554,5,41.0,37.00000000000001,11,37.0,10,8.823,19897,1037,0,0.0,10370.0,False,-0.44332734092371884,10,8.328000000000001,20733,1043,0,0.0,10430.0,False,-0.42410724193798965,0,0.2,64612,823,640,1.0,33839.64536197465,False,0.193102064519248,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,92032,0,30,0.5,1110.0000000000002,False,-0.07298049581481036,11,9.247000000000002,79441,188,0,0.0,7628.915383600572,False,-0.16641177368136204,0.25,345515,0.0,0.0,9,0,0,14,8,8.0,15,29,23,219.0,180.0,13,10,23,405,1.193242994020693,111.21855816524476
104,23,0,0,0,10.0,20,10.0,9.513226109458282,15,9.0,40.579337146811554,0,,37.00000000000001,8,37.0,10,8.913,19687,1043,0,0.0,10430.0,False,-0.44732228066671104,5,8.368,20528,1057,0,0.0,10570.0,False,-0.4271034467452338,0,0.2,64477,828,650,1.0,34253.52036405897,False,0.1941547673558517,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,92032,0,30,0.0,1110.0000000000002,False,-0.07298049581481036,8,9.316,79342,188,0,0.0,7628.915383600572,False,-0.16740300280547593,0.16666666666666666,344866,0.0,0.0,7,0,0,11,7,7.0,17,28,19,201.0,183.0,12,11,19,200,1.152523941011168,112.37108210625593
105,19,0,0,0,10.0,20,10.0,9.48266167777643,10,9.0,40.579337146811554,0,,37.00000000000001,10,37.0,5,8.953000000000001,19472,1058,0,0.0,10580.0,False,-0.45042945602237167,5,8.413,20413,1062,0,0.0,10620.0,False,-0.42910091661672994,0,0.2,64387,828,660,1.0,34634.00638609451,False,0.19562168100338398,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,92032,0,30,0.0,1110.0000000000002,False,-0.07298049581481036,10,9.408000000000001,79210,188,0,0.0,7628.915383600572,False,-0.1687246416376278,0.16666666666666666,344314,0.0,0.0,8,0,0,13,5,5.0,15,28,17,187.0,144.0,11,8,17,200,1.0430378110031597,113.41411991725909
106,17,0,0,0,10.0,20,10.0,9.469178266641444,15,9.333333333333334,40.579337146811554,0,,37.00000000000001,9,37.0,5,8.998000000000001,19297,1069,0,0.0,10690.0,False,-0.4530927491843665,10,8.508000000000001,20178,1071,0,0.0,10710.0,False,-0.433317797456555,0,0.2,64247,833,670,1.0,35075.981384476065,False,0.19680681766913533,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,92032,0,30,0.0,1110.0000000000002,False,-0.07298049581481036,9,9.488000000000001,79098,188,0,0.0,7628.915383600572,False,-0.16984603216187788,0.16666666666666666,343652,0.0,0.0,8,0,0,7,6,6.0,16,23,13,144.0,147.0,8,9,13,200,0.9080502750002779,114.32217019225936
107,13,0,0,0,10.0,20,10.0,9.459268025420037,25,9.4,40.53189512500112,5,40.0,37.00000000000001,12,37.0,15,9.143000000000002,18952,1078,0,0.0,10780.0,False,-0.4597509820893535,10,8.598,19923,1082,0,0.0,10820.0,False,-0.43775661939321303,0,0.2,64212,848,675,1.0,35380.488494931946,False,0.19852265639583785,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,91832,0,35,0.5,1295.0000000000002,False,-0.07405683046978254,12,9.599,78908,188,0,0.0,7619.996283500211,False,-0.1717930419545225,0.25,342627,0.0,0.0,10,0,0,9,10,10.0,6,15,13,108.0,111.0,6,7,13,400,0.7461412220145576,115.06831141427392
108,13,0,0,0,10.0,20,10.0,9.491635390086923,10,10.0,40.487534780822656,5,40.0,37.00000000000001,9,37.0,5,9.178000000000003,18792,1088,0,0.0,10880.0,False,-0.4621923341545154,5,8.638000000000002,19763,1092,0,0.0,10920.0,False,-0.44019797145837497,0,0.2,64312,848,680,1.0,35580.430461753116,False,0.20144894683441453,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,91832,0,35,0.0,1295.0000000000002,False,-0.07405683046978254,9,9.677000000000001,78593,193,0,0.0,7814.094212698773,False,-0.17397525825674445,0.16666666666666666,342092,0.0,0.0,8,0,0,7,6,6.0,6,13,17,108.0,111.0,6,7,17,400,0.7507967900019139,115.81910820427584
109,17,0,0,0,10.0,20,10.0,9.492617412458182,20,9.5,40.53099609428017,5,41.0,37.0,13,37.0,10,9.273000000000001,18547,1098,0,0.0,10980.0,False,-0.4665201855427569,10,8.733000000000002,19518,1102,0,0.0,11020.0,False,-0.4445258228466165,0,0.2,64327,858,685,1.0,35908.39806447104,False,0.20406811976462644,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,91832,0,35,0.0,1295.0,False,-0.07405683046978254,13,9.798000000000002,78181,198,0,0.0,8025.137226667473,False,-0.17704384823847827,0.16666666666666666,341205,0.0,0.0,9,0,0,9,9,9.0,8,17,18,144.0,147.0,8,9,18,405,0.8811537809669971,116.70026198524283
110,18,0,0,0,10.0,20,10.0,9.493069446463412,10,9.5,40.53099609428017,0,,36.99999999999999,8,37.0,5,9.313000000000002,18367,1110,0,0.0,11100.0,False,-0.46918347870475174,5,8.773000000000001,19373,1110,0,0.0,11100.0,False,-0.446856204363362,0,0.2,64232,858,695,1.0,36314.095870590325,False,0.20564633480588806,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,91832,0,35,0.0,1294.9999999999998,False,-0.07405683046978254,8,9.865000000000002,78090,198,0,0.0,8025.137226667473,False,-0.17795497803943144,0.16666666666666666,340694,0.0,0.0,7,0,0,5,5,5.0,5,10,18,180.0,144.0,10,8,18,200,1.3871218300191686,118.087383815262
111,18,0,0,0,10.0,20,10.0,9.50914451678279,15,9.666666666666666,40.5713851038039,5,41.0,36.99999999999999,20,37.0,5,9.358,18197,1121,0,0.0,11210.0,False,-0.4717358013183301,10,8.868,19138,1119,0,0.0,11190.0,False,-0.45107308520318706,0,0.2,64292,863,700,1.0,36606.36129064628,False,0.20866279333474508,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,91980,0,31,0.0,1146.9999999999998,False,-0.07331591173054587,16,10.017000000000001,77571,203,0,0.0,8235.991176072192,False,-0.18209584296491554,0.16666666666666666,339978,0.0,0.0,11,0,0,7,10,10.0,3,10,20,180.0,144.0,10,8,20,553,0.9348505579982884,119.02223437326029
112,20,0,0,0,10.0,20,10.0,9.523839786305217,15,9.666666666666666,40.640233649424786,10,41.0,36.99999999999999,11,37.0,5,9.403,18032,1131,0,0.0,11310.0,False,-0.47428812393190845,10,8.958,18898,1129,0,0.0,11290.0,False,-0.4552899660430122,0,0.2,64557,868,700,1.0,36714.85648911028,False,0.21333452710950504,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,91775,0,36,0.5,1331.9999999999998,False,-0.07444230846249349,11,10.111,77199,208,0,0.0,8453.168599080356,False,-0.18473322620509255,0.25,339261,0.0,0.0,10,0,0,7,8,8.0,4,11,23,198.0,162.0,11,9,23,610,0.994795691978652,120.01703006523894
113,23,0,0,0,10.0,20,10.0,9.537254139418211,15,9.666666666666666,40.669708549229775,5,41.0,36.99999999999999,20,37.0,0,9.398000000000001,17952,1139,0,0.0,11390.0,False,-0.47517588831924007,15,9.098,18528,1141,0,0.0,11410.0,False,-0.4621701400448321,0,0.2,64617,873,705,1.0,36998.16739091909,False,0.2162854673299512,0,0.2,68800,0,0,0.0,0.0,False,0.0067899789276516034,0,4.403000000000001,92367,0,20,0.0,739.9999999999999,False,-0.07147863350554688,4,10.14,76960,213,0,0.0,8662.647920985943,False,-0.1860774964907188,0.16666666666666666,339224,0.0,0.0,15,0,0,7,5,5.0,5,12,23,216.0,183.0,12,11,23,997,1.0587388100102544,121.0757688752492
