index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
23,23,0,0,1,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,20,29.0,0,0.2,14356,16,68,1.0,1385.674521891577,False,0.10038295268688134,12,0.32000000000000006,14796,1,40,1.0,730.9850128773983,False,0.10862039386068287,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,9,1.0100000000000002,28849,0,0,0.0,0.0,False,0.0587954637207766,11,2.0380000000000007,19795,488,0,0.0,5380.841105118593,False,-0.17475609966017194,0.3333333333333333,97539,0.0,0.125,6,0,0,10,13,890.7145502645503,16,26,18,222.0,56.0,14,9,18,200,0.9789760609855875,34.44670266471803
24,18,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,20,29.0,0,0.2,14256,16,78,1.0,1565.9207751109266,False,0.0996607478469921,0,0.30800000000000005,14696,1,50,1.0,911.2312660967477,False,0.10789818902079362,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,10,1.1010000000000002,28745,0,0,0.0,0.0,False,0.0549785297463941,10,2.1270000000000002,19691,488,0,0.0,5380.841105118593,False,-0.17857303363455443,0.3333333333333333,97131,0.0,0.125,6,0,0,6,13,174.36750700280112,9,15,12,126.0,62.0,7,11,12,200,0.7913320839870721,35.238034748705104
25,12,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,14136,18,88,1.0,1766.167028330276,False,0.0982073350515603,0,0.30800000000000005,14616,0,59,0.9,1063.4528939941624,False,0.10761380864266462,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,9,1.181,28655,0,0,0.0,0.0,False,0.051675413807024624,11,2.2270000000000008,19577,488,0,0.0,5380.841105118593,False,-0.1827569804910891,0.31666666666666665,96727,0.0,0.125,6,0,0,6,11,92.64427437641723,12,18,8,52.0,19.0,6,6,8,200,0.6824355129501782,35.92047026165528
26,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,14046,17,98,1.0,1936.4132815496257,False,0.09785073418944235,0,0.30800000000000005,14506,1,69,1.0,1253.6991472135119,False,0.1065259998250041,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,7,1.2420000000000002,28599,0,0,0.0,0.0,False,0.04962014166697251,13,2.3460000000000005,19422,488,0,0.0,5380.841105118593,False,-0.18844568016444763,0.3333333333333333,96316,0.0,0.125,6,0,0,4,16,342.7420354337021,12,16,7,35.0,12.0,4,4,7,200,0.5485691599897109,36.46903942164499
27,7,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,13916,20,108,1.0,2146.6595347689754,False,0.09603171741623927,0,0.30800000000000005,14436,0,77,0.8,1387.8961497889916,False,0.10631383993086393,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,11,1.3450000000000002,28479,0,0,0.0,0.0,False,0.04521598708114655,9,2.423000000000001,19337,488,0,0.0,5380.841105118593,False,-0.19156528966274103,0.3,95911,0.0,0.125,6,0,0,1,13,13.0,12,13,7,18.0,18.0,1,6,7,200,0.5051802949747071,36.9742197166197
28,7,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,13836,18,118,1.0,2306.905787988325,False,0.09604072053189258,0,0.30800000000000005,14316,2,87,1.0,1588.142403008341,False,0.10486042713543214,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,11,1.4440000000000002,28357,0,0,0.0,0.0,False,0.04073842991889015,9,2.504000000000001,19247,488,0,0.0,5380.841105118593,False,-0.1948684056021105,0.3333333333333333,95499,0.0,0.125,6,0,0,2,10,3058.05291005291,12,14,8,21.0,15.0,2,5,8,200,0.561402631981764,37.535622348601464
29,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,13766,15,128,1.0,2457.1520412076743,False,0.09641532762531717,0,0.30800000000000005,14186,5,97,1.0,1798.3886562276907,False,0.10304141036222907,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,6,1.4930000000000003,28309,0,0,0.0,0.0,False,0.03897676808455977,14,2.6350000000000007,19065,488,0,0.0,5380.841105118593,False,-0.2015480400572799,0.3333333333333333,95069,0.0,0.125,6,0,0,3,6,6.0,12,15,8,39.0,15.0,3,5,8,200,0.5262398850172758,38.06186223361874
30,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,13676,14,138,1.0,2627.3982944270238,False,0.09605872676319921,0,0.30800000000000005,14076,6,107,1.0,1988.6349094470402,False,0.10195360154456855,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,11,1.5970000000000002,28187,0,0,0.0,0.0,False,0.034499210922303375,9,2.7110000000000003,18975,488,0,0.0,5380.841105118593,False,-0.20485115599664935,0.3333333333333333,94657,0.0,0.125,6,0,0,2,7,68.54722222222222,11,13,8,36.0,18.0,2,6,8,200,0.5294317189836875,38.59129395260243
31,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,11,29.0,0,0.2,13596,12,148,1.0,2787.644547646373,False,0.09606772987885252,0,0.30800000000000005,13956,8,117,1.0,2188.8811626663896,False,0.10050018874913674,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,11,2.8120000000000007,18869,488,0,0.0,5380.841105118593,False,-0.20874149254746227,0.3333333333333333,94351,0.0,0.125,6,0,0,1,5,119.30198412698412,12,13,8,18.0,21.0,1,7,8,200,0.5248205250245519,39.11611447762698
32,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,6,29.0,0,0.2,13486,13,158,1.0,2977.890800865723,False,0.094979921061192,0,0.30800000000000005,13866,7,127,1.0,2359.1274158857395,False,0.10014358788701891,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,6,2.861000000000001,18826,488,0,0.0,5380.841105118593,False,-0.2103196479407166,0.3333333333333333,94108,0.0,0.125,5,0,0,2,2,2.0,12,14,8,36.0,18.0,2,6,8,200,0.5237939970102161,39.639908474637195
33,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,13,29.0,0,0.2,13416,10,168,1.0,3128.1370540850726,False,0.09535452815461659,0,0.30800000000000005,13736,10,137,1.0,2569.373669105089,False,0.0983245711138157,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,13,2.9850000000000008,18662,488,0,0.0,5380.841105118593,False,-0.21633865920801207,0.3333333333333333,93744,0.0,0.125,6,0,0,1,4,4.0,11,12,8,18.0,21.0,1,7,8,200,0.5206132170278579,40.16052169166505
34,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,8,29.0,0,0.2,13316,10,178,1.0,3308.383307304422,False,0.09463232331472735,0,0.30800000000000005,13636,10,147,1.0,2749.6199223244384,False,0.0976023662739266,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.5860000000000005,28187,0,0,0.0,0.0,False,0.034499210922303375,8,3.0520000000000005,18596,488,0,0.0,5380.841105118593,False,-0.21876094423021636,0.3333333333333333,93478,0.0,0.125,6,0,0,4,2,2.0,9,13,8,36.0,18.0,2,6,8,200,0.5227672209730372,40.68328891263809
35,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,10,29.0,0,0.2,13256,6,188,1.0,3448.6295605237715,False,0.09537253438592322,0,0.30800000000000005,13496,14,157,1.0,2969.866175543788,False,0.09541774552295211,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,10,3.1440000000000006,18490,488,0,0.0,5380.841105118593,False,-0.22265128078102928,0.3333333333333333,93172,0.0,0.125,6,0,0,4,3,3.0,10,14,8,36.0,18.0,2,6,8,200,0.5265850040013902,41.20987391663948
36,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,4,29.0,0,0.2,13116,10,198,1.0,3668.8758137431214,False,0.09318791363494887,0,0.30800000000000005,13436,10,167,1.0,3110.1124287631374,False,0.09615795659414811,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,4,3.1740000000000004,18466,488,0,0.0,5380.841105118593,False,-0.22353211169819448,0.3333333333333333,92948,0.0,0.125,6,0,0,4,1,1.0,9,13,8,18.0,21.0,1,7,8,200,0.5183912630309351,41.728265179670416
37,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,7,29.0,0,0.2,13006,11,208,1.0,3859.122066962471,False,0.09210010481728835,0,0.30800000000000005,13346,9,177,1.0,3280.3586819824873,False,0.09580135573203015,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,7,3.2400000000000007,18408,488,0,0.0,5380.841105118593,False,-0.22566078641467702,0.3333333333333333,92690,0.0,0.125,6,0,0,5,2,2.0,3,8,8,36.0,18.0,2,6,8,200,1.064095928973984,42.7923611086444
38,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,16,29.0,0,0.2,12886,13,218,1.0,4059.3683201818203,False,0.09064669202185655,0,0.30800000000000005,13266,7,187,1.0,3440.6049352018367,False,0.09581035884768346,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,16,3.393000000000001,18173,488,0,0.0,5380.841105118593,False,-0.23428558914525285,0.3333333333333333,92255,0.0,0.125,6,0,0,5,5,5.0,3,8,8,36.0,18.0,2,6,8,200,0.5134962269803509,43.30585733562475
39,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,7,29.0,0,0.2,12796,12,228,1.0,4229.61457340117,False,0.09029009115973859,0,0.30800000000000005,13156,8,197,1.0,3630.851188421186,False,0.09472255003002295,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,7,3.4470000000000005,18116,488,0,0.0,5380.841105118593,False,-0.2363775625735202,0.3333333333333333,91998,0.0,0.125,6,0,0,6,2,2.0,2,8,8,36.0,18.0,2,6,8,200,0.5005055629881099,43.80636289861286
40,8,0,0,0,9.999999999999998,20,10.0,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,9,29.0,0,0.2,12736,8,238,1.0,4369.860826620519,False,0.09103030223093446,0,0.30800000000000005,13016,12,207,1.0,3851.0974416405356,False,0.0925379292790486,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,9,3.5300000000000007,18026,488,0,0.0,5380.841105118593,False,-0.23968067851288968,0.3333333333333333,91708,0.0,0.125,6,0,0,1,3,3.0,0,1,8,18.0,21.0,1,7,8,200,0.4274838579585776,44.23384675657144
41,8,0,0,0,9.999999999999998,20,10.0,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,9,29.0,0,0.2,12626,9,248,1.0,4560.107079839869,False,0.08994249341327394,0,0.30800000000000005,12926,11,217,1.0,4021.3436948598855,False,0.09218132841693062,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,9,3.611000000000001,17954,488,0,0.0,5380.841105118593,False,-0.24232317126438524,0.3333333333333333,91436,0.0,0.125,6,0,0,2,3,3.0,0,2,8,36.0,18.0,2,6,8,200,0.4649020270444453,44.69874878361588
42,8,0,0,0,9.999999999999998,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,13,29.0,0,0.2,12516,10,258,1.0,4750.353333059218,False,0.08885468459561341,0,0.30800000000000005,12836,10,227,1.0,4191.589948079235,False,0.09182472755481266,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.5860000000000005,28187,0,0,0.0,0.0,False,0.034499210922303375,13,3.7320000000000015,17803,488,0,0.0,5380.841105118593,False,-0.2478650657848829,0.3333333333333333,91085,0.0,0.125,6,0,0,2,3,3.0,0,2,8,36.0,18.0,2,6,8,200,0.4576108350302093,45.15635961864609
43,8,0,0,0,9.999999999999998,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,8,29.0,0,0.2,12386,13,268,1.0,4960.5995862785685,False,0.08703566782241035,0,0.30800000000000005,12766,7,237,1.0,4341.8362012985845,False,0.09219933464823725,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,8,3.799000000000001,17734,488,0,0.0,5380.841105118593,False,-0.25039745467173286,0.3333333333333333,90816,0.0,0.125,6,0,0,2,2,2.0,0,2,8,36.0,18.0,2,6,8,200,0.48902068502502516,45.64538030367112
44,8,0,0,0,9.999999999999998,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,13,29.0,0,0.2,12256,16,278,1.0,5170.845839497918,False,0.08521665104920727,0,0.30800000000000005,12696,4,247,1.0,4492.082454517934,False,0.09257394174166185,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,13,3.921000000000001,17571,488,0,0.0,5380.841105118593,False,-0.25637976465081314,0.3333333333333333,90453,0.0,0.125,6,0,0,1,4,4.0,0,1,8,18.0,21.0,1,7,8,200,0.41272681200644,46.05810711567756
45,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,13,29.0,0,0.2,12176,14,288,1.0,5331.092092717267,False,0.08522565416486058,0,0.30800000000000005,12576,6,257,1.0,4692.328707737283,False,0.09112052894623004,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.586,28187,0,0,0.0,0.0,False,0.034499210922303375,13,4.038000000000001,17417,488,0,0.0,5380.841105118593,False,-0.26203176303595643,0.3333333333333333,90099,0.0,0.125,6,0,0,1,3,3.0,0,1,8,18.0,21.0,1,7,8,200,0.4138622829923406,46.4719693986699
46,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,16,29.0,0,0.2,12096,12,298,1.0,5491.338345936617,False,0.0852346572805139,0,0.30800000000000005,12456,8,267,1.0,4892.574960956633,False,0.08966711615079825,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,10,1.6860000000000002,28106,0,0,0.0,0.0,False,0.03152640657687085,6,4.085000000000001,17369,488,0,0.0,5380.841105118593,False,-0.26379342487028684,0.3333333333333333,89770,0.0,0.125,6,0,0,2,5,5.0,0,2,8,36.0,18.0,2,6,8,200,0.45597696700133383,46.92794636567123
47,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,13,29.0,0,0.2,11996,12,308,1.0,5671.584599155966,False,0.08451245244062465,0,0.30800000000000005,12356,8,277,1.0,5072.821214175982,False,0.08894491131090901,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,1.6760000000000002,28106,0,0,0.0,0.0,False,0.03152640657687085,13,4.209000000000001,17213,488,0,0.0,5380.841105118593,False,-0.26951882583186054,0.3333333333333333,89414,0.0,0.125,6,0,0,2,4,4.0,0,2,8,36.0,18.0,2,6,8,200,0.4833068900043145,47.41125325567555
48,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,20,29.0,0,0.2,11876,14,318,1.0,5871.830852375316,False,0.08305903964519284,0,0.30800000000000005,12276,6,287,1.0,5233.067467395333,False,0.08895391442656232,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,8,1.7560000000000002,28040,0,0,0.0,0.0,False,0.02910412155466657,12,4.316000000000002,17081,488,0,0.0,5380.841105118593,False,-0.2743633958762691,0.3333333333333333,89016,0.0,0.125,6,0,0,2,6,6.0,0,2,8,36.0,18.0,2,6,8,200,0.5009265650296584,47.912179820705205
49,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000007,20,29.0,0,0.2,11796,12,328,1.0,6032.077105594665,False,0.08306804276084616,0,0.30800000000000005,12156,8,297,1.0,5433.313720614682,False,0.08750050163113052,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,9,1.8380000000000003,27950,0,0,0.0,0.0,False,0.025801005615297096,11,4.414000000000001,16959,488,0,0.0,5380.841105118593,False,-0.2788409530385255,0.3333333333333333,88604,0.0,0.125,6,0,0,2,6,6.0,0,2,8,36.0,18.0,2,6,8,200,0.49768915702588856,48.409868977731094
50,8,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,20,29.0,0,0.2,11666,15,338,1.0,6242.323358814015,False,0.0812490259876431,0,0.30800000000000005,12086,5,307,1.0,5583.559973834032,False,0.08787510872455512,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,11,1.9390000000000003,27832,0,0,0.0,0.0,False,0.021470253605901567,9,4.493000000000001,16869,488,0,0.0,5380.841105118593,False,-0.282144068977895,0.3333333333333333,88196,0.0,0.125,5,0,0,2,6,6.0,0,2,8,36.0,18.0,2,6,8,200,0.49490753799909726,48.90477651573019
51,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,20,29.0,0,0.2,11576,14,348,1.0,6412.569612033364,False,0.08089242512552512,0,0.30800000000000005,11976,6,317,1.0,5773.806227053381,False,0.0867872999068946,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,11,2.0380000000000003,27711,0,0,0.0,0.0,False,0.01702939773186039,9,4.574000000000001,16779,488,0,0.0,5380.841105118593,False,-0.28544718491726445,0.3333333333333333,87785,0.0,0.125,5,0,0,2,6,6.0,0,2,8,36.0,18.0,2,6,8,200,0.490021233970765,49.394797749700956
52,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,11476,14,358,1.0,6592.8158652527145,False,0.08017022028563589,0,0.30800000000000005,11876,6,327,1.0,5954.0524802727305,False,0.08606509506700535,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,7,2.0970000000000004,27653,0,0,0.0,0.0,False,0.014900723015377839,13,4.695000000000001,16631,488,0,0.0,5380.841105118593,False,-0.2908789755731165,0.3333333333333333,87379,0.0,0.125,6,0,0,1,6,6.0,0,1,8,18.0,21.0,1,7,8,200,0.45030783797847107,49.84510558767943
53,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,11366,15,368,1.0,6783.062118472064,False,0.0790824114679755,0,0.30800000000000005,11786,5,337,1.0,6124.29873349208,False,0.0857084942048874,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,7,2.1600000000000006,27595,0,0,0.0,0.0,False,0.012772048298895292,13,4.812000000000001,16465,488,0,0.0,5380.841105118593,False,-0.2969713894168424,0.3333333333333333,86955,0.0,0.125,6,0,0,1,6,6.0,0,1,8,18.0,21.0,1,7,8,200,0.4532509310520254,50.29835651873145
54,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,10,29.0,0,0.2,11266,15,378,1.0,6963.308371691413,False,0.07836020662808613,0,0.30800000000000005,11686,5,347,1.0,6304.544986711429,False,0.08498628936499815,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,2.1530000000000005,27595,0,0,0.0,0.0,False,0.012772048298895292,10,4.899000000000001,16361,488,0,0.0,5380.841105118593,False,-0.3007883233912249,0.3333333333333333,86651,0.0,0.125,6,0,0,1,3,3.0,0,1,8,18.0,21.0,1,7,8,200,0.4734490960254334,50.771805614756886
55,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,11166,15,388,1.0,7143.554624910763,False,0.077638001788197,0,0.30800000000000005,11586,5,357,1.0,6484.791239930779,False,0.0842640845251089,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,7,2.2230000000000008,27537,0,0,0.0,0.0,False,0.010643373582412742,13,5.019000000000001,16198,488,0,0.0,5380.841105118593,False,-0.3067706333703052,0.3333333333333333,86230,0.0,0.125,6,0,0,1,6,6.0,0,1,8,18.0,21.0,1,7,8,200,0.4541244029533118,51.2259300177102
56,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,11056,16,398,1.0,7333.800878130112,False,0.07655019297053636,0,0.30800000000000005,11496,4,367,1.0,6655.037493150128,False,0.08390748366299094,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,6,2.2760000000000007,27496,0,0,0.0,0.0,False,0.009138620765588872,14,5.146000000000002,16021,488,0,0.0,5380.841105118593,False,-0.31326676138439846,0.3333333333333333,85812,0.0,0.125,6,0,0,2,6,6.0,0,2,8,36.0,18.0,2,6,8,200,0.48723462998168543,51.71316464769188
57,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,10946,17,408,1.0,7524.047131349462,False,0.07546238415287597,0,0.30800000000000005,11406,3,377,1.0,6825.283746369479,False,0.08355088280087299,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,8,2.3500000000000005,27432,0,0,0.0,0.0,False,0.006789738319815025,12,5.252000000000001,15882,488,0,0.0,5380.841105118593,False,-0.3183682404463135,0.3333333333333333,85409,0.0,0.125,6,0,0,2,6,6.0,0,2,8,36.0,18.0,2,6,8,200,0.4796292490209453,52.19279389671283
