index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,2,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,19.564275283415295,0,,40.000000000000014,17,40.0,0,0.45200000000000007,11315,308,0,0.0,3080.0000000000005,False,-0.14070855614973263,0,0.5690000000000001,10901,312,0,0.0,3120.0000000000005,False,-0.16704545454545455,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,0,3.224000000000001,16721,48,0,0.0,337.0270582669788,False,-0.2839785683765691,0,0.542,35821,0,20,0.0,800.0000000000002,False,0.08090122351536855,0,0.5780000000000001,33877,0,56,0.0,2240.000000000001,False,0.04437481348851089,0.0,133052,0.0,0.0,15,0,0,6,0,0.0,11,17,2,36.0,0.0,2,0,2,880,0.3434354610508308,13.364839621179271
31,2,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,19.564275283415295,0,,40.000000000000014,20,40.0,0,0.45200000000000007,11205,319,0,0.0,3190.0000000000005,False,-0.1443850267379679,0,0.5690000000000001,10811,321,0,0.0,3210.0000000000005,False,-0.17005347593582887,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,0,3.224000000000001,16721,48,0,0.0,337.0270582669788,False,-0.2839785683765691,0,0.542,36181,0,11,0.0,440.00000000000017,False,0.08627275440167115,0,0.5780000000000001,34317,0,45,0.0,1800.0000000000007,False,0.050940017905102955,0.0,133652,0.0,0.0,15,0,0,4,0,0.0,13,17,2,36.0,0.0,2,0,2,1000,0.33418873796472326,13.699028359143995
32,2,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,19.29753733880911,6,15.0,40.00000000000001,20,40.0,0,0.45200000000000007,11085,331,0,0.0,3310.0000000000005,False,-0.1483957219251337,0,0.5690000000000001,10731,329,0,0.0,3290.0000000000005,False,-0.17272727272727273,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,6,3.2840000000000016,16607,48,0,0.0,337.0270582669788,False,-0.2888115342914411,0,0.542,36581,0,1,0.0,40.00000000000001,False,0.09224112205311848,0,0.5780000000000001,34627,0,41,0.6,1640.0000000000002,False,0.057803640704267384,0.09999999999999999,134048,0.0,0.0,14,0,0,2,1,1.0,14,16,2,36.0,0.0,2,0,2,1000,0.3259531980147585,14.024981557158753
33,2,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,19.29753733880911,0,,40.00000000000001,14,40.0,0,0.45200000000000007,10965,343,0,0.0,3430.0000000000005,False,-0.15240641711229946,0,0.5690000000000001,10651,337,0,0.0,3370.0000000000005,False,-0.1754010695187166,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,0,3.2780000000000014,16607,48,0,0.0,337.0270582669788,False,-0.2888115342914411,5,0.5920000000000001,36573,0,0,0.0,0.0,False,0.09140555058191585,0,0.5780000000000001,34947,0,33,0.0,1320.0000000000002,False,0.06257833482542524,0.0,134160,0.0,0.0,12,0,0,2,2,2.0,16,18,2,36.0,0.0,2,0,2,560,0.3282471020356752,14.353228659194428
34,2,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,18.994899576553035,7,15.0,40.000000000000014,16,40.0,0,0.45200000000000007,10895,350,0,0.0,3500.0000000000005,False,-0.15474598930481284,0,0.5690000000000001,10521,350,0,0.0,3500.0000000000005,False,-0.17974598930481284,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,7,3.3480000000000008,16474,48,0,0.0,337.0270582669788,False,-0.29444999452545834,9,0.6770000000000002,36449,0,0,0.0,0.0,False,0.0877051626380185,0,0.5780000000000001,35122,0,33,0.7,1320.0000000000005,False,0.06780065652044166,0.11666666666666665,133878,0.0,0.0,10,0,0,1,4,4.0,16,17,2,36.0,0.0,2,0,2,480,0.31859717896441,14.671825838158838
35,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,18.522417838890547,12,15.0,40.00000000000001,20,40.0,0,0.45200000000000007,10795,360,0,0.0,3600.0,False,-0.15808823529411764,0,0.5690000000000001,10421,360,0,0.0,3600.0,False,-0.18308823529411763,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,12,3.461000000000001,16198,48,0,0.0,337.0270582669788,False,-0.30615085937199044,9,0.758,36231,0,6,0.6,240.00000000000006,False,0.0847806624888093,0,0.5780000000000001,35472,0,28,0.6,1120.0000000000002,False,0.07526111608475082,0.19999999999999998,133534,0.0,0.0,11,0,0,1,6,6.0,17,18,2,36.0,0.0,2,0,2,640,0.3273692639777437,14.999195102136582
36,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,18.522417838890547,0,,40.00000000000001,20,40.0,0,0.45200000000000007,10695,370,0,0.0,3700.0,False,-0.16143048128342247,0,0.5690000000000001,10321,370,0,0.0,3700.0,False,-0.18643048128342246,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,0,3.4490000000000007,16198,48,0,0.0,337.0270582669788,False,-0.30615085937199044,5,0.7990000000000002,36419,0,0,0.0,0.0,False,0.0868099074903014,0,0.5780000000000001,35832,0,19,0.0,760.0000000000001,False,0.08063264697105342,0.0,133882,0.0,0.0,14,0,0,0,2,1.6666666666666665,17,17,2,36.0,0.0,2,0,2,760,0.3203172509674914,15.319512353104074
37,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,18.143720683867446,11,15.0,40.00000000000001,20,40.0,0,0.45200000000000007,10565,383,0,0.0,3830.0,False,-0.1657754010695187,0,0.5690000000000001,10251,377,0,0.0,3770.0,False,-0.18877005347593584,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,11,3.559000000000001,15949,48,0,0.0,337.0270582669788,False,-0.3167070743965792,7,0.8640000000000001,36256,0,5,0.5,200.00000000000003,False,0.0849298716800955,0,0.5780000000000001,36262,0,12,0.6,480.0000000000001,False,0.08928678006565205,0.18333333333333335,133700,0.0,0.0,11,0,0,0,5,5.0,18,18,2,36.0,0.0,2,0,2,720,0.32277017598971725,15.64228252909379
38,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,17.86381985697681,9,15.0,40.00000000000001,7,40.0,0,0.45200000000000007,10455,394,0,0.0,3940.0,False,-0.16945187165775402,0,0.5690000000000001,10161,386,0,0.0,3860.0,False,-0.19177807486631016,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,9,3.638000000000001,15750,48,0,0.0,337.0270582669788,False,-0.3251435675286803,0,0.8570000000000002,36381,0,5,0.5,200.00000000000003,False,0.08866010146225008,0,0.5780000000000001,36282,0,14,0.4,560.0000000000001,False,0.09107729036108625,0.15,133446,0.0,0.0,12,0,0,1,2,2.0,16,17,2,36.0,0.0,2,0,2,480,0.32336523599224165,15.965647765086032
39,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,17.743206952923853,4,15.0,40.000000000000014,8,40.0,0,0.45200000000000007,10335,406,0,0.0,4060.0,False,-0.17346256684491979,0,0.5690000000000001,10081,394,0,0.0,3940.0,False,-0.19445187165775402,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,4,3.6690000000000014,15674,48,0,0.0,337.0270582669788,False,-0.3283655448052616,0,0.8570000000000002,36501,0,2,0.0,80.00000000000003,False,0.09045061175768428,0,0.5780000000000001,36422,0,13,0.4,520.0000000000002,False,0.09465831095195464,0.06666666666666667,133430,0.0,0.0,12,0,0,3,1,1.0,7,10,2,36.0,0.0,2,0,2,520,0.3179404760012403,16.283588241087273
40,2,0,0,0,9.999999999999998,20,10.0,7.021397047228725,0,,17.508438853820522,8,15.0,40.000000000000014,1,40.0,0,0.45200000000000007,10265,413,0,0.0,4129.999999999999,False,-0.17580213903743316,0,0.5690000000000001,9951,407,0,0.0,4069.999999999999,False,-0.19879679144385026,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,8,3.745000000000001,15502,48,0,0.0,337.0270582669788,False,-0.3356573881154193,0,0.8570000000000002,36481,0,5,0.4,200.00000000000006,False,0.09164428528797373,0,0.5780000000000001,36362,0,17,0.4,680.0000000000002,False,0.09525514771709938,0.13333333333333333,132978,0.0,0.0,9,0,0,5,2,2.0,5,10,2,36.0,0.0,2,0,2,240,0.3172438140027225,16.600832055089995
41,2,0,0,0,9.999999999999998,20,10.0,7.021397047228725,0,,17.2906220238099,8,15.0,40.000000000000014,0,,0,0.45200000000000007,10185,421,0,0.0,4209.999999999999,False,-0.178475935828877,0,0.5690000000000001,9831,419,0,0.0,4189.999999999999,False,-0.20280748663101605,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,8,3.8170000000000015,15330,48,0,0.0,337.0270582669788,False,-0.342949231425577,0,0.8570000000000002,36421,0,9,0.4,360.0000000000001,False,0.09224112205311848,0,0.5780000000000001,36302,0,21,0.4,840.0000000000003,False,0.09585198448224411,0.13333333333333333,132486,0.0,0.0,8,0,0,7,2,2.0,3,10,2,36.0,0.0,2,0,2,200,0.3303139229537919,16.931145978043787
42,2,0,0,0,9.999999999999998,20,10.0,7.021397047228725,0,,17.185205730837453,4,15.0,40.000000000000014,0,,0,0.45200000000000007,10075,432,0,0.0,4319.999999999999,False,-0.1821524064171123,0,0.5690000000000001,9741,428,0,0.0,4279.999999999999,False,-0.20581550802139037,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,4,3.849000000000001,15254,48,0,0.0,337.0270582669788,False,-0.3461712087021583,0,0.8570000000000002,36421,0,9,0.0,360.0000000000001,False,0.09224112205311848,0,0.5780000000000001,36242,0,25,0.4,1000.0000000000003,False,0.09644882124738884,0.06666666666666667,132150,0.0,0.0,8,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,200,0.31888550298754126,17.25003148103133
43,2,0,0,0,9.999999999999998,20,10.0,7.021397047228725,0,,17.053923463794007,5,15.0,40.000000000000014,0,,0,0.45200000000000007,9965,443,0,0.0,4429.999999999999,False,-0.1858288770053476,0,0.5690000000000001,9651,437,0,0.0,4369.999999999999,False,-0.2088235294117647,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,5,3.895000000000001,15159,48,0,0.0,337.0270582669788,False,-0.3501986802978849,0,0.8570000000000002,36346,0,14,0.5,560.0000000000002,False,0.09298716800954938,0,0.5780000000000001,36242,0,25,0.0,1000.0000000000003,False,0.09644882124738884,0.08333333333333333,131780,0.0,0.0,8,0,0,2,1,1.0,0,2,2,36.0,0.0,2,0,2,200,0.3188621849985793,17.568893666029908
44,2,0,0,0,9.999999999999998,20,10.0,7.021397047228725,0,,16.949799391513835,4,15.0,40.00000000000001,3,40.0,0,0.45200000000000007,9865,453,0,0.0,4529.999999999999,False,-0.1891711229946524,0,0.5690000000000001,9551,447,0,0.0,4469.999999999999,False,-0.2121657754010695,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,4,3.930000000000001,15083,48,0,0.0,337.0270582669788,False,-0.3534206575744663,0,0.8570000000000002,36466,0,11,0.0,440.00000000000006,False,0.09477767830498358,0,0.5780000000000001,36182,0,29,0.4,1160.0000000000002,False,0.09704565801253358,0.06666666666666667,131564,0.0,0.0,8,0,0,2,1,1.0,0,2,2,36.0,0.0,2,0,2,320,0.3335595680400729,17.90245323406998
45,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,16.77484572927601,7,15.0,40.00000000000001,5,40.0,0,0.45200000000000007,9765,463,0,0.0,4630.0,False,-0.1925133689839572,0,0.5690000000000001,9451,457,0,0.0,4570.0,False,-0.21550802139037434,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,7,3.9960000000000013,14950,48,0,0.0,337.0270582669788,False,-0.35905911780848354,0,0.8570000000000002,36561,0,13,0.7,520.0000000000001,False,0.09880632646971053,0,0.5780000000000001,36182,0,29,0.0,1160.0000000000002,False,0.09704565801253358,0.11666666666666665,131326,0.0,0.0,9,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,400,0.3251145170070231,18.227567751077004
46,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,16.55357463669861,10,15.0,40.00000000000001,0,,0,0.45200000000000007,9695,470,0,0.0,4700.0,False,-0.1948529411764706,0,0.5690000000000001,9321,470,0,0.0,4700.0,False,-0.21985294117647058,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,10,4.089,14725,48,0,0.0,337.0270582669788,False,-0.3685978663246782,0,0.8570000000000002,36486,0,18,0.5,720.0000000000001,False,0.09955237242614146,0,0.5780000000000001,36107,0,34,0.5,1360.0000000000002,False,0.09779170396896449,0.16666666666666666,130751,0.0,0.0,7,0,0,1,2,2.0,1,2,2,36.0,0.0,2,0,2,200,0.3305702909710817,18.558138042048085
47,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,16.55357463669861,0,,40.000000000000014,9,40.0,0,0.45200000000000007,9645,475,0,0.0,4750.0,False,-0.196524064171123,0,0.5690000000000001,9171,485,0,0.0,4850.0,False,-0.2248663101604278,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,0,4.079000000000001,14725,48,0,0.0,337.0270582669788,False,-0.3685978663246782,0,0.8570000000000002,36766,0,11,0.0,440.00000000000017,False,0.10373022978215458,0,0.5780000000000001,36187,0,32,0.0,1280.0000000000005,False,0.09898537749925396,0.0,130911,0.0,0.0,10,0,0,0,0,0.0,2,2,2,36.0,0.0,2,0,2,560,0.33134665101533756,18.889484693063423
48,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,16.55357463669861,0,,40.00000000000001,3,40.0,0,0.45200000000000007,9545,485,0,0.0,4850.0,False,-0.1998663101604278,0,0.5690000000000001,9071,495,0,0.0,4950.0,False,-0.22820855614973262,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,0,4.079000000000001,14725,48,0,0.0,337.0270582669788,False,-0.3685978663246782,0,0.8570000000000002,36806,0,10,0.0,400.00000000000006,False,0.10432706654729931,0,0.5780000000000001,36267,0,30,0.0,1200.0000000000002,False,0.10017905102954341,0.0,130831,0.0,0.0,10,0,0,0,0,0.0,2,2,2,36.0,0.0,2,0,2,320,0.3265262210043147,19.216010914067738
49,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,16.434359645875606,6,15.0,40.000000000000014,8,40.0,0,0.45200000000000007,9435,496,0,0.0,4960.0,False,-0.2035427807486631,0,0.5690000000000001,8981,504,0,0.0,5040.0,False,-0.23121657754010697,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,6,4.139,14611,48,0,0.0,337.0270582669788,False,-0.3734308322395502,0,0.8570000000000002,36886,0,8,0.0,320.0000000000001,False,0.10552074007758878,0,0.5780000000000001,36417,0,30,0.6,1200.0000000000005,False,0.10465532676812891,0.09999999999999999,130747,0.0,0.0,11,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,520,0.3359350750106387,19.551945989078376
50,2,0,0,0,10.0,20,10.0,7.021397047228725,0,,16.321671134261422,6,15.0,40.000000000000014,20,40.0,0,0.45200000000000007,9325,507,0,0.0,5070.0,False,-0.2072192513368984,0,0.5690000000000001,8891,513,0,0.0,5130.0,False,-0.23422459893048128,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,6,4.1930000000000005,14497,48,0,0.0,337.0270582669788,False,-0.3782637981544222,6,0.9170000000000003,37052,0,6,0.6,240.00000000000009,False,0.1092808116980006,0,0.5780000000000001,36657,0,24,0.0,960.0000000000003,False,0.10823634735899731,0.09999999999999999,130839,0.0,0.0,12,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,760,0.32612852001329884,19.878074509091675
51,2,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,16.11145621488088,13,15.0,40.00000000000001,16,40.0,0,0.45200000000000007,9235,516,0,0.0,5160.000000000001,False,-0.21022727272727273,0,0.5690000000000001,8781,524,0,0.0,5240.000000000001,False,-0.2379010695187166,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,13,4.317000000000001,14196,48,0,0.0,337.0270582669788,False,-0.39102452394719817,1,0.921,37194,0,6,0.6,240.00000000000006,False,0.1135183527305282,0,0.5780000000000001,36912,0,22,0.7,880.0000000000001,False,0.1146523425843032,0.21666666666666665,130735,0.0,0.0,13,0,0,1,3,2.25,1,2,2,36.0,0.0,2,0,2,680,0.317511874018237,20.195586383109912
52,2,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,15.955572990413351,12,15.0,40.00000000000001,17,40.0,0,0.45200000000000007,9145,525,0,0.0,5250.000000000001,False,-0.21323529411764705,0,0.5690000000000001,8671,535,0,0.0,5350.000000000001,False,-0.24157754010695187,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,12,4.424,13920,48,0,0.0,337.0270582669788,False,-0.40272538879373027,0,0.9200000000000002,37344,0,6,0.6,240.00000000000006,False,0.1179946284691137,0,0.5780000000000001,37262,0,17,0.6,680.0000000000001,False,0.12211280214861235,0.19999999999999998,130759,0.0,0.0,14,0,0,1,2,2.0,1,2,2,36.0,0.0,2,0,2,880,0.30432843801099807,20.49991482112091
53,2,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,15.86564158787834,8,15.0,40.0,20,40.0,0,0.45200000000000007,9025,537,0,0.0,5370.000000000001,False,-0.21724598930481284,0,0.5690000000000001,8591,543,0,0.0,5430.000000000001,False,-0.24425133689839573,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,8,4.492000000000001,13768,48,0,0.0,337.0270582669788,False,-0.4091693433468929,2,0.9400000000000002,37568,0,0,0.0,0.0,False,0.1210981796478663,0,0.5780000000000001,37622,0,13,0.8,520.0,False,0.13046851686063862,0.13333333333333333,130991,0.0,0.0,15,0,0,2,2,1.4,0,2,0,36.0,0.0,2,0,0,800,0.2754443380399607,20.77535915916087
54,0,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,15.748271961412419,12,15.0,40.0,20,40.0,0,0.45200000000000007,8915,548,0,0.0,5480.000000000001,False,-0.22092245989304812,0,0.5690000000000001,8501,552,0,0.0,5520.000000000001,False,-0.24725935828877005,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,12,4.604000000000001,13492,48,0,0.0,337.0270582669788,False,-0.420870208193425,10,1.0380000000000003,37328,0,6,0.6,240.0,False,0.11751715905699792,0,0.5780000000000001,37932,0,9,0.6,360.0,False,0.13733213965980304,0.19999999999999998,130585,0.0,0.0,11,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,600,0.0858019309816882,20.86116109014256
55,0,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,15.69585589622767,6,15.0,40.00000000000001,20,40.0,0,0.45200000000000007,8785,561,0,0.0,5610.000000000001,False,-0.2252673796791444,0,0.5690000000000001,8431,559,0,0.0,5590.000000000001,False,-0.24959893048128343,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,6,4.652000000000001,13378,48,0,0.0,337.0270582669788,False,-0.425703174108297,3,1.0580000000000003,37450,0,6,0.6,240.00000000000006,False,0.12115786332438078,2,0.5980000000000001,38276,0,0,0.0,0.0,False,0.14222620113398984,0.09999999999999999,130737,0.0,0.0,13,0,0,0,4,3.1666666666666665,0,0,0,0.0,0.0,0,0,0,680,0.08641334099229425,20.947574431134854
56,0,0,0,0,10.000000000000002,20,10.0,7.021397047228725,0,,15.653471331482228,5,15.0,40.00000000000001,20,40.0,0,0.45200000000000007,8655,574,0,0.0,5740.000000000001,False,-0.22961229946524064,0,0.5690000000000001,8361,566,0,0.0,5660.000000000001,False,-0.2519385026737968,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,5,4.6960000000000015,13283,48,0,0.0,337.0270582669788,False,-0.42973064570402364,4,1.0950000000000002,37652,0,0,0.0,0.0,False,0.1236048940614742,10,0.6960000000000002,38057,0,5,0.5,200.00000000000003,False,0.1386750223813787,0.08333333333333333,130425,0.0,0.0,10,0,0,0,6,5.333333333333334,0,0,0,0.0,0.0,0,0,0,360,0.08154515002388507,21.02911958115874
57,0,0,0,0,10.000000000000002,0,,7.021397047228725,0,,15.653471331482228,0,,40.000000000000014,13,40.0,0,0.45200000000000007,8655,574,0,0.0,5740.000000000001,False,-0.22961229946524064,0,0.5690000000000001,8361,566,0,0.0,5660.000000000001,False,-0.2519385026737968,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,0,4.691000000000002,13283,48,0,0.0,337.0270582669788,False,-0.42973064570402364,4,1.1310000000000002,37614,0,0,0.0,0.0,False,0.1224709042076992,4,0.7260000000000002,38219,0,0,0.0,0.0,False,0.14052521635332738,0.0,130549,0.0,0.0,2,0,0,0,4,3.3333333333333335,0,0,0,0.0,0.0,0,0,0,120,0.07354583300184458,21.102665414160583
58,0,0,0,0,10.000000000000002,0,,7.021397047228725,0,,15.653471331482228,0,,40.000000000000014,8,40.0,0,0.45200000000000007,8655,574,0,0.0,5740.000000000001,False,-0.22961229946524064,0,0.5690000000000001,8361,566,0,0.0,5660.000000000001,False,-0.2519385026737968,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,0,4.691000000000002,13283,48,0,0.0,337.0270582669788,False,-0.42973064570402364,6,1.1870000000000003,37542,0,0,0.0,0.0,False,0.12032229185317815,2,0.7420000000000002,38203,0,0,0.0,0.0,False,0.14004774694121158,0.0,130461,0.0,0.0,0,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,0,0.07230021100258455,21.174965625163168
59,0,0,0,0,10.000000000000002,0,,7.021397047228725,0,,15.653471331482228,0,,40.000000000000014,4,40.0,0,0.45200000000000007,8655,574,0,0.0,5740.000000000001,False,-0.22961229946524064,0,0.5690000000000001,8361,566,0,0.0,5660.000000000001,False,-0.2519385026737968,0,0.2,24417,0,0,0.0,0.0,False,0.03514498897744616,0,4.691000000000002,13283,48,0,0.0,337.0270582669788,False,-0.42973064570402364,0,1.1810000000000005,37542,0,0,0.0,0.0,False,0.12032229185317815,4,0.78,38165,0,0,0.0,0.0,False,0.13891375708743658,0.0,130423,0.0,0.0,0,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,0,0.06882522301748395,21.24379084818065
