index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,20,0,0,0,10.000000000000002,20,10.0,15.574228136028092,25,19.6,28.97984934374907,18,30.88888888888889,25.000000000000007,13,25.0,10,2.0370000000000004,48210,9,10,1.0,245.7422813602809,False,0.05435900483584864,0,0.542,46446,3,24,1.0,403.7814752646742,False,0.01760194449580813,0,0.263,54223,134,172,1.0,7071.480657352604,False,-0.011792699002937652,0,0.254,55329,141,147,1.0,6456.004020711074,False,0.0018649399527021658,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000003,70851,30,16,1.0,1269.395480312472,False,-0.0318444988263847,0.8333333333333334,348896,0.0,0.0,21,0,0,8,1,1.0,16,24,25,54.0,96.0,3,17,25,1341,1.3549642767757177,106.66329841967672
31,25,0,0,0,10.000000000000002,20,10.0,16.054369621624847,37,19.43243243243243,28.98827077873416,1,30.0,25.000000000000007,9,25.0,12,2.1470000000000002,48318,14,10,1.0,300.54369621624846,False,0.0573127080148366,0,0.542,46621,0,17,0.8,272.9242835676224,False,0.019992193490190296,0,0.263,54253,124,181,1.0,7237.618844032364,False,-0.00985817441116582,0,0.254,54610,168,157,1.0,7248.292608694237,False,-0.0036588710589393,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,71046,21,17,1.0,1033.7536863534174,False,-0.030799235570557994,0.7999999999999999,348685,0.0,0.0,19,0,0,7,2,1.1666666666666667,21,28,24,93.0,117.0,6,19,24,680,1.545151044614613,108.20844946429133
32,24,0,0,0,10.000000000000002,20,10.0,16.282581257194593,21,19.19047619047619,29.578758381464834,46,30.97826086956522,25.000000000000007,5,25.0,6,2.1950000000000003,48488,13,10,1.0,292.82581257194596,False,0.0609369975848252,0,0.542,46546,1,22,1.0,368.2167876582811,False,0.019395484257087352,0,0.263,54499,127,176,1.0,7273.749294801524,False,-0.0053402229776765,0,0.254,55386,166,136,1.0,6725.61962857352,False,0.005146622883362309,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,69746,57,22,1.0,2235.9892277434956,False,-0.040264439049910616,0.8333333333333334,348502,0.0,0.0,20,0,0,7,1,0.75,17,24,22,108.0,129.0,6,18,22,1969,1.590823208913207,109.79927267320454
33,22,0,0,0,10.000000000000002,20,10.0,16.525465417073853,36,18.27777777777778,29.578758381464834,0,,25.000000000000004,6,25.0,16,2.349,48638,13,10,1.0,295.2546541707386,False,0.0642356695335043,0,0.542,46516,1,22,1.0,373.56023917562476,False,0.018799330721140744,0,0.263,54060,140,186,1.0,7815.214217342798,False,-0.008219150207510949,0,0.254,55167,169,146,1.0,7111.302379179348,False,0.004699069080031421,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,69896,47,26,1.0,2040.2016439288473,False,-0.03955874667220461,0.8333333333333334,348114,0.0,0.0,16,0,0,9,2,1.75,23,32,18,100.0,75.0,7,15,18,604,1.5212512277066708,111.32052390091121
34,18,0,0,0,10.000000000000002,20,10.0,16.368257809235597,5,8.0,29.578758381464834,0,,25.000000000000007,11,25.0,0,2.3330000000000006,48518,15,20,1.0,477.36515618471196,False,0.06360425335599908,0,0.542,46476,0,26,0.9,425.57470304012554,False,0.018494085022579407,0,0.263,54020,135,196,1.0,8007.151447013914,False,-0.007261570566880747,0,0.254,55167,159,156,1.0,7216.839299176974,False,0.005601896550583251,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,70171,37,25,1.0,1719.4140601141992,False,-0.038006595202173615,0.8166666666666668,348189,0.0,0.0,18,0,0,9,0,0.0,18,27,15,90.0,69.0,5,13,15,515,1.3303143493831158,112.65083825029433
35,15,0,0,0,10.0,20,10.0,16.878418632023983,37,20.243243243243242,29.45232204790513,39,29.0,25.00000000000001,11,25.0,12,2.4530000000000007,48885,17,10,1.0,338.7841863202398,False,0.07009864734975496,0,0.542,46431,0,29,0.8,489.4741403286955,False,0.018209399231350645,0,0.263,54532,136,180,1.0,7596.882902578185,False,-0.002011335695163318,0,0.254,55037,175,153,1.0,7459.928533933682,False,0.005457231504360101,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,69315,66,24,1.0,2543.853255161739,False,-0.04401686650892016,0.7999999999999999,348037,0.0,0.0,20,0,0,13,2,1.0909090909090908,19,32,12,150.0,15.0,10,5,12,1871,1.3498695585876703,114.000707808882
36,12,0,0,0,10.0,20,10.0,16.808584053629197,54,16.48148148148148,29.528604744767232,26,30.0,25.00000000000001,14,25.0,24,2.681000000000001,48974,19,10,1.0,358.085840536292,False,0.07225066905757178,0,0.542,46481,0,17,0.8,285.74592891169635,False,0.01707800799406313,0,0.263,53914,164,190,1.0,8367.042686300963,False,-0.005996418300874594,0,0.254,55545,181,137,1.0,7087.772563739995,False,0.010965067784526416,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,68885,82,20,1.0,2921.345589070913,False,-0.04728425051755285,0.7999999999999999,347636,0.0,0.0,24,0,0,8,3,2.090909090909091,14,22,17,42.0,39.0,4,8,17,1460,1.4264058070257306,115.42711361590773
37,17,0,0,0,10.0,20,10.0,17.187340380156137,18,23.0,29.730932470700775,52,30.384615384615383,25.00000000000001,15,25.0,8,2.737000000000001,49174,16,10,1.0,331.8734038015614,False,0.07632766959492122,0,0.542,46351,3,27,1.0,494.0581902642157,False,0.016514236057941747,0,0.263,54884,163,161,1.0,7588.216609748275,False,0.0039369748301761355,0,0.254,55741,180,134,1.0,7077.666219502009,False,0.014232020081970328,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,67680,124,15,1.0,4061.6356263668963,False,-0.055882310857924306,0.8333333333333334,347667,0.0,0.0,23,0,0,8,1,0.8888888888888888,17,25,21,75.0,66.0,5,12,21,2362,2.105673162266612,117.53278677817434
38,21,0,0,0,10.0,20,10.0,17.170916193156696,43,17.069767441860463,29.685899147187534,13,29.0,25.000000000000007,9,25.0,7,2.7990000000000004,49292,20,10,1.0,371.709161931567,False,0.07933628369725314,0,0.542,46641,0,10,0.9,171.70916193156697,False,0.01932450384951857,0,0.263,54730,160,171,1.0,7823.635345074139,False,0.003316070225449497,0,0.254,55538,206,131,1.0,7426.061524071846,False,0.013739234225908902,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000003,67528,127,16,1.0,4170.109191692817,False,-0.057206351885282364,0.8166666666666668,347566,0.0,0.0,22,0,0,14,1,0.7,16,30,20,147.0,66.0,9,12,20,1306,1.3924752408638597,118.9252620190382
39,20,0,0,0,10.0,20,10.0,17.679504967090207,34,21.823529411764707,29.770094111230726,13,31.0,25.000000000000007,13,25.0,22,3.0120000000000005,49424,21,10,1.0,386.7950496709021,False,0.08238034782913668,0,0.542,46567,0,17,0.9,300.55158444053353,False,0.01911554704784506,0,0.263,54461,163,181,1.0,8270.146343768465,False,0.002533417257805724,0,0.254,55468,217,128,1.0,7647.024624096108,False,0.014431842185328097,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,67450,130,13,1.0,4195.112234459994,False,-0.058093420409415425,0.8166666666666668,347207,0.0,0.0,19,0,0,8,2,2.0,19,27,17,108.0,72.0,6,14,17,1164,1.3123381212353706,120.23760014027357
40,17,0,0,0,9.999999999999998,20,10.0,17.625870645784175,16,16.6875,28.900416135809703,32,23.9375,25.000000000000007,8,25.0,1,3.000000000000001,49518,24,10,1.0,416.2587064578417,False,0.08475228187057263,0,0.542,46522,0,19,0.7,334.89154226989933,False,0.01850844813889211,0,0.263,54867,153,177,1.0,7812.131864843297,False,0.00556162627329672,0,0.254,55561,223,120,1.0,7398.619090307036,False,0.013897987016724594,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,66884,152,15,1.0,4767.863252643075,False,-0.061880471493674656,0.7833333333333333,347189,0.0,0.0,20,0,0,8,1,0.09090909090909091,19,27,20,108.0,63.0,6,11,20,1191,1.3528004586696625,121.59040059894323
41,20,0,0,0,9.999999999999998,20,10.0,17.307361186767984,45,15.422222222222222,29.30426588541155,46,31.0,25.000000000000007,10,25.0,6,3.059000000000001,49679,23,10,1.0,403.0736118676798,False,0.08812060831861965,10,0.6420000000000001,46547,1,10,1.0,183.07361186767986,False,0.017397892845571507,0,0.263,54843,176,173,1.0,8115.733567047364,False,0.007748199827602052,0,0.254,56317,225,98,1.0,6765.974323793128,False,0.02142053041843284,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,65708,188,15,1.0,5884.201986457371,False,-0.07024796520404833,0.8333333333333334,346931,0.0,0.0,24,0,0,9,3,2.857142857142857,18,27,16,54.0,66.0,3,17,16,2359,1.2338163778185844,122.82421697676182
42,16,0,0,0,9.999999999999998,20,10.0,17.08702058781507,20,14.0,28.64830311463481,8,11.0,25.000000000000004,13,25.0,0,3.053000000000001,49799,23,10,1.0,400.8702058781506,False,0.09071431912347189,0,0.6320000000000001,46507,1,10,1.0,180.87020587815067,False,0.016501278395739068,0,0.263,54686,181,175,1.0,8106.203771455619,False,0.004980527746506475,0,0.254,56282,220,108,1.0,6853.161265699875,False,0.021567558049033986,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,65945,186,12,1.0,5628.584379322075,False,-0.06876915110769621,0.8333333333333334,347056,0.0,0.0,21,0,0,12,0,0.0,17,29,21,81.0,27.0,7,9,21,893,1.8341961111873388,124.65841308794916
43,21,0,0,0,9.999999999999998,20,10.0,17.189068366184692,34,18.0,28.64830311463481,0,,25.000000000000007,7,25.0,14,3.1930000000000005,50025,18,10,1.0,351.8906836618469,False,0.09511017084773282,0,0.6320000000000001,46417,6,10,1.0,231.89068366184694,False,0.015094464384086743,0,0.263,54375,188,185,1.0,8531.480929050162,False,0.0032976400308835033,0,0.254,55981,227,118,1.0,7282.418286650833,False,0.020089808775756522,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,66120,176,15,1.0,5417.101348175726,False,-0.06783115952587643,0.8333333333333334,346755,0.0,0.0,17,0,0,6,2,1.1666666666666667,20,26,21,28.0,69.0,3,18,21,435,1.4164904793724418,126.0749035673216
44,21,0,0,0,9.999999999999998,20,10.0,16.613384906009063,45,13.11111111111111,28.91075611434866,53,29.90566037735849,25.000000000000007,8,25.0,10,3.2790000000000012,50195,18,10,1.0,346.1338490600906,False,0.09875585010209299,15,0.7820000000000003,46127,6,10,1.0,226.1338490600906,False,0.008705458531228488,0,0.263,54741,203,166,1.0,8171.702650901718,False,0.006481852680174822,0,0.254,56610,237,104,1.0,6944.090858616409,False,0.02795725139112044,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,64735,219,17,1.0,6756.455589042357,False,-0.07751902441159333,0.8333333333333334,346245,0.0,0.0,24,0,0,7,4,4.0,19,26,31,90.0,63.0,5,16,31,2265,1.4532410828396678,127.52814465016127
45,31,0,0,0,10.0,20,10.0,16.568806776803687,26,16.076923076923077,28.91923800638029,24,29.0,25.000000000000004,11,25.0,6,3.3290000000000006,50370,16,10,1.0,325.68806776803683,False,0.10235038576566863,0,0.7670000000000001,46057,8,10,1.0,245.68806776803686,False,0.007391724305403798,0,0.263,54348,214,176,1.0,8635.51053935892,False,0.003725623967962277,0,0.254,57281,232,90,1.0,6446.694592792681,False,0.035182509177325884,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,64314,233,16,1.0,7138.182455486608,False,-0.08063584344240274,0.8333333333333334,346207,0.0,0.0,21,0,0,11,2,1.0909090909090908,19,30,29,129.0,113.0,8,23,29,1221,1.703258746303618,129.23140339646488
46,29,0,0,0,10.0,20,10.0,16.962979555084264,54,19.01851851851852,28.91923800638029,0,,25.000000000000004,10,25.0,34,3.663000000000001,50278,18,10,1.0,349.62979555084263,False,0.10060458754772855,0,0.7670000000000001,46027,6,10,1.0,229.62979555084263,False,0.006562136466818448,0,0.263,54081,220,186,1.0,9110.833771305272,False,0.0032236669458773196,0,0.254,56521,260,100,1.0,7302.298484959938,False,0.02949885783054964,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000003,64564,223,16,1.0,6848.990075422805,False,-0.07920832322939177,0.8333333333333334,345308,0.0,0.0,18,0,0,15,5,4.090909090909091,20,35,29,186.0,81.0,12,17,29,500,1.7397802602499723,130.97118365671486
47,29,0,0,0,10.0,20,10.0,17.42061051062482,28,22.357142857142858,29.12544299944268,25,31.0,25.0,10,25.0,18,3.8090000000000006,50430,17,10,1.0,344.2061051062482,False,0.1038612389030153,0,0.7670000000000001,45917,7,20,1.0,418.41221021249635,False,0.006221637946516182,0,0.263,54658,219,171,1.0,8795.564454731533,False,0.010398683057859391,0,0.254,56093,269,110,1.0,7889.942957296771,False,0.027203180239672563,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,64039,238,16,1.0,7331.8554338673575,False,-0.08304877342072829,0.8333333333333334,344974,0.0,0.0,15,0,0,14,2,1.8888888888888888,21,35,31,199.0,62.0,13,16,31,1423,1.588595187291503,132.55977884400636
48,31,0,0,0,10.0,20,10.0,17.38560316878595,14,16.642857142857142,29.12544299944268,0,,25.0,10,25.0,0,3.7910000000000013,50538,16,11,1.0,351.2416348566454,False,0.10629394684732715,0,0.7670000000000001,45842,8,25,1.0,514.6400792196487,False,0.00563513098775824,0,0.263,54460,218,181,1.0,9061.766673694463,False,0.009288313318629095,0,0.254,56058,264,120,1.0,8084.852396492612,False,0.02827173210796446,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,64289,228,16,1.0,7040.601003872931,False,-0.08163521673501815,0.8333333333333334,345024,0.0,0.0,15,0,0,9,0,0.0,20,29,26,129.0,114.0,8,23,26,683,1.666046074591577,134.22582491859794
49,26,0,0,0,10.0,20,10.0,17.903549366082085,31,22.580645161290324,29.284148923689145,21,31.0,25.0,0,,7,3.861000000000001,50726,16,10,1.0,339.03549366082086,False,0.11026194338758775,0,0.7670000000000001,46028,8,22,1.0,473.8780860538059,False,0.009248032177022861,0,0.263,54927,216,170,1.0,8845.471980100885,False,0.0154280042097325,0,0.254,55542,277,130,1.0,8766.222534484326,False,0.025272229455963694,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,63638,239,26,1.0,7648.911592761706,False,-0.08633265440929551,0.8333333333333334,344698,0.0,0.0,14,0,0,8,1,0.7,19,27,17,108.0,75.0,6,20,17,1321,1.48662244156003,135.71244736015797
50,17,0,0,0,10.0,20,10.0,18.071989385178465,12,22.0,29.284148923689145,0,,25.0,0,,0,3.8540000000000005,50636,15,20,1.0,511.4397877035693,False,0.11017909499905724,0,0.7670000000000001,46182,9,20,1.0,451.4397877035693,False,0.012362729736519341,0,0.263,54663,218,180,1.0,9210.840492232952,False,0.014036754826794331,0,0.254,55542,267,140,1.0,8925.00201515913,False,0.026630526409450545,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,63638,229,36,1.0,7606.070103524814,False,-0.08662276295404198,0.8333333333333334,344498,0.0,0.0,10,0,0,8,0,0.0,18,26,23,57.0,39.0,4,13,23,464,1.5476704742759466,137.2601178344339
51,23,0,0,0,10.000000000000002,20,10.0,18.110523179256802,17,18.705882352941178,29.256565843395308,24,29.0,25.0,0,,0,3.8540000000000005,50542,16,28,1.0,667.0946490191905,False,0.10982629795400609,0,0.7670000000000001,46394,8,15,1.0,351.65784768885203,False,0.015899062495242835,0,0.263,54377,221,190,1.0,9561.173132860862,False,0.012140476430851855,0,0.254,56206,261,126,1.0,8413.173846053834,False,0.03361256027626123,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,62942,243,46,1.0,8259.345499945059,False,-0.09162516421343603,0.8333333333333334,344298,0.0,0.0,15,0,0,13,0,0.0,15,28,18,80.0,84.0,5,18,18,1214,1.5080114845186472,138.76812931895256
52,18,0,0,0,10.000000000000002,20,10.0,18.04788212341435,16,17.0625,28.85534702301611,5,11.0,25.0,0,,0,3.8540000000000014,50452,15,38,1.0,835.8195206897453,False,0.10970331712538722,1,0.7770000000000001,46539,9,10,1.0,270.47882123414354,False,0.01817672848797078,0,0.263,54159,227,195,1.0,9723.661911503199,False,0.009800693877491048,0,0.254,56206,251,136,1.0,8454.345608107193,False,0.03396476875262792,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,62887,238,56,1.0,8267.572591477834,False,-0.09231433704323151,0.8333333333333334,344080,0.0,0.0,13,0,0,11,1,0.09090909090909091,19,30,28,66.0,48.0,7,11,28,275,1.5582450414076447,140.3263743603602
53,28,0,0,0,10.000000000000002,20,10.0,17.94718281236466,14,16.214285714285715,28.860910006007373,1,30.0,25.0,0,,0,3.8540000000000005,50549,16,39,1.0,859.9401296822217,False,0.11208241671955474,0,0.7760000000000002,46469,8,15,1.0,349.2077421854699,False,0.017508428504891503,0,0.263,54159,217,205,1.0,9811.025221514643,False,0.010548053154210979,0,0.254,56009,255,145,1.0,8761.363568024057,False,0.03322067109245872,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,62857,229,66,1.0,8259.14839137569,False,-0.09277768333372363,0.8333333333333334,343880,0.0,0.0,15,0,0,15,0,0.0,18,33,30,183.0,51.0,11,17,30,457,1.7464418355375528,142.07281619589776
54,30,0,0,0,10.000000000000002,20,10.0,17.694496814956363,23,15.173913043478262,28.877550755487082,17,29.058823529411764,25.0,0,,0,3.8540000000000005,50439,17,49,1.0,1037.0303439328618,False,0.11161438825432317,8,0.8560000000000001,46584,7,10,1.0,246.94496814956364,False,0.018901692460347296,0,0.263,54324,220,199,1.0,9639.421899632329,False,0.011903075380101394,0,0.254,55989,255,154,1.0,8959.239504158882,False,0.03457123857239662,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000003,62363,236,76,1.0,8715.101978294952,False,-0.09638052752485232,0.8333333333333334,343536,0.0,0.0,14,0,0,13,1,0.6153846153846154,15,28,33,108.0,117.0,6,24,33,744,1.5424782698974013,143.61529446579516
55,33,0,0,0,10.000000000000002,20,10.0,17.88822355929548,18,20.333333333333332,28.28561562469282,13,20.0,25.0,0,,0,3.8540000000000005,50685,19,41,1.0,923.4171659311146,False,0.11574155413201186,0,0.8480000000000001,46504,5,20,1.0,407.7644711859096,False,0.018910630998297408,0,0.263,54234,216,209,1.0,9775.549954368624,False,0.011527767882293804,0,0.254,55973,257,151,1.0,8868.401414067554,False,0.03352040629335099,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,62103,239,86,1.0,8910.262134301585,False,-0.09858023664083324,0.8333333333333334,343336,0.0,0.0,15,0,0,15,0,0.0,14,29,30,144.0,135.0,8,25,30,826,1.6368654519319534,145.2521599177271
56,30,0,0,0,10.000000000000002,20,10.0,18.16620210419752,16,22.0,28.28561562469282,0,,25.0,0,,0,3.8540000000000014,50947,18,35,1.0,815.8170736469132,False,0.12028333886310201,0,0.8480000000000001,46394,6,30,1.0,604.9860631259256,False,0.018662180832943454,0,0.263,54124,211,219,1.0,10027.618465793405,False,0.011802101575703244,0,0.254,55731,258,161,1.0,9240.864258458503,False,0.032566249131351824,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,62103,229,96,1.0,8877.405978054656,False,-0.09880272777838582,0.8333333333333334,343136,0.0,0.0,12,0,0,22,0,0.0,16,38,28,207.0,63.0,14,16,28,552,1.6887791668996215,146.94093908462673
57,28,0,0,0,10.000000000000002,20,10.0,18.461890143065634,52,19.673076923076923,28.538154577630245,18,31.0,25.0,0,,0,3.8540000000000005,51487,17,15,1.0,446.9283521459845,False,0.12803961903259078,0,0.8480000000000001,46677,7,18,1.0,402.3140225751814,False,0.02262509568481474,0,0.263,54276,223,211,1.0,10138.552117783618,False,0.015351698242742438,0,0.254,55114,278,171,1.0,10012.429892547018,False,0.028610302256253602,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,61545,237,106,1.0,9413.542634898367,False,-0.10272937257135067,0.8333333333333334,342936,0.0,0.0,20,0,0,8,0,0.0,19,27,28,129.0,60.0,8,20,28,1781,1.410012691281736,148.35095177590847
58,28,0,0,0,10.000000000000002,20,10.0,18.728557857506242,28,21.0,28.74533294915247,16,31.0,25.0,0,,0,3.8540000000000005,51353,22,23,1.0,650.7568307226436,False,0.12733968315179256,8,0.9280000000000002,47055,2,10,1.0,207.28557857506243,False,0.028743761900646342,0,0.263,54470,228,205,1.0,10162.90444608768,False,0.018879212685529664,0,0.254,54828,281,181,1.0,10465.630021755851,False,0.027594015379104893,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,61049,243,116,1.0,9885.11590664405,False,-0.10625353205950906,0.8333333333333334,342592,0.0,0.0,15,0,0,7,1,0.6153846153846154,21,28,23,65.0,69.0,5,23,23,998,1.2013947498053312,149.5523465257138
59,23,0,0,0,10.000000000000002,20,10.0,19.064274128664486,23,22.565217391304348,28.74533294915247,0,,25.0,0,,0,3.8540000000000005,51492,28,20,1.0,661.2854825732898,False,0.13048674202758767,0,0.9200000000000002,47235,0,6,0.6,114.38564477198692,False,0.031657093483693506,0,0.263,54250,228,215,1.0,10526.901085403284,False,0.01822903337499386,0,0.254,54529,284,191,1.0,10904.612445828836,False,0.026233681612962287,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,61049,233,126,1.0,9847.662577152525,False,-0.10650715374979676,0.7666666666666666,342392,0.0,0.0,15,0,0,17,0,0.0,14,31,18,99.0,45.0,8,15,18,719,1.2978891246020794,150.85023565031588
60,18,0,0,0,10.000000000000002,20,10.0,19.254279299838117,12,23.0,28.74533294915247,0,,25.0,0,,0,3.8540000000000014,51432,24,30,1.0,817.6283789951435,False,0.13088314368136755,6,0.9800000000000002,47263,4,10,1.0,232.54279299838117,False,0.03355667189850118,0,0.263,53974,230,225,1.0,10896.184152522073,False,0.016665960790121698,0,0.254,54529,274,201,1.0,11053.484450935292,False,0.027507223950650996,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,61049,223,136,1.0,9810.209247661001,False,-0.10676077544008425,0.8333333333333334,342084,0.0,0.0,10,0,0,14,1,0.5,11,25,21,42.0,57.0,4,14,21,200,1.9094840213656425,152.75971967168152
61,21,0,0,0,10.000000000000002,20,10.0,19.46161125650749,36,20.75,28.90176990795303,18,30.38888888888889,25.0,0,,0,3.8540000000000005,51826,24,15,1.0,531.9241688476125,False,0.1363618176833797,1,0.9840000000000002,47398,4,10,1.0,234.6161125650749,False,0.03652424808103083,0,0.263,53263,254,234,1.0,11706.26341761391,False,0.011431215932229595,0,0.254,55040,266,194,1.0,10783.73195637388,False,0.03394240997445495,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,60502,231,146,1.0,10326.30884873715,False,-0.11067412781710283,0.8333333333333334,341866,0.0,0.0,17,0,0,13,1,0.09090909090909091,9,22,20,36.0,87.0,2,19,20,1241,1.2093096282333136,153.96902929991484
62,20,0,0,0,10.000000000000002,20,10.0,19.46161125650749,0,,28.90176990795303,0,,25.0,0,,0,3.8540000000000005,51726,24,25,1.0,726.5402814126872,False,0.13630309418874684,0,0.9830000000000001,47298,4,20,1.0,429.2322251301498,False,0.03646552458639812,0,0.263,53263,244,244,1.0,11800.665004128368,False,0.012238784938136224,0,0.254,55040,256,204,1.0,10878.133542888336,False,0.03474997898036145,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000003,60502,221,156,1.0,10287.29114965762,False,-0.11093834290628257,0.8333333333333334,341666,0.0,0.0,13,0,0,18,0,0.0,10,28,29,114.0,66.0,8,12,29,200,1.4245333960279822,155.39356269594282
63,29,0,0,0,10.0,20,10.0,19.680135549110656,19,22.36842105263158,28.90818479476701,1,30.0,25.0,0,,0,3.8540000000000005,51797,23,28,1.0,781.0437953750984,False,0.13844641036817582,0,0.9830000000000001,47452,5,18,1.0,404.2424398839918,False,0.03955239239855145,0,0.263,53029,246,253,1.0,12155.084098157275,False,0.011267144283442283,0,0.254,54879,253,214,1.0,11165.425840005137,False,0.03445306802632368,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,60472,212,166,1.0,10278.535176490606,False,-0.11140393585539358,0.8333333333333334,341466,0.0,0.0,15,0,0,18,0,0.0,16,34,26,198.0,114.0,11,18,26,655,1.5317381713539362,156.92530086729676
64,26,0,0,0,10.0,20,10.0,19.819940405055995,10,23.0,29.304361487262018,36,31.0,25.0,0,,0,3.8540000000000014,51727,20,38,1.0,953.1577353921278,False,0.1387966856677661,0,0.9830000000000001,47552,8,18,1.0,436.7589272910079,False,0.04208851167394921,0,0.263,52799,246,263,1.0,12582.752410793684,False,0.010990559221818342,0,0.254,55995,243,188,1.0,10325.465478033866,False,0.046361427919123496,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,59356,238,176,1.0,11374.43803396836,False,-0.11909721390381275,0.8333333333333334,341266,0.0,0.0,14,0,0,13,0,0.0,18,31,30,162.0,95.0,9,17,30,1546,1.4289307864382863,158.35423165373504
65,30,0,0,0,10.0,20,10.0,19.93468302759208,8,23.0,29.46578921466842,18,31.0,25.0,0,,0,3.8540000000000005,51667,16,48,1.0,1116.8647853244197,False,0.13927341010584868,0,0.9830000000000001,47596,12,20,1.0,518.6936605518416,False,0.0439420350837879,0,0.263,52799,236,273,1.0,12748.745650116209,False,0.0124105670862665,0,0.254,56369,241,180,1.0,10108.100668290006,False,0.0509008064287059,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,58798,246,186,1.0,11898.58414680843,False,-0.12310505473672803,0.8333333333333334,341066,0.0,0.0,12,0,0,17,0,0.0,15,32,35,201.0,69.0,12,18,35,942,1.6977039575576782,160.05193561129272
