index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
66,35,0,0,0,10.0,20,10.0,19.93468302759208,0,,29.60513999045323,17,31.0,25.0,0,,0,3.8540000000000005,51557,17,58,1.0,1326.2116156003406,False,0.13915721314544127,0,0.9830000000000001,47506,11,30,1.0,708.0404908277624,False,0.04404398345179813,0,0.263,53326,226,266,1.0,12380.205601696369,False,0.018274411457161594,0,0.254,56369,231,190,1.0,10229.888377559884,False,0.051942653106692105,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,58271,253,196,1.0,12390.100417584668,False,-0.1269140104718185,0.8333333333333334,340866,0.0,0.0,9,0,0,17,0,0.0,14,31,37,147.0,106.0,9,26,37,727,1.6619516415521502,161.71388725284487
67,37,0,0,0,10.000000000000002,20,10.0,19.705467699308176,62,18.967741935483872,29.60513999045323,0,,25.0,0,,0,3.8540000000000005,51999,22,34,1.0,889.985901776478,False,0.14404120658118805,0,0.9830000000000001,48040,6,12,1.0,296.46561239169813,False,0.05120378713806084,0,0.263,52774,240,276,1.0,12900.330885199055,False,0.013279589423068871,0,0.254,55745,259,200,1.0,11024.744132211465,False,0.048066179614456105,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,58271,243,206,1.0,12344.049017680136,False,-0.12722585548112642,0.8333333333333334,340666,0.0,0.0,15,0,0,18,0,0.0,15,33,34,183.0,93.0,11,26,34,1376,1.6598268169909716,163.37371406983584
68,34,0,0,0,10.0,20,10.0,19.70358561114645,12,19.666666666666668,29.810008330107248,29,31.0,24.999999999999996,5,25.0,0,3.8540000000000014,51905,23,42,1.0,1057.550595668151,False,0.14381831325307198,0,0.9830000000000001,48170,5,12,1.0,286.4430273337574,False,0.05393035740203927,0,0.263,53673,230,257,1.0,12192.996831401246,False,0.02260981412025434,0,0.254,55509,261,210,1.0,11402.737593831745,False,0.04726199009231917,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57497,262,211,1.0,13085.222182488098,False,-0.13268942276576717,0.8333333333333334,340591,0.0,0.0,18,0,0,13,0,0.0,12,25,41,36.0,96.0,2,32,41,1460,1.4396116873249412,164.81332575716078
69,41,0,0,0,10.0,20,10.0,19.879360313257,26,21.384615384615383,29.059202779518476,24,23.5,24.999999999999996,10,25.0,0,3.8540000000000005,52087,24,38,1.0,995.415691903766,False,0.14711083628088134,0,0.9830000000000001,48344,4,10,1.0,238.79360313256998,False,0.0572063611519444,0,0.263,53862,232,252,1.0,11934.930693114278,False,0.02363580185048486,0,0.254,55328,265,211,1.0,11399.522269491503,False,0.044137714459789035,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57183,276,211,1.0,13295.339967147098,False,-0.13551918437133756,0.8333333333333334,340641,0.0,0.0,21,0,0,17,0,0.0,11,28,32,147.0,96.0,9,32,32,1570,1.7053326070308685,166.51865836419165
70,32,0,0,0,10.0,20,10.0,19.895314259615482,15,20.133333333333333,29.059202779518476,0,,24.999999999999996,6,25.0,0,3.8540000000000005,52263,25,35,1.0,946.3359990865418,False,0.15041486877562163,0,0.9830000000000001,48270,3,18,1.0,388.11565667307866,False,0.05722078114213345,0,0.263,53560,237,262,1.0,12328.700607762708,False,0.021837364903527078,0,0.254,55328,255,221,1.0,11495.388950475532,False,0.044957816781374345,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000003,57333,266,215,1.0,13104.747939351913,False,-0.1347783093885727,0.8333333333333334,340591,0.0,0.0,16,0,0,14,0,0.0,13,27,35,77.0,84.0,6,26,35,652,1.4981483882293105,168.01680675242096
71,35,0,0,0,10.0,20,10.0,19.91084343290939,15,20.133333333333333,29.059202779518476,0,,24.999999999999996,13,25.0,0,3.8540000000000005,52419,28,32,1.0,917.1469898531005,False,0.1534995635986683,0,0.9830000000000001,48216,0,26,1.0,517.6819292556441,False,0.05745601022289704,0,0.263,53258,242,272,1.0,12722.527266793099,False,0.020039413382776986,0,0.254,55328,245,231,1.0,11590.83248313157,False,0.04577429923292131,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57658,256,212,1.0,12739.155911556729,False,-0.13285239167655283,0.8333333333333334,340716,0.0,0.0,19,0,0,16,0,0.0,16,32,33,126.0,75.0,10,25,33,827,1.7189371287822723,169.73574388120323
72,33,0,0,0,10.0,20,10.0,20.043237624467828,14,22.0,29.06435689343523,1,30.0,24.999999999999996,6,25.0,0,3.8540000000000014,52617,29,28,1.0,851.2106534850992,False,0.15709965591375738,0,0.9830000000000001,48126,0,35,0.9,701.513316856374,False,0.0574978001882199,0,0.263,52980,246,281,1.0,13097.720742674384,False,0.01849268360486573,0,0.254,55328,235,241,1.0,11714.67085306783,False,0.046833688518579164,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57778,247,216,1.0,12578.896152678502,False,-0.13231241685957923,0.8166666666666668,340666,0.0,0.0,18,0,0,14,0,0.0,14,28,36,108.0,81.0,6,27,36,688,1.6028972128406167,171.33864109404385
73,36,0,0,0,10.0,20,10.0,20.419574783066043,60,21.666666666666668,29.06435689343523,0,,25.0,12,25.0,12,3.9740000000000006,53141,29,10,1.0,494.1957478306604,False,0.16463641443064786,0,0.9830000000000001,48486,0,25,1.0,510.4893695766511,False,0.06326748292551047,0,0.263,52330,266,291,1.0,13889.33474828522,False,0.014143638347635728,0,0.254,54678,255,251,1.0,12502.145149934084,False,0.042449229656567174,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,58078,237,214,1.0,12238.25258374415,False,-0.13055613998575138,0.8333333333333334,340550,0.0,0.0,18,0,0,18,1,0.6,12,30,23,129.0,84.0,8,28,23,1380,1.4817351829260588,172.8203762769699
74,23,0,0,0,10.0,20,10.0,20.497001326961744,12,22.0,29.06435689343523,0,,24.999999999999996,9,25.0,0,3.9620000000000015,53011,32,20,1.0,729.9400265392349,False,0.16437185081629144,0,0.9830000000000001,48680,0,20,0.7,409.94002653923485,False,0.06640278382386108,0,0.263,52330,256,301,1.0,13995.603764626212,False,0.015052728618825385,0,0.254,54414,257,261,1.0,12853.526490215765,False,0.040938325436420106,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,58303,227,215,1.0,11972.609014809797,False,-0.12930773856731856,0.7833333333333333,340575,0.0,0.0,17,0,0,14,0,0.0,14,28,27,75.0,54.0,5,18,27,689,1.5205163704231381,174.34089264739305
75,27,0,0,0,10.0,20,10.0,20.65474509372301,37,21.594594594594593,29.396270789182086,34,31.0,24.999999999999996,6,25.0,0,3.9620000000000006,53206,34,15,1.0,649.8211764058451,False,0.16775180707669826,2,1.0030000000000001,49048,0,8,0.8,165.2379607497841,False,0.07176150128432829,0,0.263,52599,259,294,1.0,13992.082591293793,False,0.019624987949064015,0,0.254,54400,271,254,1.0,13064.088700851185,False,0.042500074432411654,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57399,251,219,1.0,12853.463968084703,False,-0.1355860614049548,0.7999999999999999,340489,0.0,0.0,21,0,0,11,1,0.18181818181818182,19,30,24,144.0,71.0,8,19,24,1961,1.4649952091276646,175.8058878565207
76,24,0,0,0,10.0,20,10.0,20.54644787051429,2,8.0,27.782630099742114,37,20.0,24.999999999999996,10,25.0,0,3.9620000000000015,53152,31,23,1.0,782.5683010218286,False,0.16802173055803576,0,1.0010000000000001,48918,3,18,1.0,399.8360616692572,False,0.07148443600346034,0,0.263,53323,251,267,1.0,12575.12065213023,False,0.01989050653683807,0,0.254,54400,261,264,1.0,12697.237240536148,False,0.03936180229037908,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,56909,278,219,1.0,13198.571167728307,False,-0.13988534767306154,0.8333333333333334,340539,0.0,0.0,20,0,0,14,0,0.0,13,27,34,99.0,48.0,8,16,34,1206,1.4576020631939173,177.26348991971463
77,34,0,0,0,10.0,20,10.0,20.54644787051429,0,,28.07877502657055,20,30.95,24.999999999999996,14,25.0,0,3.9620000000000006,53062,30,33,1.0,978.0327797269715,False,0.16819040574733285,0,1.0010000000000001,48808,4,28,1.0,615.3005403744,False,0.07143496586433981,0,0.263,53912,241,258,1.0,12196.017893649147,False,0.026724762982900552,0,0.254,54430,251,273,1.0,12822.663997752847,False,0.040948056372783107,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,56640,288,215,1.0,13461.687207652318,False,-0.14174677189178655,0.8333333333333334,340689,0.0,0.0,21,0,0,15,0,0.0,15,30,39,99.0,92.0,8,26,39,1169,1.7417036378756166,179.00519355759025
78,39,0,0,0,10.0,20,10.0,20.58019904444954,5,22.0,28.088703013164025,1,30.0,25.0,12,25.0,0,3.9620000000000015,53032,34,38,1.0,1122.0475636890824,False,0.16910677737930102,0,1.0010000000000001,48748,0,38,1.0,782.0475636890825,False,0.0719448481020165,0,0.263,53912,231,268,1.0,12281.798386795803,False,0.027458581874450754,0,0.254,54350,246,282,1.0,12983.743214646842,False,0.04095728865527348,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000003,56910,279,213,1.0,13161.748140672764,False,-0.14012115781604914,0.8333333333333334,340789,0.0,0.0,18,0,0,12,0,0.0,18,30,42,114.0,123.0,8,31,42,640,1.721557549200952,180.7267511067912
79,42,0,0,0,10.0,20,10.0,20.326425523649956,22,18.09090909090909,28.088703013164025,0,,25.000000000000004,10,25.0,0,3.9620000000000006,53022,34,42,1.0,1193.7098719932983,False,0.1696702719398933,0,1.0010000000000001,48956,0,32,1.0,650.4456167567986,False,0.07504685343640845,0,0.263,53620,235,278,1.0,12585.369435717337,False,0.025059620822930957,0,0.254,54244,244,292,1.0,13161.549107614486,False,0.04066477131479677,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57160,269,213,1.0,12880.861110541124,False,-0.13863739649131787,0.8333333333333334,340839,0.0,0.0,21,0,0,10,0,0.0,17,27,43,144.0,129.0,8,34,43,848,1.649820625782013,182.3765717325732
80,43,0,0,0,10.0,20,10.0,20.326425523649956,0,,27.369385481832342,17,20.0,25.0,11,25.0,0,3.9620000000000015,52912,35,52,1.0,1406.9741272297977,False,0.1695968033772147,0,1.0010000000000001,48866,0,41,0.9,833.3834464696482,False,0.07507889712778562,0,0.263,53620,225,288,1.0,12455.828761588955,False,0.023951450533713357,0,0.254,54584,234,285,1.0,12556.658434856308,False,0.04130730251553778,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57095,276,212,1.0,12853.950392985727,False,-0.13969994451978188,0.8166666666666668,340914,0.0,0.0,15,0,0,11,0,0.0,22,33,45,180.0,144.0,10,33,45,815,1.8535860432311893,184.2301577758044
81,45,0,0,0,10.0,20,10.0,19.255106785206525,63,15.952380952380953,27.384587126656218,1,30.0,24.999999999999996,13,25.0,0,3.9620000000000006,53624,29,10,1.0,482.5510678520652,False,0.17504582216631473,0,1.0010000000000001,48959,6,40,1.0,830.204271408261,False,0.07707297257267799,0,0.263,52868,267,298,1.0,13301.720475393695,False,0.01832158906544019,0,0.254,54361,235,294,1.0,12576.018709760461,False,0.03765756492746086,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57390,267,209,1.0,12536.684762817209,False,-0.13785307662271482,0.8333333333333334,341039,0.0,0.0,24,0,0,10,0,0.0,24,34,42,201.0,129.0,12,33,42,1560,2.7142059355974197,186.94436371140182
82,42,0,0,0,10.0,20,10.0,19.61144244855397,27,22.666666666666668,27.401273098309915,1,30.0,25.0,10,25.0,0,3.9620000000000015,53672,34,11,1.0,555.7258669340937,False,0.17689105677160288,0,1.0010000000000001,49323,1,32,1.0,637.566158353727,False,0.08291230730518236,0,0.263,52868,257,308,1.0,13479.732823557824,False,0.019844415750392072,0,0.254,53779,252,303,1.0,13244.669245823505,False,0.03342004213851205,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57610,258,209,1.0,12294.528459363959,False,-0.13651334385630534,0.8333333333333334,341089,0.0,0.0,20,0,0,5,0,0.0,21,26,50,126.0,135.0,7,35,50,1092,1.6459165858104825,188.5902802972123
83,50,0,0,0,10.0,20,10.0,19.556499032833784,5,17.0,26.600215502237464,20,20.95,24.999999999999996,12,25.0,0,3.9620000000000006,53588,34,19,1.0,711.5734816238419,False,0.17675850746737462,0,1.0010000000000001,49292,1,39,1.0,772.7034622805176,False,0.08371003536441747,0,0.263,52898,247,317,1.0,13262.72357531922,False,0.01850126244969222,0,0.254,54083,247,294,1.0,12650.918618767759,False,0.03354194000451474,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57491,268,207,1.0,12303.85775459964,False,-0.13806182703387437,0.8333333333333334,341189,0.0,0.0,23,0,0,9,0,0.0,23,32,43,165.0,127.0,10,40,43,1004,1.7694879965856671,190.35976829379797
84,43,0,0,0,10.0,20,10.0,19.874503394166073,32,22.0,26.646483032170458,2,30.0,25.0,11,25.0,1,3.9720000000000013,53860,39,10,1.0,588.7450339416607,False,0.18135233779740464,0,1.0010000000000001,49506,0,33,0.6,655.8586120074804,False,0.08710388748072115,0,0.263,52518,257,325,1.0,13767.85435775608,False,0.01632095501776004,0,0.254,53819,249,304,1.0,13049.282186927172,False,0.03243295054516127,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57706,260,206,1.0,12078.08558836432,False,-0.13667886297950674,0.7666666666666666,341246,0.0,0.0,17,0,0,13,1,0.05,15,28,50,128.0,111.0,11,32,50,799,1.4461360918357968,191.80590438563377
85,50,0,0,0,10.0,20,10.0,20.116024532262113,22,22.545454545454547,26.646483032170458,0,,25.0,12,25.0,2,3.991000000000001,54010,38,10,1.0,581.1602453226211,False,0.18454178841345764,0,1.0010000000000001,49616,1,33,1.0,673.8288095646498,False,0.08969949182570905,0,0.263,52518,247,335,1.0,13895.229875245846,False,0.017410603230613917,0,0.254,53323,261,314,1.0,13617.278075021935,False,0.028805759607017683,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,58006,250,204,1.0,11761.620758042614,False,-0.13475885560056197,0.8333333333333334,341310,0.0,0.0,17,0,0,16,1,0.16666666666666666,18,34,42,194.0,171.0,13,37,42,720,1.6450637560337782,193.45096814166754
86,42,0,0,0,10.0,20,10.0,20.022810846411325,18,18.88888888888889,27.751649724958266,45,31.0,25.0,7,25.0,0,3.9890000000000008,53952,37,16,1.0,690.3649735425812,False,0.1844676705737504,0,1.0010000000000001,49814,2,29,1.0,600.6615145459284,False,0.09322071414831616,0,0.263,52260,250,345,1.0,14580.021866713432,False,0.01885455333555838,0,0.254,54636,256,279,1.0,12868.549849944655,False,0.04486509247488926,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000003,56786,285,207,1.0,13084.220171613106,False,-0.14232552668978216,0.8333333333333334,341285,0.0,0.0,19,0,0,11,0,0.0,23,34,44,138.0,168.0,11,31,44,2110,1.7168933162465692,195.1678614579141
87,44,0,0,0,10.0,20,10.0,19.916538456392544,16,18.5,27.851346600327027,33,28.333333333333332,25.0,13,25.0,0,3.9890000000000008,54108,41,10,1.0,609.1653845639255,False,0.18698507214681095,0,1.0010000000000001,49754,0,37,0.8,736.9119228865242,False,0.09339796168153543,0,0.263,52755,254,330,1.0,14249.745146031626,False,0.024498230444426006,0,0.254,54780,248,281,1.0,12765.529931877245,False,0.04644752542325867,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,56176,308,204,1.0,13678.214752900723,False,-0.14656463051789265,0.7999999999999999,341410,0.0,0.0,23,0,0,12,0,0.0,22,34,41,208.0,158.0,13,31,41,1756,1.6367349093779922,196.8045963672921
88,41,0,0,0,10.0,20,10.0,19.366358535750166,26,15.0,27.863674968660625,1,30.0,25.0,12,25.0,16,4.149000000000001,54090,43,10,1.0,623.6635853575017,False,0.18675054629433802,0,1.0010000000000001,49674,0,45,0.8,871.4861341087575,False,0.09312063582937494,0,0.263,52365,270,340,1.0,14702.566293997157,False,0.02169934209893539,0,0.254,54810,238,290,1.0,12689.659072420121,False,0.0463117563682258,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,56446,299,202,1.0,13381.238815629527,False,-0.14491895109748815,0.7999999999999999,341222,0.0,0.0,18,0,0,22,1,0.6153846153846154,20,42,46,272.0,132.0,19,22,46,530,1.7474362356588244,198.55203260295093
89,46,0,0,0,10.0,20,10.0,19.128115386523568,22,16.863636363636367,27.877208281204094,1,30.0,25.0,8,25.0,0,4.133000000000001,54052,44,11,1.0,650.4092692517593,False,0.186213316346194,0,1.0010000000000001,49883,0,41,0.9,784.2527308474663,False,0.09672839522313505,0,0.263,52066,273,350,1.0,14978.998398942367,False,0.018948453316985726,0,0.254,54768,237,299,1.0,12868.648622686109,False,0.047124355176277215,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,56616,290,204,1.0,13184.390401549186,False,-0.14394957540562872,0.8166666666666668,341222,0.0,0.0,22,0,0,16,0,0.0,9,25,30,254.0,137.0,15,31,30,801,1.5771554820239544,200.12918808497488
90,30,0,0,0,10.0,20,10.0,19.55064869288759,22,23.545454545454547,27.89204560192906,1,30.0,25.0,10,25.0,1,4.143000000000001,54202,46,10,1.0,655.5064869288759,False,0.18954109298367047,0,1.0010000000000001,50033,0,39,0.8,762.4752990226161,False,0.09976304289852546,0,0.263,51778,275,360,1.0,15417.564807238548,False,0.017772762175254517,0,0.254,54568,237,308,1.0,13224.25378560851,False,0.04674457454154557,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,56836,281,204,1.0,12937.664814142066,False,-0.14264078433480454,0.7999999999999999,341254,0.0,0.0,18,0,0,8,1,0.08333333333333333,8,16,31,115.0,69.0,7,23,31,710,1.2732027135789394,201.40239079855382
91,31,0,0,0,10.0,20,10.0,19.87648194051237,36,21.75,27.90829012766613,1,30.0,25.0,16,25.0,15,4.292000000000001,54304,48,10,1.0,678.7648194051237,False,0.19201986016235606,0,1.0010000000000001,50206,0,36,0.8,715.5533498584454,False,0.10302516687963222,0,0.263,51531,279,369,1.0,15843.697518511754,False,0.017192183808785143,0,0.254,54062,249,318,1.0,13824.08026378541,False,0.04321858971894168,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,57206,272,198,1.0,12541.054914725188,False,-0.1403154589519808,0.7999999999999999,341146,0.0,0.0,22,0,0,9,3,2.090909090909091,13,22,36,164.0,81.0,11,20,36,883,1.329969223588705,202.73236002214253
92,36,0,0,0,10.0,20,10.0,19.934065580773186,9,21.333333333333332,27.161022542133527,70,25.914285714285715,25.0,8,25.0,0,4.277000000000001,54202,49,19,1.0,868.7472460346905,False,0.19186696675503034,0,1.0010000000000001,50300,0,37,0.9,737.5604264886078,False,0.10531577001470961,0,0.263,51827,277,355,1.0,15163.899168331576,False,0.016441102931935937,0,0.254,55388,240,282,1.0,12443.58409626722,False,0.05409581248517676,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,55592,332,200,1.0,14017.45948398833,False,-0.15217668997935765,0.8166666666666668,341146,0.0,0.0,25,0,0,8,0,0.0,2,10,42,124.0,108.0,10,26,42,2406,1.299243318848312,204.03160334099084
93,42,0,0,0,10.0,20,10.0,18.478390445601843,32,9.15625,27.161022542133527,0,,25.0,11,25.0,5,4.327000000000002,54175,50,10,1.0,684.7839044560185,False,0.18927143719002665,0,1.0010000000000001,50330,0,38,0.9,702.17883693287,False,0.10558428957628402,0,0.263,51622,295,365,1.0,15364.898409331281,False,0.014653182395730184,0,0.254,55300,234,292,1.0,12254.961946573821,False,0.05097661123198246,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,55867,322,199,1.0,13720.849258566996,False,-0.15046081735060335,0.8166666666666668,341131,0.0,0.0,21,0,0,9,1,0.35714285714285715,4,13,36,193.0,117.0,13,29,36,670,1.4902090840041637,205.521812424995
94,36,0,0,0,10.0,20,10.0,18.7284931508144,27,20.703703703703702,27.177810414716046,1,30.0,25.0,12,25.0,5,4.372000000000002,54260,52,10,1.0,707.284931508144,False,0.19137109717837897,0,1.0010000000000001,50514,0,34,0.8,636.7687671276897,False,0.10888471856119734,0,0.263,51093,312,374,1.0,16007.790958157893,False,0.01110209894400053,0,0.254,55300,224,302,1.0,12402.881211026672,False,0.05224200324242637,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000003,56137,313,197,1.0,13431.654659806121,False,-0.14876244525233875,0.7999999999999999,341141,0.0,0.0,21,0,0,9,1,0.5,5,14,30,218.0,65.0,14,22,30,869,1.4751329105347395,206.99694533552974
95,30,0,0,0,10.0,20,10.0,18.305775911506785,34,15.617647058823529,26.01140438163576,46,22.152173913043477,25.0,8,25.0,5,4.417000000000001,54309,52,10,1.0,703.0577591150678,False,0.19239390239212784,0,1.0010000000000001,50706,0,25,1.0,457.6443977876696,False,0.11111935164795339,0,0.263,51553,323,347,1.0,14938.722939844301,False,0.009826879789251142,0,0.254,55328,227,303,1.0,12036.866659547675,False,0.049589948839546844,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,55318,349,199,1.0,14052.98012919088,False,-0.15564703245533484,0.8333333333333334,341051,0.0,0.0,24,0,0,2,1,0.8333333333333334,4,6,28,84.0,71.0,6,24,28,1818,1.279973080381751,208.2769184159115
96,28,0,0,0,10.0,20,10.0,18.551011488122825,25,20.76,26.18499648651723,11,29.0,25.0,11,25.0,3,4.442000000000001,54378,54,10,1.0,725.5101148812282,False,0.19414399898432871,0,1.0010000000000001,50902,0,21,0.8,389.5712412505793,False,0.11465250803048124,0,0.263,51458,331,346,1.0,15200.393586903618,False,0.01043999441301346,0,0.254,55223,224,313,1.0,12351.330473619406,False,0.05048359630457339,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,55274,350,198,1.0,14114.74877028103,False,-0.15582466263336112,0.7999999999999999,341072,0.0,0.0,20,0,0,3,1,0.5,6,9,19,147.0,87.0,9,19,19,1175,1.3036743933334947,209.580592809245
97,19,0,0,0,10.0,20,10.0,18.995990176824257,49,21.040816326530614,26.18499648651723,0,,24.999999999999996,11,25.0,19,4.6290000000000004,54467,52,10,1.0,709.9599017682426,False,0.19591588208992222,0,1.0010000000000001,51242,2,11,1.0,228.95589194506684,False,0.12031757479052665,0,0.263,50864,351,356,1.0,15989.45130126545,False,0.007027197690814483,0,0.254,54786,233,323,1.0,12883.819576345117,False,0.047562102863614855,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,55549,340,197,1.0,13827.898805415858,False,-0.15404269671427703,0.8333333333333334,340745,0.0,0.0,20,0,0,3,2,1.4117647058823528,2,5,23,90.0,57.0,5,14,23,935,1.075490927323699,210.6560837365687
98,23,0,0,0,10.0,20,10.0,18.708727559122103,21,15.333333333333334,26.18499648651723,0,,24.999999999999996,10,25.0,0,4.610000000000001,54415,52,14,1.0,781.9221858277094,False,0.19556643818664204,4,1.0410000000000001,51344,2,10,1.0,207.08727559122104,False,0.12230413031556062,0,0.263,50784,351,366,1.0,16150.472087317165,False,0.0070359301200824745,0,0.254,54544,234,333,1.0,13097.446078844809,False,0.04524916232244735,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,55799,330,197,1.0,13566.048840550684,False,-0.15243002261365796,0.8333333333333334,340723,0.0,0.0,20,0,0,1,1,0.36363636363636365,3,4,24,72.0,87.0,4,19,24,530,1.189797486178577,211.84588122274727
99,24,0,0,0,10.0,20,10.0,18.708727559122103,0,,26.822289692811747,26,31.0,24.999999999999996,2,25.0,0,4.610000000000001,54295,54,24,1.0,989.0094614189304,False,0.1952074503328781,0,1.0370000000000001,51264,0,20,1.0,374.1745511824421,False,0.12238143311863224,0,0.263,50784,341,376,1.0,16464.857022157856,False,0.009725371459740758,0,0.254,55350,224,317,1.0,12693.420805864675,False,0.055582918199636226,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,55043,346,205,1.0,14405.512233712863,False,-0.15698422041989207,0.8333333333333334,340573,0.0,0.0,14,0,0,4,0,0.0,1,5,30,75.0,87.0,5,19,30,1056,1.2176770083606243,213.0635582311079
100,30,0,0,0,10.0,20,10.0,18.602385286781097,11,16.272727272727273,27.699660688714147,47,31.0,24.999999999999996,10,25.0,0,4.610000000000001,54384,53,23,1.0,957.8548615959653,False,0.1968091322352911,0,1.0370000000000001,51154,1,30,1.0,568.0715586034329,False,0.12209672082419051,0,0.263,51362,340,363,1.0,16379.787827508808,False,0.01888676967140719,0,0.254,56050,216,303,1.0,12411.112410625105,False,0.06514433693732127,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,53836,383,205,1.0,15733.970043777517,False,-0.16433515687407724,0.8333333333333334,340623,0.0,0.0,22,0,0,5,0,0.0,7,12,33,201.0,84.0,12,18,33,2086,2.2700110226869583,215.33356925379485
101,33,0,0,0,10.0,20,10.0,18.67918332704206,20,19.55,27.29514731929866,5,11.0,24.999999999999996,0,,0,4.610000000000001,54389,53,26,1.0,1015.6587665030936,False,0.19754868749048993,0,1.0370000000000001,51340,1,27,1.0,514.3379498301356,False,0.12556813714611523,0,0.263,51131,343,368,1.0,16451.574094677333,False,0.015548642337439514,0,0.254,55945,213,313,1.0,12522.04715960044,False,0.06429687208801357,0,0.2,73837,0,0,0.0,0.0,False,0.0,0,1.0190000000000001,53781,378,215,1.0,15692.565686694892,False,-0.16536041763143886,0.8333333333333334,340423,0.0,0.0,13,0,0,6,0,0.0,2,8,29,99.0,135.0,8,25,29,646,1.507292678579688,216.84086193237454
