index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,23,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,8,13.0,34.0,15,34.0,0,0.389,43666,18,44,1.0,1423.6412851962405,False,0.3363593303600975,0,0.2,42961,8,71,1.0,2086.784801112115,False,0.32511420141399827,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,8,4.681000000000001,-19228.0,1198,0,0.0,33860.960446934,False,-1.0545314672109798,4,2.5260000000000007,60193,0,0,0.0,0.0,False,0.008747968024668599,7,1.161,65446,0,8,0.8,272.0,False,0.09905984481573964,0.4666666666666666,235222,0.0,0.0,7,0,0,5,4,3.6,14,19,19,111.0,75.0,7,16,19,268,1.194226865656674,81.3819481683895
66,19,0,0,1,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,20,34.0,0,0.389,43536,21,54,1.0,1736.2870318317496,False,0.33715199698614406,0,0.2,42891,5,81,1.0,2339.430547747624,False,0.3268102648119072,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,11,2.632000000000001,60053,0,0,0.0,0.0,False,0.006401769703876255,1,1.1640000000000001,65711,0,0,0.0,0.0,False,0.10122169898275545,0.3333333333333333,254375,0.0,0.125,8,0,0,7,6,76.94022988505746,13,20,16,129.0,78.0,8,11,16,404,1.143890623934567,82.52583879232407
67,16,0,0,0,10.000000000000002,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,20,34.0,0,0.389,43436,21,64,1.0,2018.9327784672587,False,0.3383963619981219,0,0.2,42791,5,91,1.0,2622.0762943831332,False,0.32805462982388484,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,10,2.721000000000001,59941,0,0,0.0,0.0,False,0.004524811047242379,10,1.2630000000000003,65590,0,0,0.0,0.0,False,0.09919391329121349,0.3333333333333333,253942,0.0,0.125,6,0,0,9,9,159.50594421582076,6,15,12,57.0,51.0,4,12,12,200,0.9135719174519181,83.43941070977598
68,12,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,20,34.0,0,0.389,43346,20,74,1.0,2291.578525102768,False,0.33979129313874323,0,0.2,42681,6,101,1.0,2914.722041018643,False,0.3291484287072188,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,11,2.821000000000001,59806,0,0,0.0,0.0,False,0.0022624055236211897,9,1.3430000000000002,65497,0,0,0.0,0.0,False,0.09763536726383,0.3333333333333333,253514,0.0,0.125,6,0,0,6,8,87.67961752602275,10,16,9,57.0,24.0,4,8,9,200,0.8704581838101149,84.3098688935861
69,9,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,20,34.0,0,0.389,43236,21,84,1.0,2584.224271738277,False,0.3408850920220772,0,0.2,42591,5,111,1.0,3187.367787654152,False,0.3305433598478401,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,10,2.91,59690,0,0,0.0,0.0,False,0.00031841262925038966,10,1.4340000000000004,65371,0,0,0.0,0.0,False,0.09552378877511689,0.3333333333333333,253072,0.0,0.125,6,0,0,3,7,7.0,11,14,8,39.0,18.0,3,6,8,200,0.8246502848342061,85.1345191784203
70,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,20,34.0,0,0.389,43156,19,94,1.0,2846.870018373786,False,0.3424305892913422,0,0.2,42471,7,121,1.0,3490.013534289661,False,0.33148659260253055,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,8,2.980000000000001,59609,0,0,0.0,0.0,False,-0.0010390306849223242,12,1.5440000000000003,65198,0,0,0.0,0.0,False,0.09262455799299492,0.3333333333333333,252618,0.0,0.125,5,0,0,3,10,434.13205277321657,11,14,8,21.0,18.0,2,6,8,200,0.8291969858109951,85.9637161642313
71,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,20,34.0,0,0.389,43046,20,104,1.0,3139.515765009295,False,0.34352438817467634,0,0.2,42381,6,131,1.0,3762.65928092517,False,0.3328815237431519,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,8,3.0520000000000014,59529,0,0,0.0,0.0,False,-0.0023797154396608066,12,1.6520000000000001,65030,0,0,0.0,0.0,False,0.08980912000804411,0.3333333333333333,252170,0.0,0.125,6,0,0,4,7,137.61765873015872,6,10,6,42.0,12.0,4,4,6,200,0.8130254885181785,86.77674165274948
72,6,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,20,34.0,0,0.389,42946,20,114,1.0,3422.1615116448047,False,0.34476875318665395,0,0.2,42281,6,141,1.0,4045.3050275606793,False,0.3341258887551295,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,8,3.1240000000000006,59455,0,0,0.0,0.0,False,-0.0036198488377939034,12,1.7600000000000002,64859,0,0,0.0,0.0,False,0.0869434063447906,0.3333333333333333,251725,0.0,0.125,6,0,0,2,9,234.75891632373114,6,8,6,21.0,12.0,2,4,6,200,0.7662344500422478,87.54297610279173
73,6,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,20,34.0,0,0.389,42886,16,124,1.0,3664.807258280314,False,0.34661538271320635,0,0.2,42141,10,151,1.0,4367.950774196189,False,0.3347679892525323,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,9,3.206000000000001,59350,0,0,0.0,0.0,False,-0.005379497578388162,11,1.858,64725,0,0,0.0,0.0,False,0.08469775938060364,0.3333333333333333,251286,0.0,0.125,6,0,0,2,6,6.0,6,8,6,36.0,12.0,2,4,6,200,0.6637462014332414,88.20672230422497
74,6,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,9,34.0,0,0.389,42756,19,134,1.0,3977.453004915823,False,0.3474080493392529,0,0.2,42071,7,161,1.0,4620.5965208316975,False,0.33646405265044105,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,9,3.287000000000001,59249,0,0,0.0,0.0,False,-0.007072112081245496,0,1.8470000000000002,64725,0,0,0.0,0.0,False,0.08469775938060364,0.3333333333333333,250985,0.0,0.125,6,0,0,1,3,3.0,0,1,5,18.0,15.0,1,5,5,200,0.5116998935118318,88.7184221977368
75,5,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,12,34.0,0,0.389,42656,19,144,1.0,4260.098751551332,False,0.3486524143512305,0,0.2,41971,7,171,1.0,4903.242267467207,False,0.3377084176624189,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,10,3.378000000000001,59127,0,0,0.0,0.0,False,-0.009116656332221681,2,1.8670000000000004,64710,0,0,0.0,0.0,False,0.08444638098909017,0.3333333333333333,250648,0.0,0.125,6,0,0,2,5,5.0,0,2,6,36.0,9.0,2,3,6,200,0.594134172424674,89.31255637016147
76,6,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,6,34.0,0,0.389,42576,17,154,1.0,4522.744498186841,False,0.35019791162049574,0,0.2,41851,9,181,1.0,5205.888014102716,False,0.3386516504171091,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,6,3.4280000000000004,59067,0,0,0.0,0.0,False,-0.010122169898275545,0,1.865,64710,0,0,0.0,0.0,False,0.08444638098909017,0.3333333333333333,250388,0.0,0.125,6,0,0,2,3,3.0,0,2,7,36.0,12.0,2,4,7,200,0.6059105936437845,89.91846696380526
77,7,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,3,34.0,0,0.389,42446,20,164,1.0,4835.390244822351,False,0.3509905782465423,0,0.2,41781,6,191,1.0,5458.533760738225,False,0.3403477138150178,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.422,59067,0,0,0.0,0.0,False,-0.010122169898275545,3,1.895,64689,0,0,0.0,0.0,False,0.08409445124097133,0.3333333333333333,250167,0.0,0.125,6,0,0,2,1,1.0,0,2,8,36.0,15.0,2,5,8,200,0.6116586569696665,90.53012562077492
78,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,1,34.0,0,0.389,42326,22,174,1.0,5138.035991457859,False,0.3519338110012325,0,0.2,41701,4,201,1.0,5721.179507373734,False,0.34189321108428283,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,1,3.432000000000001,59060,0,0,0.0,0.0,False,-0.010239479814315161,0,1.8920000000000001,64689,0,0,0.0,0.0,False,0.08409445124097133,0.3333333333333333,249960,0.0,0.125,6,0,0,2,1,1.0,0,2,8,36.0,18.0,2,6,8,200,0.6003919243812561,91.13051754515618
79,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,1,34.0,0,0.389,42186,26,184,1.0,5460.681738093369,False,0.3525759114986353,0,0.2,41641,0,211,1.0,5963.8252540092435,False,0.3437398406108355,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.431000000000001,59060,0,0,0.0,0.0,False,-0.010239479814315161,1,1.9020000000000001,64682,0,0,0.0,0.0,False,0.08397714132493171,0.3333333333333333,249753,0.0,0.125,6,0,0,2,1,1.0,0,2,8,36.0,18.0,2,6,8,200,0.5974142896011472,91.72793183475733
80,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,0,,0,0.389,42056,29,194,1.0,5773.327484728878,False,0.3533685781246821,0,0.2,41571,0,218,0.7,6161.6772766541,False,0.3446108961192197,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.431000000000001,59060,0,0,0.0,0.0,False,-0.010239479814315161,0,1.9010000000000005,64682,0,0,0.0,0.0,False,0.08397714132493171,0.2833333333333333,249553,0.0,0.125,6,0,0,2,0,0.0,0,2,8,36.0,18.0,2,6,8,200,0.621816836297512,92.34974867105484
81,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,1,34.0,0,0.389,41926,32,204,1.0,6085.973231364387,False,0.3541612447507286,0,0.2,41501,0,225,0.7,6359.529299298956,False,0.34548195162760414,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,1,3.441000000000001,59053,0,0,0.0,0.0,False,-0.010356789730354778,0,1.9010000000000002,64682,0,0,0.0,0.0,False,0.08397714132493171,0.2833333333333333,249346,0.0,0.125,6,0,0,2,1,1.0,0,2,8,36.0,18.0,2,6,8,200,1.6255637351423502,93.97531240619719
82,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,2,34.0,0,0.389,41806,34,214,1.0,6388.618977999896,False,0.35510447750541885,0,0.2,41421,0,233,0.8,6585.645896607363,False,0.34647744363718636,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,2,3.460000000000001,59039,0,0,0.0,0.0,False,-0.010591409562434014,0,1.9010000000000005,64682,0,0,0.0,0.0,False,0.08397714132493171,0.3,249132,0.0,0.125,6,0,0,2,1,1.0,0,2,8,36.0,18.0,2,6,8,200,0.5944863753393292,94.56979878153652
83,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,0,,0,0.389,41686,36,224,1.0,6691.264724635405,False,0.35604771026010906,0,0.2,41341,0,241,0.8,6811.762493915771,False,0.3474729356467684,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,0,1.9010000000000002,64682,0,0,0.0,0.0,False,0.08397714132493171,0.3,248932,0.0,0.125,6,0,0,1,0,0.0,0,1,8,18.0,21.0,1,7,8,200,0.5431162873283029,95.11291506886482
84,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,0,,0,0.389,41536,41,234,1.0,7023.910471270915,False,0.35653924462886816,0,0.2,41291,0,246,0.5,6953.085367233525,False,0.3480951181527572,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,0,1.9010000000000002,64682,0,0,0.0,0.0,False,0.08397714132493171,0.25,248732,0.0,0.125,6,0,0,2,0,0.0,0,2,8,36.0,18.0,2,6,8,200,0.5929319029673934,95.70584697183222
85,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,0,,0,0.389,41426,42,244,1.0,7316.556217906424,False,0.3576330435122023,0,0.2,41201,0,255,0.9,7207.466539205484,False,0.34921504666353725,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,0,1.9010000000000002,64682,0,0,0.0,0.0,False,0.08397714132493171,0.31666666666666665,248532,0.0,0.125,5,0,0,1,0,0.0,0,1,8,18.0,21.0,1,7,8,200,0.5495926085859537,96.25543958041817
86,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,0,,0,0.389,41336,41,254,1.0,7589.201964541933,False,0.35902797465282366,0,0.2,41091,1,265,1.0,7500.112285840993,False,0.35030884554687114,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,0,1.9010000000000002,64682,0,0,0.0,0.0,False,0.08397714132493171,0.3333333333333333,248332,0.0,0.125,6,0,0,2,0,0.0,0,2,8,36.0,18.0,2,6,8,200,0.6046937694773078,96.86013334989548
87,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,0,,0,0.389,41256,39,264,1.0,7851.847711177442,False,0.36057347192208866,0,0.2,40971,3,275,1.0,7802.758032476502,False,0.35125207830156135,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,0,1.9010000000000002,64682,0,0,0.0,0.0,False,0.08397714132493171,0.3333333333333333,248132,0.0,0.125,6,0,0,2,0,0.0,0,2,8,36.0,18.0,2,6,8,200,0.5994129292666912,97.45954627916217
88,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,0,,0,0.389,41186,36,274,1.0,8104.493457812951,False,0.3622695353199974,0,0.2,40841,6,285,1.0,8115.403779112012,False,0.3520447449276079,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,0,1.9010000000000005,64682,0,0,0.0,0.0,False,0.08397714132493171,0.3333333333333333,247932,0.0,0.125,6,0,0,2,0,0.0,0,2,8,36.0,18.0,2,6,8,200,0.5925663290545344,98.0521126082167
89,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,0,,0,0.389,41066,38,284,1.0,8407.13920444846,False,0.36321276807468783,0,0.2,40761,4,295,1.0,8378.049525747521,False,0.35359024219687313,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,0,1.9010000000000002,64682,0,0,0.0,0.0,False,0.08397714132493171,0.3333333333333333,247732,0.0,0.125,6,0,0,2,0,0.0,0,2,8,36.0,18.0,2,6,8,200,0.587703232653439,98.63981584087014
90,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,0,,0,0.389,40976,37,294,1.0,8679.78495108397,False,0.36460769921530917,0,0.2,40651,5,305,1.0,8670.695272383029,False,0.35468404108020707,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,0,1.9010000000000005,64682,0,0,0.0,0.0,False,0.08397714132493171,0.3333333333333333,247532,0.0,0.125,6,0,0,2,0,0.0,0,2,8,36.0,18.0,2,6,8,200,0.5902432901784778,99.23005913104862
91,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,2,34.0,0,0.389,40866,38,304,1.0,8972.43069771948,False,0.3657014980986431,0,0.2,40561,4,315,1.0,8943.341019018539,False,0.3560789722208284,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,2,1.9210000000000003,64668,0,0,0.0,0.0,False,0.08374252149285247,0.3333333333333333,247318,0.0,0.125,6,0,0,2,1,1.0,0,2,8,36.0,18.0,2,6,8,200,0.5881191827356815,99.8181783137843
92,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,5,34.0,0,0.389,40796,35,314,1.0,9225.076444354989,False,0.36739756149655184,0,0.2,40431,7,325,1.0,9255.986765654048,False,0.3568716388468749,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,0,3.458,59039,0,0,0.0,0.0,False,-0.010591409562434014,5,1.9690000000000003,64633,0,0,0.0,0.0,False,0.08315597191265439,0.3333333333333333,247083,0.0,0.125,6,0,0,2,1,1.0,0,2,8,36.0,18.0,2,6,8,200,0.5689090266823769,100.38708734046668
93,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,7,34.0,0,0.389,40696,35,324,1.0,9507.722190990497,False,0.36864192650852945,0,0.2,40331,7,335,1.0,9538.632512289558,False,0.3581160038588528,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,7,3.5280000000000005,58975,0,0,0.0,0.0,False,-0.0116639573662248,0,1.9640000000000004,64633,0,0,0.0,0.0,False,0.08315597191265439,0.3333333333333333,246819,0.0,0.125,6,0,0,2,2,2.0,0,2,8,36.0,18.0,2,6,8,200,0.5729188537225127,100.96000619418919
94,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,17,34.0,0,0.389,40596,35,334,1.0,9790.367937626006,False,0.3698862915205073,0,0.2,40231,7,345,1.0,9821.278258925066,False,0.3593603688708304,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,12,3.6410000000000005,58805,0,0,0.0,0.0,False,-0.014512912470044074,5,2.0140000000000007,64598,0,0,0.0,0.0,False,0.0825694223324563,0.3333333333333333,246414,0.0,0.125,6,0,0,2,5,5.0,0,2,8,36.0,18.0,2,6,8,200,0.5766078382730484,101.53661403246224
95,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,15,34.0,0,0.389,40486,36,344,1.0,10083.013684261516,False,0.3709800904038412,0,0.2,40141,6,355,1.0,10093.924005560575,False,0.36075530001145173,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,7,3.6990000000000007,58730,0,0,0.0,0.0,False,-0.015769804427611403,8,2.0890000000000004,64517,0,0,0.0,0.0,False,0.08121197901828359,0.3333333333333333,246058,0.0,0.125,4,0,0,2,5,5.0,0,2,8,36.0,18.0,2,6,8,200,0.5624208236113191,102.09903485607356
96,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,17,34.0,0,0.389,40436,31,354,1.0,10315.659430897025,False,0.37297728605903735,0,0.2,39991,11,365,1.0,10426.569752196085,False,0.3612468343802108,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,6,3.7520000000000007,58676,0,0,0.0,0.0,False,-0.016674766637059878,11,2.1910000000000003,64410,0,0,0.0,0.0,False,0.07941881315882086,0.3333333333333333,245697,0.0,0.125,6,0,0,1,4,4.0,0,1,8,18.0,21.0,1,7,8,200,0.5150802982971072,102.61411515437067
97,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,20,34.0,0,0.389,40326,32,364,1.0,10608.305177532533,False,0.37407108494237123,0,0.2,39901,10,375,1.0,10699.215498831594,False,0.36264176552083216,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,11,3.8560000000000008,58567,0,0,0.0,0.0,False,-0.01850144961539106,9,2.2700000000000005,64306,0,0,0.0,0.0,False,0.07767592297766084,0.3333333333333333,245284,0.0,0.125,6,0,0,1,6,6.0,0,1,8,18.0,21.0,1,7,8,200,0.5196285173296928,103.13374367170036
98,8,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.999999999999986,17,34.0,0,0.389,40246,30,374,1.0,10870.950924168043,False,0.3756165822116365,0,0.2,39781,12,385,1.0,11001.861245467104,False,0.3635849982755226,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,9,3.935000000000001,58467,0,0,0.0,0.0,False,-0.020177305558814165,8,2.3410000000000006,64230,0,0,0.0,0.0,False,0.07640227246065928,0.3333333333333333,244908,0.0,0.125,6,0,0,0,5,5.0,0,0,7,0.0,24.0,0,8,7,200,0.4160755006596446,103.54981917236
99,7,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.999999999999986,12,34.0,0,0.389,40196,25,384,1.0,11103.596670803552,False,0.37761377786683265,0,0.2,39631,17,395,1.0,11334.506992102612,False,0.36407653264428175,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,6,3.9860000000000007,58410,0,0,0.0,0.0,False,-0.021132543446565333,6,2.3930000000000002,64173,0,0,0.0,0.0,False,0.0754470345729081,0.3333333333333333,244594,0.0,0.125,6,0,0,0,4,4.0,0,0,6,0.0,21.0,0,7,6,200,0.39044589549303055,103.94026506785303
100,6,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.999999999999986,16,34.0,0,0.389,40086,26,394,1.0,11396.242417439062,False,0.37870757675016653,0,0.2,39541,16,405,1.0,11607.152738738121,False,0.36547146378490303,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,4,4.0200000000000005,58382,0,0,0.0,0.0,False,-0.0216017831107238,12,2.5070000000000006,64009,0,0,0.0,0.0,False,0.07269863082569422,0.3333333333333333,244202,0.0,0.125,6,0,0,0,4,4.0,0,0,5,0.0,18.0,0,6,5,200,0.35543357860296965,104.295698646456
101,5,0,0,0,10.0,20,10.0,28.264574663550917,0,,12.984265350590126,0,,33.99999999999999,16,34.0,0,0.389,39956,29,404,1.0,11708.888164074571,False,0.3795002433762131,0,0.2,39471,13,415,1.0,11859.79848537363,False,0.36716752718281176,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.673000000000001,-36572.944444444445,1198,0,0.0,33860.960446934,True,-1.466212480323209,5,4.066,58341,0,0,0.0,0.0,False,-0.022288884047527276,11,2.6050000000000004,63867,0,0,0.0,0.0,False,0.07031891538603342,0.3333333333333333,243819,0.0,0.125,6,0,0,0,5,5.0,0,0,4,0.0,15.0,0,5,4,200,0.3310938123613596,104.62679245881736
