index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,18,0,0,0,10.000000000000002,20,10.0,27.86685836012794,16,28.875,12.82256671731098,8,13.0,33.99999999999999,20,34.0,0,0.389,37851,11,25,1.0,806.6714590031985,False,0.15196144692548771,0,0.2,37572,5,38,1.0,1108.9406176848618,False,0.1481110066502779,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,8,2.791000000000001,20513.0,560,0,0.0,15605.440681671646,False,-0.3279284073664715,15,1.9700000000000009,58992,0,8,0.8,271.99999999999994,False,-0.009099897772787451,0,1.0910000000000002,62547,0,15,1.0,509.9999999999999,False,0.052471049588577366,0.6333333333333333,259659,0.0,0.0,10,0,0,8,5,5.0,15,23,17,168.0,36.0,11,7,17,832,1.1754144169390202,39.926546161063015
31,17,0,0,0,10.000000000000002,20,10.0,27.934821700751485,14,28.857142857142858,12.854528812916088,20,13.0,33.99999999999999,20,34.0,0,0.389,37741,12,35,1.0,1097.718759526302,False,0.15303117862452262,0,0.2,37886,4,34,1.0,989.7839378255505,False,0.15577246353025695,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,20,2.9830000000000014,19611.0,574,0,0.0,16034.587656231352,False,-0.3442444263715068,6,2.0150000000000006,59210,0,0,0.0,0.0,False,-0.007725695899180506,0,1.0910000000000002,62491,10,19,1.0,774.5452881291608,False,0.05374926922733955,0.5,259123,0.0,0.0,12,0,0,7,6,6.0,15,22,17,150.0,35.0,10,7,17,1080,1.015842386521399,40.942388547584414
32,17,0,0,0,10.000000000000002,20,10.0,27.94004660079661,16,28.0,12.86146099136034,5,13.0,33.99999999999999,20,34.0,0,0.389,38079,13,29,1.0,940.2613514231017,False,0.1608386736843999,0,0.2,37796,3,44,1.0,1259.3620504350508,False,0.15712120649293929,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.013000000000001,19083.0,590,0,0.0,16484.627494469998,False,-0.35143563687375395,10,2.1090000000000004,59101,0,0,0.0,0.0,False,-0.009552378877511689,0,1.0910000000000002,62766,5,19,1.0,710.3073049568015,False,0.057819605042288585,0.5,259009,0.0,0.0,12,0,0,5,4,4.0,14,19,15,99.0,57.0,8,9,15,988,1.065712614916265,42.00810116250068
33,15,0,0,0,10.000000000000002,20,10.0,28.01668283020404,14,29.0,12.88953560545086,24,13.0,33.99999999999999,20,34.0,0,0.389,38365,15,25,1.0,850.417070755101,False,0.16809830569072354,0,0.2,37716,1,54,1.0,1522.9008728310182,False,0.158680150458188,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,24,3.2480000000000007,18049.0,604,0,0.0,16922.07642944324,False,-0.3707861431994298,16,2.259000000000001,58721,0,9,0.9,305.99999999999994,False,-0.013356571869082134,0,1.0910000000000002,62707,10,25,1.0,978.8953560545084,False,0.05908142444449151,0.65,257742,0.0,0.0,9,0,0,8,8,8.0,13,21,17,132.0,48.0,9,6,17,742,1.010321737267077,43.01842289976776
34,17,0,0,0,10.000000000000002,20,10.0,28.01668283020404,0,,12.896343054737736,7,13.0,33.999999999999986,20,34.0,0,0.389,38265,15,35,1.0,1130.5838990571415,False,0.1693053465890318,0,0.2,37616,1,64,1.0,1803.0677011330586,False,0.15988719135649626,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,7,3.294000000000002,17937.0,604,0,0.0,16922.07642944324,False,-0.3734444551713277,1,2.2530000000000006,59020,0,0,0.0,0.0,False,-0.010909822191684402,0,1.0910000000000002,62956,7,25,1.0,940.2744013831638,False,0.06293068996148186,0.5,257978,0.0,0.0,11,0,0,2,2,1.2,15,17,19,93.0,61.0,6,11,19,710,0.9430784210562706,43.96150132082403
35,19,0,0,0,10.0,20,10.0,28.01668283020404,0,,12.896343054737736,0,,33.999999999999986,20,34.0,0,0.389,38175,14,45,1.0,1400.7507273591818,False,0.17066295361598374,0,0.2,37506,2,74,1.0,2093.234529435099,False,0.16094366612616082,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,3.2870000000000013,17937.0,604,0,0.0,16922.07642944324,False,-0.3734444551713277,11,2.3620000000000005,58892,0,0,0.0,0.0,False,-0.013054917799265976,0,1.0910000000000002,63262,0,23,0.7,781.9999999999997,False,0.06673258366710798,0.45,257956,0.0,0.0,9,0,0,5,3,3.0,15,20,21,144.0,77.0,8,11,21,506,1.1121567096561193,45.073658030480146
36,21,0,0,0,10.0,20,10.0,28.01649354321195,2,28.0,12.901176446729854,5,13.0,33.99999999999999,20,34.0,0,0.389,38181,9,53,1.0,1574.8741577902333,False,0.1734653420529728,0,0.2,37356,7,84,1.0,2423.385457629804,False,0.16139763697948994,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.3370000000000006,17801.0,606,0,0.0,16977.995087186442,False,-0.37600879275626076,9,2.4410000000000007,58787,0,0,0.0,0.0,False,-0.014814566539860234,0,1.0910000000000002,63571,0,17,0.5,577.9999999999999,False,0.0702016054699938,0.4166666666666667,257880,0.0,0.0,10,0,0,7,4,4.0,16,23,22,138.0,76.0,11,10,22,630,1.1748809274286032,46.24853895790875
37,22,0,0,0,10.0,20,10.0,28.136271879221653,22,29.0,12.901176446729854,0,,33.99999999999999,0,,0,0.389,38729,8,41,1.0,1233.5871470480877,False,0.18482876335593973,0,0.2,37246,8,94,1.0,2724.8095566468355,False,0.1626236081162196,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,3.332000000000001,17163.0,628,0,0.0,17669.5787401512,False,-0.38294433280937057,0,2.432000000000001,58787,0,0,0.0,0.0,False,-0.014814566539860234,0,1.0910000000000002,63571,0,17,0.0,577.9999999999999,False,0.0702016054699938,0.3333333333333333,257680,0.0,0.0,9,0,0,8,0,0.0,17,25,20,204.0,56.0,13,9,20,838,1.2853431105613708,47.53388206847012
38,20,0,0,0,10.0,20,10.0,28.52980392574327,51,29.784313725490197,12.906044265431953,5,13.0,33.99999999999999,0,,0,0.389,38599,11,51,1.0,1565.0200002129068,False,0.18590430017183981,0,0.2,38695,5,53,1.0,1562.0796080643934,False,0.18875089749554916,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.3820000000000006,15564.0,679,0,0.0,19371.73686557968,False,-0.4006961826452615,0,2.4320000000000013,58787,0,0,0.0,0.0,False,-0.014814566539860234,0,1.0910000000000002,63506,0,22,0.5,747.9999999999999,False,0.07053677665867843,0.4166666666666667,257335,0.0,0.0,9,0,0,11,1,1.0,12,23,21,168.0,72.0,11,9,21,1719,1.19345975946635,48.72734182793647
39,21,0,0,0,10.0,20,10.0,28.55305552130591,10,29.0,12.906044265431953,0,,33.99999999999999,0,,0,0.389,38489,12,61,1.0,1861.7363867996605,False,0.18705938910502984,0,0.2,38895,4,53,1.0,1553.3119426292133,False,0.1946415312971153,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,3.377000000000001,15274.0,689,0,0.0,19673.055254179773,False,-0.40400342668067296,0,2.432000000000001,58787,0,0,0.0,0.0,False,-0.014814566539860234,0,1.0910000000000002,63506,0,22,0.0,747.9999999999999,False,0.07053677665867843,0.3333333333333333,257135,0.0,0.0,7,0,0,11,0,0.0,13,24,22,186.0,56.0,12,9,22,490,1.194641798734665,49.921983626671135
40,22,0,0,0,9.999999999999998,20,10.0,28.544663880944864,23,28.47826086956522,12.915314110381678,10,13.0,33.99999999999999,0,,0,0.389,38695,15,59,1.0,1834.1351689757469,False,0.1928471327537904,0,0.2,39144,1,52,1.0,1494.322521809133,False,0.20125154363119035,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,10,3.477000000000001,14429.0,712,0,0.0,20323.800683232745,False,-0.41633674305477136,0,2.432000000000001,58722,0,5,0.5,169.99999999999997,False,-0.014479395351175614,0,1.0910000000000002,63441,0,27,0.5,917.9999999999998,False,0.07087194784736305,0.5,256615,0.0,0.0,8,0,0,6,2,2.0,13,19,23,126.0,102.0,7,15,23,855,1.1210824511945248,51.04306607786566
41,23,0,0,0,9.999999999999998,20,10.0,28.600905187809786,26,29.0,12.923680571166953,10,13.0,33.99999999999999,0,,0,0.389,38905,13,59,1.0,1817.4534060807773,False,0.1989197393110211,0,0.2,39488,3,46,1.0,1345.6416386392502,False,0.20937186278365533,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,10,3.5670000000000015,13485.0,738,0,0.0,21107.468028603624,False,-0.4294423712545853,0,2.4320000000000004,58657,0,10,0.5,339.99999999999994,False,-0.014144224162490992,0,1.0910000000000002,63376,0,32,0.5,1087.9999999999998,False,0.07120711903604766,0.5,256095,0.0,0.0,10,0,0,11,2,2.0,11,22,22,165.0,97.0,10,13,22,954,1.1810940084978938,52.224160086363554
42,22,0,0,0,9.999999999999998,20,10.0,28.607126492105365,3,29.0,12.9312295793643,10,13.0,33.99999999999999,0,,0,0.389,38805,13,69,1.0,2103.89172795527,False,0.20022120766013113,0,0.2,39475,3,53,1.0,1546.1777040815844,False,0.2119997847518908,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,10,3.6570000000000014,13208.0,741,0,0.0,21197.880730650075,False,-0.4349439768982,0,2.432000000000001,58592,0,15,0.5,509.9999999999999,False,-0.013809052973806371,0,1.0910000000000002,63311,0,37,0.5,1257.9999999999998,False,0.07154229022473228,0.5,255575,0.0,0.0,7,0,0,11,2,2.0,10,21,24,147.0,97.0,9,13,24,287,1.0952251916751266,53.31938527803868
43,24,0,0,0,9.999999999999998,20,10.0,28.620482117660746,14,28.785714285714285,12.93481179169912,5,13.0,33.99999999999999,0,,0,0.389,39034,12,68,1.0,2066.1927840009307,False,0.20654951794749654,0,0.2,39449,4,60,1.0,1757.2289270596448,False,0.21439455744187624,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.6970000000000014,12725.0,755,0,0.0,21608.463998833864,False,-0.44153536505703667,0,2.432000000000001,58527,0,20,0.5,679.9999999999999,False,-0.01347388178512175,0,1.0910000000000002,63311,0,37,0.0,1257.9999999999998,False,0.07154229022473228,0.4166666666666667,255230,0.0,0.0,7,0,0,11,1,1.0,11,22,27,165.0,102.0,10,14,27,603,2.1974017173051834,55.516786995343864
44,27,0,0,0,9.999999999999998,20,10.0,28.335191235862172,36,27.0,12.938378281143896,5,13.0,33.99999999999999,0,,0,0.389,39936,9,42,1.0,1280.0780319062112,False,0.22187542206555977,0,0.2,39319,7,70,1.0,2053.463386510352,False,0.21494012567017515,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.742000000000001,11673.0,791,0,0.0,22413.136267566977,False,-0.45695509034027604,0,2.432000000000001,58527,0,20,0.0,679.9999999999999,False,-0.01347388178512175,0,1.0910000000000002,63246,0,42,0.5,1427.9999999999998,False,0.0718774614134169,0.4166666666666667,254885,0.0,0.0,8,0,0,13,1,1.0,11,24,22,219.0,83.0,13,14,22,1172,1.2258274210616946,56.74261441640556
45,22,0,0,0,10.0,20,10.0,28.474127521892804,22,29.636363636363637,12.941909575644132,5,13.0,33.99999999999999,0,,0,0.389,39878,16,48,1.0,1526.7581210508547,False,0.22384302157689187,0,0.2,39829,0,62,1.0,1765.3959063573539,False,0.22596055026435433,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.787000000000001,10941.0,813,0,0.0,23149.46567529885,False,-0.4655906950144919,0,2.432000000000001,58462,0,25,0.5,849.9999999999998,False,-0.01313871059643713,0,1.0910000000000002,63246,0,42,0.0,1427.9999999999998,False,0.0718774614134169,0.4166666666666667,254540,0.0,0.0,8,0,0,12,1,1.0,9,21,18,147.0,84.0,9,13,18,852,1.1215516608208418,57.8641660772264
46,18,0,0,0,10.0,20,10.0,28.48638194824287,20,28.6,12.941909575644132,0,,33.99999999999999,0,,0,0.389,40146,14,46,1.0,1450.373569619172,False,0.23076327345246886,0,0.2,39933,2,64,1.0,1843.1284446875436,False,0.23026271447674582,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,3.782000000000001,10369.0,833,0,0.0,23729.15616288631,False,-0.47228761792834056,0,2.4320000000000013,58462,0,25,0.0,849.9999999999998,False,-0.01313871059643713,0,1.0910000000000002,63246,0,42,0.0,1427.9999999999998,False,0.0718774614134169,0.3333333333333333,254340,0.0,0.0,9,0,0,11,0,0.0,10,21,19,132.0,55.0,9,9,19,772,1.0202802577987313,58.88444633502513
47,19,0,0,0,10.0,20,10.0,28.53876938178431,21,29.0,12.945386969607839,5,13.0,33.99999999999999,0,,0,0.389,40316,16,46,1.0,1472.7833915620781,False,0.23621993783970838,0,0.2,40172,0,63,1.0,1797.9424710524115,False,0.23677942771399088,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.832000000000001,9680.0,854,0,0.0,24372.1090520438,False,-0.4810107631723654,0,2.432000000000001,58397,0,30,0.5,1019.9999999999998,False,-0.01280353940775251,0,1.0910000000000002,63246,0,42,0.0,1427.9999999999998,False,0.0718774614134169,0.4166666666666667,253995,0.0,0.0,8,0,0,15,1,1.0,8,23,18,198.0,69.0,11,8,18,809,1.1790990298613906,60.06354536488652
48,18,0,0,0,10.0,20,10.0,28.562385924570165,10,29.0,12.948792909196982,5,13.0,33.99999999999999,0,,0,0.389,40206,17,56,1.0,1769.4936117759294,False,0.2373749339282091,0,0.2,40372,0,62,0.9,1770.8679273233502,False,0.24239442193633096,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.8770000000000007,9310.0,864,0,0.0,24677.901438828623,False,-0.4861637064603078,0,2.432000000000001,58332,0,35,0.5,1189.9999999999998,False,-0.01246836821906789,0,1.0910000000000002,63246,0,42,0.0,1427.9999999999998,False,0.0718774614134169,0.39999999999999997,253650,0.0,0.0,7,0,0,9,1,1.0,11,20,14,144.0,43.0,8,10,14,490,0.9386954410001636,61.002240805886686
49,14,0,0,0,10.0,20,10.0,28.529263629732494,11,28.0,12.948792909196982,0,,33.99999999999999,0,,0,0.389,40096,18,66,1.0,2062.9313995623443,False,0.23848065826852471,0,0.2,40590,0,60,0.9,1711.7558177839496,False,0.24806907699626524,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,3.8720000000000008,9002.0,875,0,0.0,24963.105676015934,False,-0.4900894133198527,0,2.4320000000000004,58332,0,35,0.0,1189.9999999999998,False,-0.01246836821906789,0,1.0910000000000002,63246,0,42,0.0,1427.9999999999998,False,0.0718774614134169,0.31666666666666665,253450,0.0,0.0,7,0,0,9,0,0.0,7,16,20,90.0,55.0,5,9,20,508,0.892349666915834,61.89459047280252
50,20,0,0,0,10.0,20,10.0,28.4546060991647,65,28.26153846153846,12.952111326241692,5,13.0,33.99999999999999,0,,0,0.389,41320,12,32,1.0,1030.5473951732704,False,0.25979504027904826,0,0.2,41003,6,49,1.0,1454.2756988590702,False,0.256629060751311,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.9220000000000015,7085.0,940,0,0.0,26747.329733214818,False,-0.5144150558576044,0,2.432000000000001,58332,0,35,0.0,1189.9999999999998,False,-0.01246836821906789,0,1.0910000000000002,63181,0,47,0.5,1597.9999999999998,False,0.07221263260210152,0.4166666666666667,253105,0.0,0.0,16,0,0,14,1,1.0,10,24,18,171.0,54.0,12,8,18,2037,1.1446152236312628,63.03920569643378
51,18,0,0,0,10.000000000000002,20,10.0,28.502023491417432,26,28.884615384615383,12.952111326241692,0,,33.99999999999999,0,,0,0.389,41481,12,33,1.0,1060.5667752167753,False,0.26509525980511894,0,0.2,41393,6,42,1.0,1257.0849866395322,False,0.2654041945711806,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,3.917000000000001,6334.0,966,0,0.0,27532.95469270924,False,-0.5229166109761079,0,2.432000000000001,58332,0,35,0.0,1189.9999999999998,False,-0.01246836821906789,0,1.0910000000000002,63181,0,47,0.0,1597.9999999999998,False,0.07221263260210152,0.3333333333333333,252905,0.0,0.0,10,0,0,10,0,0.0,11,21,21,162.0,57.0,9,9,21,951,1.1118868244811893,64.15109252091497
52,21,0,0,0,10.000000000000002,20,10.0,28.477282766884745,11,28.0,12.955327908339237,5,13.0,33.99999999999999,0,,0,0.389,41391,11,43,1.0,1334.523158976044,False,0.26650992470151824,0,0.2,41591,7,41,1.0,1237.5685934422745,False,0.2710727624885913,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,5,3.967000000000001,5946.0,977,0,0.0,27822.305263246395,False,-0.5286919056388684,0,2.432000000000001,58267,0,40,0.5,1359.9999999999998,False,-0.012133197030383269,0,1.0910000000000002,63181,0,47,0.0,1597.9999999999998,False,0.07221263260210152,0.4166666666666667,252560,0.0,0.0,7,0,0,13,1,1.0,9,22,22,150.0,44.0,10,11,22,508,1.1027484955266118,65.25384101644158
53,22,0,0,0,10.000000000000002,20,10.0,28.446511862492844,34,28.264705882352942,12.955327908339237,0,,33.99999999999999,0,,0,0.389,41870,10,33,1.0,1038.734891462264,False,0.2764805903918073,0,0.2,41873,8,37,1.0,1132.5209389122354,False,0.27798303027752697,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,3.9620000000000006,4985.0,1011,0,0.0,28759.423492980266,False,-0.5403799547495934,0,2.432000000000001,58267,0,40,0.0,1359.9999999999998,False,-0.012133197030383269,0,1.0910000000000002,63181,0,47,0.0,1597.9999999999998,False,0.07221263260210152,0.3333333333333333,252360,0.0,0.0,10,0,0,9,0,0.0,10,19,20,114.0,71.0,8,14,20,1161,1.1120463823899627,66.36588739883155
54,20,0,0,0,10.000000000000002,20,10.0,28.494350859487422,20,29.0,12.960618283470474,9,13.0,33.99999999999999,4,34.0,0,0.389,42108,11,31,1.0,993.3248766441101,False,0.28296381710196505,0,0.2,42015,7,39,1.0,1181.2796835200095,False,0.2829932498723201,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,9,4.052,4261.0,1031,0,0.0,29377.675736131532,False,-0.5502269565160504,0,2.4320000000000013,58150,0,49,0.9,1665.9999999999995,False,-0.01152988889075095,0,1.0910000000000002,63317,0,43,0.0,1461.9999999999998,False,0.07335221464362923,0.48333333333333334,252035,0.0,0.0,10,0,0,11,1,1.0,8,19,20,111.0,84.0,7,13,20,916,1.2131793545559049,67.57906675338745
55,20,0,0,0,10.000000000000002,20,10.0,28.469549509586574,11,28.0,12.96474220418399,8,13.0,33.99999999999999,3,34.0,0,0.389,41988,13,41,1.0,1297.2515298930496,False,0.2839263359716492,0,0.2,42243,5,38,1.0,1131.8428813642897,False,0.28911471454716176,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,8,4.123,3825.0,1042,0,0.0,29665.27058898921,False,-0.5571623636548323,0,2.432000000000001,58150,0,49,0.0,1665.9999999999995,False,-0.01152988889075095,0,1.0910000000000002,63315,0,48,0.8,1631.9999999999995,False,0.07474317507667042,0.4666666666666666,251705,0.0,0.0,8,0,0,10,1,1.0,8,18,23,126.0,79.0,7,13,23,610,1.1616957364603877,68.74076248984784
56,23,0,0,0,10.000000000000002,20,10.0,28.462458216570518,16,28.375,12.96474220418399,0,,33.99999999999999,15,34.0,0,0.389,42052,14,45,1.0,1420.8106197456732,False,0.28771396380007347,0,0.2,42433,4,38,1.0,1121.5734122296797,False,0.29468160401453997,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.115000000000001,3371.0,1058,0,0.0,30113.28079313161,False,-0.5626212760712569,0,2.432000000000001,58456,0,40,0.0,1359.9999999999998,False,-0.008965829297313602,0,1.0910000000000002,63519,0,42,0.0,1427.9999999999998,False,0.07645254813896198,0.3333333333333333,252015,0.0,0.0,15,0,0,13,0,0.0,9,22,17,150.0,84.0,10,13,17,1164,1.2234237529337406,69.96418624278158
57,17,0,0,0,10.000000000000002,20,10.0,28.428946401825396,15,28.0,12.968000049876476,7,13.0,33.99999999999999,20,34.0,0,0.389,42044,16,51,1.0,1609.8762664930953,False,0.29031974624327117,0,0.2,42661,2,37,1.0,1071.8710168675395,False,0.3007990697552931,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,7,4.1850000000000005,2839.0,1073,0,0.0,30504.25948915865,False,-0.5706083322752462,0,2.4320000000000004,58739,0,36,0.7,1223.9999999999998,False,-0.0053627390189539305,0,1.0910000000000002,63825,0,33,0.0,1121.9999999999998,False,0.07901660773239932,0.45,252292,0.0,0.0,14,0,0,9,1,1.0,11,20,21,129.0,102.0,8,9,21,1300,1.1916783908382058,71.15586463361979
58,21,0,0,0,10.000000000000002,20,10.0,28.407094611154005,10,28.0,12.973770569503467,15,13.0,33.99999999999999,15,34.0,0,0.389,41894,21,61,1.0,1942.8327712803944,False,0.2908159595772161,0,0.2,42891,0,34,0.7,965.8412167792361,False,0.3061286620208872,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,15,4.328000000000002,2256.0,1083,0,0.0,30764.883463879785,False,-0.5813528498068002,0,2.432000000000001,58852,0,37,0.7,1257.9999999999998,False,-0.0031841262925038963,0,1.0910000000000002,64027,0,32,0.8,1087.9999999999998,False,0.08211694122773207,0.5333333333333333,252104,0.0,0.0,12,0,0,13,2,2.0,12,25,23,159.0,85.0,13,8,23,990,1.3268607929348946,72.48272542655468
59,23,0,0,0,10.000000000000002,20,10.0,28.456332024290088,16,29.0,12.976302882382218,8,13.0,33.99999999999999,20,34.0,0,0.389,41764,24,71,1.0,2260.3995737245964,False,0.2916827206354583,0,0.2,43285,0,25,0.7,711.4083006072522,False,0.3141623750392563,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,8,4.393000000000001,1664.0,1099,0,0.0,31273.508894694805,False,-0.5893678333013528,0,2.432000000000001,59020,0,37,0.8,1257.9999999999998,False,-0.0003686883075530827,0,1.0910000000000002,64435,0,20,0.0,679.9999999999999,False,0.08553568735231519,0.4166666666666667,252352,0.0,0.0,14,0,0,9,1,1.0,13,22,21,201.0,108.0,12,11,21,1344,1.2535667140036821,73.73629214055836
60,21,0,0,0,10.000000000000002,20,10.0,28.491520619575986,12,29.0,12.976302882382218,0,,33.99999999999999,17,34.0,0,0.389,41992,26,69,1.0,2225.9149227507432,False,0.2980293140621348,0,0.2,43205,0,33,0.8,940.2201804460076,False,0.315198448874458,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.385000000000001,1316.0,1111,0,0.0,31654.07940834892,False,-0.5931111814256513,0,2.432000000000001,59360,0,27,0.0,917.9999999999998,False,0.002480266796266193,0,1.0910000000000002,64673,0,13,0.0,441.9999999999999,False,0.08752995592498869,0.3,252730,0.0,0.0,12,0,0,12,0,0.0,11,23,22,201.0,86.0,12,9,22,1126,1.3036619713529944,75.03995411191136
61,22,0,0,0,10.000000000000002,20,10.0,28.503199800963955,16,28.625,12.978598646357046,8,13.0,33.99999999999999,16,34.0,0,0.389,42380,23,63,1.0,2025.7015874607291,False,0.3066987109651399,0,0.2,43075,3,43,1.0,1255.63759144145,False,0.31603284737776216,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,8,4.465000000000001,730.0,1127,0,0.0,32123.10617568638,False,-0.6014536910698949,0,2.432000000000001,59700,0,17,0.0,577.9999999999999,False,0.005329221900085468,0,1.0910000000000002,64773,0,15,0.8,509.9999999999999,False,0.08977560288917565,0.4666666666666666,252842,0.0,0.0,13,0,0,7,1,1.0,15,22,22,150.0,110.0,10,12,22,1202,1.3443560814484954,76.38431019335985
62,22,0,0,0,10.000000000000002,20,10.0,28.516487022712607,19,28.63157894736842,12.980678488184278,8,13.0,34.0,14,34.0,0,0.389,42844,21,54,1.0,1749.8902992264807,False,0.31651846391270894,0,0.2,42955,5,53,1.0,1561.3738122037682,False,0.31702261220494704,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,8,4.537,58.0,1146,0,0.0,32679.894128028645,False,-0.6107959018319965,0,2.4320000000000013,59904,0,11,0.0,374.0,False,0.007038594962377034,0,1.0910000000000002,64941,0,15,0.8,510.0,False,0.09259104087412647,0.4666666666666666,252886,0.0,0.0,12,0,0,10,1,1.0,13,23,20,168.0,79.0,11,11,20,1220,1.2783701224252582,77.66268031578511
63,20,0,0,0,10.0,20,10.0,28.25767179388568,34,27.0,12.982561510313467,8,13.0,34.0,20,34.0,0,0.389,43672,20,30,1.0,1047.7301538165705,False,0.33088006133787906,0,0.2,42845,6,63,1.0,1840.2333230147979,False,0.3179088370726149,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,8,4.609000000000001,-3081.0,1180,0,0.0,33344.0527167851,False,-0.6774179635813028,0,2.432000000000001,60278,0,0,0.0,0.0,False,0.010172445576578237,0,1.0910000000000002,65143,0,14,0.8,476.0,False,0.0956913743694592,0.4666666666666666,251041,0.0,0.0,12,0,0,9,3,4.7973856209150325,12,21,21,147.0,63.0,9,11,21,880,1.2182940039783716,78.88097431976348
64,21,0,0,0,10.0,20,10.0,28.264574663550917,18,28.333333333333332,12.982561510313467,0,,34.00000000000001,16,34.0,0,0.389,43756,19,34,1.0,1150.9955385607311,False,0.3349643992194762,0,0.2,43071,7,61,1.0,1794.139054476606,False,0.32402040253066433,0,0.2,42184,0,0,0.0,0.0,False,0.0012342162726668565,0,4.601000000000001,-17686.0,1198,0,0.0,33860.960446934,False,-1.0179322077407433,6,2.492000000000001,60221,0,0,0.0,0.0,False,0.009217207688827068,0,1.0910000000000002,65483,0,4,0.0,136.00000000000003,False,0.09854032947327848,0.3333333333333333,237029,0.0,0.0,9,0,0,8,4,46.046284893267654,12,20,23,147.0,81.0,9,12,23,540,1.3067469829693437,80.18772130273283
