index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,14,0,0,0,10.000000000000002,20,10.0,16.95469131401502,11,26.0,36.87514720083988,42,38.07142857142857,35.99999999999999,20,36.0,0,0.5150000000000001,48942,19,100,1.0,1885.469131401502,False,0.04391944430797207,0,2.4050000000000007,40139,307,0,0.0,3070.0000000000005,False,-0.12790357008328798,0,0.2,67262,176,59,1.0,5159.659356116196,False,0.06536036850463109,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,14,2.491000000000001,86497,144,0,0.0,5310.021196920943,False,-0.06279095297282024,6,2.9690000000000003,86483,95,0,0.0,3503.1389840797888,False,-0.0724355375344032,0.3333333333333333,395201,0.0,0.0,13,0,0,6,10,10.0,23,29,14,84.0,36.0,8,6,14,2085,1.4725325712934136,179.2507723197341
31,14,0,0,0,10.000000000000002,20,10.0,15.228340680811192,25,4.0,36.87514720083988,0,,35.99999999999999,20,36.0,0,0.5150000000000001,48862,17,110,1.0,1845.117474889231,False,0.04182310169180552,25,2.6550000000000007,39569,319,0,0.0,3190.0000000000005,False,-0.13857615201104925,0,0.2,67162,191,69,1.0,5452.99822689289,False,0.06607225946041538,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,2.5770000000000004,86354,144,0,0.0,5310.021196920943,False,-0.0642942381239372,10,3.063000000000001,86339,95,0,0.0,3503.1389840797888,False,-0.07394933516909438,0.3333333333333333,394164,0.0,0.0,12,0,0,4,13,13.0,26,30,14,88.0,33.0,8,6,14,200,1.5100468676537275,180.76081918738782
32,14,0,0,0,10.000000000000002,20,10.0,16.15934238740804,49,19.367346938775512,37.114788194658914,10,40.0,35.99999999999999,20,36.0,0,0.5150000000000001,49678,18,77,1.0,1424.269363830419,False,0.05449576616404825,6,2.690000000000001,39362,328,0,0.0,3280.0000000000005,False,-0.14196626627045578,0,0.2,66613,230,69,1.0,6277.569134535313,False,0.06398682928242085,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,12,2.6870000000000007,85762,154,0,0.0,5715.677381977473,False,-0.06838540140879124,8,3.133000000000001,86242,95,0,0.0,3525.9048784925967,False,-0.07484938303026237,0.3333333333333333,393535,0.0,0.0,15,0,0,3,15,15.0,20,23,16,45.0,46.0,5,9,16,1526,1.4473315877839923,182.20815077517182
33,16,0,0,0,10.000000000000002,20,10.0,15.369938988633335,21,8.0,37.72305528575049,5,52.0,35.99999999999999,20,36.0,0,0.5150000000000001,49578,18,87,1.0,1517.1846920111002,False,0.05337530544522557,21,2.8940000000000006,38894,338,0,0.0,3380.0000000000005,False,-0.15071359812497384,0,0.2,66705,241,74,1.0,6495.6613874061695,False,0.06705356702873967,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,2.755000000000001,85668,154,0,0.0,5809.350514005576,False,-0.06888120623387343,12,3.2450000000000006,85801,100,0,0.0,3772.305528575049,False,-0.07819024689316657,0.3333333333333333,392524,0.0,0.0,12,0,0,5,13,13.0,25,30,11,112.0,26.0,9,7,11,460,3.4242311622947454,185.63238193746656
34,11,0,0,0,10.000000000000002,20,10.0,15.369938988633335,0,,37.72305528575049,0,,35.99999999999999,20,36.0,0,0.5150000000000001,49458,20,97,1.0,1690.8840818974334,False,0.05268158123610919,0,2.8730000000000007,38814,346,0,0.0,3460.0000000000005,False,-0.15155066337421003,0,0.2,66705,231,84,1.0,6719.192550377342,False,0.0687584281646303,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,2.8270000000000004,85572,154,0,0.0,5809.350514005576,False,-0.0698904046570009,12,3.353000000000001,85605,100,0,0.0,3772.305528575049,False,-0.08025069367371848,0.3333333333333333,392032,0.0,0.0,8,0,0,4,12,12.0,23,27,15,74.0,12.0,7,4,15,200,1.3388985143974423,186.971280451864
35,15,0,0,0,10.0,20,10.0,14.864955519544104,10,5.0,36.80700525208341,11,27.636363636363637,35.99999999999999,20,36.0,0,0.5150000000000001,49443,16,102,1.0,1676.2254629934987,False,0.05221430401156725,5,2.923000000000001,38569,360,0,0.0,3600.0,False,-0.1552128238396183,0,0.2,66959,231,83,1.0,6488.7861609376105,False,0.07087562091719876,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,2.929000000000001,85342,160,0,0.0,5889.120840333345,False,-0.07188898375646074,9,3.431000000000001,85270,105,0,0.0,3864.735551468758,False,-0.0832865411223718,0.3333333333333333,391461,0.0,0.0,15,0,0,6,9,9.0,28,34,12,93.0,22.0,10,5,12,549,1.413868417032063,188.38514886889607
36,12,0,0,0,10.0,20,10.0,15.29193454772748,14,20.928571428571427,36.14491877582988,15,31.333333333333332,35.99999999999999,20,36.0,0,0.5150000000000001,49659,13,101,1.0,1674.4853893204756,False,0.056716249417407515,3,2.948000000000001,38378,373,0,0.0,3730.0,False,-0.15784957937471225,0,0.2,67136,235,78,1.0,6412.9082832306885,False,0.07299684460264101,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,12,3.0380000000000003,85149,160,0,0.0,5783.18700413278,False,-0.07447470694279748,8,3.502000000000001,84703,120,0,0.0,4337.390253099586,False,-0.0867627319153767,0.3333333333333333,390903,0.0,0.0,14,0,0,5,13,13.0,22,27,15,90.0,26.0,8,4,15,956,1.5120039219036698,189.89715279079974
37,15,0,0,0,10.0,20,10.0,15.820158209329348,14,22.571428571428573,37.09846941300641,16,43.75,35.99999999999999,20,36.0,0,0.5150000000000001,49891,11,99,1.0,1676.1956627236054,False,0.06158912299338307,2,2.9650000000000007,38218,385,0,0.0,3850.0,False,-0.1599422424978027,0,0.2,67520,239,72,1.0,6452.107609766175,False,0.0791533139845187,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,3.126000000000001,85005,160,0,0.0,5935.755106081026,False,-0.07518656974464641,10,3.594000000000001,83860,136,0,0.0,5045.3918401688725,False,-0.09190332804116223,0.3333333333333333,390372,0.0,0.0,12,0,0,4,13,13.0,23,27,14,88.0,34.0,7,8,14,1212,1.708546961657703,191.60569975245744
38,14,0,0,0,10.0,20,10.0,15.820158209329348,0,,37.09846941300641,0,,35.99999999999999,20,36.0,0,0.5150000000000001,49771,13,109,1.0,1854.3972448168988,False,0.060942506642289514,0,2.963000000000001,38138,393,0,0.0,3930.0,False,-0.16077930774703889,0,0.2,67520,229,82,1.0,6664.890721802947,False,0.08077620026696576,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,6,3.1760000000000006,84940,160,0,0.0,5935.755106081026,False,-0.07586988117697228,14,3.724000000000001,83611,136,0,0.0,5045.3918401688725,False,-0.09452093645114909,0.3333333333333333,389858,0.0,0.0,8,0,0,5,12,12.0,22,27,13,94.0,34.0,8,6,13,200,1.508166623301804,193.11386637575924
39,13,0,0,0,10.0,20,10.0,14.738525886173164,16,3.0,36.251523880810005,13,28.76923076923077,35.99999999999999,20,36.0,0,0.5150000000000001,49661,14,119,1.0,1893.8845804546065,False,0.059053745662480644,16,3.1230000000000007,37744,402,0,0.0,4020.0,False,-0.16808270204662454,0,0.2,67846,235,79,1.0,6327.423969834684,False,0.08317512980943831,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,3.250000000000001,84657,165,0,0.0,5981.501440333651,False,-0.0786044602347772,12,3.830000000000001,83242,144,0,0.0,5220.219438836641,False,-0.09748110676038556,0.3333333333333333,389028,0.0,0.0,14,0,0,8,11,11.0,22,30,10,101.0,31.0,9,4,10,574,1.3532954202964902,194.46716179605573
40,10,0,0,0,9.999999999999998,20,10.0,14.969360736970922,13,18.0,35.89956182684551,5,27.8,35.99999999999999,20,36.0,0,0.5150000000000001,49805,12,121,1.0,1931.2926491734815,False,0.062458592989301086,5,3.1570000000000014,37524,414,0,0.0,4139.999999999999,False,-0.17143096304356925,0,0.2,67751,238,84,1.0,6578.271048854102,False,0.08363920747482424,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,3.352000000000001,84451,166,0,0.0,5959.327263256355,False,-0.08088658468722018,9,3.908000000000001,83020,148,0,0.0,5313.135150373136,False,-0.09932649066820957,0.3333333333333333,388429,0.0,0.0,16,0,0,6,13,13.0,26,32,7,93.0,6.0,8,2,7,563,1.2821601442992687,195.749321940355
41,7,0,0,0,9.999999999999998,20,10.0,15.531705197737429,17,21.0,35.63124323225451,19,34.10526315789474,35.99999999999999,20,36.0,0,0.5150000000000001,50072,11,114,1.0,1880.614392542067,False,0.06751574093397712,0,3.1520000000000006,37414,425,0,0.0,4249.999999999999,False,-0.172581927761269,0,0.2,68042,245,75,1.0,6477.611015864759,False,0.08731036362146502,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,13,3.471000000000001,83750,178,0,0.0,6342.361295341303,False,-0.0862425161874307,7,3.9690000000000007,82776,155,0,0.0,5522.842700999449,False,-0.10078926306964803,0.3333333333333333,387932,0.0,0.0,16,0,0,3,12,12.0,23,26,14,78.0,15.0,5,2,14,1205,1.1731890738010406,196.92251101415604
42,14,0,0,0,9.999999999999998,20,10.0,16.018379784202217,8,26.0,36.0976945861785,17,39.23529411764706,35.99999999999999,20,36.0,0,0.5150000000000001,50170,12,116,1.0,1978.1320549674572,False,0.07058690887464379,0,3.1520000000000006,37324,434,0,0.0,4339.999999999999,False,-0.1735236261666597,0,0.2,68501,243,68,1.0,6347.109519421277,False,0.09331657579984798,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,3.568000000000001,83015,193,0,0.0,6966.855055132451,False,-0.09068670141848913,9,4.052000000000001,82562,157,0,0.0,5667.3380500300245,False,-0.10227943206291708,0.3333333333333333,387450,0.0,0.0,13,0,0,5,11,11.0,25,30,11,104.0,35.0,9,5,11,1075,1.5789533965289593,198.501464410685
43,11,0,0,0,9.999999999999998,20,10.0,16.934328165130676,13,27.846153846153847,36.65487149937583,17,40.529411764705884,35.99999999999999,20,36.0,0,0.5150000000000001,50472,8,113,1.0,1993.5790826597663,False,0.0770683786324422,0,3.152000000000001,37184,448,0,0.0,4479.999999999999,False,-0.174988490352823,0,0.2,68828,246,61,1.0,6401.791890084072,False,0.0987216612267498,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,3.637000000000001,82279,209,0,0.0,7660.868143369548,False,-0.09477598873393135,12,4.163000000000001,82318,158,0,0.0,5791.469696901381,False,-0.10419201210564316,0.3333333333333333,386959,0.0,0.0,15,0,0,6,12,12.0,24,30,11,85.0,32.0,8,3,11,1251,1.3414799040183425,199.84294431470335
44,11,0,0,0,9.999999999999998,20,10.0,16.934328165130676,0,,36.154228851584634,6,26.0,35.99999999999999,20,36.0,0,0.5150000000000001,50372,8,123,1.0,2162.922364311073,False,0.07674760771262581,0,3.152000000000001,37084,458,0,0.0,4579.999999999999,False,-0.17603482191436823,0,0.2,68984,236,65,1.0,6346.526322323841,False,0.10067976205686524,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,3.7190000000000007,82157,209,0,0.0,7556.233829981188,False,-0.09660849498038801,11,4.261000000000001,81997,164,0,0.0,5929.29353165988,False,-0.10684208393345664,0.3333333333333333,386472,0.0,0.0,13,0,0,4,11,11.0,25,29,17,50.0,33.0,6,5,17,356,1.3147233668714762,201.15766768157482
45,17,0,0,0,10.0,20,10.0,16.17376909860944,34,12.794117647058824,35.26172967769354,6,18.166666666666668,35.99999999999999,20,36.0,0,0.5150000000000001,50675,9,107,1.0,1820.59329355121,False,0.07950647986388493,8,3.232000000000001,36826,467,0,0.0,4670.0,False,-0.18049219436655087,0,0.2,68658,260,69,1.0,6638.239313399308,False,0.09793187084063718,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,14,3.850000000000001,81840,214,0,0.0,7546.010151026417,False,-0.09999469040196363,6,4.310000000000001,81894,165,0,0.0,5818.185396819434,False,-0.10850888096284135,0.3333333333333333,385771,0.0,0.0,15,0,0,11,15,15.0,24,35,9,172.0,29.0,12,5,9,722,1.3781494731083512,202.53581715468317
46,9,0,0,0,10.0,20,10.0,14.511122615809155,41,7.7560975609756095,33.97683792711035,7,14.0,36.0,20,36.0,0,0.5150000000000001,50819,8,108,1.0,1647.2012425073888,False,0.0807056590058531,32,3.5440000000000014,35794,478,0,0.0,4780.0,False,-0.2009375130791445,0,0.2,68438,291,72,1.0,6669.06901195241,False,0.0948111491675367,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,7,3.906000000000001,81667,221,0,0.0,7508.881181891388,False,-0.10200850889938819,13,4.434000000000001,81681,165,0,0.0,5606.178257973208,False,-0.11186240074652723,0.3333333333333333,384277,0.0,0.0,12,0,0,5,16,16.0,22,27,7,31.0,28.0,5,4,7,532,0.9955626325681806,203.53137978725135
47,7,0,0,0,10.0,20,10.0,13.824644177714273,10,1.0,34.66440206333097,5,49.0,36.0,20,36.0,0,0.5150000000000001,50739,6,118,1.0,1691.3080129702842,False,0.0794930315675123,10,3.6120000000000005,35444,490,0,0.0,4900.0,False,-0.2070062361361068,0,0.2,68673,291,77,1.0,6692.130414591338,False,0.09857170412458888,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,3.9790000000000005,81571,221,0,0.0,7660.832855996144,False,-0.10221901258346307,12,4.541000000000001,81247,170,0,0.0,5892.948350766264,False,-0.11491748567271345,0.3333333333333333,383552,0.0,0.0,12,0,0,3,12,12.0,19,22,5,37.0,12.0,3,4,5,445,0.9759938325732946,204.50737361982465
48,5,0,0,0,10.0,20,10.0,14.118766805847375,16,17.375,34.51962134209596,12,33.333333333333336,36.0,20,36.0,0,0.5150000000000001,50899,6,118,1.0,1726.0144830899903,False,0.0832044373152178,6,3.6620000000000004,35230,500,0,0.0,5000.0,False,-0.21043820365797514,0,0.2,68795,297,75,1.0,6782.245341993867,False,0.10111998216814275,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,12,4.091000000000001,81377,221,0,0.0,7628.836316603207,False,-0.10442661594426698,8,4.609000000000001,80750,182,0,0.0,6282.571084261464,False,-0.11809423871610268,0.3333333333333333,382929,0.0,0.0,13,0,0,2,12,12.0,21,23,5,21.0,9.0,2,3,5,860,0.8367970585823059,205.34417067840695
49,5,0,0,0,10.0,20,10.0,15.28218159998533,24,23.708333333333332,34.51962134209596,0,,36.00000000000001,20,36.0,0,0.5150000000000001,51295,13,107,1.0,1765.1934311984303,False,0.09190132498219601,3,3.6860000000000013,35137,503,0,0.0,5030.0,False,-0.2120704808939857,0,0.2,68226,311,85,1.0,7686.926291673593,False,0.09934046929903435,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,6,4.139,81316,221,0,0.0,7628.836316603207,False,-0.10506787744229588,14,4.741000000000001,80500,182,0,0.0,6282.571084261464,False,-0.12072235960966379,0.3333333333333333,382352,0.0,0.0,12,0,0,3,12,12.0,22,25,9,34.0,17.0,3,2,9,766,1.017017075791955,206.3611877541989
50,9,0,0,0,10.0,20,10.0,15.544252699485801,19,18.0,33.6095525452703,17,28.294117647058822,36.00000000000001,20,36.0,0,0.5150000000000001,51527,14,98,1.0,1663.3367645496085,False,0.0956905449770812,0,3.6830000000000003,35047,512,0,0.0,5120.0,False,-0.21301217929937638,0,0.2,68365,320,78,1.0,7595.705962366539,False,0.10076502861911421,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,4.243,80972,226,0,0.0,7595.758875231088,False,-0.1088580348213872,9,4.817000000000002,80091,194,0,0.0,6520.253193782438,False,-0.12377265075541426,0.3333333333333333,381880,0.0,0.0,14,0,0,6,8,8.0,23,29,5,78.0,9.0,7,2,5,1023,1.0671493019908667,207.42833705618978
51,5,0,0,0,10.000000000000002,20,10.0,17.352475431247203,35,26.514285714285716,29.49413680281293,46,20.130434782608695,36.00000000000001,20,36.0,0,0.5150000000000001,52365,13,73,1.0,1396.730706481046,False,0.1104374786180162,0,3.6830000000000003,34937,523,0,0.0,5230.000000000001,False,-0.21416314401707612,0,0.2,68363,345,42,1.0,7225.357769498429,False,0.09790989344767474,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,4.3420000000000005,80635,240,0,0.0,7078.592832675103,False,-0.11511909154967087,9,4.8980000000000015,79226,226,0,0.0,6665.674917435722,False,-0.132101577306514,0.3333333333333333,381404,0.0,0.0,21,0,0,4,9,9.0,22,26,6,34.0,3.0,4,1,6,2054,0.9902676390483975,208.41860469523817
52,6,0,0,0,10.000000000000002,20,10.0,17.499195631551864,48,18.083333333333332,31.071753718158753,29,38.44827586206897,36.00000000000001,20,36.0,0,0.5150000000000001,52931,14,49,1.0,997.4605859460413,False,0.11810426260773074,14,3.823000000000001,34720,532,0,0.0,5320.000000000001,False,-0.2177625245887917,0,0.2,68610,383,23,1.0,7416.842262402015,False,0.10313804980705342,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,4.411000000000001,79978,254,0,0.0,7892.225444412324,False,-0.11774914352477096,12,5.009000000000001,78480,241,0,0.0,7488.292646076259,False,-0.13562001237279228,0.3333333333333333,380597,0.0,0.0,16,0,0,4,12,12.0,23,27,3,65.0,10.0,5,1,3,1991,0.845480615273118,209.2640853105113
53,3,0,0,0,10.000000000000002,20,10.0,18.008810466096325,38,20.894736842105264,27.686678583933954,56,18.732142857142858,36.00000000000001,20,36.0,0,0.5150000000000001,53625,14,21,1.0,518.1850197880228,False,0.12761253316649257,0,3.809000000000001,34620,542,0,0.0,5420.000000000001,False,-0.2188088561503369,33,0.53,67298,411,10,1.0,7678.487887404928,False,0.08512048970670498,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,4.503000000000001,79597,275,0,0.0,7613.836610581838,False,-0.12321767878800609,10,5.097000000000001,77542,276,0,0.0,7641.5232891657715,False,-0.14467530465615885,0.3333333333333333,378560,0.0,0.0,14,0,0,2,13,12.7,24,26,9,33.0,15.0,2,1,9,1290,0.9330695811659098,210.1971548916772
54,9,0,0,0,10.000000000000002,20,10.0,18.763472116103163,21,26.952380952380953,26.761892162604006,13,13.692307692307692,36.00000000000001,20,36.0,0,0.5150000000000001,54091,14,10,1.0,327.6347211610316,False,0.13537055540494106,0,3.809000000000001,34520,552,0,0.0,5520.000000000001,False,-0.21985518771188214,3,0.5270000000000001,66817,422,10,1.0,8185.8041546215745,False,0.08165263934150116,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,12,4.613000000000001,79232,288,0,0.0,7707.424942829954,False,-0.12656281238985562,8,5.167000000000001,77443,276,0,0.0,7386.282236878706,False,-0.14705764921482942,0.3333333333333333,377981,0.0,0.0,15,0,0,2,13,12.333333333333332,22,24,5,30.0,34.0,4,5,5,818,1.0387282129377127,211.2358831046149
55,5,0,0,0,10.000000000000002,20,10.0,18.52844721904268,5,8.0,25.494485955491918,19,13.68421052631579,36.00000000000001,20,36.0,0,0.5150000000000001,54031,14,15,1.0,417.9267082856402,False,0.13505971108991796,0,3.8090000000000006,34420,562,0,0.0,5620.000000000001,False,-0.22090151927342735,9,0.6140000000000001,66730,417,10,1.0,7981.3073498957165,False,0.07876586291239462,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,6,4.661000000000001,79007,303,0,0.0,7724.829244514051,False,-0.12883663997627304,14,5.299000000000001,77095,280,0,0.0,7138.456067537737,False,-0.15201862776589886,0.3333333333333333,377161,0.0,0.0,14,0,0,3,14,13.5,22,25,8,46.0,30.0,3,2,8,300,0.9542500460520387,212.19013315066695
56,8,0,0,0,10.000000000000002,20,10.0,18.842481338302726,49,20.163265306122447,25.150182204824493,5,13.0,36.00000000000001,20,36.0,32,0.8350000000000002,54055,12,10,1.0,308.4248133830273,False,0.13441619735260354,2,3.8290000000000006,34268,574,0,0.0,5740.000000000001,False,-0.22282676934667056,0,0.6050000000000001,65807,456,15,1.0,8969.42422333841,False,0.07222283069190474,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,4.735000000000001,78843,308,0,0.0,7746.256119085943,False,-0.13044806244895693,12,5.405000000000001,76899,280,0,0.0,7042.051017350858,False,-0.15458580279973264,0.3333333333333333,375750,0.0,0.0,13,0,0,4,17,16.375,22,26,11,64.0,37.0,5,3,11,545,1.069808455184102,213.25994160585105
57,11,0,0,0,10.000000000000002,20,10.0,18.756775709703362,26,18.0,23.683796063292476,27,14.814814814814815,36.00000000000001,20,36.0,16,0.9630000000000001,54061,13,10,1.0,317.5677570970337,False,0.1346374226457229,0,3.8270000000000004,34178,583,0,0.0,5830.000000000001,False,-0.22376846775206127,12,0.7250000000000001,65307,472,10,1.0,9090.036095612912,False,0.0655157808900111,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,4.827000000000002,78454,332,0,0.0,7863.020293013102,False,-0.13392367782910325,10,5.493,76610,283,0,0.0,6702.5142859117705,False,-0.1594085977087423,0.3333333333333333,374488,0.0,0.0,12,0,0,6,15,14.365384615384615,22,28,11,99.0,50.0,7,4,11,340,1.1344258598983288,214.39436746574938
58,11,0,0,0,10.000000000000002,20,10.0,19.119887720294575,29,22.0,22.71383727324094,38,18.342105263157894,36.00000000000001,20,36.0,16,1.1070000000000002,54167,12,10,1.0,311.19887720294577,False,0.13678900595575005,3,3.8570000000000007,34032,594,0,0.0,5940.000000000001,False,-0.22567279119407357,28,0.9930000000000001,64123,491,10,1.0,9615.003243397046,False,0.05145906038559611,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,12,4.937000000000001,78097,349,0,0.0,7927.129208361089,False,-0.13733966250532936,8,5.5630000000000015,75985,304,0,0.0,6905.006531065246,False,-0.16491455174210123,0.3333333333333333,372282,0.0,0.0,11,0,0,7,18,17.09090909090909,18,25,16,110.0,35.0,8,3,16,375,1.1821486866101623,215.57651615235955
59,16,0,0,0,10.000000000000002,20,10.0,19.44997809427665,9,28.0,22.27441400405206,21,18.333333333333332,36.00000000000001,20,36.0,0,1.0910000000000002,54329,11,11,1.0,323.9497590370431,False,0.14031253671616212,0,3.8540000000000005,33922,605,0,0.0,6050.000000000001,False,-0.2268237559117733,11,1.0750000000000002,63875,490,10,1.0,9753.233406236079,False,0.04873036751404179,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,13,5.0550000000000015,77803,358,0,0.0,7974.2402134506365,False,-0.14018270584257225,7,5.625000000000001,75602,316,0,0.0,7038.714825280451,False,-0.16823802982769803,0.3333333333333333,371409,0.0,0.0,12,0,0,5,12,11.666666666666666,23,28,17,118.0,50.0,8,8,17,631,1.2712339870631695,216.84775013942271
60,17,0,0,0,10.000000000000002,20,10.0,19.03456669246492,44,16.977272727272727,21.672544254676435,11,11.363636363636363,36.00000000000001,20,36.0,28,1.3710000000000002,54265,10,10,1.0,290.3456669246492,False,0.13862162209564152,5,3.904000000000001,33707,616,0,0.0,6160.000000000001,False,-0.23017201690871802,1,1.0740000000000003,63222,524,10,1.0,10190.838389398383,False,0.04210716162574847,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,5.152000000000001,77516,369,0,0.0,7997.168829975604,False,-0.143079270276081,9,5.708000000000001,75484,316,0,0.0,6848.523984477753,False,-0.170478191934414,0.3333333333333333,370072,0.0,0.0,13,0,0,6,15,14.120000000000001,25,31,8,130.0,69.0,10,7,8,512,1.2003403659909964,218.0480905054137
61,8,0,0,0,10.000000000000002,20,10.0,18.72959075138547,30,16.333333333333332,22.072516536463244,3,46.0,36.00000000000001,20,36.0,20,1.5430000000000004,54180,7,10,1.0,257.29590751385473,False,0.13649704837728466,0,3.8990000000000014,33577,629,0,0.0,6290.000000000001,False,-0.23153224793872682,0,1.0730000000000004,62870,544,17,1.0,10564.13014987357,False,0.03958486622232222,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,5.241000000000001,77379,369,0,0.0,8144.758601954937,False,-0.1437437129989228,10,5.799000000000001,75214,319,0,0.0,7041.132775131775,False,-0.1723041641254571,0.3333333333333333,369098,0.0,0.0,11,0,0,4,11,10.6,22,26,13,50.0,3.0,7,1,13,338,1.1352646397426724,219.18335514515638
62,13,0,0,0,10.000000000000002,20,10.0,18.72959075138547,0,,22.7204087001635,5,44.0,36.00000000000001,20,36.0,0,1.5230000000000004,54090,6,20,1.0,434.5918150277094,False,0.13646875460414884,0,3.8990000000000014,33467,640,0,0.0,6400.000000000001,False,-0.23268321265642658,0,1.0730000000000004,63090,534,22,1.0,10501.450452643438,False,0.04246266952913836,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,5.3210000000000015,77261,369,0,0.0,8383.830810360332,False,-0.1437275647287237,11,5.899000000000002,74833,324,0,0.0,7361.412418852974,False,-0.17462595312035234,0.3333333333333333,368619,0.0,0.0,11,0,0,6,11,11.0,26,32,14,119.0,23.0,9,4,14,420,1.1794692417606711,220.36282438691705
63,14,0,0,0,10.0,20,10.0,18.993282668847563,9,26.0,23.5320670849049,12,33.833333333333336,36.00000000000001,20,36.0,0,1.5230000000000004,54204,8,21,1.0,478.8589360457988,False,0.1393175714230716,0,3.8990000000000005,33387,648,0,0.0,6480.0,False,-0.23352027790566274,0,1.0730000000000004,63262,533,20,1.0,10594.061004193849,False,0.04579267663402725,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,5.402000000000002,77143,369,0,0.0,8683.332754329907,False,-0.1433937831572673,11,5.998000000000001,74261,336,0,0.0,7906.774540528046,False,-0.17777253855175798,0.3333333333333333,368135,0.0,0.0,14,0,0,8,11,11.0,23,31,18,133.0,20.0,10,4,18,840,2.175829225219786,222.53865361213684
