index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,18,0,0,0,10.0,20,10.0,18.43641973297224,10,6.0,25.771839724352745,14,49.42857142857143,36.00000000000001,20,36.0,0,1.5230000000000004,54174,6,26,1.0,539.3469130572782,False,0.13932267728055578,5,3.9490000000000007,33167,660,0,0.0,6600.0,False,-0.23686853890260745,0,1.0730000000000002,63894,533,16,1.0,10238.961153263848,False,0.052724813164603604,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,15,5.543000000000002,76865,369,0,0.0,9509.808858286164,False,-0.1419720953572344,5,6.037000000000002,73520,350,0,0.0,9020.14390352346,False,-0.17971015030999501,0.3333333333333333,367498,0.0,0.0,13,0,0,8,13,13.0,16,24,14,148.0,25.0,12,6,14,942,1.1925750020891428,223.73122861422598
65,14,0,0,0,10.0,20,10.0,18.136209965586122,15,13.933333333333334,26.058924252112885,3,40.0,36.00000000000001,20,36.0,0,1.5230000000000004,54291,5,22,1.0,448.99661924289467,False,0.14082572949444291,1,3.9540000000000006,33037,671,0,0.0,6710.0,False,-0.2384380362449253,0,1.0730000000000004,63805,538,23,1.0,10356.63621928393,False,0.052264717873636034,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,5.618000000000002,76666,371,0,0.0,9667.86089753388,False,-0.14323331985527524,11,6.142,73313,351,0,0.0,9146.682412491622,False,-0.18122111741134497,0.3333333333333333,366990,0.0,0.0,15,0,0,4,13,13.0,15,19,17,77.0,23.0,9,5,17,527,1.0852580927312374,224.81648670695722
66,17,0,0,0,10.0,20,10.0,18.124542424804016,27,18.037037037037038,28.1194664443957,19,42.63157894736842,36.00000000000001,20,36.0,3,1.5530000000000004,54608,4,10,1.0,221.24542424804017,False,0.1450764389596121,2,3.9730000000000003,32897,682,0,0.0,6820.0,False,-0.24021679989955216,0,1.0730000000000004,64128,555,14,1.0,10452.79357598777,False,0.05792511536516141,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,5.689000000000001,76006,385,0,0.0,10825.994581092345,False,-0.14408412835168277,12,6.251000000000001,72876,356,0,0.0,10010.53005420487,False,-0.18127448066120966,0.3333333333333333,366393,0.0,0.0,15,0,0,5,14,13.6,16,21,20,102.0,44.0,9,8,20,1433,1.2130409348756075,226.02952764183283
67,20,0,0,0,10.000000000000002,20,10.0,18.124542424804016,0,,28.17508820605344,2,32.0,36.00000000000001,20,36.0,0,1.5500000000000003,54518,3,20,1.0,392.49084849608033,False,0.14498483707043983,0,3.971000000000001,32787,693,0,0.0,6930.000000000001,False,-0.24136776461725193,0,1.0730000000000004,64192,545,22,1.0,10497.727562051365,False,0.05924407433265215,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,6,5.741000000000002,75945,385,0,0.0,10847.408959330574,False,-0.14461283069997066,14,6.379000000000001,72562,358,0,0.0,10086.681577767133,False,-0.1841751296832214,0.3333333333333333,365882,0.0,0.0,11,0,0,8,12,12.0,4,12,12,151.0,24.0,12,8,12,264,1.3166663702577353,227.34619401209056
68,12,0,0,0,10.0,20,10.0,17.298719005817315,22,9.545454545454545,28.17508820605344,0,,36.00000000000001,20,36.0,0,1.5500000000000003,54468,3,25,1.0,462.4679751454329,False,0.14467069827088938,17,4.141,32437,703,0,0.0,7030.0,False,-0.24764575398652325,0,1.0730000000000002,63982,557,32,1.0,10536.989308833954,False,0.056340202486644904,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,5.825000000000003,75824,385,0,0.0,10847.408959330574,False,-0.14588484121245424,11,6.4750000000000005,72398,358,0,0.0,10086.681577767133,False,-0.18589917698939748,0.3333333333333333,364987,0.0,0.0,12,0,0,5,13,13.0,3,8,11,76.0,12.0,8,4,11,250,1.034930464811623,228.3811244769022
69,11,0,0,0,10.0,20,10.0,17.14176875830328,2,1.0,28.17508820605344,0,,36.00000000000001,20,36.0,0,1.5500000000000005,54348,5,35,1.0,649.9619065406148,False,0.14412131070335052,2,4.144000000000001,32315,711,0,0.0,7110.0,False,-0.2493617377474574,0,1.0730000000000004,63980,549,42,1.0,10594.184752962745,False,0.05674592151076739,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,5.916000000000001,75677,385,0,0.0,10847.408959330574,False,-0.14743017629786814,10,6.564000000000001,72257,358,0,0.0,10086.681577767133,False,-0.18738143717336594,0.3333333333333333,364455,0.0,0.0,11,0,0,6,14,14.0,2,8,4,100.0,24.0,8,3,4,200,0.9884447790682316,229.36956925597042
70,4,0,0,0,10.0,20,10.0,18.42481134311276,31,26.161290322580644,28.50154959099935,2,49.0,36.00000000000001,20,36.0,0,1.5500000000000003,55021,6,16,1.0,354.7969814898042,False,0.15511652975233134,2,4.162000000000001,32209,720,0,0.0,7200.0,False,-0.2506382622525426,0,1.0730000000000004,63267,570,50,1.0,11927.219945124241,False,0.05603688351453113,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,7,5.976,75598,385,0,0.0,10973.09659253475,False,-0.1476000179104613,13,6.684000000000001,71938,360,0,0.0,10260.557852759766,False,-0.18982098369114453,0.3333333333333333,363911,0.0,0.0,15,0,0,2,13,13.0,1,3,6,18.0,13.0,3,1,6,1081,0.8167165461927652,230.18628580216318
71,6,0,0,0,10.0,20,10.0,18.42481134311276,0,,28.417337692524427,4,26.0,36.0,20,36.0,0,1.5500000000000003,54881,10,26,1.0,579.0450949209318,False,0.1545331801670043,0,4.160000000000001,32149,726,0,0.0,7260.0,False,-0.2512660611894697,0,1.0730000000000004,63371,560,56,1.0,11909.265262924515,False,0.05748634976375149,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,15,6.119000000000001,75335,385,0,0.0,10940.675011621905,False,-0.15053521675888618,5,6.721000000000002,71791,364,0,0.0,10343.910920078892,False,-0.19092819490103077,0.3333333333333333,363405,0.0,0.0,9,0,0,4,7,7.0,1,5,11,76.0,14.0,5,1,11,304,0.7854254189878702,230.97171122115105
72,11,0,0,0,10.0,20,10.0,18.42481134311276,0,,27.651405275262757,6,14.0,36.0,20,36.0,0,1.5500000000000003,54801,8,36,1.0,743.2932083520594,False,0.15457762951860438,0,4.160000000000001,32029,738,0,0.0,7380.0,False,-0.25252165906332397,0,1.0730000000000002,63455,550,60,1.0,11792.730555227785,False,0.05787887300538297,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,6.194000000000001,75141,391,0,0.0,10811.699462627737,False,-0.1532525652424298,11,6.826000000000001,71646,364,0,0.0,10065.111520195644,False,-0.19391794207518717,0.3333333333333333,362950,0.0,0.0,11,0,0,4,8,8.0,5,9,7,135.0,18.0,9,2,7,284,1.011613822542131,231.98332504369318
73,7,0,0,0,10.0,20,10.0,17.565761660525034,15,6.333333333333333,31.781682350259185,45,41.111111111111114,36.0,20,36.0,0,1.5500000000000005,54711,7,46,1.0,878.0250363841516,False,0.15410397434796957,15,4.310000000000001,31619,749,0,0.0,7490.0,False,-0.25995061315029505,0,1.0730000000000004,65210,555,25,1.0,10543.539780347874,False,0.07512195326469996,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,6.275000000000001,73731,425,0,0.0,13507.214998860154,False,-0.15390688568273247,11,6.925000000000002,70932,375,0,0.0,11918.130881347195,False,-0.19168393754876636,0.3333333333333333,362081,0.0,0.0,14,0,0,3,13,13.0,2,5,14,53.0,12.0,5,2,14,2050,0.9096518186852336,232.89297686237842
74,14,0,0,0,10.0,20,10.0,16.63790407257491,24,9.291666666666666,31.781682350259185,0,,36.00000000000001,20,36.0,0,1.5500000000000003,54721,5,46,1.0,815.3435873384458,False,0.15365738487567954,14,4.4350000000000005,31284,761,0,0.0,7610.0,False,-0.26570543673879377,0,1.0730000000000004,64987,569,35,1.0,10579.326299554195,False,0.07199327531426242,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,6.356000000000001,73610,425,0,0.0,13507.214998860154,False,-0.15517889619521605,11,7.024000000000001,70768,375,0,0.0,11918.130881347195,False,-0.19340798485494246,0.3333333333333333,361248,0.0,0.0,13,0,0,6,13,13.0,5,11,15,158.0,22.0,11,3,15,290,1.1632609218358994,234.05623778421432
75,15,0,0,0,10.0,20,10.0,17.217548934316778,20,22.8,32.008659733427095,5,38.0,36.00000000000001,20,36.0,0,1.5500000000000003,55099,2,40,1.0,708.7019573726711,False,0.16045182644888328,4,4.461000000000001,31074,774,0,0.0,7740.0,False,-0.26873979826727495,0,1.0730000000000004,64721,579,40,1.0,11249.3072223065,False,0.07304564899481746,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,6.427000000000002,73320,430,0,0.0,13763.72368537365,False,-0.15687924475493487,12,7.133000000000001,70574,375,0,0.0,12003.247400035161,False,-0.1950000136660439,0.3333333333333333,360666,0.0,0.0,11,0,0,6,12,12.0,6,12,9,151.0,16.0,12,3,9,838,1.11778115760535,235.17401894181967
76,9,0,0,0,10.0,20,10.0,17.244276625951482,20,17.5,32.008659733427095,0,,36.00000000000001,20,36.0,0,1.5500000000000003,55327,3,37,1.0,668.0382351602049,False,0.16479762100992135,7,4.527000000000001,30834,783,0,0.0,7830.0,False,-0.2728204913573013,0,1.0730000000000002,64371,589,50,1.0,11757.311919356776,False,0.07158131030520604,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,6.499000000000002,73223,430,0,0.0,13763.72368537365,False,-0.1578989556616366,12,7.2410000000000005,70399,375,0,0.0,12003.247400035161,False,-0.19683969829153666,0.3333333333333333,360032,0.0,0.0,13,0,0,3,11,11.0,2,5,13,55.0,12.0,5,4,13,538,0.9064230313524604,236.08044197317213
77,13,0,0,0,10.0,20,10.0,16.7575961110712,10,7.5,32.327798908744235,2,52.0,36.00000000000001,20,36.0,0,1.5500000000000005,55307,0,42,1.0,703.8190366649904,False,0.16475347420442174,5,4.570000000000001,30619,796,0,0.0,7960.0,False,-0.275959486041937,0,1.0730000000000004,64400,589,58,1.0,11745.236446128103,False,0.07193157440188012,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,6.591000000000003,73082,430,0,0.0,13900.953530760022,False,-0.15865990259784485,10,7.329000000000002,70153,377,0,0.0,12187.580188596577,False,-0.19845687154482752,0.3333333333333333,359439,0.0,0.0,13,0,0,5,13,13.0,4,9,13,119.0,22.0,9,4,13,354,0.9904030272737145,237.07084500044584
78,13,0,0,0,10.0,20,10.0,17.13081434473461,21,20.333333333333332,32.65356964707056,5,40.0,36.00000000000001,20,36.0,0,1.5500000000000003,55623,0,36,1.0,616.7093164104459,False,0.17045483317719043,5,4.615000000000002,30414,806,0,0.0,8060.0,False,-0.27920311388272717,0,1.0730000000000004,64173,600,63,1.0,12335.663494606211,False,0.07297209676011876,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,13,6.711,72674,435,0,0.0,14204.302796475695,False,-0.16135451880958893,7,7.389000000000003,70072,377,0,0.0,12310.395756945602,False,-0.198662834391876,0.3333333333333333,358834,0.0,0.0,14,0,0,3,13,13.0,5,8,19,63.0,28.0,8,5,19,816,0.9589386209845543,238.0297836214304
79,19,0,0,0,10.0,20,10.0,16.522118244440527,10,5.5,31.97512940873822,4,14.0,36.0,20,36.0,0,1.5500000000000003,55583,0,40,0.9,660.884729777621,False,0.1700799892204581,5,4.660000000000001,30199,817,0,0.0,8170.0,False,-0.28255137487967186,0,1.0730000000000004,64174,600,69,1.0,12119.554875867252,False,0.07133910090354399,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,5,6.748000000000002,72571,439,0,0.0,14037.081810436079,False,-0.16331625855224144,15,7.532000000000002,69804,377,0,0.0,12054.623787094308,False,-0.20282457930568035,0.31666666666666665,358209,0.0,0.0,12,0,0,7,10,10.0,6,13,18,185.0,56.0,13,6,18,306,1.0625267745926976,239.0923103960231
80,18,0,0,0,10.0,20,10.0,15.987913604823445,11,7.636363636363637,32.37173519706444,2,52.0,36.0,20,36.0,0,1.5500000000000003,55513,2,45,1.0,739.4561122170551,False,0.169437242207101,6,4.715000000000001,30016,825,0,0.0,8250.0,False,-0.2855438831456912,0,1.0730000000000002,64194,601,77,1.0,12101.359686672851,False,0.07150540511823957,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,6.853000000000003,72410,439,0,0.0,14211.19175151129,False,-0.16409360445986176,9,7.607000000000002,69587,379,0,0.0,12268.887639687422,False,-0.20397956562582167,0.3333333333333333,357598,0.0,0.0,14,0,0,5,11,11.0,5,10,13,130.0,33.0,10,8,13,354,1.0287222675979137,240.121032663621
81,13,0,0,0,10.0,20,10.0,15.213762189375721,35,11.571428571428571,33.395286947793785,5,52.0,36.00000000000001,20,36.0,0,1.5500000000000005,55790,3,31,1.0,501.6266278706474,False,0.1727454341006848,11,4.819000000000001,29665,834,0,0.0,8340.0,False,-0.291947432302348,0,1.0730000000000004,64049,626,82,1.0,12262.22866026829,False,0.07052052915987844,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,6.922000000000002,72315,439,0,0.0,14660.530970081472,False,-0.16273045482217355,12,7.718000000000001,69138,384,0,0.0,12823.790187952814,False,-0.20578296878868432,0.3333333333333333,356835,0.0,0.0,13,0,0,6,16,16.0,1,7,13,76.0,44.0,7,6,13,847,0.9401504257693887,241.0611830893904
82,13,0,0,0,10.0,20,10.0,14.806122487719229,9,6.666666666666667,32.54614134749294,6,20.333333333333332,36.00000000000001,20,36.0,0,1.5500000000000003,55740,2,37,1.0,567.8265320456114,False,0.17239177303023492,5,4.858000000000001,29465,845,0,0.0,8450.0,False,-0.2949817938308291,0,1.0730000000000004,64111,625,86,1.0,12052.794710708911,False,0.069868928647657,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,16,7.0740000000000025,71940,444,0,0.0,14450.486758286866,False,-0.16777667932569323,4,7.746000000000002,69053,385,0,0.0,12530.264418784782,False,-0.20821937230599322,0.3333333333333333,356187,0.0,0.0,14,0,0,3,11,11.0,4,7,15,78.0,51.0,7,6,15,362,0.9605697756633162,242.0217528650537
83,15,0,0,0,10.0,20,10.0,15.44972980509014,26,19.653846153846153,32.49816335911543,8,32.0,36.00000000000001,20,36.0,0,1.5500000000000003,56131,4,21,1.0,364.4443259068929,False,0.1784460336281222,0,4.8530000000000015,29385,853,0,0.0,8530.0,False,-0.2958188590800653,0,1.0730000000000004,63856,641,88,1.0,12763.115180664938,False,0.07139676297470086,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,6,7.118000000000002,71820,448,0,0.0,14559.177184883712,False,-0.1684668741924641,14,7.882000000000002,68612,389,0,0.0,12641.785546695903,False,-0.2122691955495616,0.3333333333333333,355682,0.0,0.0,14,0,0,6,9,9.0,3,9,18,136.0,50.0,9,6,18,967,1.0436437530443072,243.06539661809802
84,18,0,0,0,10.0,20,10.0,15.051119795111353,5,1.0,33.849050703608064,18,40.0,36.00000000000001,20,36.0,0,1.5500000000000003,56001,7,31,1.0,536.584713648452,False,0.17752673077521086,5,4.903000000000001,29210,860,0,0.0,8600.0,False,-0.2987485874523919,0,1.0730000000000002,64571,636,80,1.0,12280.436245979465,False,0.07862193393519723,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,7.192000000000002,70998,466,0,0.0,15773.657627881357,False,-0.17072453283636604,12,7.988000000000001,68430,389,0,0.0,13167.280723703538,False,-0.21142033785175543,0.3333333333333333,355088,0.0,0.0,12,0,0,5,12,12.0,7,12,21,148.0,43.0,12,6,21,920,1.1800667000934482,244.24546331819147
85,21,0,0,0,10.0,20,10.0,14.12884081905648,19,6.2105263157894735,34.06760705333455,5,38.0,36.00000000000001,20,36.0,0,1.5500000000000005,55986,8,31,1.0,517.9940653907508,False,0.17701831148653113,9,4.988000000000001,28923,869,0,0.0,8690.0,False,-0.3038128322102708,0,1.0730000000000004,64643,645,85,1.0,12008.848927824867,False,0.07764883176338816,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,7,7.254000000000001,70725,471,0,0.0,16045.842922120572,False,-0.17216376913471454,13,8.106,68210,389,0,0.0,13252.29914374714,False,-0.2132862068659809,0.3333333333333333,354365,0.0,0.0,14,0,0,9,17,17.0,4,13,22,149.0,45.0,13,8,22,485,1.375389663502574,245.62085298169404
86,22,0,0,0,10.0,20,10.0,14.12884081905648,0,,34.27499799298274,1,52.0,36.00000000000001,20,36.0,0,1.5500000000000003,55876,9,41,1.0,669.2824735813157,False,0.1762993604149889,0,4.979000000000002,28833,878,0,0.0,8780.0,False,-0.3047545306156615,0,1.0730000000000004,64695,635,94,1.0,12193.663731441244,False,0.07985160800098579,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,12,7.367000000000002,70532,471,0,0.0,16143.52405469487,False,-0.17367924281369324,8,8.173000000000002,68061,390,0,0.0,13367.249217263268,False,-0.214248361538695,0.3333333333333333,353875,0.0,0.0,13,0,0,6,11,11.0,10,16,17,198.0,46.0,16,6,17,252,1.1961168861016631,246.8169698677957
87,17,0,0,0,10.0,20,10.0,15.67631729918019,36,22.72222222222222,35.14153486375573,4,52.0,36.00000000000001,20,36.0,0,1.5500000000000003,56584,10,15,1.0,335.1447594877028,False,0.1876192269648821,0,4.979000000000002,28743,887,0,0.0,8870.0,False,-0.3056962290210522,0,1.0730000000000004,64085,661,100,1.0,13876.199221133678,False,0.08337934332820059,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,14,7.495000000000002,70286,471,0,0.0,16551.66292082895,False,-0.17412003720983477,6,8.225000000000001,67789,394,0,0.0,13845.764736319758,False,-0.2145925638038384,0.3333333333333333,353365,0.0,0.0,11,0,0,3,11,11.0,4,7,17,46.0,55.0,7,10,17,1226,0.9763113278895617,247.79328119568527
88,17,0,0,0,10.0,20,10.0,15.351115010164548,10,9.5,35.34060870209398,1,50.0,36.00000000000001,20,36.0,0,1.5500000000000003,56539,14,15,1.0,370.2667251524682,False,0.18704502077127683,0,4.979000000000002,28683,893,0,0.0,8930.0,False,-0.3063240279579793,0,1.0730000000000002,64040,661,109,1.0,13999.21337024701,False,0.08363114061234511,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,6,7.541,70223,471,0,0.0,16645.426698686264,False,-0.17428947858772004,14,8.359,67500,395,0,0.0,13959.540437327123,False,-0.21703263896280098,0.3333333333333333,352863,0.0,0.0,14,0,0,4,11,11.0,4,8,16,108.0,61.0,8,9,16,345,0.9858689857646823,248.77915018144995
89,16,0,0,0,10.0,20,10.0,15.091896348281596,36,13.86111111111111,35.793361303359745,2,51.0,36.00000000000001,20,36.0,2,1.5700000000000005,56827,15,10,1.0,300.91896348281597,False,0.19234628304820264,19,5.169000000000001,28107,902,0,0.0,9020.0,False,-0.31743606914158956,0,1.0730000000000004,63643,687,117,1.0,14555.956063762547,False,0.08182159085805131,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,7.635000000000002,70080,471,0,0.0,16858.67317388244,False,-0.1746718887049543,10,8.445,67265,397,0,0.0,14209.964437433819,False,-0.21818678350888931,0.3333333333333333,351800,0.0,0.0,13,0,0,5,18,17.0625,4,9,14,118.0,43.0,9,7,14,302,0.8446435732766986,249.62379375472665
90,14,0,0,0,10.0,20,10.0,14.150079235354575,16,3.1875,35.793361303359745,0,,36.00000000000001,20,36.0,0,1.5680000000000003,56757,12,20,1.0,403.0015847070915,False,0.1919495415467615,16,5.310000000000001,27626,915,0,0.0,9150.0,False,-0.32614154773364584,0,1.0730000000000004,63592,693,127,1.0,14351.761795627408,False,0.07948626230324313,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,6,7.685000000000001,70016,471,0,0.0,16858.67317388244,False,-0.17534468765370595,14,8.575000000000001,67025,397,0,0.0,14209.964437433819,False,-0.22070977956670795,0.3333333333333333,350894,0.0,0.0,10,0,0,2,11,11.0,3,5,18,40.0,55.0,5,9,18,200,0.8782061776146293,250.50199993234128
91,18,0,0,0,10.0,20,10.0,13.31662782379653,18,4.888888888888889,36.2586204051354,4,43.5,36.00000000000001,20,36.0,0,1.5680000000000003,56717,11,25,1.0,442.91569559491325,False,0.1915301102372548,13,5.424000000000001,27223,926,0,0.0,9260.0,False,-0.33342401540200056,0,1.0730000000000004,63678,701,133,1.0,14157.352618364377,False,0.07931534861543683,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,7.759000000000002,69837,473,0,0.0,17150.327451629044,False,-0.1756934168114111,12,8.681,66737,399,0,0.0,14467.189541649026,False,-0.22238533749461753,0.3333333333333333,350070,0.0,0.0,13,0,0,8,15,15.0,3,11,9,170.0,69.0,11,7,9,424,1.0234172130003572,251.52541714534163
92,9,0,0,0,10.0,20,10.0,12.938667719597168,32,10.8125,34.223734839508126,6,14.0,36.000000000000014,20,36.0,0,1.5680000000000003,56963,7,18,1.0,302.89601895274905,False,0.19521299145097668,15,5.561000000000002,26728,940,0,0.0,9400.0,False,-0.34231783367513496,0,1.0730000000000002,63416,723,137,1.0,14043.308434281365,False,0.0744490171475308,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,7.851000000000003,69607,479,0,0.0,16393.16898812439,False,-0.18209109598883375,10,8.769000000000002,66593,399,0,0.0,13655.270200963741,False,-0.22816677949559136,0.3333333333333333,349185,0.0,0.0,14,0,0,4,16,16.0,2,6,17,77.0,33.0,6,3,17,590,0.9458310911431909,252.47124823648483
93,17,0,0,0,10.0,20,10.0,12.938667719597168,0,,38.81196170161879,32,47.28125,36.000000000000014,20,36.0,0,1.5680000000000003,56883,5,28,1.0,412.28269614872073,False,0.19468340828013136,0,5.546000000000001,26608,952,0,0.0,9520.0,False,-0.3435734315489892,0,1.0730000000000004,64929,713,115,1.0,13688.645679758942,False,0.09482317433499816,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,7.941000000000002,69470,479,0,0.0,18590.9296550754,False,-0.17197934478278373,10,8.859000000000002,64949,431,0,0.0,16727.955493397698,False,-0.22929852565888204,0.3333333333333333,348717,0.0,0.0,15,0,0,10,10,10.0,4,14,16,176.0,32.0,14,3,16,1713,1.2410788098350167,253.71232704631984
94,16,0,0,0,10.0,20,10.0,13.510980727929587,27,17.555555555555557,38.814228283695215,1,39.0,36.000000000000014,20,36.0,0,1.5680000000000003,57231,5,22,1.0,347.2415760144509,False,0.20128533018053876,11,5.656000000000001,26263,962,0,0.0,9620.0,False,-0.34974678776210605,0,1.0730000000000004,64494,730,124,1.0,14675.980238566804,False,0.09571807921783193,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,12,8.051000000000002,69246,480,0,0.0,18630.829576173703,False,-0.17412441747083465,8,8.929000000000002,64852,431,0,0.0,16728.93239027264,False,-0.2303131017594079,0.3333333333333333,347964,0.0,0.0,13,0,0,7,14,14.0,5,12,11,145.0,54.0,12,4,11,687,1.1107840640470386,254.82311111036688
95,11,0,0,0,10.0,20,10.0,13.64030799790074,26,14.615384615384615,38.814228283695215,0,,36.000000000000014,20,36.0,1,1.5780000000000003,57523,1,10,1.0,146.4030799790074,False,0.20529446992821124,3,5.675000000000002,26063,976,0,0.0,9760.0,False,-0.35246724982212363,0,1.0730000000000004,64114,746,134,1.0,15376.77635644911,False,0.0952665341340293,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,8.139000000000003,69108,480,0,0.0,18630.829576173703,False,-0.17557514020408038,10,9.021,64720,431,0,0.0,16728.93239027264,False,-0.23170074959120818,0.3333333333333333,347406,0.0,0.0,10,0,0,2,11,10.2,7,9,11,108.0,19.0,9,2,11,524,1.6635065395385027,256.4866176499054
96,11,0,0,0,10.0,20,10.0,13.404979679343684,5,4.0,38.814228283695215,0,,36.000000000000014,20,36.0,0,1.5770000000000002,57443,0,19,0.9,254.69461390753,False,0.2047534279277145,5,5.722000000000001,25853,988,0,0.0,9880.0,False,-0.3556062445067593,0,1.0730000000000002,64094,741,144,1.0,15522.338815245781,False,0.09607165379170628,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,8.219000000000001,68997,480,0,0.0,18630.829576173703,False,-0.1767420258808215,11,9.121,64559,431,0,0.0,16728.93239027264,False,-0.2333932594466615,0.31666666666666665,346824,0.0,0.0,11,0,0,8,11,11.0,1,9,16,118.0,15.0,9,2,16,200,0.9997577536851168,257.4863754035905
97,16,0,0,0,10.0,20,10.0,14.179845068547875,12,26.083333333333332,39.39597591065985,9,44.22222222222222,36.000000000000014,20,36.0,0,1.5770000000000004,57626,3,17,1.0,271.05736616531385,False,0.2087542100841807,0,5.7170000000000005,25783,995,0,0.0,9950.0,False,-0.356338676599841,0,1.0730000000000004,64179,743,145,1.0,16248.04139297675,False,0.10290313309773738,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,5,8.260000000000002,68762,485,0,0.0,19107.04831667003,False,-0.1767093386771615,15,9.260000000000002,64079,435,0,0.0,17137.249521137033,False,-0.23629303799665155,0.3333333333333333,346307,0.0,0.0,15,0,0,8,9,9.0,2,10,13,134.0,44.0,10,6,13,911,1.017772413790226,258.5041478173807
98,13,0,0,0,10.0,20,10.0,13.89973217792885,5,4.0,37.235891214950044,7,14.0,36.000000000000014,20,36.0,0,1.5770000000000002,57546,1,27,1.0,385.29276880407895,False,0.20827536065797597,5,5.767,25573,1007,0,0.0,10070.0,False,-0.3594776712844766,0,1.0730000000000004,64257,738,148,1.0,15768.9142471241,False,0.10043865832118695,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,13,8.385000000000002,68443,492,0,0.0,18320.05847775542,False,-0.18419942981468893,7,9.315000000000001,64000,435,0,0.0,16197.612678503268,False,-0.24206248263598806,0.3333333333333333,345697,0.0,0.0,13,0,0,3,13,13.0,4,7,13,86.0,30.0,7,6,13,298,0.8447926491498947,259.3489404665306
