index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,21,0,0,0,10.0,20,10.0,18.886770416893444,31,20.0,18.39927547478881,1,13.0,33.0,0,,7,2.0160000000000005,41608,24,10,1.0,428.86770416893444,False,0.13131448420483846,0,1.8740000000000006,41892,4,35,1.0,701.0369645912706,False,0.14267795072212822,1,5.628000000000002,30739,1032,0,0.0,19491.147070234034,False,-0.3801072817664179,0,0.40700000000000003,70966,3,107,1.0,2025.3827870530827,False,0.10212514957397216,0,0.20900000000000002,80830,467,50,1.0,10242.461646726373,False,0.003622456806473442,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,351696,0.0,0.0,12,0,0,15,2,1.5384615384615383,22,37,14,108.0,75.0,11,10,14,560,1.707069581374526,135.79344019666314
65,14,0,0,0,10.0,20,10.0,19.093716623943514,17,22.0,18.39927547478881,0,,33.0,0,,0,2.0090000000000003,41518,23,20,1.0,611.8743324788703,False,0.13135514948710866,0,1.8740000000000006,42156,5,28,1.0,584.6240654704184,False,0.1482447531036358,0,5.627000000000001,30365,1049,0,0.0,20029.308738516746,False,-0.38171378570704845,0,0.40700000000000003,70966,0,110,0.3,2023.9203022267689,False,0.1021139529178732,0,0.20900000000000002,80830,457,60,1.0,10388.468891978486,False,0.004474894571399777,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.5499999999999999,351496,0.0,0.0,11,0,0,7,0,0.0,18,25,15,93.0,39.0,6,8,15,574,1.5351419802755117,137.32858217693865
66,15,0,0,0,10.0,20,10.0,19.323476998961567,22,21.727272727272727,19.627154882900026,11,34.81818181818182,33.0,0,,0,2.0090000000000003,41534,24,24,1.0,703.7634479750776,False,0.1330307759139671,0,1.8740000000000006,42418,4,22,1.0,465.1164939771545,False,0.15371559854437833,1,5.6370000000000005,29933,1068,0,0.0,20637.473434890955,False,-0.38367243844729704,0,0.40700000000000003,71273,0,103,0.3,2021.5969529387028,False,0.10679689593270994,0,0.20900000000000002,80447,458,70,1.0,11299.236936368212,False,0.005320097478825695,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.5499999999999999,351266,0.0,0.0,14,0,0,11,1,1.0,22,33,8,105.0,15.0,10,5,8,1048,1.6339434459805489,138.9625256229192
67,8,0,0,0,10.000000000000002,20,10.0,19.323476998961567,0,,19.627154882900026,0,,33.0,0,,0,2.0090000000000003,41464,21,34,1.0,866.9982179646933,False,0.13334503108045728,0,1.8740000000000006,42288,7,32,1.0,688.3512639667701,False,0.15321834105127102,0,5.636000000000002,29933,1068,0,0.0,20637.473434890955,False,-0.38367243844729704,0,0.40700000000000003,71273,0,103,0.0,2021.5969529387028,False,0.10679689593270994,0,0.20900000000000002,80447,448,80,1.0,11432.965387539212,False,0.006100847652054568,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.5,351066,0.0,0.0,11,0,0,9,0,0.0,17,26,16,39.0,15.0,3,5,16,200,1.1980679277330637,140.16059355065227
68,16,0,0,0,10.0,20,10.0,19.40707857900932,32,20.0,20.295839953948718,5,38.0,33.0,0,,0,2.0090000000000003,41374,20,44,1.0,1053.91145747641,False,0.13343853410350046,0,1.8740000000000006,42818,8,10,1.0,274.07078579009317,False,0.16195183382641878,0,5.636000000000002,29513,1089,0,0.0,21134.308572541147,False,-0.3862996786618908,0,0.40700000000000003,71243,1,108,1.0,2211.357793605471,False,0.1077903335957179,0,0.20900000000000002,80257,443,90,1.0,11961.057099599282,False,0.006965455211868584,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,350866,0.0,0.0,15,0,0,6,0,0.0,24,30,18,108.0,60.0,6,10,18,1030,1.3487257529050112,141.50931930355728
69,18,0,0,0,10.0,20,10.0,19.4473881820033,17,20.0,23.727287107338856,34,36.205882352941174,33.0,0,,0,2.0090000000000003,41274,20,54,1.0,1250.1589618281782,False,0.13338778080810665,7,1.9440000000000006,42939,8,10,1.0,274.473881820033,False,0.16523038684565067,1,5.646,29496,1089,0,0.0,21178.205730201596,False,-0.38622390688724684,0,0.40700000000000003,72121,8,85,1.0,2172.3985095798294,False,0.12093584735319655,0,0.20900000000000002,79026,467,100,1.0,14380.643079127245,False,0.006717828371499885,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,350517,0.0,0.0,16,0,0,11,2,1.4117647058823528,18,29,26,129.0,75.0,8,10,26,1418,2.2054208889603615,143.71474019251764
70,26,0,0,0,10.0,20,10.0,19.746841510797733,45,21.244444444444444,24.48911743506512,8,38.0,33.0,0,,0,2.0090000000000003,41810,18,36,1.0,890.8862943887184,False,0.1430275683616739,7,2.0070000000000006,43040,10,10,1.0,297.4684151079773,False,0.16827348538070724,0,5.645000000000001,29188,1103,0,0.0,21780.7661864099,False,-0.38632679886072446,0,0.40700000000000003,71777,29,87,1.0,2703.2116206637993,False,0.11973243826014629,0,0.20900000000000002,78722,465,110,1.0,15017.43960730528,False,0.00688595186479185,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,350198,0.0,0.0,13,0,0,25,1,0.4117647058823529,14,39,27,198.0,91.0,16,10,27,1120,1.89143948815763,145.60617968067527
71,27,0,0,0,10.0,20,10.0,19.760629805466294,14,20.0,24.972027298127607,5,38.0,33.0,0,,0,2.0090000000000003,41710,18,46,1.0,1088.9889710514494,False,0.14300190666321486,4,2.0400000000000005,43152,10,10,1.0,297.60629805466294,False,0.17130499753915082,0,5.645000000000001,28908,1117,0,0.0,22072.62349270585,False,-0.3883796759045013,0,0.40700000000000003,71967,19,92,1.0,2672.8784777315996,False,0.12240945717842566,0,0.20900000000000002,78532,460,120,1.0,15447.132557138699,False,0.007176075461161618,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,349930,0.0,0.0,14,0,0,18,1,0.2857142857142857,15,33,25,171.0,106.0,12,15,25,390,1.9347454672679305,147.5409251479432
72,25,0,0,0,10.0,20,10.0,19.439154461913038,35,17.314285714285713,27.459750121922667,30,37.9,33.0,0,,0,2.0090000000000003,42126,19,31,1.0,792.6137883193041,False,0.1502463453300057,0,2.0360000000000005,43142,9,10,1.0,284.3915446191304,False,0.17085576099084512,1,5.655000000000001,28651,1129,0,0.0,21946.80538749982,False,-0.3932780674371081,0,0.40700000000000003,72725,32,73,1.0,2626.614701681572,False,0.13366162934420653,0,0.20900000000000002,77395,480,130,1.0,17470.68005852288,False,0.005713852351810917,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,349700,0.0,0.0,17,0,0,19,1,1.0,14,33,23,156.0,84.0,12,13,23,1930,1.7622537594288588,149.30317890737206
73,23,0,0,0,10.0,20,10.0,19.205422653622634,5,8.0,27.357424512081685,1,13.0,33.0,0,,0,2.0090000000000003,42016,20,41,1.0,987.422328798528,False,0.1499056255247582,0,2.0360000000000005,43092,8,15,1.0,368.0813398043395,False,0.17063516202938134,0,5.654000000000001,28651,1129,0,0.0,21682.922175939955,False,-0.3952983342576065,0,0.40700000000000003,72698,27,82,1.0,2761.855221638509,False,0.13428359966955944,0,0.20900000000000002,77382,471,140,1.0,17505.346945190475,False,0.005764452453792471,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,349500,0.0,0.0,12,0,0,15,0,0.0,17,32,23,222.0,72.0,14,9,23,253,1.7956648226827383,151.0988437300548
74,23,0,0,0,10.0,20,10.0,19.54045545467131,30,22.0,27.357424512081685,0,,33.0,0,,0,2.0090000000000003,42268,20,35,1.0,883.9159409134959,False,0.15532238613007876,0,2.0360000000000005,43300,8,11,1.0,294.9450100013844,False,0.1752724655107306,0,5.654000000000001,28299,1145,0,0.0,22373.82149559865,False,-0.3953986319221038,0,0.40700000000000003,72390,31,92,1.0,3122.6371742063257,False,0.1323296725888187,0,0.20900000000000002,77382,461,150,1.0,17561.772700069658,False,0.006093884354863014,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,349300,0.0,0.0,14,0,0,16,0,0.0,15,31,27,108.0,86.0,9,14,27,860,1.9096364425495267,153.00848017260432
75,27,0,0,0,10.0,20,10.0,19.709748994183826,28,21.071428571428573,27.245414681541696,1,13.0,33.0,0,,0,2.0090000000000003,42428,20,32,1.0,830.7119678138824,False,0.15893085868607829,4,2.0760000000000005,43462,8,10,1.0,277.09748994183826,False,0.17941324239804474,1,5.664000000000001,28022,1158,0,0.0,22823.88933526487,False,-0.3961943274643244,0,0.40700000000000003,72060,36,102,1.0,3488.583261307871,False,0.1300784215139405,0,0.20900000000000002,77369,452,160,1.0,17594.927436056845,False,0.00613565602957017,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,349002,0.0,0.0,12,0,0,18,2,1.2666666666666666,20,38,23,260.0,93.0,16,11,23,460,1.8407630939036608,154.84924326650798
76,23,0,0,0,10.0,20,10.0,19.860568027408775,17,21.88235294117647,27.245414681541696,0,,33.0,0,,0,2.0090000000000003,42658,20,27,1.0,736.2353367400369,False,0.16387463937378322,0,2.0720000000000005,43404,8,18,1.0,437.4902244933579,False,0.1800136634994233,0,5.663000000000001,27650,1175,0,0.0,23336.16743220531,False,-0.39796837011586983,0,0.40700000000000003,72060,26,112,1.0,3567.8612130452984,False,0.13068536658841287,0,0.20900000000000002,77369,442,170,1.0,17652.473289241432,False,0.0064716274286932204,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,348802,0.0,0.0,14,0,0,19,0,0.0,14,33,17,201.0,77.0,12,11,17,572,1.5296855876222253,156.3789288541302
77,17,0,0,0,10.0,20,10.0,19.660694183122562,47,18.72340425531915,28.369815267505494,17,36.0,33.0,0,,0,2.0090000000000003,42848,19,23,1.0,642.1959662118189,False,0.16774231722316352,15,2.222000000000001,43604,9,10,1.0,286.60694183122564,False,0.18338301966337409,0,5.663000000000001,27650,1175,0,0.0,23101.31566516901,False,-0.39976637473266313,0,0.40700000000000003,71792,63,105,1.0,4217.454336624798,False,0.13155502562146715,0,0.20900000000000002,76757,449,180,1.0,18678.047055109964,False,0.005313150565208002,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,348312,0.0,0.0,14,0,0,14,2,1.7142857142857144,15,29,22,93.0,77.0,6,11,22,1372,1.561588941141963,157.94051779527217
78,22,0,0,0,10.0,20,10.0,18.838761938276736,26,11.23076923076923,30.215132590775966,38,36.0,33.0,0,,0,2.0090000000000003,42925,23,17,1.0,550.2589529507045,False,0.1685817322136809,0,2.2070000000000003,43619,5,10,1.0,238.38761938276735,False,0.18313659948310396,0,5.663000000000001,27650,1175,0,0.0,22135.545277475165,False,-0.40716022847176375,0,0.40700000000000003,72868,79,77,1.0,3814.8274026136114,False,0.1449480730267928,0,0.20900000000000002,75389,477,190,1.0,20682.618245800135,False,0.0010428313880042396,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,348112,0.0,0.0,17,0,0,14,0,0.0,19,33,21,219.0,102.0,13,9,21,1860,1.7042857287451625,159.64480352401733
79,21,0,0,0,10.0,20,10.0,18.617558876020688,5,8.0,31.504823686333804,25,38.8,33.0,0,,0,2.0090000000000003,42855,24,22,1.0,649.5862952724551,False,0.16803162593692458,0,2.2070000000000003,43529,4,20,1.0,412.3511775204138,False,0.18305495533326674,0,5.663000000000001,27650,1175,0,0.0,21875.63167932431,False,-0.4091501042787034,0,0.40700000000000003,73798,74,62,1.0,3330.998425378227,False,0.1554839181841571,0,0.20900000000000002,74419,492,200,1.0,22100.373253676233,False,-0.002006204658538402,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,347912,0.0,0.0,13,0,0,21,0,0.0,16,37,18,226.0,63.0,15,6,18,1210,1.8056146148592234,161.45041813887656
80,18,0,0,0,10.0,20,10.0,18.04897205746806,28,13.571428571428571,31.504823686333804,0,,33.0,0,,0,2.0090000000000003,42765,27,27,1.0,757.3222455516376,False,0.1670542394172208,3,2.2370000000000005,43748,1,10,1.0,190.4897205746806,False,0.18597827473185838,0,5.663000000000001,27390,1188,0,0.0,21442.178804272055,False,-0.416449656216815,0,0.40700000000000003,73678,79,72,1.0,3694.216097956011,False,0.15642726192374712,0,0.20900000000000002,74419,482,210,1.0,22115.325016812894,False,-0.001918911404509014,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,347661,0.0,0.0,14,0,0,22,1,0.6,10,32,17,185.0,41.0,14,4,17,540,1.4967372678220272,162.94715540669858
81,17,0,0,0,10.0,20,10.0,17.909139300880216,8,14.0,31.504823686333804,0,,33.0,0,,0,2.0090000000000003,42675,26,37,1.0,922.638154132568,False,0.1668556339825331,0,2.234000000000001,43750,2,12,1.0,234.9096716105626,False,0.18663316478590342,0,5.663000000000001,27390,1188,0,0.0,21276.0574894457,False,-0.417721466494314,0,0.40700000000000003,73566,77,82,1.0,3962.3992684471486,False,0.15676552441812888,0,0.20900000000000002,74419,472,220,1.0,22130.276779949556,False,-0.0018316181504796263,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,347461,0.0,0.0,14,0,0,15,0,0.0,13,28,19,81.0,74.0,7,10,19,312,1.507756520062685,164.45491192676127
82,19,0,0,0,10.0,20,10.0,17.735831161635076,26,16.346153846153847,30.5578472272714,23,24.391304347826086,33.0,0,,0,2.0090000000000003,42940,25,26,1.0,711.131610202512,False,0.17116332517586177,0,2.2340000000000004,43710,3,17,1.0,331.5091297477963,False,0.18685767595958386,13,5.793000000000001,27169,1188,0,0.0,21070.16742002247,False,-0.4226816562799732,0,0.40700000000000003,73521,93,82,1.0,4155.1757706683165,False,0.15755237234277292,0,0.20900000000000002,73858,485,230,1.0,22410.55590522663,False,-0.006745858261658446,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,346859,0.0,0.0,16,0,0,17,2,2.0,12,29,23,132.0,74.0,9,10,23,1005,1.5354409255087376,165.99035285227
83,23,0,0,0,10.0,20,10.0,18.24997113410976,30,21.866666666666667,29.331764470343728,11,12.0,33.0,0,,0,2.0090000000000003,43144,25,22,1.0,651.4993649504147,False,0.17587507256208637,0,2.2340000000000004,43962,3,11,1.0,230.74968247520735,False,0.19231158951627356,11,5.8900000000000015,26667,1202,0,0.0,21936.465303199933,False,-0.42373589165964926,0,0.40700000000000003,73169,99,92,1.0,4505.269473548489,False,0.1548428966417223,0,0.20900000000000002,73726,486,240,1.0,22175.237532587053,False,-0.009661041250177763,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,346329,0.0,0.0,12,0,0,17,1,1.0,17,34,26,150.0,100.0,10,13,26,856,1.7630349416285753,167.75338779389858
84,26,0,0,0,10.0,20,10.0,18.638963561352842,62,20.0,27.948163005324155,13,12.0,33.0,0,,0,2.0090000000000003,43404,25,14,1.0,510.94548985893977,False,0.18100716146206106,33,2.5640000000000005,43928,3,10,1.0,216.3896356135284,False,0.19119765250505197,13,6.009000000000001,25633,1242,0,0.0,23149.592743200228,False,-0.43028072131559036,0,0.40700000000000003,72729,111,102,1.0,4919.637581853229,False,0.15127805954656498,0,0.20900000000000002,73570,489,250,1.0,21916.65170960351,False,-0.012992306782945698,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,344925,0.0,0.0,14,0,0,19,4,4.0,16,35,36,177.0,126.0,14,12,36,780,1.8304999889805913,169.58388778287917
85,36,0,0,0,10.0,20,10.0,18.737457916499,18,20.11111111111111,28.279773866000152,5,38.0,33.0,14,33.0,2,2.0290000000000004,43610,23,10,1.0,417.37457916499,False,0.1853139820813269,0,2.531000000000001,43850,5,18,1.0,387.274242496982,False,0.1913989699537029,0,5.996000000000001,25271,1260,0,0.0,23609.19697478874,False,-0.4323049122265788,0,0.40700000000000003,72919,101,107,1.0,4918.419053228416,False,0.15417797740915054,0,0.20900000000000002,73842,484,246,1.0,21805.410551144072,False,-0.010465719975572028,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,345153,0.0,0.0,22,0,0,23,1,0.125,18,41,27,282.0,127.0,19,17,27,894,2.22545884270221,171.80934662558138
86,27,0,0,0,10.0,20,10.0,18.820284757593097,17,20.0,28.279773866000152,0,,33.0,8,33.0,7,2.0970000000000004,43751,21,10,1.0,398.20284757593095,False,0.18886878986658637,0,2.531000000000001,43730,7,28,1.0,596.9679732126067,False,0.19098907126721232,0,5.996000000000001,25271,1260,0,0.0,23713.558794567303,False,-0.4315059272491747,0,0.40700000000000003,72579,108,117,1.0,5341.324296142073,False,0.15220968240320676,0,0.20900000000000002,74106,474,248,1.0,21588.612812484072,False,-0.008648820001611018,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,345098,0.0,0.0,14,0,0,21,1,0.4117647058823529,16,37,24,216.0,75.0,17,10,24,464,2.064436135813594,173.87378276139498
87,24,0,0,0,10.0,20,10.0,18.904431272006658,17,20.058823529411764,29.71000312218655,21,39.0,33.0,11,33.0,0,2.0900000000000003,43671,19,20,1.0,568.0886254401332,False,0.18900249709803243,0,2.531000000000001,43951,9,21,1.0,486.99305671213983,False,0.1954797805766086,0,5.996000000000001,24930,1277,0,0.0,24140.9587343525,False,-0.43345512307375317,0,0.40700000000000003,73398,98,106,1.0,5001.894595608427,False,0.16215142320054232,0,0.20900000000000002,73650,485,247,1.0,22560.351514260474,False,-0.008300046039511103,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,345261,0.0,0.0,21,0,0,18,0,0.0,15,33,22,176.0,96.0,12,12,22,1723,1.6915151719003916,175.56529793329537
88,22,0,0,0,10.0,20,10.0,18.702237958412752,15,15.666666666666666,29.843684692609497,6,33.0,33.0,8,33.0,0,2.0900000000000003,43771,19,20,1.0,564.044759168255,False,0.1916528451521351,0,2.531000000000001,43886,9,26,1.0,576.2581869187316,False,0.19492883286786852,1,6.006000000000003,24713,1287,0,0.0,24069.780252477212,False,-0.437322725409383,0,0.40700000000000003,73548,93,111,1.0,5051.95713101204,False,0.16483147139760257,0,0.20900000000000002,73716,481,249,1.0,22571.812337145166,False,-0.007462475116210979,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,345295,0.0,0.0,17,0,0,19,1,1.0,14,33,21,153.0,62.0,11,11,21,884,1.8110651830211282,177.3763631163165
89,21,0,0,0,10.0,20,10.0,18.673615245359677,27,18.444444444444443,29.64845666724954,3,21.0,33.0,12,33.0,0,2.0900000000000003,43819,21,18,1.0,546.1250744164743,False,0.19270889789028986,0,2.531000000000001,44136,7,21,1.0,462.14592015255323,False,0.20014804587957907,1,6.0150000000000015,24366,1302,0,0.0,24313.0470494583,False,-0.4407734994452656,0,0.40700000000000003,73430,95,119,1.0,5302.159791711865,False,0.16494020572747908,0,0.20900000000000002,74049,474,247,1.0,22204.36846027628,False,-0.005719407408389203,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,345461,0.0,0.0,24,0,0,23,1,1.0,15,38,20,171.0,57.0,12,9,20,1144,2.7783979661762714,180.15476108249277
90,20,0,0,0,10.0,20,10.0,18.569228485668965,5,14.0,27.35084064382421,20,13.3,33.0,0,,0,2.0900000000000003,43789,21,23,1.0,637.0922551703861,False,0.19312773554385393,0,2.531000000000001,44036,7,31,1.0,645.6460830557379,False,0.19992488210148956,19,6.2040000000000015,23914,1302,0,0.0,24177.13548834099,False,-0.4487349715327061,0,0.40700000000000003,73398,90,128,1.0,5172.138166119706,False,0.1634547931075326,0,0.20900000000000002,73783,484,257,1.0,21718.80687161092,False,-0.011660262773607696,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,344581,0.0,0.0,13,0,0,20,2,2.0,14,34,24,150.0,90.0,10,10,24,308,1.841833227314055,181.99659430980682
91,24,0,0,0,10.0,20,10.0,18.753536215582777,33,19.87878787878788,28.467282632605677,15,38.0,33.0,0,,0,2.0900000000000003,44049,22,13,1.0,463.7959708025761,False,0.19781697644993743,0,2.531000000000001,44232,6,28,1.0,585.0990140363177,False,0.2044078529273468,0,6.185000000000001,23298,1330,0,0.0,24942.203166725092,False,-0.4523097646057581,0,0.40700000000000003,73928,85,123,1.0,5095.526342135035,False,0.17098352709530876,0,0.20900000000000002,73213,489,267,1.0,22731.501207344176,False,-0.012403514628833294,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,344381,0.0,0.0,18,0,0,19,0,0.0,17,36,29,168.0,97.0,11,13,29,1426,2.149929533712566,184.1465238435194
92,29,0,0,0,10.0,20,10.0,18.64406398809749,25,17.72,27.234008239986743,12,14.0,33.0,8,33.0,8,2.1700000000000004,44210,20,10,1.0,386.4406398809749,False,0.20112584721760685,0,2.531000000000001,44168,8,34,1.0,713.8981755953147,False,0.20441866175605,12,6.3050000000000015,22754,1346,0,0.0,25094.91012797922,False,-0.45947028642316357,0,0.40700000000000003,73837,84,133,1.0,5188.224470918426,False,0.1702998397687793,0,0.20900000000000002,73309,491,269,1.0,22248.89804583349,False,-0.01410015036119683,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,343939,0.0,0.0,19,0,0,17,3,2.1875,14,31,24,150.0,117.0,10,19,24,520,1.8466068664565682,185.99313070997596
93,24,0,0,0,10.0,20,10.0,18.90756765610603,43,20.209302325581394,26.08897108915214,12,14.0,33.0,8,33.0,0,2.1620000000000004,44269,23,11,1.0,437.9832442171663,False,0.20341894671360583,0,2.531000000000001,44778,5,10,1.0,239.07567656106028,False,0.21449734468406537,12,6.413000000000001,22415,1353,0,0.0,25581.939038711458,False,-0.46093234440344016,0,0.40700000000000003,73115,110,143,1.0,5810.555307920418,False,0.1640092124203434,0,0.20900000000000002,73405,493,271,1.0,21804.862746952007,False,-0.015571614373068891,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,343643,0.0,0.0,21,0,0,13,1,1.0,15,28,28,93.0,98.0,6,18,28,1333,1.7194748036563396,187.7126055136323
94,28,0,0,0,10.0,20,10.0,18.669396293821467,31,16.903225806451612,25.240386627140637,8,12.0,33.0,8,33.0,4,2.2020000000000004,44421,21,10,1.0,396.69396293821467,False,0.2069721646145073,6,2.591000000000001,44780,7,10,1.0,256.69396293821467,False,0.21478973656862976,8,6.481000000000002,21971,1368,0,0.0,25539.734129947767,False,-0.46805391194209245,0,0.40700000000000003,72891,116,153,1.0,6027.429124035807,False,0.16223973054277216,0,0.20900000000000002,73573,491,273,1.0,21402.029833926055,False,-0.015961806646780968,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,343297,0.0,0.0,16,0,0,17,3,1.6416666666666666,15,32,27,186.0,93.0,12,16,27,464,1.8303254023194313,189.54293091595173
95,27,0,0,0,10.0,20,10.0,18.329152442418604,27,15.37037037037037,25.712504973485707,5,37.0,33.00000000000001,10,33.0,12,2.3180000000000005,44467,21,10,1.0,393.29152442418604,False,0.20817046532709627,0,2.585000000000001,44720,7,15,1.0,344.93728663627905,False,0.21436022082120054,0,6.473000000000001,21971,1368,0,0.0,25074.28054122865,False,-0.47161738396523717,0,0.40700000000000003,72661,133,158,1.0,6500.353060652416,False,0.16233867507274966,0,0.20900000000000002,73718,486,273,1.0,21505.277417114055,False,-0.013665899410830894,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,343198,0.0,0.0,19,0,0,12,2,1.4117647058823528,25,37,22,168.0,93.0,11,16,22,755,1.5686803134158254,191.11161122936755
96,22,0,0,0,10.0,20,10.0,18.229067881398212,20,17.05,25.600091332828267,1,13.0,33.00000000000001,10,33.0,0,2.3060000000000005,44357,22,20,1.0,584.5813576279643,False,0.2077821542635247,5,2.635000000000001,44886,6,10,1.0,242.2906788139821,False,0.21746227384243103,1,6.4830000000000005,21653,1383,0,0.0,25210.800879973725,False,-0.4754413566279247,0,0.40700000000000003,72621,128,168,1.0,6634.136032734121,False,0.16275043280967497,0,0.20900000000000002,74035,477,273,1.0,21220.243565759083,False,-0.011628521585694366,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,343213,0.0,0.0,22,0,0,14,2,2.0,13,27,24,111.0,75.0,7,15,24,831,1.5215696655213833,192.63318089488894
97,24,0,0,0,10.0,20,10.0,17.99020531761052,5,7.0,25.61332439219881,19,25.68421052631579,33.00000000000001,5,33.0,0,2.3060000000000005,44267,21,30,1.0,749.7061595283157,False,0.20758096407065998,0,2.630000000000001,44811,7,15,1.0,339.8530797641578,False,0.21675304425130057,9,6.572000000000002,21491,1383,0,0.0,24880.45395425535,False,-0.4804509795414464,0,0.40700000000000003,72966,123,168,1.0,6515.833751955493,False,0.16712730061672593,0,0.20900000000000002,73712,486,278,1.0,21622.075654608623,False,-0.01305405323029487,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,342908,0.0,0.0,18,0,0,19,1,1.0,12,31,26,156.0,67.0,12,12,26,780,1.7234704541042447,194.35665134899318
98,26,0,0,0,10.0,20,10.0,18.239097888601766,14,22.0,24.36509453111583,32,20.125,33.000000000000014,7,33.0,0,2.306,44167,21,40,1.0,939.5639155440706,False,0.20744378808082764,0,2.630000000000001,45019,7,11,1.0,270.6300767746194,False,0.22144327630348698,11,6.673000000000002,20985,1397,0,0.0,25480.019750376665,False,-0.4836085397848944,0,0.40700000000000003,73478,113,157,1.0,5886.337902797184,False,0.1701475899401092,0,0.20900000000000002,73299,508,281,1.0,21650.468021806846,False,-0.017710745893865943,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.6666666666666666,342609,0.0,0.0,20,0,0,13,1,1.0,8,21,25,138.0,121.0,11,15,25,1251,1.9089855691418052,196.265636918135
