index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,24,0,0,0,10.000000000000002,20,10.0,19.048821170562995,14,21.857142857142858,25.604095463609585,33,22.060606060606062,33.000000000000014,5,33.0,0,0.974,38915,5,20,1.0,430.97642341125993,False,0.05849621866764859,0,0.8570000000000002,39274,6,30,1.0,631.4646351168899,False,0.07091896552581817,20,2.8390000000000004,49756,447,0,0.0,8514.823063241658,False,-0.1729560775448893,3,0.41000000000000003,69206,20,10,1.0,637.0173780473558,False,0.06454713269264069,0,0.2,81442,264,18,1.0,7353.481202392931,False,-0.006098240314843789,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,364221,0.0,0.0,17,0,0,16,5,4.333333333333333,21,37,22,186.0,82.0,12,12,22,899,1.9270209623500705,75.57231007423252
31,22,0,0,0,10.000000000000002,20,10.0,18.855118974322835,23,17.0,25.4035644445395,3,11.0,33.000000000000014,14,33.0,0,0.9740000000000002,38950,2,20,1.0,397.1023794864567,False,0.058984829845899964,0,0.8570000000000002,39430,9,27,1.0,599.0882123067165,False,0.07470093340600943,3,2.8490000000000006,49413,460,0,0.0,8673.354728188504,False,-0.17699432904968296,0,0.40700000000000003,69101,20,20,1.0,885.1736683772467,False,0.0648392539188875,0,0.2,81871,257,14,1.0,6990.716062246652,False,-0.003206898201523527,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,364393,0.0,0.0,24,0,0,16,1,1.0,20,36,23,135.0,96.0,10,12,23,1053,1.8001079186797142,77.37241799291223
32,23,0,0,0,10.000000000000002,20,10.0,18.752835846099682,51,18.313725490196077,23.538676188807322,31,11.709677419354838,33.000000000000014,9,33.0,9,1.064,39202,2,10,1.0,207.52835846099683,False,0.06323750755330286,0,0.8570000000000002,39744,9,15,1.0,371.2925376914952,False,0.08011378134726647,21,3.056000000000001,47949,506,0,0.0,9488.934938126438,False,-0.19316683046650207,0,0.40700000000000003,69181,15,20,1.0,752.0660614676417,False,0.06504513973164212,0,0.2,81805,278,15,1.0,7038.751980488436,False,-0.0036971078076597575,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,363509,0.0,0.0,18,0,0,15,6,5.333333333333333,21,36,22,156.0,48.0,12,11,22,1271,1.8473159298300743,79.21973392274231
33,22,0,0,0,10.000000000000002,20,10.0,18.889097998008836,28,20.071428571428573,23.23995119517162,5,11.0,33.000000000000014,9,33.0,16,1.215,39294,5,10,1.0,238.89097998008836,False,0.06615033244941693,0,0.8570000000000002,39716,6,23,1.0,494.44925395420324,False,0.08102209010433614,5,3.085000000000001,47854,506,0,0.0,9557.883586992471,False,-0.19409358903832194,0,0.40700000000000003,68619,33,30,1.0,1320.5387697894403,False,0.060792071305558554,0,0.2,82047,273,16,1.0,6872.506676281852,False,-0.0018419525911545838,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,363158,0.0,0.0,18,0,0,11,3,2.230769230769231,21,32,25,141.0,80.0,10,12,25,539,1.8243193365633488,81.04405325930566
34,25,0,0,0,10.000000000000002,20,10.0,19.00716756771423,29,20.0,23.23995119517162,0,,33.000000000000014,12,33.0,0,1.199,39174,7,20,1.0,450.1433513542846,False,0.06576151470669615,6,0.9170000000000003,40114,4,10,1.0,230.0716756771423,False,0.08821239552690359,0,3.080000000000001,47534,522,0,0.0,9921.741470346828,False,-0.19620770896548084,0,0.40700000000000003,68359,36,40,1.0,1613.856080244577,False,0.05905660843256355,0,0.2,82443,263,14,1.0,6574.107164330137,False,0.0010398475282291206,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,363252,0.0,0.0,18,0,0,14,1,0.46153846153846156,21,35,16,173.0,56.0,11,14,16,916,1.6102150054648519,82.65426826477051
35,16,0,0,0,10.0,20,10.0,19.07554392677574,16,20.125,24.29356385832394,17,36.0,33.000000000000014,13,33.0,0,1.1990000000000003,39406,6,14,1.0,327.05761497486037,False,0.0703724520527871,0,0.9110000000000003,40004,5,20,1.0,431.5108785355148,False,0.08796135682935934,0,3.080000000000001,47212,538,0,0.0,10262.642632605348,False,-0.1985282071949858,0,0.40700000000000003,68971,26,33,1.0,1297.6517494208592,False,0.06600661279012734,0,0.2,82260,270,11,1.0,6922.262241747463,False,0.0009356630687840119,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,363481,0.0,0.0,22,0,0,11,0,0.0,23,34,19,129.0,54.0,8,8,19,1563,1.5743701374158263,84.22863840218633
36,19,0,0,0,10.0,20,10.0,18.83709101023711,36,17.27777777777778,25.21071345951589,24,32.291666666666664,33.000000000000014,12,33.0,0,1.199,39458,9,11,1.0,297.2080011126082,False,0.0713753516705341,3,0.9410000000000003,40323,2,10,1.0,208.3709101023711,False,0.09357242628898467,6,3.1400000000000006,46771,553,0,0.0,10416.911328661121,False,-0.2040996544989119,0,0.40700000000000003,69379,37,25,1.0,1327.2402038666703,False,0.07248036414480911,1,0.21000000000000002,81842,284,10,1.0,7489.842622502513,False,-0.0006314579319338681,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,363401,0.0,0.0,20,0,0,15,4,2.5641025641025643,19,34,15,132.0,45.0,9,10,15,1535,1.7327036820352077,85.96134208422154
37,15,0,0,0,10.0,20,10.0,18.895852766932308,13,20.0,25.393641292376277,9,29.22222222222222,33.000000000000014,5,33.0,0,1.1990000000000003,39338,11,21,1.0,506.81290810557846,False,0.07096425162445333,3,0.9680000000000002,40452,0,10,1.0,188.95852766932308,False,0.09679937415696448,3,3.1640000000000006,46457,566,0,0.0,10695.052666083686,False,-0.2067781418634209,0,0.40700000000000003,69606,27,29,1.0,1246.6036221860843,False,0.07533880186640497,0,0.20900000000000002,81744,283,15,1.0,7681.400485742486,False,-0.0006573925704832502,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,363225,0.0,0.0,16,0,0,9,2,1.2307692307692308,20,29,19,93.0,57.0,6,9,19,592,1.5709674190729856,87.53230950329453
38,19,0,0,0,10.0,20,10.0,18.895852766932308,0,,26.065519484594017,10,38.0,33.000000000000014,11,33.0,0,1.199,39218,13,31,1.0,715.7714357749015,False,0.07054440916163852,0,0.9650000000000001,40372,0,18,0.8,340.12534980478154,False,0.09667990356260533,0,3.161000000000001,46457,566,0,0.0,10695.052666083686,False,-0.2067781418634209,0,0.40700000000000003,69986,17,29,1.0,1077.1295620910757,False,0.07985981688657828,0,0.20900000000000002,81727,283,14,1.0,7838.542014140106,False,6.154770577242127e-05,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6333333333333333,363388,0.0,0.0,20,0,0,14,0,0.0,19,33,13,168.0,69.0,11,8,13,943,1.858021592721343,89.39033109601587
39,13,0,0,0,10.0,20,10.0,19.121910412281355,30,20.866666666666667,26.405735692669875,26,28.615384615384617,33.000000000000014,10,33.0,0,1.1990000000000003,39478,11,24,1.0,568.9258498947526,False,0.07559140134568743,0,0.9650000000000001,40538,2,15,1.0,306.82865618422034,False,0.10071992880578101,8,3.241000000000001,45687,596,0,0.0,11396.658605719687,False,-0.21319681356536094,0,0.40700000000000003,70634,7,21,1.0,688.373822432037,False,0.08680559970625826,0,0.20900000000000002,81313,299,14,1.0,8357.314972108294,False,-0.0017438202957211603,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,363278,0.0,0.0,20,0,0,10,1,1.0,17,27,17,81.0,78.0,7,6,17,1804,1.7082638554275036,91.09859495144337
40,17,0,0,0,9.999999999999998,20,10.0,19.261131247645704,43,20.023255813953487,24.800063989282616,22,12.0,33.000000000000014,12,33.0,19,1.3890000000000002,39850,12,10,1.0,312.611312476457,False,0.08218745012546598,0,0.9650000000000001,40448,1,25,1.0,491.5282811911426,False,0.10078349222558897,22,3.4530000000000007,44798,611,0,0.0,11768.551192311525,False,-0.22396184911488826,0,0.40700000000000003,70074,25,31,1.0,1250.3302648589038,False,0.08253326696825018,0,0.20900000000000002,81445,311,12,1.0,8108.819900666894,False,-0.001653297482123706,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6666666666666666,362243,0.0,0.0,19,0,0,15,5,4.357142857142858,19,34,22,198.0,78.0,11,6,22,897,1.7032588366419077,92.80185378808528
41,22,0,0,0,9.999999999999998,20,10.0,18.22327193058633,36,11.0,24.800063989282616,0,,33.000000000000014,8,33.0,8,1.4500000000000002,39826,16,10,1.0,342.23271930586327,False,0.08193887577507383,0,0.9650000000000001,40532,0,14,0.7,255.1258070282086,False,0.09985833433007203,0,3.431000000000001,44654,629,0,0.0,11462.4380443388,False,-0.22851032748672612,0,0.40700000000000003,69822,33,41,1.0,1618.170597269936,False,0.08149084044519077,0,0.20900000000000002,81709,301,14,1.0,7926.8192607740675,False,0.0003667592670220098,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6166666666666667,362171,0.0,0.0,15,0,0,17,1,0.4444444444444444,18,35,20,192.0,40.0,14,8,20,608,1.9711650842800736,94.77301887236536
42,20,0,0,0,9.999999999999998,20,10.0,18.558612412675,60,20.0,24.85256804637711,9,25.88888888888889,33.000000000000014,6,33.0,24,1.6820000000000002,39893,18,10,1.0,365.58612412674995,False,0.08406711377578928,12,1.0850000000000002,40768,0,8,0.8,148.4688993014,False,0.10479967673800854,4,3.471000000000001,43722,672,0,0.0,12471.3875413176,False,-0.23505651945889847,0,0.40700000000000003,69667,40,46,1.0,1885.5626266403472,False,0.08116463754337336,0,0.20900000000000002,81674,300,18,1.0,8049.770413913134,False,0.0006759053135362955,0,0.2,85628,0,1,0.0,33.000000000000014,False,4.086827570906458e-05,0.6333333333333333,361352,0.0,0.0,17,0,0,11,4,3.3348416289592757,20,31,24,183.0,41.0,11,9,24,843,1.7878465577960014,96.56086543016136
43,24,0,0,0,9.999999999999998,20,10.0,18.639453750481596,17,20.0,24.85256804637711,0,,33.00000000000001,10,33.0,7,1.7280000000000004,40044,15,10,1.0,336.39453750481596,False,0.08775690512747268,0,1.0730000000000004,40638,3,18,1.0,365.51016750866876,False,0.10421865082650755,0,3.4670000000000014,43382,689,0,0.0,12842.58363408182,False,-0.2374206952021787,0,0.40700000000000003,69667,30,56,1.0,1950.927423111566,False,0.0816650647162839,0,0.20900000000000002,82004,290,18,1.0,7801.244733449363,False,0.003078226161822974,0,0.2,85628,0,1,0.0,33.00000000000001,False,4.086827570906458e-05,0.6666666666666666,361363,0.0,0.0,17,0,0,15,1,0.4117647058823529,21,36,26,171.0,67.0,12,12,26,530,1.819232301786542,98.3800977319479
44,26,0,0,0,9.999999999999998,20,10.0,18.931874232908253,26,22.0,23.53334022972093,18,11.222222222222221,33.00000000000001,9,33.0,0,1.721,39934,16,20,1.0,538.637484658165,False,0.08751673724110258,8,1.1530000000000002,40984,2,10,1.0,209.31874232908254,False,0.11146557485296851,18,3.6470000000000007,42624,702,0,0.0,13290.175711501593,False,-0.24560033294414557,0,0.40700000000000003,69381,33,66,1.0,2177.952304847554,False,0.07902396534051637,0,0.20900000000000002,82099,298,19,1.0,7639.935388456837,False,0.0032457315331256426,0,0.2,85628,0,1,0.0,33.00000000000001,False,4.086827570906458e-05,0.6666666666666666,360650,0.0,0.0,17,0,0,16,4,3.6153846153846154,23,39,26,243.0,60.0,16,10,26,783,1.9275915222242475,100.30768925417215
45,26,0,0,0,10.0,20,10.0,18.57362028636253,25,14.72,25.006796136727615,55,29.490909090909092,33.0,9,33.0,0,1.7210000000000005,39872,21,19,1.0,562.8987854408881,False,0.08616775028999259,4,1.1850000000000003,41146,0,7,0.7,130.0153420045377,False,0.11477514799292007,18,3.8090000000000006,41776,727,0,0.0,13503.02194818556,False,-0.25695522861944325,0,0.40700000000000003,70809,23,39,1.0,1402.4583159187152,False,0.09495213765268735,0,0.20900000000000002,80774,343,20,1.0,9237.331074897573,False,-0.002899714652458646,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6166666666666667,360005,0.0,0.0,20,0,0,13,4,3.2857142857142856,21,34,27,186.0,101.0,12,14,27,2013,1.7302297847345471,102.0379190389067
46,27,0,0,0,10.0,20,10.0,18.57362028636253,0,,25.741212844699124,27,31.185185185185187,33.0,11,33.0,0,1.721,39802,18,29,1.0,718.6349883045134,False,0.08638058575395638,0,1.1810000000000003,41016,3,17,1.0,345.751544868163,False,0.11417647079728638,5,3.8410000000000006,41676,727,0,0.0,13503.02194818556,False,-0.25848641115171295,0,0.40700000000000003,71601,13,27,1.0,936.4698105295892,False,0.10351153600981168,0,0.20900000000000002,80295,360,19,1.0,9893.836624091684,False,-0.004659937272499768,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,360018,0.0,0.0,16,0,0,8,1,1.0,23,31,23,180.0,126.0,10,17,23,1355,1.5553487949073315,103.59326783381402
47,23,0,0,0,10.0,20,10.0,17.970439073665695,15,7.333333333333333,25.173198897549465,18,18.72222222222222,33.0,11,33.0,0,1.721,39782,17,29,1.0,691.1427331363052,False,0.08546773876239326,0,1.1810000000000003,40946,4,22,1.0,435.3496596206453,False,0.11349477466485391,13,3.966000000000001,41373,727,0,0.0,13064.50920655496,False,-0.26648310947530235,0,0.40700000000000003,71681,18,32,1.0,1129.0102680475654,False,0.10621055496216117,0,0.20900000000000002,80321,368,18,1.0,9857.737194298203,False,-0.004567104574338146,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,359731,0.0,0.0,22,0,0,18,3,3.0,14,32,27,168.0,111.0,11,12,27,863,2.458998816087842,106.05226664990187
48,27,0,0,0,10.0,20,10.0,17.4355933120861,38,13.894736842105264,24.7316567511624,6,10.0,33.0,9,33.0,0,1.721,39794,17,25,1.0,605.8898328021526,False,0.08463928036142267,2,1.201,41228,4,10,1.0,214.355933120861,False,0.11813400688596715,6,4.013000000000001,40789,757,0,0.0,13198.74413724918,False,-0.27439752455826016,0,0.40700000000000003,71617,16,42,1.0,1317.6990765421983,False,0.10667518317951732,0,0.20900000000000002,80558,364,19,1.0,9629.323057423115,False,-0.0031332944651328632,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,359614,0.0,0.0,20,0,0,18,2,1.25,16,34,24,153.0,109.0,11,16,24,961,1.6521309670060873,107.70439761690795
49,24,0,0,0,10.0,20,10.0,16.91691642824096,34,12.941176470588236,23.43732659110506,21,12.0,33.0,12,33.0,0,1.7210000000000005,39972,20,13,1.0,419.9199135671325,False,0.08693897307897556,2,1.2190000000000003,41256,1,10,1.0,179.1691642824096,False,0.11841551022887924,21,4.217000000000001,40120,761,0,0.0,12873.77340189137,False,-0.28712908326653774,0,0.40700000000000003,71261,36,52,1.0,1827.7499741541378,False,0.10512907848959668,0,0.20900000000000002,80702,375,17,1.0,9349.997471664397,False,-0.0030826504147289735,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,358939,0.0,0.0,20,0,0,15,5,4.5,17,32,22,162.0,87.0,9,15,22,952,1.523959843441844,109.2283574603498
50,22,0,0,0,10.0,20,10.0,16.530838406875162,12,8.0,21.75886254081617,33,12.303030303030303,33.0,9,33.0,0,1.721,39862,21,23,1.0,590.2092833581287,False,0.0862666263167892,2,1.237,41228,0,10,1.0,165.30838406875162,False,0.11747062843633341,27,4.466000000000001,39189,773,0,0.0,12778.3380885145,False,-0.30211503706599013,0,0.40700000000000003,71345,26,56,1.0,1648.2981008644597,False,0.10504140394788204,0,0.20900000000000002,80593,398,18,1.0,9254.027291244836,False,-0.00491571040013062,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,357845,0.0,0.0,17,0,0,12,6,5.166666666666667,20,32,29,150.0,49.0,10,12,29,581,1.6750359004363418,110.90339336078614
51,29,0,0,0,10.000000000000002,20,10.0,17.208908550333252,52,20.46153846153846,21.56467426912725,4,12.0,33.0,9,33.0,7,1.7910000000000001,40253,20,10,1.0,372.0890855033325,False,0.09389321961565862,12,1.3550000000000002,41378,1,10,1.0,182.0890855033325,False,0.1217551542618391,0,4.439000000000001,38749,795,0,0.0,13681.082297514935,False,-0.30194090938833135,0,0.40700000000000003,70769,46,62,1.0,2128.619598001219,False,0.09989909199345583,0,0.20900000000000002,80842,392,19,1.0,9080.352313497882,False,-0.0030221954817325255,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,357619,0.0,0.0,19,0,0,17,2,1.5833333333333335,21,38,29,210.0,87.0,15,14,29,1105,1.7655877536162734,112.66898111440241
52,29,0,0,0,10.000000000000002,20,10.0,17.606003912131314,45,20.0,20.517652910313476,24,12.625,33.0,9,33.0,18,1.964,40385,18,10,1.0,356.06003912131314,False,0.0972470790835494,7,1.4130000000000003,41479,3,10,1.0,206.06003912131314,False,0.12481145908787747,20,4.639000000000001,37319,840,0,0.0,14789.043286190303,False,-0.3153543670383078,0,0.40700000000000003,70817,36,68,1.0,2029.0165387380437,False,0.09987150728642331,0,0.20900000000000002,80836,406,20,1.0,8990.167081587271,False,-0.003618786086177891,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,356464,0.0,0.0,14,0,0,12,7,5.697478991596639,24,36,21,183.0,82.0,11,18,21,545,1.7143369149416685,114.38331802934408
53,21,0,0,0,10.000000000000002,20,10.0,17.606003912131314,0,,20.610040301973893,36,21.083333333333332,33.0,12,33.0,0,1.9460000000000006,40305,16,20,1.0,512.1200782426263,False,0.09719379028135998,0,1.4060000000000004,41359,5,20,1.0,402.1200782426263,False,0.12421716184595638,25,4.869000000000001,36657,840,0,0.0,14789.043286190303,False,-0.32549079540193304,0,0.40700000000000003,71234,26,67,1.0,1838.628801947665,False,0.10479894656132893,0,0.20900000000000002,80473,432,18,1.0,9497.537410452722,False,-0.004895217183050589,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,355656,0.0,0.0,21,0,0,12,3,3.0,16,28,27,105.0,63.0,10,11,27,1013,1.7267828118056059,116.11010084114969
54,27,0,0,0,10.000000000000002,20,10.0,17.746705087152524,16,20.25,19.82869904069142,35,15.4,33.0,13,33.0,0,1.9460000000000002,40245,12,30,1.0,652.4011526145757,False,0.09746809609141117,0,1.4060000000000004,41543,9,14,1.0,338.45387122013534,False,0.12833334060836576,14,4.984000000000001,36319,840,0,0.0,14907.23227320812,False,-0.3297613477988629,0,0.40700000000000003,71289,32,56,1.0,1678.3017090676003,False,0.10441364673373961,0,0.20900000000000002,80363,457,15,1.0,9556.715461595979,False,-0.005834148003900156,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,355387,0.0,0.0,24,0,0,19,3,3.0,16,35,22,233.0,68.0,16,11,22,1332,1.8569140927866101,117.9670149339363
55,22,0,0,0,10.000000000000002,20,10.0,17.297963929689303,35,13.82857142857143,18.77079365521617,34,12.235294117647058,33.0,8,33.0,0,1.9460000000000002,40475,13,23,1.0,527.8531703828539,False,0.10200515540985242,4,1.4460000000000002,41529,8,10,1.0,252.97963929689303,False,0.12679857767930236,22,5.190000000000001,35223,875,0,0.0,15135.71843847814,False,-0.34479383822690485,0,0.40700000000000003,71435,22,54,1.0,1394.1780638348378,False,0.10447394741792741,0,0.20900000000000002,80211,481,17,1.0,9589.751748158978,False,-0.007416122253599475,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,354501,0.0,0.0,16,0,0,11,5,4.222222222222222,23,34,21,120.0,50.0,10,12,21,950,1.6662023784592748,119.63321731239557
56,21,0,0,0,10.000000000000002,20,10.0,17.116656727219542,16,14.0,18.543258266355505,11,14.0,33.0,8,33.0,0,1.9460000000000002,40345,16,33,1.0,724.8496719982448,False,0.10115301980088523,6,1.5020000000000004,41581,5,10,1.0,221.16656727219544,False,0.12777492111112584,11,5.278000000000001,35047,875,0,0.0,14977.0746363171,False,-0.3487032825773086,0,0.40700000000000003,71211,28,64,1.0,1666.0349174088994,False,0.10312541087299523,0,0.20900000000000002,80321,482,19,1.0,9564.850484383353,False,-0.00627707240466978,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,354133,0.0,0.0,16,0,0,12,2,1.375,23,35,19,153.0,46.0,11,10,19,464,1.7516906708478928,121.38490798324347
57,19,0,0,0,10.000000000000002,20,10.0,17.364421002095362,14,22.0,18.07052330431982,16,11.9375,32.99999999999999,11,33.0,0,1.9460000000000006,40225,18,43,1.0,926.6701030901006,False,0.10063663307576962,4,1.5360000000000005,41741,3,10,1.0,203.6442100209536,False,0.13186599505005617,11,5.377000000000001,34489,889,0,0.0,15436.970270862777,False,-0.35372636029595633,0,0.40700000000000003,71271,18,69,1.0,1559.425686035784,False,0.10322792942807095,0,0.20900000000000002,80493,488,18,1.0,9412.415372508072,False,-0.005158654309804397,0,0.2,85628,0,1,0.0,32.99999999999999,False,4.086827570906458e-05,0.6666666666666666,353847,0.0,0.0,19,0,0,15,4,3.2857142857142856,15,30,26,107.0,61.0,9,10,26,623,1.7092906907200813,123.09419867396355
58,26,0,0,0,10.000000000000002,20,10.0,17.911149390100114,65,20.0,17.32903896637379,31,12.516129032258064,33.0,11,33.0,0,1.9460000000000002,40705,22,22,1.0,614.0452865822025,False,0.10939251902432104,24,1.7720000000000005,41868,0,9,0.9,161.20034451090103,False,0.13472733640595785,25,5.616000000000001,32791,936,0,0.0,16764.835829133706,False,-0.36955981695376056,0,0.40700000000000003,70989,26,73,1.0,1730.7097286878898,False,0.10022133035789772,0,0.20900000000000002,80468,509,17,1.0,9381.48083388426,False,-0.005631176458213529,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.65,352449,0.0,0.0,22,0,0,13,12,11.411764705882353,19,32,26,183.0,120.0,11,15,26,1261,1.6807583151385188,124.77495698910207
59,26,0,0,0,10.000000000000002,20,10.0,17.9329013035921,2,21.0,17.32903896637379,0,,33.0,10,33.0,0,1.9460000000000002,40625,20,32,1.0,773.8528417149472,False,0.1093899161668869,0,1.7480000000000004,41790,2,17,1.0,324.8593221610657,False,0.13483092569466923,0,5.591000000000001,32749,938,0,0.0,16821.06142276939,False,-0.36977245538310655,0,0.40700000000000003,70989,16,83,1.0,1725.2366550664983,False,0.10017942898426319,0,0.20900000000000002,80798,499,17,1.0,9208.190444220521,False,-0.0027896075231458833,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.6666666666666666,352579,0.0,0.0,16,0,0,13,0,0.0,20,33,31,192.0,111.0,14,12,31,572,1.9496623082086444,126.72461929731071
60,31,0,0,0,10.000000000000002,20,10.0,18.136982513526522,28,20.0,17.975905231622143,8,34.875,33.0,8,33.0,0,1.9460000000000002,40495,23,42,1.0,991.753265568114,False,0.1088205105167728,11,1.8580000000000003,42093,0,9,0.9,163.2328426217387,False,0.14084117131873164,1,5.601000000000002,32172,966,0,0.0,17520.32510806662,False,-0.37325387689241435,0,0.40700000000000003,71255,6,86,1.0,1654.7497450006636,False,0.10371273289286835,0,0.20900000000000002,80783,497,19,1.0,9561.024900116205,False,-0.0009047950157272742,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.65,352426,0.0,0.0,18,0,0,16,2,1.7857142857142856,19,35,32,207.0,111.0,14,17,32,1010,2.1569618713110685,128.88158116862178
61,32,0,0,0,10.000000000000002,20,10.0,18.395953094175148,25,21.04,17.950556347047737,1,13.0,33.0,9,33.0,0,1.9460000000000006,40671,24,39,1.0,957.4421706728308,False,0.11311731998854187,3,1.8770000000000007,42192,0,9,0.9,165.56357784757634,False,0.14355068678110217,1,5.610000000000001,31869,979,0,0.0,18009.63807919747,False,-0.37414722259414884,0,0.40700000000000003,71015,8,96,1.0,1870.421034069984,False,0.10168905536809623,0,0.20900000000000002,81067,488,20,1.0,9419.871497359296,False,0.0015872741873594507,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.65,352442,0.0,0.0,16,0,0,15,2,1.25,22,37,28,196.0,149.0,14,18,28,783,1.9081303579732776,130.78971152659506
62,28,0,0,0,10.000000000000002,20,10.0,18.49724076568811,17,20.0,17.922692125214095,1,13.0,33.0,0,,0,1.9460000000000002,40871,28,32,1.0,871.9117045020196,False,0.11737058678454372,0,1.8740000000000006,42132,0,15,0.6,277.4586114853217,False,0.14344106540095913,0,5.609000000000001,31529,996,0,0.0,18423.25180262536,False,-0.3761866526617666,0,0.40700000000000003,71028,0,103,0.8,1846.0372888970517,False,0.10170142927389073,0,0.20900000000000002,81054,479,30,1.0,9574.969527977551,False,0.0023409904600457014,0,0.2,85628,0,1,0.0,33.0,False,4.086827570906458e-05,0.5666666666666668,352242,0.0,0.0,13,0,0,16,0,0.0,20,36,18,225.0,98.0,15,13,18,553,1.7692198771983385,132.5589314037934
63,18,0,0,0,10.0,20,10.0,18.739460780448912,18,22.0,18.4352202318586,7,30.142857142857142,33.0,1,33.0,0,1.9460000000000002,41187,26,24,1.0,709.7470587307739,False,0.12372520908259543,0,1.8740000000000006,42012,2,25,1.0,488.4865195112228,False,0.1430492117440925,1,5.619000000000002,31116,1014,0,0.0,19001.813231375196,False,-0.3780810207523067,0,0.40700000000000003,71226,0,97,0.0,1788.2163624902844,False,0.1042904987252162,0,0.20900000000000002,80843,476,40,1.0,10095.164830364694,False,0.002914286558801826,0,0.2,85661,0,0,0.0,0.0,False,0.00023353300405179762,0.5,352045,0.0,0.0,15,0,0,9,1,1.0,19,28,21,90.0,81.0,5,13,21,827,1.5274392114952207,134.08637061528862
