index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
66,8,0,0,0,10.0,20,10.0,36.357100686545515,0,,11.009328602561908,12,12.333333333333334,41.00000000000001,10,41.0,0,2.7020000000000004,75612,10,30,1.0,1190.7130205963654,False,0.29727898185854185,0,1.532,76464,12,29,1.0,1174.35591990982,False,0.3116433671516224,4,4.398000000000001,51950.0,607,0,0.0,22068.760116733127,False,-0.33233993323475064,8,5.536000000000001,43302.0,1078,0,0.0,39192.95454009606,False,-0.3332505377581408,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.35300000000000004,134387,402,10,1.0,4835.750098229887,False,0.14092484216196682,0.5,501572,0.0,0.0,14,0,0,9,2,2.0,16,25,10,101.0,4.0,7,1,10,610,1.1164853041991591,92.78105373494327
67,10,0,0,0,10.000000000000002,20,10.0,35.94339040307764,51,33.76470588235294,10.784364733841803,4,2.0,41.000000000000014,7,41.0,5,2.7520000000000007,76542,15,10,1.0,509.4339040307765,False,0.307311673566924,0,1.532,76926,7,23,1.0,896.6979792707858,False,0.31714471247506787,4,4.434000000000001,51546.0,613,0,0.0,22033.298317086595,False,-0.3368104524408148,0,5.528000000000002,41844.0,1123,0,0.0,40364.42742265619,False,-0.34249688654036536,0,0.2,119857,0,10,0.0,410.0000000000001,False,0.001292668484742342,0,0.35300000000000004,134666,396,13,1.0,4803.608434601354,False,0.1431176179647616,0.5,501381,0.0,0.0,14,0,0,8,2,1.8333333333333335,18,26,12,121.0,29.0,8,2,12,1945,1.2120796767994761,93.99313341174275
68,12,0,0,0,10.0,20,10.0,36.48576812272469,35,40.94285714285714,10.980472853168223,14,13.0,41.00000000000002,6,41.0,16,2.9070000000000005,77048,15,10,1.0,514.857681227247,False,0.3159714837364432,0,1.532,77177,7,24,1.0,945.6584349453926,False,0.321834216557822,4,4.470000000000001,49977.0,648,0,0.0,23642.7777435256,False,-0.34491192257714126,10,5.628000000000002,41644.0,1123,0,0.0,40973.51760181983,False,-0.3413886660351307,0,0.2,119857,0,10,0.0,410.0000000000002,False,0.001292668484742342,0,0.3530000000000001,134730,400,17,1.0,5089.189141267289,False,0.1448422074660665,0.5,500433,0.0,0.0,12,0,0,8,4,3.2857142857142856,17,25,14,145.0,47.0,9,3,14,797,1.2732720896601677,95.26640550140291
69,14,0,0,0,10.0,20,10.0,36.759084576876674,43,38.604651162790695,11.577733026105326,19,16.05263157894737,41.00000000000002,8,41.0,6,2.951000000000001,77404,16,10,1.0,527.5908457687667,False,0.3221400555441303,3,1.562,78047,6,10,1.0,427.5908457687667,False,0.33223470350817763,0,4.466000000000001,48951.0,672,0,0.0,24702.104835661125,False,-0.35017329102537137,19,5.808000000000001,40468.0,1142,0,0.0,41978.874586793165,False,-0.34852614809408305,0,0.2,119857,0,10,0.0,410.0000000000002,False,0.001292668484742342,0,0.3530000000000001,134753,409,19,1.0,5514.292807677079,False,0.14680666186159716,0.5,499480,0.0,0.0,17,0,0,13,4,3.3,17,30,8,179.0,24.0,12,2,8,1566,1.2137885205447674,96.48019402194768
70,8,0,0,0,10.0,20,10.0,36.589171097405526,39,35.282051282051285,11.448747628939518,15,10.2,41.00000000000002,7,41.0,7,3.0150000000000006,77730,13,10,1.0,495.8917109740553,False,0.3274197510466945,12,1.679,78363,9,10,1.0,455.8917109740553,False,0.33785485931307063,6,4.526000000000002,48527.0,677,0,0.0,24770.868832943543,False,-0.35430340043597597,9,5.879000000000001,39114.0,1176,0,0.0,43028.8652105489,False,-0.357313935239204,0,0.2,119857,0,10,0.0,410.0000000000002,False,0.001292668484742342,0,0.3530000000000001,134887,414,22,1.0,5641.781518380962,False,0.1484558095790111,0.5,498478,0.0,0.0,11,0,0,7,5,4.1117647058823525,14,21,8,83.0,24.0,6,2,8,725,1.0497938208281994,97.52998784277588
71,8,0,0,0,10.0,20,10.0,36.913061804698316,44,39.15909090909091,11.491097990232442,12,12.0,41.00000000000002,12,41.0,24,3.248,78095,15,10,1.0,519.1306180469832,False,0.33383094969739013,0,1.667,78723,7,10,1.0,439.13061804698316,False,0.3438404825858553,4,4.560000000000001,47174.0,706,0,0.0,26060.62163411701,False,-0.36180979883545517,8,5.950000000000001,38444.0,1191,0,0.0,43963.4566093957,False,-0.35946268333724296,0,0.2,119857,0,10,0.0,410.0000000000002,False,0.001292668484742342,0,0.35300000000000004,135235,416,20,1.0,5600.296763936696,False,0.1511850716135701,0.5,497528,0.0,0.0,15,0,0,8,5,4.090909090909091,14,22,6,92.0,33.0,6,2,6,1132,1.0470062596723437,98.57699410244823
72,6,0,0,0,10.0,20,10.0,36.746879557564625,11,32.0,11.341539518401218,3,4.333333333333333,41.000000000000014,12,41.0,1,3.2340000000000004,78331,14,10,1.0,507.46879557564625,False,0.337749121574762,0,1.667,78613,8,20,1.0,814.9375911512925,False,0.34516663481505605,3,4.586000000000001,47073.0,706,0,0.0,25943.296967640625,False,-0.3635022845592318,0,5.942000000000002,38092.0,1202,0,0.0,44169.74922819268,False,-0.36210063375491497,0,0.2,119857,0,10,0.0,410.0000000000001,False,0.001292668484742342,0,0.35300000000000004,135714,409,18,1.0,5376.689663026098,False,0.15424741534283268,0.5,497680,0.0,0.0,13,0,0,6,3,2.090909090909091,15,21,8,78.0,14.0,5,1,8,692,1.02831522654742,99.60530932899565
73,8,0,0,0,10.0,20,10.0,37.076972751727105,31,40.193548387096776,11.341539518401218,0,,41.00000000000001,9,41.0,3,3.263000000000001,78697,14,10,1.0,510.76972751727106,False,0.34400764101454845,0,1.667,79211,8,12,1.0,524.9236730207252,False,0.35287794219852864,0,4.583,46031.0,731,0,0.0,27103.267081512513,False,-0.3683998310214949,0,5.942000000000002,37888.0,1208,0,0.0,44788.98308408634,False,-0.3609810513267133,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.35300000000000004,136083,399,19,1.0,5304.274267842086,False,0.1570228354801724,0.5,497767,0.0,0.0,17,0,0,10,2,1.0909090909090908,17,27,8,125.0,0.0,8,0,8,1267,1.0863121254369617,100.6916214544326
74,8,0,0,0,10.0,20,10.0,37.033057244613424,24,36.5,11.263327112827325,8,10.0,41.00000000000001,8,41.0,2,3.2800000000000007,78973,12,10,1.0,490.3305724461342,False,0.34853202516381365,0,1.667,79559,10,10,1.0,470.3305724461342,False,0.3583372818708816,3,4.613000000000001,45453.0,743,0,0.0,27515.561532747775,False,-0.37234162179471375,5,5.992000000000002,37370.0,1220,0,0.0,45180.32983842838,False,-0.36439784473356734,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.35300000000000004,136331,397,21,1.0,5332.540863792447,False,0.15920897388723124,0.5,497543,0.0,0.0,14,0,0,10,4,3.166666666666667,15,25,10,106.0,10.0,7,1,10,996,1.1003189515322447,101.79194040596485
75,10,0,0,0,10.0,20,10.0,37.27268562002426,77,38.15584415584416,11.263327112827325,0,,41.0,10,41.0,46,3.738000000000001,78791,11,10,1.0,482.72685620024265,False,0.3453691173243244,11,1.7770000000000001,79971,11,10,1.0,482.72685620024265,False,0.3654562751617206,0,4.61,43739.0,784,0,0.0,29221.78552609902,False,-0.3814673850592615,0,5.987000000000002,36146.0,1256,0,0.0,46814.49313875048,False,-0.36871134488026586,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.35300000000000004,136741,387,21,1.0,5219.907592664174,False,0.16215862123422395,0.5,495245,0.0,0.0,12,0,0,8,9,8.23076923076923,14,22,10,112.0,22.0,8,2,10,950,1.1171861812472343,102.90912658721209
76,10,0,0,0,10.0,20,10.0,37.841832808116635,62,40.82258064516129,10.79415740296947,10,5.0,41.0,0,,28,3.9720000000000013,79145,13,10,1.0,508.41832808116635,False,0.35161393783263967,14,1.9060000000000006,80479,9,10,1.0,468.41832808116635,False,0.37398217969563846,10,4.710000000000001,41132.0,837,0,0.0,31673.614060393622,False,-0.39610745600622443,0,5.987000000000002,35858.0,1265,0,0.0,47869.918502267545,False,-0.3661702928772285,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.3530000000000001,136691,387,31,1.0,5448.338914949185,False,0.16269416679155185,0.5,493162,0.0,0.0,10,0,0,9,9,8.416666666666666,18,27,8,139.0,12.0,9,1,8,846,1.1398979714140296,104.04902455862612
77,8,0,0,0,10.0,20,10.0,37.96370371432475,39,39.05128205128205,10.472322856675662,12,7.25,41.0,0,,16,4.104000000000001,79593,10,10,1.0,479.63703714324754,False,0.3589952764294503,3,1.9220000000000002,80804,12,10,1.0,499.63703714324754,False,0.3797803778866204,7,4.7700000000000005,39730.0,864,0,0.0,32800.64000917658,False,-0.40499575978853997,5,6.037000000000001,35364.0,1277,0,0.0,48479.64964319271,False,-0.3681751948185597,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.3530000000000001,136604,389,41,1.0,5754.7335912468325,False,0.16324623913218922,0.5,491952,0.0,0.0,11,0,0,7,6,5.230769230769231,16,23,8,87.0,25.0,6,2,8,630,1.1188231483101845,105.1678477069363
78,8,0,0,0,10.0,20,10.0,37.297608429655185,74,34.16216216216216,10.654988486699947,5,15.0,41.0,6,41.0,49,4.578000000000001,79227,8,10,1.0,452.97608429655185,False,0.35253792799517025,5,1.9690000000000003,81034,14,10,1.0,512.9760842965518,False,0.3838092067640658,0,4.763000000000001,39082.0,880,0,0.0,32821.89541809656,False,-0.411752165567246,5,6.082000000000002,33374.0,1335,0,0.0,49792.30725358967,False,-0.3823126523618254,0,0.2,120103,0,4,0.0,164.0,False,0.0023184634758604585,0,0.3530000000000001,136529,384,51,1.0,6182.51557889278,False,0.16440456178076668,0.5,489349,0.0,0.0,12,0,0,5,7,6.651515151515151,19,24,6,108.0,15.0,7,1,6,1054,1.1055161887779832,106.27336389571428
79,6,0,0,0,10.0,20,10.0,37.09447215229841,34,34.8235294117647,10.317980588807925,5,2.8,41.0,2,41.0,16,4.689000000000002,79481,7,10,1.0,440.9447215229841,False,0.35675936879956227,0,1.964,81276,15,12,1.0,595.1336658275809,False,0.38862806129840977,5,4.813000000000001,38551.0,888,0,0.0,32939.89127124099,False,-0.41675557967668236,0,6.077000000000002,32542.0,1361,0,0.0,50485.57659927813,False,-0.387457722400366,0,0.2,120185,0,2,0.0,82.0,False,0.0026603951395664975,0,0.35300000000000004,136515,379,61,1.0,6411.514643158203,False,0.1652427074447621,0.5,488550,0.0,0.0,11,0,0,7,4,3.875,14,21,7,93.0,0.0,6,0,7,922,1.004309264011681,107.27767315972596
80,7,0,0,0,10.0,20,10.0,37.200713339881474,7,42.857142857142854,10.277201108863425,1,6.0,41.0,1,41.0,0,4.673000000000001,79681,7,13,1.0,553.6092734184592,False,0.36112291700785154,0,1.9640000000000004,81176,15,22,1.0,968.4156934773924,False,0.3901029525864546,1,4.8180000000000005,38220.0,895,0,0.0,33294.63843919392,False,-0.4183840822210295,0,6.077000000000002,32542.0,1361,0,0.0,50630.17085557869,False,-0.38669134341302003,0,0.2,120226,0,1,0.0,41.0,False,0.0028313609714195167,0,0.35300000000000004,136509,370,71,1.0,6713.564410279467,False,0.16645218548658314,0.5,488354,0.0,0.0,12,0,0,5,1,1.0,16,21,9,55.0,31.0,4,3,9,541,1.494529421441257,108.77220258116722
81,9,0,0,0,10.0,20,10.0,37.39191460263109,17,41.23529411764706,10.512640618574318,5,15.0,41.0,1,41.0,0,4.673000000000001,79581,7,23,1.0,930.014035860515,False,0.36262438747668285,0,1.964,81777,15,15,1.0,710.8787190394663,False,0.39814175676698443,0,4.817,37519.0,912,0,0.0,34101.426117599556,False,-0.42153882866774317,5,6.127000000000002,32432.0,1361,0,0.0,50890.39577418091,False,-0.3864781431575384,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,136434,365,81,1.0,7158.1138257796265,False,0.16768042660470048,0.5,488010,0.0,0.0,15,0,0,9,1,1.0,14,23,11,85.0,31.0,6,3,11,942,1.080136532895267,109.85233911406249
82,11,0,0,0,10.0,20,10.0,37.609644764968756,11,44.0,10.013382447230365,5,1.0,41.0,0,,0,4.673000000000001,79461,9,33,1.0,1331.118277243969,False,0.3639956274448793,0,1.9640000000000004,82181,13,14,1.0,656.5350267095625,False,0.40455650812601757,5,4.867,36855.0,923,0,0.0,34713.70211806616,False,-0.4253323115350123,0,6.122000000000002,32432.0,1361,0,0.0,51186.726525122474,False,-0.38490752986599774,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,136429,360,91,1.0,7335.817681002931,False,0.168379734631852,0.5,487625,0.0,0.0,11,0,0,12,1,1.0,14,26,7,131.0,13.0,9,2,7,684,1.1301654670387506,110.98250458110124
83,7,0,0,0,10.0,20,10.0,37.412236840674794,42,36.0,9.932528129151454,1,3.0,41.0,0,,0,4.673000000000001,79401,5,43,1.0,1658.726184149016,False,0.36576268371364745,28,2.2440000000000007,82552,17,10,1.0,544.1223684067479,False,0.409915245543432,1,4.872000000000001,36162.0,939,0,0.0,35130.09039339363,False,-0.4304714510187329,0,6.122000000000002,31579.0,1387,0,0.0,51890.77249801594,False,-0.3902180901351767,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,136426,351,101,1.0,7627.31737333216,False,0.16957023932436038,0.5,486387,0.0,0.0,12,0,0,10,5,4.7,2,12,13,61.0,33.0,4,3,13,652,0.8984812870621681,111.8809858681634
84,13,0,0,0,10.0,20,10.0,37.7179642682076,15,44.0,9.962037448177597,8,10.25,41.0,0,,0,4.673000000000001,79281,7,53,1.0,2069.052106215003,False,0.36721241408667277,5,2.266000000000001,83002,15,10,1.0,527.1796426820761,False,0.4174313942077666,3,4.901,35395.0,954,0,0.0,35982.93791187005,False,-0.43408169780428446,5,6.1720000000000015,31469.0,1387,0,0.0,52314.816440003946,False,-0.38913661571402247,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.3530000000000001,136344,349,111,1.0,8027.751069413982,False,0.17055614380067036,0.5,485758,0.0,0.0,9,0,0,12,4,3.333333333333333,10,22,8,186.0,3.0,12,1,8,200,1.138968856073916,113.01995472423732
85,8,0,0,0,10.0,20,10.0,37.7179642682076,0,,10.267515917719091,5,15.0,41.0,0,,0,4.673000000000001,79221,3,63,1.0,2406.231748897079,False,0.3690609402568525,0,2.2610000000000006,82862,19,20,1.0,944.359285364152,False,0.41859899977328885,0,4.898000000000001,35395.0,954,0,0.0,35982.93791187005,False,-0.43408169780428446,5,6.2170000000000005,31359.0,1387,0,0.0,52314.816440003946,False,-0.3903026604901419,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.3530000000000001,136269,344,121,1.0,8493.025475695367,False,0.17187080602339888,0.5,485373,0.0,0.0,9,0,0,8,1,1.0,5,13,8,79.0,18.0,5,3,8,200,0.8688425896689296,113.88879731390625
86,8,0,0,0,10.0,20,10.0,37.91900768028367,43,39.27906976744186,9.793560072766445,4,1.0,41.0,0,,0,4.673000000000001,80263,1,45,1.0,1716.3553456127652,False,0.38092703378738907,0,2.261000000000001,83309,21,15,1.0,778.785115204255,False,0.4247990017295746,4,4.938000000000001,33936.0,986,0,0.0,37388.1415727597,False,-0.44209982629770345,0,6.2120000000000015,30985.0,1398,0,0.0,53010.77273703657,False,-0.39057850270821015,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.3530000000000001,136265,338,131,1.0,8681.223304595058,False,0.1726222126506169,0.5,485025,0.0,0.0,13,0,0,1,1,1.0,4,5,8,70.0,22.0,5,3,8,1889,1.0003432044759393,114.88914051838219
87,8,0,0,0,10.0,20,10.0,37.91900768028367,0,,9.11160815929025,9,3.7777777777777777,41.0,0,,0,4.673000000000001,80143,3,55,1.0,2115.545422415602,False,0.3822819813292898,0,2.2610000000000006,83229,19,25,1.0,1137.9751920070917,False,0.426494409573804,9,5.024000000000001,33605.0,986,0,0.0,37388.1415727597,False,-0.4456085610331173,0,6.212000000000001,30985.0,1398,0,0.0,53010.77273703657,False,-0.39057850270821015,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,136231,337,141,1.0,8851.611949680815,False,0.1730491628915778,0.5,484460,0.0,0.0,8,0,0,1,2,2.0,4,5,10,69.0,17.0,5,3,10,200,0.8438029130920768,115.73294343147427
88,10,0,0,0,10.0,20,10.0,38.16832216157435,48,39.729166666666664,9.041057949083116,1,4.0,41.0,0,,0,4.673000000000001,81682,0,23,0.9,877.8714097162101,False,0.39794592987978517,0,2.261000000000001,83397,23,28,1.0,1298.713020524082,False,0.43072239735567946,1,5.025000000000001,32243.0,1017,0,0.0,38817.18363832112,False,-0.45247210164560125,0,6.2120000000000015,30407.0,1415,0,0.0,54008.17585862771,False,-0.3914190984426533,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,136227,328,151,1.0,9156.467007299263,False,0.1742870183029316,0.48333333333333334,484223,0.0,0.0,13,0,0,4,1,1.0,4,8,6,129.0,6.0,8,2,6,2107,0.9784905537962914,116.71143398527056
89,6,0,0,0,10.0,20,10.0,38.43448279780427,15,44.0,8.542500414634928,12,5.833333333333333,41.0,0,,0,4.673000000000001,81592,0,32,0.9,1229.9034495297367,False,0.39941018188691374,0,2.2610000000000006,83947,24,23,1.0,1123.9931043494983,False,0.4385979257826289,12,5.144000000000001,31139.0,1032,0,0.0,39664.386247334005,False,-0.4596846047779532,0,6.212000000000001,30407.0,1415,0,0.0,54384.793158893044,False,-0.38942295009915073,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,136157,330,161,1.0,9420.025136829527,False,0.17480224314189133,0.48333333333333334,483509,0.0,0.0,11,0,0,1,3,3.0,2,3,8,31.0,10.0,3,3,8,860,0.735461987555027,117.44689597282559
90,8,0,0,0,10.0,20,10.0,38.21278694686148,45,36.75555555555555,8.359460943754828,2,2.0,41.0,0,,0,4.673000000000001,82482,3,12,1.0,488.5534433623377,False,0.4082506591597638,0,2.261000000000001,84511,21,18,1.0,897.8301650435066,False,0.44627391874100764,2,5.152,30468.0,1046,0,0.0,39970.575146417104,False,-0.46517461442918345,0,6.2120000000000015,29354.0,1446,0,0.0,55255.6899251617,False,-0.39596924861578986,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,136153,322,171,1.0,9702.746423889053,False,0.17594780298018076,0.5,483235,0.0,0.0,13,0,0,3,1,1.0,2,5,9,80.0,18.0,5,3,9,1854,0.8715831944718957,118.31847916729748
91,9,0,0,0,10.0,20,10.0,38.12514871040955,31,37.25806451612903,8.277434973062851,1,3.0,41.0,0,,0,4.673000000000001,82382,3,22,1.0,868.75327162901,False,0.4097844313600454,13,2.3910000000000005,85214,21,10,1.0,591.2514871040955,False,0.45563165163339325,1,5.16,29754.0,1063,0,0.0,40527.03307916535,False,-0.46979396476867075,0,6.212000000000001,28879.0,1460,0,0.0,55662.71711719794,False,-0.3988471150080672,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,136150,313,181,1.0,10011.837146568672,False,0.17721166048090892,0.5,482646,0.0,0.0,11,0,0,5,3,2.9230769230769234,2,7,8,102.0,10.0,7,2,8,880,1.0429813899099827,119.36146055720747
92,8,0,0,0,10.0,20,10.0,37.92907222021822,48,36.68750000000001,8.069808381196383,3,4.0,41.0,0,,0,4.673000000000001,82687,1,20,1.0,768.5814444043643,False,0.4141238377060155,26,2.638000000000001,85642,23,10,1.0,609.2907222021822,False,0.4630710431891103,3,5.189000000000001,28853.0,1082,0,0.0,41039.256142276114,False,-0.47663004503966616,0,6.2120000000000015,27916.0,1489,0,0.0,56476.38853590492,False,-0.4047426828787264,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.3530000000000001,136138,306,191,1.0,10300.361364646093,False,0.1783146995781986,0.5,481503,0.0,0.0,11,0,0,0,4,3.411764705882353,6,6,6,90.0,28.0,6,2,6,585,0.9491457296535373,120.310606286861
93,6,0,0,0,10.0,20,10.0,38.001659435542166,5,42.6,7.962613886293516,1,2.0,41.0,0,,0,4.673000000000001,82759,1,26,1.0,998.0431453240963,False,0.4173025597960992,0,2.6120000000000005,85583,23,19,1.0,952.0315292753012,False,0.4649839262671532,1,5.196000000000001,28605.0,1087,0,0.0,41307.803806434335,False,-0.47783558871250464,0,6.212000000000001,27916.0,1489,0,0.0,56584.47089952228,False,-0.4041698243537871,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.3530000000000001,136136,297,201,1.0,10605.896324229174,False,0.17957206970497633,0.5,481266,0.0,0.0,12,0,0,1,1,1.0,3,4,10,54.0,24.0,4,2,10,413,0.8688114229589701,121.17941770981997
94,10,0,0,0,10.0,20,10.0,37.75698926052095,50,36.339999999999996,8.59138051268803,5,15.0,41.0,0,,0,4.673000000000001,83286,1,21,1.0,802.89677447094,False,0.42461269895198617,16,2.7720000000000007,86257,23,10,1.0,607.5698926052096,False,0.47352555063159824,0,5.195,27978.0,1102,0,0.0,41608.20216509409,False,-0.48288987149606677,5,6.262000000000002,26616.0,1524,0,0.0,57541.65163303393,False,-0.4128771008255918,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.3530000000000001,136061,292,211,1.0,11159.683109704905,False,0.18125581955058892,0.5,480465,0.0,0.0,12,0,0,1,2,1.9411764705882353,6,7,10,100.0,40.0,7,3,10,1439,1.1331484401598573,122.31256614997983
95,10,0,0,0,10.0,20,10.0,38.10423669495299,18,44.0,9.17013466037015,5,15.0,41.0,0,,0,4.673000000000001,83948,4,13,1.0,535.3550770343888,False,0.4336047517791978,0,2.7560000000000002,86187,20,20,1.0,962.0847338990598,False,0.475351395324621,0,5.195000000000001,27186.0,1120,0,0.0,42676.745098347346,False,-0.4856218988596753,5,6.307,26506.0,1524,0,0.0,58070.85672310835,False,-0.4112382509163609,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,135986,287,221,1.0,11692.828647526232,False,0.18285349749191546,0.5,480080,0.0,0.0,9,0,0,1,1,1.0,8,9,6,137.0,15.0,9,1,6,992,1.113558384589851,123.42612453456968
96,6,0,0,0,10.0,20,10.0,37.76759080887885,17,32.0,8.126186411049883,16,4.875,41.0,0,,4,4.713000000000001,84328,0,10,1.0,377.6759080887885,False,0.43873141008518995,0,2.7560000000000002,86047,24,30,1.0,1373.0277242663656,False,0.47646591757682805,16,5.355000000000001,26534.0,1120,0,0.0,42299.70170594431,False,-0.4945317709785007,0,6.302000000000001,25962.0,1541,0,0.0,58199.85743648231,False,-0.41632114231850886,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,135908,293,231,1.0,11851.972618437616,False,0.1828666075309932,0.5,479046,0.0,0.0,9,0,0,1,5,4.235294117647059,5,6,6,97.0,0.0,6,0,6,200,0.9918628232553601,124.41798735782504
97,6,0,0,0,10.0,20,10.0,37.56625810074266,28,35.57142857142857,8.408589226285557,8,10.5,41.0,0,,0,4.7090000000000005,84558,0,10,1.0,375.6625810074266,False,0.44262956711330037,0,2.7560000000000007,86613,24,22,1.0,1066.4576782163385,False,0.48349157086865324,3,5.369000000000001,25720.0,1139,0,0.0,42787.96797674589,False,-0.5005725917107685,5,6.352,25564.0,1550,0,0.0,58227.70005615112,False,-0.42039253277565763,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,135824,291,241,1.0,12327.899464849097,False,0.18415063117603264,0.5,478546,0.0,0.0,12,0,0,1,3,3.0,5,6,6,91.0,0.0,6,0,6,1196,0.9354791445657611,125.3534665023908
98,6,0,0,0,10.0,20,10.0,37.84070918278218,53,39.264150943396224,8.911584817399415,5,15.0,41.0,0,,8,4.789000000000001,84930,4,10,1.0,418.4070918278218,False,0.4493259489635353,13,2.886000000000001,87576,20,10,1.0,578.4070918278218,False,0.4957306881709437,0,5.3660000000000005,24183.0,1176,0,0.0,44500.67399895184,False,-0.5077877268542664,5,6.397000000000002,24910.0,1566,0,0.0,59258.550580236886,False,-0.42186148140563046,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,135749,286,251,1.0,12839.713257776233,False,0.18565935790978103,0.5,477615,0.0,0.0,11,0,0,1,3,2.128654970760234,4,5,6,73.0,13.0,5,1,6,744,0.8863446647301316,126.23981116712093
99,6,0,0,0,10.0,20,10.0,37.96698697387419,8,42.625,8.82968330140527,1,4.0,41.0,0,,0,4.7810000000000015,84823,8,19,1.0,801.3727525036096,False,0.45076410146145657,0,2.873,87824,16,13,1.0,653.5708306603644,False,0.5005921526509973,1,5.376,23842.0,1183,0,0.0,44914.94559009317,False,-0.5092067419113956,0,6.392,24877.0,1567,0,0.0,59494.26858806086,False,-0.420961941421828,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.35300000000000004,135745,277,261,1.0,13146.82227448926,False,0.18690661210141724,0.5,477378,0.0,0.0,10,0,0,3,1,1.0,3,6,4,98.0,0.0,6,0,4,541,0.7855597138404846,127.02537088096142
100,4,0,0,0,10.0,20,10.0,37.867633049537574,37,37.13513513513514,9.109848611171323,8,11.0,41.0,0,,0,4.7810000000000015,85289,9,11,1.0,506.5439635449133,False,0.456187389040114,6,2.9330000000000007,88376,15,10,1.0,528.6763304953757,False,0.5089258165131364,3,5.405000000000001,22942.0,1202,0,0.0,45516.89492554416,False,-0.51555665427014,5,6.442000000000002,24191.0,1585,0,0.0,60020.198383517054,False,-0.4254462857047307,0,0.2,120267,0,0,0.0,0.0,False,0.003002326803272536,0,0.3530000000000001,135657,275,271,1.0,13616.208368072113,False,0.188130002285405,0.5,476722,0.0,0.0,10,0,0,2,4,3.3157894736842106,2,4,4,63.0,0.0,4,0,4,776,0.7436555363237858,127.7690264172852
