index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,36,0,0,0,10.000000000000002,20,10.0,15.5908797882956,21,13.095238095238095,37.24660613679111,23,38.78260869565217,36.0,11,36.0,0,1.1,36411,2,20,1.0,331.817595765912,False,0.1307666490828502,21,4.280000000000001,19379.0,319,0,0.0,3190.0000000000005,False,-0.35159365628960954,0,0.2,52041,65,81,1.0,4030.3822833192935,False,0.08316016394140281,0,0.45200000000000007,50890,205,69,1.0,5766.146180039184,False,0.07748713761911578,0,0.533,70485,188,33,1.0,8190.361953716729,False,-0.06028877998036461,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,308571,0.0,0.0,17,0,0,18,3,3.0,15,33,43,161.0,179.0,10,26,43,1488,1.2709084179950878,46.64048703201115
31,43,0,0,0,10.000000000000002,20,10.0,14.985975747643321,13,3.0,36.48536430274855,32,32.75,36.0,13,36.0,0,1.1,36321,1,30,1.0,459.57927242929964,False,0.12995918125992054,13,4.389000000000001,19025.0,330,0,0.0,3300.0000000000005,False,-0.36083717191702475,0,0.2,52383,55,82,1.0,3816.0285389457636,False,0.08786547247771567,0,0.45200000000000007,51557,208,56,1.0,5160.263356463729,False,0.08478202376932355,0,0.533,69905,210,30,1.0,8741.926503577197,False,-0.06412192714939072,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,308556,0.0,0.0,20,0,0,13,2,2.0,26,39,39,263.0,156.0,18,25,39,1716,1.5308552240021527,48.171342256013304
32,39,0,0,0,10.000000000000002,20,10.0,14.905404632511045,4,10.0,36.48536430274855,0,,36.0,10,36.0,0,1.1,36231,0,40,1.0,596.2161853004418,False,0.1292889013710767,4,4.416000000000001,18871.0,341,0,0.0,3410.0000000000005,False,-0.36389773394750674,0,0.2,52344,48,92,1.0,4072.112938213397,False,0.08964967076316871,0,0.45200000000000007,51556,199,66,1.0,5374.2095658511025,False,0.08690547795707039,0,0.533,70265,200,30,1.0,8377.07286054971,False,-0.06188450286303976,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,308632,0.0,0.0,15,0,0,9,2,2.0,25,34,35,215.0,194.0,14,25,35,560,1.4304815999930725,49.601823856006376
33,35,0,0,0,10.000000000000002,20,10.0,13.644965984824886,40,6.625,36.51458391248284,2,39.0,36.0,7,36.0,0,1.1,36121,1,50,1.0,692.2482992412442,False,0.12737268215354192,40,4.812000000000001,17701.0,350,0,0.0,3500.0000000000005,False,-0.39867684793025626,0,0.2,52165,77,100,1.0,4702.1207720798,False,0.09237487248106237,0,0.45200000000000007,51548,190,76,1.0,5367.651914465424,False,0.0866794765605882,0,0.533,70439,192,33,1.0,8198.800111196706,False,-0.06081522011468089,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,307339,0.0,0.0,16,0,0,13,7,7.0,24,37,28,207.0,166.0,14,21,28,530,2.1919226480531506,51.79374650405953
34,28,0,0,0,10.000000000000002,20,10.0,13.384125776055296,7,4.571428571428571,36.561029941720804,5,38.0,36.0,0,,0,1.1,35971,6,60,1.0,863.0475465633177,False,0.12537557650730086,7,4.842000000000001,17528.0,355,0,0.0,3550.0000000000005,False,-0.4032522335919869,0,0.2,52323,74,105,1.0,4829.333451308776,False,0.09681534736613609,0,0.45200000000000007,51548,180,86,1.0,5553.391214677942,False,0.08854036803869221,0,0.533,70249,187,43,1.0,8384.91259910179,False,-0.06203671266237146,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306984,0.0,0.0,11,0,0,10,2,2.0,23,33,29,153.0,129.0,9,19,29,390,1.1247540810145438,52.91850058507407
35,29,0,0,0,10.0,20,10.0,13.701044772936879,45,15.244444444444444,36.561029941720804,0,,36.0,9,36.0,0,1.1,36505,5,46,1.0,680.2480595550965,False,0.1390584607468251,21,5.045000000000001,16899.0,366,0,0.0,3660.0,False,-0.42099731041518534,0,0.2,51992,84,115,1.0,5355.40620422459,False,0.09545351464978753,0,0.45200000000000007,51193,195,96,1.0,6181.562605127889,False,0.0877205406677343,0,0.533,70573,177,44,1.0,8055.302299684582,False,-0.06003085554284267,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306527,0.0,0.0,17,0,0,14,6,6.0,17,31,24,182.0,114.0,13,16,24,1148,1.3548047019867226,54.27330528706079
36,24,0,0,0,10.0,20,10.0,14.658083703462587,22,25.0,36.561029941720804,0,,36.0,8,36.0,0,1.1,36935,7,34,1.0,568.374845917728,False,0.1506225437585824,0,5.024000000000001,16819.0,374,0,0.0,3740.0,False,-0.422233901134572,0,0.2,51717,85,125,1.0,5816.06585750942,False,0.09455842842052471,0,0.45200000000000007,50918,196,106,1.0,6748.453579701072,False,0.08788976856190714,0,0.533,70861,167,46,1.0,7761.692000267374,False,-0.058251798650114116,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306615,0.0,0.0,19,0,0,7,0,0.0,20,27,30,89.0,80.0,6,18,30,1038,1.070274027006235,55.34357931406703
37,30,0,0,0,10.0,20,10.0,14.872679941113624,17,17.823529411764707,36.817027659428895,21,38.57142857142857,36.0,11,36.0,0,1.1,37111,8,33,1.0,570.7984380567495,False,0.1561010053182173,6,5.0840000000000005,16616.0,383,0,0.0,3830.0,False,-0.4271184344761493,0,0.2,51616,91,130,1.0,6139.627470367096,False,0.09577633421198947,0,0.45200000000000007,51526,187,100,1.0,6462.893914931137,False,0.09721169713993441,0,0.533,70447,178,45,1.0,8173.430923378343,False,-0.06087424605696241,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306681,0.0,0.0,23,0,0,21,2,2.0,19,40,26,240.0,73.0,17,13,26,1692,1.3011878170073032,56.64476713107433
38,26,0,0,0,10.0,20,10.0,15.092126533640483,16,18.1875,36.85557972546693,5,38.0,35.99999999999999,12,36.0,0,1.1,37267,11,32,1.0,592.9480490764954,False,0.1612660841666383,5,5.128000000000001,16446.0,390,0,0.0,3900.0,False,-0.4312919281540792,0,0.2,51611,86,140,1.0,6457.704043458451,False,0.09886290269164479,0,0.45200000000000007,51430,188,105,1.0,6707.155659498439,False,0.09773529895702364,0,0.533,70689,173,43,1.0,7924.015292505779,False,-0.05939636305357657,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306808,0.0,0.0,17,0,0,10,1,1.0,23,33,23,167.0,68.0,13,13,23,1108,1.1429546760045923,57.787721807078924
39,23,0,0,0,10.0,20,10.0,15.947863831592995,41,20.48780487804878,37.10255433780857,38,38.0,35.99999999999999,8,36.0,0,1.1,37961,9,12,1.0,281.37436597911596,False,0.17790481908645503,11,5.2330000000000005,16135.0,402,0,0.0,4020.0,False,-0.43905153491823046,0,0.2,52135,88,128,1.0,6152.53897241968,False,0.10630524358213127,0,0.45200000000000007,51510,207,99,1.0,6974.360692582799,False,0.10201539587006364,0,0.533,69533,201,45,1.0,9077.613421899523,False,-0.0666943021363351,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306639,0.0,0.0,21,0,0,10,3,3.0,21,31,28,84.0,90.0,8,15,28,2706,1.0774455720093101,58.865167379088234
40,28,0,0,0,9.999999999999998,20,10.0,16.200572419783235,6,26.0,37.36601386539663,28,38.85714285714287,36.0,11,36.0,0,1.1,38017,9,16,1.0,349.20915871653176,False,0.18068459453297886,0,5.222000000000001,16035.0,412,0,0.0,4119.999999999999,False,-0.44059727331746373,0,0.2,52687,84,120,1.0,5844.769747109387,False,0.1142825486625795,0,0.45200000000000007,51890,197,99,1.0,6890.748139371564,False,0.10879201037321737,0,0.533,68841,219,44,1.0,9767.157036521861,False,-0.07106938173929409,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306835,0.0,0.0,23,0,0,11,0,0.0,19,30,29,149.0,63.0,12,16,29,1840,1.3008422799757682,60.166009659064
41,29,0,0,0,9.999999999999998,20,10.0,16.34373160972983,24,17.625,37.787816437709225,32,40.0,36.0,7,36.0,0,1.1,38187,8,16,1.0,341.49970575567727,False,0.1858209371155853,14,5.362000000000002,15764.0,423,0,0.0,4229.999999999999,False,-0.44727486320215165,0,0.2,53321,77,114,1.0,5566.278407848049,False,0.12419627307185556,0,0.45200000000000007,52113,208,93,1.0,6913.763103530762,False,0.1134909941042235,0,0.533,67813,241,47,1.0,10798.863761487923,False,-0.07752243582506198,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306563,0.0,0.0,17,0,0,13,3,3.0,21,34,31,164.0,79.0,13,16,31,1992,1.2622542140306905,61.42826387309469
42,31,0,0,0,9.999999999999998,20,10.0,16.584811414009405,14,20.285714285714285,37.79466680209299,6,38.0,36.0,11,36.0,0,1.1,38352,9,15,1.0,338.77217121014104,False,0.19087971328423245,3,5.378000000000001,15620.0,432,0,0.0,4319.999999999999,False,-0.45033542523263365,0,0.2,53321,67,124,1.0,5797.721048198161,False,0.12651505879251151,0,0.45200000000000007,52057,212,97,1.0,7182.0626995730145,False,0.11505693403170975,0,0.533,67981,237,46,1.0,10613.336032096038,False,-0.07657445957225456,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306696,0.0,0.0,18,0,0,14,1,1.0,24,38,34,151.0,91.0,16,15,34,1099,1.314494312973693,62.742758186068386
43,34,0,0,0,9.999999999999998,20,10.0,16.12214980556537,19,11.105263157894736,37.976165851758665,15,40.0,36.0,10,36.0,0,1.1,38357,11,20,1.0,432.4429961113074,False,0.19248219303353178,14,5.5150000000000015,15286.0,440,0,0.0,4399.999999999999,False,-0.4594243670201255,0,0.2,53919,58,119,1.0,5454.248425082073,False,0.135056390264518,0,0.45200000000000007,51848,220,107,1.0,7610.322703362559,False,0.11515972732098904,0,0.533,67741,242,46,1.0,10846.232136125596,False,-0.07813121567362447,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,306516,0.0,0.0,16,0,0,16,4,4.0,22,38,34,178.0,145.0,16,18,34,1285,1.3673100110027008,64.11006819707109
44,34,0,0,0,9.999999999999998,20,10.0,15.365289640360423,61,12.852459016393443,37.976165851758665,0,,36.0,12,36.0,0,1.1,38719,9,13,1.0,289.7487653246855,False,0.2014676595252215,44,5.9410000000000025,14025.0,452,0,0.0,4519.999999999999,False,-0.4965530033697097,0,0.2,53407,75,129,1.0,6051.3221179039,False,0.1307790858604566,0,0.45200000000000007,51576,244,117,1.0,8192.342076903707,False,0.11554063716691083,0,0.533,68173,232,44,1.0,10394.47047760801,False,-0.07553411152518111,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,305265,0.0,0.0,20,0,0,11,5,5.0,29,40,23,184.0,88.0,15,19,23,1074,1.4608053889824077,65.5708735860535
45,23,0,0,0,10.0,20,10.0,15.383542823246408,20,15.6,38.15602833973437,16,40.0,36.0,10,36.0,0,1.1,38914,7,12,1.0,254.6025138789569,False,0.20695277017774377,9,5.987000000000002,13735.0,464,0,0.0,4640.0,False,-0.5036634000061829,0,0.2,53110,84,139,1.0,6595.905536375776,False,0.13028398926357332,0,0.45200000000000007,52201,235,111,1.0,7850.4517091734215,False,0.12463883810737603,0,0.533,67893,238,44,1.0,10665.13474485678,False,-0.07735692846433083,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,305218,0.0,0.0,17,0,0,7,4,4.0,24,31,27,128.0,100.0,9,14,27,1475,1.0270005699712783,66.59787415602477
46,27,0,0,0,10.0,20,10.0,14.726288235321372,58,12.10344827586207,38.15602833973437,0,,36.0,13,36.0,10,1.2,38988,6,10,1.0,207.2628823532137,False,0.20850871614606012,36,6.338000000000002,12827.0,475,0,0.0,4750.0,False,-0.5300336970971032,0,0.2,52533,124,149,1.0,7511.307963800271,False,0.12789351945457728,0,0.45200000000000007,52076,233,121,1.0,8048.104587937738,False,0.12411438091549848,0,0.533,68361,228,41,1.0,10175.574461459437,False,-0.07454435543716094,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,304150,0.0,0.0,20,0,0,7,6,5.454545454545455,27,34,30,163.0,120.0,12,15,30,668,1.2764763309969567,67.87435048702173
47,30,0,0,0,10.0,20,10.0,15.123649130941294,12,23.75,38.205087755465875,10,39.0,36.0,0,,1,1.2000000000000002,39122,8,10,1.0,231.23649130941294,False,0.2130218643353233,1,6.312000000000002,12736.0,483,0,0.0,4830.0,False,-0.5316103502643212,0,0.2,52448,125,154,1.0,7774.039655709406,False,0.1288225830131588,0,0.45200000000000007,52266,224,126,1.0,8201.538462519551,False,0.1294587671073574,0,0.533,67971,228,51,1.0,10546.76000824622,False,-0.07711988906793782,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,303908,0.0,0.0,12,0,0,14,2,1.0909090909090908,21,35,24,171.0,109.0,13,17,24,590,1.2534251859760843,69.12777567299781
48,24,0,0,0,10.0,20,10.0,15.2866613496223,21,17.19047619047619,38.205087755465875,0,,36.0,0,,3,1.2290000000000003,39294,7,10,1.0,222.866613496223,False,0.21820982801335867,8,6.391000000000002,12480.0,494,0,0.0,4940.0,False,-0.5378242186292392,0,0.2,52436,119,164,1.0,8084.747092501458,False,0.13169505763336536,0,0.45200000000000007,51917,231,136,1.0,8727.110706506111,False,0.1277312417996444,0,0.533,67971,218,61,1.0,10524.70913069156,False,-0.07725880973545286,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,303463,0.0,0.0,9,0,0,12,4,3.230769230769231,19,31,20,94.0,63.0,8,16,20,200,1.1203941230196506,70.24816979601746
49,20,0,0,0,10.0,20,10.0,15.2866613496223,0,,38.192645183700364,10,38.0,36.0,0,,0,1.2260000000000002,39204,6,20,1.0,365.733226992446,False,0.2176358429992341,0,6.383000000000002,12370.0,505,0,0.0,5050.0,False,-0.5395245308683958,0,0.2,52816,109,164,1.0,7929.83989723569,False,0.13775738285211894,0,0.45200000000000007,51917,221,146,1.0,8954.478355086781,False,0.13000920084846299,0,0.533,67591,218,71,1.0,10881.99665004668,False,-0.07979590090060688,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,303263,0.0,0.0,12,0,0,8,0,0.0,23,31,24,99.0,63.0,8,12,24,580,1.1669187489897013,71.41508854500717
50,24,0,0,0,10.0,20,10.0,14.936982653503964,35,12.542857142857143,38.358615180060674,15,40.0,36.0,5,36.0,0,1.2260000000000002,39390,6,19,1.0,343.8026704165753,False,0.22304700081022324,24,6.623000000000002,11788.0,515,0,0.0,5150.0,False,-0.5559711874362383,0,0.2,52871,119,169,1.0,8260.106901197227,False,0.14216834550151514,0,0.45200000000000007,52023,226,146,1.0,8976.115895980754,False,0.13234997691641037,0,0.533,67171,223,76,1.0,11289.97118515353,False,-0.08251766405119684,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,302608,0.0,0.0,19,0,0,15,4,4.0,16,31,25,128.0,96.0,10,14,25,1266,1.3433563889702782,72.75844493397744
51,25,0,0,0,10.000000000000002,20,10.0,15.3514021590048,13,23.23076923076923,38.51756722852926,36,39.166666666666664,36.0,2,36.0,0,1.2260000000000002,39560,9,17,1.0,350.9738367030816,False,0.22841335883857977,1,6.609000000000003,11699.0,522,0,0.0,5220.000000000001,False,-0.5576405849074103,0,0.2,53471,109,164,1.0,7990.183860810322,False,0.15148663347904387,0,0.45200000000000007,52531,229,135,1.0,8715.34267026355,False,0.1399164696656068,0,0.533,65833,249,84,1.0,12614.874239903786,False,-0.09102958331818946,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,302459,0.0,0.0,19,0,0,11,1,1.0,23,34,27,134.0,110.0,12,13,27,1982,1.2672555170138367,74.02570045099128
52,27,0,0,0,10.000000000000002,20,10.0,15.781148907992513,12,24.166666666666668,38.471741810292556,16,38.0,36.0,11,36.0,0,1.2260000000000002,39746,9,16,1.0,342.4983825278802,False,0.23403249733403214,1,6.618000000000002,11582.0,532,0,0.0,5320.000000000001,False,-0.5597118743623829,0,0.2,53471,99,174,1.0,8256.416816882163,False,0.1541539776467976,0,0.45200000000000007,52849,231,129,1.0,8608.30009127401,False,0.14521600700591122,0,0.533,65621,255,83,1.0,12798.294161624603,False,-0.09254523932700438,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,302634,0.0,0.0,18,0,0,7,1,1.0,28,35,30,209.0,144.0,14,13,30,1490,1.313487218983937,75.33918766997522
53,30,0,0,0,10.000000000000002,20,10.0,16.170293692539573,34,18.705882352941178,38.53999293713103,35,38.857142857142854,36.0,11,36.0,7,1.296,40067,11,10,1.0,271.70293692539576,False,0.24286182546952426,11,6.727000000000002,11294.0,540,0,0.0,5400.000000000001,False,-0.5673787368225801,0,0.2,53720,103,169,1.0,8178.799056706721,False,0.15836571811712738,0,0.45200000000000007,53324,241,119,1.0,8483.29993942063,False,0.15348154469823896,0,0.533,64657,280,82,1.0,13743.19802239669,False,-0.0987387511976521,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,302427,0.0,0.0,22,0,0,10,4,4.0,26,36,31,186.0,155.0,13,17,31,2369,1.3556765510002151,76.69486422097543
54,31,0,0,0,10.000000000000002,20,10.0,16.36290847289393,35,17.62857142857143,38.66048385618874,16,40.0,36.0,9,36.0,12,1.4090000000000003,40317,8,10,1.0,243.62908472893935,False,0.250156569152146,13,6.846000000000002,10888.0,553,0,0.0,5530.000000000001,False,-0.5779206727053513,0,0.2,53421,113,179,1.0,8769.235267694798,False,0.1582899377599366,0,0.45200000000000007,53646,246,113,1.0,8393.910160081236,False,0.15903809321605847,0,0.533,64341,286,83,1.0,14044.89838286998,False,-0.10081964100756009,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,301978,0.0,0.0,18,0,0,14,6,5.090909090909091,24,38,39,190.0,129.0,14,17,39,1164,2.78773296601139,79.48259718698682
55,39,0,0,0,10.000000000000002,20,10.0,15.637400523414131,22,7.7727272727272725,38.624682754993685,10,38.0,36.0,11,36.0,0,1.397,40207,9,20,1.0,402.74801046828264,False,0.24921550700943326,22,7.053000000000001,10389.0,562,0,0.0,5620.000000000001,False,-0.5919559773703899,0,0.2,53611,103,184,1.0,8717.593880830493,False,0.16157970866058682,0,0.45200000000000007,53665,258,118,1.0,8592.1619001301,False,0.16140506051506934,0,0.533,64357,286,82,1.0,13998.659267928195,False,-0.10090934752139993,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,301594,0.0,0.0,21,0,0,17,3,3.0,23,40,35,238.0,128.0,17,22,35,976,1.7935574440052733,81.2761546309921
56,35,0,0,0,10.000000000000002,20,10.0,15.2217990773819,29,11.862068965517242,38.602896349939215,6,38.0,36.0,8,36.0,0,1.397,40429,8,18,1.0,353.9923833928742,False,0.2553249510525377,17,7.201000000000001,9883.0,573,0,0.0,5730.000000000001,False,-0.6058985377314743,0,0.2,53292,109,194,1.0,9148.137991322836,False,0.15950124224865578,0,0.45200000000000007,53868,261,122,1.0,8682.442913889261,False,0.1663772183093141,0,0.533,64417,282,84,1.0,13910.016770682858,False,-0.1007117950564931,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,301254,0.0,0.0,14,0,0,16,4,4.0,18,34,34,204.0,123.0,14,21,34,1028,1.4313289020210505,82.70748353301315
57,34,0,0,0,10.000000000000002,20,10.0,14.267140360922296,20,2.95,38.51621318871313,26,38.0,36.0,11,36.0,0,1.397,40319,9,28,1.0,489.4799301058243,False,0.25401860960994566,20,7.384000000000002,9390.0,582,0,0.0,5820.000000000001,False,-0.6197483537886048,0,0.2,54221,119,178,1.0,8553.67565054069,False,0.17216041809141883,0,0.45200000000000007,53868,251,132,1.0,8665.192371501631,False,0.16620438796438936,0,0.533,63825,298,83,1.0,14465.831530236514,False,-0.10466936602887593,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,300988,0.0,0.0,21,0,0,18,3,3.0,18,36,34,177.0,105.0,14,20,34,1584,1.2741971159703098,83.98168064898346
58,34,0,0,0,10.000000000000002,20,10.0,14.67403645536162,25,18.44,38.61015020906085,11,40.0,36.0,7,36.0,0,1.397,40599,9,22,1.0,412.82880201795564,False,0.2614899187253526,9,7.454000000000002,9182.0,592,0,0.0,5920.000000000001,False,-0.6246328871301821,0,0.2,54580,118,177,1.0,8565.532888736441,False,0.17947273763411659,0,0.45200000000000007,53488,257,142,1.0,9253.868698714577,False,0.1644879242848012,0,0.533,63637,299,86,1.0,14640.434912509194,False,-0.10593816598935804,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,300851,0.0,0.0,19,0,0,15,1,1.0,22,37,34,208.0,103.0,14,20,34,1272,1.3663892580079846,85.34806990699144
59,34,0,0,0,10.000000000000002,20,10.0,14.907133341520634,30,16.700000000000003,38.739156596146955,16,40.0,36.0,16,36.0,0,1.397,40819,12,18,1.0,388.32840014737144,False,0.2679124555622989,16,7.605000000000001,8870.0,599,0,0.0,5990.000000000001,False,-0.6331962778619347,0,0.2,54861,124,171,1.0,8472.880312289688,False,0.18417505222107255,0,0.45200000000000007,53346,261,152,1.0,9779.113604751223,False,0.16690491729202125,0,0.533,63573,305,80,1.0,14695.442761824821,False,-0.10639801699852067,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,300834,0.0,0.0,21,0,0,13,4,4.0,20,33,35,159.0,112.0,11,23,35,1766,1.3208855330012739,86.66895543999271
60,35,0,0,0,10.000000000000002,20,10.0,14.957528521713122,43,15.232558139534884,38.739156596146955,0,,36.00000000000001,11,36.0,4,1.437,41235,11,10,1.0,259.57528521713124,False,0.2787828127062344,21,7.799000000000002,8312.0,610,0,0.0,6100.000000000001,False,-0.6487464061582218,0,0.2,54260,138,181,1.0,9075.92627989901,False,0.17817423035205196,0,0.45200000000000007,53292,270,162,1.0,10314.27606943835,False,0.17118458771929573,0,0.533,63969,295,79,1.0,14272.051195863352,False,-0.10407578154184248,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,300433,0.0,0.0,19,0,0,11,5,4.222222222222222,20,31,33,158.0,130.0,10,25,33,700,1.4551769319805317,88.12413237197325
61,33,0,0,0,10.000000000000002,20,10.0,14.035616983062011,39,8.128205128205128,38.716077907205616,5,38.0,36.00000000000001,12,36.0,0,1.433,41315,13,12,1.0,298.42740379674416,False,0.2818565462608084,31,8.088000000000001,7414.0,618,0,0.0,6180.000000000001,False,-0.6752712770890654,0,0.2,54342,156,186,1.0,9390.746740097919,False,0.18297145373399915,0,0.45200000000000007,53083,271,172,1.0,10462.81760244917,False,0.16848492768854617,0,0.533,64211,290,77,1.0,13999.662593089628,False,-0.10274262840616376,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,299730,0.0,0.0,18,0,0,11,7,7.0,26,37,28,164.0,98.0,14,19,28,1022,1.3734929880010895,89.49762535997434
62,28,0,0,0,10.000000000000002,20,10.0,14.134833650749863,46,14.695652173913043,38.66961690513885,10,38.0,36.00000000000001,10,36.0,10,1.5330000000000004,41577,13,10,1.0,271.34833650749863,False,0.28953764393154685,24,8.297,6846.0,628,0,0.0,6280.000000000001,False,-0.6912851269051226,0,0.2,53952,181,196,1.0,10137.64980419294,False,0.18263986098057292,0,0.45200000000000007,53177,272,172,1.0,10495.848860687845,False,0.170699403485431,0,0.533,64191,290,77,1.0,13986.188902490267,False,-0.10307951299382424,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,299108,0.0,0.0,21,0,0,9,3,2.909090909090909,23,32,29,159.0,75.0,13,15,29,1226,1.1797759400215,90.67740129999584
63,29,0,0,0,10.0,20,10.0,14.0731941951632,27,13.444444444444445,38.677929958065015,16,38.75,36.000000000000014,11,36.0,6,1.583,41701,10,10,1.0,240.731941951632,False,0.2928978257945347,11,8.383000000000001,6499.0,641,0,0.0,6410.0,False,-0.7000030914767985,0,0.2,53593,194,206,1.0,10697.853245223054,False,0.18105892322789902,0,0.45200000000000007,53793,266,166,1.0,10164.006028952204,False,0.17971792999791816,0,0.533,63967,296,76,1.0,14184.667267587247,False,-0.10465150086570126,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,298918,0.0,0.0,21,0,0,9,4,4.0,26,35,33,113.0,84.0,12,17,33,1386,1.0898898430168629,91.7672911430127
64,33,0,0,0,10.0,20,10.0,13.595036877082517,12,2.75,38.72375851600802,5,40.0,36.000000000000014,0,,0,1.5770000000000002,41611,9,20,1.0,361.90073754165036,False,0.2919884492772383,12,8.492,6135.0,652,0,0.0,6520.0,False,-0.7095557547840603,0,0.2,53575,186,216,1.0,10893.00869859508,False,0.18265347551992822,0,0.45200000000000007,53978,266,171,1.0,10238.042515541321,False,0.18416665847334313,0,0.533,63767,291,86,1.0,14364.613728158336,False,-0.10603783955044194,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,298431,0.0,0.0,12,0,0,16,3,3.0,19,35,28,144.0,111.0,11,22,28,400,1.1375350449816324,92.90482618799433
65,28,0,0,0,10.0,20,10.0,13.762885351278255,25,15.48,38.743515909318695,10,39.0,36.000000000000014,12,36.0,0,1.5770000000000002,41796,8,19,1.0,341.49482167428687,False,0.2973922592771245,14,8.620000000000001,5793.0,663,0,0.0,6630.0,False,-0.7184282931956596,0,0.2,53430,194,221,1.0,11232.316774107414,False,0.18314748501289838,0,0.45200000000000007,54126,263,176,1.0,10438.497647426271,False,0.1891405607284321,0,0.533,63809,291,84,1.0,14298.363129611742,False,-0.10592601820946426,0,0.2,79365,0,0,0.0,0.0,False,0.0,0.6666666666666666,298319,0.0,0.0,23,0,0,12,3,3.0,15,27,28,150.0,129.0,10,18,28,1297,1.1170044709579088,94.02183065895224
