index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,11,0,0,0,10.000000000000002,20,10.0,14.306297893922947,7,18.142857142857142,16.56476739381652,11,12.818181818181818,33.99999999999999,20,34.0,0,0.3440000000000001,45451,4,22,1.0,354.7385536663048,False,0.09127449719776985,0,2.9900000000000007,30655,324,0,0.0,3240.0000000000005,False,-0.2280924136611499,0,0.2,56892,0,30,0.0,496.94302181449564,False,0.0023764847102403204,11,3.2890000000000006,42989.0,547,0,0.0,7825.544947975852,False,-0.17723405887224056,3,0.8330000000000002,85060,1,10,1.0,356.56476739381645,False,0.04900908712829703,7,1.4670000000000003,81128,0,0,0.0,0.0,False,-0.0015752682878802796,0.3333333333333333,342175,0.0,0.0,13,0,0,15,8,7.5,13,28,13,91.0,24.0,8,3,13,633,1.161860593012534,193.23002927895868
31,13,0,0,0,10.000000000000002,20,10.0,14.916722267056368,11,25.0,16.43726340483678,4,12.0,33.99999999999999,20,34.0,0,0.3440000000000001,45636,3,21,1.0,343.2511676081837,False,0.09556169481976678,0,2.9900000000000007,30545,335,0,0.0,3350.0000000000005,False,-0.2294078255046398,0,0.2,56892,0,30,0.0,493.1179021451034,False,0.0023429339719771057,4,3.318000000000001,42646.0,558,0,0.0,8323.531025017453,False,-0.17888315915255285,0,0.8300000000000001,85216,0,9,0.5,305.99999999999994,False,0.050617800531653045,14,1.6000000000000003,80903,0,0,0.0,0.0,False,-0.004344294575169834,0.25,341838,0.0,0.0,13,0,0,15,6,6.0,13,28,11,99.0,33.0,7,6,11,679,1.0981418840237893,194.32817116298247
32,11,0,0,0,10.000000000000002,20,10.0,14.69709104506659,3,2.0,15.797002565095623,27,12.74074074074074,33.99999999999999,20,34.0,0,0.3440000000000001,45536,3,31,1.0,485.6098223970643,False,0.09487240292735413,3,3.020000000000001,30388,345,0,0.0,3450.0000000000005,False,-0.231966899454702,0,0.2,56892,0,30,0.0,473.9100769528687,False,0.002174459055809789,27,3.5840000000000005,41885.0,561,0,0.0,8245.068076282358,False,-0.1929210764294153,3,0.8600000000000001,85257,9,10,1.0,482.17302308586056,False,0.052206440281861444,8,1.6660000000000001,80705,0,8,0.8,271.99999999999994,False,-0.005107315152111844,0.4666666666666666,340663,0.0,0.0,12,0,0,10,12,11.333333333333334,15,25,17,60.0,48.0,5,6,17,438,1.2501502850209363,195.5783214480034
33,17,0,0,0,10.000000000000002,20,10.0,15.905009229577962,19,26.0,15.797002565095623,0,,33.99999999999999,20,34.0,0,0.3440000000000001,45930,3,22,1.0,379.91020305071515,False,0.10303154839580407,0,3.017000000000001,30288,355,0,0.0,3550.0000000000005,False,-0.2331627284033292,0,0.2,56892,0,30,0.0,473.9100769528687,False,0.002174459055809789,0,3.5570000000000013,41391.0,580,0,0.0,9224.905353155218,False,-0.19299267298346443,0,0.8570000000000002,85563,0,10,0.9,339.99999999999994,False,0.05509746972531259,3,1.6880000000000004,80953,0,0,0.0,0.0,False,-0.0037289554002165994,0.31666666666666665,341017,0.0,0.0,20,0,0,14,2,1.5,15,29,15,135.0,51.0,10,7,15,1204,1.3558034829911776,196.93412493099459
34,15,0,0,0,10.000000000000002,20,10.0,14.397851065366263,18,1.0,15.416828584453517,20,12.75,33.999999999999986,20,34.0,0,0.3440000000000001,45840,2,32,1.0,480.7312340917204,False,0.1020847033637679,18,3.1970000000000005,29754,366,0,0.0,3660.0000000000005,False,-0.24461876973117766,0,0.2,56892,0,30,0.0,462.5048575336055,False,0.0020744220466065375,20,3.7570000000000014,40895.0,598,0,0.0,8609.914937089025,False,-0.20708784372345387,1,0.8670000000000002,85732,3,10,1.0,386.2504857533604,False,0.05746191349410105,9,1.7750000000000004,80749,0,7,0.7,237.9999999999999,False,-0.004775031997637098,0.45,339862,0.0,0.0,14,0,0,12,11,10.5,18,30,16,123.0,42.0,11,4,16,506,1.391210166970268,198.32533509796485
35,16,0,0,0,10.0,20,10.0,14.741954882593962,16,18.1875,15.416828584453517,0,,33.999999999999986,20,34.0,0,0.3440000000000001,46076,0,28,0.7,412.77473671263095,False,0.10691637253315589,5,3.2290000000000005,29504,381,0,0.0,3810.0,False,-0.2488041710513728,0,0.2,56892,0,30,0.0,462.5048575336055,False,0.0020744220466065375,0,3.7370000000000005,40604.0,614,0,0.0,9051.560297912692,False,-0.20831891677999576,0,0.8660000000000003,86004,0,5,0.3,169.99999999999994,False,0.05947868465097962,5,1.8160000000000003,80940,0,0,0.0,0.0,False,-0.0038889435857044404,0.16666666666666666,340020,0.0,0.0,15,0,0,8,4,3.2,18,26,13,121.0,22.0,9,7,13,860,1.3050771880079992,199.63041228597285
36,13,0,0,0,10.0,20,10.0,15.292842012189137,9,25.0,14.946353318760547,21,11.714285714285714,33.99999999999999,20,34.0,0,0.3440000000000001,46211,0,28,0.9,428.1995763412958,False,0.11032956539200828,0,3.2240000000000006,29394,392,0,0.0,3920.0,False,-0.25011958289486275,0,0.2,56892,0,30,0.0,448.3905995628164,False,0.0019506236256715693,21,3.947000000000001,39847.0,623,0,0.0,9527.440573593833,False,-0.2174244314218592,5,0.9160000000000001,85984,3,10,1.0,384.8390599562816,False,0.06055453788001061,10,1.9110000000000003,80713,0,8,0.8,271.99999999999994,False,-0.005008860884119327,0.45,339041,0.0,0.0,13,0,0,8,10,9.5,19,27,14,121.0,29.0,8,5,14,527,1.2392187030054629,200.86963098897832
37,14,0,0,0,10.0,20,10.0,15.504468486630286,18,17.27777777777778,14.555649134164018,20,11.65,33.99999999999999,20,34.0,0,0.3440000000000001,46397,0,27,1.0,418.6206491390177,False,0.1146635014964486,7,3.2940000000000005,29172,402,0,0.0,4020.0,False,-0.2542332344781402,0,0.2,56892,0,30,0.0,436.66947402492053,False,0.0018478157532227195,20,4.126000000000001,39035.0,641,0,0.0,9938.364299930014,False,-0.22806451802534847,0,0.9110000000000003,86148,6,11,1.0,461.3338948049841,False,0.0630435530594971,3,1.9310000000000003,80871,0,7,0.7,237.99999999999994,False,-0.003273604410751206,0.45,338515,0.0,0.0,17,0,0,8,7,6.5,21,29,12,133.0,30.0,9,5,12,1030,3.0312930840300396,203.90092407300835
38,12,0,0,0,10.0,20,10.0,15.754328186282137,8,20.5,14.487103313003962,7,13.0,33.99999999999999,20,34.0,0,0.3440000000000001,46487,0,27,0.6,425.3668610296177,False,0.11689666675870103,2,3.307000000000001,29004,416,0,0.0,4160.0,False,-0.25657705921744955,0,0.2,56892,0,30,0.0,434.61309939011886,False,0.0018297789614079203,7,4.176000000000001,38759.0,649,0,0.0,10224.558992897108,False,-0.23039593901502411,0,0.9110000000000003,86386,0,10,0.6,339.99999999999994,False,0.06522595254504283,6,1.9880000000000002,80958,0,7,0.7,237.99999999999994,False,-0.0022029142463325787,0.31666666666666665,338486,0.0,0.0,17,0,0,6,5,4.666666666666666,20,26,16,84.0,27.0,8,4,16,792,1.8360383340041153,205.73696240701247
39,16,0,0,0,10.0,20,10.0,16.721192312622897,15,26.0,14.487103313003962,0,,33.99999999999999,20,34.0,0,0.3440000000000001,46787,0,21,0.9,351.1450385650808,False,0.1231840744112346,0,3.3050000000000006,28894,427,0,0.0,4270.0,False,-0.25789247106093943,0,0.2,56892,0,30,0.0,434.61309939011886,False,0.0018297789614079203,0,4.169000000000001,38369.0,664,0,0.0,11102.871695581603,False,-0.22953362252800977,2,0.9310000000000003,86712,0,0,0.0,0.0,False,0.06714581077089692,1,1.9920000000000002,81189,0,0,0.0,0.0,False,-0.0008245544944373339,0.15,338843,0.0,0.0,19,0,0,7,2,1.5,20,27,11,136.0,33.0,10,6,11,1134,2.0893471600138582,207.82630956702633
40,11,0,0,0,9.999999999999998,20,10.0,17.054439893554086,6,25.0,14.212974198690077,15,11.6,33.99999999999999,20,34.0,0,0.3440000000000001,46887,0,20,0.5,341.08879787108174,False,0.1254554768711265,0,3.3050000000000006,28744,442,0,0.0,4419.999999999999,False,-0.25968621448388024,0,0.2,56892,0,30,0.0,426.38922596070233,False,0.0017576460482476024,15,4.319000000000002,37868.0,670,0,0.0,11426.474728681238,False,-0.23548395115620355,9,1.0190000000000001,86430,5,10,1.0,411.0648709934503,False,0.06620474100985442,11,2.1010000000000004,81043,0,0,0.0,0.0,False,-0.002621344885300778,0.25,337864,0.0,0.0,13,0,0,4,12,12.0,22,26,16,78.0,30.0,6,5,16,350,1.7659235919709317,209.59223315899726
41,16,0,0,0,9.999999999999998,20,10.0,17.054439893554086,0,,13.922529551422356,22,12.045454545454545,33.99999999999999,20,34.0,0,0.3440000000000001,46807,0,28,0.8,477.5243170195144,False,0.12517368598750978,0,3.3050000000000006,28624,454,0,0.0,4539.999999999999,False,-0.26112120922223286,0,0.2,56892,0,30,0.0,417.6758865426707,False,0.0016812199503786272,22,4.524000000000002,37287.0,670,0,0.0,11426.474728681238,False,-0.24567603956950063,0,1.0100000000000002,86392,10,16,1.0,683.2252955142235,False,0.0674117929476852,16,2.2500000000000004,80667,0,7,0.7,237.99999999999994,False,-0.0057841882445604014,0.4166666666666667,336669,0.0,0.0,12,0,0,5,11,11.0,22,27,14,114.0,51.0,9,7,14,336,1.7494762900169007,211.34170944901416
42,14,0,0,0,9.999999999999998,20,10.0,17.054439893554086,0,,13.794143197594817,5,10.0,33.99999999999999,20,34.0,0,0.3440000000000001,46717,0,37,0.9,631.0142760615012,False,0.12485667124344085,0,3.3050000000000006,28514,465,0,0.0,4649.999999999999,False,-0.26243662106572274,0,0.2,56892,0,30,0.0,413.8242959278445,False,0.0016474370312064134,5,4.552000000000001,37192.0,670,0,0.0,11426.474728681238,False,-0.2473425600501602,0,1.0100000000000002,86852,5,11,1.0,442.970715987974,False,0.07159453280981073,0,2.2340000000000004,80837,0,2,0.0,67.99999999999999,False,-0.004738111647139904,0.31666666666666665,337004,0.0,0.0,20,0,0,2,1,1.0,27,29,17,145.0,45.0,9,5,17,880,3.314687915961258,214.65639736497542
43,17,0,0,0,9.999999999999998,20,10.0,16.35064150104933,24,12.416666666666666,13.601927944576616,14,11.714285714285714,33.99999999999999,20,34.0,0,0.3440000000000001,46857,2,37,1.0,624.9737355388253,False,0.12813275776737326,14,3.4450000000000007,28143,473,0,0.0,4729.999999999999,False,-0.2703530087056347,0,0.2,56892,0,30,0.0,408.05783833729845,False,0.0015968585065984755,14,4.687000000000001,36596.0,694,0,0.0,11347.345201728236,False,-0.25849184105141443,2,1.0300000000000002,87048,9,10,1.0,462.4173515011895,False,0.0741263251421506,5,2.2840000000000007,80861,0,0,0.0,0.0,False,-0.00486117948213055,0.3333333333333333,336397,0.0,0.0,16,0,0,8,7,6.333333333333334,21,29,13,129.0,63.0,11,6,13,834,2.243467718944885,216.8998650839203
44,13,0,0,0,9.999999999999998,20,10.0,16.257499273042523,1,3.0,13.601927944576616,0,,34.0,20,34.0,0,0.3440000000000001,46797,0,45,0.8,731.5874672869136,False,0.127972680896476,1,3.4410000000000003,27985,487,0,0.0,4869.999999999999,False,-0.2724576676552186,0,0.2,56892,0,30,0.0,408.05783833729845,False,0.0015968585065984755,0,4.673000000000001,36593.0,695,0,0.0,11298.961994764553,False,-0.258968844884093,0,1.0280000000000005,87218,0,14,0.9,476.0,False,0.07630205769420105,15,2.4290000000000007,80608,0,0,0.0,0.0,False,-0.007974795707393916,0.2833333333333334,336093,0.0,0.0,11,0,0,2,7,7.0,21,23,13,107.0,36.0,6,7,13,370,1.4555639199679717,218.35542900388828
45,13,0,0,0,10.0,20,10.0,16.726283549970272,20,19.75,13.452750614854375,14,12.0,34.0,20,34.0,0,0.3440000000000001,47077,1,40,1.0,679.0513419988109,False,0.13404108081410615,5,3.49,27795,496,0,0.0,4960.0,False,-0.27592557160623743,0,0.2,56892,0,30,0.0,403.58251844563125,False,0.0015576047578776727,14,4.813000000000001,35894.0,715,0,0.0,11959.292738228745,False,-0.2654390602734081,0,1.0280000000000005,87390,4,14,1.0,529.8110024594175,False,0.07874994463460794,10,2.5140000000000007,80474,0,0,0.0,0.0,False,-0.009623904696268584,0.3333333333333333,335522,0.0,0.0,16,0,0,6,9,9.0,23,29,13,117.0,42.0,9,4,13,930,2.146219304006081,220.50164830789436
46,13,0,0,0,10.0,20,10.0,16.310891714820595,28,14.321428571428571,13.427475643711853,8,13.0,34.0,20,34.0,0,0.3440000000000001,47319,2,35,1.0,590.8812100187208,False,0.138774528963201,13,3.615,27437,505,0,0.0,5050.0,False,-0.28341146082464364,0,0.2,56892,0,30,0.0,402.8242693113556,False,0.0015509540330791779,8,4.879000000000001,35365.0,743,0,0.0,12118.992544111703,False,-0.2733181953853898,0,1.0280000000000002,87662,0,10,0.4,340.0,False,0.08092940828984936,12,2.6240000000000006,80195,0,8,0.8,272.0,False,-0.011383774736634832,0.3666666666666667,334870,0.0,0.0,17,0,0,6,10,10.0,24,30,12,165.0,21.0,11,2,12,824,1.873520246008411,222.37516855390277
47,12,0,0,0,10.0,20,10.0,17.028098421098615,13,25.076923076923077,13.232892929002858,9,10.444444444444445,34.0,20,34.0,0,0.3440000000000001,47515,5,32,1.0,594.8991494751557,False,0.1435102261249779,0,3.6020000000000008,27367,512,0,0.0,5120.0,False,-0.2842485410886827,0,0.2,56892,0,30,0.0,396.9867878700858,False,0.0014997525468826397,9,4.961000000000001,34842.0,756,0,0.0,12873.242406350553,False,-0.2758771826475699,2,1.0480000000000003,87894,0,9,0.9,306.0,False,0.08357536674214827,0,2.6120000000000005,80467,0,0,0.0,0.0,False,-0.009710052180762036,0.31666666666666665,334977,0.0,0.0,20,0,0,6,4,3.6666666666666665,23,29,11,120.0,21.0,10,2,11,1104,2.265829705982469,224.64099825988524
48,11,0,0,0,10.0,20,10.0,18.14295001866828,18,27.0,13.134015254163936,17,12.411764705882353,34.0,20,34.0,0,0.3440000000000001,47911,4,24,1.0,475.4308004480387,False,0.15155255429599207,0,3.602000000000001,27257,523,0,0.0,5230.0,False,-0.28556395293217257,0,0.2,56892,0,30,0.0,394.0204576249181,False,0.0014737343884301678,17,5.122000000000002,33966.0,774,0,0.0,14042.64331444925,False,-0.28098725274581837,0,1.046,88059,0,10,0.9,340.0,False,0.08581520133897805,12,2.7320000000000007,80193,0,8,0.8,272.0,False,-0.011408388303632963,0.45,334278,0.0,0.0,15,0,0,6,8,8.0,22,28,8,114.0,4.0,10,1,8,958,2.067362461006269,226.7083607208915
49,8,0,0,0,10.0,20,10.0,19.017152257343525,19,25.68421052631579,13.068883632727038,4,11.0,34.0,20,34.0,0,0.3440000000000001,48269,7,15,1.0,355.2572838601529,False,0.15867761986822143,0,3.602000000000001,27187,530,0,0.0,5300.0,False,-0.28640103319621163,0,0.2,56892,0,30,0.0,392.0665089818111,False,0.0014565959914201096,4,5.145000000000001,33406.0,793,0,0.0,15080.601740073416,False,-0.28170685255614936,1,1.056,88348,0,4,0.4,136.0,False,0.08811656985330314,1,2.730000000000001,80458,0,0,0.0,0.0,False,-0.009820813232253619,0.2333333333333333,334560,0.0,0.0,20,0,0,5,3,2.5,20,25,15,63.0,21.0,6,2,15,1266,1.270924374985043,227.97928509587655
50,15,0,0,0,10.0,20,10.0,18.583837860601772,5,5.8,12.985681975042644,13,12.23076923076923,34.0,20,34.0,0,0.3440000000000001,48178,7,24,1.0,516.0121086544425,False,0.15842356391292498,4,3.642000000000001,27023,540,0,0.0,5400.0,False,-0.2891275231990816,0,0.2,56892,0,30,0.0,389.5704592512793,False,0.0014347027388060477,13,5.271000000000002,33111.0,798,0,0.0,14829.902612760214,False,-0.2890807594705709,7,1.1250000000000002,88248,3,10,1.0,378.95704592512794,False,0.08838090138528318,9,2.8190000000000004,80346,0,0,0.0,0.0,False,-0.011199172984148863,0.3333333333333333,333798,0.0,0.0,12,0,0,5,12,12.0,20,25,14,115.0,48.0,9,6,14,345,1.91906609502621,229.89835119090276
51,14,0,0,0,10.000000000000002,20,10.0,18.583837860601772,0,,12.987202194713545,14,13.0,34.0,20,34.0,0,0.3440000000000001,48058,9,34,1.0,721.8504872604602,False,0.1580150493549753,0,3.638000000000001,26943,548,0,0.0,5480.000000000001,False,-0.29008418635798333,0,0.2,56892,0,30,0.0,389.61606584140634,False,0.0014351027615244363,14,5.398000000000001,32833.0,798,0,0.0,14829.902612760214,False,-0.29395752466660635,0,1.1180000000000003,88442,0,11,0.9,374.0,False,0.09073791473860392,12,2.9300000000000006,80069,0,8,0.8,272.0,False,-0.012934429457516983,0.45,333237,0.0,0.0,12,0,0,5,8,8.0,20,25,17,95.0,51.0,7,7,17,472,1.7516840070020407,231.6500351979048
52,17,0,0,0,10.000000000000002,20,10.0,16.37601145955199,48,10.0625,12.926593583272146,11,12.272727272727273,34.0,20,34.0,0,0.3440000000000001,48273,10,31,1.0,607.6563552461117,False,0.1617915473458112,35,3.9880000000000004,26034,557,0,0.0,5570.000000000001,False,-0.3107481105902612,0,0.2,56892,0,30,0.0,387.7978074981644,False,0.0014191545259026896,11,5.494000000000002,32131.0,846,0,0.0,13854.105694780983,False,-0.3148311052119903,0,1.1180000000000003,88704,0,6,0.4,204.0,False,0.09291621541793836,3,2.9480000000000013,80227,0,7,0.7,238.0,False,-0.011199172984148863,0.3499999999999999,332261,0.0,0.0,17,0,0,6,6,5.5,22,28,13,128.0,54.0,9,8,13,1069,1.7036038790247403,233.35363907692954
53,13,0,0,0,10.000000000000002,20,10.0,16.326371102763975,56,16.178571428571427,12.926593583272146,0,,34.0,20,34.0,5,0.394,48882,15,10,1.0,313.2637110276398,False,0.1728363114778968,20,4.1530000000000005,25525,562,0,0.0,5620.000000000001,False,-0.32232373481297233,0,0.2,56892,0,30,0.0,387.7978074981644,False,0.0014191545259026896,0,5.4830000000000005,31225.0,902,0,0.0,14726.386734693106,False,-0.3230735309648881,4,1.1580000000000004,88874,0,0,0.0,0.0,False,0.09375307669587477,3,2.9750000000000005,80441,0,0,0.0,0.0,False,-0.010030028551737718,0.16666666666666666,331839,0.0,0.0,17,0,0,3,7,5.777777777777778,23,26,19,87.0,51.0,6,7,19,1006,1.6728176610195078,235.02645673794905
54,19,0,0,0,10.000000000000002,20,10.0,15.341336842078675,16,3.0,12.808464387967721,22,12.181818181818182,34.0,20,34.0,0,0.389,48772,16,20,1.0,466.8267368415735,False,0.17204183890798777,16,4.293,25147,571,0,0.0,5710.000000000001,False,-0.3302879556108294,0,0.2,56892,0,30,0.0,384.25393163903163,False,0.0013880706222176309,22,5.703000000000002,30590.0,918,0,0.0,14083.347221028223,False,-0.33985310743769653,12,1.2740000000000005,88427,12,10,1.0,493.70157265561267,False,0.09128988365570304,8,3.0520000000000014,80358,0,0,0.0,0.0,False,-0.011051491582160086,0.3333333333333333,330186,0.0,0.0,9,0,0,4,14,14.0,23,27,18,126.0,57.0,10,9,18,200,1.658552494016476,236.68500923196552
55,18,0,0,0,10.000000000000002,20,10.0,16.008095361855972,13,26.0,12.818634360558757,7,13.0,34.0,20,34.0,0,0.389,49050,12,17,1.0,392.13762115155157,False,0.17779749379545998,0,4.277000000000001,25007,585,0,0.0,5850.000000000001,False,-0.33196211613890747,0,0.2,56892,0,30,0.0,384.55903081676274,False,0.001390746696050867,7,5.751000000000001,30140.0,931,0,0.0,14903.53678188791,False,-0.340553137602948,0,1.2620000000000002,88597,2,15,1.0,535.6372687211175,False,0.09364008361672446,15,3.1940000000000004,80017,0,7,0.7,238.0,False,-0.013783597518952447,0.45,329703,0.0,0.0,10,0,0,5,8,8.0,20,25,17,120.0,60.0,8,10,17,708,1.6295136920525692,238.3145229240181
56,17,0,0,0,10.000000000000002,20,10.0,15.448989363262756,28,11.714285714285714,12.567075448726783,35,11.714285714285714,34.0,20,34.0,0,0.389,49302,8,15,1.0,311.7348404489413,False,0.1828629919693981,16,4.437000000000001,24547,599,0,0.0,5990.000000000001,False,-0.3412895819381996,0,0.2,56892,0,30,0.0,377.0122634618035,False,0.0013245527888939735,35,6.094000000000001,28594.0,959,0,0.0,14815.580799368983,False,-0.3684450416685468,0,1.2620000000000002,88493,27,16,1.0,883.3110371156231,False,0.09449955103078933,4,3.219000000000001,80227,0,0,0.0,0.0,False,-0.01266368022053756,0.3333333333333333,328055,0.0,0.0,19,0,0,3,9,9.0,23,26,16,109.0,26.0,8,9,16,1056,1.4421125440276228,239.75663546804572
57,16,0,0,0,10.000000000000002,20,10.0,15.610048584567647,3,26.0,12.455207234362955,23,11.782608695652174,34.0,20,34.0,0,0.389,49250,11,22,1.0,453.4210688604882,False,0.18331365479838915,0,4.421000000000001,24477,606,0,0.0,6060.000000000001,False,-0.3421266622022386,0,0.2,56892,0,30,0.0,373.6562170308887,False,0.0012951163672562918,23,6.2890000000000015,27891.0,962,0,0.0,15016.866738354076,False,-0.3790117819633885,0,1.2620000000000002,88755,33,13,1.0,853.0218387339776,False,0.09753754700412268,7,3.2850000000000006,80059,0,7,0.7,238.0,False,-0.01326671261199173,0.45,327324,0.0,0.0,17,0,0,5,8,8.0,22,27,15,117.0,18.0,10,6,15,720,1.4158613929757848,241.1724968610215
58,15,0,0,0,10.000000000000002,20,10.0,16.462350923385696,20,24.0,12.283422142195223,28,11.392857142857142,34.0,20,34.0,0,0.389,49600,14,12,1.0,337.54821108062833,False,0.19029881626184628,0,4.421,24407,613,0,0.0,6130.000000000001,False,-0.34296374246627764,0,0.2,56892,0,30,0.0,368.50266426585665,False,0.0012499137291979926,28,6.546000000000002,26558.0,982,0,0.0,16166.028606764754,False,-0.39231621255359395,0,1.2620000000000002,88778,43,16,1.0,1072.1871521143946,False,0.09916921305573992,6,3.338000000000001,80131,0,8,0.8,272.0,False,-0.012171408880574972,0.4666666666666666,326366,0.0,0.0,17,0,0,5,9,8.5,19,24,13,96.0,38.0,7,8,13,1122,1.4127599979983643,242.58525685901986
59,13,0,0,0,10.000000000000002,20,10.0,14.963350466411468,38,7.973684210526316,12.286147190821335,9,12.333333333333334,34.0,20,34.0,0,0.389,49744,13,13,1.0,324.52355606334913,False,0.19358705103873702,29,4.711,23617,624,0,0.0,6240.000000000001,False,-0.3605424280110973,0,0.2,56892,0,30,0.0,368.58441572464005,False,0.0012506307843579206,9,6.608000000000002,26076.0,1020,0,0.0,15262.617475739697,False,-0.4086955751623569,0,1.2620000000000002,88939,42,18,1.0,1128.0181820144962,False,0.10149415539784443,4,3.372000000000001,80372,0,0,0.0,0.0,False,-0.010879196613173181,0.3333333333333333,325640,0.0,0.0,15,0,0,5,7,6.333333333333333,21,26,14,93.0,36.0,6,7,14,910,1.7774121320107952,244.36266899103066
60,14,0,0,0,10.000000000000002,20,10.0,15.502768999205193,11,25.0,12.304321464899925,24,12.416666666666666,34.0,20,34.0,0,0.389,49919,13,12,1.0,316.03322799046236,False,0.1976709225580033,0,4.682000000000001,23517,634,0,0.0,6340.000000000001,False,-0.3617382569597245,0,0.2,56892,0,30,0.0,369.12964394699776,False,0.0012554130685641827,24,6.839000000000002,25149.0,1031,0,0.0,15983.354838180554,False,-0.4186356035595074,0,1.2620000000000002,89119,48,17,1.0,1168.6074303151963,False,0.10395913797328935,9,3.4580000000000015,80156,0,8,0.8,272.0,False,-0.011863739293098356,0.4666666666666666,324752,0.0,0.0,14,0,0,6,9,9.0,17,23,13,114.0,31.0,8,6,13,849,1.9684930790099315,246.3311620700406
61,13,0,0,0,10.000000000000002,20,10.0,15.435260756071179,1,3.0,12.28910551308399,22,12.181818181818182,34.0,20,34.0,0,0.389,49839,11,22,1.0,449.57573663356595,False,0.19735453621727686,1,4.692000000000001,23379,646,0,0.0,6460.000000000001,False,-0.3636037501195829,0,0.2,56892,0,30,0.0,368.6731653925197,False,0.001251409221932493,22,7.035000000000002,24559.0,1032,0,0.0,15929.189100265456,False,-0.429460669237212,0,1.2620000000000002,89112,53,22,1.0,1399.3225921934516,False,0.10529267126238964,7,3.5190000000000006,80260,0,7,0.7,238.0,False,-0.010793049128679729,0.45,324041,0.0,0.0,16,0,0,8,9,8.666666666666668,19,27,15,102.0,28.0,9,4,15,608,2.5456112010288052,248.8767732710694
62,15,0,0,0,10.000000000000002,20,10.0,15.435260756071179,0,,12.25878268660951,38,12.131578947368421,34.0,20,34.0,0,0.389,49709,14,32,1.0,633.9283441942778,False,0.19644992279960635,0,4.691000000000001,23309,653,0,0.0,6530.000000000001,False,-0.3644408303836219,0,0.2,56892,0,30,0.0,367.7634805982853,False,0.001243430230666447,38,7.393000000000003,23197.0,1032,0,0.0,15929.189100265456,False,-0.4533533102336158,0,1.2620000000000002,89014,74,24,1.0,1723.1499188091038,False,0.10607924287935104,5,3.5620000000000007,80368,0,7,0.7,238.0,False,-0.009463916510780742,0.45,322489,0.0,0.0,17,0,0,7,9,8.5,22,29,16,117.0,63.0,9,6,16,676,1.426170043007005,250.3029433140764
63,16,0,0,0,10.0,20,10.0,15.435260756071179,0,,12.279316457299561,12,12.583333333333334,34.0,20,34.0,0,0.389,49609,14,42,1.0,788.2809517549895,False,0.19590405806652386,0,4.691000000000002,23209,663,0,0.0,6630.0,False,-0.3656366593322491,0,0.2,56892,0,30,0.0,368.37949371898685,False,0.0012488333805717165,12,7.475000000000001,22943.0,1032,0,0.0,15929.189100265456,False,-0.4578090597292741,0,1.2620000000000002,89271,76,22,1.0,1681.2280507547666,False,0.1089841245616001,1,3.5670000000000015,80599,0,0,0.0,0.0,False,-0.008085556758885499,0.3333333333333333,322523,0.0,0.0,16,0,0,7,4,3.5,22,29,11,120.0,48.0,10,6,11,812,1.5219615600071847,251.8249048740836
