index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,14,0,0,0,9.999999999999996,10,10.0,30.092889664947833,14,29.571428571428573,23.959693819404656,22,33.45454545454545,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,4,0.78,44573,0,10,1.0,300.92889664947836,False,0.1683245676155888,8,0.766,46708,7,10,1.0,450.2471658486814,False,0.017013165964382806,4,7.593000000000001,21098.0,210,0,0.0,6319.506829639045,False,-0.4743487601885342,0,0.29900000000000004,66852,73,18,1.0,2361.0576488165398,False,0.04715370137155069,0,0.7040000000000002,56213,406,14,1.0,10203.63569067829,False,-0.056245011538747024,0.6666666666666666,273934,0.0,0.0,16,0,0,10,4,2.7444444444444445,20,30,20,114.0,48.0,8,6,20,873,1.156937557971105,55.022885521058924
33,20,0,0,0,9.999999999999996,14,10.0,30.23663571915723,10,32.0,24.56937044089552,17,36.8235294117647,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.7760000000000002,44753,4,10,1.0,342.3663571915723,False,0.1735680036205795,5,0.8080000000000003,46833,7,10,1.0,457.35015444305577,False,0.01979880118795031,2,7.609000000000002,21062.0,210,0,0.0,6349.693501023018,False,-0.47480179529965527,0,0.29900000000000004,66396,80,23,1.0,2747.5496352716414,False,0.043109403217470095,1,0.7140000000000002,56682,396,10,1.0,10069.470694594625,False,-0.05005871496717955,0.6666666666666666,274216,0.0,0.0,17,0,0,8,3,1.6666666666666665,23,31,21,147.0,93.0,9,11,21,1038,1.4076252829981968,56.43051080405712
34,21,0,0,0,9.999999999999996,11,10.0,30.441907049942195,26,31.384615384615383,24.39291202408984,5,13.0,33.999999999999986,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,16,0.9360000000000002,44987,5,10,1.0,354.41907049942193,False,0.17983828461989845,0,0.8030000000000002,46585,5,20,1.0,640.0677757315077,False,0.01640447880440662,5,7.657000000000001,20404.0,228,0,0.0,6940.75480738682,False,-0.48265629271705357,0,0.29900000000000004,66773,75,20,1.0,2509.4684018067373,False,0.04707990273674175,0,0.7130000000000001,56920,386,13,1.0,9857.664041298678,False,-0.04802548876157341,0.6666666666666666,274159,0.0,0.0,18,0,0,10,3,3.0,19,29,12,129.0,83.0,8,13,12,1110,1.414640189963393,57.845150994020514
35,12,0,0,0,9.999999999999998,8,10.0,30.441907049942195,0,,23.98710440990592,21,18.285714285714285,33.999999999999986,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.9200000000000002,44907,3,20,1.0,638.8381409988439,False,0.18146340309559628,0,0.8030000000000002,46775,0,20,0.5,479.74208819811844,False,0.018784585336288934,16,7.812000000000002,20021.0,228,0,0.0,6940.75480738682,False,-0.4909556773057681,0,0.29900000000000004,66627,86,23,1.0,2844.890979251909,False,0.047414081941017344,0,0.7130000000000001,57362,376,10,1.0,9359.151258124626,False,-0.04505878759004586,0.5833333333333334,274182,0.0,0.0,13,0,0,11,2,2.0,17,28,15,93.0,48.0,6,6,15,950,1.1190716510172933,58.96422264503781
36,15,0,0,0,9.999999999999998,7,10.0,26.945670779171568,27,10.0,23.886979146746803,40,23.175,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,7,0.9900000000000002,44932,0,10,1.0,269.4567077917157,False,0.17729175428150099,1,0.8130000000000002,47428,0,0,0.0,0.0,False,0.02773684666724452,19,7.986000000000001,19247.0,255,0,0.0,6871.14604868875,False,-0.5084819921915494,0,0.29900000000000004,66572,101,25,1.0,3262.5848938214267,False,0.04978208756346426,2,0.7330000000000001,57087,381,10,1.0,9440.939054910532,False,-0.04866213844363827,0.5,273756,0.0,0.0,14,0,0,8,7,4.825925925925926,20,28,19,111.0,68.0,7,8,19,732,1.2199683180078864,60.184190963045694
37,19,0,0,0,9.999999999999998,13,10.0,27.569361652419424,20,32.0,23.69576436198877,63,22.80952380952381,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,10,1.0830000000000004,45162,3,10,1.0,305.6936165241942,False,0.18377342759305373,0,0.812,47268,0,5,0.5,118.47882180994384,False,0.02555342400331479,63,8.597000000000001,17219.0,270,0,0.0,7443.727646153245,False,-0.5462238055153718,0,0.29900000000000004,66689,106,26,1.0,3395.7510223708096,False,0.05260779004117982,1,0.7410000000000001,56172,419,10,1.0,10268.525267673294,False,-0.056376692979164734,0.5833333333333334,271000,0.0,0.0,18,0,0,13,6,5.5,21,34,22,147.0,105.0,9,10,22,1062,1.4107703769695945,61.59496134001529
38,22,0,0,0,9.999999999999998,12,10.0,27.569361652419424,0,,23.19271858489606,66,20.757575757575758,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.0730000000000004,45042,5,20,1.0,601.3872330483885,False,0.1845008781746132,0,0.812,47268,0,5,0.0,115.9635929244803,False,0.02552617223849878,66,9.194,14858.0,270,0,0.0,7443.727646153245,False,-0.5973852859695626,0,0.29900000000000004,67047,102,23,1.0,3147.657295659398,False,0.0562087864647708,0,0.74,55124,469,13,1.0,11319.385016316251,False,-0.0644200694460723,0.5,267829,0.0,0.0,18,0,0,12,4,4.0,17,29,22,180.0,96.0,10,12,22,800,1.5067433720105328,63.10170471202582
39,22,0,0,0,10.0,7,10.0,27.569361652419424,0,,22.7985666652341,36,19.0,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.0730000000000004,44972,2,30,1.0,847.0808495725827,False,0.18588141130580693,7,0.8820000000000001,47395,0,0,0.0,0.0,False,0.02702175608910462,24,9.368,14154.0,270,0,0.0,7443.727646153245,False,-0.6126405516365472,0,0.29900000000000004,66839,128,19,1.0,3564.216533149965,False,0.05621309034424088,0,0.7400000000000002,55328,459,17,1.0,11042.542099342452,False,-0.06341068740982277,0.5,267178,0.0,0.0,14,0,0,17,7,6.375,17,34,24,138.0,67.0,10,12,24,750,1.4616748499684036,64.56337956199422
40,24,0,0,0,10.0,9,10.0,27.809617167883527,16,30.0,22.159357970788445,27,14.0,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.0730000000000002,45362,1,24,1.0,677.4308120292046,False,0.19385358949881415,8,0.9550000000000001,47259,0,0,0.0,0.0,False,0.02407471613070989,19,9.534,13195.0,286,0,0.0,7953.550510014688,False,-0.6278977365214669,0,0.29900000000000004,66865,138,20,1.0,3737.9913999688056,False,0.05795064877071218,0,0.7400000000000002,55604,456,16,1.0,10648.667234679531,False,-0.062193759834078266,0.5,266775,0.0,0.0,17,0,0,8,4,4.0,26,34,22,201.0,111.0,12,12,22,1250,1.3920062549877912,65.95538581698202
41,22,0,0,0,10.0,11,10.0,28.315447915141103,20,32.0,21.945565794251177,9,14.0,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.0730000000000004,45892,2,14,1.0,416.41627081197544,False,0.20428965870966523,0,0.9470000000000003,46939,0,10,1.0,219.45565794251178,False,0.01951824193835607,9,9.605,12698.0,296,0,0.0,8381.372582881766,False,-0.6340321077524295,0,0.29900000000000004,67163,131,20,1.0,3554.8691190469044,False,0.06112814664722326,0,0.7400000000000002,55860,452,16,1.0,10463.395739001531,False,-0.05967926442609916,0.6666666666666666,267042,0.0,0.0,19,0,0,14,2,2.0,25,39,13,236.0,33.0,16,6,13,1430,1.2942849110113457,67.24967072799336
42,13,0,0,0,10.0,11,10.0,28.76939145758139,16,33.0,21.172735596149142,40,15.2,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,2,1.0930000000000002,46260,3,10,1.0,317.6939145758139,False,0.21261355687794942,0,0.9470000000000003,46541,6,15,1.0,490.20738268772544,False,0.013827331441099629,35,9.946,11437.0,296,0,0.0,8515.739871444091,False,-0.659901405570728,0,0.29900000000000004,66997,161,17,1.0,3986.810430980012,False,0.0618972927933324,0,0.7400000000000002,56098,442,19,1.0,10004.34913349792,False,-0.0595487914736419,0.6666666666666666,265823,0.0,0.0,21,0,0,7,7,6.125,19,26,13,93.0,50.0,6,7,13,920,0.9751588819781318,68.2248296099715
43,13,0,0,0,10.0,11,10.0,28.902347657000995,18,30.0,20.893561339056728,12,13.583333333333334,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,8,1.171,46490,4,10,1.0,329.02347657000996,False,0.21876989911925307,0,0.9470000000000003,46541,0,21,0.6,438.76478812019127,False,0.013269966067003822,12,10.031,10643.0,314,0,0.0,9075.337164298313,False,-0.671043846273963,0,0.29900000000000004,67473,151,13,1.0,3596.9277621975657,False,0.06622333545381308,0,0.7400000000000002,56139,444,23,1.0,10058.741234541187,False,-0.058499120853474834,0.6,265776,0.0,0.0,16,0,0,7,3,2.4444444444444446,22,29,12,115.0,48.0,7,6,12,790,1.0725643649930134,69.2973939749645
44,12,0,0,0,9.999999999999998,6,10.0,29.10523751426225,34,30.0,21.191277165458214,24,24.833333333333332,34.0,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,24,1.4030000000000002,46714,0,10,1.0,291.0523751426225,False,0.2241255534893237,0,0.9470000000000003,46941,0,11,0.0,233.10404882004036,False,0.019709457060111357,14,10.159,9298.0,348,0,0.0,10128.622654963263,False,-0.6887771663456351,0,0.29900000000000004,67343,156,13,1.0,3747.8392378114813,False,0.06538379256115594,0,0.7400000000000002,56353,443,23,1.0,10169.735784297989,False,-0.05435103061230753,0.5,265139,0.0,0.0,15,0,0,6,5,4.411764705882353,22,28,9,111.0,60.0,7,5,9,1140,1.6722881149617024,70.96968208992621
45,9,0,0,0,9.999999999999996,11,10.0,29.10523751426225,0,,21.06764770328084,5,14.0,34.0,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.3790000000000002,46604,1,20,1.0,592.104750285245,False,0.22518423132556487,0,0.9470000000000003,46941,0,11,0.0,231.74412473608925,False,0.0196947226828474,5,10.195000000000002,9213.0,348,0,0.0,10128.622654963263,False,-0.6906190663196318,0,0.29900000000000004,67785,146,10,1.0,3415.8765646790025,False,0.06963225972909386,0,0.7400000000000002,56521,438,26,1.0,10111.629694037008,False,-0.05221236517387517,0.5,265554,0.0,0.0,16,0,0,7,1,1.0,18,25,9,72.0,45.0,4,5,9,790,1.0104498770087957,71.980131966935
46,9,0,0,0,9.999999999999996,12,10.0,29.10523751426225,0,,22.217701937752977,32,31.625,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.3790000000000002,46484,3,30,1.0,903.1571254278675,False,0.22611229265187915,4,0.9870000000000001,47387,0,0,0.0,0.0,False,0.026848400797434342,17,10.360000000000001,9128.0,348,0,0.0,10128.622654963263,False,-0.6924609662936285,0,0.29900000000000004,67215,151,20,1.0,4034.8729926006995,False,0.06562262765781136,0,0.74,56079,445,36,1.0,11110.877362300074,False,-0.05132542164493779,0.5,264783,0.0,0.0,8,0,0,5,2,1.8,24,29,12,108.0,9.0,6,3,12,500,1.1231890859780833,73.10332105291309
47,12,0,0,0,9.999999999999998,8,10.0,29.184093468875226,16,30.0,23.43507636793342,67,28.238805970149254,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.3790000000000002,46884,1,24,1.0,710.4182432530054,False,0.23404412543433917,20,1.1830000000000003,47337,0,0,0.0,0.0,False,0.0257649302244951,47,10.813000000000002,8413.0,364,0,0.0,10623.010022670582,False,-0.7025980538412219,0,0.29900000000000004,66615,156,30,1.0,4675.871913397614,False,0.0613205676045316,0,0.7400000000000002,54787,487,46,1.0,12976.882191183575,False,-0.05685109674472772,0.5,262526,0.0,0.0,6,0,0,14,3,3.0,17,31,12,138.0,21.0,10,2,12,560,1.2378292109933682,74.34115026390646
48,12,0,0,0,9.999999999999996,10,10.0,29.184093468875226,0,,24.377924960481177,18,40.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.3790000000000002,46784,1,34,1.0,1002.2591779417577,False,0.23524371967008564,18,1.3430000000000002,47499,0,0,0.0,0.0,False,0.029275374880818238,0,10.766000000000004,8413.0,364,0,0.0,10623.010022670582,False,-0.7025980538412219,0,0.29900000000000004,66615,146,40,1.0,4919.177044230251,False,0.0631930385586222,0,0.7400000000000002,54067,495,56,1.0,13971.072855438182,False,-0.06028203562131033,0.5,261868,0.0,0.0,5,0,0,10,1,1.0,18,28,16,108.0,63.0,6,6,16,100,1.1015918119810522,75.44274207588751
49,16,0,0,0,9.999999999999996,11,10.0,29.31973605452057,12,31.166666666666668,24.51369925302388,26,26.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.3790000000000002,47048,2,32,1.0,958.2315537446582,False,0.24156519793292391,0,1.3250000000000002,47499,0,0,0.0,0.0,False,0.029275374880818238,26,11.026,7909.0,376,0,0.0,11024.220756499733,False,-0.7091724369799369,0,0.29900000000000004,66615,136,50,1.0,5033.863098411248,False,0.06407565991789345,0,0.7400000000000002,53391,511,66,1.0,14770.500318295202,False,-0.06453462175579733,0.5,260952,0.0,0.0,9,0,0,10,1,1.0,18,28,20,126.0,87.0,7,9,20,484,1.2537751970230602,76.69651727291057
50,20,0,0,0,9.999999999999996,10,10.0,29.60989055264665,20,31.9,24.483510813961804,34,24.235294117647058,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.3790000000000002,47586,2,22,1.0,671.4175921582263,False,0.251873270534982,5,1.3750000000000002,47184,1,10,1.0,274.4449986922647,False,0.025423041071035258,29,11.290000000000001,7076.0,385,0,0.0,11399.807862768961,False,-0.7231536809529235,0,0.29900000000000004,66355,136,60,1.0,5369.757470698805,False,0.06265878704227243,0,0.7400000000000002,52827,525,76,1.0,15437.843177329947,False,-0.06807982901591565,0.6666666666666666,259518,0.0,0.0,10,0,0,13,4,4.0,13,26,18,126.0,99.0,7,13,18,738,1.3116273549967445,78.00814462790731
51,18,0,0,0,9.999999999999996,8,10.0,29.674885423905863,32,30.0,24.28358942116888,5,13.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,10,1.4790000000000003,48216,0,10,1.0,296.74885423905863,False,0.2634371584931957,0,1.37,46704,7,20,1.0,693.3959863907187,False,0.01956093423756958,5,11.311000000000003,6506.0,401,0,0.0,11899.629054986252,False,-0.7300898299494425,0,0.29900000000000004,66355,126,70,1.0,5439.732267067278,False,0.06319731154140647,0,0.7400000000000002,52762,520,86,1.0,15551.466499007818,False,-0.06820586357333638,0.6666666666666666,259033,0.0,0.0,5,0,0,18,2,1.625,16,34,15,168.0,39.0,10,8,15,560,1.3524670699844137,79.36061169789173
52,15,0,0,0,9.999999999999996,10,10.0,29.674885423905863,0,,24.088440518609225,5,14.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.4690000000000003,48116,0,20,1.0,593.4977084781173,False,0.26470085826120837,0,1.37,46704,0,27,0.7,650.3878940024491,False,0.01909495421256007,5,11.356000000000003,6421.0,401,0,0.0,11899.629054986252,False,-0.7319317299234391,0,0.29900000000000004,66355,116,80,1.0,5514.25910015867,False,0.06377086841538787,0,0.7400000000000002,52692,515,96,1.0,15669.54686708375,False,-0.06837455658018626,0.6166666666666667,258778,0.0,0.0,7,0,0,14,1,1.0,14,28,11,96.0,54.0,7,8,11,100,1.1891851660329849,80.54979686392471
53,11,0,0,0,9.999999999999996,14,10.0,29.91600217805691,20,32.0,23.65998860054981,10,13.5,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.4690000000000003,48616,4,10,1.0,339.1600217805691,False,0.27444043915596356,0,1.37,46384,0,37,1.0,875.4195782203429,False,0.01459889462403946,10,11.451000000000002,5891.0,411,0,0.0,12295.47689518139,False,-0.7391276231344653,0,0.29900000000000004,66355,106,90,1.0,5567.95879165828,False,0.06418414006417124,0,0.7400000000000002,52557,515,106,1.0,15788.894129283151,False,-0.06953397674827114,0.6666666666666666,258293,0.0,0.0,9,0,0,12,2,2.0,15,27,13,75.0,48.0,5,6,13,780,1.1320935239782557,81.68189038790297
54,13,0,0,0,9.999999999999996,12,10.0,29.91600217805691,0,,23.97526555863732,5,38.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.4690000000000003,48496,6,20,1.0,658.3200435611382,False,0.27547439973303467,0,1.37,46574,0,32,0.0,767.2084978763943,False,0.017543647589022153,0,11.441000000000003,5891.0,411,0,0.0,12295.47689518139,False,-0.7391276231344653,0,0.29900000000000004,66165,101,100,1.0,5821.501821422369,False,0.06321092999293793,0,0.74,52557,505,116,1.0,16051.509107111848,False,-0.06751289763493473,0.5,258173,0.0,0.0,6,0,0,19,0,0.0,9,28,14,93.0,37.0,6,7,14,310,1.1672026599990204,82.84909304790199
55,14,0,0,0,9.999999999999996,10,10.0,29.91600217805691,0,,23.737393759191235,5,14.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.4690000000000003,48396,6,30,1.0,957.4800653417074,False,0.27676959332995954,0,1.37,46644,0,27,0.0,640.9096314981633,False,0.017692095339973107,0,11.441000000000003,5891.0,411,0,0.0,12295.47689518139,False,-0.7391276231344653,0,0.29900000000000004,66165,91,110,1.0,5900.1028320864025,False,0.06381584164822002,0,0.7400000000000002,52487,500,126,1.0,16152.696879595618,False,-0.06781159568720758,0.5,258073,0.0,0.0,8,0,0,21,0,0.0,5,26,15,87.0,39.0,6,8,15,170,1.1785909300087951,84.02768397791078
56,15,0,0,0,9.999999999999996,10,10.0,29.980604191457747,11,31.0,25.342399559320494,50,31.4,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.4690000000000003,48637,6,29,1.0,929.4375215522747,False,0.2826990271885093,0,1.37,47624,0,2,0.0,50.68479911864099,False,0.03253320619657013,25,11.691000000000003,5235.0,422,0,0.0,12651.81496879517,False,-0.7494819388836443,0,0.29900000000000004,65185,106,120,1.0,6766.294353287973,False,0.055397915569640584,0,0.7400000000000002,51897,515,136,1.0,17675.335773050054,False,-0.06517465427319138,0.5,257068,0.0,0.0,9,0,0,22,2,2.0,7,29,21,119.0,66.0,8,7,21,1421,1.155595266027376,85.18327924393816
57,21,0,0,0,9.999999999999996,10,10.0,30.095265500931923,10,32.0,27.032463355859356,28,40.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.4690000000000003,48857,6,29,1.0,932.7626995270258,False,0.2884895859394857,26,1.6300000000000003,47728,0,0,0.0,0.0,False,0.03423767010487995,0,11.666000000000002,4915.0,432,0,0.0,13001.154696402591,False,-0.7526311574022428,0,0.29900000000000004,64465,114,130,1.0,7501.7008225679665,False,0.04997537920060317,0,0.7400000000000002,51497,515,146,1.0,18885.71862826757,False,-0.062016356814268585,0.5,255952,0.0,0.0,7,0,0,20,2,1.8888888888888888,10,30,16,176.0,58.0,12,9,16,420,1.310043111036066,86.49332235497423
58,16,0,0,0,9.999999999999996,6,10.0,30.192106776978065,19,31.0,27.17283594589442,25,28.4,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.4690000000000003,49386,2,20,1.0,623.8421355395612,False,0.29827380009847904,10,1.7040000000000004,47329,4,10,1.0,392.49678656685643,False,0.02984416211500887,15,11.816000000000003,4560.0,437,0,0.0,13193.950661539415,False,-0.7582349109220398,0,0.29900000000000004,64015,119,140,1.0,7993.567477561436,False,0.046834393922958996,0,0.7400000000000002,51237,515,156,1.0,19298.010512135625,False,-0.0628452761152578,0.6666666666666666,255017,0.0,0.0,6,0,0,17,4,4.0,11,28,15,138.0,37.0,10,6,15,649,1.1222591010155156,87.61558145598974
59,15,0,0,0,9.999999999999996,9,10.0,30.171687703395488,19,30.0,27.17283594589442,0,,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.4690000000000003,49866,1,11,1.0,341.88856473735035,False,0.3071302059134973,0,1.6940000000000004,47329,0,14,0.4,380.4197032425219,False,0.029713310471120406,0,11.801000000000004,3990.0,456,0,0.0,13758.289592748342,False,-0.7644720292022587,0,0.29900000000000004,64015,109,150,1.0,8061.839118102492,False,0.04735981097217502,0,0.7400000000000002,51237,505,166,1.0,19366.282152676682,False,-0.062319859066041663,0.5666666666666667,254927,0.0,0.0,6,0,0,18,0,0.0,13,31,16,129.0,66.0,8,7,16,660,1.1821755970013328,88.79775705299107
60,16,0,0,0,9.999999999999996,10,10.0,30.155279525545215,17,30.0,26.879060819931194,5,14.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,6,1.5290000000000004,50126,1,10,1.0,311.55279525545217,False,0.31352602919612665,0,1.6940000000000004,47329,0,14,0.0,376.3068514790367,False,0.029668748932554345,5,11.851000000000003,3395.0,473,0,0.0,14263.447215582886,False,-0.7718920948298639,0,0.29900000000000004,63945,104,160,1.0,8235.422325272844,False,0.04761826659847651,0,0.7400000000000002,51237,495,176,1.0,19289.135105865942,False,-0.06291358104737683,0.5,254522,0.0,0.0,7,0,0,24,2,1.3529411764705883,8,32,13,154.0,38.0,10,6,13,100,1.1996470100129955,89.99740406300407
61,13,0,0,0,9.999999999999996,9,10.0,30.27388178260373,11,32.0,26.63129240768749,19,24.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,1,1.5330000000000001,50363,0,10,1.0,302.7388178260373,False,0.3196021266696192,0,1.6940000000000004,47307,1,14,1.0,403.1119754902286,False,0.02948244751116226,9,11.936000000000003,3214.0,473,0,0.0,14319.546083171565,False,-0.7752064435818284,0,0.29900000000000004,63745,99,170,1.0,8416.497948361062,False,0.045933429392179856,0,0.7400000000000002,50981,499,186,1.0,19613.014911436057,False,-0.0643613499404635,0.6666666666666666,254100,0.0,0.0,7,0,0,15,3,2.090909090909091,10,25,10,108.0,51.0,6,7,10,420,1.0835782409994863,91.08098230400356
62,10,0,0,0,9.999999999999998,10,10.0,30.27388178260373,0,,25.822053372413734,18,16.88888888888889,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.532,50263,0,20,1.0,605.4776356520746,False,0.32094406525146385,0,1.6940000000000004,47437,0,10,0.1,258.22053372413734,False,0.030729614866561197,13,12.057000000000002,2929.0,473,0,0.0,14319.546083171565,False,-0.7813822258475821,0,0.29900000000000004,63675,94,180,1.0,8547.27301700689,False,0.04586243452267156,0,0.74,50747,502,196,1.0,19626.670792951692,False,-0.06785797231793866,0.5166666666666667,253541,0.0,0.0,8,0,0,22,2,2.0,7,29,16,57.0,48.0,4,6,16,230,1.104311723029241,92.1852940270328
63,16,0,0,0,9.999999999999996,12,10.0,29.391004371664593,28,24.535714285714285,24.872661454204582,38,20.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,8,1.612,50630,2,10,1.0,313.91004371664593,False,0.32672296295345676,0,1.694,47108,9,15,1.0,637.6089611580501,False,0.027710940465004483,33,12.374000000000002,1876.0,482,0,0.0,14166.464107142334,False,-0.8058587142764332,0,0.29900000000000004,63605,89,190,1.0,8673.666869424207,False,0.04575772190909662,0,0.7400000000000002,50057,525,206,1.0,20062.147263457406,False,-0.07512700469872245,0.6666666666666666,251766,0.0,0.0,8,0,0,23,5,4.421052631578947,6,29,13,144.0,69.0,8,8,13,478,1.304069698031526,93.48936372506432
64,13,0,0,0,9.999999999999998,10,10.0,28.687000850271815,15,21.0,24.872661454204582,0,,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,5,1.6540000000000004,50720,2,10,1.0,306.8700085027182,False,0.3289821056491996,0,1.6940000000000004,46793,14,25,1.0,1023.4345482589199,False,0.02506538255459529,0,12.341000000000001,1876.0,482,0,0.0,13827.134409831015,False,-0.8095352516920449,0,0.29900000000000004,63605,79,200,1.0,8764.940254882162,False,0.0464601598830377,0,0.7400000000000002,50057,515,216,1.0,20153.42064891536,False,-0.07442456672478137,0.6666666666666666,251541,0.0,0.0,5,0,0,21,1,0.3333333333333333,9,30,18,147.0,27.0,9,4,18,100,1.2380847060121596,94.72744843107648
65,18,0,0,0,10.0,14,10.0,28.73185747217397,12,29.333333333333332,25.214897497556834,15,30.0,34.0,0,,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,2,1.669,50881,6,10,1.0,347.3185747217397,False,0.3337162823239516,0,1.694,47162,5,25,1.0,774.0317247997907,False,0.030359189182627505,5,12.391000000000004,1450.0,493,0,0.0,14164.805733781768,False,-0.8151078515452265,0,0.29900000000000004,63535,74,210,1.0,9005.902414819206,False,0.04723716245300987,0,0.7400000000000002,49677,515,226,1.0,20669.67221124177,False,-0.07630044935860363,0.6666666666666666,251195,0.0,0.0,11,0,0,19,3,2.090909090909091,11,30,15,129.0,44.0,8,10,15,520,1.2575786740053445,95.98502710508183
66,15,0,0,0,10.0,10,10.0,28.853187673664458,6,32.0,25.832980464119846,30,30.0,34.0,1,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,1.667,50973,6,14,1.0,463.9446274313024,False,0.33764295490375273,0,1.6940000000000004,47350,1,25,1.0,674.6776992766606,False,0.03335656690730534,20,12.586,1218.0,493,0,0.0,14224.621523116577,False,-0.8194870685282507,0,0.29900000000000004,63345,69,220,1.0,9262.47565202427,False,0.046287272791825845,0,0.7400000000000002,49001,530,235,1.0,21681.47964598352,False,-0.07891856388444089,0.6666666666666666,250377,0.0,0.0,11,0,0,20,2,2.0,10,30,22,111.0,39.0,7,8,22,706,1.2281481970567256,97.21317530213855
