index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
77,22,0,0,0,10.0,20,10.0,13.23819159691286,5,7.0,31.683363441998083,0,,38.0,20,38.0,0,9.056000000000003,14450,756,0,0.0,7560.0,False,-0.4584880439625724,0,0.2,37790,30,89,1.0,1478.1990521252444,False,0.14448535648485436,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.34400000000000003,57071,898,26,1.0,12711.663503519698,False,0.10827942952577053,0,2.6390000000000002,87376,4,16,1.0,734.7334537679924,False,-0.037637875219259743,10,7.275000000000001,66454,489,0,0.0,15493.164723137063,False,-0.1861740349704575,0.5,320843,0.0,0.0,16,0,0,6,5,5.0,28,34,24,153.0,108.0,11,11,24,615,1.3108118660165928,105.74193629377987
78,24,0,0,0,10.0,20,10.0,13.399026749119468,29,14.413793103448274,30.63083715140184,8,12.0,38.0,20,38.0,5,9.106000000000002,14310,765,0,0.0,7650.0,False,-0.4613099658398931,0,0.2,38063,31,75,1.0,1314.9270061839602,False,0.15016971641443583,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.3440000000000001,56749,917,28,1.0,13144.570969181805,False,0.10643518232729167,0,2.6390000000000007,87680,0,12,0.4,456.0,False,-0.03583219084178777,12,7.385000000000002,66166,497,0,0.0,15223.526064246713,False,-0.19081148305869636,0.39999999999999997,320670,0.0,0.0,18,0,0,7,7,7.0,25,32,24,183.0,84.0,11,13,24,983,1.2309151819790713,106.97285147575894
79,24,0,0,0,10.0,20,10.0,13.130116378975359,10,8.0,30.63083715140184,0,,37.99999999999999,20,38.0,5,9.151000000000002,14145,777,0,0.0,7770.0,False,-0.46442893212535274,0,0.2,38023,29,80,1.0,1340.4093103180287,False,0.14936000757935594,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.3440000000000001,56669,917,38,1.0,13204.288531273674,False,0.1055590471018144,3,2.6690000000000005,88111,0,0,0.0,0.0,False,-0.03360570331779545,5,7.423000000000003,66115,497,0,0.0,15223.526064246713,False,-0.1913708469194038,0.3333333333333333,320765,0.0,0.0,16,0,0,11,6,5.666666666666666,21,32,23,204.0,63.0,13,11,23,658,1.4316915380186401,108.40454301377758
80,23,0,0,0,10.0,20,10.0,12.711347396651997,15,7.666666666666667,29.17907200459527,25,21.36,37.99999999999999,20,38.0,15,9.296000000000003,13850,787,0,0.0,7870.0,False,-0.47170652012475867,0,0.2,37923,29,90,1.0,1434.0212656986796,False,0.14777990889200482,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.3440000000000001,57088,922,23,1.0,12390.980955818832,False,0.1057747768287509,11,2.7760000000000007,87502,7,10,1.0,584.2535040321668,False,-0.037081143383426635,9,7.508000000000001,65894,505,0,0.0,14735.43136232061,False,-0.19647144852031473,0.5,319959,0.0,0.0,13,0,0,9,14,14.0,23,32,24,146.0,138.0,12,11,24,734,1.215216055046767,109.61975906882435
81,24,0,0,0,10.0,20,10.0,13.226316325605026,19,18.0,29.17907200459527,0,,37.99999999999999,20,38.0,5,9.331000000000003,13680,799,0,0.0,7990.0,False,-0.47497400861428785,0,0.2,38150,27,86,1.0,1407.4632040020322,False,0.1541283707708605,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.34400000000000003,56746,931,33,1.0,13276.609875289923,False,0.10753634348497228,1,2.775000000000001,87875,0,7,0.7,265.99999999999994,False,-0.03473539895804771,9,7.589000000000002,65773,505,0,0.0,14735.43136232061,False,-0.1977985666996402,0.45,319926,0.0,0.0,16,0,0,5,6,5.5,16,21,23,168.0,99.0,11,13,23,849,1.1895125049632043,110.80927157378756
82,23,0,0,0,10.0,20,10.0,12.877170109480684,30,10.833333333333334,29.975699226649954,19,36.0,37.99999999999999,20,38.0,25,9.576000000000002,13325,808,0,0.0,8080.0,False,-0.48418238526659735,0,0.2,38080,28,91,1.0,1451.8224799627421,False,0.15270789365754842,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.3440000000000001,57105,951,24,1.0,12965.605555555729,False,0.1110921331081227,2,2.7940000000000005,88127,0,0,0.0,0.0,False,-0.033430216616397036,11,7.690000000000001,64920,524,0,0.0,15707.266394764576,False,-0.20182469758834898,0.3333333333333333,319259,0.0,0.0,18,0,0,9,9,9.0,13,22,15,189.0,60.0,13,10,15,1190,1.2022631040308625,112.01153467781842
83,15,0,0,0,10.0,20,10.0,13.916922452785935,29,20.551724137931036,29.975699226649954,0,,38.0,20,38.0,3,9.581000000000003,13218,816,0,0.0,8160.0,False,-0.4861725828011288,0,0.2,38532,30,75,1.0,1343.7691839589452,False,0.1645294695374861,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.3440000000000001,56509,970,34,1.0,14518.588552908455,False,0.11424592480262492,7,2.862000000000001,88046,0,0,0.0,0.0,False,-0.03431861804222649,13,7.809000000000003,64695,524,0,0.0,15707.266394764576,False,-0.20429247932676411,0.3333333333333333,318702,0.0,0.0,11,0,0,6,11,11.0,10,16,11,81.0,55.0,7,8,11,772,0.8595225580502301,112.87105723586865
84,11,0,0,0,10.0,20,10.0,13.919024110491014,5,14.0,29.975699226649954,0,,38.0,13,38.0,0,9.578000000000003,13068,831,0,0.0,8310.0,False,-0.4884004158621714,0,0.2,38552,25,80,1.0,1363.5219288392811,False,0.16541693047436928,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.3440000000000001,56439,965,44,1.0,14750.789032596427,False,0.11505145057309475,0,2.855000000000001,88046,0,0,0.0,0.0,False,-0.03431861804222649,13,7.926000000000002,64465,524,0,0.0,15707.266394764576,False,-0.20681510065936626,0.3333333333333333,318272,0.0,0.0,12,0,0,3,7,7.0,2,5,11,45.0,18.0,5,6,11,270,0.7417897340492345,113.61284696991788
85,11,0,0,0,10.0,20,10.0,13.921237983153421,5,14.0,30.207655063021832,5,37.0,37.99999999999999,17,38.0,5,9.628000000000004,12973,839,0,0.0,8390.0,False,-0.490034160106936,0,0.2,38432,27,90,1.0,1522.911418483808,False,0.164219685407453,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.34400000000000003,56554,960,49,1.0,14844.563561915355,False,0.11788016391678631,7,2.9250000000000007,87969,0,0,0.0,0.0,False,-0.03516314779270634,10,8.013000000000002,64135,529,0,0.0,15979.84952833855,False,-0.2089396790329665,0.3333333333333333,317765,0.0,0.0,10,0,0,7,10,10.0,2,9,10,119.0,6.0,9,2,10,385,0.9538384689949453,114.56668543891283
86,10,0,0,0,10.0,20,10.0,14.547340996979175,20,19.7,30.619921606754396,11,35.72727272727273,37.99999999999999,12,38.0,3,9.653000000000002,12873,846,0,0.0,8460.0,False,-0.4919649487598396,0,0.2,38675,30,83,1.0,1507.4293027492715,False,0.17120792072997576,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.3440000000000001,56553,970,48,1.0,15580.67700419401,False,0.12429387562636732,0,2.918000000000001,87766,0,6,0.6,227.99999999999994,False,-0.03613929256923499,12,8.123000000000001,63751,534,0,0.0,16351.038138006847,False,-0.21111577659442368,0.43333333333333335,317320,0.0,0.0,15,0,0,2,7,7.0,1,3,15,54.0,36.0,3,7,15,966,0.8206960590323433,115.38738149794517
87,15,0,0,0,10.0,20,10.0,14.369897567434693,4,7.0,28.44382417648168,19,13.263157894736842,37.999999999999986,12,38.0,4,9.690000000000001,12731,856,0,0.0,8560.0,False,-0.49469775731471854,0,0.2,38575,30,93,1.0,1636.4004737714265,False,0.17015298490674927,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.3440000000000001,56777,964,39,1.0,14961.89039788983,False,0.12280176828490154,0,2.918,87766,0,6,0.0,227.99999999999991,False,-0.03613929256923499,12,8.231000000000002,63298,553,0,0.0,15729.434769594369,False,-0.21949309147466756,0.3333333333333333,316849,0.0,0.0,12,0,0,6,9,9.0,1,7,17,96.0,54.0,7,8,17,452,1.0590361999929883,116.44641769793816
88,17,0,0,0,10.0,20,10.0,14.455380195876886,2,21.0,29.665909877461363,20,38.0,37.999999999999986,11,38.0,0,9.686000000000002,12631,866,0,0.0,8660.0,False,-0.4961829793554136,0,0.2,38517,30,101,1.0,1759.9933997835656,False,0.17026575671741515,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.3440000000000001,57495,956,29,1.0,14679.654853704682,False,0.13288183517127972,0,2.918000000000001,87386,0,16,1.0,607.9999999999998,False,-0.038223197148341104,11,8.329,62742,563,0,0.0,16701.907261010747,False,-0.22025825466953247,0.5,316473,0.0,0.0,15,0,0,5,7,7.0,5,10,21,150.0,96.0,10,7,21,1002,1.1926264160429128,117.63904411398107
89,21,0,0,0,10.0,20,10.0,14.970493538437054,31,17.29032258064516,30.778766883999243,30,36.0,37.99999999999999,10,38.0,14,9.826000000000002,12469,878,0,0.0,8780.0,False,-0.4992128323184316,0,0.2,38777,28,94,1.0,1687.2263926130831,False,0.17690815970017948,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,1,0.35400000000000004,58009,977,10,1.0,14933.959855892994,False,0.14408491923722686,0,2.918,86306,20,26,1.0,1603.5753376799846,False,-0.044608854742637795,10,8.418000000000001,62601,563,0,0.0,17328.445755691573,False,-0.21836881954652285,0.5,315864,0.0,0.0,11,0,0,4,7,6.033333333333333,6,10,26,169.0,93.0,10,11,26,540,1.1082148969871923,118.74725901096826
90,26,0,0,0,10.0,20,10.0,14.829841976245655,20,13.75,30.778766883999243,0,,37.999999999999986,14,38.0,5,9.862000000000002,12354,885,0,0.0,8850.0,False,-0.5015891875835438,0,0.2,38882,31,89,1.0,1629.8559358858633,False,0.17917504731747902,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57734,987,20,1.0,15252.629368234448,False,0.14206385958618256,0,2.918000000000001,86306,10,36,1.0,1675.787668839992,False,-0.0442128452490266,14,8.548000000000002,62343,563,0,0.0,17328.445755691573,False,-0.2211985426065722,0.5,315321,0.0,0.0,14,0,0,7,8,8.0,7,14,18,207.0,126.0,14,12,18,435,1.2977718719630502,120.04503088293131
91,18,0,0,0,10.0,20,10.0,14.388799788800645,10,7.5,30.778766883999243,0,,37.99999999999998,12,38.0,10,9.957000000000003,12139,895,0,0.0,8950.0,False,-0.5064904203178375,0,0.2,38782,31,99,1.0,1734.4911790912638,False,0.17775866893051032,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57659,987,30,1.0,15125.108398066215,False,0.13963924862892035,0,2.918,86306,0,46,1.0,1747.999999999999,False,-0.04381683575541541,12,8.654,62142,563,0,0.0,17328.445755691573,False,-0.22340309429288974,0.5,314730,0.0,0.0,10,0,0,8,9,9.0,3,11,17,153.0,81.0,11,7,17,200,1.1012868949910626,121.14631777792238
92,17,0,0,0,10.0,20,10.0,14.182141901160596,5,8.0,30.778766883999243,0,,37.99999999999998,11,38.0,5,9.997000000000003,11994,905,0,0.0,9050.0,False,-0.5093123421951582,0,0.2,38682,31,109,1.0,1855.853467226505,False,0.17659072430159675,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57619,982,40,1.0,15158.014022299676,False,0.13922780029966514,0,2.918000000000001,86306,0,46,0.0,1747.999999999999,False,-0.04381683575541541,11,8.752,61967,563,0,0.0,17328.445755691573,False,-0.22532248008943484,0.3333333333333333,314270,0.0,0.0,9,0,0,6,8,8.0,3,9,14,148.0,99.0,9,8,14,200,0.9730645410018042,122.11938231892418
93,14,0,0,0,10.0,20,10.0,13.310814834075886,20,7.25,30.97480148222162,5,37.0,37.99999999999998,10,38.0,15,10.142000000000003,11664,918,0,0.0,9180.0,False,-0.5171840190108421,0,0.2,38647,28,114,1.0,1797.4328910846511,False,0.17468339359995028,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57659,992,45,1.0,14598.194382103253,False,0.13503577129218283,0,2.918000000000001,86121,0,51,0.5,1937.9999999999989,False,-0.044803948450781464,10,8.841000000000001,61819,563,0,0.0,17438.81323449077,False,-0.22634048130249093,0.4166666666666667,313612,0.0,0.0,13,0,0,5,8,8.0,2,7,15,101.0,36.0,7,7,15,420,0.9323137330356985,123.05169605195988
94,15,0,0,0,10.0,20,10.0,12.74406841383888,15,7.333333333333333,31.249669155004316,11,34.81818181818182,37.99999999999998,8,38.0,15,10.277000000000003,11354,929,0,0.0,9290.0,False,-0.5247586514183871,0,0.2,38557,27,124,1.0,1850.2644833160211,False,0.17279466037896948,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57932,997,44,1.0,14080.821651417555,False,0.13528587848521367,0,2.918000000000001,85936,0,56,0.5,2127.9999999999986,False,-0.04579106114614752,8,8.911000000000001,61517,569,0,0.0,17781.061749197455,False,-0.22777591582562404,0.4166666666666667,312998,0.0,0.0,12,0,0,4,8,8.0,3,7,15,111.0,54.0,7,8,15,583,0.8220794060034677,123.87377545796335
95,15,0,0,0,10.0,20,10.0,12.858428640082295,2,21.0,31.450129271629066,5,37.0,37.99999999999998,12,38.0,0,10.262000000000002,11264,938,0,0.0,9380.0,False,-0.5260953512550126,0,0.2,38489,28,132,1.0,1977.312580490863,False,0.17266170474514872,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,58075,989,49,1.0,14258.042259351214,False,0.13933288711647054,0,2.918,85936,0,56,0.0,2127.9999999999986,False,-0.04579106114614752,12,9.023,61139,574,0,0.0,18052.374201915085,False,-0.23043392266566998,0.3333333333333333,312605,0.0,0.0,12,0,0,6,6,6.0,3,9,20,147.0,33.0,9,6,20,427,0.8987037950428203,124.77247925300617
96,20,0,0,0,10.0,20,10.0,13.727308639854362,40,16.55,31.923792992929084,15,36.0,37.99999999999997,7,38.0,23,10.491999999999999,11105,947,0,0.0,9470.0,False,-0.5294816575077974,0,0.2,38719,29,125,1.0,2005.9135799817952,False,0.17991851448064441,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57953,1019,44,1.0,15392.774395700473,False,0.1471149257006857,0,2.918000000000001,85396,5,66,1.0,2667.6189649646435,False,-0.0487544888129167,7,9.081000000000001,61054,574,0,0.0,18324.257177941294,False,-0.22987520055968577,0.5,311929,0.0,0.0,12,0,0,6,5,5.0,5,11,23,158.0,57.0,11,9,23,1080,1.02616303099785,125.79864228400402
97,23,0,0,0,10.0,20,10.0,14.3236039908493,21,18.666666666666668,32.55376978532322,15,38.0,37.99999999999997,10,38.0,5,10.519000000000002,10970,956,0,0.0,9560.0,False,-0.5321550571810486,0,0.2,38961,30,119,1.0,2004.5088749110666,False,0.1870861261682916,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,58131,1030,39,1.0,16022.909132202385,False,0.15573046594620293,0,2.918,84826,10,76,1.0,3213.53769785323,False,-0.05201240637316573,10,9.174000000000001,60905,574,0,0.0,18685.863856775526,False,-0.22952638411420065,0.5,311495,0.0,0.0,14,0,0,6,7,7.0,7,13,22,189.0,105.0,13,10,22,1122,1.106833869998809,126.90547615400283
98,22,0,0,0,10.0,20,10.0,13.741556063984913,15,7.666666666666667,32.94220570496457,10,38.0,37.99999999999998,15,38.0,15,10.664000000000001,10685,965,0,0.0,9650.0,False,-0.539284122976385,0,0.2,38851,31,129,1.0,2082.660732254054,False,0.1849793662892329,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,58396,1035,39,1.0,15507.256548718004,False,0.15585581468388954,0,2.918000000000001,84826,0,86,1.0,3267.999999999998,False,-0.05171373731834385,15,9.314000000000002,60234,584,0,0.0,19238.24813169931,False,-0.23385660470688616,0.5,310694,0.0,0.0,11,0,0,5,11,11.0,7,12,21,171.0,135.0,12,10,21,580,1.0532819780055434,127.95875813200837
99,21,0,0,0,10.0,20,10.0,13.935793445435367,31,14.903225806451609,32.94220570496457,0,,37.99999999999998,10,38.0,15,10.799000000000003,10365,977,0,0.0,9770.0,False,-0.5470072775879994,0,0.2,39123,29,123,1.0,2004.1025937885502,False,0.19189221140336488,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57934,1056,49,1.0,16330.365957923012,False,0.15497436622333566,0,2.918,84826,0,86,0.0,3267.999999999998,False,-0.05171373731834385,10,9.399000000000003,60084,584,0,0.0,19238.24813169931,False,-0.23550179253249626,0.3333333333333333,310034,0.0,0.0,10,0,0,7,8,8.0,5,12,20,171.0,102.0,12,9,20,552,1.1201638779602945,129.07892200996866
100,20,0,0,0,10.0,20,10.0,13.110221379235892,25,7.6,33.13497418890488,5,38.0,37.999999999999986,14,38.0,20,10.984000000000002,9975,986,0,0.0,9860.0,False,-0.5572553096687954,0,0.2,39053,30,128,1.0,1978.1083365421941,False,0.1894268281084538,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57934,1071,54,1.0,15830.335703362503,False,0.1506057636149092,0,2.918000000000001,84826,0,86,0.0,3267.9999999999986,False,-0.05171373731834385,14,9.529000000000002,59635,589,0,0.0,19516.499797264973,False,-0.2389004672483412,0.3333333333333333,309125,0.0,0.0,13,0,0,6,12,12.0,8,14,24,192.0,63.0,14,6,24,430,1.1862358020152897,130.26515781198395
101,24,0,0,0,10.0,20,10.0,12.255123531655526,30,7.333333333333333,33.43676551834598,10,37.0,37.99999999999998,6,38.0,20,11.164000000000001,9585,995,0,0.0,9950.0,False,-0.5675033417495916,0,0.2,39013,31,128,1.0,1878.6558120519073,False,0.18676155966214025,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,58084,1091,54,1.0,15175.925111026861,False,0.14750939289731654,0,2.918000000000001,84826,0,86,0.0,3267.999999999998,False,-0.05171373731834385,6,9.575000000000001,59201,599,0,0.0,20028.62254548924,False,-0.24085208365511804,0.3333333333333333,308411,0.0,0.0,13,0,0,9,7,7.0,5,14,24,222.0,106.0,14,10,24,640,1.2685249979840592,131.533682809968
102,24,0,0,0,10.0,20,10.0,12.114540515620304,58,11.672413793103448,33.58490951915245,5,37.0,37.999999999999986,14,38.0,58,11.724000000000002,8269,1007,0,0.0,10070.0,False,-0.6048121194118521,0,0.2,38933,29,138,1.0,1961.8065911556018,False,0.18562017809528597,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57592,1139,59,1.0,15779.97130892152,False,0.14418985941745172,0,2.918000000000001,84641,0,91,0.5,3457.9999999999986,False,-0.0527008500137099,14,9.709000000000001,58949,599,0,0.0,20117.360801972314,False,-0.24312936220470358,0.4166666666666667,306086,0.0,0.0,10,0,0,9,12,12.0,5,14,25,207.0,90.0,14,10,25,385,1.2131459949887358,132.74682880495675
103,25,0,0,0,10.0,20,10.0,12.334656233155757,31,13.870967741935484,33.58490951915245,0,,37.999999999999986,12,38.0,15,11.816,7959,1018,0,0.0,10180.0,False,-0.612386751819397,0,0.2,39163,28,132,1.0,1908.17462277656,False,0.1916556456672591,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57162,1160,69,1.0,16625.5599872822,False,0.1440639523613682,0,2.918,84755,0,88,0.0,3343.9999999999986,False,-0.052075678639978064,9,9.785000000000002,58834,599,0,0.0,20117.360801972314,False,-0.24439067287100463,0.3333333333333333,305575,0.0,0.0,14,0,0,8,6,6.0,6,14,24,238.0,92.0,14,11,24,634,1.2055241389898583,133.9523529439466
104,24,0,0,0,10.0,20,10.0,12.23944338957443,5,8.0,33.7825506716762,11,35.72727272727273,37.999999999999986,9,38.0,5,11.851,7844,1025,0,0.0,10250.0,False,-0.6147631070845091,0,0.2,39033,31,142,1.0,2048.000961319569,False,0.1898707999601897,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57515,1155,68,1.0,16433.77056063245,False,0.14855644382869526,0,2.918000000000001,84565,0,93,0.5,3533.9999999999986,False,-0.053117630929531125,9,9.866000000000001,58512,605,0,0.0,20438.4431563641,False,-0.24616154013510222,0.4166666666666667,305171,0.0,0.0,14,0,0,11,5,5.0,4,15,20,215.0,87.0,15,9,20,593,1.1170284519903362,135.06938139593694
105,20,0,0,0,10.0,20,10.0,12.62942283854056,24,15.958333333333334,33.7825506716762,0,,37.999999999999986,20,38.0,10,11.946000000000003,7599,1038,0,0.0,10380.0,False,-0.6201099064310114,0,0.2,39271,28,138,1.0,2022.8603517185973,False,0.19656706299893953,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57132,1169,78,1.0,17398.834250644657,False,0.15029559890481098,0,2.918,84907,0,84,0.0,3191.9999999999986,False,-0.05124211680833562,11,9.967000000000002,58343,605,0,0.0,20438.4431563641,False,-0.24801511841862292,0.3333333333333333,304954,0.0,0.0,16,0,0,7,7,7.0,2,9,21,132.0,63.0,9,11,21,850,1.9359406469739042,137.00532204291085
106,21,0,0,0,10.0,20,10.0,12.085066214794384,25,7.6,31.757339858930404,11,12.0,38.0,20,38.0,25,12.186000000000003,7074,1049,0,0.0,10490.0,False,-0.6340709936135452,0,0.2,39181,27,148,1.0,2058.589799789569,False,0.1944243249634571,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57074,1184,77,1.0,16754.033567454193,False,0.14364872940288484,0,2.918000000000001,85269,1,81,1.0,3109.75733985893,False,-0.04772274559989627,7,10.026000000000002,58272,605,0,0.0,19213.190614652893,False,-0.2555130758724822,0.5,304572,0.0,0.0,17,0,0,11,8,8.0,1,12,19,171.0,42.0,12,9,19,826,1.0151005640509538,138.0204226069618
107,19,0,0,0,10.0,20,10.0,11.76527389430185,15,7.333333333333333,31.868077834638054,6,33.833333333333336,37.99999999999999,20,38.0,15,12.311000000000003,6784,1058,0,0.0,10580.0,False,-0.6413485816129512,0,0.2,39071,28,158,1.0,2138.9132752996925,False,0.19234981843605667,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57167,1189,81,1.0,16570.22496493058,False,0.1436678749338685,0,2.918,85484,0,77,0.7,2925.9999999999995,False,-0.04637236084452975,9,10.109000000000002,58157,605,0,0.0,19280.187089956024,False,-0.2564069805870249,0.45,304365,0.0,0.0,15,0,0,5,6,6.0,2,7,22,111.0,96.0,7,12,22,821,0.8266980649787001,138.8471206719405
108,22,0,0,0,10.0,20,10.0,11.456920534320966,15,7.333333333333333,32.65940764314027,15,38.0,37.99999999999999,20,38.0,15,12.446000000000003,6464,1070,0,0.0,10700.0,False,-0.6490717362245656,0,0.2,38991,26,168,1.0,2184.762649765922,False,0.19065442818603776,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57627,1194,76,1.0,16161.678098857894,False,0.14813627554480077,0,2.918000000000001,85408,0,79,1.0,3001.9999999999995,False,-0.046789141760350976,12,10.22,57763,610,0,0.0,19922.238662315565,False,-0.25720735584142823,0.5,303955,0.0,0.0,17,0,0,9,10,10.0,2,11,24,169.0,94.0,11,11,24,1074,1.0976200670120306,139.94474073895253
109,24,0,0,0,10.0,20,10.0,11.456920534320966,0,,33.102567517533465,16,36.0,37.99999999999999,20,38.0,0,12.431000000000003,6364,1080,0,0.0,10800.0,False,-0.6505569582652606,0,0.2,38891,26,178,1.0,2299.331855109132,False,0.18938559119425422,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,58203,1184,70,1.0,15882.173638863367,False,0.1557589868850548,0,2.918000000000001,85750,0,70,0.0,2659.9999999999995,False,-0.04491362763915547,11,10.318000000000001,57017,626,0,0.0,20722.20726597595,False,-0.2610024279354212,0.3333333333333333,303927,0.0,0.0,14,0,0,6,5,5.0,3,9,25,153.0,120.0,9,15,25,1118,0.9939708529855125,140.93871159193804
110,25,0,0,0,10.0,20,10.0,11.683994515498165,35,12.942857142857143,33.5156823811898,10,38.0,38.0,20,38.0,31,12.741000000000003,5901,1094,0,0.0,10940.0,False,-0.662230803505124,0,0.2,38915,22,184,1.0,2369.8549908516625,False,0.1911459229296251,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,58130,1209,70,1.0,16472.04713592057,False,0.15963696606605413,0,2.918000000000001,85750,0,70,1.0,2660.0,False,-0.04491362763915547,10,10.407000000000002,56890,626,0,0.0,20980.817170624814,False,-0.2609771474054027,0.5,303288,0.0,0.0,19,0,0,11,7,7.0,2,13,30,219.0,96.0,13,12,30,1044,1.1052718629944138,142.04398345493246
111,30,0,0,0,10.0,20,10.0,11.651961668681114,27,11.407407407407407,33.5156823811898,0,,38.0,20,38.0,27,12.980000000000002,5505,1105,0,0.0,11050.0,False,-0.6723600178226645,0,0.2,38825,21,194,1.0,2470.480563724136,False,0.1899670364432517,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57822,1226,80,1.0,16966.55959629823,False,0.15857556872530346,0,2.918,86282,0,56,0.0,2128.0,False,-0.04199616122840691,6,10.457000000000003,56826,626,0,0.0,20980.817170624814,False,-0.2616790942109963,0.3333333333333333,302962,0.0,0.0,16,0,0,10,6,6.0,4,14,29,227.0,129.0,14,16,29,732,1.117213596997317,143.16119705192978
112,29,0,0,0,10.0,20,10.0,11.290635549385026,20,7.5,33.5156823811898,0,,38.0,20,38.0,20,13.153,5135,1112,0,0.0,11120.0,False,-0.6823110054953215,0,0.2,38695,24,204,1.0,2543.2896520745453,False,0.18718683576525386,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.35300000000000004,57672,1236,90,1.0,16971.636953346977,False,0.1559989249811898,0,2.918000000000001,86510,0,50,0.0,1900.0,False,-0.04074581848094324,14,10.591000000000003,56575,626,0,0.0,20980.817170624814,False,-0.26443204183918384,0.3333333333333333,302289,0.0,0.0,13,0,0,6,10,10.0,5,11,26,184.0,124.0,11,18,26,428,0.9347548839868978,144.09595193591667
