index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
115,25,0,0,0,10.0,20,10.0,19.03970270537327,28,20.571428571428573,24.79095742093983,0,,29.0,0,,2,3.6040000000000005,57271,9,10,1.0,280.3970270537327,False,0.3891598556312154,6,11.060000000000002,4855,1182,0,0.0,11820.0,False,-0.739522841656988,0,0.2,53004,452,387,1.0,18200.046144732434,False,0.15911127629045366,0,5.7620000000000005,21273,1111,0,0.0,21153.109705669704,False,-0.4055589904097715,0,0.31700000000000006,70545,229,384,1.0,16813.12924939522,False,0.0035790596758308157,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,285726,0.0,0.0,11,0,0,8,3,2.1,3,11,26,156.0,72.0,11,14,26,218,1.094920763745904,166.71282380074263
116,26,0,0,0,10.0,20,10.0,17.74792188497571,50,12.68,24.79095742093983,0,,29.0,10,29.0,2,3.6220000000000008,57419,10,10,1.0,277.4792188497571,False,0.39270566224895653,38,11.434000000000003,3934,1191,0,0.0,11910.0,False,-0.7607191250483933,0,0.2,52370,492,397,1.0,18573.987663521162,False,0.15076790966163206,0,5.7620000000000005,21273,1111,0,0.0,19717.941214208015,False,-0.41895200345090416,0,0.31700000000000006,70835,219,384,1.0,16565.21967518582,False,0.005689714473025475,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,284609,0.0,0.0,14,0,0,6,5,4.166666666666667,2,8,27,127.0,99.0,8,18,27,490,0.9888450065627694,167.7016688073054
117,27,0,0,0,10.0,20,10.0,18.24378512463551,17,24.705882352941178,25.806114529054692,16,34.0,29.0,0,,6,3.680000000000001,57599,11,10,1.0,292.4378512463551,False,0.3972420374957215,1,11.406000000000002,3827,1200,0,0.0,12000.0,False,-0.7622193186217576,0,0.2,52910,483,391,1.0,18901.938996059336,False,0.16390693178352844,0,5.7620000000000005,20857,1127,0,0.0,20560.745835464222,False,-0.4188511745696614,0,0.31700000000000006,70291,225,394,1.0,17232.375769037306,False,0.003014972473861172,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,284262,0.0,0.0,12,0,0,6,2,1.75,3,9,24,117.0,83.0,9,18,24,952,1.2605182155966759,168.96218702290207
118,24,0,0,0,10.0,20,10.0,18.701507512952702,21,23.38095238095238,26.163547979442345,8,32.0,29.0,0,,10,3.7740000000000005,57769,11,10,1.0,297.015075129527,False,0.4014108482763445,1,11.415000000000001,3717,1210,0,0.0,12100.0,False,-0.7636711188540457,0,0.2,53155,474,393,1.0,19146.78891706042,False,0.1707645618344913,0,5.7620000000000005,20377,1147,0,0.0,21450.629117356748,False,-0.41950550479332627,0,0.31700000000000006,70035,223,404,1.0,17550.471199415642,False,0.0017825803954217188,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,283831,0.0,0.0,12,0,0,8,2,1.5,5,13,30,129.0,78.0,13,11,30,456,1.2601555567234755,170.22234257962555
119,30,0,0,0,10.0,20,10.0,19.152771076919315,28,22.571428571428573,27.054261305180567,16,34.0,29.0,0,,11,3.8740000000000006,58003,7,10,1.0,261.52771076919316,False,0.40664353115042096,7,11.484,3528,1224,0,0.0,12240.0,False,-0.7665505226480837,0,0.2,53301,483,387,1.0,19720.78755525691,False,0.17884607360399518,0,5.762000000000001,20143,1156,0,0.0,22140.603364918727,False,-0.41743403791673295,0,0.31700000000000006,69491,229,414,1.0,18201.42583888635,False,-0.0009951325862059698,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,283244,0.0,0.0,11,0,0,7,3,2.166666666666667,7,14,32,182.0,123.0,14,16,32,744,1.2191075887531042,171.44145016837865
120,32,0,0,0,10.0,20,10.0,18.78750353064108,5,3.0,27.10082498131006,1,33.0,29.0,10,29.0,0,3.863000000000001,57923,5,20,1.0,425.75007061282156,False,0.4066946146754358,5,11.527,3318,1236,0,0.0,12360.0,False,-0.7701800232288037,0,0.2,53319,478,396,1.0,19712.35338024522,False,0.17910331827997178,0,5.762000000000001,20143,1156,0,0.0,21718.354081421086,False,-0.42137447431436675,0,0.31700000000000006,69748,220,414,1.0,17968.181495888213,False,0.0007892557257418132,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,283229,0.0,0.0,16,0,0,9,1,1.0,6,15,29,213.0,88.0,15,17,29,523,1.1647886438295245,172.60623881220818
121,29,0,0,0,10.0,20,10.0,18.892191776939825,17,20.11764705882353,26.429517804881087,5,11.0,28.999999999999993,9,29.0,0,3.863000000000001,58135,5,18,1.0,390.05945198491685,False,0.41139251175939934,5,11.572,3140,1246,0,0.0,12460.0,False,-0.7732771970576848,0,0.2,53344,473,401,1.0,19534.243350249853,False,0.17790779363416506,0,5.7620000000000005,19831,1168,0,0.0,22066.079995465716,False,-0.42395266806523346,0,0.31700000000000006,69954,215,415,1.0,17717.34632804943,False,0.0018135650695909017,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,283182,0.0,0.0,15,0,0,10,2,2.0,6,16,28,225.0,66.0,16,13,28,828,1.1551562454551458,173.76139505766332
122,28,0,0,0,10.0,20,10.0,19.463780361880914,17,26.0,23.994103268342688,25,13.48,28.999999999999996,4,29.0,0,3.863000000000001,58477,5,11,1.0,264.10158398069007,False,0.4181438925665492,0,11.567,3040,1256,0,0.0,12560.0,False,-0.7744870305845916,0,0.2,53492,464,400,1.0,18628.835395249822,False,0.17222078981737088,14,5.902000000000002,19164,1184,0,0.0,23045.115948467002,False,-0.4272651976663711,0,0.31700000000000006,69733,230,421,1.0,17727.643751718817,False,-0.0009301909767458855,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,282684,0.0,0.0,19,0,0,8,2,2.0,4,12,25,161.0,47.0,12,16,25,932,0.9207961242645979,174.68219118192792
123,25,0,0,0,10.000000000000002,20,10.0,17.99352594116257,42,11.333333333333336,22.389194177399197,18,11.722222222222221,29.0,14,29.0,6,3.923000000000001,58668,3,10,1.0,209.9352594116257,False,0.4221101342844031,25,11.817,2284,1268,0,0.0,12680.000000000002,False,-0.7913279132791328,0,0.2,53016,496,410,1.0,18104.358479550305,False,0.15844228596605303,18,6.068,18787,1184,0,0.0,21304.334714336484,False,-0.4505465320896575,0,0.31700000000000006,69928,238,417,1.0,17421.62821422101,False,-0.00039641404461032703,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,281461,0.0,0.0,19,0,0,6,10,9.083333333333332,3,9,24,147.0,63.0,9,16,24,606,0.8757751183584332,175.55796630028635
124,24,0,0,0,10.000000000000002,20,10.0,18.136187959834214,16,20.0,21.94731659621972,5,11.0,29.0,7,29.0,2,3.9370000000000007,58838,3,10,1.0,211.36187959834214,False,0.4262408280052065,4,11.831999999999999,2106,1278,0,0.0,12780.000000000002,False,-0.794425087108014,0,0.2,53008,490,420,1.0,18104.60507073105,False,0.15829527492796663,5,6.1000000000000005,18400,1196,0,0.0,21690.88079996172,False,-0.454162257601283,0,0.31700000000000006,70076,233,420,1.0,17293.724766919193,False,0.0006719509782584571,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,281206,0.0,0.0,14,0,0,4,4,3.166666666666667,5,9,20,144.0,44.0,9,15,20,403,0.79509287327528,176.35305917356163
125,20,0,0,0,10.000000000000002,20,10.0,18.688471838240886,22,23.772727272727273,21.94731659621972,0,,28.999999999999996,9,29.0,12,4.055000000000001,58968,3,10,1.0,216.88471838240886,False,0.4294532123304105,0,11.828000000000001,2006,1288,0,0.0,12880.000000000002,False,-0.7956349206349206,0,0.2,52820,489,430,1.0,18576.008865274274,False,0.159185584513282,0,6.0950000000000015,18065,1209,0,0.0,22594.36245243323,False,-0.4519834034562681,0,0.31700000000000006,70337,223,421,1.0,17103.251600956995,False,0.0027790237762616624,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,280974,0.0,0.0,16,0,0,6,6,6.0,0,6,15,71.0,50.0,6,14,15,721,0.5586516065523028,176.91171078011394
126,15,0,0,0,10.0,20,10.0,18.14408059394881,7,2.4285714285714284,21.94731659621972,0,,28.999999999999996,0,,0,4.043,58878,2,20,1.0,382.88161187897623,False,0.42928379805312344,7,11.898000000000001,1757,1299,0,0.0,12990.0,False,-0.8003290747193186,0,0.2,52803,486,440,1.0,18474.842470995798,False,0.15792420977431262,0,6.095,18065,1209,0,0.0,21936.193438084112,False,-0.458125446181488,0,0.31700000000000006,70337,213,431,1.0,17173.778434994798,False,0.0032272685585026384,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.5,280618,0.0,0.0,8,0,0,3,2,2.0,1,4,12,56.0,32.0,4,11,12,200,0.4281256766989827,177.33983645681292
127,12,0,0,0,10.0,16,10.0,18.490044446289065,10,25.0,21.94731659621972,0,,28.999999999999996,0,,0,4.043000000000001,59058,0,19,0.9,351.31084447949223,False,0.43325724502128693,0,11.891,1667,1308,0,0.0,13080.0,False,-0.8014179248935347,0,0.2,52803,476,450,1.0,18677.55362473247,False,0.15981591318177343,0,6.0950000000000015,17815,1219,0,0.0,22539.364180026372,False,-0.4571626553311337,0,0.31700000000000006,70337,203,441,1.0,17244.3052690326,False,0.003675513340743615,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.48333333333333334,280458,0.0,0.0,10,0,0,0,0,0.0,0,0,9,0.0,33.0,0,12,9,410,0.19173566065728664,177.5315721174702
128,9,0,0,0,10.0,0,,18.46614227105713,7,17.857142857142858,21.474853667599042,8,14.625,28.999999999999996,0,,0,4.043000000000001,59176,0,13,0.0,240.05984952374268,False,0.4347665003087947,1,11.901,1653,1308,0,0.0,13080.0,False,-0.8017566782810686,0,0.2,52811,469,459,1.0,18517.578558553752,False,0.15847233578971007,7,6.165000000000001,17617,1223,0,0.0,22584.09199750287,False,-0.46044073239979405,0,0.31700000000000006,70220,201,451,1.0,17395.445587187405,False,0.003148885135295502,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.3333333333333333,280255,0.0,0.0,6,0,0,1,2,2.0,0,1,5,3.0,24.0,1,8,5,151,0.2696309322491288,177.80120304971933
129,5,0,0,0,10.0,0,,18.656282719700865,5,25.0,21.474853667599042,0,,28.999999999999996,0,,0,4.043,59301,0,8,0.0,149.25026175760692,False,0.4366924392876211,0,11.900000000000002,1653,1308,0,0.0,13080.0,False,-0.8017566782810686,0,0.2,52811,459,469,1.0,18634.940138446647,False,0.15956755574429018,0,6.158000000000001,17492,1228,0,0.0,22909.91517979266,False,-0.4597331493701575,0,0.31700000000000006,70220,191,461,1.0,17470.697050511415,False,0.0036271580685866885,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.3333333333333333,280255,0.0,0.0,1,0,0,1,0,0.0,0,1,2,3.0,12.0,1,4,2,125,0.20297320745885372,178.0041762571782
130,2,0,0,0,10.0,0,,19.459868772231758,19,26.0,21.474853667599042,0,,28.999999999999996,5,29.0,11,4.1530000000000005,59548,0,0,0.0,0.0,False,0.44086333720480064,0,11.900000000000002,1653,1308,0,0.0,13080.0,False,-0.8017566782810686,0,0.2,52811,449,479,1.0,19023.935985512,False,0.16319767059400136,0,6.158000000000001,16998,1247,0,0.0,24266.456358973002,False,-0.45629391777587297,0,0.31700000000000006,70365,181,466,1.0,17400.948513835425,False,0.005027002121745492,0,0.2,78778,0,0,0.0,0.0,False,0.0013728231854582434,0.3333333333333333,280153,0.0,0.0,3,0,0,0,2,1.2727272727272727,0,0,0,0.0,6.0,0,2,0,145,0.13542797975242138,178.1396042369306
