index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,15,0,0,0,10.000000000000002,20,10.0,22.09228149132748,0,,9.317204650152265,9,5.444444444444445,30.0,9,30.0,0,0.29900000000000004,42355,6,22,1.0,546.0301928092046,False,0.038517189962837824,0,0.41600000000000004,39531,104,0,0.0,1040.0000000000002,False,-0.02426486710356421,0,0.2,53513,3,44,1.0,476.23384908068203,False,-0.0131253089167491,8,1.3060000000000003,49978.0,35,0,0.0,773.2298521964618,False,-0.07530174923625331,0,0.2,79519,0,8,0.0,240.0,False,0.0009048977591212437,0,0.31700000000000006,80228,83,11,1.0,1103.327985962638,False,0.015240790691886393,0.5,345124,0.0,0.0,13,0,0,16,1,1.0,13,29,15,157.0,20.0,13,2,15,503,1.7037827770109288,25.171216899878345
11,15,0,0,0,10.000000000000002,20,10.0,23.20331090037473,16,30.75,14.600196602697274,100,20.71,29.999999999999996,8,30.0,0,0.29900000000000004,42734,7,17,1.0,464.45628530637043,False,0.04675684319568262,1,0.42600000000000005,39423,113,0,0.0,1130.0000000000002,False,-0.02579969303481375,38,0.5800000000000001,54127,0,4,0.4,58.400786410789095,False,-0.005687944897635366,18,1.4780000000000004,48983.0,50,0,0.0,1160.1655450187366,False,-0.09001794197280194,0,0.2,79519,0,8,0.0,239.99999999999997,False,0.0009048977591212437,0,0.31700000000000006,78397,173,13,1.0,2915.834012266628,False,0.0036185479675407317,0.39999999999999997,343183,0.0,0.0,14,0,0,18,6,5.358208955223881,10,28,22,128.0,45.0,11,4,22,962,1.7089661940117367,26.880183093890082
12,22,0,0,0,10.000000000000002,20,10.0,23.110377231974226,22,22.636363636363637,14.600196602697274,0,,29.999999999999996,11,30.0,1,0.30900000000000005,43153,2,10,1.0,251.10377231974226,False,0.05436577304455547,4,0.4650000000000001,39197,128,0,0.0,1280.0000000000002,False,-0.029478402806538847,0,0.542,53731,9,14,1.0,412.39614752552984,False,-0.009708844531216405,0,1.4600000000000004,48881.0,53,0,0.0,1224.849993294634,False,-0.09129686416025935,0,0.2,79519,0,8,0.0,239.99999999999997,False,0.0009048977591212437,0,0.31700000000000006,78727,163,12,1.0,2739.8320462396555,False,0.00665999752560525,0.5,343208,0.0,0.0,15,0,0,19,2,1.5,16,35,14,244.0,43.0,17,5,14,970,1.73091426899191,28.611097362881992
13,14,0,0,0,10.000000000000002,20,10.0,22.584612512011013,6,12.0,14.252339231542441,6,3.0,30.0,10,30.0,0,0.30800000000000005,43151,0,17,0.9,383.9384127041872,False,0.0559351281787242,4,0.5010000000000001,38987,141,0,0.0,1410.0000000000002,False,-0.0330109386800497,0,0.542,53727,3,24,1.0,409.80997909305165,False,-0.009806025969475845,6,1.5200000000000002,48675.0,55,0,0.0,1242.1536881606057,False,-0.09492019160429808,0,0.2,79519,0,8,0.0,240.0,False,0.0009048977591212437,0,0.31700000000000006,79009,159,12,1.0,2626.121937815248,False,0.00948962470506143,0.48333333333333334,343068,0.0,0.0,12,0,0,11,2,2.0,15,26,17,105.0,36.0,10,4,17,568,1.4460728949634358,30.057170257845428
14,17,0,0,0,10.000000000000002,20,10.0,22.910858297780823,25,24.4,13.453277068480851,13,2.3846153846153846,29.999999999999996,12,30.0,3,0.3380000000000001,43568,0,10,1.0,229.10858297780823,False,0.06420820745703465,5,0.5470000000000002,38812,151,0,0.0,1510.0000000000002,False,-0.036056228226179744,0,0.542,53447,8,34,1.0,640.6982867105955,False,-0.01282728411568136,13,1.6440000000000003,47990.0,65,0,0.0,1489.2057893557535,False,-0.1052288970242376,0,0.2,79519,0,8,0.0,239.99999999999997,False,0.0009048977591212437,0,0.31700000000000006,79338,162,10,1.0,2479.430885093898,False,0.012702696375971809,0.5,342674,0.0,0.0,13,0,0,13,4,3.3,18,31,13,181.0,14.0,15,2,13,810,1.5529203710029833,31.61009062884841
15,13,0,0,0,10.000000000000002,20,10.0,23.84021038188442,21,29.38095238095238,12.930987760292979,18,7.888888888888889,30.0,11,30.0,11,0.44500000000000006,43858,0,8,0.8,190.72168305507537,False,0.07080568230388427,0,0.542,38692,163,0,0.0,1630.0000000000002,False,-0.037517967208322164,0,0.542,53263,10,33,1.0,665.1246999085125,False,-0.015981303015564642,7,1.7010000000000003,47517.0,74,0,0.0,1764.1755682594471,False,-0.11138898057265585,0,0.2,79519,0,8,0.0,240.0,False,0.0009048977591212437,1,0.32700000000000007,79490,170,10,1.0,2498.2679192498063,False,0.014731408242423388,0.4666666666666666,342339,0.0,0.0,15,0,0,15,5,4.166666666666667,12,27,17,108.0,31.0,11,2,17,628,1.5511242870124988,33.16121491586091
16,17,0,0,0,10.000000000000002,20,10.0,23.84021038188442,0,,12.723277603050867,15,10.333333333333334,29.999999999999996,11,30.0,0,0.43400000000000005,43758,0,18,1.0,429.1237868739196,False,0.07127346440512006,0,0.542,38592,173,0,0.0,1730.0000000000002,False,-0.038736083026774185,0,0.542,53335,0,37,1.0,470.7612713128821,False,-0.016443641250386696,9,1.7840000000000003,47350.0,74,0,0.0,1764.1755682594471,False,-0.11445511357305978,0,0.2,79519,0,8,0.0,239.99999999999997,False,0.0009048977591212437,1,0.336,79629,175,10,1.0,2526.573580533902,False,0.01665623675979933,0.5,342183,0.0,0.0,12,0,0,15,3,2.25,16,31,12,157.0,13.0,15,2,12,482,1.5806501230108552,34.741865038871765
17,12,0,0,0,10.000000000000002,20,10.0,23.31387549330211,4,6.0,12.11611283138932,13,4.230769230769231,30.0,8,30.0,0,0.43400000000000005,43658,0,28,1.0,652.7885138124591,False,0.07156172818735175,4,0.5820000000000001,38432,183,0,0.0,1830.0000000000002,False,-0.041415937827368625,0,0.542,53368,0,36,0.0,436.1800619300155,False,-0.016155215529596267,12,1.8950000000000002,46990.0,78,0,0.0,1818.4822884775645,False,-0.12056620379248004,0,0.2,79486,0,9,0.1,270.0,False,0.0006786733193409328,0,0.3350000000000001,79847,177,12,1.0,2504.5519711559095,False,0.019257682023677638,0.35000000000000003,341781,0.0,0.0,13,0,0,13,4,4.0,13,26,14,58.0,25.0,8,4,14,473,2.083360112970695,36.82522515184246
18,14,0,0,0,10.000000000000002,20,10.0,23.47914671717082,8,26.0,9.78794350001072,66,4.015151515151516,30.0,2,30.0,0,0.43400000000000005,43756,1,30,1.0,714.3744015151246,False,0.07469942263155811,0,0.5780000000000001,38342,192,0,0.0,1920.0000000000005,False,-0.04251224206397544,0,0.542,53193,0,43,0.8,420.88157050046095,False,-0.019508669899566084,65,2.533000000000001,44730.0,78,0,0.0,1831.373443939324,False,-0.16194163841718384,0,0.2,79486,0,9,0.0,270.0,False,0.0006786733193409328,0,0.3350000000000001,79642,233,20,1.0,2880.5908355024976,False,0.019044269832358185,0.4666666666666666,339149,0.0,0.0,11,0,0,13,4,4.0,16,29,13,176.0,6.0,12,2,13,501,1.385696213983465,38.210921365825925
19,13,0,0,0,10.000000000000002,20,10.0,23.2725321360179,19,22.0,9.477204750657313,34,7.588235294117647,30.0,11,30.0,0,0.43400000000000005,44039,4,26,1.0,645.0858355364654,False,0.08074994318143179,5,0.6280000000000001,38172,199,0,0.0,1990.0000000000005,False,-0.04580115477379589,0,0.542,53169,2,40,1.0,425.6332542983283,False,-0.019905691125671712,21,2.678000000000001,43871.0,85,0,0.0,1978.1652315615215,False,-0.1763653909635229,0,0.2,79486,0,9,0.0,270.0,False,0.0006786733193409328,0,0.3350000000000001,79714,257,19,1.0,3005.641620918929,False,0.02073498825467175,0.5,338451,0.0,0.0,18,0,0,14,5,5.0,12,26,10,101.0,35.0,9,4,10,1099,1.4568914609844796,39.667812826810405
20,10,0,0,0,10.000000000000002,20,10.0,24.976595172926697,26,33.0,9.936271532228028,54,11.777777777777779,30.000000000000004,11,30.0,0,0.43400000000000005,44777,6,10,1.0,309.765951729267,False,0.09464474811471317,0,0.623,38092,207,0,0.0,2070.0000000000005,False,-0.046775647428557506,0,0.542,53265,0,34,0.2,337.833232095753,False,-0.01894913127367756,46,3.117,41648.0,111,0,0.0,2772.402064194863,False,-0.20988871897885966,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,79408,301,18,1.0,3530.8177312006364,False,0.020189385871030894,0.3666666666666667,336676,0.0,0.0,16,0,0,9,3,3.0,15,24,14,106.0,15.0,8,2,14,1484,1.227702647971455,40.89551547478186
21,14,0,0,0,10.000000000000002,20,10.0,24.81565747313688,19,23.68421052631579,9.590295244875337,14,3.5714285714285716,30.000000000000004,7,30.0,4,0.47400000000000003,45024,6,10,1.0,308.15657473136883,False,0.1006426361820763,5,0.6730000000000002,37903,217,0,0.0,2170.0000000000005,False,-0.05016200940385412,0,0.542,53128,0,43,0.9,412.3826955296395,False,-0.020780094962640556,14,3.2110000000000003,40965.0,121,0,0.0,3002.6945542495628,False,-0.22031455812571543,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,79568,305,21,1.0,3555.040049686978,False,0.022352483125460114,0.48333333333333334,336074,0.0,0.0,10,0,0,14,6,5.8,14,28,13,162.0,6.0,12,2,13,716,1.3862204369506799,42.28173591173254
22,13,0,0,0,10.000000000000002,20,10.0,24.966007288608655,19,26.05263157894737,10.702216231189572,26,20.615384615384617,30.000000000000007,9,30.0,8,0.55,45250,4,10,1.0,289.66007288608654,False,0.10592321086664165,1,0.6780000000000002,37766,229,0,0.0,2290.0000000000005,False,-0.052037907764270225,0,0.542,53245,4,40,1.0,527.9526784020176,False,-0.017571028913432117,13,3.327,40506.0,126,0,0.0,3145.7169183646906,False,-0.227428882987876,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,79302,321,22,1.0,4095.411410211853,False,0.02240508885726399,0.5,335555,0.0,0.0,13,0,0,15,7,6.166666666666667,13,28,18,126.0,18.0,11,2,18,912,1.5502069640206173,43.83194287575316
23,18,0,0,0,10.000000000000002,20,10.0,23.873277817613136,10,8.5,11.184982044034,54,13.259259259259258,30.000000000000007,7,30.0,0,0.542,45258,1,17,1.0,415.8457228994233,False,0.107655196761023,7,0.7470000000000001,37488,242,0,0.0,2420.0000000000005,False,-0.057227081150875825,0,0.542,53664,4,30,1.0,431.04257259147255,False,-0.010767794839060438,34,3.6540000000000012,39322.0,126,0,0.0,3008.033005019255,False,-0.2504311588420367,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,78796,365,25,1.0,4832.51844607241,False,0.020677658112486407,0.5,334014,0.0,0.0,14,0,0,17,7,7.0,13,30,16,184.0,17.0,16,2,16,992,1.6065231669927016,45.43846604274586
24,16,0,0,0,10.000000000000002,20,10.0,23.217968736873484,4,1.0,11.50147934231618,19,15.789473684210526,30.00000000000001,10,30.0,0,0.542,45148,2,27,1.0,646.885155895584,False,0.10778966984061661,4,0.78,37318,251,0,0.0,2510.0000000000005,False,-0.06027237069700587,0,0.542,53910,0,23,0.8,264.53402487327213,False,-0.0077797706378909025,4,3.660000000000001,39262.0,126,0,0.0,2925.464060846059,False,-0.2522907496342116,0,0.2,79486,0,9,0.0,270.0000000000001,False,0.0006786733193409328,0,0.3350000000000001,78796,374,25,1.0,5051.5532740262515,False,0.022054075647104057,0.4666666666666666,333920,0.0,0.0,15,0,0,18,3,3.0,13,31,16,154.0,6.0,14,2,16,750,1.7335827060160227,47.17204874876188
25,16,0,0,0,10.000000000000002,20,10.0,23.37331473150928,12,25.0,12.40171665861407,25,21.36,30.000000000000007,10,30.0,0,0.542,45368,0,25,1.0,584.3328682877319,False,0.1123874201316507,0,0.7760000000000002,37198,263,0,0.0,2630.0000000000005,False,-0.061734109679148295,1,0.552,54112,2,10,1.0,170.76379604915925,False,-0.004931849263309628,1,3.6660000000000004,39242.0,126,0,0.0,2945.037656170169,False,-0.2524782648242007,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,78562,389,25,1.0,5574.267780200873,False,0.02239790227230428,0.5,333968,0.0,0.0,12,0,0,15,2,1.0416666666666667,15,30,18,177.0,31.0,14,2,18,800,1.6995410589734092,48.87158980773529
26,18,0,0,0,10.000000000000002,20,10.0,23.015748084138977,19,20.68421052631579,12.056665318143406,18,7.333333333333333,30.000000000000004,9,30.0,0,0.542,45669,0,20,0.8,460.31496168277954,False,0.11820979562066378,6,0.8360000000000001,36958,275,0,0.0,2750.0000000000005,False,-0.06611932662557556,0,0.5510000000000002,54115,0,19,1.0,229.0766410447247,False,-0.004341454842977959,17,3.8350000000000004,38456.0,137,0,0.0,3153.15748752704,False,-0.26499873785915024,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,78700,397,26,1.0,5566.496131302932,False,0.024083452507339315,0.4666666666666666,333384,0.0,0.0,12,0,0,16,5,5.0,12,28,15,185.0,37.0,13,5,15,884,1.5513615939999,50.42295140173519
27,15,0,0,0,10.000000000000002,20,10.0,22.513875845635738,3,1.0,11.693884784775566,12,4.5,30.000000000000007,11,30.0,0,0.542,45569,0,30,1.0,675.4162753690721,False,0.1183937471114707,3,0.8600000000000001,36798,285,0,0.0,2850.0000000000005,False,-0.06879918142617,0,0.5510000000000002,54112,0,22,0.3,257.26546526506246,False,-0.004137760572971513,12,3.9380000000000006,38156.0,137,0,0.0,3084.400990852096,False,-0.2711379485288795,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,78976,399,25,1.0,5415.860029125451,False,0.02660562814436538,0.3833333333333333,333097,0.0,0.0,12,0,0,14,3,3.0,14,28,15,112.0,36.0,10,5,15,530,1.4387778280070052,51.861729229742195
28,15,0,0,0,10.000000000000002,20,10.0,23.494063876748854,16,30.75,11.594411956483917,4,6.0,30.000000000000004,12,30.0,0,0.542,45961,0,24,1.0,563.8575330419725,False,0.1265848604409819,0,0.8570000000000002,36698,295,0,0.0,2950.0000000000005,False,-0.07001729724462202,0,0.5510000000000002,54112,0,22,0.0,255.07706304264616,False,-0.00415785019055336,4,3.9660000000000006,37578.0,153,0,0.0,3594.5917731425748,False,-0.27706650228452084,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,79312,393,23,1.0,5246.603898898179,False,0.029764876763596557,0.3333333333333333,333147,0.0,0.0,13,0,0,11,2,2.0,12,23,23,95.0,36.0,8,7,23,1052,1.4155024989740923,53.27723172871629
29,23,0,0,0,10.000000000000002,20,10.0,24.345721922390112,23,28.82608695652174,11.54884055474426,8,10.375,30.000000000000004,8,30.0,0,0.542,46504,2,11,1.0,287.80294114629123,False,0.13645093357792643,0,0.857,36618,303,0,0.0,3030.0000000000005,False,-0.07099178989938364,0,0.5510000000000002,53924,0,26,1.0,300.26985442335075,False,-0.007194673241808126,2,3.9820000000000007,37132.0,166,0,0.0,4041.3898391167586,False,-0.28115347336763524,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,79469,391,25,1.0,5265.596656905005,False,0.031857407322790805,0.5,333133,0.0,0.0,14,0,0,14,2,2.0,19,33,24,210.0,48.0,16,7,24,1175,1.7855144520290196,55.06274618074531
30,24,0,0,0,10.000000000000002,20,10.0,25.39472100687579,28,30.249999999999996,11.447222048713918,8,9.0,30.000000000000007,9,30.0,15,0.6920000000000001,46898,5,10,1.0,303.9472100687579,False,0.1462463421208463,2,0.8770000000000002,36514,310,0,0.0,3100.0000000000005,False,-0.07267278972884741,0,0.5510000000000002,53924,0,26,0.0,297.62777326656186,False,-0.007218927649666194,8,4.0600000000000005,36129.0,194,0,0.0,4926.575875333903,False,-0.2914425891810129,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,79667,389,26,1.0,5232.969376949714,False,0.03414084593455648,0.3333333333333333,332618,0.0,0.0,14,0,0,17,4,4.0,15,32,24,208.0,49.0,17,7,24,844,1.7421180490055121,56.80486422975082
31,24,0,0,0,10.000000000000002,20,10.0,24.272474818663415,19,15.894736842105264,11.447222048713918,0,,30.000000000000004,11,30.0,1,0.687,47073,4,10,1.0,282.72474818663414,False,0.1502512333201773,8,0.9550000000000001,36252,321,0,0.0,3210.0000000000005,False,-0.07771578921723878,0,0.5510000000000002,53638,1,36,1.0,436.3724685723644,False,-0.011196228210513373,0,4.0520000000000005,36113.0,202,0,0.0,4903.03991337001,False,-0.29195241147348794,0,0.2,79486,0,9,0.0,270.00000000000006,False,0.0006786733193409328,0,0.3350000000000001,79997,379,25,1.0,5088.497156462575,False,0.0373804287987644,0.5,332559,0.0,0.0,13,0,0,14,2,1.0909090909090908,18,32,22,151.0,94.0,15,9,22,530,1.622384618036449,58.42724884778727
