index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"06Ran@3, 05Buy@2 agreed on {'quantity': 9, 'time': 1, 'unit_price': 34} [id cc3b4181-0497-4b3f-a06f-4c30aff7e12d]",cc3b4181-0497-4b3f-a06f-4c30aff7e12d,product,1.0,7169beae-6865-428c-af0b-8b3b3338f496,05Buy@2,str,['06Ran@3'],-1,False
1,"06Ran@3, 05Buy@2 agreed on {'quantity': 9, 'time': 1, 'unit_price': 33} [id 032770f9-7742-468b-87a9-dc2fadbaea3c]",032770f9-7742-468b-87a9-dc2fadbaea3c,product,1.0,8cbb1da4-b7a5-43af-8d48-b7fe07ad1c64,05Buy@2,str,['06Ran@3'],-1,False
2,"06Ran@3, 05Buy@2 agreed on {'quantity': 4, 'time': 1, 'unit_price': 34} [id 1050a171-d925-4e34-8885-3f4806e6addb]",1050a171-d925-4e34-8885-3f4806e6addb,product,1.0,814fabfd-e6fa-41b7-bfa3-3987da8e7283,05Buy@2,str,['06Ran@3'],-1,False
3,"06Ran@3, 05Buy@2 agreed on {'quantity': 6, 'time': 1, 'unit_price': 34} [id e9afed7d-a1cc-4cfb-aa67-e3eb477c4803]",e9afed7d-a1cc-4cfb-aa67-e3eb477c4803,product,1.0,423a85ea-c59d-44de-8baf-edc2eb220f28,05Buy@2,str,['06Ran@3'],-1,False
4,"06Ran@3, 05Buy@2 agreed on {'quantity': 2, 'time': 1, 'unit_price': 33} [id 23a86934-7005-4d75-b7ba-ea8dda491866]",23a86934-7005-4d75-b7ba-ea8dda491866,product,1.0,a76852f9-ea94-46e9-b770-2f3f4e3d8693,05Buy@2,str,['06Ran@3'],-1,False
5,"07Buy@3, 05Buy@2 agreed on {'quantity': 6, 'time': 1, 'unit_price': 18} [id 7c0d4d3c-149b-4cb2-95b7-c3bfd6f55a92]",7c0d4d3c-149b-4cb2-95b7-c3bfd6f55a92,product,1.0,5f0f9071-d21a-44e9-8b23-a0e952ada815,05Buy@2,str,['07Buy@3'],-1,False
6,"04Ind@2, 02Ran@1 agreed on {'quantity': 1, 'time': 2, 'unit_price': 3} [id e63a4091-548f-484a-bfe2-2f8d6ee21234]",e63a4091-548f-484a-bfe2-2f8d6ee21234,product,1.0,98a421e3-f25e-4e48-8332-51c7405f05bf,02Ran@1,str,['04Ind@2'],-1,False
7,"04Ind@2, 02Ran@1 agreed on {'quantity': 1, 'time': 2, 'unit_price': 5} [id 6fcc0523-aca4-4231-93cf-3e0f4f067ca2]",6fcc0523-aca4-4231-93cf-3e0f4f067ca2,product,1.0,281b0ca0-e78f-4ab6-9d87-43391a315ebc,02Ran@1,str,['04Ind@2'],-1,False
8,"04Ind@2, 03Ran@1 agreed on {'quantity': 3, 'time': 2, 'unit_price': 4} [id 937c2ce3-133b-4212-b795-e49afff40caa]",937c2ce3-133b-4212-b795-e49afff40caa,product,1.0,b7e2b9a3-01e6-42cf-a4bb-eb15ed32e7f2,03Ran@1,str,['04Ind@2'],-1,False
9,"05Buy@2, 02Ran@1 agreed on {'quantity': 10, 'time': 2, 'unit_price': 2} [id d834de02-bba0-46bc-a2f7-7eb689b9d8f8]",d834de02-bba0-46bc-a2f7-7eb689b9d8f8,product,1.0,b18f599d-acf0-40f1-bd49-c64bf0990ca3,02Ran@1,str,['05Buy@2'],-1,False
10,"05Buy@2, 02Ran@1 agreed on {'quantity': 3, 'time': 2, 'unit_price': 3} [id 5712cc7b-8259-49a9-9665-0f7d6c17ab7c]",5712cc7b-8259-49a9-9665-0f7d6c17ab7c,product,1.0,f587785c-2766-4862-b0c7-75c9a8b0976a,02Ran@1,str,['05Buy@2'],-1,False
11,"05Buy@2, 03Ran@1 agreed on {'quantity': 5, 'time': 2, 'unit_price': 11} [id 55126952-5a1c-4759-83bc-de700b84134a]",55126952-5a1c-4759-83bc-de700b84134a,product,1.0,9061680d-f9ae-47a5-ab08-5816b2695196,03Ran@1,str,['05Buy@2'],-1,False
12,"05Buy@2, 03Ran@1 agreed on {'quantity': 7, 'time': 2, 'unit_price': 4} [id d832d9b6-9529-46ee-a369-a1d2f10ca738]",d832d9b6-9529-46ee-a369-a1d2f10ca738,product,1.0,dc872bf3-95f7-4264-8e16-d9b21e7b84b1,03Ran@1,str,['05Buy@2'],-1,False
13,"06Ran@3, 05Buy@2 agreed on {'quantity': 5, 'time': 2, 'unit_price': 35} [id 43c8823c-b649-4d90-88d5-14a1998a283d]",43c8823c-b649-4d90-88d5-14a1998a283d,product,1.0,6849c455-7be6-4bee-8874-c498aa1b6bca,05Buy@2,str,['06Ran@3'],-1,False
14,"06Ran@3, 05Buy@2 agreed on {'quantity': 1, 'time': 2, 'unit_price': 36} [id 5fd545d4-d275-4b88-b08b-e62379d99ecb]",5fd545d4-d275-4b88-b08b-e62379d99ecb,product,1.0,2e25457b-a562-4227-aa91-e76e2892cebd,05Buy@2,str,['06Ran@3'],-1,False
15,"06Ran@3, 05Buy@2 agreed on {'quantity': 5, 'time': 2, 'unit_price': 36} [id a3e380d9-8320-4f85-9cf6-d7bf5611836c]",a3e380d9-8320-4f85-9cf6-d7bf5611836c,product,1.0,7d82fd60-dca8-4660-ac9d-44741a16bf7c,05Buy@2,str,['06Ran@3'],-1,False
16,"07Buy@3, 05Buy@2 agreed on {'quantity': 5, 'time': 2, 'unit_price': 20} [id 7972d35b-5a9e-4078-bbd9-20a9b629c98f]",7972d35b-5a9e-4078-bbd9-20a9b629c98f,product,1.0,15896c67-01f5-4d89-bf43-3a4c076d524c,05Buy@2,str,['07Buy@3'],-1,False
17,"07Buy@3, 05Buy@2 agreed on {'quantity': 6, 'time': 2, 'unit_price': 20} [id cf682677-fccb-4472-a631-2a07c3c6634d]",cf682677-fccb-4472-a631-2a07c3c6634d,product,1.0,58efdbc5-5e90-4b5f-abe8-cd369e7c4ebe,05Buy@2,str,['07Buy@3'],-1,False
18,"07Buy@3, 05Buy@2 agreed on {'quantity': 6, 'time': 2, 'unit_price': 20} [id 8da577ee-e3a6-4f19-a48d-5d0ec02e0129]",8da577ee-e3a6-4f19-a48d-5d0ec02e0129,product,1.0,645eb83a-2ba0-49f9-b938-5cfd09f676ed,05Buy@2,str,['07Buy@3'],-1,False
