index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,8,0,0,0,9.999999999999998,10,10.0,25.152981866284605,0,,5.181117934461528,18,5.777777777777778,47.0,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.4240000000000002,72383,199,0,0.0,1989.9999999999995,False,-0.03388982515272804,16,3.4200000000000013,92105,101,0,0.0,2540.451168494745,False,-0.1776585621565561,2,3.244000000000001,93949,60,0,0.0,1509.1789119770763,False,-0.16595986317690725,3,0.41900000000000004,157062,145,10,1.0,1221.2621004969214,False,0.04713684908018234,0,0.2,156397,175,28,1.0,2222.6956385307676,False,0.04604580985731619,0.3333333333333333,648715,0.0,0.0,11,0,0,12,5,4.5,14,26,7,114.0,0.0,8,0,7,852,0.8341312609845772,21.626981308916584
21,7,0,0,0,9.999999999999998,14,10.0,25.099705067395156,4,24.0,5.287384561727697,42,5.976190476190476,47.0,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,4,1.4640000000000002,72223,213,0,0.0,2129.9999999999995,False,-0.0350747840741521,8,3.4840000000000013,91677,105,0,0.0,2635.469032076491,False,-0.18100948923769472,34,3.5820000000000007,91966,60,0,0.0,1505.9823040437093,False,-0.18343791918816835,0,0.41600000000000004,157360,162,10,1.0,1326.5562989998868,False,0.04946556964635521,0,0.2,156788,180,28,1.0,2267.7292211109852,False,0.04879206116922128,0.3333333333333333,646833,0.0,0.0,16,0,0,5,8,8.0,19,24,8,98.0,0.0,7,0,8,1080,0.7553244659793563,22.38230577489594
22,8,0,0,0,10.0,9,10.0,24.984771856267223,3,22.0,5.371346223516444,33,6.090909090909091,46.99999999999999,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,3,1.4900000000000002,72112,222,0,0.0,2220.0,False,-0.03594375394986307,14,3.616000000000001,91065,105,0,0.0,2623.4010449080583,False,-0.18645242080482233,19,3.738000000000001,91078,63,0,0.0,1574.0406269448351,False,-0.19095871073491022,0,0.41600000000000004,157502,176,15,1.0,1650.3569353388941,False,0.051483835083310225,0,0.2,157385,179,23,1.0,2042.4709740094434,False,0.05200886924791442,0.3333333333333333,645961,0.0,0.0,13,0,0,4,6,6.0,20,24,8,94.0,3.0,7,1,8,1030,0.7622774239862338,23.144583198882174
23,8,0,0,0,10.0,12,10.0,24.612295728910084,10,21.9,5.153767181581446,38,3.526315789473684,46.99999999999999,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,10,1.5870000000000002,71887,234,0,0.0,2340.0,False,-0.03811617863914051,36,3.9620000000000015,88798,105,0,0.0,2584.291051535559,False,-0.20658976357339826,2,3.7390000000000008,90813,73,0,0.0,1796.6975882104362,False,-0.1923120724794341,0,0.41600000000000004,157894,196,15,1.0,1715.1383675899633,False,0.0543023023994354,0,0.2,157799,177,23,1.0,1993.2167911399156,False,0.05459477599581576,0.3333333333333333,644010,0.0,0.0,15,0,0,6,9,9.0,19,25,7,77.0,18.0,6,2,7,1060,0.7683742349618115,23.912957433843985
24,7,0,0,0,10.0,13,10.0,24.433838553814482,3,20.0,5.1690609896992346,27,5.333333333333333,46.99999999999999,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,3,1.6070000000000002,71730,247,0,0.0,2470.0,False,-0.039327469981040655,19,4.1160000000000005,87845,105,0,0.0,2565.5530481505207,False,-0.21506520128865975,8,3.8170000000000015,90496,76,0,0.0,1856.9717300899006,False,-0.19483843075135673,0,0.41600000000000004,158458,186,13,1.0,1572.4453440840575,False,0.057574117031658836,0,0.2,158031,194,25,1.0,2177.7978320016514,False,0.056748457021423344,0.3333333333333333,643379,0.0,0.0,16,0,0,8,6,6.0,16,24,7,77.0,3.0,6,1,7,1070,0.7170501300133765,24.63000756385736
25,7,0,0,0,10.0,10,10.0,24.433838553814482,0,,5.147789130581623,14,4.714285714285714,46.99999999999999,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6040000000000003,71630,257,0,0.0,2570.0,False,-0.039985780492942914,5,4.147000000000001,87664,105,0,0.0,2565.5530481505207,False,-0.21665924081379448,9,3.8990000000000005,90129,76,0,0.0,1856.9717300899006,False,-0.19807054404265204,0,0.41600000000000004,158998,184,11,1.0,1464.1932000270185,False,0.06080090718919823,0,0.2,158365,190,27,1.0,2247.0799348105083,False,0.05919667917918154,0.3333333333333333,643605,0.0,0.0,13,0,0,11,4,4.0,12,23,4,69.0,3.0,6,1,4,1040,0.7107797969947569,25.34078736085212
26,4,0,0,0,10.0,10,10.0,24.433838553814482,0,,5.557358873514878,64,7.28125,46.99999999999999,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6040000000000003,71530,267,0,0.0,2670.0,False,-0.040644091004845166,27,4.412000000000001,86264,105,0,0.0,2565.5530481505207,False,-0.22898882830102457,37,4.260000000000001,87974,76,0,0.0,1856.9717300899006,False,-0.2170493019247812,0,0.41600000000000004,159260,207,10,1.0,1620.3732868175798,False,0.06305951614417257,0,0.2,158577,211,28,1.0,2488.602722311639,False,0.06140661704237631,0.3333333333333333,640424,0.0,0.0,12,0,0,9,9,9.0,11,20,8,44.0,17.0,3,1,8,1040,0.6966856049839407,26.03747296583606
27,8,0,0,0,9.999999999999998,13,10.0,24.29230031018286,3,21.0,5.592875707967077,36,5.888888888888889,47.0,17,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,3,1.6340000000000003,71376,280,0,0.0,2799.9999999999995,False,-0.04181588371603118,22,4.605000000000001,85164,105,0,0.0,2550.6915325692003,False,-0.238741802882617,14,4.363000000000001,87369,79,0,0.0,1919.091724504446,False,-0.22210390440824826,0,0.41600000000000004,159490,215,12,1.0,1766.4682772129215,False,0.06507211780578759,0,0.2,158934,219,29,1.0,2587.83978004479,False,0.06410705555385954,0.3333333333333333,639152,0.0,0.0,14,0,0,12,6,6.0,13,25,6,96.0,0.0,8,0,6,929,0.7374910869984888,26.774964052834548
28,6,0,0,0,9.999999999999998,12,10.0,24.29230031018286,0,,5.396056991411463,19,2.263157894736842,47.00000000000001,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,71256,292,0,0.0,2919.9999999999995,False,-0.042605856330313885,12,4.703000000000001,84606,105,0,0.0,2550.6915325692003,False,-0.2436560241810987,7,4.419000000000001,87072,79,0,0.0,1919.091724504446,False,-0.22471953832518207,0,0.41600000000000004,160050,209,10,1.0,1597.7759112049957,False,0.0682310340734019,0,0.2,159271,224,31,1.0,2665.716766076168,False,0.06660374154433393,0.3333333333333333,639074,0.0,0.0,13,0,0,4,5,5.0,19,23,6,81.0,0.0,6,0,6,1060,1.3218364419881254,28.096800494822673
29,6,0,0,0,9.999999999999998,10,10.0,24.29230031018286,0,,5.0138973997663685,40,2.25,47.000000000000014,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,71156,302,0,0.0,3019.9999999999995,False,-0.04326416684221614,24,4.931000000000001,83354,105,0,0.0,2550.6915325692003,False,-0.2546821981339644,16,4.572000000000002,86300,79,0,0.0,1919.091724504446,False,-0.23151842513956894,0,0.41600000000000004,160487,218,10,1.0,1563.0296331490686,False,0.07101786363323626,0,0.2,159684,235,31,1.0,2635.265888945097,False,0.06924544542236455,0.3333333333333333,637800,0.0,0.0,14,0,0,5,7,7.0,18,23,8,83.0,0.0,6,0,8,1040,0.6499447459937073,28.74674524081638
30,8,0,0,0,10.0,10,10.0,24.29230031018286,0,,5.14973299223428,25,6.76,47.00000000000001,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,71056,312,0,0.0,3120.0,False,-0.04392247735411839,8,4.987000000000001,83021,105,0,0.0,2550.6915325692003,False,-0.2576148785862842,17,4.726000000000001,85566,79,0,0.0,1919.091724504446,False,-0.23798265172215954,0,0.41600000000000004,160774,220,12,1.0,1696.9412582915415,False,0.07336855805509394,0,0.2,160168,238,29,1.0,2588.636452151759,False,0.07230495252250292,0.3333333333333333,637404,0.0,0.0,12,0,0,8,6,6.0,16,24,8,73.0,19.0,6,2,8,1040,0.6645108739612624,29.411256114777643
31,8,0,0,0,10.0,9,10.0,24.29230031018286,0,,5.232044242544625,31,6.0,47.00000000000001,16,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000004,70966,321,0,0.0,3210.0,False,-0.04451495681483042,12,5.099000000000001,82497,105,0,0.0,2550.6915325692003,False,-0.26222966704579026,19,4.899000000000001,84705,79,0,0.0,1919.091724504446,False,-0.24556534802680605,0,0.41600000000000004,161211,216,12,1.0,1694.1215563896394,False,0.07626140314258546,0,0.2,160297,253,33,1.0,2874.707193363791,False,0.07411159619247487,0.3333333333333333,636495,0.0,0.0,12,0,0,2,6,6.0,22,24,6,92.0,11.0,7,1,6,842,0.6759485279908404,30.087204642768484
32,6,0,0,0,9.999999999999998,11,10.0,24.29230031018286,0,,5.0850617049734845,16,2.4375,47.00000000000001,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,70856,332,0,0.0,3319.9999999999995,False,-0.0452390983779229,11,5.197000000000001,81987,105,0,0.0,2550.6915325692003,False,-0.2667211596304241,5,4.9300000000000015,84515,79,0,0.0,1919.091724504446,False,-0.24723864918578728,0,0.41600000000000004,161525,213,15,1.0,1788.1181431593523,False,0.0786588681492923,0,0.2,160884,252,30,1.0,2691.435549653318,False,0.07740141308202991,0.3333333333333333,636586,0.0,0.0,13,0,0,3,4,4.0,18,21,4,79.0,0.0,6,0,4,1050,0.6325429439893924,30.719747586757876
33,4,0,0,0,9.999999999999998,10,10.0,24.29230031018286,0,,5.123971161262421,27,5.518518518518518,47.00000000000001,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,70756,342,0,0.0,3419.9999999999995,False,-0.04589740888982515,16,5.346000000000001,81226,105,0,0.0,2550.6915325692003,False,-0.27342317111455416,11,5.035000000000001,84065,79,0,0.0,1919.091724504446,False,-0.2512017308781112,0,0.41600000000000004,162088,218,11,1.0,1634.025713155208,False,0.08188618865401036,0,0.2,161112,254,34,1.0,2899.4886749606553,False,0.07960647077855115,0.3333333333333333,636066,0.0,0.0,11,0,0,2,7,7.0,19,21,6,38.0,11.0,3,1,6,1040,0.6100079370080493,31.329755523765925
34,6,0,0,0,9.999999999999998,8,10.0,24.29230031018286,0,,5.033227267517937,17,3.588235294117647,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,70676,350,0,0.0,3499.9999999999995,False,-0.046424057299346955,5,5.380000000000001,81036,105,0,0.0,2550.6915325692003,False,-0.2750964722735354,12,5.144000000000002,83522,79,0,0.0,1919.091724504446,False,-0.25598384945351543,0,0.41600000000000004,162068,212,21,1.0,2054.0441807138027,False,0.08314807963046265,0,0.2,161071,257,44,1.0,3361.5394077521105,False,0.08086846889507589,0.3333333333333333,635192,0.0,0.0,4,0,0,4,4,4.0,18,22,6,56.0,12.0,5,1,6,80,0.6254821339971386,31.955237657763064
35,6,0,0,0,10.0,9,10.0,24.29230031018286,0,,5.069433657592737,9,6.111111111111111,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000004,70586,359,0,0.0,3590.0,False,-0.047016536760058986,4,5.415000000000001,80888,105,0,0.0,2550.6915325692003,False,-0.2763998858078997,5,5.182000000000002,83347,79,0,0.0,1919.091724504446,False,-0.2575250478894192,0,0.41600000000000004,162048,206,31,1.0,2501.303333464104,False,0.08450042614465907,0,0.2,161036,252,54,1.0,3815.4972817133703,False,0.08214344108156518,0.3333333333333333,634724,0.0,0.0,4,0,0,5,2,2.0,17,22,6,53.0,25.0,4,2,6,90,0.6349997920333408,32.590237449796405
36,6,0,0,0,10.0,6,10.0,24.29230031018286,0,,5.006727325718654,18,4.166666666666667,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,70526,365,0,0.0,3650.0,False,-0.04741152306720034,9,5.501000000000001,80515,105,0,0.0,2550.6915325692003,False,-0.279684840188426,9,5.267000000000002,82969,79,0,0.0,1919.091724504446,False,-0.26085403651097133,0,0.41600000000000004,161973,214,41,1.0,2998.439647703792,False,0.0856531284997635,0,0.2,161036,242,64,1.0,4219.628012823915,False,0.08348539934525628,0.3333333333333333,633838,0.0,0.0,3,0,0,8,4,4.0,13,21,5,78.0,0.0,6,0,5,60,0.6368896759813651,33.22712712577777
37,5,0,0,0,10.0,7,10.0,24.29230031018286,0,,4.807831384114371,24,2.875,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,70456,372,0,0.0,3720.0,False,-0.047872340425531915,14,5.632000000000001,79831,105,0,0.0,2550.6915325692003,False,-0.2857087243607584,10,5.358000000000003,82549,79,0,0.0,1919.091724504446,False,-0.2645529127571403,0,0.41600000000000004,161959,213,51,1.0,3421.068084816361,False,0.08696353340466988,0,0.2,160981,247,74,1.0,4665.53435187625,False,0.08460081139590317,0.3333333333333333,632595,0.0,0.0,3,0,0,8,6,6.0,13,21,7,37.0,15.0,3,2,7,70,0.6171404689666815,33.84426759474445
38,7,0,0,0,10.0,11,10.0,24.29230031018286,0,,4.693122710237789,21,3.4285714285714284,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,70346,383,0,0.0,3830.0,False,-0.048596481988624395,14,5.758000000000001,79182,105,0,0.0,2550.6915325692003,False,-0.29142436884591005,7,5.418000000000002,82255,79,0,0.0,1919.091724504446,False,-0.26714212612945865,0,0.41600000000000004,161899,218,61,1.0,3890.1007508318385,False,0.08812253279373013,0,0.2,160969,243,84,1.0,5088.428818587783,False,0.08592538209725319,0.3333333333333333,631470,0.0,0.0,5,0,0,10,5,5.0,10,20,5,75.0,3.0,6,1,5,110,0.6383469610009342,34.482614555745386
39,5,0,0,0,10.000000000000002,10,10.0,24.29230031018286,0,,4.7377720130314,12,5.583333333333333,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000004,70246,393,0,0.0,3930.000000000001,False,-0.04925479250052665,2,5.764000000000002,79126,105,0,0.0,2550.6915325692003,False,-0.29191755234539923,10,5.511000000000003,81821,79,0,0.0,1919.091724504446,False,-0.2709642982505,0,0.41600000000000004,161860,218,71,1.0,4369.834298840846,False,0.08945653096078646,0,0.2,160941,235,94,1.0,5531.37642306238,False,0.08721028199589044,0.3333333333333333,630813,0.0,0.0,5,0,0,9,4,4.0,12,21,6,41.0,16.0,3,2,6,100,0.6140897780423984,35.096704333787784
40,6,0,0,0,10.000000000000002,11,10.0,24.29230031018286,0,,4.689725104791048,15,4.0,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,70136,404,0,0.0,4040.000000000001,False,-0.049978934063619126,10,5.862000000000002,78701,105,0,0.0,2550.6915325692003,False,-0.2956604628325941,5,5.551000000000003,81631,79,0,0.0,1919.091724504446,False,-0.27263759940948123,0,0.41600000000000004,161840,213,81,1.0,4805.911447320494,False,0.09077174646296027,0,0.2,160901,235,104,1.0,5990.0853996258975,False,0.08846782467084802,0.3333333333333333,630028,0.0,0.0,5,0,0,12,3,3.0,10,22,6,65.0,10.0,5,1,6,110,0.6470229480182752,35.74372728180606
41,6,0,0,0,10.000000000000002,11,10.0,24.29230031018286,0,,4.415284405527435,19,1.4210526315789473,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,70026,415,0,0.0,4150.000000000001,False,-0.050703075626711606,4,5.892000000000002,78535,105,0,0.0,2550.6915325692003,False,-0.29712239963465137,15,5.6960000000000015,80891,79,0,0.0,1919.091724504446,False,-0.2791546670813028,0,0.41600000000000004,161834,209,91,1.0,5199.794440755235,False,0.09203982879214748,0,0.2,160880,238,114,1.0,6408.83768851553,False,0.08971886996020437,0.3333333333333333,628985,0.0,0.0,5,0,0,12,5,5.0,10,22,7,77.0,0.0,6,0,7,110,0.6581662420067005,36.40189352381276
42,7,0,0,0,10.000000000000002,10,10.0,24.29230031018286,0,,4.351569012117309,17,3.588235294117647,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,69926,425,0,0.0,4250.000000000001,False,-0.05136138613861386,11,5.998000000000001,78047,105,0,0.0,2550.6915325692003,False,-0.30142014155877156,6,5.741000000000002,80653,79,0,0.0,1919.091724504446,False,-0.2812506969541319,0,0.41600000000000004,161821,205,101,1.0,5639.071647484049,False,0.0934121588825636,0,0.2,160832,239,124,1.0,6868.024993896038,False,0.09092487130631254,0.3333333333333333,628098,0.0,0.0,4,0,0,14,5,5.0,9,23,7,71.0,17.0,5,2,7,100,0.664232118986547,37.06612564279931
43,7,0,0,0,10.000000000000002,11,10.0,24.29230031018286,0,,4.402636565849037,22,4.863636363636363,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000004,69816,436,0,0.0,4360.000000000001,False,-0.05208552770170634,6,6.047000000000001,77835,105,0,0.0,2550.6915325692003,False,-0.30328719337826643,16,5.895000000000001,79876,79,0,0.0,1919.091724504446,False,-0.28809361800954464,0,0.41600000000000004,161734,212,111,1.0,6150.358951959997,False,0.09453215657300346,0,0.2,160812,234,134,1.0,7328.216956408675,False,0.09232016256486367,0.3333333333333333,626892,0.0,0.0,4,0,0,14,6,6.0,10,24,5,75.0,3.0,6,1,5,110,0.6367975510074757,37.70292319380678
44,5,0,0,0,10.000000000000002,12,10.0,24.29230031018286,0,,4.193679633551519,18,1.8888888888888888,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,69696,448,0,0.0,4480.000000000001,False,-0.052875500315989046,7,6.111000000000001,77543,105,0,0.0,2550.6915325692003,False,-0.3058587930541744,11,5.989000000000001,79365,79,0,0.0,1919.091724504446,False,-0.2925939174423836,0,0.41600000000000004,161705,215,121,1.0,6588.641121213577,False,0.09579492319845113,0,0.2,160807,229,144,1.0,7728.352636083298,False,0.0936156487998782,0.3333333333333333,625935,0.0,0.0,6,0,0,14,5,5.0,6,20,7,44.0,17.0,3,2,7,120,0.6326309129945002,38.33555410680128
45,7,0,0,0,10.000000000000002,9,10.0,24.29230031018286,0,,4.262318906676523,10,5.6,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,69606,457,0,0.0,4570.000000000001,False,-0.05346797977670108,5,6.154000000000003,77368,105,0,0.0,2550.6915325692003,False,-0.3073999914900782,5,6.0280000000000005,79168,79,0,0.0,1919.091724504446,False,-0.29432886653880097,0,0.41600000000000004,161704,206,131,1.0,7035.037694775365,False,0.09727058839374193,0,0.2,160752,228,154,1.0,8209.808710722247,False,0.09484910745715508,0.3333333333333333,625417,0.0,0.0,3,0,0,17,3,3.0,8,25,4,70.0,3.0,6,1,4,90,0.6677137750084512,39.003267881809734
46,4,0,0,0,10.000000000000002,9,10.0,24.29230031018286,0,,4.433823747698724,17,6.294117647058823,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,69516,466,0,0.0,4660.000000000001,False,-0.0540604592374131,12,6.269000000000001,76852,105,0,0.0,2550.6915325692003,False,-0.31194432516394294,5,6.073000000000001,78993,79,0,0.0,1919.091724504446,False,-0.29587006497470475,0,0.41600000000000004,161661,205,141,1.0,7535.933868278239,False,0.09864829443227038,0,0.2,160688,226,164,1.0,8710.044166979913,False,0.09608515413242538,0.3333333333333333,624529,0.0,0.0,4,0,0,11,4,4.0,8,19,6,38.0,13.0,3,1,6,90,0.6541249290457927,39.65739281085553
47,6,0,0,0,10.000000000000002,13,10.0,24.29230031018286,0,,4.187617797612746,14,1.0,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000004,69386,479,0,0.0,4790.000000000001,False,-0.05491626290288603,13,6.387000000000002,76255,105,0,0.0,2550.6915325692003,False,-0.31720201354242605,1,6.078000000000002,78952,79,0,0.0,1919.091724504446,False,-0.2962311457511165,0,0.41600000000000004,161660,196,151,1.0,7917.773088332099,False,0.0999095901986787,0,0.2,160675,229,174,1.0,9136.96447565332,False,0.0974164518534063,0.3333333333333333,623747,0.0,0.0,6,0,0,15,3,3.0,8,23,6,61.0,12.0,5,1,6,130,0.6795446639880538,40.33693747484358
48,6,0,0,0,10.000000000000002,7,10.0,24.29230031018286,0,,4.197159077483274,27,4.259259259259259,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,69316,486,0,0.0,4860.000000000001,False,-0.05537708026121761,8,6.454000000000002,75951,105,0,0.0,2550.6915325692003,False,-0.31987929539679605,19,6.267000000000002,78013,79,0,0.0,1919.091724504446,False,-0.30450077621576577,0,0.41600000000000004,161581,201,161,1.0,8410.62897457414,False,0.10102151411115441,0,0.2,160639,231,184,1.0,9617.543746898638,False,0.09877318195882002,0.3333333333333333,622319,0.0,0.0,3,0,0,11,5,5.0,11,22,4,86.0,0.0,6,0,4,70,0.7066575380158611,41.04359501285944
49,4,0,0,0,10.000000000000002,9,10.0,24.29230031018286,0,,4.175944503785393,22,4.0,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,69226,495,0,0.0,4950.000000000001,False,-0.05596955972192964,13,6.576000000000001,75375,105,0,0.0,2550.6915325692003,False,-0.3249520399629707,9,6.338000000000001,77667,79,0,0.0,1919.091724504446,False,-0.30754794569475263,0,0.41600000000000004,161539,204,171,1.0,8888.892678772221,False,0.10233070788235835,0,0.2,160593,230,194,1.0,10078.467235870643,False,0.0999982309011146,0.3333333333333333,621219,0.0,0.0,4,0,0,13,4,4.0,7,20,4,54.0,0.0,4,0,4,90,0.6741398579906672,41.71773487085011
50,4,0,0,0,10.000000000000002,15,10.0,24.29230031018286,0,,4.12791773740009,30,3.8333333333333335,47.00000000000001,0,,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,69076,510,0,0.0,5100.000000000001,False,-0.05695702548978302,8,6.643000000000001,75095,105,0,0.0,2550.6915325692003,False,-0.3274179574604167,22,6.549000000000001,76532,79,0,0.0,1919.091724504446,False,-0.31754371840761414,0,0.41600000000000004,161424,224,181,1.0,9431.653573177622,False,0.1033692630688283,0,0.2,160593,220,204,1.0,10496.141902228022,False,0.10138516321510212,0.3333333333333333,619539,0.0,0.0,6,0,0,13,4,4.0,8,21,6,38.0,12.0,3,1,6,150,0.6594109630095772,42.377145833859686
51,6,0,0,0,10.000000000000002,11,10.0,24.29230031018286,0,,4.069835959039415,17,3.411764705882353,47.00000000000001,8,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000004,68966,521,0,0.0,5210.000000000001,False,-0.0576811670528755,17,6.805000000000001,74297,105,0,0.0,2550.6915325692003,False,-0.33444582232813785,0,6.527000000000002,76532,79,0,0.0,1919.091724504446,False,-0.31754371840761414,0,0.41600000000000004,161414,219,191,1.0,9868.294075029633,False,0.10475276133166067,0,0.2,160921,222,206,1.0,10585.503582906753,False,0.10386021445428104,0.3333333333333333,618949,0.0,0.0,8,0,0,14,3,3.0,7,21,8,50.0,24.0,4,2,8,486,0.7205198210431263,43.09766565490281
52,8,0,0,0,10.000000000000002,11,10.0,24.29230031018286,0,,4.281512233414059,18,6.5,47.00000000000001,15,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,68856,532,0,0.0,5320.000000000001,False,-0.05840530861596798,9,6.878000000000001,74000,105,0,0.0,2550.6915325692003,False,-0.33706145624507167,9,6.617000000000002,76190,79,0,0.0,1919.091724504446,False,-0.32055566049378037,0,0.41600000000000004,161532,227,196,1.0,10183.903276984993,False,0.10658443724716914,0,0.2,161391,212,206,1.0,10589.680593483783,False,0.10699545274276537,0.3333333333333333,618788,0.0,0.0,13,0,0,10,2,2.0,12,22,5,107.0,0.0,8,0,5,815,0.7179541409714147,43.81561979587423
53,5,0,0,0,10.000000000000002,11,10.0,24.29230031018286,0,,5.016253302382824,83,6.662650602409639,47.00000000000001,4,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,68746,543,0,0.0,5430.000000000001,False,-0.05912945017906046,32,7.189000000000001,72114,105,0,0.0,2550.6915325692003,False,-0.3536711719600116,51,7.118000000000002,72698,79,0,0.0,1919.091724504446,False,-0.35130917442621423,0,0.41600000000000004,161309,246,206,1.0,10915.998312386177,False,0.10753444566623331,0,0.2,161249,256,212,1.0,11248.160845410004,False,0.1082389534962976,0.3333333333333333,612935,0.0,0.0,6,0,0,7,10,10.0,15,22,7,51.0,3.0,4,1,7,298,0.6815314739942551,44.49715126986848
54,7,0,0,0,10.0,10,10.0,24.29230031018286,0,,4.910282047565279,15,3.2,47.00000000000001,20,47.0,0,0.2,76819,0,0,0.0,0.0,False,0.011415104276385086,0,1.6310000000000002,68646,553,0,0.0,5530.0,False,-0.05978776069096271,0,7.157000000000001,72114,105,0,0.0,2550.6915325692003,False,-0.3536711719600116,15,7.217000000000002,72020,79,0,0.0,1919.091724504446,False,-0.35728021750931566,0,0.41600000000000004,161749,242,206,1.0,10870.288255510799,False,0.1103047924805273,0,0.2,161701,255,212,1.0,11216.121922129149,False,0.1111343912406745,0.3333333333333333,613049,0.0,0.0,13,0,0,10,2,2.0,14,24,6,57.0,14.0,5,2,6,1040,0.7023661260027438,45.199517395871226
