index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
442,0b4a8417-3a53-4935-a30b-6b42d4b3943f,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,7,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
120,6a5aefe8-c1c7-4d28-9c93-8a5b2c846a76,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,5,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,0,,-1,-1
45,813422b9-1381-4d0c-a028-704a17acf4fc,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,3,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
489,cddd7024-8b24-4add-8269-a118d8767d0b,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,5,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,0,,-1,-1
617,c8d5e919-8a10-45dc-b08f-12e77e59433e,04Buy@2,06Buy@3,BuyCheapSellExpensiveAgent,BuyCheapSellExpensiveAgent,1,8,12,1,-1,1,06Buy@3|04Buy@2,"[quantity: (1, 12), time: (1, 4), unit_price: (1, 24)]",04Buy@2,06Buy@3,p3,06Buy@3,True,3,17,-1,04Buy@2:product(1.0),-1,-1
997,82fd131f-fc4a-48b5-a3de-fad6d93fa6ac,00Ind@0,03Dec@1,IndDecentralizingAgent,DecentralizingAgent,1,1,7,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 14)]",00Ind@0,03Dec@1,p1,03Dec@1,True,1,18,-1,,-1,-1
600,0d5b083d-c6b5-49f5-84e5-b9700982131b,05Buy@2,06Buy@3,BuyCheapSellExpensiveAgent,BuyCheapSellExpensiveAgent,1,8,12,1,-1,1,06Buy@3|05Buy@2,"[quantity: (1, 8), time: (1, 7), unit_price: (1, 24)]",05Buy@2,06Buy@3,p3,06Buy@3,True,3,17,-1,05Buy@2:product(1.0),-1,-1
643,0fa711ad-3df9-44d3-bc3b-46a61e91c94a,05Buy@2,06Buy@3,BuyCheapSellExpensiveAgent,BuyCheapSellExpensiveAgent,1,10,12,1,-1,1,06Buy@3|05Buy@2,"[quantity: (1, 12), time: (1, 8), unit_price: (1, 24)]",05Buy@2,06Buy@3,p3,06Buy@3,True,3,17,-1,05Buy@2:product(1.0),-1,-1
838,d1a6b5c4-8f19-4504-a38e-7d496a53926e,05Buy@2,06Buy@3,BuyCheapSellExpensiveAgent,BuyCheapSellExpensiveAgent,1,6,12,1,-1,1,06Buy@3|05Buy@2,"[quantity: (1, 9), time: (1, 2), unit_price: (1, 24)]",05Buy@2,06Buy@3,p3,06Buy@3,True,3,17,-1,05Buy@2:product(1.0),-1,-1
914,be0f7089-3c34-47ca-9785-264d245dbcae,04Buy@2,07Buy@3,BuyCheapSellExpensiveAgent,BuyCheapSellExpensiveAgent,1,9,12,1,-1,1,07Buy@3|04Buy@2,"[quantity: (1, 12), time: (1, 5), unit_price: (1, 24)]",04Buy@2,07Buy@3,p3,07Buy@3,True,3,17,-1,04Buy@2:product(1.0),-1,-1
713,9c735286-ee58-466c-82c7-8c0d8be95f75,04Buy@2,07Buy@3,BuyCheapSellExpensiveAgent,BuyCheapSellExpensiveAgent,1,10,12,1,-1,1,07Buy@3|04Buy@2,"[quantity: (1, 12), time: (1, 7), unit_price: (1, 24)]",04Buy@2,07Buy@3,p3,07Buy@3,True,3,17,-1,04Buy@2:product(1.0),-1,-1
631,559c5129-d2cc-4a29-9801-0e59605230b9,05Buy@2,07Buy@3,BuyCheapSellExpensiveAgent,BuyCheapSellExpensiveAgent,1,8,12,1,-1,1,07Buy@3|05Buy@2,"[quantity: (1, 8), time: (1, 8), unit_price: (1, 24)]",05Buy@2,07Buy@3,p3,07Buy@3,True,3,17,-1,05Buy@2:product(1.0),-1,-1
699,954f29ab-afbb-4dc5-93a7-76ee61a2cd20,04Buy@2,06Buy@3,BuyCheapSellExpensiveAgent,BuyCheapSellExpensiveAgent,1,9,12,1,-1,1,06Buy@3|04Buy@2,"[quantity: (1, 13), time: (1, 5), unit_price: (1, 24)]",04Buy@2,06Buy@3,p3,06Buy@3,True,3,17,-1,04Buy@2:product(1.0),-1,-1
1004,3c21d90e-af6a-4ee9-9f47-5c6c835eaf1f,00Ind@0,03Dec@1,IndDecentralizingAgent,DecentralizingAgent,1,5,8,-1,-1,1,,"[quantity: (1, 5), time: (1, 2), unit_price: (1, 14)]",00Ind@0,03Dec@1,p1,03Dec@1,True,1,17,-1,,-1,-1
1017,3331ae0b-cb9c-4177-8d60-492b3c16ddb7,00Ind@0,02MyA@1,IndDecentralizingAgent,MyAgent,1,10,22,-1,-1,1,,"[quantity: (1, 10), time: (1, 6), unit_price: (14, 28)]",00Ind@0,02MyA@1,p1,00Ind@0,False,1,17,-1,,-1,-1
939,0438fc5a-7aca-4355-9664-2fc133934d5f,03Dec@1,05Buy@2,DecentralizingAgent,BuyCheapSellExpensiveAgent,1,1,30,-1,-1,1,,"[quantity: (1, 5), time: (1, 6), unit_price: (20, 40)]",03Dec@1,05Buy@2,p2,03Dec@1,False,2,17,-1,,-1,-1
