index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
94,16,0,0,0,10.0,20,10.0,3.2354383194212906,8,2.75,35.972355957933836,2,36.0,31.000000000000004,0,,6,3.3560000000000003,16127,963,0,0.0,9630.0,False,-0.34451782528404645,2,1.4620000000000002,21132,937,0,0.0,9370.0,False,-0.19193088985570753,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52286,0,284,0.8,10216.149092053209,False,0.20623935070777422,0,4.889000000000001,54621,0,6,0.0,186.00000000000003,False,-0.10371037759030223,0,5.483000000000002,53442,0,2,0.2,62.00000000000001,False,-0.12403964288639528,0.16666666666666666,245766,0.0,0.0,14,0,0,1,3,3.0,5,6,14,94.0,30.0,6,10,14,272,0.6462649339810014,83.47706852160627
95,14,0,0,0,10.0,20,10.0,3.2082104159293405,7,3.0,35.976162833844434,3,36.0,31.000000000000004,0,,5,3.400000000000001,15918,975,0,0.0,9750.0,False,-0.3491815080284203,2,1.4800000000000002,21032,945,0,0.0,9450.0,False,-0.19380888290713325,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52373,0,288,0.7,10361.134896147198,False,0.2095913799221033,0,4.889000000000001,54585,0,7,0.1,217.00000000000003,False,-0.10404619542960111,0,5.4830000000000005,53370,0,4,0.2,124.00000000000001,False,-0.12471127856499303,0.16666666666666666,245436,0.0,0.0,14,0,0,0,3,3.0,4,4,14,69.0,30.0,4,10,14,308,0.6402260930044577,84.11729461461073
96,14,0,0,0,10.0,20,10.0,3.204457239358365,1,3.0,35.978369330939046,2,36.0,31.000000000000004,0,,1,3.4050000000000007,15803,985,0,0.0,9850.0,False,-0.35121600050079815,0,1.4780000000000004,20932,955,0,0.0,9550.0,False,-0.19537387711665466,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52442,0,287,0.1,10325.791997979506,False,0.21067014142178087,0,4.889000000000001,54549,0,8,0.1,248.00000000000003,False,-0.1043820132689,0,5.4830000000000005,53334,0,5,0.1,155.00000000000003,False,-0.1250470964042919,0.05000000000000001,245218,0.0,0.0,14,0,0,0,1,1.0,3,3,15,49.0,44.0,3,11,15,272,0.6145423069829121,84.73183692159364
97,15,0,0,0,10.0,20,10.0,3.204457239358365,0,,35.979427287388454,1,36.0,31.000000000000004,0,,0,3.4040000000000004,15693,996,0,0.0,9960.0,False,-0.35293749413127173,0,1.4780000000000004,20842,964,0,0.0,9640.0,False,-0.19678237190522396,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52478,0,286,0.0,10290.116204193098,False,0.21105185057263504,0,4.889000000000001,54549,0,8,0.0,248.00000000000003,False,-0.1043820132689,0,5.4830000000000005,53298,0,6,0.1,186.00000000000003,False,-0.1253829142435908,0.016666666666666666,245018,0.0,0.0,12,0,0,0,0,0.0,5,5,17,78.0,38.0,5,10,17,236,0.6818496690248139,85.41368659061845
98,17,0,0,0,10.0,20,10.0,3.362910148665064,3,6.0,35.980487674314276,1,36.0,31.000000000000004,0,,1,3.414000000000001,15577,1006,0,0.0,10060.0,False,-0.35500328648784,2,1.4980000000000002,20722,974,0,0.0,9740.0,False,-0.19897336379855393,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52496,0,288,0.3,10362.380450202512,False,0.2121895341649242,0,4.889000000000001,54549,0,8,0.0,248.00000000000003,False,-0.1043820132689,0,5.4830000000000005,53262,0,7,0.1,217.00000000000003,False,-0.12571873208288967,0.06666666666666667,244764,0.0,0.0,15,0,0,0,2,2.0,6,6,18,92.0,33.0,6,11,18,236,0.6604767400422134,86.07416333066067
99,18,0,0,0,10.0,20,10.0,3.4079291217500454,7,3.7142857142857144,35.98249294658411,2,36.0,31.000000000000004,0,,5,3.463000000000001,15407,1015,0,0.0,10150.0,False,-0.35891577201164354,2,1.5160000000000002,20592,985,0,0.0,9850.0,False,-0.2013208551128361,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52542,0,293,0.7,10542.870433349144,False,0.21505296687069575,0,4.889000000000001,54513,0,9,0.1,279.00000000000006,False,-0.10471783110819886,0,5.483000000000002,53226,0,8,0.1,248.00000000000003,False,-0.12605454992218854,0.15,244438,0.0,0.0,14,0,0,0,2,2.0,5,5,19,74.0,70.0,5,13,19,272,0.6602577340090647,86.73442106466973
100,19,0,0,0,10.0,20,10.0,3.1173078234626077,11,1.8181818181818181,35.98249294658411,0,,31.000000000000004,0,,10,3.558000000000001,15076,1029,0,0.0,10290.0,False,-0.3670850417853454,1,1.5240000000000002,20522,991,0,0.0,9910.0,False,-0.20257285048045323,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52522,1,303,1.0,10905.812670638448,False,0.21844657185261396,0,4.889000000000001,54513,0,9,0.0,279.00000000000006,False,-0.10471783110819886,0,5.483000000000002,53226,0,8,0.0,248.00000000000003,False,-0.12605454992218854,0.16666666666666666,244017,0.0,0.0,12,0,0,2,4,4.0,6,8,17,128.0,58.0,8,11,17,200,0.7110894720535725,87.4455105367233
101,17,0,0,0,10.0,20,10.0,3.235635716720323,11,3.8181818181818183,35.983438511138104,1,36.0,31.000000000000004,0,,9,3.638000000000001,14841,1037,0,0.0,10370.0,False,-0.373188519202479,2,1.5430000000000001,20382,1003,0,0.0,10030.0,False,-0.2050768412156875,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52516,2,312,1.0,11233.304086908529,False,0.22176188065518299,0,4.889000000000001,54513,0,9,0.0,279.00000000000006,False,-0.10471783110819886,0,5.4830000000000005,53190,0,9,0.1,279.00000000000006,False,-0.12639036776148743,0.18333333333333335,243600,0.0,0.0,10,0,0,1,4,4.0,4,5,17,74.0,41.0,5,12,17,236,0.6657492450322025,88.1112597817555
102,17,0,0,0,10.0,20,10.0,2.8613266065948255,22,1.8636363636363635,35.985965255882405,3,36.0,31.000000000000004,0,,20,3.8290000000000006,14291,1047,0,0.0,10470.0,False,-0.38883846129769317,2,1.5610000000000002,20262,1013,0,0.0,10130.0,False,-0.2072678331090175,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52583,14,319,1.0,11519.581489118815,False,0.2261783221151176,0,4.889000000000001,54441,0,11,0.2,341.00000000000006,False,-0.10538946678679663,0,5.483000000000002,53154,0,10,0.1,310.00000000000006,False,-0.1267261856007863,0.21666666666666667,242889,0.0,0.0,15,0,0,2,6,6.0,4,6,17,98.0,33.0,6,11,17,308,0.6795986199867912,88.7908584017423
103,17,0,0,0,10.0,20,10.0,2.9991383219396943,2,8.0,35.98799956310992,3,36.0,31.000000000000004,0,,0,3.8090000000000006,14181,1058,0,0.0,10580.0,False,-0.39055995492816675,2,1.5790000000000002,20152,1022,0,0.0,10220.0,False,-0.20930232558139536,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52675,6,326,1.0,11750.082687505474,False,0.23053406493669193,0,4.889000000000001,54405,0,12,0.1,372.00000000000006,False,-0.1057252846260955,0,5.4830000000000005,53082,0,12,0.2,372.00000000000006,False,-0.12739782127938407,0.21666666666666667,242653,0.0,0.0,14,0,0,0,1,1.0,5,5,16,82.0,45.0,5,12,16,308,0.6699968279572204,89.46085522969952
104,16,0,0,0,10.0,20,10.0,2.9991383219396943,0,,35.9886109762627,1,36.0,31.000000000000004,0,,0,3.809000000000001,14111,1065,0,0.0,10650.0,False,-0.3916554508748318,0,1.5770000000000004,20022,1035,0,0.0,10350.0,False,-0.2113368180537732,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52711,0,331,0.6,11912.230233142953,False,0.2329945801175149,0,4.889000000000001,54369,0,13,0.1,403.00000000000006,False,-0.10606110246539438,0,5.4830000000000005,53082,0,12,0.0,372.00000000000006,False,-0.12739782127938407,0.11666666666666665,242453,0.0,0.0,13,0,0,1,0,0.0,5,6,15,100.0,30.0,6,10,15,236,0.6334473540191539,90.09430258371867
105,15,0,0,0,10.0,20,10.0,2.9603485068651487,10,2.7,35.99071376195708,4,36.0,31.000000000000004,0,,10,3.9090000000000007,13833,1075,0,0.0,10750.0,False,-0.39879182447024947,0,1.5770000000000002,19922,1045,0,0.0,10450.0,False,-0.21290181226329463,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52828,0,337,1.0,12128.870537779536,False,0.23773008698618714,0,4.889000000000001,54297,0,15,0.2,465.00000000000006,False,-0.10673273814399213,0,5.4830000000000005,53010,0,14,0.2,434.00000000000006,False,-0.1280694569579818,0.2333333333333333,242048,0.0,0.0,14,0,0,3,3,3.0,3,6,13,90.0,27.0,6,9,13,344,0.631679960002657,90.72598254372133
106,13,0,0,0,10.0,20,10.0,3.147212958687606,7,5.0,35.99195202741427,3,36.0,31.000000000000004,0,,3,3.9290000000000007,13662,1087,0,0.0,10870.0,False,-0.402266111615387,4,1.6170000000000004,19798,1053,0,0.0,10530.0,False,-0.21553100253529062,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52901,0,341,0.7,12273.255641348267,False,0.24078156870755413,0,4.889000000000001,54261,0,16,0.1,496.00000000000006,False,-0.10706855598329101,0,5.4830000000000005,52938,0,16,0.2,496.00000000000006,False,-0.12874109263657957,0.16666666666666666,241718,0.0,0.0,14,0,0,0,3,3.0,3,3,15,45.0,36.0,3,10,15,308,0.6623434990178794,91.38832604273921
107,15,0,0,0,10.0,20,10.0,3.1895954759855094,11,3.4545454545454546,35.99267549405908,2,36.0,31.000000000000004,0,,9,4.016,13404,1097,0,0.0,10970.0,False,-0.40877648752699614,2,1.6330000000000005,19678,1063,0,0.0,10630.0,False,-0.2177219944286206,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,52935,1,349,1.0,12564.633342902604,False,0.2445580519840125,0,4.889000000000001,54225,0,17,0.1,527.0000000000001,False,-0.1074043738225899,0,5.483000000000002,52902,0,17,0.1,527.0000000000001,False,-0.12907691047587844,0.20000000000000004,241302,0.0,0.0,11,0,0,0,4,4.0,5,5,15,73.0,36.0,5,10,15,272,0.690924231952522,92.07925027469173
108,15,0,0,0,10.0,20,10.0,3.1895954759855094,0,,35.99334064705034,2,36.0,31.000000000000004,0,,0,4.007000000000001,13284,1109,0,0.0,11090.0,False,-0.41065448057842185,0,1.6310000000000002,19598,1071,0,0.0,10710.0,False,-0.21897398979623775,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53007,0,348,0.1,12525.682545173519,False,0.24566195062286963,0,4.889000000000001,54153,0,19,0.2,589.0000000000001,False,-0.10807600950118765,0,5.483000000000002,52902,0,17,0.0,527.0000000000001,False,-0.12907691047587844,0.05000000000000001,241102,0.0,0.0,13,0,0,2,0,0.0,3,5,14,79.0,30.0,5,10,14,272,0.5590722509659827,92.63832252565771
109,14,0,0,0,10.0,20,10.0,3.020707843368036,6,1.0,35.99445887136507,4,36.0,31.000000000000004,0,,6,4.067,13048,1122,0,0.0,11220.0,False,-0.4160067607749851,0,1.6310000000000002,19528,1078,0,0.0,10780.0,False,-0.22006948574290275,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53145,0,350,0.6,12598.060604977774,False,0.2493228453056658,0,4.889000000000001,54081,0,21,0.2,651.0000000000001,False,-0.1087476451797854,0,5.4830000000000005,52830,0,19,0.2,589.0000000000001,False,-0.1297485461544762,0.16666666666666666,240790,0.0,0.0,15,0,0,0,2,2.0,3,3,14,49.0,33.0,3,11,14,344,0.5473526999703608,93.18567522562807
110,14,0,0,0,10.0,20,10.0,2.9210908521594066,13,2.3846153846153846,35.994705812649784,1,36.0,31.000000000000004,8,31.0,11,4.171,12795,1126,0,0.0,11260.0,False,-0.423299633791355,2,1.6510000000000002,19348,1094,0,0.0,10940.0,False,-0.2231994741619456,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53150,3,359,1.0,12930.86265929775,False,0.25292514511357217,0,4.889000000000001,54329,0,13,0.0,403.00000000000006,False,-0.10671635678597756,0,5.483000000000002,52794,0,20,0.1,620.0000000000001,False,-0.13008436399377507,0.18333333333333335,240574,0.0,0.0,17,0,0,0,4,4.0,3,3,14,48.0,33.0,3,11,14,484,0.5402058999752626,93.72588112560334
111,14,0,0,0,10.0,20,10.0,2.823460754494827,4,1.0,35.99539054904843,3,36.0,31.0,9,31.0,4,4.200000000000001,12637,1135,0,0.0,11350.0,False,-0.4268365207048734,0,1.6490000000000007,19238,1105,0,0.0,11050.0,False,-0.22492096779241916,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53254,0,363,0.7,13066.32676930458,False,0.256534402064948,0,4.889000000000001,54536,0,6,0.2,186.0,False,-0.10510279302154149,0,5.4830000000000005,52758,0,21,0.1,651.0,False,-0.13042018183307397,0.16666666666666666,240581,0.0,0.0,20,0,0,1,1,1.0,2,3,14,52.0,33.0,3,11,14,587,0.5468583530164324,94.27273947861977
112,14,0,0,0,10.0,20,10.0,2.823460754494827,0,,35.99579354999939,2,36.0,31.000000000000004,10,31.0,0,4.196000000000001,12527,1146,0,0.0,11460.0,False,-0.42855801433534696,0,1.6490000000000007,19148,1114,0,0.0,11140.0,False,-0.22632946258098846,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53326,0,361,0.0,12994.48147154978,False,0.257292632264452,4,4.929000000000001,54689,0,0,0.0,0.0,False,-0.10411991154066672,0,5.4830000000000005,52686,0,23,0.2,713.0000000000001,False,-0.1310918175116717,0.03333333333333333,240534,0.0,0.0,18,0,0,1,3,3.0,2,3,15,46.0,33.0,3,11,15,458,0.5335155400098301,94.8062550186296
113,15,0,0,0,10.0,20,10.0,2.9655990538827326,2,8.0,35.99616599882176,2,36.0,31.000000000000004,12,31.0,0,4.196000000000001,12407,1158,0,0.0,11580.0,False,-0.4304360073867727,2,1.6690000000000003,19048,1122,0,0.0,11220.0,False,-0.22820745563241415,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53382,0,361,0.2,12994.615925574655,False,0.2584709855359772,7,4.995000000000002,54583,0,1,0.1,31.000000000000004,False,-0.10560242444098616,0,5.4830000000000005,52805,0,19,0.1,589.0000000000001,False,-0.1301580801048407,0.06666666666666667,240383,0.0,0.0,17,0,0,4,6,6.0,1,5,11,80.0,30.0,5,10,11,427,0.5134616640280001,95.3197166826576
114,11,0,0,0,10.0,20,10.0,3.0838003613498257,3,5.666666666666667,35.99634575192474,1,36.0,31.0,16,31.0,1,4.206,12310,1166,0,0.0,11660.0,False,-0.4322201007856271,2,1.6870000000000005,18908,1134,0,0.0,11340.0,False,-0.23071144636764843,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53401,0,363,0.3,13066.67350794868,False,0.25962751421732083,5,5.038000000000002,54536,0,1,0.1,31.0,False,-0.10637234826767139,0,5.4830000000000005,53115,0,9,0.0,279.0,False,-0.12761896961258087,0.06666666666666667,240428,0.0,0.0,19,0,0,1,5,5.0,2,3,7,49.0,24.0,3,8,7,577,0.32907916500698775,95.64879584766459
115,7,0,0,0,10.0,20,10.0,3.2831715695291854,6,5.333333333333333,35.99669055189213,2,36.0,31.0,20,31.0,4,4.245000000000002,12194,1172,0,0.0,11720.0,False,-0.43491189082600396,2,1.705,18748,1148,0,0.0,11480.0,False,-0.233528435944787,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53441,0,367,0.6,13210.785432544411,False,0.26198257111603795,9,5.123000000000001,54390,0,2,0.2,62.0,False,-0.108510115488574,1,5.493000000000002,53388,0,0,0.0,0.0,False,-0.12543205831763454,0.13333333333333333,240319,0.0,0.0,22,0,0,0,9,8.5,0,0,6,0.0,21.0,0,7,6,551,0.18222417699871585,95.8310200246633
116,6,0,0,0,10.0,20,10.0,3.142514951671793,4,1.0,35.99669055189213,0,,31.0,20,31.0,4,4.281000000000001,12024,1182,0,0.0,11820.0,False,-0.43866787692885534,0,1.7030000000000003,18648,1158,0,0.0,11580.0,False,-0.23509343015430842,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53437,0,371,0.4,13354.77219475198,False,0.2634115738924358,8,5.194000000000002,54367,0,0,0.0,0.0,False,-0.10939470882136129,10,5.592000000000003,53269,0,0,0.0,0.0,False,-0.1273814399213695,0.06666666666666667,239903,0.0,0.0,11,0,0,0,12,11.333333333333332,0,0,4,0.0,18.0,0,6,4,200,0.16311836801469326,95.994138392678
117,4,0,0,0,10.0,0,,3.282049551513164,3,6.0,35.9970045903947,2,36.0,31.0,18,31.0,1,4.287000000000001,12008,1182,0,0.0,11820.0,False,-0.43916867507590224,2,1.7230000000000003,18628,1158,0,0.0,11580.0,False,-0.235719427838117,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53491,0,372,0.3,13390.885707626829,False,0.26492597578473376,5,5.236000000000001,54250,0,2,0.2,62.0,False,-0.11080350561061512,13,5.7120000000000015,53079,0,0,0.0,0.0,False,-0.13049389794413957,0.08333333333333333,239614,0.0,0.0,2,0,0,0,13,13.0,0,0,2,0.0,12.0,0,4,2,72,0.14446497103199363,96.13860336370999
118,2,0,0,0,10.0,0,,3.282049551513164,0,,35.9970045903947,0,,31.0,6,31.0,0,4.2860000000000005,12008,1182,0,0.0,11820.0,False,-0.43916867507590224,0,1.721,18628,1158,0,0.0,11580.0,False,-0.235719427838117,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53491,0,372,0.0,13390.885707626829,False,0.26492597578473376,4,5.271000000000002,54282,0,0,0.0,0.0,False,-0.11078712425260054,0,5.6990000000000025,53079,0,0,0.0,0.0,False,-0.13049389794413957,0.0,239646,0.0,0.0,1,0,0,0,2,1.6666666666666665,0,0,1,0.0,6.0,0,2,1,31,0.12292529898695648,96.26152866269695
119,1,0,0,0,10.0,0,,3.282049551513164,0,,35.9970045903947,0,,31.0,14,31.0,0,4.286000000000001,12008,1182,0,0.0,11820.0,False,-0.43916867507590224,0,1.7210000000000005,18628,1158,0,0.0,11580.0,False,-0.235719427838117,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,53491,0,372,0.0,13390.885707626829,False,0.26492597578473376,8,5.347000000000001,54200,0,0,0.0,0.0,False,-0.11213039560979605,6,5.759000000000002,53021,0,0,0.0,0.0,False,-0.13144401670898517,0.0,239506,0.0,0.0,0,0,0,0,7,7.0,0,0,0,0.0,3.0,0,1,0,0,0.12329338799463585,96.38482205069158
