index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
74,19,0,0,0,10.0,20,10.0,25.953479590611078,21,25.761904761904763,44.54458727058274,11,34.0,40.0,20,40.0,0,0.37100000000000005,54273,29,34,1.0,1172.4183060807768,False,0.4818402839750516,6,4.526000000000002,18018,721,0,0.0,7210.0,False,-0.4159260959995678,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,60778,484,31,1.0,13942.366327243826,False,0.13440914844817511,0,1.4690000000000003,64279,1,90,1.0,3644.5445872705827,False,-0.06801167016376039,0,1.3970000000000002,65250,0,27,0.3,1080.0,False,-0.07240042298202326,0.5499999999999999,322933,0.0,0.0,20,0,0,4,2,2.0,21,25,25,87.0,45.0,9,10,25,1899,1.0381718139979057,107.7456850198796
75,25,0,0,0,10.0,20,10.0,24.696359779227905,11,8.272727272727273,45.02320870482565,21,49.0,40.0,15,40.0,0,0.37100000000000005,54143,32,44,1.0,1406.6398302860277,False,0.4814921237984662,11,4.630000000000002,17688,728,0,0.0,7280.0,False,-0.4238945463385646,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,61716,485,20,1.0,12878.198667022047,False,0.1412059096063599,0,1.469,63370,12,97,1.0,4420.278504457908,False,-0.07535933377188646,0,1.3970000000000002,65730,0,15,0.0,600.0,False,-0.06901656679591117,0.5,322982,0.0,0.0,17,0,0,9,2,2.0,17,26,25,90.0,75.0,10,15,25,1829,1.317767027998343,109.06345204787795
76,25,0,0,0,10.0,20,10.0,24.354671651044473,27,22.59259259259259,45.02320870482565,0,,40.0,11,40.0,0,0.37100000000000005,54628,33,37,1.0,1231.1228510886453,False,0.4922222907415878,10,4.719000000000001,17312,737,0,0.0,7370.0,False,-0.43283541773587964,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,61106,502,30,1.0,13576.741429969094,False,0.13684020486561976,0,1.4690000000000003,63370,2,107,1.0,4370.046417409651,False,-0.07571345493542728,0,1.3970000000000005,66170,0,4,0.0,160.0,False,-0.06591469862530842,0.5,322921,0.0,0.0,13,0,0,8,2,2.0,11,19,23,113.0,93.0,11,14,23,1235,1.2376423260429874,110.30109437392093
77,23,0,0,0,10.0,20,10.0,25.57633458284806,16,37.0,44.27645200684268,5,18.0,40.0,9,40.0,0,0.37100000000000005,55120,33,31,1.0,1122.8663720682898,False,0.5040499496511209,0,4.709000000000001,17212,747,0,0.0,7470.0,False,-0.43418600253909945,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,60604,508,35,1.0,14542.453788326307,False,0.1365196559754052,0,1.4690000000000003,63280,0,114,0.7,4560.0,False,-0.07564328516038069,5,1.4470000000000003,66278,0,0,0.0,0.0,False,-0.06551991540359535,0.45,322829,0.0,0.0,12,0,0,9,2,2.0,11,20,27,123.0,111.0,11,12,27,1042,1.3924070749781094,111.69350144889904
78,27,0,0,0,10.0,20,10.0,26.118125284513223,19,30.36842105263158,44.267387830367994,13,44.15384615384615,40.0,16,40.0,0,0.37100000000000005,55529,36,25,1.0,1012.9531321128305,False,0.5136132618258938,3,4.739000000000002,17091,754,0,0.0,7540.0,False,-0.4365090084006375,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,60601,517,32,1.0,14919.627182665114,False,0.1396271657233943,0,1.4690000000000003,63180,0,115,0.5,4600.0,False,-0.07677123722241805,12,1.5620000000000005,65756,0,8,0.8,320.0,False,-0.07062389848431441,0.5499999999999999,322492,0.0,0.0,17,0,0,16,8,8.0,7,23,28,154.0,96.0,15,12,28,1473,1.481411863991525,113.17491331289057
79,28,0,0,0,10.0,20,10.0,26.383741867596296,23,28.130434782608695,45.09541126998785,31,49.32258064516129,40.0,11,40.0,0,0.37100000000000005,56006,41,17,1.0,858.523611749137,False,0.5244121392148935,5,4.786000000000001,16916,759,0,0.0,7590.0,False,-0.4405607628102969,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,61483,530,11,1.0,14479.432713795903,False,0.15071023001403075,0,1.4690000000000003,62151,11,125,1.0,5496.049523969867,False,-0.08496263994381484,3,1.5800000000000003,65552,0,10,1.0,400.0,False,-0.07293620021149101,0.6666666666666666,322443,0.0,0.0,17,0,0,7,2,1.75,6,13,34,172.0,140.0,13,15,34,2636,1.3451840039924718,114.52009731688304
80,34,0,0,0,10.0,20,10.0,25.747746563159076,5,5.8,44.65743417223122,7,34.0,39.99999999999999,9,40.0,0,0.37100000000000005,55936,38,27,1.0,1075.189157205295,False,0.5254475724211299,5,4.831000000000001,16664,772,0,0.0,7720.0,False,-0.4456119499743389,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,61692,525,14,1.0,14142.771024069752,False,0.1513912044478563,0,1.4690000000000003,61913,8,135,1.0,5757.259473377849,False,-0.08647684544675464,0,1.5770000000000004,65912,0,1,0.0,39.99999999999999,False,-0.07039830807190695,0.5,322452,0.0,0.0,13,0,0,12,2,2.0,4,16,36,232.0,167.0,16,18,36,798,2.6992602960090153,117.21935761289205
81,36,0,0,0,10.0,20,10.0,24.38256775028035,10,4.5,44.65743417223122,0,,40.0,17,40.0,0,0.37100000000000005,55876,34,37,1.0,1242.155006760373,False,0.5260818860479237,10,4.926000000000001,16249,786,0,0.0,7860.0,False,-0.45493098511655544,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,61647,525,24,1.0,13872.626489030734,False,0.14837602967943742,0,1.4690000000000003,62313,0,133,0.8,5320.0,False,-0.08391963341557984,6,1.6370000000000005,65888,0,0,0.0,0.0,False,-0.0710186817060275,0.4666666666666666,322308,0.0,0.0,14,0,0,11,4,3.6666666666666665,6,17,32,181.0,132.0,17,19,32,600,1.7938313049962744,119.01318891788833
82,32,0,0,0,10.0,20,10.0,22.07589152839281,41,14.195121951219512,44.65743417223122,0,,40.0,12,40.0,0,0.37100000000000005,55766,35,47,1.0,1387.566901834462,False,0.5250745104377849,41,5.326000000000001,14742,795,0,0.0,7950.0,False,-0.4944220847627023,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,61065,556,34,1.0,13792.548451642264,False,0.13796045386660086,0,1.4690000000000003,62313,0,133,0.0,5320.0,False,-0.08391963341557984,12,1.7510000000000006,65696,0,0,0.0,0.0,False,-0.07372576665491716,0.3333333333333333,319917,0.0,0.0,8,0,0,6,11,11.0,4,10,35,144.0,164.0,10,22,35,200,1.726654905010946,120.73984382289927
83,35,0,0,0,10.0,20,10.0,23.040885194574567,18,31.77777777777778,45.75334023725494,28,52.0,40.0,4,40.0,0,0.37100000000000005,56236,34,41,1.0,1284.6762929775573,False,0.5363803826608892,2,5.3050000000000015,14586,806,0,0.0,8060.0,False,-0.49715026606520624,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,61949,564,16,1.0,13727.112693536135,False,0.15221453311623961,0,1.469,61585,4,143,1.0,5903.013360949019,False,-0.09007392766338375,4,1.7790000000000004,64930,4,10,1.0,583.0133609490198,False,-0.08041583813218883,0.6666666666666666,319621,0.0,0.0,10,0,0,9,3,3.0,5,14,33,177.0,168.0,14,21,33,2216,1.6783607340184972,122.41820455691777
84,33,0,0,0,10.0,20,10.0,23.16329866924428,31,23.806451612903224,45.75334023725494,0,,40.0,3,40.0,0,0.37100000000000005,56537,36,39,1.0,1263.368648100527,False,0.5442231253626392,19,5.493000000000002,14183,814,0,0.0,8140.0,False,-0.5069555117365819,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,61211,585,26,1.0,14740.116567676532,False,0.14833827205783914,0,1.4690000000000003,61705,0,144,0.4,5760.0,False,-0.08939020091646105,0,1.7750000000000006,64930,0,14,0.4,560.0,False,-0.08057807543179415,0.4666666666666666,318901,0.0,0.0,12,0,0,8,4,4.0,5,13,34,165.0,165.0,13,20,34,741,1.4940032559679821,123.91220781288575
85,34,0,0,0,10.0,20,10.0,23.45667469469699,39,24.76923076923077,45.87548308307485,5,50.0,40.0,0,,0,0.37100000000000005,57027,33,33,1.0,1104.0702649250006,False,0.5553073966792497,23,5.704000000000002,13720,827,0,0.0,8270.0,False,-0.5177061667702115,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,60495,614,31,1.0,15824.538238119272,False,0.14542830312212648,0,1.4690000000000003,61455,0,149,0.5,5960.0,False,-0.09150511103278111,0,1.7750000000000006,64930,0,14,0.0,560.0,False,-0.08057807543179415,0.4166666666666667,317962,0.0,0.0,11,0,0,9,2,2.0,4,13,31,155.0,123.0,13,21,31,1010,1.481405642000027,125.39361345488578
86,31,0,0,0,10.0,20,10.0,22.964279358124685,11,14.363636363636363,45.87548308307485,0,,40.0,11,40.0,0,0.37100000000000005,56917,34,43,1.0,1327.4640123993613,False,0.555353232116898,11,5.791000000000003,13422,836,0,0.0,8360.0,False,-0.5245401258745037,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,60337,615,41,1.0,16003.92661165275,False,0.14428457362155273,0,1.4690000000000003,61895,0,138,0.0,5520.0,False,-0.08840324286217836,0,1.7750000000000006,64930,0,14,0.0,560.0,False,-0.08057807543179415,0.3333333333333333,317836,0.0,0.0,13,0,0,8,3,3.0,2,10,21,131.0,109.0,10,21,21,640,1.1684453869820572,126.56205884186784
87,21,0,0,0,10.0,20,10.0,22.70007341160398,39,21.46153846153846,45.87548308307485,0,,40.0,10,40.0,0,0.37100000000000005,57387,33,37,1.0,1169.9027162293473,False,0.5659207303453357,23,6.010000000000002,12742,847,0,0.0,8470.0,False,-0.541422435914751,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,59500,644,51,1.0,16958.49691430978,False,0.13826141885996593,0,1.4690000000000003,62295,0,128,0.0,5120.0,False,-0.08558336270708494,0,1.7750000000000004,64930,0,14,0.0,560.0,False,-0.08057807543179415,0.3333333333333333,317189,0.0,0.0,15,0,0,6,3,3.0,1,7,23,111.0,102.0,7,14,23,1160,1.006283771013841,127.56834261288168
88,23,0,0,0,10.0,20,10.0,22.707056710997225,15,22.8,46.24115916140459,24,48.625,40.00000000000001,11,40.0,0,0.37100000000000005,57673,28,33,1.0,1029.3328714629083,False,0.5717475604584277,1,5.997000000000002,12569,862,0,0.0,8620.0,False,-0.5440695821290619,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,60325,649,37,1.0,16447.80269440917,False,0.14779982832464716,0,1.4690000000000003,61462,11,131,1.0,5748.652750775452,False,-0.09289635001215756,0,1.7750000000000004,65036,0,13,0.3,520.0000000000001,False,-0.07936552696510399,0.5499999999999999,317400,0.0,0.0,15,0,0,8,1,1.0,2,10,25,90.0,84.0,10,13,25,2143,1.1129270719829947,128.68126968486467
89,25,0,0,0,10.0,20,10.0,23.53775542761659,14,35.0,46.557039209088025,21,49.0,40.00000000000001,20,40.0,0,0.37100000000000005,58073,27,29,1.0,952.5949074008812,False,0.5815158276032641,0,5.996,12459,873,0,0.0,8730.0,False,-0.5455552254126037,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,60864,653,26,1.0,16580.637313669922,False,0.15793708611290586,0,1.4690000000000003,60713,22,134,1.0,6384.254862599937,False,-0.09897599673880907,0,1.7750000000000004,65556,0,0,0.0,0.0,False,-0.07569968276348255,0.5,318000,0.0,0.0,18,0,0,7,0,0.0,3,10,24,105.0,45.0,10,15,24,2519,1.0376665550284088,129.71893623989308
90,24,0,0,0,10.0,20,10.0,23.238939714468017,3,4.666666666666667,47.090238127250494,22,51.09090909090909,40.00000000000001,9,40.0,0,0.37100000000000005,57993,25,39,1.0,1156.3186488642527,False,0.5821063538108675,3,6.026000000000002,12264,885,0,0.0,8850.0,False,-0.5492018043812971,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,61974,646,14,1.0,15671.618389327847,False,0.16891278246984223,0,1.4690000000000003,60449,24,135,1.0,6530.165715054012,False,-0.10166961075041232,0,1.7750000000000004,65056,0,10,1.0,400.00000000000006,False,-0.07992950299612267,0.6666666666666666,318071,0.0,0.0,15,0,0,6,2,2.0,3,9,22,94.0,45.0,9,15,22,1684,0.7476437889854424,130.46658002887852
91,22,0,0,0,10.0,20,10.0,23.958779423427348,18,30.77777777777778,47.30202784689442,21,49.0,40.0,11,40.0,0,0.37100000000000005,58353,28,35,1.0,1118.5572798199573,False,0.5913205650822501,4,6.063000000000001,12142,892,0,0.0,8920.0,False,-0.5515518219388995,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,7,1.5390000000000004,62162,654,10,1.0,16142.06202139043,False,0.17599931366490087,0,1.469,60889,14,134,1.0,6022.228389856522,False,-0.0990466803675959,0,1.7750000000000006,64027,11,20,1.0,1320.3223063158387,False,-0.08794978987440369,0.6666666666666666,317908,0.0,0.0,14,0,0,3,2,1.3333333333333333,2,5,21,60.0,51.0,5,17,21,1130,0.6981831759912893,131.16476320486981
92,21,0,0,0,10.0,20,10.0,24.454434112652578,24,27.958333333333332,47.30202784689442,0,,40.0,11,40.0,0,0.37100000000000005,58801,25,31,1.0,1008.0874574922299,False,0.6019298162865973,10,6.1590000000000025,11837,905,0,0.0,9050.0,False,-0.5580346289943545,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.532,61491,668,20,1.0,17281.60254418981,False,0.17430429778130177,0,1.4690000000000003,61329,4,133,1.0,5509.208111387577,False,-0.09645958328242808,0,1.7750000000000006,64027,1,30,1.0,1247.3020278468944,False,-0.08846456095983864,0.6666666666666666,317820,0.0,0.0,13,0,0,2,4,4.0,2,4,26,63.0,51.0,4,17,26,1158,0.710491273959633,131.87525447882945
93,26,0,0,0,10.0,20,10.0,23.884022749153228,5,4.0,47.30202784689442,0,,40.0,9,40.0,0,0.37100000000000005,58721,23,41,1.0,1209.2449327152824,False,0.6024856828923487,5,6.1990000000000025,11592,917,0,0.0,9170.0,False,-0.5630317927662678,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.532,61471,663,30,1.0,17254.167918095423,False,0.17373972671792157,0,1.4690000000000003,61689,0,128,0.4,5120.0,False,-0.09412759957701798,0,1.7750000000000006,64027,0,31,0.1,1240.0,False,-0.0885160380683821,0.4166666666666667,317835,0.0,0.0,13,0,0,6,1,1.0,3,9,19,102.0,51.0,9,17,19,560,0.8409843319677748,132.71623881079722
94,19,0,0,0,10.0,20,10.0,22.820808947048533,8,1.375,46.66067442930748,5,24.8,40.0,20,40.0,0,0.37100000000000005,58621,23,51,1.0,1393.8612562994751,False,0.6022779132965004,8,6.274000000000003,11256,927,0,0.0,9270.0,False,-0.570757137840685,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.532,61584,661,35,1.0,16717.678319024842,False,0.17114026923934944,0,1.4690000000000003,62009,0,120,0.0,4800.0,False,-0.09187169545294326,0,1.7750000000000006,64383,0,24,0.5,960.0,False,-0.08547056750088121,0.4166666666666667,318188,0.0,0.0,19,0,0,4,2,2.0,0,4,12,72.0,45.0,4,15,12,1124,0.3851309970486909,133.1013698078459
95,12,0,0,0,10.0,20,10.0,22.4771369900269,5,12.0,46.66067442930748,0,,40.0,20,40.0,0,0.37100000000000005,58511,24,61,1.0,1611.105356391641,False,0.6022406925311531,5,6.316000000000002,11081,936,0,0.0,9360.0,False,-0.5742686583290565,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.532,61524,656,45,1.0,16844.732214776483,False,0.17119932533050197,0,1.4690000000000003,62329,0,112,0.0,4480.0,False,-0.08961579132886853,0,1.7750000000000004,64863,0,12,0.0,480.0,False,-0.08208671131476912,0.3333333333333333,318643,0.0,0.0,16,0,0,3,1,1.0,0,3,9,39.0,27.0,3,9,9,1000,0.32604683499084786,133.42741664283676
96,9,0,0,0,10.0,17,10.0,22.031819298083043,3,1.0,46.14061257260885,15,40.666666666666664,40.0,20,40.0,0,0.37100000000000005,58411,24,71,1.0,1804.259170163896,False,0.6021482289803611,3,6.341000000000002,10927,943,0,0.0,9430.0,False,-0.5774830501607195,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.532,62131,649,40,1.0,16144.27522736025,False,0.1754987712012345,0,1.4690000000000003,62759,0,104,0.5,4160.0,False,-0.08580895311949242,0,1.7750000000000004,64623,0,15,1.0,600.0,False,-0.08462460345435319,0.5833333333333334,319186,0.0,0.0,17,0,0,2,1,1.0,0,2,5,21.0,21.0,2,7,5,1580,0.2666312510264106,133.69404789386317
97,5,0,0,0,10.0,0,,22.031819298083043,0,,45.57397673453157,9,35.77777777777778,40.0,20,40.0,0,0.37100000000000005,58411,14,81,1.0,1924.5773631447264,False,0.6037732282102688,0,6.338000000000002,10927,943,0,0.0,9430.0,False,-0.5774830501607195,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.532,62453,639,41,1.0,15946.86557759086,False,0.17923768106887625,0,1.4690000000000003,63279,0,91,0.0,3640.0,False,-0.082143108917871,0,1.7750000000000004,64581,0,17,0.9,680.0,False,-0.08465280225590413,0.48333333333333334,319986,0.0,0.0,10,0,0,1,0,0.0,0,1,5,18.0,12.0,1,4,5,1122,0.24152602697722614,133.9355739208404
98,5,0,0,0,10.0,0,,22.031819298083043,0,,45.57397673453157,0,,40.0,20,40.0,0,0.37100000000000005,58411,4,91,1.0,2044.8955561255568,False,0.6053982274401766,0,6.338000000000002,10927,943,0,0.0,9430.0,False,-0.5774830501607195,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.532,62453,629,51,1.0,16182.287151955345,False,0.18120865972301128,0,1.4690000000000003,63599,0,83,0.0,3320.0,False,-0.07988720479379627,0,1.7750000000000004,65061,0,5,0.0,200.0,False,-0.08126894606979203,0.3333333333333333,320786,0.0,0.0,9,0,0,1,0,0.0,0,1,1,18.0,12.0,1,4,1,800,0.2208321540383622,134.15640607487876
99,1,0,0,0,10.0,0,,22.031819298083043,0,,45.57397673453157,0,,40.0,7,40.0,0,0.37100000000000005,58411,0,95,0.4,2093.0228333178893,False,0.6060482271321398,0,6.338000000000002,10927,943,0,0.0,9430.0,False,-0.5774830501607195,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.532,62453,619,61,1.0,16417.70872631983,False,0.18317963837714607,0,1.469,63599,0,83,0.0,3320.0,False,-0.07988720479379627,2,1.7950000000000006,65245,0,0,0.0,0.0,False,-0.0800845964046528,0.2333333333333333,320970,0.0,0.0,2,0,0,0,1,1.0,0,0,0,0.0,3.0,0,1,0,200,0.10615010996116325,134.26255618483992
