index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
39,28,0,0,0,10.0,20,10.0,23.549017743450197,18,29.833333333333332,44.92530535818825,9,35.77777777777778,40.000000000000014,9,40.0,0,0.37100000000000005,44938,12,54,1.0,1391.6469581463107,False,0.2326469700730169,4,2.3100000000000005,27419,388,0,0.0,3880.0,False,-0.20696361524540127,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.794,59621,218,57,1.0,7694.428273488873,False,0.06272753988052032,0,1.4690000000000003,65889,0,59,0.0,2360.000000000001,False,-0.05436728939020092,0,1.0460000000000003,66640,0,31,0.9,1240.0000000000005,False,-0.05167430384208671,0.48333333333333334,324842,0.0,0.0,16,0,0,12,1,1.0,14,26,33,139.0,131.0,9,19,33,1399,1.559021566004958,57.95336090773344
40,33,0,0,0,9.999999999999998,20,10.0,25.29032542485849,27,35.0,45.41920639427439,15,50.0,40.00000000000001,14,40.0,0,0.37100000000000005,45753,15,37,1.0,1085.7420407197642,False,0.2505299970384345,0,2.3060000000000005,27349,395,0,0.0,3949.999999999999,False,-0.20790902460765512,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.7940000000000003,59426,235,52,1.0,8305.025207344013,False,0.06457440480345607,0,1.4690000000000003,66449,0,45,0.0,1800.0000000000002,False,-0.05041945717307014,0,1.046,65890,5,41,1.0,1867.0960319713722,False,-0.05782801528395232,0.5,325202,0.0,0.0,18,0,0,20,0,0.0,14,34,34,168.0,159.0,15,18,34,2455,1.5223419949761592,59.4757029027096
41,34,0,0,0,9.999999999999998,20,10.0,24.25537205383246,25,17.64,42.57535846662269,46,34.0,40.00000000000001,10,40.0,0,0.37100000000000005,46030,18,36,1.0,1053.1933939379685,False,0.2575726397711835,14,2.446000000000001,26828,402,0,0.0,4019.999999999999,False,-0.2210367088949515,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.794,60549,250,16,1.0,6745.048748924078,False,0.0703178790807749,0,1.4690000000000003,65245,36,46,1.0,3372.712904798417,False,-0.05630798093198153,0,1.046,65930,0,45,0.5,1800.0000000000002,False,-0.05773704617553754,0.5833333333333334,324917,0.0,0.0,15,0,0,17,3,3.0,15,32,33,223.0,192.0,15,19,33,2571,1.6034506209543906,61.07915352366399
42,33,0,0,0,9.999999999999998,20,10.0,22.66779543130467,39,15.897435897435898,43.110126787888944,10,52.0,40.00000000000001,20,40.0,0,0.37100000000000005,46199,17,39,1.0,1054.044021820882,False,0.262149104856985,32,2.7520000000000007,26044,413,0,0.0,4129.999999999999,False,-0.2407282353258961,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.794,60449,279,16,1.0,7014.076953940225,False,0.07089579178477132,0,1.4690000000000003,65245,36,43,1.0,3271.9645643640024,False,-0.0570182265466056,0,1.046,66210,0,38,0.0,1520.0000000000002,False,-0.05576313006697215,0.5,324482,0.0,0.0,18,0,0,7,3,3.0,25,32,32,185.0,165.0,13,20,32,1779,1.4018808389664628,62.48103436263045
43,32,0,0,0,9.999999999999998,20,10.0,22.66779543130467,0,,42.77807276272856,6,34.0,40.000000000000014,20,40.0,0,0.37100000000000005,46089,18,49,1.0,1290.7219761339288,False,0.26237435477342486,0,2.72,25954,422,0,0.0,4219.999999999999,False,-0.24194376164879391,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.794,60653,269,20,1.0,6953.198426275527,False,0.07380193585509133,0,1.469,65401,32,44,1.0,3128.8983284073147,False,-0.0558272941247281,0,1.0460000000000003,66650,0,27,0.0,1080.0000000000005,False,-0.0526612618963694,0.5,325082,0.0,0.0,18,0,0,17,0,0.0,15,32,28,204.0,129.0,14,18,28,1204,2.3730953490012325,64.85412971163169
44,28,0,0,0,9.999999999999998,20,10.0,23.724964871001152,34,29.470588235294116,42.436408602774996,6,34.0,40.000000000000014,18,40.0,0,0.37100000000000005,46999,15,31,1.0,885.4739110010357,False,0.28148177940899816,6,2.7800000000000007,25666,435,0,0.0,4349.999999999999,False,-0.2479673698711542,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.7940000000000003,59855,293,24,1.0,7969.888513669937,False,0.06895188133074863,0,1.4690000000000003,65597,28,44,1.0,2948.2194408777004,False,-0.05433754359620938,0,1.046,66970,0,19,0.0,760.0000000000002,False,-0.05040535777229468,0.5,325422,0.0,0.0,19,0,0,10,2,2.0,16,26,29,132.0,117.0,9,19,29,2104,1.503826621978078,66.35795633360976
45,29,0,0,0,10.0,20,10.0,23.5467424140765,2,6.0,42.436408602774996,0,,40.00000000000002,20,40.0,0,0.37100000000000005,46899,15,41,1.0,1115.4164389771365,False,0.2818861786415431,2,2.7940000000000005,25520,445,0,0.0,4450.0,False,-0.2505604926933362,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.794,59843,285,34,1.0,8153.659480506153,False,0.07028950370471641,0,1.4690000000000003,66037,18,43,1.0,2483.855354849951,False,-0.05140743493232325,0,1.046,67330,0,10,0.0,400.0000000000002,False,-0.04786746563271061,0.5,325964,0.0,0.0,18,0,0,12,1,1.0,22,34,27,153.0,114.0,16,13,27,1000,1.6324195130146109,67.99037584662437
46,27,0,0,0,10.0,20,10.0,23.04257140376156,6,8.0,41.58637198232745,5,18.0,40.00000000000002,1,40.0,0,0.37100000000000005,46779,17,51,1.0,1345.1711415918396,False,0.28174780721201265,6,2.852000000000001,25304,453,0,0.0,4530.0,False,-0.25531455120066987,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.794,59885,281,39,1.0,8096.83107176777,False,0.07051698764080043,0,1.4690000000000003,66037,8,53,1.0,2452.6909758586207,False,-0.05162713446698184,0,1.046,67280,0,14,0.5,560.0000000000003,False,-0.0474444836094466,0.5833333333333334,325620,0.0,0.0,11,0,0,10,2,2.0,23,33,28,142.0,115.0,14,13,28,330,1.5484792179777287,69.5388550646021
47,28,0,0,0,10.0,20,10.0,24.69223987309691,51,30.078431372549016,41.377503215813924,8,38.0,40.00000000000002,10,40.0,0,0.37100000000000005,48138,18,20,1.0,673.8447974619382,False,0.30938987057969713,10,2.946000000000001,24950,462,0,0.0,4620.0,False,-0.26366116528456823,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.794,58655,322,41,1.0,9647.378870985576,False,0.06290294088431041,0,1.4690000000000003,65733,6,63,1.0,2768.265019294885,False,-0.053688649846352535,0,1.0460000000000003,67680,0,4,0.0,160.00000000000009,False,-0.04462460345435319,0.5,325491,0.0,0.0,19,0,0,11,4,4.0,19,30,27,191.0,105.0,13,15,27,2373,1.5101237610215321,71.04897882562364
48,27,0,0,0,10.0,20,10.0,24.69223987309691,0,,41.28208241044472,56,41.07142857142857,40.00000000000002,11,40.0,0,0.37100000000000005,48048,17,30,1.0,910.7671961929072,False,0.31015865584658575,0,2.936000000000001,24840,473,0,0.0,4730.0,False,-0.26514680856811,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,15,0.9440000000000002,60340,312,10,1.0,8116.799664510683,False,0.07830280017841562,0,1.4690000000000003,64747,25,71,1.0,3872.0520602611195,False,-0.059809291080288284,5,1.096,66550,17,10,1.0,1101.7954009775603,False,-0.05391755092719372,0.6666666666666666,324860,0.0,0.0,17,0,0,10,4,3.125,20,30,34,138.0,122.0,11,16,34,1884,1.4334366280236281,72.48241545364726
49,34,0,0,0,10.0,20,10.0,22.6155379169545,35,11.0,41.28208241044472,0,,40.000000000000014,13,40.0,0,0.37100000000000005,47958,16,40,1.0,1064.6215166781801,False,0.3098055362723613,35,3.286000000000001,23920,484,0,0.0,4840.0,False,-0.28851192566381245,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.9290000000000003,59955,337,20,1.0,8447.077926222562,False,0.07462139518286859,0,1.4690000000000003,64947,15,76,1.0,3659.231236156672,False,-0.058489733971401774,0,1.0910000000000002,66870,7,12,1.0,768.9745768731132,False,-0.05175202977177919,0.6666666666666666,323985,0.0,0.0,16,0,0,9,2,2.0,22,31,34,185.0,153.0,13,21,34,720,1.9355093339690939,74.41792478761636
50,34,0,0,0,10.0,20,10.0,22.261314393990293,6,10.0,41.28208241044472,0,,40.00000000000001,16,40.0,0,0.37100000000000005,47858,16,50,1.0,1273.0657196995146,False,0.3099195823951206,6,3.311000000000001,23706,494,0,0.0,4940.0,False,-0.29294184381837335,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.9290000000000003,59895,333,30,1.0,8651.48016551211,False,0.075328021210878,0,1.4690000000000003,65227,5,79,1.0,3366.4104120522243,False,-0.05660620083149638,0,1.0910000000000002,67230,0,10,0.7,400.00000000000006,False,-0.049277405710257315,0.6166666666666667,324251,0.0,0.0,17,0,0,13,1,1.0,17,30,25,142.0,119.0,14,20,25,840,1.5001009380212054,75.91802572563756
51,25,0,0,0,10.000000000000002,20,10.0,20.95715373622378,51,16.03921568627451,42.27974198924133,24,49.0,40.0,20,40.0,0,0.37100000000000005,48303,14,45,1.0,1083.0719181300701,False,0.31937375973272014,36,3.6650000000000014,22374,506,0,0.0,5060.000000000001,False,-0.32730072121228493,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.9290000000000003,60253,374,16,1.0,8514.451369175555,False,0.08017524002189777,0,1.469,64651,19,74,1.0,3763.315097795585,False,-0.0619293965611872,0,1.0910000000000002,67430,0,5,0.0,200.0,False,-0.04786746563271061,0.5,323346,0.0,0.0,21,0,0,5,3,3.0,23,28,25,138.0,87.0,11,14,25,2701,1.3958558330195956,77.31388155865716
52,25,0,0,0,10.000000000000002,20,10.0,20.95715373622378,0,,42.27974198924133,0,,40.0,17,40.0,0,0.37100000000000005,48153,19,55,1.0,1342.643455492308,False,0.31882773906015915,0,3.6290000000000004,22324,511,0,0.0,5110.000000000001,False,-0.32797601361389483,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.9290000000000003,60253,364,26,1.0,8727.67725170573,False,0.08196039358783802,0,1.4690000000000003,64931,9,77,1.0,3460.5176779031717,False,-0.06011619543247673,5,1.1410000000000002,67578,0,0,0.0,0.0,False,-0.04719069439548819,0.5,323574,0.0,0.0,14,0,0,5,2,2.0,21,26,27,89.0,81.0,8,17,27,680,1.236792926036287,78.55067448469345
53,27,0,0,0,10.000000000000002,20,10.0,22.41289036008323,32,32.375,42.27974198924133,0,,40.00000000000001,5,40.0,0,0.37100000000000005,48976,24,38,1.0,1091.6898336831628,False,0.33766902344187305,5,3.6790000000000007,22184,516,0,0.0,5160.000000000001,False,-0.33108235866130037,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.9290000000000003,59217,386,36,1.0,10173.446390604815,False,0.07671751105626753,0,1.4690000000000003,64931,0,86,0.9,3440.0000000000005,False,-0.06026083891434614,5,1.1860000000000002,67526,0,0,0.0,0.0,False,-0.04792386323581248,0.48333333333333334,323169,0.0,0.0,11,0,0,5,5,5.0,21,26,19,93.0,100.0,8,19,19,1173,1.187242530984804,79.73791701567825
54,19,0,0,0,10.000000000000002,20,10.0,21.751014134788843,10,6.8,42.27974198924133,0,,40.00000000000001,11,40.0,0,0.37100000000000005,48876,24,48,1.0,1284.0486784698644,False,0.3375658231607717,10,3.7740000000000014,21834,526,0,0.0,5260.000000000001,False,-0.33918586748061913,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.9290000000000003,59149,386,46,1.0,10340.759587533596,False,0.07697966902928231,0,1.4690000000000003,64931,0,86,0.0,3440.0000000000005,False,-0.06026083891434614,11,1.2910000000000001,67344,0,0,0.0,0.0,False,-0.05048995417694748,0.3333333333333333,322469,0.0,0.0,8,0,0,7,7,7.0,21,28,17,115.0,72.0,10,9,17,200,0.9882739160093479,80.7261909316876
55,17,0,0,0,10.000000000000002,20,10.0,22.537028644712013,17,32.35294117647059,41.40619900338652,27,36.00000000000001,40.00000000000001,10,40.0,0,0.37100000000000005,49301,24,43,1.0,1209.0922317226166,False,0.34803344360933824,2,3.784000000000001,21700,536,0,0.0,5360.000000000001,False,-0.34145484995002834,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.9290000000000003,59571,393,29,1.0,10057.83202847003,False,0.08167703717616649,0,1.4690000000000003,64931,0,86,0.0,3440.0000000000005,False,-0.06026083891434614,10,1.3800000000000001,66234,17,10,1.0,1103.9053830575708,False,-0.05835808683075381,0.5,322072,0.0,0.0,14,0,0,11,5,5.0,15,26,16,164.0,78.0,11,6,16,1697,1.2589354619849473,81.98512639367254
56,16,0,0,0,10.000000000000002,20,10.0,23.01080529852812,21,27.666666666666668,41.87151280330539,10,50.0,40.0,16,40.0,0,0.37100000000000005,49816,18,38,1.0,1054.4106013440685,False,0.35985536048923666,6,3.842000000000001,21382,552,0,0.0,5520.000000000001,False,-0.34788363361335456,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,0.9290000000000003,59490,404,29,1.0,10510.639211901216,False,0.08411171102693493,0,1.4690000000000003,64841,0,87,0.5,3480.0,False,-0.06124779696862883,2,1.3900000000000001,66366,12,10,1.0,902.4581536396647,False,-0.05791710853972747,0.5833333333333334,322230,0.0,0.0,17,0,0,12,5,5.0,14,26,16,126.0,51.0,9,7,16,1815,1.2680844190181233,83.25321081269067
57,16,0,0,0,10.000000000000002,20,10.0,22.28813764440247,10,7.5,43.25421202398156,40,49.0,40.0,11,40.0,0,0.37100000000000005,49791,17,43,1.0,1128.3899187093064,False,0.3601792215054875,5,3.886000000000001,21137,563,0,0.0,5630.000000000001,False,-0.3530158558655898,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,11,1.0390000000000001,60924,404,10,1.0,9436.949728578415,False,0.09913390148168529,0,1.4690000000000003,63861,10,97,1.0,4312.542120239816,False,-0.06919603722072744,1,1.3980000000000001,65778,22,10,1.0,1351.5926645275943,False,-0.06304129246015093,0.6666666666666666,321826,0.0,0.0,15,0,0,6,3,2.55,19,25,19,81.0,72.0,7,9,19,1645,1.2658123260480352,84.5190231387387
58,19,0,0,0,10.000000000000002,20,10.0,21.937410985624524,4,5.0,42.562213518943686,15,34.0,40.0,8,40.0,0,0.37100000000000005,49711,15,53,1.0,1312.6827822380997,False,0.3605073172285744,4,3.921000000000001,20921,575,0,0.0,5750.000000000001,False,-0.35722968045163556,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,5,1.078,61209,398,10,1.0,9156.711707467997,False,0.10155982475024278,0,1.4690000000000003,63351,15,107,1.0,4918.433202784156,False,-0.07211538101667847,0,1.3970000000000002,66098,12,12,1.0,990.7465622273243,False,-0.06107334111929985,0.6666666666666666,321625,0.0,0.0,13,0,0,7,2,1.3333333333333333,19,26,23,150.0,57.0,10,9,23,520,1.3170936360256746,85.83611677476438
59,23,0,0,0,10.000000000000002,20,10.0,23.6528774272871,30,33.8,42.562213518943686,0,,40.0,3,40.0,0,0.37100000000000005,50570,19,36,1.0,1041.5035873823356,False,0.38004785915267464,3,3.9470000000000014,20787,581,0,0.0,5810.000000000001,False,-0.36003889684233276,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.0730000000000002,60195,418,20,1.0,10738.14703498488,False,0.0978211298598914,0,1.469,63471,5,114,1.0,4772.811067594718,False,-0.07145004534653007,0,1.3970000000000002,66098,2,22,1.0,965.1244270378874,False,-0.06125396949567927,0.6666666666666666,321456,0.0,0.0,12,0,0,11,2,2.0,17,28,25,135.0,51.0,11,12,25,1319,1.4497716780169867,87.28588845278136
60,25,0,0,0,10.000000000000002,20,10.0,23.915401763928344,12,28.0,42.562213518943686,0,,40.0,2,40.0,0,0.37100000000000005,50755,22,37,1.0,1104.8698652653488,False,0.385900838244042,3,3.9740000000000006,20651,588,0,0.0,5880.000000000001,False,-0.3627670781448367,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.0730000000000002,59859,420,30,1.0,11321.335146418216,False,0.09707758570056445,0,1.4690000000000003,63551,0,117,0.5,4680.0,False,-0.0709763835037011,0,1.3970000000000005,66098,0,24,0.2,960.0,False,-0.06129009517095523,0.45,321249,0.0,0.0,11,0,0,5,1,1.0,20,25,23,69.0,80.0,8,17,23,595,1.2364099600235932,88.52229841280496
61,23,0,0,0,10.000000000000002,20,10.0,24.771558015580403,18,33.27777777777778,43.75028898057921,26,52.0,39.99999999999999,3,40.0,0,0.37100000000000005,51280,19,30,1.0,933.1467404674121,False,0.3977627122507147,1,3.981000000000001,20496,601,0,0.0,6010.000000000001,False,-0.36519813079063235,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.0730000000000002,60612,428,14,1.0,11214.730876396521,False,0.10879350052239146,0,1.4690000000000003,62995,3,124,1.0,5091.250866941737,False,-0.07591645493872591,0,1.3970000000000002,65422,3,34,1.0,1491.2508669417375,False,-0.06707613065250807,0.6666666666666666,321140,0.0,0.0,15,0,0,9,1,1.0,14,23,24,105.0,93.0,7,16,24,2267,2.278751617996022,90.80105003080098
62,24,0,0,0,10.000000000000002,20,10.0,25.667167041032908,14,37.0,42.712368045513415,35,37.2,40.0,10,40.0,0,0.37100000000000005,51698,19,26,1.0,857.3463430668556,False,0.40802985255755986,0,3.980000000000001,20396,611,0,0.0,6110.000000000001,False,-0.36654871559385216,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,21,1.2830000000000001,60535,432,10,1.0,11515.339842181349,False,0.11002092898916113,0,1.4690000000000003,62397,20,124,1.0,5814.247360910268,False,-0.07925098793859517,0,1.3970000000000002,65118,1,44,1.0,1802.7123680455134,False,-0.06916663822315455,0.6666666666666666,320479,0.0,0.0,16,0,0,12,1,0.9545454545454546,13,25,24,104.0,72.0,10,14,24,1672,1.3853226220235229,92.1863726528245
63,24,0,0,0,10.0,20,10.0,25.434674141863265,23,23.695652173913043,42.712368045513415,0,,40.0,17,40.0,0,0.37100000000000005,51928,21,26,1.0,871.3015276884449,False,0.4144310192551314,13,4.11,20134,619,0,0.0,6190.0,False,-0.372545312120148,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.2620000000000002,59990,445,20,1.0,12172.677354039422,False,0.10639862491242273,0,1.4690000000000003,63077,10,117,1.0,5107.1236804551345,False,-0.07464840549555767,0,1.3970000000000002,65118,0,45,0.1,1800.0,False,-0.06918575960521678,0.5166666666666667,320582,0.0,0.0,19,0,0,17,1,1.0,12,29,19,78.0,69.0,11,13,19,1230,1.213209918991197,93.3995825718157
64,19,0,0,0,10.0,20,10.0,24.65460971678896,6,1.8333333333333333,43.15968244035892,13,50.0,40.0,6,40.0,0,0.37100000000000005,51818,22,36,1.0,1107.5659498044026,False,0.41465068406856104,6,4.157000000000001,19875,628,0,0.0,6280.0,False,-0.37832581507792873,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.2620000000000002,60629,441,17,1.0,11606.397486590033,False,0.11235723424022993,0,1.4690000000000003,62667,13,121,1.0,5401.075871724666,False,-0.0783568849367313,0,1.3970000000000005,65118,0,45,0.0,1800.0,False,-0.06918575960521678,0.5,320442,0.0,0.0,12,0,0,16,2,2.0,11,27,25,70.0,42.0,10,9,25,1090,1.126489046961069,94.52607161877677
65,25,0,0,0,10.0,20,10.0,25.577376314975137,16,35.0,43.15968244035892,0,,40.0,10,40.0,0,0.37100000000000005,52258,24,30,1.0,1007.3212894492541,False,0.4251819411880995,0,4.151000000000001,19795,636,0,0.0,6360.0,False,-0.3794062829205046,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.262,60069,447,27,1.0,12598.398638683577,False,0.11128561199125594,0,1.4690000000000003,63027,3,122,1.0,5009.479047321077,False,-0.07604174094239638,0,1.3970000000000002,65158,0,44,0.0,1760.0,False,-0.06890377158970744,0.5,320642,0.0,0.0,14,0,0,9,0,0.0,17,26,18,108.0,119.0,9,16,18,1160,1.2467800680315122,95.77285168680828
66,18,0,0,0,10.0,20,10.0,25.05568704680933,4,4.0,42.25070909020749,21,34.0,40.0,20,40.0,0,0.37100000000000005,52118,28,40,1.0,1282.2274818723731,False,0.4251131449970607,4,4.191000000000001,19631,642,0,0.0,6420.0,False,-0.3830258501931336,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.2620000000000002,60767,441,16,1.0,11725.569333086234,False,0.11566566200969682,0,1.4690000000000003,62753,14,121,1.0,5431.509927262905,False,-0.07692978549691293,0,1.3970000000000002,65518,0,35,0.0,1400.0,False,-0.06636587945012337,0.5,321122,0.0,0.0,19,0,0,11,2,2.0,16,27,23,99.0,90.0,8,10,23,1714,1.1757339460309595,96.94858563283924
67,23,0,0,0,10.000000000000002,20,10.0,25.362375659097044,23,27.347826086956523,43.135085373706936,19,52.0,40.00000000000001,20,40.0,0,0.37100000000000005,52593,30,33,1.0,1136.9583967502026,False,0.4359817184402123,6,4.247000000000002,19406,650,0,0.0,6500.000000000001,False,-0.38802301396504685,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,3,1.2920000000000003,61003,454,10,1.0,11945.869402967126,False,0.1214616841613403,0,1.469,62973,9,119,1.0,5148.215768363363,False,-0.07582505626814695,0,1.3970000000000002,65110,4,37,1.0,1652.540341494828,False,-0.07033810122315941,0.6666666666666666,321420,0.0,0.0,21,0,0,11,3,2.6,15,26,24,145.0,114.0,10,13,24,2323,1.349171378009487,98.29775701084873
68,24,0,0,0,10.0,20,10.0,25.430693297811423,1,36.0,44.352186080889695,30,52.0,40.0,17,40.0,0,0.37100000000000005,52529,30,42,1.0,1368.0891185080798,False,0.4373745862957252,0,4.241000000000001,19306,660,0,0.0,6600.0,False,-0.38937359876826666,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,20,1.4890000000000003,61587,445,10,1.0,11760.180378334979,False,0.1296857136259249,0,1.4690000000000003,62633,14,118,1.0,5340.930605132456,False,-0.07926027067231263,0,1.3970000000000005,64570,9,41,1.0,2039.1696747280073,False,-0.07522615668150859,0.6666666666666666,320960,0.0,0.0,16,0,0,7,2,1.3333333333333333,19,26,30,150.0,132.0,10,14,30,916,1.4661165560246445,99.76387356687337
69,30,0,0,0,10.0,20,10.0,25.541102317419345,25,26.16,44.352186080889695,0,,40.0,15,40.0,0,0.37100000000000005,53021,30,36,1.0,1219.4796834270965,False,0.44865724431305337,9,4.331000000000001,18982,670,0,0.0,6700.0,False,-0.3967748034899111,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,60933,460,20,1.0,12635.950787630693,False,0.12606703382028975,0,1.4690000000000003,63073,4,117,1.0,4857.4087443235585,False,-0.0764652185807292,0,1.3970000000000002,64730,0,46,0.9,1840.0,False,-0.07437433909058865,0.65,321074,0.0,0.0,19,0,0,15,2,2.0,16,31,30,199.0,138.0,14,16,30,1392,1.6672922830330208,101.43116584990639
70,30,0,0,0,10.0,20,10.0,24.745781207971586,11,14.0,44.352186080889695,0,,40.0,17,40.0,0,0.37100000000000005,52911,31,46,1.0,1448.305935566693,False,0.4487764503331446,11,4.432000000000001,18709,679,0,0.0,6790.0,False,-0.4029334701925934,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,60779,461,30,1.0,12738.37071930159,False,0.12434589196026256,0,1.4690000000000003,63313,0,115,0.4,4600.0,False,-0.07489601691928092,0,1.3970000000000002,65170,0,35,0.0,1400.0,False,-0.0712724709199859,0.39999999999999997,321217,0.0,0.0,17,0,0,12,2,2.0,18,30,30,167.0,111.0,13,17,30,880,1.617439509020187,103.04860535892658
71,30,0,0,0,10.0,20,10.0,25.546165876415376,22,30.772727272727273,44.352186080889695,0,,40.0,11,40.0,0,0.37100000000000005,53458,32,35,1.0,1214.115805674538,False,0.460388911775405,1,4.431000000000001,18610,688,0,0.0,6880.0,False,-0.4043921017800708,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,60102,473,40,1.0,13857.423902780061,False,0.12237888803774195,0,1.4690000000000003,63753,0,104,0.0,4160.0,False,-0.07179414874867818,0,1.3970000000000002,65170,0,35,0.0,1400.0,False,-0.0712724709199859,0.3333333333333333,321428,0.0,0.0,14,0,0,15,1,1.0,15,30,25,184.0,93.0,14,16,25,1297,1.450142262969166,104.49874762189575
72,25,0,0,0,10.0,20,10.0,25.469240272083532,1,14.0,44.82577947159311,18,50.0,40.0,20,40.0,0,0.37100000000000005,53348,33,45,1.0,1476.115812243759,False,0.4609561574814803,1,4.440000000000001,18505,697,0,0.0,6970.0,False,-0.40601280354393454,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.4690000000000003,60988,464,32,1.0,13252.152429337737,False,0.13214688414100106,0,1.4690000000000003,64193,0,93,0.0,3720.0,False,-0.06869228057807543,0,1.3970000000000005,64630,8,36,1.0,1798.6062357727449,False,-0.07607609280385795,0.5,321999,0.0,0.0,20,0,0,11,1,1.0,16,27,21,129.0,84.0,10,15,21,1900,1.1470860389526933,105.64583366084844
73,21,0,0,0,10.0,20,10.0,25.982489935300546,19,29.63157894736842,45.17885492489067,10,52.0,40.0,20,40.0,0,0.37100000000000005,53808,33,39,1.0,1343.3171074767213,False,0.47158797854564594,3,4.469000000000001,18321,707,0,0.0,7070.0,False,-0.40963237081656356,0,0.2,60335,0,0,0.0,0.0,False,0.010264224238973912,0,1.469,60945,473,32,1.0,13735.44109699366,False,0.13547303420007417,0,1.4690000000000003,64173,0,92,0.5,3680.0,False,-0.06925625660909411,0,1.3970000000000002,64930,3,32,1.0,1415.5365647746721,False,-0.07454679897938199,0.5833333333333334,322512,0.0,0.0,21,0,0,3,1,1.0,23,26,19,124.0,50.0,9,12,19,2080,1.0616795450332575,106.7075132058817
