index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
913,4c6f00fd-cf61-4335-8968-f9251346bc48,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,38,1,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,38,,-1,-1
914,2742961f-be52-42c4-a34b-0feca8793db8,05Ran@2,BUYER,RandomAgent,_SystemAgent,28,1,34,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
915,d51b2bed-5c9d-416a-895c-a903a12d937b,05Ran@2,BUYER,RandomAgent,_SystemAgent,14,1,34,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
916,74ed4d8d-4bfa-4ca2-af85-dd7762bb1d98,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,42,3,34,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(0.6666666666666666),-1,-1
917,c6df9836-ddb7-4b39-a677-33ca975473bc,05Ran@2,BUYER,RandomAgent,_SystemAgent,43,1,34,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
918,9ee8c460-4ea7-4390-9b9c-54257b73e056,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,37,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,37,,-1,-1
919,1840cece-5262-4b77-b632-32844a1aa31b,05Ran@2,BUYER,RandomAgent,_SystemAgent,28,2,34,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
920,439e5a96-dea7-4160-9df6-fb82534d08d7,05Ran@2,BUYER,RandomAgent,_SystemAgent,45,1,34,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
921,13bb0418-e797-4ad1-be26-063c70afe54e,05Ran@2,BUYER,RandomAgent,_SystemAgent,31,1,34,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
922,493155e8-a2f7-4e68-8d92-aeb787ed4eb6,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,5,3,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,5,,-1,-1
