index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
11,32,0,0,0,10.000000000000002,20,10.0,24.250022364805336,35,25.285714285714285,32.96508411742313,7,20.0,33.99999999999999,20,34.0,0,0.38000000000000006,43478,8,30,1.0,807.5006709441601,False,0.0332167911156338,0,0.36200000000000004,43586,5,15,1.0,413.75033547208005,False,0.03112418280087687,0,0.37100000000000005,56271,130,13,1.0,3581.049000951194,False,-0.016939411119237417,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6590000000000001,75084,6,10,1.0,537.7905047045388,False,-0.009166400363546682,10,1.0560000000000003,73081,45,0,0.0,1483.428785284041,False,-0.029287121727258055,0.6666666666666666,350562,0.0,0.0,21,0,0,16,7,7.0,23,39,27,265.0,88.0,16,16,27,1565,2.661761202965863,35.18115069688065
12,27,0,0,0,10.000000000000002,20,10.0,24.3974262216739,16,26.0625,32.23644176407764,10,26.0,34.0,20,34.0,0,0.38000000000000006,43388,7,40,1.0,1045.897048866956,False,0.033904276434119265,1,0.372,43871,6,10,1.0,303.974262216739,False,0.03654227899292152,0,0.37100000000000005,56114,136,13,1.0,3737.12370908066,False,-0.018276356125083357,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6590000000000001,75288,0,10,0.6,340.0,False,-0.007784352399737015,14,1.1860000000000002,72581,55,0,0.0,1773.0042970242703,False,-0.0339578941681507,0.6,350304,0.0,0.0,20,0,0,11,10,9.066666666666666,22,33,26,173.0,106.0,11,16,26,691,1.9534407889586873,37.13459148583934
13,26,0,0,0,10.000000000000002,20,10.0,24.250495727216585,32,23.4375,33.36037272219899,73,34.68493150684932,34.0,20,34.0,0,0.38000000000000006,43608,8,33,1.0,880.2663589981473,False,0.037134354724378434,5,0.42100000000000004,44091,5,10,1.0,292.5049572721659,False,0.041587259038781306,60,0.9710000000000003,55651,158,10,1.0,4165.18205212221,False,-0.02249177091766101,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6590000000000001,73381,45,13,1.0,1943.2167724989545,False,-0.022319416354379083,13,1.3020000000000003,71986,73,0,0.0,2435.307208720526,False,-0.03742730303273809,0.6666666666666666,347779,0.0,0.0,18,0,0,10,11,9.88888888888889,23,33,34,222.0,112.0,13,13,34,948,2.1467944880132563,39.28138597385259
14,34,0,0,0,10.000000000000002,20,10.0,24.250495727216585,0,,33.36037272219899,0,,34.0,20,34.0,0,0.38000000000000006,43518,7,43,1.0,1112.771316270313,False,0.037752481884936955,0,0.41600000000000004,43981,6,20,1.0,545.0099145443318,False,0.041969931418430674,0,0.911,55651,148,20,1.0,4256.280822072034,False,-0.021720557870779582,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6590000000000001,73789,35,11,1.0,1541.6130452769646,False,-0.01959491751954663,8,1.369,71890,73,0,0.0,2435.307208720526,False,-0.03868963044891166,0.6666666666666666,347891,0.0,0.0,18,0,0,10,5,5.0,26,36,25,239.0,102.0,14,20,25,608,2.4343998840195127,41.715785857872106
15,25,0,0,0,10.000000000000002,20,10.0,25.145560478816428,59,28.0,32.335525063398514,8,14.0,33.99999999999999,20,34.0,1,0.39,44638,6,10,1.0,311.4556047881643,False,0.05468973658246996,0,0.41600000000000004,44291,7,15,1.0,447.1834071822464,False,0.04811734368371656,0,0.911,54111,197,22,1.0,5665.056965721604,False,-0.035868604468849714,0,0.2,59062,0,0,0.0,0.0,False,0.0,1,0.6690000000000002,74044,33,10,1.0,1407.072327092151,False,-0.01712641468052502,8,1.441,71796,73,0,0.0,2360.4933296280915,False,-0.040417532349585276,0.6666666666666666,347942,0.0,0.0,20,0,0,14,6,4.571428571428571,21,35,28,191.0,67.0,12,13,28,1912,1.971825735992752,43.68761159386486
16,28,0,0,0,10.000000000000002,20,10.0,25.145560478816428,0,,31.6338598157559,7,18.0,33.99999999999999,20,34.0,0,0.389,44538,6,20,1.0,562.9112095763286,False,0.05529550999006765,0,0.41600000000000004,44191,7,25,1.0,698.6390119704107,False,0.04872311709131426,0,0.911,54237,187,25,1.0,5493.066304932569,False,-0.035191270995457595,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6680000000000001,74350,23,11,1.0,1101.5787757623857,False,-0.015111250652449858,11,1.5430000000000004,71509,80,0,0.0,2530.7087852604723,False,-0.043072263081785175,0.6666666666666666,347887,0.0,0.0,18,0,0,11,7,7.0,24,35,26,219.0,67.0,14,14,26,632,2.0689858780242503,45.75659747188911
17,26,0,0,0,10.000000000000002,20,10.0,24.743384195769135,6,9.833333333333334,34.31500526690313,60,40.06666666666667,33.99999999999999,20,34.0,0,0.389,44447,6,29,1.0,777.5581416773049,False,0.05567985380232754,0,0.41600000000000004,44141,7,30,1.0,812.3015258730741,False,0.048883962302195307,35,1.2610000000000003,55137,183,10,1.0,4871.189360494784,False,-0.025217658050059398,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6680000000000001,73765,38,11,1.0,1677.9702001423188,False,-0.019014002628913028,10,1.6320000000000003,69896,115,0,0.0,3946.22560569386,False,-0.05497550555099376,0.6666666666666666,346448,0.0,0.0,21,0,0,9,8,7.25,25,34,25,162.0,73.0,11,15,25,774,1.9540208660182543,47.71061833790736
18,25,0,0,0,10.000000000000002,20,10.0,25.311067978634757,62,27.193548387096776,34.31500526690313,0,,33.99999999999999,20,34.0,1,0.399,45167,3,10,1.0,283.1106797863476,False,0.06681159708726363,2,0.43600000000000005,44841,10,10,1.0,353.1106797863476,False,0.05995986296280223,0,1.2260000000000002,53451,235,20,1.0,6634.40108031723,False,-0.038837145031346484,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6680000000000001,74139,28,10,1.0,1300.8201474732875,False,-0.016575804421608956,9,1.7120000000000002,69778,115,0,0.0,3946.22560569386,False,-0.05652711633337377,0.6666666666666666,346438,0.0,0.0,23,0,0,6,8,6.271428571428571,28,34,24,176.0,81.0,12,13,24,1616,1.9935960600269027,49.704214397934265
19,24,0,0,0,10.000000000000002,20,10.0,25.311067978634757,0,,32.91752808394339,20,21.05,33.99999999999999,20,34.0,0,0.398,45027,7,20,1.0,576.2213595726952,False,0.06696594569909696,0,0.43400000000000005,44781,6,20,1.0,566.2213595726952,False,0.06105603069827286,0,1.2260000000000002,53872,225,10,1.0,6024.165576032255,False,-0.036875100944496794,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6680000000000001,74313,25,12,1.0,1230.9382020985845,False,-0.01474728335240898,12,1.8230000000000004,69275,128,0,0.0,4213.443594744754,False,-0.06138432876564925,0.6666666666666666,346330,0.0,0.0,19,0,0,7,7,7.0,31,38,18,172.0,66.0,12,12,18,893,1.5319786239997484,51.236193021934014
20,18,0,0,0,10.000000000000002,20,10.0,25.59263746449999,56,26.803571428571427,32.648921742318464,6,25.0,33.99999999999999,20,34.0,5,0.44800000000000006,45507,6,10,1.0,315.9263746449999,False,0.07520339025034731,11,0.544,45250,7,10,1.0,325.9263746449999,False,0.06926992977143229,0,1.2260000000000002,52521,271,14,1.0,7392.689657271955,False,-0.04816388153743561,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6680000000000001,74653,15,12,1.0,897.7338261347768,False,-0.012467233227253186,10,1.9110000000000005,68991,134,0,0.0,4374.955513470674,False,-0.06405683423096213,0.6666666666666666,345984,0.0,0.0,21,0,0,4,8,7.285714285714286,25,29,23,103.0,74.0,7,11,23,1567,1.5301812820252962,52.76637430395931
21,23,0,0,0,10.000000000000002,20,10.0,25.711089870851744,23,27.08695652173913,31.162482644316494,16,16.375,33.99999999999999,20,34.0,3,0.47300000000000003,45702,6,10,1.0,317.1108987085174,False,0.07980870357077202,0,0.533,45410,7,10,1.0,327.1108987085174,False,0.07305115135867436,2,1.2460000000000002,52098,284,10,1.0,7613.57434976506,False,-0.05345590777686961,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6680000000000001,74759,16,15,1.0,1008.5997223090637,False,-0.010344512016376942,13,2.0310000000000006,68652,139,0,0.0,4331.585087559993,False,-0.06879957207389875,0.6666666666666666,345683,0.0,0.0,19,0,0,5,11,9.566666666666666,30,35,20,155.0,99.0,10,13,20,830,1.8110367740155198,54.57741107797483
22,20,0,0,0,10.000000000000002,20,10.0,25.858688575621873,18,28.0,30.716481652538857,13,25.307692307692307,33.99999999999999,20,34.0,0,0.47000000000000003,45592,7,20,1.0,587.1737715124375,False,0.08039808070815889,8,0.613,45648,6,10,1.0,318.58688575621875,False,0.0785546241642087,3,1.2740000000000002,51830,292,10,1.0,7857.901880606975,False,-0.05592511360428888,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6680000000000001,75031,6,17,1.0,762.2988899152331,False,-0.00838725253178681,12,2.1380000000000003,68148,152,0,0.0,4668.905211185906,False,-0.07320903871672636,0.6666666666666666,345311,0.0,0.0,17,0,0,11,8,7.194444444444445,22,33,26,179.0,72.0,11,9,26,697,1.818203711998649,56.39561478997348
23,26,0,0,0,10.000000000000002,20,10.0,25.868429961614584,11,26.09090909090909,30.946116043620076,5,38.0,33.99999999999999,20,34.0,0,0.4700000000000001,45772,5,20,1.0,567.3685992322917,False,0.0844031056395221,0,0.6050000000000001,45555,8,19,1.0,571.5001692706771,False,0.0793423767896997,0,1.2710000000000001,51733,293,15,1.0,8043.641719407375,False,-0.05599504148684964,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6680000000000001,75181,1,17,1.0,608.94611604362,False,-0.007423102458621742,10,2.2260000000000004,68011,152,0,0.0,4703.809638630251,False,-0.0747810017184073,0.6666666666666666,345314,0.0,0.0,20,0,0,9,6,6.0,24,33,26,208.0,51.0,13,13,26,1017,1.7787924750009552,58.174407264974434
24,26,0,0,0,10.000000000000002,20,10.0,25.876292661438406,15,26.0,30.19568510193697,21,25.095238095238095,33.99999999999999,20,34.0,0,0.4700000000000001,46022,9,15,1.0,478.1443899215761,False,0.08923906182950227,0,0.6050000000000001,45495,4,29,1.0,790.4124871817138,False,0.08050684569684866,6,1.3310000000000002,51672,298,10,1.0,8013.0920641280145,False,-0.057286478072804764,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6680000000000001,75521,0,8,0.1,271.99999999999994,False,-0.005167652859960552,10,2.3160000000000007,67346,173,0,0.0,5223.853522635096,False,-0.08010615698464764,0.5166666666666667,345118,0.0,0.0,16,0,0,16,9,8.2,21,37,29,180.0,64.0,13,13,29,1105,1.7461128819850273,59.92052014695946
25,29,0,0,0,10.000000000000002,20,10.0,26.12866539116212,31,27.967741935483872,31.45059763292941,49,35.224489795918366,33.99999999999999,20,34.0,16,0.6300000000000001,46462,5,10,1.0,311.2866539116212,False,0.09763469960575007,0,0.6050000000000001,45355,8,39,1.0,1099.0179502553226,False,0.08084361034888891,39,1.7150000000000003,51322,319,10,1.0,8649.55023611001,False,-0.05782440286385487,0,0.2,59062,0,0,0.0,0.0,False,0.0,1,0.6780000000000002,74304,29,10,1.0,1252.0673313549528,False,-0.01472671051048686,11,2.4160000000000004,66940,183,0,0.0,5755.459366826081,False,-0.0819496425586714,0.6666666666666666,343445,0.0,0.0,19,0,0,7,12,11.066666666666666,32,39,24,179.0,96.0,12,17,24,743,1.7062825909815729,61.626802737941034
26,24,0,0,0,10.000000000000002,20,10.0,26.20771062509391,42,26.642857142857142,30.785710591774226,7,14.0,33.99999999999999,20,34.0,0,0.6140000000000001,46403,9,17,1.0,535.5310806265965,False,0.09888548751650057,0,0.6050000000000001,46333,4,10,1.0,302.0771062509391,False,0.09448891133068382,0,1.6760000000000004,50301,351,13,1.0,9599.120667101026,False,-0.06707256216263394,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6770000000000002,74512,26,11,1.0,1174.4284753861298,False,-0.0125021139027867,11,2.5150000000000006,66780,183,0,0.0,5633.7850382946835,False,-0.08485348429786536,0.6666666666666666,343391,0.0,0.0,24,0,0,8,7,7.0,28,36,24,196.0,92.0,13,11,24,1723,1.655061043042224,63.28186378098326
27,24,0,0,0,10.000000000000002,20,10.0,26.35627447116107,35,27.4,30.785710591774226,0,,33.99999999999999,20,34.0,1,0.6240000000000001,46794,6,10,1.0,323.56274471161066,False,0.10559632154542645,7,0.675,46525,7,10,1.0,333.56274471161066,False,0.09938031532942022,0,1.6760000000000004,49342,376,23,1.0,10618.030544767369,False,-0.07468397154881841,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6770000000000002,74750,16,14,1.0,968.5713694683875,False,-0.010726026499221697,13,2.634000000000001,66570,183,0,0.0,5633.7850382946835,False,-0.08761482552074505,0.6666666666666666,343043,0.0,0.0,18,0,0,10,11,10.411764705882353,24,34,26,187.0,110.0,12,12,26,894,2.167568910983391,65.44943269196665
28,26,0,0,0,10.000000000000002,20,10.0,26.35627447116107,0,,31.39267428213359,22,35.95454545454545,33.99999999999999,20,34.0,0,0.623,46724,3,20,1.0,557.1254894232213,False,0.10669781132329385,0,0.6680000000000001,46395,10,20,1.0,627.1254894232213,False,0.09977544076455966,0,1.6760000000000002,50133,366,11,1.0,9991.71587354842,False,-0.06659344524780378,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6770000000000002,74416,22,15,1.0,1200.638834206939,False,-0.013592118118297565,11,2.7310000000000008,66262,189,0,0.0,5933.215439323249,False,-0.08969615095776957,0.6666666666666666,342992,0.0,0.0,18,0,0,18,7,7.0,17,35,17,234.0,77.0,15,11,17,1297,1.9904111679643393,67.43984385993099
29,17,0,0,0,10.000000000000002,20,10.0,26.276976041438097,11,24.454545454545453,32.129923633069936,13,41.69230769230769,33.99999999999999,20,34.0,0,0.623,46614,4,30,1.0,828.3092812431429,False,0.1073003847477472,0,0.6680000000000001,46574,9,19,1.0,589.2625447873239,False,0.10354433077614524,2,1.6960000000000004,50344,367,10,1.0,9964.94944353848,False,-0.06324752426654631,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6770000000000002,74552,12,21,1.0,1099.5590835968392,False,-0.012468382093380458,16,2.880000000000001,65430,202,0,0.0,6490.244573880127,False,-0.09697406591794784,0.6666666666666666,342576,0.0,0.0,15,0,0,7,9,8.5,26,33,19,123.0,20.0,10,7,19,1055,1.5140157810528763,68.95385964098386
30,19,0,0,0,10.000000000000002,20,10.0,26.359873161185533,12,28.0,31.03769755929754,14,18.285714285714285,33.99999999999999,20,34.0,0,0.6230000000000001,46840,5,28,1.0,788.0764485131949,False,0.1121480121555084,0,0.6680000000000001,46484,8,29,1.0,844.4363216743805,False,0.1044293320344986,4,1.7340000000000002,50140,369,10,1.0,10037.170172070437,False,-0.06609012417399983,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6770000000000002,74780,10,21,1.0,1024.3769755929752,False,-0.009964648418192093,10,2.964000000000001,65149,208,0,0.0,6455.841092333889,False,-0.10089519334428734,0.6666666666666666,342455,0.0,0.0,18,0,0,10,7,6.5,20,30,22,99.0,81.0,7,12,22,1020,2.6630685870186426,71.61692822800251
31,22,0,0,0,10.000000000000002,20,10.0,26.413425315860596,58,26.620689655172413,30.178957540703017,12,18.75,33.99999999999999,20,34.0,12,0.7430000000000001,47516,5,10,1.0,314.134253158606,False,0.12248515755643395,0,0.6680000000000001,46888,8,21,1.0,634.6819316330725,False,0.11147232148563803,2,1.7500000000000002,48759,417,10,1.0,11316.1879321209,False,-0.07864457745994972,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.6770000000000002,74881,8,24,1.0,1057.4316603256239,False,-0.008419252726327313,13,3.0840000000000005,64860,212,0,0.0,6397.93899862904,False,-0.10507600921348423,0.6666666666666666,341966,0.0,0.0,21,0,0,15,9,8.285714285714285,20,35,20,143.0,78.0,10,12,20,1797,1.7353530219988897,73.3522812500014
32,20,0,0,0,10.000000000000002,20,10.0,26.476494823695894,44,26.84090909090909,30.14566027716579,1,25.0,33.99999999999999,20,34.0,17,0.9010000000000002,47655,9,10,1.0,354.76494823695896,False,0.1262363135814669,0,0.6680000000000001,47304,4,14,1.0,410.6709275317425,False,0.11863001727686823,0,1.7480000000000004,47603,451,19,1.0,12513.666710752997,False,-0.0880797576212032,0,0.2,59062,0,0,0.0,0.0,False,0.0,0,0.677,75221,0,22,0.8,747.9999999999999,False,-0.005982905982905983,10,3.171000000000001,64702,213,0,0.0,6421.025639036313,False,-0.10700180381961656,0.6333333333333333,341547,0.0,0.0,23,0,0,18,9,8.25,17,35,20,203.0,66.0,13,7,20,1068,1.848404840042349,75.20068609004375
