index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
0,5ff178ef-7660-4bcd-9f72-0e067efb3ea2,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,60,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,60,,-1,-1
22,6051d56b-bea8-48f6-a346-d3f69541e670,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,48,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
23,f12a66a5-2e26-4b6b-8716-ab376cbb24f9,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,15,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,15,,-1,-1
24,8b48bcdd-9a7a-4d14-b25c-ec9810d0bcca,SELLER,01Ran@0,_SystemAgent,RandomAgent,12,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,12,,-1,-1
25,d9beba7c-8449-42db-9999-72b4db50e44a,SELLER,01Ran@0,_SystemAgent,RandomAgent,0,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,0,,-1,-1
26,1daf204f-412b-4346-af2c-73c32cecce9c,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,65,1,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,-1,06Dec@3:product(1.0),-1,-1
27,264d9ae5-46fc-4c30-a9e7-7c55b58ba7dc,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,36,2,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,36,,-1,-1
28,6fe124a0-b0b1-4ba8-8456-a91c83cf60d9,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,13,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,13,,-1,-1
29,e0ec2562-971b-4507-8fd1-5673f9130395,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,25,2,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,25,,-1,-1
30,050d12dc-cf4d-470e-84fe-b8201f826d7e,SELLER,01Ran@0,_SystemAgent,RandomAgent,21,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,21,,-1,-1
31,1d5a7059-381a-46de-a515-98022721af70,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,39,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,39,,-1,-1
32,47ee5558-17bf-4cac-b061-33b0ee9b9eaa,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,16,2,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
33,5242eeb9-e8a9-4463-8495-66a743162f9e,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,32,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,32,,-1,-1
34,f6e4070d-706a-4dbc-a037-3d55db00e6fd,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,45,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,45,,-1,-1
35,58b7615f-8294-4896-b89d-8b2ddbc47a8b,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,24,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,24,,-1,-1
36,e33ed22b-3c23-4edc-97a8-d147246d02c0,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,16,1,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,16,,-1,-1
37,c45d7a28-2f44-44cb-8070-34f11ea61cb6,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,29,4,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,29,,-1,-1
38,34d3aac2-aad9-4c7b-ae78-2d3756690c30,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,56,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,56,,-1,-1
39,15d7b346-1fb5-436d-abad-e651c4b949c3,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,50,2,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
40,3254c6ff-c9cd-4234-bd98-2d9a4517e70e,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,52,2,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
41,5b0b1cd0-1b07-46d1-817e-d386361675de,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,8,2,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,8,,-1,-1
42,bd967a7a-c76f-4735-9e95-9d8d28eb6713,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,63,3,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
43,416f138f-06e4-4315-9e79-48e748c7dd3e,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,40,3,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,40,,-1,-1
44,f4452654-cf18-498f-846d-01ce43585b6d,SELLER,01Ran@0,_SystemAgent,RandomAgent,47,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,47,,-1,-1
45,0da459a3-9098-4258-941f-89747a231667,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,12,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
46,b2445ca8-8076-4ac2-a1da-7f082e9677ea,SELLER,01Ran@0,_SystemAgent,RandomAgent,52,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,52,,-1,-1
47,23eed01f-1944-4789-9228-d1a45fb7c801,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,47,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,47,,-1,-1
48,19e55e11-0e27-4106-a7ad-d871bbe0718a,SELLER,01Ran@0,_SystemAgent,RandomAgent,61,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,61,,-1,-1
49,0cdb839a-aa33-4bb1-b347-606a34eea06a,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,6,1,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,-1,06Dec@3:product(1.0),-1,-1
50,29dd6927-8474-4f6a-b172-6a868bcfd103,SELLER,01Ran@0,_SystemAgent,RandomAgent,30,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,30,,-1,-1
51,b1b210fc-56cb-4588-916b-b0632949cce6,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,28,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,28,,-1,-1
52,659b075d-8f94-4529-88eb-77c033bb1ce1,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,42,3,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
53,e0aaf348-00f9-4b21-b914-6eea039bb503,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,50,1,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,50,,-1,-1
54,87e65b3c-6b3c-42c2-aea8-3f1b23cb7537,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,59,3,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,59,,-1,-1
55,2a0fbc51-d5c8-43dc-a45a-55c962cf5606,SELLER,01Ran@0,_SystemAgent,RandomAgent,28,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,28,,-1,-1
56,b899bf39-7f8f-47e6-b9df-68f3722025cc,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,21,3,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,21,,-1,-1
57,931bb0fd-86e7-491c-b99a-f55ab52f7906,SELLER,01Ran@0,_SystemAgent,RandomAgent,55,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,55,,-1,-1
58,cf872bb0-ce35-48ae-9535-83b2fe037c40,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,34,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
59,1ef722bc-da58-4b43-bd12-9675096faf71,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,46,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,46,,-1,-1
60,e5c0eb57-4923-475e-adc4-27fe83ff8390,SELLER,01Ran@0,_SystemAgent,RandomAgent,42,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,42,,-1,-1
61,58e0fac4-b425-46c5-a8ba-e9ea295bfd2a,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,63,1,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,63,,-1,-1
62,ed51a0e6-9123-4972-9b52-91a4f0986b39,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,32,3,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,-1,06Dec@3:product(1.0),-1,-1
63,aeb07a70-1d02-4ed3-b5c0-39a7a997c99a,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,1,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,1,,-1,-1
64,d110eee5-6be9-454c-864f-4fbb59ef09d9,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
65,ccfff053-a129-424c-b0f2-fe68dfc9c7db,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,23,4,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
66,45529f58-4e26-40f1-b4fc-6dcf0331afc4,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,27,3,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,27,,-1,-1
67,e2cb939f-326e-4ed5-8fe3-e6bd9b4dbf0f,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,26,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
68,b322cc70-d399-4bdf-881f-a835a8a299dc,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,14,2,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,14,,-1,-1
69,ed771bc5-6525-4743-8b19-5d005dadb572,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
70,881b80b5-5e7f-4b8d-9fa2-0d1e66634602,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,6,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,6,,-1,-1
71,3eb1b8af-a3a2-4604-b8c5-5a20eedd87c0,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,49,3,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
72,ac19e792-9695-40f6-8c3f-cfd97438a185,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,59,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,59,,-1,-1
73,474af97e-905c-4d53-bedc-3dd0eaab0acc,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,12,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,12,,-1,-1
74,b4d14aed-51b2-440a-8354-ebc5ee227cbe,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,64,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,64,,-1,-1
75,a33f398f-313d-442d-a837-1fe1d5a21ef9,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,22,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
76,79d797b1-e42b-466b-9e89-16aa6728633e,SELLER,01Ran@0,_SystemAgent,RandomAgent,50,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,50,,-1,-1
77,662af699-5ee9-4644-a319-a22f83d1a0a7,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,48,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,48,,-1,-1
78,254934d3-4cd7-47d2-a518-df5a7c3f24bd,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,5,2,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
79,bb8a9ef2-a948-4b13-8a2f-451c8d5c0c5b,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,18,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
80,8710c468-b504-4e7d-b556-0ee42428e565,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,63,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
81,69f050de-e34c-4a11-9927-b1a84c5ea964,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,33,2,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,-1,06Dec@3:product(1.0),-1,-1
82,ffa070ba-126b-43f8-9574-d41d1f717f5f,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,33,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,33,,-1,-1
83,020e3b76-6fb0-43d1-a951-c57a4d7a1235,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,34,3,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
84,6116e8b6-0456-4f91-8aea-3cc1bcb71724,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,39,2,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,-1,06Dec@3:product(1.0),-1,-1
85,0306f7b6-200f-4125-870d-efb4d670e391,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,21,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,21,,-1,-1
86,e37a8bc6-f8d4-4d49-8b59-b57f9e5b3fbd,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,55,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,55,,-1,-1
87,b0ed5795-9a0f-42ad-9411-ee5dc1d0b27e,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,15,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,15,,-1,-1
88,00d6a5ea-86d5-41af-bd7f-9721b6f496da,SELLER,01Ran@0,_SystemAgent,RandomAgent,23,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,23,,-1,-1
89,eeae74a2-0718-43c1-9ec5-226d29dad48b,SELLER,01Ran@0,_SystemAgent,RandomAgent,45,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,45,,-1,-1
90,ede67154-80b8-497f-837e-6e0591a5aaa7,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,10,1,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
91,869e7143-2537-4cc8-8386-545c6e220d94,SELLER,01Ran@0,_SystemAgent,RandomAgent,8,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,8,,-1,-1
92,79b4327f-e814-4ace-950a-bbd4abace1fc,SELLER,01Ran@0,_SystemAgent,RandomAgent,43,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,43,,-1,-1
93,e8e23c33-737e-479e-89be-0d487537e60d,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,8,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,8,,-1,-1
94,6b06ee3b-8f95-4dc7-92a3-4c8964a7db74,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,59,3,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,59,,-1,-1
95,7c9ba638-0ffd-4268-8c90-3775ccf9cd1e,SELLER,01Ran@0,_SystemAgent,RandomAgent,60,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,60,,-1,-1
96,f7c3d188-abce-4870-9631-fe3383303bd2,SELLER,01Ran@0,_SystemAgent,RandomAgent,35,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,35,,-1,-1
97,e835b32e-b60f-4fdc-84c9-bb5a83eea3ab,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,28,2,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
98,64069348-380d-41f8-b2d7-7192319ff024,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,9,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,9,,-1,-1
99,f9270922-8453-448e-9b87-c4a60c5206b7,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,34,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,34,,-1,-1
100,353a991d-e459-4619-a52c-2a08fdeedb4a,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,41,4,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,41,,-1,-1
101,eb27b1a7-af83-4d9d-ade7-7c060026f06e,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,8,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,8,,-1,-1
102,62403424-22bd-43cd-82e9-a1997ec17b87,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,51,2,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,51,,-1,-1
103,1e13d30b-02f5-4da1-9cbc-445a9393a063,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,4,1,57,0,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,4,,-1,-1
104,2603b3bf-769e-41e6-9380-0ec5c36566eb,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,55,2,57,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
