index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,6,0,0,0,10.000000000000002,9,10.0,21.664756842327293,0,,4.10109678006211,36,5.666666666666667,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,11852,351,0,0.0,3510.0000000000005,False,-0.1213353997158724,7,3.690000000000001,7481,15,0,0.0,324.9713526349094,False,-0.6458726058044174,29,4.198,4758,9,0,0.0,194.98281158094562,False,-0.7750420957287587,0,0.32600000000000007,31968,115,138,1.0,5301.626129707143,False,0.2705550359618884,0,0.21800000000000003,32436,73,131,1.0,4884.380064944535,False,0.2800745048068509,0.3333333333333333,104177,0.0,0.0,7,0,0,6,4,4.0,10,16,4,82.0,0.0,6,0,4,790,0.40259920340031385,15.575977500528097
34,4,0,0,0,10.000000000000002,10,10.0,21.664756842327293,0,,4.032450675936196,14,3.0,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,11752,361,0,0.0,3610.0000000000005,False,-0.12456412243316543,14,3.823000000000001,7026,15,0,0.0,324.9713526349094,False,-0.6669530357525272,0,4.169000000000001,4758,9,0,0.0,194.98281158094562,False,-0.7750420957287587,0,0.32600000000000007,32346,119,136,1.0,5239.861630436409,False,0.2832947045626383,0,0.21800000000000003,32716,63,133,1.0,4909.044392583981,False,0.2908034718057764,0.3333333333333333,104280,0.0,0.0,8,0,0,7,2,2.0,7,14,4,60.0,0.0,4,0,4,800,0.36356664448976517,15.939544145017862
35,4,0,0,0,10.000000000000002,11,10.0,21.664756842327293,0,,4.252178891865534,42,5.309523809523809,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,11642,372,0,0.0,3720.0000000000005,False,-0.12811571742218777,20,4.009000000000001,6386,15,0,0.0,324.9713526349094,False,-0.6966046295256925,22,4.389000000000001,3994,9,0,0.0,194.98281158094562,False,-0.8104386857954748,0,0.32600000000000007,32613,126,135,1.0,5260.774540375058,False,0.29347771388363963,0,0.21800000000000003,32926,78,134,1.0,5021.6699535655125,False,0.30057749391796357,0.3333333333333333,103243,0.0,0.0,8,0,0,2,5,5.0,11,13,6,33.0,11.0,3,1,6,810,0.33928166702389717,16.27882581204176
36,6,0,0,0,10.000000000000002,12,10.0,21.664756842327293,0,,3.9503446293274176,34,2.0,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,11522,384,0,0.0,3840.000000000001,False,-0.13199018468293944,19,4.179000000000001,5705,15,0,0.0,324.9713526349094,False,-0.7281557785249512,15,4.517000000000001,3469,9,0,0.0,194.98281158094562,False,-0.8347622588125245,0,0.32600000000000007,32943,131,135,1.0,5242.495146441893,False,0.3052537003420909,0,0.21800000000000003,33228,87,134,1.0,5033.679982751486,False,0.3118816747302729,0.3333333333333333,102549,0.0,0.0,9,0,0,2,5,5.0,14,16,6,79.0,0.0,6,0,6,820,0.36187114007771015,16.64069695211947
37,6,0,0,0,10.000000000000002,13,10.0,21.664756842327293,0,,4.029321120061216,33,4.575757575757576,35.0,15,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,11392,397,0,0.0,3970.000000000001,False,-0.13618752421542038,19,4.350000000000001,5054,15,0,0.0,324.9713526349094,False,-0.7583170090660928,14,4.642000000000001,3010,9,0,0.0,194.98281158094562,False,-0.8560280112217165,0,0.32600000000000007,33134,139,138,1.0,5390.075635688509,False,0.31497184342658846,0,0.21800000000000003,33411,92,136,1.0,5130.697543045631,False,0.3203783451948038,0.3333333333333333,101683,0.0,0.0,7,0,0,4,7,7.0,9,13,8,47.0,22.0,3,3,8,655,0.3486715713515878,16.989368523471057
38,8,0,0,0,10.000000000000004,11,10.0,21.664756842327293,0,,4.306444151648181,19,7.7368421052631575,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,11282,408,0,0.0,4080.0000000000014,False,-0.13973911920444274,7,4.401000000000002,4851,15,0,0.0,324.9713526349094,False,-0.7677221239660186,12,4.748,2726,9,0,0.0,194.98281158094562,False,-0.8691859059585586,0,0.32600000000000007,33484,134,137,1.0,5372.063516320857,False,0.32748676030977475,0,0.21800000000000003,33614,96,137,1.0,5208.418638558226,False,0.3292549388658977,0.3333333333333333,101639,0.0,0.0,8,0,0,1,3,3.0,9,10,8,58.0,17.0,5,3,8,810,0.3612160226330161,17.350584546104074
39,8,0,0,0,10.000000000000002,10,10.0,21.664756842327293,0,,4.25069120135902,7,2.4285714285714284,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,11182,418,0,0.0,4180.000000000001,False,-0.14296784192173576,7,4.464,4637,15,0,0.0,324.9713526349094,False,-0.7776368756339208,0,4.7360000000000015,2726,9,0,0.0,194.98281158094562,False,-0.8691859059585586,0,0.32600000000000007,33762,126,139,1.0,5400.587091371237,False,0.338213144408031,0,0.21800000000000003,34019,91,135,1.0,5111.812899323671,False,0.34234618305361464,0.3333333333333333,102008,0.0,0.0,8,0,0,3,2,2.0,7,10,8,56.0,12.0,5,3,8,800,0.3609702019020915,17.711554748006165
40,8,0,0,0,10.000000000000002,11,10.0,21.664756842327293,0,,4.4694843989903195,14,7.785714285714286,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,11072,429,0,0.0,4290.000000000001,False,-0.1465194369107581,1,4.467000000000001,4608,15,0,0.0,324.9713526349094,False,-0.7789804634767673,13,4.866000000000001,2354,9,0,0.0,194.98281158094562,False,-0.8864208948392109,0,0.32600000000000007,34105,126,137,1.0,5358.155034272781,False,0.35002303068728274,0,0.21800000000000003,34267,85,137,1.0,5174.906173914178,False,0.35260590475858217,0.3333333333333333,102088,0.0,0.0,8,0,0,1,4,4.0,8,9,9,47.0,29.0,4,4,9,810,0.37710043881088495,18.08865518681705
41,9,0,0,0,10.000000000000002,12,10.0,21.664756842327293,0,,4.31590251965587,23,2.9565217391304346,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10952,441,0,0.0,4410.000000000001,False,-0.15039390417150975,4,4.506000000000001,4488,15,0,0.0,324.9713526349094,False,-0.7845401373092358,19,5.043000000000001,1677,9,0,0.0,194.98281158094562,False,-0.9177867213773874,0,0.32600000000000007,34061,130,147,1.0,5706.067327555264,False,0.3547925886805019,0,0.21800000000000003,34243,84,147,1.0,5507.535811651094,False,0.3578290419431697,0.3333333333333333,101103,0.0,0.0,3,0,0,3,4,4.0,5,8,6,91.0,3.0,8,1,6,120,0.3655645288527012,18.45421971566975
42,6,0,0,0,10.000000000000002,11,10.0,21.664756842327293,0,,4.259561457603572,25,3.8,35.00000000000001,3,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10842,452,0,0.0,4520.000000000001,False,-0.1539454991605321,4,4.542000000000002,4368,15,0,0.0,324.9713526349094,False,-0.7900998111417044,21,5.234000000000002,883,9,0,0.0,194.98281158094562,False,-0.9545732299022206,0,0.32600000000000007,34106,128,154,1.0,5935.223866573258,False,0.36064931674263695,0,0.21800000000000003,34208,91,157,1.0,5882.620092641926,False,0.3634275350064581,0.3333333333333333,100089,0.0,0.0,4,0,0,1,6,6.0,2,3,7,36.0,14.0,3,3,7,215,0.3192502362653613,18.773469951935112
43,7,0,0,0,10.000000000000004,12,10.0,21.664756842327293,0,,4.174081487491712,15,3.0,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10722,464,0,0.0,4640.000000000002,False,-0.15781996642128374,2,4.5580000000000025,4308,15,0,0.0,324.9713526349094,False,-0.7928796480579385,13,5.343000000000002,468,9,0,0.0,194.98281158094562,False,-0.9738004352395074,0,0.32600000000000007,34096,128,164,1.0,6274.28243039894,False,0.36650424689688677,0,0.21800000000000003,34173,86,167,1.0,6203.971007924288,False,0.36803998619892636,0.3333333333333333,99449,0.0,0.0,3,0,0,1,3,3.0,3,4,9,46.0,22.0,4,3,9,120,0.3515760749578476,19.12504602689296
44,9,0,0,0,10.000000000000004,8,10.0,21.664756842327293,0,,4.210845330208407,8,5.125,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10642,472,0,0.0,4720.000000000002,False,-0.16040294459511817,8,4.636000000000001,4081,15,0,0.0,324.9713526349094,False,-0.8033966977243582,0,5.330000000000001,468,9,0,0.0,194.98281158094562,False,-0.9738004352395074,0,0.32600000000000007,34096,118,174,1.0,6586.879748964593,False,0.37224060903887757,0,0.21800000000000003,34132,84,177,1.0,6548.711007737507,False,0.37286143442833175,0.3333333333333333,99101,0.0,0.0,2,0,0,2,2,2.0,5,7,8,89.0,14.0,7,2,8,80,0.3783757332712412,19.5034217601642
45,8,0,0,0,10.000000000000002,11,10.0,21.664756842327293,0,,4.218260147972935,12,4.333333333333333,35.00000000000001,6,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10532,483,0,0.0,4830.000000000001,False,-0.16395453958414052,0,4.628000000000001,4081,15,0,0.0,324.9713526349094,False,-0.8033966977243582,12,5.450000000000001,88,9,0,0.0,194.98281158094562,False,-0.9914060690423243,0,0.32600000000000007,34255,119,178,1.0,6731.97295760878,False,0.38073866769935744,0,0.21800000000000003,34131,75,187,1.0,6861.369511097971,False,0.37856221806250184,0.3333333333333333,98769,0.0,0.0,5,0,0,0,4,4.0,5,5,7,65.0,18.0,5,3,7,320,0.3718393836170435,19.875261143781245
46,7,0,0,0,10.000000000000002,5,10.0,21.664756842327293,0,,3.9996843459055587,13,1.0,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10482,488,0,0.0,4880.000000000001,False,-0.16556890094278703,11,4.738000000000001,3704,15,0,0.0,324.9713526349094,False,-0.8208633396813634,2,5.458000000000001,28,9,0,0.0,194.98281158094562,False,-0.9941859059585586,0,0.32600000000000007,34244,120,188,1.0,7059.962121508668,False,0.38635376594686877,0,0.21800000000000003,34129,67,197,1.0,7162.978851175674,False,0.3840235411453679,0.3333333333333333,98269,0.0,0.0,1,0,0,1,4,4.0,4,5,6,69.0,15.0,5,2,6,50,0.3683582954108715,20.243619439192116
47,6,0,0,0,10.000000000000002,11,10.0,21.664756842327293,0,,3.874204109092427,11,1.9090909090909092,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10372,499,0,0.0,4990.000000000001,False,-0.1691204959318094,5,4.777000000000002,3564,15,0,0.0,324.9713526349094,False,-0.8273496258192432,6,5.516000000000002,-152,9,0,0.0,194.98281158094562,False,-1.0025254167072613,0,0.32600000000000007,34244,110,198,1.0,7356.162452000169,False,0.39178923279627414,0,0.21800000000000003,34108,68,207,1.0,7508.4458794182865,False,0.38959235657904145,0.3333333333333333,97818,0.0,0.0,3,0,0,1,2,2.0,5,6,4,87.0,0.0,6,0,4,110,0.35853554029017687,20.602154979482293
48,4,0,0,0,10.000000000000004,12,10.0,21.664756842327293,0,,3.950498251112272,32,4.34375,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10252,511,0,0.0,5110.000000000002,False,-0.17299496319256102,17,4.942000000000001,2989,15,0,0.0,324.9713526349094,False,-0.8539897295998214,15,5.660000000000001,-659,9,0,0.0,194.98281158094562,False,-1.0260150386494407,0,0.32600000000000007,34170,118,208,1.0,7746.15879363125,False,0.39623002153688924,0,0.21800000000000003,34043,72,217,1.0,7879.435874080085,False,0.3940146782045745,0.3333333333333333,96477,0.0,0.0,3,0,0,0,6,6.0,4,4,4,61.0,0.0,4,0,4,120,0.3536749482154846,20.955829927697778
49,4,0,0,0,10.000000000000004,8,10.0,21.664756842327293,0,,3.8413258793316745,23,3.0,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10172,519,0,0.0,5190.000000000002,False,-0.17557794136639546,10,5.025000000000001,2664,15,0,0.0,324.9713526349094,False,-0.8690471795627569,13,5.775000000000001,-1114,9,0,0.0,194.98281158094562,False,-1.0470954685975504,0,0.32600000000000007,34128,114,218,1.0,8067.911150243813,False,0.40059293041883176,0,0.21800000000000003,34016,79,227,1.0,8248.464744467205,False,0.39979566088867036,0.3333333333333333,95548,0.0,0.0,2,0,0,0,4,4.0,4,4,5,57.0,0.0,4,0,5,80,0.37013817206025124,21.32596809975803
50,5,0,0,0,10.000000000000004,11,10.0,21.664756842327293,0,,3.982214434189632,22,5.136363636363637,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,10062,530,0,0.0,5300.000000000002,False,-0.17912953635541778,22,5.235000000000002,1863,15,0,0.0,324.9713526349094,False,-0.9061580023944842,0,5.762000000000001,-1203,9,0,0.0,194.98281158094562,False,-1.0512188933566313,0,0.32600000000000007,34069,111,228,1.0,8422.02580219505,False,0.40492578636538046,0,0.21800000000000003,33962,84,237,1.0,8629.506012471931,False,0.4048061440245152,0.3333333333333333,94435,0.0,0.0,3,0,0,0,4,4.0,4,4,5,46.0,3.0,4,1,5,110,0.35889372415840626,21.684861823916435
51,5,0,0,0,10.000000000000004,12,10.0,21.664756842327293,0,,4.26809117750858,26,6.269230769230769,35.00000000000001,9,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,9942,542,0,0.0,5420.000000000002,False,-0.18300400361616945,10,5.3130000000000015,1623,15,0,0.0,324.9713526349094,False,-0.9172773500594211,16,5.922000000000001,-1794,9,0,0.0,194.98281158094562,False,-1.0786002869815385,0,0.32600000000000007,34312,112,229,1.0,8493.026211880962,False,0.4151471026513187,0,0.21800000000000003,33871,89,247,1.0,9024.860114798266,False,0.40872132922520404,0.3333333333333333,93636,0.0,0.0,5,0,0,0,4,4.0,3,3,7,37.0,10.0,3,2,7,435,0.36798219569027424,22.05284401960671
52,7,0,0,0,10.000000000000002,13,10.0,21.664756842327293,0,,4.148005537054183,10,1.9,35.0,6,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,9812,555,0,0.0,5550.000000000001,False,-0.1872013431486504,9,5.393000000000001,1362,15,0,0.0,324.9713526349094,False,-0.9293696406450401,1,5.916000000000001,-1967,9,0,0.0,194.98281158094562,False,-1.0866154834233472,0,0.32600000000000007,34293,112,239,1.0,8829.576620150068,False,0.42062569494164614,0,0.21800000000000003,34081,79,251,1.0,9112.69243742728,False,0.41804037944410904,0.3333333333333333,93263,0.0,0.0,5,0,0,2,2,2.0,3,5,8,64.0,10.0,5,2,8,340,0.8063046997413039,22.859148719348013
53,8,0,0,0,10.000000000000004,9,10.0,21.664756842327293,0,,3.753105373765031,28,1.25,35.00000000000001,5,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,9722,564,0,0.0,5640.000000000002,False,-0.19010719359421413,18,5.564000000000001,730,15,0,0.0,324.9713526349094,False,-0.9586505894960409,10,6.0150000000000015,-2424,9,0,0.0,194.98281158094562,False,-1.1077885746019982,0,0.32600000000000007,34269,119,249,1.0,9161.61953947804,False,0.42583806546551983,0,0.21800000000000003,34245,80,256,1.0,9260.248429901205,False,0.4267671382152384,0.3333333333333333,92224,0.0,0.0,3,0,0,3,3,3.0,2,5,3,70.0,20.0,5,3,3,265,0.3769065160304308,23.236055235378444
54,3,0,0,0,10.000000000000002,12,10.0,21.664756842327293,0,,3.709230674040847,34,3.4705882352941178,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,9602,576,0,0.0,5760.000000000001,False,-0.19398166085496577,11,5.6560000000000015,391,15,0,0.0,324.9713526349094,False,-0.9743566680727643,23,6.235,-3417,9,0,0.0,194.98281158094562,False,-1.153794875565675,0,0.32600000000000007,34620,128,247,1.0,9119.78152627723,False,0.43795246313864344,0,0.21800000000000003,34476,85,258,1.0,9345.284607293472,False,0.43680560442055044,0.3333333333333333,91354,0.0,0.0,8,0,0,1,4,4.0,1,2,1,23.0,3.0,2,1,1,820,0.14609796460717916,23.382153199985623
55,1,0,0,0,10.000000000000002,11,10.0,21.664756842327293,0,,3.96281868802123,26,5.884615384615385,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,9492,587,0,0.0,5870.000000000001,False,-0.19753325584398812,9,5.735000000000001,148,15,0,0.0,324.9713526349094,False,-0.9856150075835131,17,6.3820000000000014,-4191,9,0,0.0,194.98281158094562,False,-1.1896547717850967,0,0.32600000000000007,34823,125,249,1.0,9210.352336002654,False,0.4470648573421415,0,0.21800000000000003,34820,94,256,1.0,9332.504956673996,False,0.44919633274624715,0.3333333333333333,90774,0.0,0.0,8,0,0,0,3,3.0,0,0,0,0.0,3.0,0,1,0,810,0.08245676942169666,23.46460996940732
56,0,0,0,0,10.000000000000002,8,10.0,21.664756842327293,0,,4.043798219996474,17,5.0,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,9412,595,0,0.0,5950.000000000001,False,-0.20011623401782255,0,5.726000000000002,148,15,0,0.0,324.9713526349094,False,-0.9856150075835131,17,6.535000000000001,-5058,9,0,0.0,194.98281158094562,False,-1.2298234152246816,0,0.32600000000000007,35158,125,248,1.0,9185.47477749956,False,0.45890326967188244,0,0.21800000000000003,35100,91,257,1.0,9362.98563801968,False,0.46003203358204,0.3333333333333333,90442,0.0,0.0,7,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,780,0.07572493050247431,23.540334899909794
57,0,0,0,0,10.000000000000002,0,,21.664756842327293,0,,3.95337115646492,6,1.0,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,9412,595,0,0.0,5950.000000000001,False,-0.20011623401782255,6,5.786000000000002,-32,15,0,0.0,324.9713526349094,False,-0.9939545183322158,0,6.518000000000001,-5462,9,0,0.0,194.98281158094562,False,-1.2485409837939923,0,0.32600000000000007,35467,121,249,1.0,9193.357909932256,False,0.47038862828810973,0,0.21800000000000003,35485,81,256,1.0,9280.223063673659,False,0.47264328299764496,0.3333333333333333,90552,0.0,0.0,5,0,0,0,1,1.0,0,0,0,0.0,0.0,0,0,0,700,0.07277194038033485,23.61310684029013
58,0,0,0,0,10.000000000000002,0,,21.664756842327293,0,,3.95337115646492,0,,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,9412,595,0,0.0,5950.000000000001,False,-0.20011623401782255,0,5.780000000000001,-34,15,0,0.0,324.9713526349094,False,-0.9940471795627569,0,6.5180000000000025,-5898,9,0,0.0,194.98281158094562,False,-1.268741132051961,0,0.32600000000000007,35922,111,246,1.0,9048.824198367605,False,0.4844354277235585,0,0.21800000000000003,35730,71,259,1.0,9345.68935210901,False,0.482836447170496,0.3333333333333333,90814,0.0,0.0,5,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,700,0.07102311123162508,23.684129951521754
59,0,0,0,0,10.000000000000002,0,,21.664756842327293,0,,3.95337115646492,0,,35.0,16,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,9412,595,0,0.0,5950.000000000001,False,-0.20011623401782255,0,5.780000000000002,-36,15,0,0.0,324.9713526349094,False,-0.9941398407932981,0,6.5180000000000025,-6369,9,0,0.0,194.98281158094562,False,-1.2905628518444,0,0.32600000000000007,36027,101,253,1.0,9254.290486802956,False,0.4920595017213447,0,0.21800000000000003,36185,61,256,1.0,9201.15564054436,False,0.4968832466059448,0.3333333333333333,90901,0.0,0.0,4,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,560,0.06966202240437269,23.753791973926127
