index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
22,20,0,0,0,10.000000000000002,5,10.0,10.309058412194052,6,7.0,22.292139924954267,10,26.0,26.000000000000007,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,1.3310000000000002,25762,215,0,0.0,2150.0000000000005,False,-0.06796554837813433,2,0.9310000000000003,38483,0,3,0.3,66.8764197748628,False,0.014765470805338653,0,0.506,38883,0,8,0.3,178.33711939963413,False,0.026772277365892456,0,0.812,58355,0,13,1.0,338.0000000000001,False,-0.006333089970626688,8,1.0810000000000002,58302,0,0,0.0,0.0,False,-0.010102382124726217,0.26666666666666666,248739,0.0,0.0,9,0,0,22,7,6.4,10,32,24,140.0,110.0,10,10,24,492,1.273695256037172,34.69566906511318
23,24,0,0,0,10.000000000000002,7,10.0,10.309058412194052,0,,22.292139924954267,0,,26.00000000000001,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,1.3250000000000002,25692,222,0,0.0,2220.0000000000005,False,-0.0691810793915399,0,0.9290000000000003,38483,0,3,0.0,66.8764197748628,False,0.014765470805338653,0,0.506,38883,0,8,0.0,178.33711939963413,False,0.026772277365892456,0,0.812,58641,0,2,0.0,52.00000000000002,False,-0.003905122501995008,9,1.1630000000000003,58214,0,0,0.0,0.0,False,-0.01159651595157648,0.0,248867,0.0,0.0,10,0,0,25,5,5.0,6,31,21,168.0,115.0,11,13,21,356,1.4022920440183952,36.097961109131575
24,21,0,0,0,10.000000000000002,8,10.0,9.991188330215468,6,7.0,22.414144322785173,5,25.0,26.000000000000007,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,1.3850000000000002,25552,230,0,0.0,2300.0000000000005,False,-0.07265402514412725,2,0.9490000000000003,38545,0,3,0.3,67.24243296835552,False,0.01640376268532454,0,0.506,38862,0,11,0.3,246.55558755063691,False,0.02711765712338813,11,0.9220000000000002,58578,0,0,0.0,0.0,False,-0.005416235122332207,7,1.224,58032,0,5,0.5,130.00000000000003,False,-0.013583034789547855,0.18333333333333335,248523,0.0,0.0,5,0,0,19,11,10.4,8,27,21,126.0,97.0,7,14,21,132,1.145338426984381,37.243299536115956
25,21,0,0,0,10.000000000000002,10,10.0,9.991188330215468,0,,22.795317505301607,15,25.333333333333332,26.000000000000004,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,1.3790000000000002,25452,240,0,0.0,2400.0000000000005,False,-0.07439049802042091,7,1.0170000000000001,38648,0,0,0.0,0.0,False,0.018231636631889557,0,0.506,38987,0,6,0.0,136.77190503180964,False,0.028964747405308935,12,1.0310000000000001,58311,0,5,0.5,130.00000000000003,False,-0.00884595140669304,3,1.247,57894,0,10,1.0,260.00000000000006,False,-0.014822486714094096,0.25,248246,0.0,0.0,7,0,0,23,11,9.8,8,31,18,142.0,96.0,9,12,18,277,1.1074465899728239,38.35074612608878
26,18,0,0,0,10.000000000000002,5,10.0,9.839645020409126,3,7.0,23.27423968193625,20,25.75,26.000000000000004,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.4090000000000003,25375,245,0,0.0,2450.0000000000005,False,-0.07619642981176634,5,1.0600000000000003,38673,0,0,0.0,0.0,False,0.018890294024660133,9,0.5960000000000001,39147,0,3,0.3,69.82271904580875,False,0.03229822319324761,2,1.0390000000000001,58171,0,10,1.0,260.00000000000006,False,-0.010119360918213152,3,1.2740000000000002,57884,0,10,1.0,260.00000000000006,False,-0.014992274648963445,0.3833333333333333,248204,0.0,0.0,12,0,0,21,6,5.466666666666667,11,32,19,147.0,87.0,9,9,19,539,1.0907499329769053,39.441496059065685
27,19,0,0,0,10.000000000000002,12,10.0,9.688313163973353,3,7.0,23.41680564617374,10,25.0,26.000000000000004,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.4360000000000004,25228,257,0,0.0,2570.0000000000005,False,-0.07921789261651734,0,1.0550000000000002,38673,0,0,0.0,0.0,False,0.018890294024660133,7,0.6570000000000001,39224,0,3,0.3,70.25041693852121,False,0.034332522090559085,0,1.0370000000000004,58280,0,6,0.5,156.00000000000003,False,-0.009151569689457868,1,1.2810000000000001,58014,0,5,0.5,130.00000000000003,False,-0.013888653072312681,0.21666666666666667,248373,0.0,0.0,17,0,0,23,4,2.7333333333333334,10,33,15,177.0,84.0,11,8,15,562,1.0912966500036418,40.53279270906933
28,15,0,0,0,10.000000000000002,14,10.0,9.538026661565222,3,7.0,23.08185546795697,6,17.0,26.000000000000004,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.463,25061,271,0,0.0,2710.0000000000005,False,-0.08258664999652705,6,1.1150000000000002,38628,0,3,0.3,69.24556640387091,False,0.018616892802243015,0,0.6500000000000001,39224,0,3,0.0,69.24556640387091,False,0.03431928504589356,3,1.0670000000000002,58418,0,0,0.0,0.0,False,-0.008132842080241778,6,1.34,57994,0,6,0.6,156.00000000000003,False,-0.014007504626721226,0.15,248279,0.0,0.0,12,0,0,21,8,7.166666666666667,7,28,19,129.0,80.0,8,7,19,348,1.0991019179928117,41.63189462706214
29,19,0,0,0,10.0,8,10.0,9.389596492757372,3,7.0,21.41029640061882,12,7.0,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.4900000000000002,24954,279,0,0.0,2790.0,False,-0.08491352365076058,9,1.1990000000000003,38490,0,3,0.3,64.23088920185646,False,0.014915044909920207,0,0.6500000000000001,39224,0,3,0.0,64.23088920185646,False,0.03425322596166433,7,1.1340000000000003,58362,0,0,0.0,0.0,False,-0.009083654515510128,7,1.4040000000000001,58005,2,10,1.0,302.82059280123764,False,-0.012574319635964207,0.21666666666666667,247989,0.0,0.0,7,0,0,14,12,11.5,14,28,18,111.0,93.0,7,12,18,236,1.0522009910200723,42.68409561808221
30,18,0,0,0,10.000000000000002,13,10.0,9.389596492757372,0,,21.65035976852237,17,23.11764705882353,26.000000000000004,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,1.4870000000000003,24824,292,0,0.0,2920.0000000000005,False,-0.08717093838994235,4,1.2300000000000002,38547,0,0,0.0,0.0,False,0.015570660765096427,7,0.7200000000000002,39322,0,0,0.0,0.0,False,0.0359890399409843,9,1.217,58150,0,5,0.5,130.00000000000003,False,-0.011579537158089546,1,1.4070000000000003,57992,4,10,1.0,346.6014390740895,False,-0.01242337097751932,0.25,247789,0.0,0.0,11,0,0,15,10,8.8,14,29,26,129.0,90.0,8,10,26,390,1.1923785059479997,43.87647412403021
31,26,0,0,0,10.000000000000002,9,10.0,9.243793519190492,3,7.0,21.800967737664614,12,23.166666666666668,26.000000000000007,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.5170000000000003,24707,301,0,0.0,3010.0000000000005,False,-0.08967145933180523,5,1.276,38572,0,0,0.0,0.0,False,0.016229318157867004,7,0.7830000000000001,39294,0,3,0.3,65.40290321299383,False,0.036112905775279154,1,1.2180000000000002,58145,0,5,0.5,130.00000000000003,False,-0.01166443112552422,4,1.4460000000000002,58077,1,10,1.0,281.8009677376647,False,-0.011530290441468423,0.3,247749,0.0,0.0,11,0,0,15,8,7.5,17,32,24,186.0,132.0,12,14,24,454,1.3411791450344026,45.21765326906461
32,24,0,0,0,10.000000000000002,8,10.0,9.243793519190492,0,,22.112508777237096,10,25.5,26.000000000000004,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,1.5140000000000002,24627,309,0,0.0,3090.0000000000005,False,-0.09106063763284017,5,1.3210000000000002,38592,0,0,0.0,0.0,False,0.016756244072083464,2,0.796,39382,0,0,0.0,0.0,False,0.03756981768363368,3,1.2470000000000003,58127,0,5,0.5,130.00000000000003,False,-0.011970049408289047,2,1.4620000000000002,58202,0,6,0.6,156.00000000000003,False,-0.010475915581438783,0.18333333333333335,247884,0.0,0.0,12,0,0,9,5,3.9,23,32,22,198.0,129.0,11,13,22,418,1.2346370139857754,46.45229028305039
33,22,0,0,0,10.000000000000002,11,10.0,9.101333105144658,3,7.0,22.28627462578532,5,26.0,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.5440000000000003,24490,320,0,0.0,3200.0000000000005,False,-0.0939084531499618,5,1.3660000000000003,38617,0,0,0.0,0.0,False,0.01741490146485404,0,0.794,39361,0,3,0.3,66.85882387735596,False,0.03789728664608167,5,1.2940000000000003,58224,0,0,0.0,0.0,False,-0.011426728016707133,4,1.5000000000000002,58208,0,5,0.5,130.0,False,-0.010594767135847326,0.13333333333333333,247854,0.0,0.0,12,0,0,16,6,5.333333333333334,14,30,23,201.0,105.0,12,10,23,344,1.3499078079476021,47.80219809099799
34,23,0,0,0,10.000000000000002,8,10.0,8.962862174964831,3,7.0,22.28627462578532,0,,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.5710000000000004,24383,328,0,0.0,3280.0000000000005,False,-0.09623532680419532,0,1.3610000000000002,38617,0,0,0.0,0.0,False,0.01741490146485404,0,0.794,39340,0,6,0.3,133.71764775471192,False,0.03822475560852985,15,1.4390000000000003,58029,0,0,0.0,0.0,False,-0.014737592746659423,0,1.4960000000000002,58338,0,0,0.0,0.0,False,-0.009491145559196563,0.049999999999999996,247661,0.0,0.0,7,0,0,14,7,7.0,14,28,23,114.0,91.0,8,15,23,210,1.2843239579815418,49.08652204897953
35,23,0,0,0,10.000000000000004,10,10.0,8.828949147664495,3,7.0,22.53147443068407,10,25.0,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.5980000000000003,24256,338,0,0.0,3380.0000000000014,False,-0.09890949503368758,0,1.3610000000000002,38596,0,3,0.3,67.59442329205221,False,0.017752060587154325,4,0.8340000000000001,39506,0,0,0.0,0.0,False,0.04083675835177574,12,1.5440000000000003,57765,0,5,0.5,130.0,False,-0.018116372650559452,8,1.576,58144,0,5,0.5,130.0,False,-0.011681409919011156,0.21666666666666667,247221,0.0,0.0,5,0,0,8,13,12.8,19,27,23,111.0,89.0,7,16,23,225,1.2009801359963603,50.28750218497589
36,23,0,0,0,10.000000000000004,7,10.0,8.70007698944363,3,7.0,22.756691224057384,10,25.0,26.000000000000004,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.6250000000000004,24159,345,0,0.0,3450.0000000000014,False,-0.10106272140029172,2,1.3810000000000002,38658,0,3,0.3,68.27007367217215,False,0.01939443136358118,5,0.8800000000000001,39526,0,0,0.0,0.0,False,0.0413636842659922,7,1.602,57837,0,0,0.0,0.0,False,-0.01799752109615091,3,1.598,58005,0,10,1.0,260.00000000000006,False,-0.012937840637044331,0.21666666666666667,247139,0.0,0.0,7,0,0,12,11,9.9,23,35,20,172.0,111.0,11,12,20,304,1.2330931900069118,51.520595374982804
37,20,0,0,0,10.000000000000004,9,10.0,8.576639425008569,3,7.0,23.184771776178735,15,26.0,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.6520000000000004,24042,354,0,0.0,3540.0000000000014,False,-0.10356324234215461,7,1.4490000000000003,38745,0,3,0.3,69.5543153285362,False,0.021703476595644165,5,0.925,39551,0,0,0.0,0.0,False,0.04202234165876278,10,1.6950000000000005,57613,0,5,0.5,130.0,False,-0.020697149260573543,0,1.5950000000000002,58005,0,10,1.0,260.0,False,-0.012937840637044331,0.3,246910,0.0,0.0,10,0,0,14,7,6.4,17,31,21,150.0,105.0,10,10,21,350,1.205683772044722,52.726279147027526
38,21,0,0,0,10.000000000000004,10,10.0,8.458940166590263,3,7.0,23.39097054921357,10,25.5,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.6790000000000005,23915,364,0,0.0,3640.0000000000014,False,-0.10623741057164687,2,1.4620000000000002,38812,0,3,0.3,70.17291164764072,False,0.023476827269043557,5,0.9700000000000002,39571,0,0,0.0,0.0,False,0.04254926757297924,3,1.7150000000000003,57594,0,5,0.5,130.0,False,-0.021019746336825306,2,1.6150000000000002,58130,0,5,0.5,130.0,False,-0.011919113027828242,0.21666666666666667,246976,0.0,0.0,13,0,0,12,7,6.4,19,31,26,162.0,111.0,9,12,26,490,1.6963026140001602,54.422581761027686
39,26,0,0,0,10.000000000000002,8,10.0,8.251349651081187,6,7.0,23.513976195288325,5,26.0,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,1.7360000000000004,23775,372,0,0.0,3720.0000000000005,False,-0.10971035632423422,0,1.4600000000000002,38791,0,6,0.3,141.08385717172996,False,0.023857675429072245,5,1.0150000000000001,39575,0,3,0.3,70.54192858586498,False,0.04358391201109003,5,1.7620000000000005,57691,0,0,0.0,0.0,False,-0.02047642494524339,5,1.6630000000000003,58096,0,5,0.5,129.99999999999997,False,-0.012496392006384026,0.18333333333333335,246882,0.0,0.0,9,0,0,13,7,7.0,19,32,29,183.0,150.0,11,15,29,340,1.3244764909613878,55.747058251989074
40,29,0,0,0,10.000000000000002,11,10.0,8.159678022294464,3,7.0,23.513976195288325,0,,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.7600000000000002,23638,383,0,0.0,3830.0000000000005,False,-0.11255817184135584,0,1.4600000000000002,38791,0,6,0.0,141.08385717172996,False,0.023857675429072245,0,1.0100000000000002,39554,0,6,0.3,141.08385717172996,False,0.04395989905643024,7,1.8270000000000002,57635,0,0,0.0,0.0,False,-0.021427237380511742,8,1.7380000000000004,58154,0,0,0.0,0.0,False,-0.01261524356079257,0.049999999999999996,246726,0.0,0.0,8,0,0,12,10,10.0,20,32,23,186.0,155.0,12,17,23,240,1.3197065870044753,57.06676483899355
41,23,0,0,0,10.000000000000002,11,10.0,8.072387795051156,3,7.0,23.58794606292538,5,25.0,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.7870000000000004,23501,394,0,0.0,3940.000000000001,False,-0.11540598735847746,0,1.4600000000000002,38895,0,4,0.3,94.35178425170152,False,0.025982081676832424,0,1.0100000000000002,39554,0,6,0.0,141.52767637755227,False,0.04396574555244951,12,1.9400000000000004,57493,0,0,0.0,0.0,False,-0.023838226055656483,8,1.8100000000000003,57964,0,5,0.5,129.99999999999997,False,-0.014737592746659423,0.13333333333333333,246361,0.0,0.0,6,0,0,18,12,12.0,12,30,16,147.0,116.0,9,14,16,235,1.1714645749889314,58.23822941398248
42,16,0,0,0,10.0,7,10.0,7.918715151439375,6,7.0,23.980494781109257,25,25.4,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,1.8440000000000003,23371,401,0,0.0,4010.0,False,-0.11870528582343544,11,1.5700000000000003,39003,0,3,0.3,71.94148434332777,False,0.028532267419424245,4,1.0500000000000003,39699,0,3,0.3,71.94148434332777,False,0.04686928923415709,5,1.9780000000000004,57334,0,5,0.5,129.99999999999997,False,-0.025434232643428357,10,1.9020000000000001,57480,10,10,1.0,499.8049478110925,False,-0.019815907874670257,0.35000000000000003,245841,0.0,0.0,7,0,0,9,15,13.5,17,26,17,126.0,87.0,7,9,17,299,1.1329319959622808,59.37116140994476
43,17,0,0,0,10.0,14,10.0,7.850968811358104,3,7.0,24.070032814118083,10,25.0,25.999999999999993,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,1.8680000000000003,23204,415,0,0.0,4150.0,False,-0.12207404320344516,2,1.5790000000000002,39086,0,0,0.0,0.0,False,0.029771314153230057,2,1.0660000000000003,39761,0,3,0.3,72.21009844235425,False,0.048506298061470644,5,2.0230000000000006,57180,0,10,1.0,259.99999999999994,False,-0.026945345263765557,0,1.8920000000000003,57740,0,10,1.0,259.99999999999994,False,-0.017437220911082057,0.3833333333333333,245925,0.0,0.0,16,0,0,9,5,3.3,21,30,18,144.0,87.0,8,9,18,478,1.0928346239961684,60.46399603394093
44,18,0,0,0,10.0,11,10.0,7.73115618139312,6,7.0,24.070032814118083,0,,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,1.9250000000000003,23034,426,0,0.0,4260.0,False,-0.12606793081892062,0,1.5770000000000002,39065,0,3,0.3,72.21009844235425,False,0.030169276246737795,0,1.0640000000000003,39740,0,6,0.3,144.4201968847085,False,0.048904260154978195,0,2.0180000000000007,57388,0,2,0.0,51.99999999999999,False,-0.025179550741124334,2,1.9120000000000004,57989,0,0,0.0,0.0,False,-0.015416744486136814,0.09999999999999999,246170,0.0,0.0,14,0,0,10,4,3.5,18,28,17,144.0,90.0,8,10,17,552,1.1024179329979233,61.56641396693885
45,17,0,0,0,10.0,7,10.0,7.73115618139312,0,,24.070032814118083,0,,25.999999999999993,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,1.9190000000000003,22964,433,0,0.0,4330.0,False,-0.12728346183232617,0,1.5770000000000002,39065,0,3,0.0,72.21009844235425,False,0.030169276246737795,0,1.0640000000000003,39740,0,6,0.0,144.4201968847085,False,0.048904260154978195,6,2.0780000000000007,57395,0,0,0.0,0.0,False,-0.025502147817376097,12,2.0300000000000002,57853,0,0,0.0,0.0,False,-0.01772586040035995,0.0,245971,0.0,0.0,3,0,0,16,10,9.75,11,27,10,96.0,60.0,7,10,10,96,1.0479793379781768,62.61439330491703
46,10,0,0,0,10.0,12,10.0,7.632247665940012,6,7.0,24.22189328601906,20,25.0,25.999999999999993,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,1.9790000000000003,22784,445,0,0.0,4450.0,False,-0.13145099673543098,2,1.5970000000000002,39127,0,3,0.3,72.66567985805719,False,0.03180874802215791,9,1.1540000000000001,39890,0,3,0.3,72.66567985805719,False,0.05191097164951591,13,2.2020000000000004,56989,0,10,1.0,259.99999999999994,False,-0.030188294819770107,7,2.0880000000000005,57550,0,10,1.0,259.99999999999994,False,-0.020663191673599673,0.43333333333333335,245294,0.0,0.0,7,0,0,10,15,14.2,17,27,14,72.0,33.0,4,6,14,245,0.9276669229730032,63.54206022789003
47,14,0,0,0,10.0,13,10.0,7.561869890997614,5,7.0,24.355022329813846,15,25.333333333333332,25.999999999999993,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,5,2.0230000000000006,22609,458,0,0.0,4580.0,False,-0.13527123706327707,2,1.6150000000000002,39175,0,5,0.5,121.77511164906923,False,0.03372029602235574,7,1.215,39993,0,0,0.0,0.0,False,0.05366740436294657,5,2.2390000000000008,57083,0,5,0.5,129.99999999999997,False,-0.029695909808648998,0,2.0810000000000004,57430,0,15,1.0,389.9999999999999,False,-0.021597025315381088,0.3333333333333333,245244,0.0,0.0,13,0,0,14,7,5.3,14,28,20,108.0,54.0,6,8,20,468,1.067619166977238,64.60967939486727
48,20,0,0,0,10.0,8,10.0,7.1818267150039246,13,6.0,23.628256828436083,11,16.181818181818183,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,13,2.1480000000000006,22399,466,0,0.0,4660.0,False,-0.14117524484267555,0,1.6130000000000004,39227,3,10,1.0,257.8280484293726,False,0.03688254885168852,6,1.2680000000000002,39915,0,0,0.0,0.0,False,0.05161239329750237,3,2.2640000000000007,57194,0,0,0.0,0.0,False,-0.028914885308249996,0,2.081000000000001,57564,1,13,1.0,361.628256828436,False,-0.019562725972218985,0.3333333333333333,245253,0.0,0.0,15,0,0,13,5,4.5,16,29,17,132.0,93.0,9,11,17,626,1.1013668469968252,65.7110462418641
49,17,0,0,0,10.0,9,10.0,7.164700294455669,5,7.0,22.257819338734166,10,7.0,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,5,2.185000000000001,22264,475,0,0.0,4750.0,False,-0.14430089602000418,0,1.6130000000000004,39227,0,13,0.8,289.35165140354417,False,0.037297813934602485,5,1.312,39845,0,0,0.0,0.0,False,0.04976815259774476,11,2.3710000000000004,57072,0,0,0.0,0.0,False,-0.030986298113656045,0,2.0810000000000004,57728,1,14,1.0,386.2578193387341,False,-0.016569113712593758,0.3,245090,0.0,0.0,11,0,0,25,8,8.0,9,34,11,158.0,78.0,11,6,11,359,1.0683244170504622,66.77937065891456
50,11,0,0,0,10.0,8,10.0,7.164700294455669,0,,20.597053140904993,14,7.642857142857143,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,2.1800000000000006,22184,483,0,0.0,4830.0,False,-0.14569007432103911,0,1.6130000000000004,39299,0,4,0.0,82.38821256361997,False,0.03646838724527895,5,1.357,39775,0,0,0.0,0.0,False,0.04792391189798714,11,2.4700000000000006,56960,0,0,0.0,0.0,False,-0.03288792298419274,0,2.081000000000001,57855,5,15,1.0,492.9852657045249,False,-0.013506755304136657,0.16666666666666666,245027,0.0,0.0,9,0,0,11,6,6.0,18,29,18,108.0,75.0,6,5,18,386,1.0014056529616937,67.78077631187625
51,18,0,0,0,10.0,14,10.0,7.164700294455669,0,,20.096669711324456,5,9.0,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,2.1800000000000006,22044,497,0,0.0,4970.0,False,-0.14812113634785024,1,1.6230000000000004,39323,0,0,0.0,0.0,False,0.03601538623669512,0,1.352,39775,0,0,0.0,0.0,False,0.04792391189798714,8,2.5390000000000006,56891,0,0,0.0,0.0,False,-0.03405945973479125,0,2.0810000000000004,58122,0,13,1.0,337.99999999999994,False,-0.0102891488530825,0.16666666666666666,245109,0.0,0.0,15,0,0,16,5,4.2,13,29,16,142.0,92.0,9,9,16,452,1.0898483850178309,68.87062469689408
52,16,0,0,0,10.0,10,10.0,7.149096381935639,5,7.0,19.451769981164006,5,6.0,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,5,2.230000000000001,21899,507,0,0.0,5070.0,False,-0.15142043481280823,0,1.622,39323,0,0,0.0,0.0,False,0.03601538623669512,5,1.4020000000000001,39665,0,5,0.5,97.25884990582003,False,0.04630702457985323,13,2.661000000000001,56741,0,0,0.0,0.0,False,-0.03660627875783147,0,2.0810000000000004,58274,0,11,0.5,285.99999999999994,False,-0.008149820873728713,0.16666666666666666,244856,0.0,0.0,8,0,0,14,9,9.0,16,30,17,170.0,62.0,10,6,17,282,1.046755397983361,69.91738009487744
53,17,0,0,0,10.0,12,10.0,7.134896128143362,5,7.0,19.320758560228207,9,17.88888888888889,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,5,2.275000000000001,21734,519,0,0.0,5190.0,False,-0.15506702785302492,0,1.622,39288,0,5,0.5,96.60379280114103,False,0.03636584193277921,4,1.437,39742,0,0,0.0,0.0,False,0.047054484139529985,7,2.718000000000001,56686,0,0,0.0,0.0,False,-0.037540112399612885,2,2.1010000000000004,58389,0,9,0.9,233.99999999999997,False,-0.006638708253391514,0.2333333333333333,244793,0.0,0.0,15,0,0,12,6,5.3,16,28,25,114.0,87.0,8,9,25,390,1.145639659021981,71.06301975389943
54,25,0,0,0,9.999999999999998,8,10.0,7.126842308845111,3,7.0,17.71252114722316,16,8.0,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.3000000000000007,21627,527,0,0.0,5269.999999999999,False,-0.15739390150725846,6,1.6820000000000002,39250,0,0,0.0,0.0,False,0.03409210664980504,5,1.4830000000000003,39656,0,3,0.3,53.137563441669485,False,0.04548869168829271,12,2.8310000000000004,56547,0,0,0.0,0.0,False,-0.03990016469429682,0,2.0990000000000006,58469,6,11,1.0,392.275126883339,False,-0.003936744427701427,0.21666666666666667,244503,0.0,0.0,9,0,0,13,9,8.545454545454545,17,30,25,165.0,120.0,10,15,25,288,1.2288077660487033,72.29182751994813
55,25,0,0,0,9.999999999999998,9,10.0,7.114214450760492,5,7.0,16.06102715648258,23,8.782608695652174,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,5,2.347000000000001,21492,536,0,0.0,5359.999999999999,False,-0.16051955268458706,5,1.7260000000000004,39150,0,5,0.5,80.3051357824129,False,0.032515348505933385,15,1.6280000000000003,39458,0,0,0.0,0.0,False,0.039572136157656236,13,2.9490000000000003,56399,0,0,0.0,0.0,False,-0.04241302613036318,0,2.0990000000000006,58449,19,14,1.0,669.159515973169,False,-0.0019257388663839756,0.25,243902,0.0,0.0,7,0,0,12,10,9.666666666666666,20,32,24,172.0,117.0,11,14,24,272,1.1439058640389703,73.4357333839871
56,24,0,0,0,9.999999999999998,11,10.0,7.10083017675588,6,7.0,16.422550025214615,6,23.166666666666668,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,2.4020000000000006,21322,547,0,0.0,5469.999999999999,False,-0.1645134403000625,1,1.731,39247,0,3,0.3,49.26765007564384,False,0.03466207780160778,0,1.6130000000000004,39437,0,3,0.3,49.26765007564384,False,0.03966787398666416,5,2.986,56370,0,0,0.0,0.0,False,-0.04290541114148429,1,2.1090000000000004,58669,15,10,1.0,506.33825037821924,False,0.00042734137883270395,0.26666666666666666,243999,0.0,0.0,15,0,0,11,6,5.5,22,33,23,171.0,83.0,12,12,23,578,1.1586452960036695,74.59437867999077
