index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,20,0,0,0,10.000000000000002,20,10.0,28.87838882310611,17,28.529411764705884,17.551168729853597,62,28.274193548387096,33.999999999999986,10,34.0,0,0.5870000000000002,39357,5,16,1.0,512.0542211696978,False,0.14161869536830604,5,0.6910000000000001,31360,208,0,0.0,2080.0000000000005,False,-0.06625551168621574,0,0.21800000000000003,43686,0,44,0.8,772.2514241135583,False,0.004286886155700996,5,2.9320000000000004,30453.0,134,0,0.0,3869.704102296219,False,-0.2619667293057125,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,65848,242,10,1.0,4587.38283262457,False,0.01316895765897891,0.4666666666666666,277952,0.0,0.0,9,0,0,11,2,2.0,12,23,25,146.0,76.0,13,7,25,2768,1.3528765961527824,26.583253296092153
21,25,0,0,0,10.000000000000002,20,10.0,29.56770287949259,17,34.8235294117647,18.67505406479451,33,26.0,33.999999999999986,3,34.0,0,0.5870000000000002,39832,5,10,1.0,345.6770287949259,False,0.15291041570066763,1,0.6960000000000002,31252,218,0,0.0,2180.0000000000005,False,-0.06792702959739473,0,0.21800000000000003,44347,0,18,0.7,336.1509731663011,False,0.014380537019942297,0,2.9270000000000005,30058.0,144,0,0.0,4257.749214646933,False,-0.2665464723515754,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,65092,265,17,1.0,5526.889327170545,False,0.008912880093750231,0.45,277829,0.0,0.0,9,0,0,14,1,1.0,13,27,26,202.0,71.0,18,7,26,1735,1.5780230686068535,28.161276364699006
22,26,0,0,0,10.000000000000002,20,10.0,29.67791178604057,11,31.0,18.167421222943315,8,4.0,33.999999999999986,10,34.0,1,0.5970000000000002,40058,4,10,1.0,336.77911786040573,False,0.15929535603130363,0,0.6950000000000001,31142,229,0,0.0,2290.0000000000005,False,-0.06951208968558172,0,0.21800000000000003,44006,1,28,1.0,538.3657060284534,False,0.008914019984828872,8,3.0070000000000006,29842.0,144,0,0.0,4273.619297189843,False,-0.2712877210692981,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,65400,263,17,1.0,5356.031781634092,False,0.012222194165829689,0.5,277696,0.0,0.0,8,0,0,18,2,1.1,13,31,20,266.0,27.0,22,4,20,571,1.5686559900641441,29.72993235476315
23,20,0,0,0,10.000000000000002,20,10.0,31.277051224655764,37,36.83783783783784,16.96573921039058,84,13.988095238095237,33.999999999999986,6,34.0,26,0.8560000000000001,40385,8,10,1.0,392.77051224655764,False,0.1695260744149191,1,0.7050000000000001,31058,235,0,0.0,2350.0000000000005,False,-0.07106833049943802,0,0.21800000000000003,43653,3,38,1.0,738.5292436688094,False,0.003150684118002042,84,3.839000000000001,24280.0,169,0,0.0,5285.821656966824,False,-0.38649824928257653,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,64429,337,21,1.0,6431.4541139016255,False,0.005779812313411605,0.5,271053,0.0,0.0,7,0,0,10,11,10.333333333333332,10,20,12,116.0,67.0,11,9,12,404,0.9623351916670799,30.69226754643023
24,12,0,0,0,10.000000000000002,20,10.0,30.719304350005828,3,3.0,16.341618534355153,12,2.6666666666666665,33.999999999999986,11,34.0,0,0.8300000000000001,40285,8,20,1.0,694.3860870001165,False,0.17099031797746508,3,0.7340000000000002,30892,245,0,0.0,2450.0000000000005,False,-0.07441136632179601,0,0.21800000000000003,43644,0,44,0.6,719.0312155116267,False,0.002723443800834316,12,3.875000000000001,23902.0,169,0,0.0,5191.562435150985,False,-0.39618582586875645,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,64771,339,20,1.0,6219.808683146397,False,0.00929142889219105,0.43333333333333335,270742,0.0,0.0,7,0,0,6,4,4.0,11,17,12,77.0,47.0,7,5,12,574,1.013509638607502,31.705777185037732
25,12,0,0,0,10.000000000000002,20,10.0,31.011190171152474,4,41.0,16.157642620283227,16,13.3125,33.999999999999986,11,34.0,0,0.8300000000000001,40339,9,26,1.0,896.2909444499643,False,0.17545593452909258,0,0.7310000000000001,30802,254,0,0.0,2540.0000000000005,False,-0.07570823366667627,0,0.21800000000000003,43714,0,39,0.0,630.1480621910458,False,0.0033058524996700963,11,3.9730000000000003,23487.0,173,0,0.0,5364.935899609378,False,-0.40366721470684785,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,64932,345,19,1.0,6220.386703997713,False,0.01168956452954164,0.3333333333333333,270522,0.0,0.0,10,0,0,4,3,3.0,11,15,14,78.0,44.0,6,6,14,808,0.7046868382021785,32.41046402323991
26,14,0,0,0,10.000000000000002,20,10.0,30.253257616654302,32,27.25,16.017781448193464,9,12.333333333333334,33.999999999999986,11,34.0,0,0.8300000000000001,41055,10,13,1.0,493.2923490165059,False,0.1902834714115178,9,0.8210000000000002,30510,263,0,0.0,2630.0000000000005,False,-0.08282659442635235,0,0.21800000000000003,43531,2,43,1.0,749.2711175056276,False,0.0004930170165166346,3,3.992000000000001,22816.0,193,0,0.0,5838.878720014281,False,-0.41355757542596067,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,65195,344,18,1.0,6122.1168181785515,False,0.01486943037185204,0.5,270355,0.0,0.0,11,0,0,5,4,4.0,14,19,13,119.0,62.0,9,5,13,1484,0.7139211809262633,33.124385204166174
27,13,0,0,0,10.000000000000002,20,10.0,27.382239345975446,27,12.185185185185185,15.220737812622884,16,4.1875,33.999999999999986,8,34.0,9,0.9200000000000002,41034,12,10,1.0,393.8223934597545,False,0.1882449406821486,5,0.8620000000000001,30310,271,0,0.0,2710.0000000000005,False,-0.08743767831925991,0,0.21800000000000003,43286,17,53,1.0,1272.1971729505954,False,0.0008681657660034346,16,4.149000000000001,22198.0,195,0,0.0,5339.536672465212,False,-0.4333294973969418,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,65400,350,20,1.0,6007.258234418009,False,0.017063594582029835,0.5,269476,0.0,0.0,8,0,0,7,5,4.45,11,18,15,127.0,55.0,8,5,15,556,0.798132661730051,33.922517865896225
28,15,0,0,0,10.000000000000002,20,10.0,26.585154349244014,34,23.0,14.27032596982481,19,3.5789473684210527,33.999999999999986,12,34.0,9,1.0010000000000001,41371,18,10,1.0,445.8515434924402,False,0.19870675730557702,15,1.0070000000000001,29955,275,0,0.0,2750.0000000000005,False,-0.09709213522003515,0,0.21800000000000003,43226,22,63,1.0,1483.9039317823313,False,0.001913042701011001,19,4.323000000000001,20792.0,214,0,0.0,5689.223030738219,False,-0.46138429688795213,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,65740,359,18,1.0,5735.047023167107,False,0.020095211008438696,0.5,268332,0.0,0.0,8,0,0,15,6,5.473684210526316,10,25,13,200.0,0.0,15,0,13,608,1.3249917635694146,35.24750962946564
29,13,0,0,0,10.000000000000002,20,10.0,27.379395709962896,30,31.833333333333332,14.093121691142956,12,11.0,33.999999999999986,10,34.0,20,1.1920000000000002,41717,17,10,1.0,443.793957099629,False,0.20864857715063292,0,0.992,29845,286,0,0.0,2860.0000000000005,False,-0.09867719530822214,0,0.21800000000000003,42782,31,64,1.0,1750.721055241999,False,-0.005164512632827452,3,4.3340000000000005,20320.0,225,0,0.0,6160.364034741651,False,-0.466771898246039,0,0.2,67248,0,1,0.0,33.999999999999986,False,0.00013381705721422625,0,0.44300000000000006,65948,361,18,1.0,5699.616930502607,False,0.022924474623101376,0.5,267860,0.0,0.0,8,0,0,7,3,2.090909090909091,14,21,13,132.0,24.0,11,2,13,666,1.152578410692513,36.40008804015815
30,13,0,0,0,10.000000000000002,20,10.0,27.83513255981606,14,33.642857142857146,15.769851494755036,53,22.07547169811321,33.99999999999999,9,34.0,1,1.1820000000000002,42014,21,10,1.0,488.35132559816066,False,0.2178499571399488,3,1.022,29719,292,0,0.0,2920.0000000000005,False,-0.10144384564396669,0,0.21800000000000003,43925,24,26,1.0,1078.0593202992163,False,0.013217337985361599,5,4.381000000000001,19710.0,236,0,0.0,6569.09128411659,False,-0.4760152756800133,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,65084,404,19,1.0,7017.020003881034,False,0.01987198171078449,0.5,267700,0.0,0.0,9,0,0,11,5,4.090909090909091,9,20,10,127.0,15.0,11,2,10,1658,1.090426187030971,37.490514227189124
31,10,0,0,0,10.000000000000002,20,10.0,27.83513255981606,0,,15.940591622656655,13,18.923076923076923,33.99999999999999,10,34.0,0,1.1810000000000003,41904,22,20,1.0,776.7026511963212,False,0.21883487494158793,0,1.0190000000000001,29629,301,0,0.0,3010.0000000000005,False,-0.10274071298884695,0,0.21800000000000003,44115,14,31,1.0,883.8501961397811,False,0.015334178699979321,8,4.456000000000001,19518.0,236,0,0.0,6569.09128411659,False,-0.4803904465851268,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,65178,407,19,1.0,7133.820790421259,False,0.022137956393639576,0.5,267592,0.0,0.0,8,0,0,8,1,1.0,11,19,14,74.0,11.0,9,1,14,730,1.0354192703962326,38.525933497585356
32,14,0,0,0,10.000000000000002,20,10.0,27.551947489022098,20,25.1,15.487508672068365,8,3.25,34.0,7,34.0,0,1.1810000000000003,42251,26,15,1.0,673.2792123353315,False,0.22734486890595304,5,1.0690000000000002,29453,307,0,0.0,3070.0000000000005,False,-0.1069483270411251,0,0.21800000000000003,43769,20,41,1.0,1186.026805335245,False,0.010892657977112937,8,4.528000000000001,19119.0,240,0,0.0,6612.467397365303,False,-0.4889883853185067,0,0.2,67248,0,1,0.0,34.0,False,0.00013381705721422625,0,0.44300000000000006,65390,405,22,1.0,7020.441012187688,False,0.02444719439297376,0.5,267230,0.0,0.0,10,0,0,8,4,4.0,11,19,11,120.0,42.0,10,4,11,925,4.14293706137687,42.668870558962226
33,11,0,0,0,10.000000000000002,20,10.0,28.088694929357953,19,33.0,15.941348682276079,26,19.46153846153846,34.0,10,34.0,4,1.2210000000000003,42668,27,10,1.0,550.8869492935796,False,0.23759887819956738,0,1.0640000000000003,29363,316,0,0.0,3160.0000000000005,False,-0.10824519438600536,0,0.21800000000000003,43142,29,51,1.0,1627.5809357474607,False,0.0016359144078418619,26,4.780000000000001,18656.0,240,0,0.0,6741.286783045909,False,-0.49807120154218043,0,0.2,67248,0,1,0.0,34.0,False,0.00013381705721422625,0,0.44300000000000006,65224,421,22,1.0,7459.307795238229,False,0.025241672083072257,0.5,266301,0.0,0.0,7,0,0,6,4,3.2105263157894735,12,18,6,87.0,23.0,8,3,6,540,0.8314901124686003,43.500360671430826
34,6,0,0,0,10.000000000000002,20,10.0,28.088694929357953,0,,15.447771901456038,7,1.0,34.0,10,34.0,0,1.217,42598,24,20,1.0,801.773898587159,False,0.23919671890525887,0,1.064,29233,329,0,0.0,3290.0000000000005,False,-0.11011844721749907,0,0.21800000000000003,43142,19,61,1.0,1475.9992896466194,False,-9.115748739160331e-05,7,4.824000000000001,18446.0,240,0,0.0,6741.286783045909,False,-0.5028565447196484,0,0.2,67248,0,1,0.0,34.0,False,0.00013381705721422625,0,0.44300000000000006,65557,418,22,1.0,7205.168654808624,False,0.028303561428040837,0.5,266224,0.0,0.0,7,0,0,4,1,1.0,10,14,11,52.0,17.0,4,2,11,540,0.6720859771594405,44.17244664859027
35,11,0,0,0,10.0,20,10.0,29.1393146552852,19,38.73684210526316,14.895482095321476,16,8.3125,34.0,10,34.0,0,1.2170000000000003,43254,22,11,1.0,540.5324612081372,False,0.2543377685409973,0,1.064,29113,341,0,0.0,3410.0,False,-0.11184760367733941,0,0.21800000000000003,43268,9,62,1.0,1185.7737218074983,False,-0.0005266871546861572,7,4.887000000000001,17500.0,259,0,0.0,7547.082495718867,False,-0.5152324025189264,0,0.2,67248,0,1,0.0,34.0,False,0.00013381705721422625,0,0.44300000000000006,65764,424,22,1.0,7063.684408416306,False,0.03032952010539061,0.5,266147,0.0,0.0,13,0,0,8,1,1.0,10,18,8,113.0,21.0,8,3,8,1402,0.9454465210437775,45.117893169634044
36,8,0,0,0,10.0,20,10.0,27.693096809716344,37,20.91891891891892,14.360107178719202,10,4.4,34.0,7,34.0,14,1.3570000000000004,43522,21,10,1.0,486.93096809716343,False,0.2612889559943682,12,1.1840000000000002,28715,352,0,0.0,3520.0,False,-0.12173261477276003,0,0.21800000000000003,42494,36,72,1.0,2030.8792020175708,False,-0.008535238332677341,10,4.980000000000001,17210.0,259,0,0.0,7172.512073716533,False,-0.5261084669387871,0,0.2,67248,0,1,0.0,34.0,False,0.00013381705721422625,0,0.44300000000000006,65958,424,25,1.0,6938.685443776942,False,0.03228474369407154,0.5,265147,0.0,0.0,7,0,0,4,5,4.421052631578947,10,14,10,83.0,16.0,6,2,10,438,0.8093708977103233,45.92726406734437
37,10,0,0,0,10.0,20,10.0,27.05759189280385,5,3.0,15.011574082737427,5,38.0,33.99999999999999,11,34.0,0,1.3430000000000002,43423,22,19,1.0,734.0942459632731,False,0.26199738099027753,4,1.212,28529,361,0,0.0,3610.0,False,-0.12579613245338483,0,0.21800000000000003,42669,31,77,1.0,1994.6765530477012,False,-0.004959933540154741,0,4.9700000000000015,17210.0,259,0,0.0,7007.916300236197,False,-0.527983817561797,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,66142,419,24,1.0,7105.849540666982,False,0.036263303948101046,0.5,265221,0.0,0.0,10,0,0,6,1,1.0,11,17,11,107.0,11.0,8,2,11,775,0.8388191545382142,46.76608322188258
38,11,0,0,0,10.0,20,10.0,27.05759189280385,0,,16.520875308100077,26,26.0,33.99999999999999,9,34.0,0,1.3430000000000002,43323,22,29,1.0,1004.6701648913116,False,0.2630143543746407,0,1.2080000000000002,28429,371,0,0.0,3710.0,False,-0.12723709616991843,0,0.21800000000000003,43345,21,61,1.0,1575.9828235429854,False,0.005673854064613397,0,4.9700000000000015,17210.0,259,0,0.0,7007.916300236197,False,-0.527983817561797,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,65772,435,25,1.0,8036.580759023534,False,0.037681253412509816,0.5,265327,0.0,0.0,6,0,0,13,0,0.0,7,20,12,115.0,0.0,11,0,12,1182,1.1058106636628509,47.87189388554543
39,12,0,0,0,10.0,20,10.0,28.308607122083934,30,35.6,18.082837684743673,35,25.685714285714287,33.99999999999999,8,34.0,1,1.3530000000000002,44246,24,10,1.0,523.0860712208394,False,0.2826750925274624,0,1.208,28349,379,0,0.0,3790.0,False,-0.12838986714314535,0,0.21800000000000003,43753,27,47,1.0,1614.2257634792188,False,0.01540681983728943,11,5.080000000000001,16257.0,273,0,0.0,7728.249744328914,False,-0.5414929160476607,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,65145,460,27,1.0,9236.10533498209,False,0.03727626780496983,0.5,264998,0.0,0.0,9,0,0,6,3,2.071428571428571,12,18,16,89.0,31.0,8,4,16,1840,1.0243875700980425,48.896281455643475
40,16,0,0,0,9.999999999999998,20,10.0,27.115133942513904,9,2.6666666666666665,18.082837684743673,0,,33.99999999999999,10,34.0,0,1.3520000000000003,44157,24,19,1.0,755.187544907764,False,0.283454675133401,8,1.288,28047,389,0,0.0,3889.999999999999,False,-0.13565232427447477,0,0.21800000000000003,43729,26,57,1.0,1735.7152305357508,False,0.016244134884419663,0,5.069000000000001,16257.0,273,0,0.0,7402.431566306295,False,-0.5452051822269358,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,65485,450,27,1.0,9055.276958134653,False,0.04098724989692121,0.5,264923,0.0,0.0,7,0,0,8,2,2.0,14,22,13,146.0,23.0,12,4,13,551,1.0451629590243101,49.941444414667785
41,13,0,0,0,9.999999999999998,20,10.0,27.346088965270308,11,31.0,17.92522697824147,25,16.76,33.99999999999999,11,34.0,0,1.3520000000000003,44378,26,18,1.0,752.2296013748655,False,0.28978111186741506,0,1.2800000000000002,27967,397,0,0.0,3969.999999999999,False,-0.13680509524770165,0,0.21800000000000003,43752,27,53,1.0,1688.3814319090961,False,0.016228938017376533,11,5.179000000000001,15935.0,273,0,0.0,7465.482287518794,False,-0.5518243290547945,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,65440,465,26,1.0,9219.230544882283,False,0.041537041638532425,0.5,264720,0.0,0.0,9,0,0,8,2,2.0,12,20,12,131.0,6.0,11,2,12,1279,0.976252842694521,50.917697257362306
42,12,0,0,0,9.999999999999998,20,10.0,29.175063338453597,31,39.0,17.048413835010546,12,3.25,33.99999999999999,6,34.0,12,1.4720000000000002,45140,26,10,1.0,551.7506333845358,False,0.30885256971936564,1,1.2899999999999998,27847,407,0,0.0,4069.999999999999,False,-0.13882244445084874,0,0.21800000000000003,43752,17,63,1.0,1570.0261483593756,False,0.014880436472967124,12,5.288000000000001,14332.0,304,0,0.0,8869.219254889893,False,-0.5723587269290642,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,65605,467,30,1.0,8981.609260949925,False,0.0422238109681658,0.5,263924,0.0,0.0,7,0,0,6,6,5.555555555555555,10,16,11,83.0,15.0,7,5,11,936,0.7912084385752678,51.708905695937574
43,11,0,0,0,9.999999999999998,13,10.0,28.960365607051617,21,27.142857142857142,16.233677413805946,14,5.714285714285714,33.99999999999999,10,34.0,6,1.5200000000000002,45470,16,10,1.0,449.6036560705162,False,0.31689102936785657,5,1.339,27682,420,0,0.0,4199.999999999999,False,-0.14170437188391596,0,0.21800000000000003,43328,23,69,1.0,1786.2121505147975,False,0.007681753606266466,10,5.376000000000001,13919.0,309,0,0.0,8948.75297257895,False,-0.5808637205749367,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,65865,471,30,1.0,8666.0620619026,False,0.043743770532759914,0.5,263512,0.0,0.0,6,0,0,5,5,4.375,6,11,11,55.0,25.0,6,5,11,526,0.7936236253008246,52.5025293212384
44,11,0,0,0,9.999999999999998,11,10.0,29.537048217008415,9,41.0,16.233677413805946,0,,33.99999999999999,10,34.0,0,1.5140000000000002,45839,6,11,1.0,384.90753038709255,False,0.3265930938987736,0,1.3340000000000003,27572,431,0,0.0,4309.999999999999,False,-0.14328943197210295,0,0.21800000000000003,43328,13,79,1.0,1666.4421425117791,False,0.006317133152308087,0,5.3660000000000005,13550.0,318,0,0.0,9392.781333008676,False,-0.5842131376696669,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,66205,461,30,1.0,8503.72528776454,False,0.04759222439458589,0.5,263742,0.0,0.0,6,0,0,5,0,0.0,6,11,10,78.0,12.0,7,4,10,819,0.6401541251689196,53.14268344640732
45,10,0,0,0,9.999999999999998,20,10.0,29.074480356662022,3,3.0,15.929238677410696,9,10.0,33.99999999999999,0,,0,1.5140000000000002,45749,5,21,1.0,660.5640874899025,False,0.32797147017911027,3,1.3639999999999999,27396,442,0,0.0,4419.999999999999,False,-0.1467765641661143,0,0.21800000000000003,43319,6,89,1.0,1592.1491244295241,False,0.0052655765703846225,9,5.456,13361.0,318,0,0.0,9245.684753418524,False,-0.5901959170378894,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,66115,460,40,1.0,8687.44979160892,False,0.04761991340258811,0.5,263188,0.0,0.0,4,0,0,4,2,2.0,7,11,12,96.0,12.0,6,4,12,200,0.7499983049929142,53.89268175140023
46,12,0,0,0,10.0,20,10.0,28.6284814862079,24,25.75,15.929662765287553,1,16.0,33.99999999999999,0,,0,1.5140000000000002,46259,4,16,1.0,498.0557037793264,False,0.34032761324215877,9,1.451,27079,453,0,0.0,4530.0,False,-0.15432721404075045,0,0.21800000000000003,43301,5,99,1.0,1720.1790211945072,False,0.006314135233735581,1,5.457000000000002,12746.0,333,0,0.0,9533.28433490723,False,-0.6009333204025701,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,66099,451,50,1.0,8884.277907144686,False,0.04884529192298595,0.5,262732,0.0,0.0,6,0,0,3,2,2.0,5,8,16,91.0,25.0,8,4,16,800,0.9347404986619949,54.82742225006223
47,16,0,0,0,9.999999999999998,20,10.0,28.184076013865408,3,4.333333333333333,15.929662765287553,0,,33.99999999999999,0,,0,1.5140000000000002,46140,7,25,1.0,774.6019003466351,False,0.3408830499487973,2,1.4620000000000002,26961,460,0,0.0,4599.999999999999,False,-0.15671921381019627,0,0.21800000000000003,43288,0,107,0.8,1704.473915885768,False,0.005838960850033841,0,5.456,12746.0,333,0,0.0,9385.29731261718,False,-0.6026194363251165,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,66099,441,60,1.0,9064.98127949181,False,0.05018869156277355,0.4666666666666666,262482,0.0,0.0,6,0,0,7,1,1.0,6,13,13,132.0,9.0,13,3,13,211,1.1041831774637103,55.93160542752594
48,13,0,0,0,10.0,20,10.0,27.642582014502242,3,1.0,16.544786394603438,14,23.142857142857142,33.99999999999999,0,,0,1.5140000000000002,46040,7,35,1.0,1037.4903705075785,False,0.34178924998569965,3,1.4900000000000002,26789,470,0,0.0,4700.0,False,-0.1602351652785383,0,0.21800000000000003,43545,0,100,0.3,1654.4786394603439,False,0.01112567951258253,4,5.496000000000001,12686.0,333,0,0.0,9204.979810829247,False,-0.6060411561066762,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,65775,445,70,1.0,9742.42994559853,False,0.05040762122040064,0.3833333333333333,262083,0.0,0.0,5,0,0,6,2,2.0,3,9,16,91.0,22.0,9,4,16,460,0.8925207769498229,56.82412620447576
49,16,0,0,0,9.999999999999998,20,10.0,27.744029634634977,42,28.071428571428573,18.469166056888803,27,29.0,33.99999999999999,0,,7,1.5840000000000003,46964,5,10,1.0,327.4402963463498,False,0.3581866955293575,0,1.487,26669,482,0,0.0,4819.999999999999,False,-0.16196432173837863,0,0.21800000000000003,44094,0,88,0.6,1625.2866130062146,False,0.023303329379799214,9,5.582000000000001,11454.0,369,0,0.0,10237.546935180306,False,-0.6223504359768902,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,64992,462,80,1.0,11252.754718282627,False,0.04999371593822587,0.43333333333333335,261421,0.0,0.0,7,0,0,8,3,2.1944444444444446,5,13,16,159.0,23.0,13,3,16,1091,1.1470294883474708,57.97115569282323
50,16,0,0,0,9.999999999999998,20,10.0,27.4078990490193,14,23.571428571428573,18.53079022777082,10,19.5,33.99999999999999,0,,1,1.5870000000000004,47170,4,10,1.0,314.078990490193,False,0.3639309344720336,3,1.5170000000000001,26493,493,0,0.0,4929.999999999999,False,-0.16545145393238997,0,0.21800000000000003,43954,4,93,1.0,1832.9950873787634,False,0.02247966328706089,5,5.623000000000001,11299.0,369,0,0.0,10113.51474908812,False,-0.6272956573114561,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,64797,462,90,1.0,11621.225085230119,False,0.04983365859722633,0.5,260961,0.0,0.0,7,0,0,5,4,4.0,5,10,14,108.0,64.0,10,6,14,700,0.9450586885213852,58.916214381344616
51,14,0,0,0,9.999999999999996,20,10.0,26.626857886875236,21,20.80952380952381,18.201188946397266,18,15.444444444444445,33.99999999999999,0,,3,1.616,47466,0,8,0.8,213.01486309500189,False,0.37100514226771664,8,1.5940000000000003,26141,509,0,0.0,5089.999999999998,False,-0.17329029655033287,0,0.21800000000000003,43834,8,98,1.0,1996.7313798419339,False,0.021610739447656714,13,5.748000000000001,10782.0,376,0,0.0,10011.698565465089,False,-0.6402367768951658,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,64519,470,100,1.0,11954.558804806715,False,0.048178294909054425,0.4666666666666666,259990,0.0,0.0,7,0,0,6,7,6.222222222222222,3,9,8,97.0,36.0,9,5,8,513,0.9419317301362753,59.85814611148089
52,8,0,0,0,9.999999999999996,20,10.0,28.197871779052278,21,40.142857142857146,17.75926825197773,4,1.0,33.99999999999999,0,,13,1.7430000000000003,47861,0,9,0.9,253.7808460114705,False,0.38297617865084693,0,1.586,26031,520,0,0.0,5199.999999999998,False,-0.17487535663851983,0,0.21800000000000003,43834,0,106,0.8,1882.4824347096394,False,0.02030902418546217,4,5.775,9819.0,397,0,0.0,11194.555096283755,False,-0.6487039114907055,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,64515,464,110,1.0,11980.300468917667,False,0.048310191424688315,0.45,259308,0.0,0.0,5,0,0,3,3,2.5555555555555554,4,7,6,106.0,16.0,7,1,6,200,0.698944054543972,60.557090166024864
53,6,0,0,0,9.999999999999996,20,10.0,29.163917718456588,30,34.4,17.62975025453857,5,14.0,33.99999999999999,0,,21,1.9400000000000004,48118,3,10,1.0,321.6391771845659,False,0.3913605460846792,0,1.586,25961,527,0,0.0,5269.999999999998,False,-0.17588403124009339,0,0.21800000000000003,43364,8,111,1.0,2190.213620001434,False,0.013105159283582121,0,5.771000000000002,9327.0,409,0,0.0,11928.042346848744,False,-0.6515581721487473,0,0.2,67248,0,1,0.0,33.99999999999999,False,0.00013381705721422625,0,0.44300000000000006,64445,459,120,1.0,12172.055366833203,False,0.04869495187665933,0.5,258463,0.0,0.0,5,0,0,0,2,1.5,4,4,9,55.0,28.0,4,2,9,270,0.5815054243430495,61.13859559036791
