index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,13,0,0,0,9.999999999999998,11,10.0,8.732703560808563,16,2.8125,24.070941777633184,10,23.0,36.0,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,16,1.2600000000000002,7291,132,0,0.0,1319.9999999999998,False,-0.2532870022539444,0,0.263,17901,0,25,0.6,601.7735444408296,False,0.07354094793396732,10,2.5860000000000007,9784,80,0,0.0,698.616284864685,False,-0.40234101194736993,0,0.24500000000000002,25691,2,13,1.0,516.1418835552664,False,0.05424030802704292,9,0.9200000000000002,17970,216,0,0.0,5199.323423968768,False,-0.16431048541543905,0.26666666666666666,89531,0.0,0.0,8,0,0,5,7,7.0,19,24,7,121.0,15.0,8,5,7,506,0.5176971890032291,8.876503532752395
11,7,0,0,0,10.0,8,10.0,8.732703560808563,0,,24.20987067860011,18,25.666666666666668,35.99999999999999,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.2440000000000002,7211,140,0,0.0,1400.0,False,-0.2570435762584523,0,0.263,17926,0,24,0.0,581.0368962864027,False,0.07440391908836336,17,2.7460000000000004,9556,80,0,0.0,698.616284864685,False,-0.41578837260794205,0,0.24500000000000002,26051,0,5,0.2,179.99999999999997,False,0.062037864629885434,10,1.0110000000000003,17373,234,0,0.0,5665.1097387924265,False,-0.17910315798341547,0.03333333333333333,89011,0.0,0.0,7,0,0,6,8,8.0,14,20,7,71.0,3.0,6,1,7,465,0.38399074878543615,9.26049428153783
12,7,0,0,0,9.999999999999998,9,10.0,8.732703560808563,0,,24.082343458042153,21,22.952380952380953,36.0,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.2440000000000002,7121,149,0,0.0,1489.9999999999998,False,-0.26126972201352366,0,0.263,17926,0,24,0.0,577.9762429930117,False,0.0743136609552643,21,2.9390000000000005,9211,80,0,0.0,698.616284864685,False,-0.43613635255486033,2,0.265,26173,0,3,0.3,108.0,False,0.06553181116437799,13,1.1310000000000002,16729,252,0,0.0,6068.750551426622,False,-0.19706771448308638,0.049999999999999996,88054,0.0,0.0,5,0,0,7,9,8.333333333333332,14,21,9,52.0,6.0,5,2,9,198,0.38144815899431705,9.641942440532148
13,9,0,0,0,10.0,12,10.0,8.552867967142152,4,4.0,23.62661551428778,35,21.2,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,4,1.2840000000000003,6945,161,0,0.0,1610.0,False,-0.27216378662659657,0,0.263,18110,0,23,0.4,543.412156828619,False,0.08414662803977059,30,3.218000000000001,8383,80,0,0.0,684.2294373713721,False,-0.48539577005687484,7,0.3330000000000001,25944,0,10,1.0,360.00000000000006,False,0.061347200780043874,10,1.2180000000000002,16131,277,0,0.0,6544.572497457715,False,-0.21169715411030882,0.2333333333333333,86407,0.0,0.0,8,0,0,8,12,11.833333333333334,13,21,8,87.0,19.0,7,2,8,392,0.41973975766450167,10.06168219819665
14,8,0,0,0,10.0,10,10.0,8.324632535894393,5,4.0,23.86573419469385,42,25.0,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,5,1.33,6771,171,0,0.0,1710.0,False,-0.283809166040571,0,0.263,18515,0,14,0.5,334.1202787257139,False,0.10186140603732567,28,3.468000000000001,7771,80,0,0.0,665.9706028715515,False,-0.5220297669456929,1,0.336,26013,1,10,1.0,383.8657341946939,False,0.06463528346052443,9,1.2980000000000003,15250,308,0,0.0,7350.6461319657055,False,-0.23111550069136055,0.25,85214,0.0,0.0,9,0,0,3,11,11.0,18,21,11,73.0,26.0,6,2,11,885,0.4276489382609725,10.489331136457622
15,11,0,0,0,10.0,8,10.0,8.324632535894393,0,,24.679016352028377,8,46.75,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.3250000000000004,6691,179,0,0.0,1790.0,False,-0.2875657400450789,0,0.263,18889,0,6,0.0,148.07409811217025,False,0.11843332639670218,0,3.440000000000001,7771,80,0,0.0,665.9706028715515,False,-0.5220297669456929,0,0.3350000000000001,26337,0,2,0.1,72.00000000000001,False,0.0714633948159584,11,1.3990000000000002,14720,316,0,0.0,7798.5691672409675,False,-0.24354901342242288,0.016666666666666666,85302,0.0,0.0,9,0,0,13,4,4.0,12,25,12,144.0,13.0,10,1,12,778,0.4939288990572095,10.983260035514832
16,12,0,0,0,9.999999999999998,11,10.0,8.087759448996662,3,1.0,24.999857370213583,5,38.0,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,3,1.3550000000000002,6530,190,0,0.0,1899.9999999999998,False,-0.2975206611570248,0,0.263,19076,0,4,0.3,99.99942948085433,False,0.12804480771102497,0,3.440000000000001,7771,80,0,0.0,647.020755919733,False,-0.5225885946352187,5,0.385,26170,0,5,0.5,180.00000000000003,False,0.0668725115787763,13,1.5180000000000002,14513,316,0,0.0,7899.954928987492,False,-0.24989934734322963,0.13333333333333333,84954,0.0,0.0,5,0,0,8,9,8.5,16,24,14,127.0,33.0,9,3,14,300,0.5109411776065826,11.494201213121414
17,14,0,0,0,9.999999999999998,7,10.0,8.087759448996662,0,,25.083269934613853,17,26.0,36.00000000000001,7,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.3520000000000003,6460,197,0,0.0,1969.9999999999995,False,-0.3008076634109692,1,0.273,19235,0,0,0.0,0.0,False,0.13447360660572102,12,3.560000000000001,7602,80,0,0.0,647.020755919733,False,-0.5325561558266076,0,0.38000000000000006,25910,0,15,1.0,540.0000000000001,False,0.06362232875599252,7,1.5750000000000002,14264,323,0,0.0,8101.896188880274,False,-0.25591337879092646,0.16666666666666666,84365,0.0,0.0,2,0,0,11,5,4.2,17,28,11,182.0,15.0,13,1,11,70,1.0674631418660283,12.561664354987442
18,11,0,0,0,9.999999999999998,6,10.0,8.015706337243897,1,2.0,24.509743890399392,22,19.727272727272727,36.0,11,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,1,1.362,6384,203,0,0.0,2029.9999999999995,False,-0.30512772351615325,0,0.272,19233,0,1,0.1,24.509743890399392,False,0.13507843538455905,22,3.768000000000001,7158,80,0,0.0,641.2565069795118,False,-0.5589131080218369,0,0.38000000000000006,25840,0,20,0.5,720.0,False,0.06443487446168847,11,1.6780000000000004,13748,340,0,0.0,8333.312922735793,False,-0.2721761411648697,0.09999999999999999,83257,0.0,0.0,2,0,0,12,8,8.0,12,24,9,103.0,22.0,8,3,9,60,0.4815381318330765,13.043202486820519
19,9,0,0,0,10.0,11,10.0,7.648886399543675,6,3.0,24.878651690579456,10,31.7,36.0,7,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,6,1.4210000000000003,6178,214,0,0.0,2140.0,False,-0.31930879038317056,4,0.31200000000000006,19331,0,6,0.6,149.27191014347673,False,0.1445376558579616,5,3.7960000000000007,7073,80,0,0.0,611.910911963494,False,-0.5647917749347244,0,0.38000000000000006,25731,0,26,0.6,936.0,False,0.06439424717640367,7,1.7370000000000003,13461,344,0,0.0,8558.256181559333,False,-0.2792667550670485,0.19999999999999998,82668,0.0,0.0,4,0,0,10,9,8.666666666666666,11,21,9,72.0,23.0,5,4,9,110,0.43618125282227993,13.479383739642799
20,9,0,0,0,9.999999999999998,11,10.0,7.4735391939517015,2,1.0,25.15057031998546,2,49.0,36.0,12,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,2,1.4350000000000003,6034,225,0,0.0,2249.9999999999995,False,-0.3276671675432006,0,0.30800000000000005,19427,0,6,0.2,150.90342191991274,False,0.15024781545030697,0,3.7910000000000013,7073,80,0,0.0,597.8831355161361,False,-0.5652054516214645,0,0.38000000000000006,25731,0,26,0.0,936.0,False,0.06439424717640367,12,1.8500000000000003,13183,346,0,0.0,8702.097330714969,False,-0.28763920267500265,0.03333333333333333,82342,0.0,0.0,5,0,0,10,5,5.0,9,19,10,78.0,23.0,5,4,10,208,0.45992840081453323,13.939312140457332
21,10,0,0,0,9.999999999999998,9,10.0,7.0999347325289985,5,2.0,26.199004088943695,8,47.125,36.00000000000001,11,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,5,1.4830000000000003,5864,234,0,0.0,2339.9999999999995,False,-0.33940646130728774,2,0.32800000000000007,19731,0,5,0.5,130.99502044471848,False,0.1675905343687619,0,3.7910000000000004,7073,80,0,0.0,567.9947786023199,False,-0.5660868540665787,0,0.38000000000000006,25692,0,27,0.1,972.0000000000002,False,0.06354107418542293,11,1.9480000000000004,12700,353,0,0.0,9248.248443397124,False,-0.296167862935786,0.09999999999999999,81954,0.0,0.0,5,0,0,11,6,5.5,12,23,7,96.0,24.0,8,2,7,326,0.44743394013494253,14.386746080592275
22,7,0,0,0,10.0,10,10.0,7.126435371412163,2,8.0,26.368851510625984,1,52.0,36.0,10,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,2,1.4980000000000002,5744,244,0,0.0,2440.0,False,-0.34598046581517655,0,0.32600000000000007,19767,0,6,0.2,158.2131090637559,False,0.1705164585391848,0,3.7910000000000013,7073,80,0,0.0,570.114829712973,False,-0.5660243341281931,0,0.38000000000000006,25692,0,27,0.0,972.0,False,0.06354107418542293,10,2.0370000000000004,12521,354,0,0.0,9334.573434761598,False,-0.3016865719760788,0.03333333333333333,81691,0.0,0.0,5,0,0,9,5,5.0,12,21,9,61.0,11.0,5,2,9,152,0.38073190581053495,14.76747798640281
23,9,0,0,0,10.0,12,10.0,7.027836643866145,1,1.0,26.731124030925628,28,28.5,36.0,17,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,1,1.5060000000000004,5607,256,0,0.0,2560.0,False,-0.35321187077385424,1,0.336,20085,0,1,0.1,26.731124030925628,False,0.18539460701949065,21,4.001000000000001,6670,80,0,0.0,562.2269315092916,False,-0.5900257466378858,0,0.38000000000000006,25774,0,29,0.7,1044.0,False,0.06833509384902901,12,2.1470000000000002,11637,375,0,0.0,10024.171511597111,False,-0.32359284326811755,0.13333333333333333,80667,0.0,0.0,8,0,0,8,11,11.0,12,20,10,91.0,32.0,6,3,10,607,0.48646067921072245,15.253938665613532
24,10,0,0,0,10.0,8,10.0,6.533115277745451,5,1.0,26.721792788344366,13,26.615384615384617,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,5,1.5550000000000002,5442,264,0,0.0,2640.0,False,-0.3649511645379414,4,0.37500000000000006,20183,0,5,0.5,133.60896394172184,False,0.19432642182075255,8,4.0600000000000005,6534,80,0,0.0,522.649222219636,False,-0.5992141190734404,0,0.38000000000000006,25800,0,33,1.0,1188.0000000000002,False,0.07231656780693914,14,2.275000000000001,11250,378,0,0.0,10100.83767399417,False,-0.3377582336476361,0.25,80103,0.0,0.0,5,0,0,9,10,9.666666666666666,13,22,10,103.0,26.0,7,3,10,296,0.47206372674554586,15.726002392359078
25,10,0,0,0,10.000000000000002,11,10.0,6.154278374163877,5,2.0,26.1289619130404,8,15.375,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,5,1.6000000000000003,5252,275,0,0.0,2750.0000000000005,False,-0.3776296018031555,0,0.37100000000000005,20173,0,10,0.5,261.289619130404,False,0.1975019056069125,8,4.1320000000000014,6400,80,0,0.0,492.3422699331102,False,-0.6080111391939513,0,0.38000000000000006,26134,0,28,0.7,1008.0000000000002,False,0.08222962541642967,8,2.3410000000000006,11132,379,0,0.0,9902.876565042312,False,-0.3465735645355832,0.19999999999999998,79985,0.0,0.0,9,0,0,12,6,6.0,11,23,7,106.0,30.0,8,2,7,542,0.4572292473167181,16.183231639675796
26,7,0,0,0,10.000000000000002,9,10.0,5.737784593103985,6,2.0,26.51864621323624,16,29.875,36.00000000000001,16,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,6,1.6550000000000002,5061,284,0,0.0,2840.0000000000005,False,-0.39134109691960933,0,0.37100000000000005,20507,0,6,0.6,159.11187727941746,False,0.21418790555232717,6,4.184,6346,80,0,0.0,459.0227674483188,False,-0.6121786267340514,0,0.38000000000000006,26422,0,20,0.0,720.0000000000001,False,0.08807995449744048,8,2.4130000000000007,10561,395,0,0.0,10474.865254228316,False,-0.35815257060558386,0.09999999999999999,79791,0.0,0.0,10,0,0,6,6,6.0,15,21,9,77.0,30.0,5,2,9,724,0.42041170597076416,16.60364334564656
27,9,0,0,0,10.0,12,10.0,5.737784593103985,0,,26.59088942101183,22,27.045454545454547,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.6490000000000002,4941,296,0,0.0,2960.0,False,-0.39697595792637114,0,0.37100000000000005,20697,0,1,0.0,26.59088942101183,False,0.22148601856151623,17,4.348000000000001,6103,80,0,0.0,459.0227674483188,False,-0.6265106821749242,0,0.38000000000000006,26484,0,18,0.5,648.0000000000001,False,0.0891362639148452,13,2.535000000000001,9968,412,0,0.0,10955.446441456874,False,-0.37248219628144813,0.08333333333333333,79087,0.0,0.0,9,0,0,8,6,6.0,14,22,8,104.0,16.0,7,2,8,562,0.46347239427268505,17.067115739919245
28,8,0,0,0,10.0,10,10.0,5.737784593103985,0,,26.139878453676758,8,18.0,36.0,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.6490000000000002,4841,306,0,0.0,3060.0,False,-0.401671675432006,0,0.37100000000000005,20743,0,0,0.0,0.0,False,0.22341492185196107,7,4.401000000000001,5984,80,0,0.0,459.0227674483188,False,-0.6335292607653106,0,0.38000000000000006,26782,0,14,0.7,504.0,False,0.09831803038920939,9,2.612000000000001,9807,413,0,0.0,10795.7698013685,False,-0.38226680341739455,0.11666666666666665,79051,0.0,0.0,9,0,0,8,5,5.0,15,23,10,114.0,3.0,7,1,10,542,0.4240465173497796,17.491162257269025
29,10,0,0,0,10.0,9,10.0,5.737784593103985,0,,27.10072751346577,32,31.21875,36.0,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.6490000000000002,4751,315,0,0.0,3150.0,False,-0.4058978211870774,12,0.4910000000000001,20892,0,0,0.0,0.0,False,0.23220289000294897,20,4.594000000000001,5619,80,0,0.0,459.0227674483188,False,-0.65505683375263,0,0.38000000000000006,27108,0,8,0.5,288.0,False,0.1071747785812952,9,2.693000000000001,8765,440,0,0.0,11924.320105924939,False,-0.40167546709342367,0.08333333333333333,78029,0.0,0.0,6,0,0,10,11,11.0,13,23,10,109.0,19.0,8,2,10,486,0.4661955302581191,17.957357787527144
30,10,0,0,0,9.999999999999998,15,10.0,5.593340444217608,3,3.0,27.239502771826423,12,29.0,36.0,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,3,1.6790000000000003,4556,330,0,0.0,3299.9999999999995,False,-0.41716754320060107,5,0.5290000000000001,20973,0,3,0.3,81.71850831547927,False,0.2393901064085956,7,4.644000000000001,5500,80,0,0.0,447.46723553740867,False,-0.6624161829685222,4,0.42000000000000004,27270,0,7,0.7,252.0,False,0.113025107662306,8,2.7640000000000002,8426,445,0,0.0,12121.578733462758,False,-0.4114410755370366,0.16666666666666666,77619,0.0,0.0,9,0,0,5,8,8.0,16,21,12,89.0,24.0,7,3,12,438,0.4668998783454299,18.424257665872574
31,12,0,0,0,10.0,9,10.0,5.5244703345790205,1,2.0,26.797190024656242,8,18.625,36.00000000000001,9,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,1,1.6860000000000004,4450,339,0,0.0,3390.0,False,-0.42289631855747556,0,0.524,21022,0,3,0.1,80.39157007396872,False,0.24224097817971002,7,4.707000000000002,5381,80,0,0.0,441.95762676632165,False,-0.6695972389629513,0,0.41600000000000004,27208,0,13,0.7,468.0000000000001,False,0.11489396278540667,8,2.8360000000000007,8294,446,0,0.0,11951.546750996684,False,-0.42025784612422434,0.13333333333333333,77249,0.0,0.0,6,0,0,6,4,4.0,12,18,9,136.0,29.0,10,2,9,177,0.49540887400507927,18.919666539877653
32,9,0,0,0,9.999999999999998,10,10.0,5.5244703345790205,0,,26.037528845303182,14,18.428571428571427,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.6850000000000003,4350,349,0,0.0,3489.9999999999995,False,-0.42759203606311047,3,0.5540000000000002,21024,0,0,0.0,0.0,False,0.23998820406959598,8,4.780000000000001,5293,80,0,0.0,441.95762676632165,False,-0.674787448340716,0,0.41600000000000004,27534,0,7,0.5,252.00000000000006,False,0.12375071097749249,9,2.918000000000001,7992,455,0,0.0,11847.075624612948,False,-0.4346494754080412,0.08333333333333333,77087,0.0,0.0,7,0,0,4,7,6.4,11,15,9,89.0,15.0,8,1,9,496,0.43426436465233564,19.35393090452999
