index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,9,0,0,0,9.999999999999998,8,10.0,5.5244703345790205,0,,26.163903778157213,15,27.333333333333332,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.6850000000000003,4270,357,0,0.0,3569.9999999999995,False,-0.4313486100676183,5,0.6010000000000001,21059,0,0,0.0,0.0,False,0.24205249189029784,10,4.872000000000002,5203,80,0,0.0,441.95762676632165,False,-0.6800956170225207,0,0.41600000000000004,27596,0,5,0.5,180.00000000000003,False,0.12480702039489722,13,3.0390000000000006,7574,465,0,0.0,12166.215256843105,False,-0.44514879221493653,0.08333333333333333,76596,0.0,0.0,6,0,0,4,6,6.0,11,15,5,126.0,3.0,8,1,5,332,0.44031397718936205,19.79424488171935
34,5,0,0,0,9.999999999999998,11,10.0,5.289634361895924,7,3.7142857142857144,26.163903778157213,0,,36.00000000000001,12,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,7,1.7550000000000006,4050,368,0,0.0,3679.9999999999995,False,-0.4468444778362134,0,0.5960000000000001,21033,0,7,0.7,183.14732644710048,False,0.24592000372890294,0,4.862000000000002,5203,80,0,0.0,423.17074895167394,False,-0.6806496387805463,2,0.43600000000000005,27760,0,0,0.0,0.0,False,0.1278134395059722,5,3.076000000000001,7527,465,0,0.0,12166.215256843105,False,-0.447058274623322,0.11666666666666665,76467,0.0,0.0,5,0,0,2,6,5.2,3,5,4,75.0,0.0,5,0,4,146,0.33894857857376337,20.133193460293114
35,4,0,0,0,9.999999999999998,8,10.0,4.963192141562099,4,1.0,26.163903778157213,0,,36.00000000000001,11,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,4,1.7880000000000005,3902,376,0,0.0,3759.9999999999995,False,-0.4569872276483847,0,0.5960000000000001,21029,0,11,0.4,287.80294155972933,False,0.24877036100146643,0,4.862000000000001,5203,80,0,0.0,397.05537132496795,False,-0.6814197767229441,0,0.43400000000000005,27760,0,0,0.0,0.0,False,0.1278134395059722,11,3.1810000000000005,7374,465,0,0.0,12166.215256843105,False,-0.45327424927189597,0.06666666666666667,76162,0.0,0.0,3,0,0,1,5,5.0,2,3,7,45.0,14.0,3,1,7,80,0.2982303397729993,20.431423800066113
36,7,0,0,0,9.999999999999998,10,10.0,4.963192141562099,0,,27.53271393756805,16,39.375,36.00000000000001,8,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.7840000000000003,3802,386,0,0.0,3859.999999999999,False,-0.46168294515401953,0,0.5960000000000001,21518,0,1,0.0,27.53271393756805,False,0.26993608711110484,6,4.922000000000001,5153,80,0,0.0,397.05537132496795,False,-0.6843687593239467,0,0.43400000000000005,27682,0,2,0.2,72.00000000000001,False,0.12610709352401073,8,3.2500000000000013,6729,479,0,0.0,13188.169976095096,False,-0.4587192253169925,0.03333333333333333,75778,0.0,0.0,7,0,0,3,5,5.0,3,6,11,81.0,10.0,6,1,11,589,0.4109611492604017,20.842384949326515
37,11,0,0,0,9.999999999999998,10,10.0,4.963192141562099,0,,27.89620715360349,5,38.0,36.00000000000001,13,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.7840000000000003,3702,396,0,0.0,3959.999999999999,False,-0.4663786626596544,4,0.6360000000000001,21584,0,0,0.0,0.0,False,0.2730168092008257,0,4.916000000000002,5153,80,0,0.0,397.05537132496795,False,-0.6843687593239467,0,0.43400000000000005,27492,0,7,0.5,252.00000000000006,False,0.122044364995531,13,3.372000000000001,6519,479,0,0.0,13362.283226576072,False,-0.4637140808772229,0.08333333333333333,75344,0.0,0.0,3,0,0,5,6,5.8,4,9,13,131.0,19.0,9,2,13,100,0.5155290318652987,21.357913981191814
38,13,0,0,0,9.999999999999998,12,10.0,5.04490051762022,3,6.333333333333333,28.09437104355678,14,29.928571428571427,36.000000000000014,10,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,3,1.8140000000000003,3545,408,0,0.0,4079.999999999999,False,-0.47548835462058603,3,0.6620000000000001,21616,0,3,0.3,84.28311313067034,False,0.27738965240727437,11,5.026000000000002,5087,80,0,0.0,403.5920414096176,False,-0.6880686510937889,0,0.43400000000000005,27492,0,7,0.0,252.0000000000001,False,0.122044364995531,10,3.4590000000000005,5971,493,0,0.0,13850.524924473493,False,-0.4760598658390856,0.049999999999999996,74605,0.0,0.0,5,0,0,6,8,8.0,7,13,9,210.0,0.0,13,0,9,120,0.5479341372847557,21.90584811847657
39,9,0,0,0,9.999999999999998,8,10.0,4.642626369929335,5,1.0,29.203689615670534,13,40.23076923076923,36.00000000000001,14,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,5,1.8610000000000002,3380,416,0,0.0,4159.999999999999,False,-0.4872276483846732,7,0.7290000000000001,21824,0,5,0.5,146.01844807835266,False,0.29147798431372307,3,5.045000000000001,5072,80,0,0.0,371.4101095943468,False,-0.6899023854439885,0,0.43400000000000005,27302,0,12,0.5,432.0000000000001,False,0.11798163646705127,14,3.5890000000000013,5404,501,0,0.0,14631.048497450938,False,-0.4832402596601337,0.16666666666666666,73876,0.0,0.0,3,0,0,3,9,8.4,4,7,9,107.0,6.0,7,2,9,80,0.4491293402388692,22.35497745871544
40,9,0,0,0,9.999999999999998,10,10.0,4.280160692194151,5,1.0,28.705192319289743,21,25.666666666666668,36.00000000000001,13,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,5,1.9060000000000006,3195,426,0,0.0,4259.999999999999,False,-0.4999060856498873,1,0.7320000000000002,22029,0,5,0.5,143.52596159644872,False,0.3034953099851503,15,5.192000000000001,4833,80,0,0.0,342.4128553755321,False,-0.7048536462584626,0,0.43400000000000005,27014,2,22,1.0,849.4103846385796,False,0.11476010369380386,13,3.705000000000001,4956,510,0,0.0,14639.64808283777,False,-0.501266594563302,0.25,72921,0.0,0.0,4,0,0,3,9,9.0,3,6,9,88.0,16.0,6,3,9,290,0.4192057140171528,22.77418317273259
41,9,0,0,0,9.999999999999996,12,10.0,4.280160692194151,0,,28.010806519975798,11,19.545454545454547,36.0,5,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,1.9010000000000002,3075,438,0,0.0,4379.999999999998,False,-0.5055409466566492,0,0.7310000000000001,22068,0,4,0.0,112.04322607990319,False,0.3048670960212299,10,5.277000000000002,4672,80,0,0.0,342.4128553755321,False,-0.7143493702336912,0,0.43400000000000005,26877,0,32,1.0,1152.0,False,0.11534086292353946,5,3.7420000000000013,4833,513,0,0.0,14369.543744747585,False,-0.5117505536534577,0.16666666666666666,72419,0.0,0.0,5,0,0,1,4,4.0,6,7,11,100.0,6.0,7,2,11,159,0.4260037215426564,23.200186894275248
42,11,0,0,0,9.999999999999996,11,10.0,4.200520795142791,3,3.0,27.355663258930715,10,18.8,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,3,1.9310000000000005,2920,449,0,0.0,4489.999999999998,False,-0.514932381667919,0,0.7310000000000001,22059,0,7,0.3,191.489642812515,False,0.3066791401596141,10,5.367000000000002,4518,80,0,0.0,336.04166361142325,False,-0.7236201219813794,0,0.43400000000000005,27189,0,27,0.6,972.0000000000002,False,0.12436012025676445,9,3.827000000000001,4615,517,0,0.0,14142.87790486718,False,-0.5252117107161132,0.15,72195,0.0,0.0,8,0,0,1,7,7.0,4,5,12,71.0,18.0,5,6,12,506,0.41606802958995104,23.6162549238652
43,12,0,0,0,9.999999999999996,6,10.0,4.128438264204529,1,1.0,27.63455492129677,9,31.555555555555557,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,1,1.9380000000000004,2843,455,0,0.0,4549.999999999998,False,-0.5193463561232157,0,0.7310000000000001,22217,0,4,0.1,110.53821968518707,False,0.31361068179549356,5,5.407000000000001,4488,80,0,0.0,330.27506113636235,False,-0.7255595676456396,0,0.43400000000000005,27360,0,22,0.3,792.0000000000001,False,0.12765093036483302,12,3.938000000000001,4265,523,0,0.0,14452.87222383821,False,-0.533134146749041,0.06666666666666667,72067,0.0,0.0,9,0,0,3,7,7.0,4,7,6,100.0,15.0,7,5,6,507,0.4009145135059953,24.017169437371194
44,6,0,0,0,9.999999999999998,10,10.0,3.716762317142234,9,1.8888888888888888,28.121461209496818,5,40.0,36.0,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,9,2.0270000000000006,2583,465,0,0.0,4649.999999999999,False,-0.5390683696468821,1,0.7410000000000001,22369,0,9,0.9,253.09315088547137,False,0.3267795090205093,0,5.402,4488,80,0,0.0,297.34098537137874,False,-0.72653078780975,0,0.43400000000000005,27412,0,20,0.5,720.0,False,0.12830096692938978,13,4.056000000000002,4053,523,0,0.0,14707.524212566836,False,-0.5365742217322086,0.2333333333333333,71799,0.0,0.0,7,0,0,0,8,7.2,0,0,4,0.0,18.0,0,6,4,352,0.1113389739766717,24.128508411347866
45,4,0,0,0,9.999999999999998,8,10.0,3.656476410543255,1,1.0,27.47223597836048,11,20.727272727272727,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,1,2.0280000000000005,2486,473,0,0.0,4729.999999999999,False,-0.5444214876033058,0,0.7400000000000002,22498,0,6,0.1,164.83341587016287,False,0.33178511990180365,7,5.472000000000001,4369,80,0,0.0,292.5181128434604,False,-0.7336915920718532,0,0.43400000000000005,27599,0,19,0.8,684.0000000000001,False,0.13516697814252052,11,4.1530000000000005,3815,526,0,0.0,14450.396124617613,False,-0.5514667237219141,0.15,71661,0.0,0.0,10,0,0,0,6,6.0,0,0,3,0.0,12.0,0,4,3,534,0.09833092242479324,24.22683933377266
46,3,0,0,0,9.999999999999998,13,10.0,3.611262637698958,3,3.0,28.222161396347758,20,32.45,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,3,2.0570000000000004,2311,486,0,0.0,4859.999999999999,False,-0.5547520661157025,0,0.7400000000000002,22788,0,3,0.3,84.66648418904327,False,0.34652511012058523,14,5.605000000000001,4285,80,0,0.0,288.90101101591665,False,-0.7387525505450925,0,0.43400000000000005,27956,0,9,0.1,324.00000000000006,False,0.14235800763792963,9,4.232000000000001,3092,545,0,0.0,15381.077961009529,False,-0.5619347127445858,0.06666666666666667,71326,0.0,0.0,11,0,0,0,6,6.0,0,0,3,0.0,9.0,0,3,3,825,0.09235466085374355,24.319193994626403
47,3,0,0,0,9.999999999999998,0,,3.611262637698958,0,,27.70356769764114,17,24.058823529411764,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,2.0540000000000003,2311,486,0,0.0,4859.999999999999,False,-0.5547520661157025,0,0.7400000000000002,22931,0,0,0.0,0.0,False,0.3524624004718372,14,5.731000000000002,4054,80,0,0.0,288.90101101591665,False,-0.7523768501617247,2,0.45400000000000007,28129,0,8,0.8,288.00000000000006,False,0.14865523685707321,9,4.3130000000000015,2705,554,0,0.0,15347.776504493191,False,-0.5783339460369467,0.13333333333333333,71024,0.0,0.0,6,0,0,0,7,6.666666666666667,0,0,2,0.0,9.0,0,3,2,431,0.08753382135182619,24.40672781597823
48,2,0,0,0,9.999999999999998,0,,3.611262637698958,0,,28.258992294087484,3,51.0,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,2.0540000000000003,2311,486,0,0.0,4859.999999999999,False,-0.5547520661157025,3,0.77,22991,0,0,0.0,0.0,False,0.3560011795930404,0,5.717000000000001,4054,80,0,0.0,288.90101101591665,False,-0.7523768501617247,0,0.45200000000000007,28345,0,2,0.0,72.00000000000001,False,0.1530429836678313,14,4.444000000000001,2319,557,0,0.0,15740.258707806728,False,-0.586043334935266,0.0,70914,0.0,0.0,2,0,0,0,6,6.0,0,0,1,0.0,6.0,0,2,1,216,0.07664088904857635,24.483368705026805
49,1,0,0,0,9.999999999999998,0,,3.611262637698958,0,,29.524206315334197,9,45.44444444444444,36.00000000000001,20,36.0,0,0.2,10894,0,0,0.0,0.0,False,0.023102930127723516,0,2.0540000000000003,2311,486,0,0.0,4859.999999999999,False,-0.5547520661157025,9,0.8570000000000002,23093,0,0,0.0,0.0,False,0.36201710409908583,0,5.717000000000001,4054,80,0,0.0,288.90101101591665,False,-0.7523768501617247,4,0.4920000000000001,28381,0,0,0.0,0.0,False,0.1530429836678313,14,4.570000000000001,1683,566,0,0.0,16710.700774479155,False,-0.5921690750288625,0.0,70416,0.0,0.0,0,0,0,0,9,8.5,0,0,0,0.0,3.0,0,1,0,0,0.07118932623416185,24.554558031260967
