index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
56,29,0,0,0,10.000000000000002,20,10.0,28.793371794706772,32,32.125,23.535274641933054,27,14.37037037037037,36.00000000000001,8,36.0,6,5.318000000000001,46397,28,10,1.0,567.9337179470679,False,0.12851364339353408,0,0.227,50282,1,62,1.0,1795.1890512718198,False,0.23726808958384896,17,7.0120000000000005,23803.0,639,0,0.0,18398.964576817627,False,-0.4816879636830554,0,0.2,55241,426,258,1.0,18338.077242163814,False,0.011575371367485513,0,0.2,92157,0,9,0.0,324.00000000000006,False,0.0014644623795886489,8,5.113000000000002,61824,1033,0,0.0,24311.938705116845,False,-0.19747494844486646,0.5,329704,0.0,0.0,19,0,0,19,8,7.6,25,44,26,227.0,78.0,20,9,26,1202,1.904790652974043,210.46074168611085
57,26,0,0,0,10.000000000000002,20,10.0,29.10956186446751,35,31.685714285714287,24.985058096264705,29,34.10344827586207,36.0,10,36.0,11,5.4220000000000015,46790,29,10,1.0,581.0956186446751,False,0.13817352373558167,0,0.227,50556,0,58,1.0,1688.3545881391155,False,0.2426006840099011,10,7.0950000000000015,22884.0,660,0,0.0,19212.310830548555,False,-0.48973418222363835,0,0.2,55708,430,249,1.0,18738.39106769094,False,0.022053233456024873,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,10,5.205000000000001,60692,1062,0,0.0,26534.131698233115,False,-0.19770170692184597,0.5,328787,0.0,0.0,21,0,0,13,10,10.0,21,34,27,160.0,65.0,12,14,27,1755,1.7381606409908272,212.19890232710168
58,27,0,0,0,10.000000000000002,20,10.0,28.813722094400447,47,27.0,24.757743810122626,32,23.40625,36.0,11,36.0,21,5.621,46976,26,10,1.0,548.1372209440045,False,0.14227169371381604,0,0.227,50867,3,52,1.0,1528.3135489088231,False,0.24818461923013196,12,7.205000000000002,22288.0,671,0,0.0,19334.0075253427,False,-0.4981388694945841,0,0.2,55372,456,239,1.0,19056.15804566591,False,0.019271575437516012,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,11,5.3050000000000015,59777,1094,0,0.0,27084.971728274155,False,-0.2046397871199223,0.5,327437,0.0,0.0,20,0,0,19,12,11.09090909090909,23,42,28,232.0,80.0,19,8,28,1178,1.9108554919948801,214.10975781909656
59,28,0,0,0,10.000000000000002,20,10.0,29.15862788394592,25,33.32,24.710312000979386,57,24.54385964912281,36.0,8,36.0,0,5.600000000000001,47069,27,13,1.0,649.0621624912969,False,0.14573990284650434,0,0.227,51407,2,44,1.0,1302.9796268936204,False,0.25851540706990955,23,7.423000000000001,20722.0,694,0,0.0,20236.087751458468,False,-0.5156495865479994,0,0.2,56515,448,215,1.0,18375.78237221834,False,0.03187993633265532,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,8,5.374000000000002,58276,1151,0,0.0,28441.569113127272,False,-0.21356434352421638,0.5,326146,0.0,0.0,20,0,0,18,10,10.0,23,41,22,185.0,47.0,15,13,22,2230,1.8892931580194272,215.99905097711599
60,22,0,0,0,10.000000000000002,20,10.0,29.207994482929642,36,29.61111111111111,24.657870943812732,23,24.130434782608695,35.99999999999999,6,36.0,9,5.690000000000001,47325,31,10,1.0,602.0799448292964,False,0.1513608116140372,0,0.227,51819,0,38,0.8,1109.9037903513265,False,0.266141711475297,8,7.480000000000001,20176.0,708,0,0.0,20679.26009391419,False,-0.520744584879665,0,0.2,56281,460,210,1.0,18613.83036034831,False,0.0300742101074891,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,6,5.426000000000001,57658,1174,0,0.0,28948.34048803615,False,-0.21751963199667967,0.4666666666666666,325416,0.0,0.0,17,0,0,14,6,5.818181818181818,25,39,22,164.0,42.0,13,9,22,1318,2.3838231379631907,218.38287411507918
61,22,0,0,0,10.000000000000002,20,10.0,29.207994482929642,0,,24.301633021107737,25,21.04,35.99999999999999,8,36.0,0,5.681,47215,32,20,1.0,904.1598896585929,False,0.15235295406332156,0,0.227,51729,0,47,0.9,1372.7757406976932,False,0.26714342730203905,10,7.572000000000001,20024.0,708,0,0.0,20679.26009391419,False,-0.5231317819647717,0,0.2,56605,450,205,1.0,18125.432286645424,False,0.03132750370365329,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,8,5.500000000000001,57039,1199,0,0.0,29137.657992308177,False,-0.22320761741566772,0.48333333333333334,324769,0.0,0.0,12,0,0,11,6,6.0,21,32,21,110.0,38.0,11,11,21,524,1.6545557180070318,220.0374298330862
62,21,0,0,0,10.000000000000002,20,10.0,29.43681549624573,23,32.391304347826086,23.339908528552755,14,7.642857142857143,35.99999999999999,8,36.0,0,5.681000000000002,47690,31,12,1.0,663.2417859549488,False,0.16092399112722042,0,0.227,51799,1,52,1.0,1540.714405804778,False,0.2708656401040105,14,7.702000000000002,19107.0,722,0,0.0,21253.380788289414,False,-0.5330251379054747,0,0.2,56353,449,215,1.0,18235.210491453174,False,0.028231828965599084,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,8,5.572000000000001,56831,1213,0,0.0,28311.30904513449,False,-0.229946037028473,0.5,323937,0.0,0.0,16,0,0,14,10,10.0,22,36,23,139.0,29.0,15,6,23,945,1.5802943449816667,221.61772417806787
63,23,0,0,0,10.0,20,10.0,29.48355720193082,28,29.964285714285715,23.043300035742828,17,19.235294117647058,35.99999999999999,13,36.0,11,5.791000000000001,48016,28,10,1.0,574.8355720193082,False,0.16773643868027688,0,0.227,51849,4,57,1.0,1720.562760510057,False,0.2742483108970151,12,7.808000000000002,18526.0,730,0,0.0,21522.9967574095,False,-0.5400326923703178,0,0.2,55975,459,220,1.0,18602.47876354967,False,0.025179265650665715,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,13,5.694000000000001,56286,1230,0,0.0,28343.259043963677,False,-0.23568483118565214,0.5,322809,0.0,0.0,15,0,0,13,15,14.571428571428571,25,38,25,160.0,55.0,14,9,25,742,1.5858115089940839,223.20353568706196
64,25,0,0,0,10.0,20,10.0,29.161290363287208,35,26.542857142857144,22.683328423040034,53,21.245283018867923,35.99999999999999,12,36.0,7,5.850000000000001,48227,27,10,1.0,561.6129036328721,False,0.17267754023489518,0,0.227,52203,5,49,1.0,1478.9032278010732,False,0.27988520763690405,31,8.106000000000002,16610.0,753,0,0.0,21958.45164355527,False,-0.566704477223036,0,0.2,56625,461,208,1.0,18161.487169467728,False,0.031924733948987226,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,12,5.801,54968,1283,0,0.0,29102.710366760366,False,-0.24586310874576728,0.5,320790,0.0,0.0,18,0,0,15,14,13.5,22,37,25,210.0,39.0,16,9,25,1718,1.687769901996944,224.8913055890589
65,25,0,0,0,10.0,20,10.0,29.422424066896003,33,31.696969696969695,22.523120541734944,29,21.20689655172414,35.99999999999999,13,36.0,7,5.913000000000001,48475,27,10,1.0,564.22424066896,False,0.17870451155166156,0,0.227,52647,5,43,1.0,1315.164234876528,False,0.2886397224087578,13,8.205000000000002,15613.0,775,0,0.0,22802.378651844403,False,-0.5757355656884049,0,0.2,56698,462,202,1.0,18142.83026833641,False,0.03292471116749958,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,13,5.919000000000001,54131,1312,0,0.0,29550.334150756247,False,-0.25251489330710186,0.5,319721,0.0,0.0,16,0,0,15,14,13.636363636363637,22,37,30,162.0,48.0,14,11,30,1319,1.9527545000310056,226.8440600890899
66,30,0,0,0,10.0,20,10.0,28.973055014798128,15,20.333333333333332,22.355780802076314,26,20.807692307692307,35.99999999999999,12,36.0,0,5.9060000000000015,48645,28,10,1.0,569.7305501479813,False,0.18288082376584053,0,0.227,52582,4,48,1.0,1430.7066407103102,False,0.2884649660426727,17,8.362000000000002,15294.0,775,0,0.0,22454.11763646855,False,-0.5834803006261009,0,0.2,56609,467,203,1.0,18068.640194732216,False,0.030944357849734032,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,12,6.026000000000002,53399,1338,0,0.0,29912.03471317811,False,-0.25849369351960144,0.5,318686,0.0,0.0,17,0,0,14,11,11.0,26,40,24,205.0,60.0,15,15,24,721,1.823941906041,228.6680019951309
67,24,0,0,0,10.000000000000002,20,10.0,28.822603783222796,39,27.76923076923077,23.64330248194163,22,37.68181818181818,35.99999999999999,9,36.0,13,6.036000000000001,48970,27,10,1.0,558.226037832228,False,0.1905986466557745,0,0.227,52827,5,42,1.0,1260.5493588953575,False,0.2923310692481005,9,8.435,14362.0,800,0,0.0,23058.083026578235,False,-0.5933748761124947,0,0.2,57008,471,200,1.0,18304.106878286264,False,0.03905978105544153,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,9,6.104000000000001,52451,1360,0,0.0,32154.89137544062,False,-0.256612365619627,0.5,317775,0.0,0.0,16,0,0,12,8,7.444444444444445,22,34,17,162.0,66.0,11,13,17,1401,1.5010419150348753,230.16904391016578
68,17,0,0,0,10.0,20,10.0,28.450973437611186,23,23.91304347826087,25.1771816718726,14,51.0,35.99999999999999,11,36.0,0,6.023000000000001,48985,25,10,1.0,534.5097343761119,False,0.19067460092319732,0,0.227,53162,7,39,1.0,1179.5879640668363,False,0.29945108139812454,0,8.426,13907.0,813,0,0.0,23130.641404777893,False,-0.5999509886075896,0,0.2,57627,471,196,1.0,18335.1360968019,False,0.04902498780332244,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,11,6.205000000000001,51572,1374,0,0.0,34593.44761715295,False,-0.25292107297821237,0.5,317410,0.0,0.0,16,0,0,12,6,6.0,20,32,15,103.0,50.0,9,8,15,1464,1.3846866969834082,231.5537306071492
69,15,0,0,0,10.0,20,10.0,28.29473334173822,33,27.0,25.10412869732475,4,21.0,35.99999999999999,11,36.0,8,6.103000000000001,49205,24,10,1.0,522.9473334173822,False,0.1958533462276971,0,0.227,53457,8,34,1.0,1042.0209336190994,False,0.30491987106997587,4,8.466,13503.0,823,0,0.0,23286.565540250554,False,-0.60507149388084,0,0.2,57096,484,206,1.0,18866.1014490502,False,0.044854973450679125,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,11,6.304,51321,1378,0,0.0,34593.489344913505,False,-0.2556436618886493,0.5,316739,0.0,0.0,12,0,0,10,9,8.88888888888889,18,28,17,122.0,24.0,10,5,17,839,1.3310168830212206,232.8847474901704
70,17,0,0,0,10.0,20,10.0,28.443829260529423,20,30.5,25.044535332181855,6,23.0,35.99999999999999,12,36.0,6,6.155000000000001,49404,27,10,1.0,554.4382926052942,False,0.2010448240372935,0,0.227,53531,5,40,1.0,1187.753170421177,False,0.3084703634766248,0,8.462000000000002,13179.0,832,0,0.0,23665.26594476048,False,-0.6071862018064134,0,0.2,56948,485,210,1.0,19054.60961111496,False,0.04401088068031153,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,12,6.413000000000001,50998,1384,0,0.0,34661.636899739686,False,-0.25877789584016925,0.5,316217,0.0,0.0,13,0,0,10,8,7.090909090909091,24,34,20,139.0,21.0,10,7,20,482,1.479489965015091,234.3642374551855
71,20,0,0,0,10.0,20,10.0,28.30140605580005,13,25.384615384615383,26.404700452352714,14,44.92857142857143,35.99999999999999,15,36.0,3,6.179000000000002,49558,28,10,1.0,563.0140605580004,False,0.20487143793736243,0,0.227,53441,4,50,1.0,1455.0703027900026,False,0.30952581050151096,1,8.472000000000001,12870.0,840,0,0.0,23773.181086872042,False,-0.6111917053784804,0,0.2,57525,480,207,1.0,19050.447900421037,False,0.05304012611641547,0,0.2,92301,0,5,0.0,179.99999999999997,False,0.002245508982035928,11,6.511000000000002,50208,1398,0,0.0,36913.771232389096,False,-0.2551322830838915,0.5,315903,0.0,0.0,17,0,0,17,7,6.6,19,36,20,114.0,39.0,12,8,20,1251,1.584200928977225,235.94843838416273
72,20,0,0,0,10.0,20,10.0,27.231536089594965,34,19.323529411764707,26.8737041545654,11,34.72727272727273,36.0,13,36.0,5,6.226000000000002,49503,27,10,1.0,542.3153608959497,False,0.20329161562789744,0,0.227,53843,5,41,1.0,1166.4929796733936,False,0.31575598911728986,4,8.511000000000003,12302.0,854,0,0.0,23255.7318205141,False,-0.6241756174476301,0,0.2,57690,490,210,1.0,18986.93055636027,False,0.05513271368052615,0,0.2,92409,0,2,0.0,72.0,False,0.0028312939338713877,10,6.600000000000001,49684,1409,0,0.0,37865.049153782646,False,-0.2556568973260942,0.5,315431,0.0,0.0,22,0,0,17,8,8.0,20,37,24,163.0,36.0,13,7,24,1280,2.192239577008877,238.1406779611716
73,24,0,0,0,10.0,20,10.0,27.483795050939147,17,31.294117647058822,26.960438959735033,6,29.5,36.0,12,36.0,7,6.291000000000001,49771,28,10,1.0,554.8379505093915,False,0.2099218898889084,0,0.227,53753,4,51,1.0,1441.6735475978965,False,0.31690648552638573,0,8.507000000000001,11978.0,863,0,0.0,23718.515128960484,False,-0.6256300541127284,0,0.2,57659,488,214,1.0,19181.6259222416,False,0.0561747202286809,0,0.2,92409,0,2,0.0,72.0,False,0.0028312939338713877,12,6.710000000000002,49323,1415,0,0.0,38149.02112802507,False,-0.2580327327517515,0.5,314893,0.0,0.0,15,0,0,13,6,5.777777777777778,22,35,18,129.0,43.0,13,11,18,585,1.480883738026023,239.62156169919763
74,18,0,0,0,10.0,20,10.0,26.194855104519192,39,18.05128205128205,27.306287772648464,8,34.375,35.99999999999999,14,36.0,0,6.2840000000000025,49761,27,10,1.0,531.948551045192,False,0.2094034636896554,0,0.227,54267,5,32,1.0,888.2353633446141,False,0.3226427579275307,3,8.537,11663.0,870,0,0.0,22789.523940931696,False,-0.6378722225988119,0,0.2,57452,510,219,1.0,19339.453125514803,False,0.05416309209174052,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,12,6.818000000000002,48861,1423,0,0.0,38856.84750047876,False,-0.25920524439990256,0.5,314485,0.0,0.0,18,0,0,11,8,8.0,21,32,22,134.0,21.0,11,7,22,1221,1.6401891770074144,241.26175087620504
75,22,0,0,0,10.0,20,10.0,25.986376678214025,33,24.363636363636363,27.999512269115385,11,37.72727272727273,35.99999999999999,10,36.0,7,6.354000000000002,49840,25,10,1.0,509.86376678214026,False,0.21104634070811248,0,0.227,54627,7,26,1.0,745.6457936335646,False,0.32962221435553685,3,8.564,10893.0,892,0,0.0,23179.84799696691,False,-0.6469001931983186,0,0.2,57740,511,221,1.0,19466.93069404187,False,0.059687235516167454,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,6.9060000000000015,48300,1434,0,0.0,40151.30059391146,False,-0.25826987007554747,0.5,313881,0.0,0.0,16,0,0,14,11,10.25,22,36,20,158.0,42.0,13,9,20,1192,1.937456129991915,243.19920700619696
76,20,0,0,0,10.0,20,10.0,25.53232145194733,14,17.071428571428573,28.81336372695261,6,49.0,35.99999999999999,11,36.0,0,6.347000000000002,49865,22,10,1.0,475.32321451947325,False,0.21123320699286205,0,0.227,54641,10,32,1.0,917.0342864623145,False,0.3320323254739793,0,8.561000000000002,10749.0,896,0,0.0,22876.960020944807,False,-0.6515402131127416,0,0.2,57939,511,225,1.0,19530.023100509425,False,0.0633080198868392,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,11,7.006,47838,1440,0,0.0,41491.243766811756,False,-0.2560138214505133,0.5,313513,0.0,0.0,17,0,0,11,7,7.0,21,32,24,100.0,70.0,9,11,24,733,1.5848471169592813,244.78405412315624
77,24,0,0,0,10.0,20,10.0,24.070045861423647,25,9.6,28.016063449157347,6,9.5,35.99999999999999,9,36.0,5,6.397000000000002,49830,19,10,1.0,430.7004586142365,False,0.2098477028721654,0,0.227,54606,13,32,1.0,900.2414675655567,False,0.33098321609531683,6,8.621,10615.0,896,0,0.0,21566.76109183559,False,-0.6639332127288208,0,0.2,57699,526,235,1.0,19244.619033660812,False,0.05729759107989884,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,9,7.085000000000002,47663,1446,0,0.0,40511.22774748152,False,-0.263227741541474,0.5,312894,0.0,0.0,15,0,0,14,7,7.0,20,34,20,181.0,68.0,14,10,20,390,1.7243637560168281,246.50841787917307
78,20,0,0,0,10.0,20,10.0,23.981926877500754,22,23.0,27.83146913541005,11,25.636363636363637,35.99999999999999,10,36.0,2,6.412000000000002,50102,18,10,1.0,419.8192687750076,False,0.21629178373957467,0,0.227,54596,14,32,1.0,907.4216600800241,False,0.3308282564980059,9,8.705,10110.0,908,0,0.0,21775.589604770685,False,-0.6702245095662943,0,0.2,57701,526,243,1.0,19377.54053747004,False,0.058372783891681324,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,7.176000000000001,47237,1457,0,0.0,40550.450530292444,False,-0.26763619212503015,0.5,312227,0.0,0.0,17,0,0,13,8,8.0,22,35,24,140.0,31.0,13,7,24,736,1.843656971002929,248.352074850176
79,24,0,0,0,10.0,20,10.0,24.17885992360105,26,26.0,27.69494394872476,15,26.533333333333335,35.99999999999999,13,36.0,3,6.440000000000001,50264,19,10,1.0,431.7885992360105,False,0.22035281759018505,0,0.227,54844,13,29,1.0,831.1869377844304,False,0.33590217500041614,10,8.796000000000001,9913.0,908,0,0.0,21954.404810629752,False,-0.6719142744127828,0,0.2,57270,542,248,1.0,19973.288177875507,False,0.05628200475771136,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,13,7.296,46621,1472,0,0.0,40766.957492522844,False,-0.2731441600900219,0.5,311393,0.0,0.0,14,0,0,15,12,11.23076923076923,20,35,18,171.0,61.0,14,10,18,783,1.7590483949752524,250.11112324515125
80,18,0,0,0,10.0,20,10.0,23.96308273904142,7,16.571428571428573,27.6354607748649,1,20.0,36.0,13,36.0,0,6.437000000000002,50184,22,15,1.0,579.4462410856213,False,0.22020362916820527,0,0.227,54840,10,37,1.0,986.6340613445325,False,0.3376844441115017,1,8.796000000000001,9836.0,910,0,0.0,21806.405292527692,False,-0.6742857624697463,0,0.2,57220,537,258,1.0,19998.124310780386,False,0.05569177132207038,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,13,7.413000000000002,46383,1473,0,0.0,40707.033721376,False,-0.27605097564991754,0.5,310944,0.0,0.0,15,0,0,12,8,8.0,17,29,18,84.0,38.0,9,9,18,316,1.4834899289999157,251.59461317415116
81,18,0,0,0,10.0,20,10.0,24.122859591032725,53,24.79245283018868,28.559988886833096,6,46.5,36.00000000000001,16,36.0,14,6.577000000000002,50308,21,10,1.0,451.2285959103273,False,0.22165150001100364,0,0.227,55522,11,23,1.0,664.8257705937526,False,0.35028195056924644,1,8.805000000000001,9038.0,934,0,0.0,22530.750858024567,False,-0.6811305352502273,0,0.2,56952,556,263,1.0,20923.587009851297,False,0.05875007467726742,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,16,7.560000000000001,45795,1479,0,0.0,42240.22356362615,False,-0.27411360125604145,0.5,310096,0.0,0.0,16,0,0,11,11,10.482758620689655,23,34,16,142.0,26.0,11,7,16,1246,1.5325935640139505,253.1272067381651
82,16,0,0,0,10.0,20,10.0,24.665461777655345,13,35.0,28.236845809469624,11,25.0,36.00000000000001,7,36.0,0,6.563000000000001,50188,23,20,1.0,723.3092355531069,False,0.22203927517893282,0,0.227,55897,9,20,1.0,583.3092355531069,False,0.35836225354228346,0,8.804000000000002,8583.0,947,0,0.0,23358.192303439613,False,-0.6817788363714634,0,0.2,57227,546,262,1.0,20865.39573268086,False,0.06261206266927001,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,7,7.6140000000000025,45437,1490,0,0.0,42072.90025610974,False,-0.27890468922963996,0.5,309813,0.0,0.0,13,0,0,9,5,5.0,20,29,18,120.0,24.0,8,8,18,930,1.6018439839826897,254.7290507221478
83,18,0,0,0,10.0,20,10.0,25.497227057626016,30,32.0,27.445193072085406,12,20.25,36.00000000000001,11,36.0,0,6.563000000000001,50108,21,30,1.0,974.9168117287805,False,0.22314658300167747,10,0.32700000000000007,56517,11,10,1.0,364.97227057626014,False,0.37071161937116226,12,8.924000000000001,7770.0,965,0,0.0,24604.824110609105,False,-0.684757871384974,0,0.2,56915,548,272,1.0,21437.57294318629,False,0.06220511789287689,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,11,7.7170000000000005,45028,1502,0,0.0,41222.67999427228,False,-0.28795300706048627,0.5,308819,0.0,0.0,14,0,0,9,9,8.833333333333334,19,28,17,69.0,56.0,8,10,17,848,1.7247597030363977,256.4538104251842
84,17,0,0,0,10.0,20,10.0,25.541155716496537,1,36.0,26.89735493246196,3,7.0,36.00000000000001,14,36.0,0,6.563000000000001,50034,22,39,1.0,1216.105072943365,False,0.22427299737632495,0,0.31700000000000006,56427,10,20,1.0,610.8231143299307,False,0.37150759234050446,3,8.942000000000002,7662.0,966,0,0.0,24672.756422135655,False,-0.6859205909715604,0,0.2,56915,538,282,1.0,21326.195866429407,False,0.061330515810700155,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,14,7.846000000000001,44758,1505,0,0.0,40480.51917335525,False,-0.2949073636783214,0.5,308277,0.0,0.0,11,0,0,10,9,9.0,24,34,21,112.0,48.0,10,7,21,236,1.6166355990571901,258.0704460242414
85,21,0,0,0,10.0,20,10.0,26.177392220361806,40,29.6,26.951763264973405,10,27.5,36.00000000000001,8,36.0,0,6.563000000000001,51068,22,14,1.0,586.4834910850652,False,0.24165941606533375,0,0.31700000000000006,56377,10,25,1.0,754.4348055090452,False,0.3720347492506836,5,8.989000000000003,6780.0,987,0,0.0,25837.086121497105,False,-0.6906295751613941,0,0.2,56733,547,287,1.0,22054.189601585276,False,0.06418882101978286,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,8,7.912000000000002,44389,1515,0,0.0,40831.921346434705,False,-0.2970042450618615,0.5,307828,0.0,0.0,17,0,0,15,5,5.0,21,36,21,138.0,42.0,12,9,21,1644,2.6053431240143254,260.6757891482557
86,21,0,0,0,10.0,20,10.0,25.979098770822493,22,23.90909090909091,28.48276138311831,7,50.285714285714285,36.00000000000001,12,36.0,3,6.593000000000001,51308,29,10,1.0,549.790987708225,False,0.24701790145906233,0,0.31700000000000006,56397,3,30,1.0,809.3729631246748,False,0.37318231552187436,0,8.984000000000002,6780.0,987,0,0.0,25641.3704868018,False,-0.6921664560582838,0,0.2,56559,559,290,1.0,22782.317013994085,False,0.06717381789764965,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,12,8.024000000000001,43849,1522,0,0.0,43350.76282510607,False,-0.2892000627814693,0.5,307374,0.0,0.0,14,0,0,14,7,6.176470588235294,22,36,17,106.0,35.0,13,8,17,602,1.520409136021044,262.19619828427676
87,17,0,0,0,10.0,20,10.0,25.48427268533973,27,21.333333333333332,27.213032136114755,9,13.666666666666666,36.00000000000001,10,36.0,0,6.590000000000002,51248,30,15,1.0,682.264090280096,False,0.24716867025601466,0,0.31700000000000006,56833,2,18,1.0,478.7169083361151,False,0.3797258178210579,9,9.074000000000002,6606.0,987,0,0.0,25152.977140430314,False,-0.6987343368426938,0,0.2,55983,576,300,1.0,22842.85070759011,False,0.05860294557811093,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,8.112000000000002,43585,1531,0,0.0,41663.15220039169,False,-0.3012173902174364,0.5,306736,0.0,0.0,14,0,0,10,7,7.0,23,33,21,142.0,36.0,10,7,21,776,1.452920392039232,263.649118676316
88,21,0,0,0,10.0,20,10.0,26.249260318163543,38,30.842105263157894,27.213032136114755,0,,36.000000000000014,10,36.0,12,6.710000000000002,51640,29,10,1.0,552.4926031816354,False,0.25507666630220754,0,0.31700000000000006,57119,3,17,1.0,476.2374254087802,False,0.3866099048157715,0,9.065000000000001,5484.0,1020,0,0.0,26774.245524526814,False,-0.7036244128239064,0,0.2,55933,571,310,1.0,23424.36760386696,False,0.06238411574660347,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,8.202000000000002,43443,1531,0,0.0,41663.15220039169,False,-0.3027577876833741,0.5,306100,0.0,0.0,14,0,0,13,7,6.318181818181818,22,35,25,129.0,74.0,11,10,25,596,1.6355998110375367,265.28471848735353
89,25,0,0,0,10.0,20,10.0,26.352434965960672,15,28.0,28.458401864198542,5,52.0,36.000000000000014,10,36.0,0,6.698000000000001,51520,31,20,1.0,837.0486993192135,False,0.2556152387201646,0,0.31700000000000006,57459,1,12,1.0,326.2292195915281,False,0.39301618783502384,0,9.065000000000001,5484.0,1020,0,0.0,26879.483665279884,False,-0.7027980174855913,0,0.2,55773,576,315,1.0,24143.39912761589,False,0.06551755946488996,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,8.292000000000002,43049,1536,0,0.0,43712.10526340896,False,-0.29591846056035237,0.5,305766,0.0,0.0,15,0,0,12,4,4.0,26,38,24,180.0,47.0,13,12,24,880,1.6125273749930784,266.8972458623466
90,24,0,0,0,10.0,20,10.0,26.00313958020108,5,10.0,31.430734198633676,32,39.75,36.000000000000014,11,36.0,0,6.698000000000002,51430,30,30,1.0,1080.0941874060322,False,0.2563773019147351,0,0.31700000000000006,57399,2,17,1.0,462.05337286341836,False,0.3932074625028819,6,9.125000000000002,5418.0,1020,0,0.0,26523.202371805102,False,-0.7066323059082726,0,0.2,56875,571,299,1.0,24245.582225686285,False,0.08362714357487702,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,11,8.392000000000001,41613,1568,0,0.0,49283.391223457606,False,-0.28127770967056315,0.5,305216,0.0,0.0,15,0,0,14,7,7.0,23,37,27,149.0,44.0,13,11,27,1402,1.8560329710016958,268.7532788333483
