index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
21,43,0,0,0,10.000000000000002,20,10.0,23.961883589428663,26,30.307692307692307,20.63293060149427,10,16.3,36.0,8,36.0,3,1.3730000000000002,43217,15,10,1.0,389.6188358942867,False,0.049481673345754734,0,0.227,44300,2,42,1.0,1026.399110756004,False,0.08336031803162093,7,3.699000000000001,46985.0,182,0,0.0,4361.062813276017,False,-0.22784333380494073,0,0.2,58827,127,153,1.0,6199.997597886064,False,-0.027421374853658063,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,8,2.0080000000000005,81672,421,0,0.0,8686.463783229088,False,-0.0669179912824943,0.5,367158,0.0,0.0,14,0,0,30,8,7.090909090909091,21,51,35,335.0,45.0,28,15,35,740,2.7483319269958884,132.61789820803097
22,35,0,0,0,10.000000000000002,20,10.0,23.961883589428663,0,,20.47707460159171,5,15.8,36.0,5,36.0,0,1.37,43117,15,20,1.0,629.2376717885733,False,0.049960566563381825,0,0.227,44200,2,52,1.0,1266.0179466502905,False,0.08383921124924802,4,3.7320000000000007,46889.0,182,0,0.0,4361.062813276017,False,-0.2293510372271134,0,0.2,58878,117,162,1.0,6120.826465421011,False,-0.027242108386435326,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,5,2.0500000000000003,81542,426,0,0.0,8723.233780278068,False,-0.06812877625033592,0.5,366783,0.0,0.0,12,0,0,18,5,5.0,23,41,30,277.0,120.0,20,15,30,251,2.7462223740294576,135.36412058206042
23,30,0,0,0,10.000000000000002,20,10.0,23.62195667983985,37,21.513513513513512,19.788415061192364,9,9.11111111111111,36.0,9,36.0,4,1.4100000000000001,43381,13,10,1.0,366.21956679839855,False,0.0531635388226569,0,0.227,44444,4,49,1.0,1197.4758773121528,False,0.08890941469010223,9,3.818000000000001,46294.0,195,0,0.0,4606.281552568771,False,-0.23677004733113896,0,0.2,58446,131,172,1.0,6498.083715584107,False,-0.031064315207512603,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,9,2.1350000000000002,81351,435,0,0.0,8607.960551618678,False,-0.07082595379014424,0.5,366073,0.0,0.0,13,0,0,19,7,6.166666666666667,21,40,31,256.0,36.0,18,12,31,564,2.2640255549922585,137.62814613705268
24,31,0,0,0,10.000000000000002,20,10.0,23.714277505259876,11,25.727272727272727,19.78671486220779,13,19.76923076923077,36.00000000000001,6,36.0,0,1.4060000000000004,43379,14,14,1.0,471.9998850736383,False,0.05439380980386371,0,0.227,44529,3,54,1.0,1310.5709852840332,False,0.09233133065736779,13,3.9390000000000005,45788.0,206,0,0.0,4885.141166083535,False,-0.24252712165216395,0,0.2,58446,121,182,1.0,6470.609683058263,False,-0.03128005839949218,0,0.2,92157,0,9,0.0,324.00000000000006,False,0.0014644623795886489,6,2.1860000000000004,81036,448,0,0.0,8864.44825826909,False,-0.07285186009356785,0.5,365335,0.0,0.0,16,0,0,18,8,8.0,25,43,27,198.0,47.0,17,14,27,483,2.9164618780487217,140.5446080151014
25,27,0,0,0,10.000000000000002,20,10.0,23.91339198831491,11,28.0,19.81652592346193,16,20.0625,36.00000000000001,11,36.0,0,1.4060000000000004,43577,15,13,1.0,460.8740958480938,False,0.05904598206029363,0,0.227,44439,2,64,1.0,1550.4570872521542,False,0.09305520472926578,11,4.0360000000000005,45474.0,206,0,0.0,4926.158749592872,False,-0.24713647268392513,0,0.2,58383,122,187,1.0,6623.124170261801,False,-0.031071850154211367,0,0.2,92157,0,9,0.0,324.00000000000006,False,0.0014644623795886489,11,2.2900000000000005,80547,464,0,0.0,9194.868028486337,False,-0.07636429299831683,0.5,364577,0.0,0.0,13,0,0,17,10,10.0,15,32,29,164.0,49.0,14,13,29,753,1.9287896490423009,142.4733976641437
26,29,0,0,0,10.000000000000002,20,10.0,24.25809040090947,37,26.243243243243242,19.03310453109165,11,9.545454545454545,36.0,9,36.0,12,1.5260000000000005,43780,14,10,1.0,382.58090400909475,False,0.06300714256024534,0,0.227,44713,3,62,1.0,1534.001604856387,False,0.0994802563139899,11,4.135000000000001,44819.0,218,0,0.0,5288.263707398264,False,-0.254579934136932,0,0.2,57796,137,197,1.0,7072.879977549652,False,-0.036759066028382054,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,9,2.3690000000000007,80320,475,0,0.0,9040.724652268533,False,-0.07966282298300928,0.5,363585,0.0,0.0,13,0,0,17,11,10.777777777777779,26,43,28,205.0,36.0,17,12,28,892,2.089190805971157,144.56258847011486
27,28,0,0,0,10.000000000000002,20,10.0,24.389372776243583,14,26.5,18.48075310287089,16,14.0,36.0,13,36.0,0,1.5140000000000002,43710,16,15,1.0,525.8405916436537,False,0.06304654407885484,0,0.227,44954,1,63,1.0,1546.5304849033457,False,0.10545788087638513,8,4.204000000000001,44274.0,227,0,0.0,5536.387620207293,False,-0.26119086881246917,0,0.2,57946,132,199,1.0,6897.06707393546,False,-0.03578387170436878,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,13,2.490000000000001,79885,491,0,0.0,9074.049773509607,False,-0.0842008929233402,0.5,362926,0.0,0.0,17,0,0,18,7,7.0,22,40,32,227.0,36.0,16,12,32,771,2.602929417975247,147.1655178880901
28,32,0,0,0,10.000000000000002,20,10.0,23.818902733313987,29,19.586206896551722,19.955676792172202,12,36.083333333333336,35.99999999999999,11,36.0,11,1.6240000000000003,43834,16,10,1.0,398.1890273331399,False,0.0645012574318039,0,0.227,44956,1,70,1.0,1677.3231913319792,False,0.1070871895483135,2,4.216,44096.0,231,0,0.0,5502.166531395531,False,-0.2642551275156225,0,0.2,57927,147,199,1.0,7472.558383439425,False,-0.03156315562766463,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,11,2.5870000000000006,79287,503,0,0.0,10037.705426462617,False,-0.08546111349874921,0.5,362257,0.0,0.0,18,0,0,20,8,7.4399999999999995,20,40,27,209.0,66.0,18,14,27,749,2.7088350350386463,149.87435292312875
29,27,0,0,0,10.000000000000002,20,10.0,23.781981740915885,27,23.48148148148148,19.37941371927277,6,7.0,35.99999999999999,12,36.0,3,1.6430000000000005,43758,20,10,1.0,437.8198174091589,False,0.06314299307880034,0,0.227,45400,0,63,0.7,1498.2648496777008,False,0.11565653148407708,6,4.274000000000001,43448.0,245,0,0.0,5826.585526524392,False,-0.2718845858800089,0,0.2,57797,150,209,1.0,7617.594728465392,False,-0.03246592175281991,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,12,2.696000000000001,79050,509,0,0.0,9864.12158310984,False,-0.08897356600326609,0.45,361610,0.0,0.0,13,0,0,16,10,9.6,22,38,27,218.0,51.0,15,12,27,784,2.284338029974606,152.15869095310336
30,27,0,0,0,10.000000000000002,20,10.0,22.221648954776747,70,17.271428571428572,21.97998962176161,36,30.75,35.99999999999999,8,36.0,42,2.0600000000000005,43340,21,10,1.0,432.21648954776754,False,0.05297010140877265,0,0.227,45487,0,54,0.9,1199.9690435579444,False,0.11415410423737386,21,4.478000000000001,42660.0,261,0,0.0,5799.850377196731,False,-0.28447025915853863,0,0.2,57646,194,204,1.0,8794.917780066058,False,-0.02559234070904422,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,8,2.764000000000001,77846,545,0,0.0,11979.094343860077,False,-0.09056292662576976,0.48333333333333334,359136,0.0,0.0,19,0,0,16,11,10.166666666666668,25,41,30,259.0,27.0,18,9,30,1147,2.3597941960324533,154.5184851491358
31,30,0,0,0,10.000000000000002,20,10.0,21.409701982333846,45,16.666666666666668,25.05375720078611,29,40.06896551724138,35.99999999999999,6,36.0,23,2.2480000000000007,43420,19,10,1.0,404.0970198233385,False,0.054564209111849886,0,0.227,45451,2,52,1.0,1133.30450308136,False,0.11247799471874008,4,4.497000000000001,42619.0,261,0,0.0,5587.932217389134,False,-0.28677828736364597,0,0.2,57971,229,189,1.0,9637.981864903026,False,-0.013867872843253653,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,6,2.8160000000000007,76620,574,0,0.0,14380.856633251226,False,-0.09083541268955994,0.5,358238,0.0,0.0,14,0,0,15,6,5.958333333333334,23,38,36,207.0,50.0,17,13,36,1593,2.3346670499886386,156.85315219912445
32,36,0,0,0,10.000000000000002,20,10.0,21.570349576300124,78,22.141025641025642,24.284659762615426,11,13.545454545454545,35.99999999999999,9,36.0,51,2.7350000000000008,42786,16,10,1.0,375.70349576300123,False,0.03889403476082431,0,0.227,45752,5,45,1.0,1020.6657309335056,False,0.11839315521495829,6,4.553000000000001,41895.0,284,0,0.0,6125.979279669235,False,-0.29392380381268957,0,0.2,56931,274,194,1.0,10621.499777853627,False,-0.02247813219218794,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,9,2.900000000000001,76356,585,0,0.0,14206.525961130024,False,-0.09464480842049589,0.5,355877,0.0,0.0,14,0,0,22,10,9.285714285714285,25,47,35,257.0,52.0,22,14,35,756,3.1913413760485128,160.04449357517296
33,35,0,0,0,10.000000000000002,20,10.0,22.17595621381943,14,36.0,23.89860730383675,8,16.75,35.99999999999999,11,36.0,0,2.6840000000000006,42646,20,20,1.0,643.5191242763887,False,0.038746756004791286,0,0.227,46196,1,41,1.0,919.2142047665966,False,0.12790057058825818,8,4.627000000000001,41259.0,298,0,0.0,6608.43495171819,False,-0.30012379696481883,0,0.2,56931,264,204,1.0,10729.768330431027,False,-0.021627940175341046,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,11,3.001000000000001,76064,593,0,0.0,14171.874131175193,False,-0.09800033557246814,0.5,355253,0.0,0.0,12,0,0,21,8,8.0,16,37,33,227.0,66.0,18,17,33,704,2.3802829239866696,162.42477649915963
34,33,0,0,0,10.000000000000002,20,10.0,21.610539018978642,52,18.346153846153847,23.666178425579673,10,20.4,35.99999999999999,10,36.0,26,2.9440000000000004,42895,16,10,1.0,376.1053901897865,False,0.04153397062963596,0,0.227,46104,5,45,1.0,1022.4742558540389,False,0.1269246253578393,9,4.7090000000000005,40948.0,308,0,0.0,6656.046017845421,False,-0.3046342561380379,0,0.2,56195,296,213,1.0,11437.615554266149,False,-0.027628543069541694,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,10,3.0900000000000007,75720,603,0,0.0,14270.705590624542,False,-0.10119594728681476,0.5,354019,0.0,0.0,16,0,0,21,9,8.1,19,40,29,229.0,57.0,19,14,29,582,2.0120710879564285,164.43684758711606
35,29,0,0,0,10.0,20,10.0,21.640518629138263,32,21.9375,23.75102193016612,6,25.666666666666668,35.99999999999999,11,36.0,20,3.1180000000000008,42995,15,10,1.0,366.4051862913826,False,0.04383422200279677,0,0.227,46066,6,53,1.0,1206.947487344328,False,0.12823579701854618,4,4.740000000000001,40808.0,310,0,0.0,6708.560775032862,False,-0.3064206117582581,0,0.2,55663,316,221,1.0,12087.379733374404,False,-0.030881380385921815,0,0.2,92157,0,9,0.0,323.99999999999994,False,0.0014644623795886489,11,3.190000000000001,75399,609,0,0.0,14464.372355471169,False,-0.1036276774957088,0.5,353088,0.0,0.0,15,0,0,16,9,8.952380952380953,22,38,29,196.0,48.0,13,16,29,622,1.8591505669755861,166.29599815409165
36,29,0,0,0,10.0,20,10.0,22.054213426941505,38,25.473684210526315,25.330187322693664,21,34.904761904761905,36.0,11,36.0,28,3.378000000000001,43035,13,10,1.0,350.54213426941504,False,0.04460947823364459,0,0.227,45946,8,63,1.0,1469.4154458973148,False,0.128507378773085,7,4.806000000000001,40548.0,318,0,0.0,7013.239869767399,False,-0.30811144543395635,0,0.2,55456,336,217,1.0,12906.866360476872,False,-0.027697247181090366,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,11,3.2890000000000006,74495,630,0,0.0,15958.018013297009,False,-0.105332714932651,0.5,351637,0.0,0.0,15,0,0,16,13,12.857142857142858,22,38,32,220.0,39.0,16,13,32,1041,2.0933616919792257,168.38935984607087
37,32,0,0,0,10.0,20,10.0,21.877808650444816,9,15.666666666666666,24.003439119412995,32,18.46875,36.0,10,36.0,0,3.350000000000001,43006,14,17,1.0,511.9227470575619,False,0.04585909279653762,0,0.227,45916,7,67,1.0,1535.8131795798026,False,0.1285847114659712,21,5.009000000000001,40038.0,318,0,0.0,6957.143150841452,False,-0.3165616261928804,0,0.2,55590,335,216,1.0,12513.80874769222,False,-0.02867927734132032,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,10,3.3780000000000006,73762,662,0,0.0,15890.276697051402,False,-0.1136516277388083,0.5,350469,0.0,0.0,14,0,0,21,9,9.0,22,43,27,216.0,54.0,19,13,27,616,2.069087602023501,170.45844744809438
38,27,0,0,0,10.0,20,10.0,21.967346419643043,8,25.25,23.740837615340105,15,21.133333333333333,36.0,16,36.0,0,3.350000000000001,42913,16,24,1.0,687.2163140714331,False,0.045729678642227004,0,0.227,46011,5,72,1.0,1631.648942214299,False,0.13203975513373994,4,5.028000000000001,39775.0,323,0,0.0,7095.452893544703,False,-0.3196060112328247,0,0.2,55838,328,215,1.0,12309.56971294104,False,-0.02638818876964302,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,16,3.5280000000000005,73131,677,0,0.0,16072.547065585251,False,-0.11950801079587976,0.5,349825,0.0,0.0,14,0,0,13,12,12.0,23,36,25,191.0,39.0,14,13,25,677,1.9913516250089742,172.44979907310335
39,25,0,0,0,10.0,20,10.0,21.788420644213588,7,14.857142857142858,22.32337617829683,19,11.31578947368421,36.0,11,36.0,0,3.350000000000001,42917,16,27,1.0,748.2873573937669,False,0.046564575817644976,0,0.227,45911,5,82,1.0,1836.6504928255142,False,0.1321002114447663,18,5.204000000000002,39227.0,323,0,0.0,7037.659868080988,False,-0.3286663117170466,0,0.2,55785,325,224,1.0,12081.672973307905,False,-0.029010153649836685,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,11,3.622000000000001,72750,696,0,0.0,15537.069820094594,False,-0.12654544270104034,0.5,348747,0.0,0.0,15,0,0,10,10,10.0,26,36,28,137.0,46.0,11,14,28,355,2.0376118650310673,174.48741093813442
40,28,0,0,0,9.999999999999998,20,10.0,22.733844038726822,89,25.39325842696629,22.04151552544417,6,15.0,36.0,7,36.0,28,3.630000000000001,43391,18,10,1.0,407.3384403872682,False,0.05390231403828433,0,0.227,46881,3,58,1.0,1348.5629542461556,False,0.14965022306595133,6,5.246000000000001,38126.0,352,0,0.0,8002.313101631841,False,-0.3383827281451177,0,0.2,54530,375,234,1.0,13682.906147476493,False,-0.03614635601058149,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,7,3.681000000000001,72583,702,0,0.0,15473.143898861807,False,-0.12870376692884988,0.5,347668,0.0,0.0,17,0,0,16,6,5.848484848484849,22,38,21,206.0,42.0,14,14,21,1866,2.720477934984956,177.20788887311937
41,21,0,0,0,9.999999999999998,20,10.0,22.670174846416852,32,22.0625,22.95078825234158,32,26.9375,36.0,11,36.0,13,3.7320000000000015,43433,23,10,1.0,456.70174846416853,False,0.05551434483819859,0,0.227,47047,0,57,0.8,1292.1999662457606,False,0.15298198919673356,20,5.440000000000001,37155.0,373,0,0.0,8455.975217713485,False,-0.3500700829416434,0,0.2,54844,376,232,1.0,13848.568616795983,False,-0.029914024650982526,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,11,3.7840000000000007,71562,734,0,0.0,16845.878577218722,False,-0.13233381835666325,0.4666666666666666,346198,0.0,0.0,15,0,0,11,11,10.09090909090909,22,33,25,115.0,66.0,9,12,25,1016,2.0969422449707054,179.30483111809008
42,25,0,0,0,9.999999999999998,20,10.0,23.42586157716075,20,34.9,23.28089591471178,10,28.4,36.0,10,36.0,9,3.8090000000000006,43790,24,10,1.0,474.2586157716074,False,0.06435704841981886,0,0.227,46990,0,65,0.9,1522.6810025154487,False,0.1543899553066053,1,5.430000000000002,36434.0,393,0,0.0,9206.363599824173,False,-0.3555010475411543,0,0.2,55120,366,233,1.0,13998.314085368678,False,-0.024403482752747018,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,10,3.873000000000001,71135,744,0,0.0,17320.986560545563,False,-0.13438890392830877,0.48333333333333334,345626,0.0,0.0,15,0,0,20,9,9.0,21,41,25,179.0,30.0,15,10,25,859,2.1477573590236716,181.45258847711375
43,25,0,0,0,9.999999999999998,20,10.0,23.370419826215606,49,23.040816326530614,23.328500810730624,15,23.8,36.0,6,36.0,39,4.19,43598,24,10,1.0,473.704198262156,False,0.05970874166882823,0,0.227,46890,0,75,1.0,1752.7814869661704,False,0.1547537953217233,12,5.549000000000001,35822.0,406,0,0.0,9488.390449443536,False,-0.36289800661627736,0,0.2,54524,392,240,1.0,14760.044766451869,False,-0.027782225068303107,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,6,3.9230000000000005,70715,759,0,0.0,17706.332115344543,False,-0.13685491996797422,0.5,343706,0.0,0.0,13,0,0,18,10,9.25,22,40,25,162.0,27.0,16,9,25,382,1.7645562880206853,183.21714476513444
44,25,0,0,0,9.999999999999998,20,10.0,24.357778018151453,38,32.31578947368421,22.68270394924512,25,18.88,36.0,10,36.0,15,4.301000000000001,43928,24,10,1.0,483.57778018151447,False,0.0678058476995227,0,0.227,47258,0,72,1.0,1753.7600173069047,False,0.16366203332898474,21,5.747000000000001,34451.0,429,0,0.0,10449.486769786974,False,-0.37688277001407994,0,0.2,54312,397,246,1.0,15249.983044720426,False,-0.027264436694356874,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,10,4.017,70100,784,0,0.0,17783.239896208175,False,-0.14310921691286901,0.5,342206,0.0,0.0,13,0,0,12,10,10.0,27,39,25,158.0,47.0,13,12,25,1216,1.756909401039593,184.97405416617403
45,25,0,0,0,10.0,20,10.0,24.471651299493676,10,28.0,25.684808212251966,39,37.61538461538461,36.0,14,36.0,0,4.286000000000001,44098,25,10,1.0,494.71651299493675,False,0.07205024190734852,0,0.227,47168,0,81,0.9,1982.2037552589877,False,0.16424759767024041,16,5.886000000000002,34177.0,429,0,0.0,10498.338407482786,False,-0.38080239342042316,0,0.2,55171,397,233,1.0,15699.805879353698,False,-0.010241343431645351,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,14,4.147,68382,823,0,0.0,21138.59715868337,False,-0.1435466178583953,0.48333333333333334,341153,0.0,0.0,13,0,0,12,12,12.0,24,36,25,188.0,43.0,14,11,25,1619,1.818193627987057,186.79224779416109
46,25,0,0,0,10.0,20,10.0,25.13587582225084,50,28.96,26.821538034481545,25,34.76,36.0,8,36.0,26,4.546000000000001,44298,23,10,1.0,481.3587582225084,False,0.07672378530427312,0,0.227,47468,2,77,1.0,1955.4624383133146,False,0.17117686979709076,12,5.990000000000001,33305.0,449,0,0.0,11286.008244190627,False,-0.38831209269085304,0,0.2,55029,417,230,1.0,16650.613965809356,False,-0.0050051515885119295,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,8,4.213000000000001,67415,848,0,0.0,22744.66425324035,False,-0.14532530453636025,0.5,339672,0.0,0.0,14,0,0,16,11,10.666666666666666,22,38,24,178.0,33.0,14,11,24,1520,1.766434377990663,188.55868217215175
47,24,0,0,0,10.0,20,10.0,25.460744113039368,20,30.4,27.152167812649278,4,42.0,36.0,11,36.0,0,4.520000000000001,44478,21,10,1.0,464.6074411303937,False,0.08087280842657318,0,0.227,47696,4,77,1.0,2000.4772967040312,False,0.17723289371091544,0,5.978000000000001,32957.0,459,0,0.0,11686.48154788507,False,-0.3906327521250368,0,0.2,54937,417,236,1.0,17025.041898922645,False,-0.0035097930133443887,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,11,4.315000000000001,67079,852,0,0.0,23133.646976377186,False,-0.146860371776137,0.5,339304,0.0,0.0,15,0,0,17,7,7.0,24,41,21,190.0,27.0,15,9,21,976,2.172804631991312,190.73148680414306
48,21,0,0,0,10.0,20,10.0,25.743140964976988,17,30.58823529411765,27.015413308081087,39,26.435897435897434,36.0,7,36.0,0,4.520000000000001,44358,23,20,1.0,744.8628192995398,False,0.0813593958576035,0,0.227,48136,2,70,1.0,1822.0198675483891,False,0.18571279907589006,25,6.228000000000002,31662.0,476,0,0.0,12253.735099329046,False,-0.40651661536813843,0,0.2,55661,407,232,1.0,16745.034260220447,False,0.005662009487698454,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,7,4.374000000000001,65974,891,0,0.0,24070.733257500247,False,-0.1537645727159797,0.5,337948,0.0,0.0,13,0,0,15,7,7.0,20,35,23,154.0,21.0,14,7,23,1444,2.5402489810367115,193.27173578517977
49,23,0,0,0,10.0,20,10.0,26.168923948316277,22,31.545454545454547,26.501228567282183,23,22.391304347826086,36.0,13,36.0,0,4.520000000000001,44520,22,21,1.0,769.5474029146418,False,0.08557412550362194,0,0.227,48468,3,67,1.0,1783.3179045371905,False,0.19327109760107813,14,6.343000000000002,30906.0,489,0,0.0,12796.60381072666,False,-0.41412683703668224,0,0.2,55732,406,233,1.0,16799.36937919316,False,0.007203754960447586,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,13,4.497000000000001,65243,914,0,0.0,24222.122910495917,False,-0.1608732377066741,0.5,337026,0.0,0.0,16,0,0,11,9,9.0,26,37,30,139.0,62.0,11,12,30,1217,2.642895015014801,195.91463080019457
50,30,0,0,0,10.0,20,10.0,26.117869597130085,49,25.836734693877553,25.991983090325952,25,22.2,36.0,13,36.0,12,4.6400000000000015,44844,27,10,1.0,531.1786959713008,False,0.09052554932879615,0,0.227,48946,0,59,0.8,1540.954306230675,False,0.20189718731089903,13,6.459000000000002,29684.0,513,0,0.0,13398.467103327734,False,-0.4285924402546783,0,0.2,55770,421,231,1.0,16999.77119425706,False,0.009374233931627694,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,13,4.614000000000001,64475,939,0,0.0,24406.47212181607,False,-0.16820450337468504,0.4666666666666666,335876,0.0,0.0,15,0,0,18,11,10.48,24,42,25,200.0,39.0,17,13,25,1504,3.3192063929745927,199.23383719316917
51,25,0,0,0,10.000000000000002,20,10.0,26.243683488809747,16,28.5,25.221435650933515,11,11.909090909090908,36.0,11,36.0,6,4.688000000000001,45048,29,10,1.0,552.4368348880976,False,0.0957142129201994,0,0.227,48866,0,67,0.8,1758.326793750253,False,0.20259067803396896,10,6.546000000000002,29279.0,517,0,0.0,13567.984363714639,False,-0.43362190910028864,0,0.2,55503,423,240,1.0,17154.222671990567,False,0.0063937828592227,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,11,4.711000000000001,64184,950,0,0.0,23960.363868386838,False,-0.1737808954461358,0.4666666666666666,335037,0.0,0.0,13,0,0,15,10,9.5,21,36,30,129.0,50.0,12,13,30,389,1.821771571005229,201.0556087641744
52,30,0,0,0,10.000000000000002,20,10.0,27.25912933760725,43,33.69767441860465,26.13209914366211,32,31.281250000000004,36.0,9,36.0,23,4.912000000000001,45393,29,10,1.0,562.5912933760726,False,0.10417733945819013,0,0.227,49116,0,67,1.0,1826.3616656196857,False,0.2094568072720861,16,6.6960000000000015,27636.0,552,0,0.0,15047.0393943592,False,-0.4478111649022411,0,0.2,56079,421,234,1.0,17591.004650749586,False,0.018869887163708216,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,9,4.790000000000001,63064,982,0,0.0,25661.721359076193,False,-0.17670245726440498,0.5,333445,0.0,0.0,14,0,0,13,12,11.75,24,37,29,168.0,61.0,12,18,29,1622,1.7867434619693086,202.8423522261437
53,29,0,0,0,10.000000000000002,20,10.0,28.184736432212354,49,33.55102040816327,25.190376696528237,13,11.307692307692308,36.0,9,36.0,24,5.129000000000001,45747,28,10,1.0,561.8473643221237,False,0.11272630683333884,0,0.227,49546,1,62,1.0,1757.4536587971659,False,0.21901914249724608,13,6.810000000000001,26092.0,586,0,0.0,16516.25554927644,False,-0.46052286252197605,0,0.2,55659,426,244,1.0,18153.14963407535,False,0.0166879967496062,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,9,4.871,62798,995,0,0.0,25064.424813045596,False,-0.18282768803129829,0.5,331999,0.0,0.0,13,0,0,17,10,9.8,22,39,34,213.0,39.0,16,13,34,992,1.87340610899264,204.71575833513634
54,34,0,0,0,10.000000000000002,20,10.0,28.429960625980573,43,30.13953488372093,24.943966336814825,11,20.818181818181817,36.0,8,36.0,17,5.275000000000001,45971,29,10,1.0,574.2996062598058,False,0.11829202956919872,0,0.227,49988,0,56,1.0,1592.077795054912,False,0.22770552151643791,5,6.8469999999999995,25038.0,617,0,0.0,17541.285706230014,False,-0.46902701532651186,0,0.2,55491,428,248,1.0,18354.12679944976,False,0.015627713469207993,0,0.2,92157,0,9,0.0,324.0,False,0.0014644623795886489,8,4.942000000000001,62468,1006,0,0.0,25093.630134835712,False,-0.18624907719975417,0.5,331113,0.0,0.0,14,0,0,22,9,8.09090909090909,22,44,27,262.0,49.0,20,14,27,876,1.9437686909805052,206.65952702611685
55,27,0,0,0,10.000000000000002,20,10.0,28.419092607914347,8,28.0,24.943966336814825,0,,36.00000000000001,11,36.0,0,5.258000000000001,46115,27,12,1.0,611.0291112949722,False,0.12221720187713016,0,0.227,49868,2,66,1.0,1895.6601121223468,False,0.22847407363861175,0,6.842000000000002,25038.0,617,0,0.0,17534.58013908315,False,-0.46907967161054803,0,0.2,55267,426,258,1.0,18542.076765869737,False,0.013585638856891808,0,0.2,92157,0,9,0.0,324.00000000000006,False,0.0014644623795886489,11,5.044000000000001,62309,1006,0,0.0,25093.630134835712,False,-0.18797388844682525,0.5,330754,0.0,0.0,12,0,0,10,5,5.0,25,35,29,160.0,42.0,13,14,29,424,1.8964240070199594,208.5559510331368
