index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
34,17,0,0,0,10.000000000000002,20,10.0,22.51286276548246,16,10.5,34.33280256298362,3,29.0,38.00000000000001,9,38.0,16,3.6990000000000007,43055,379,0,0.0,3790.0000000000005,False,-0.14543726235741444,0,0.533,58498,0,50,1.0,1125.643138274123,False,0.12282930739804304,0,0.2,62499,40,188,1.0,7355.08139246022,False,0.015008753278169666,0,0.5510000000000002,64325,65,44,1.0,2973.979392527639,False,0.009417308755848583,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,3.071000000000001,67455,397,0,0.0,13630.122617504498,False,-0.1483279478384009,0.5,383037,0.0,0.0,10,0,0,9,7,7.0,22,31,16,114.0,24.0,9,8,16,287,1.1874906662851572,79.32756600901484
35,16,0,0,0,10.0,20,10.0,23.07816345878032,11,32.81818181818182,36.20987690854269,17,49.529411764705884,38.0,7,38.0,1,3.693000000000001,42948,388,0,0.0,3880.0,False,-0.14661596958174905,0,0.533,58738,1,50,1.0,1163.908172939016,False,0.1277557811115876,0,0.2,62959,40,183,1.0,7549.534012614525,False,0.023555431244934786,0,0.5510000000000002,64346,56,52,1.0,3175.2907529359177,False,0.01128325065903802,0,0.2,87205,0,0,0.0,0.0,False,0.0,7,3.132000000000001,66532,414,0,0.0,14990.889040136673,False,-0.1511100909343691,0.5,382728,0.0,0.0,13,0,0,8,4,4.0,17,25,24,92.0,45.0,6,10,24,1392,1.2975013963878155,80.62506740540266
36,24,0,0,0,10.0,20,10.0,23.901179942619187,56,26.553571428571427,35.24011711105274,13,26.0,38.0,9,38.0,34,4.032000000000001,42468,398,0,0.0,3980.0,False,-0.15479087452471482,0,0.533,59408,1,38,1.0,918.2448378195292,False,0.1381582208918206,0,0.2,61965,70,192,1.0,8439.18508130547,False,0.015132251612821536,0,0.5510000000000002,64191,62,50,1.0,3243.8790119950268,False,0.009431876836674543,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,3.2150000000000007,66069,427,0,0.0,15047.53000641952,False,-0.15609466196651844,0.5,381306,0.0,0.0,15,0,0,14,7,7.0,18,32,17,163.0,48.0,13,11,17,1308,1.8535326458513737,82.47860005125403
37,17,0,0,0,10.0,20,10.0,24.758199772926762,43,29.0,36.56849333093699,20,44.75,38.0,12,38.0,15,4.148000000000001,42172,406,0,0.0,4060.0,False,-0.15965779467680608,0,0.533,60268,3,20,1.0,525.1639954585353,False,0.15077152086937776,0,0.2,62184,76,190,1.0,8829.636915620462,False,0.021485604739566202,0,0.5510000000000002,63620,79,52,1.0,3857.459435269938,False,0.005379455161737592,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,3.326000000000001,64989,447,0,0.0,16346.116518928833,False,-0.1610336762861714,0.5,380438,0.0,0.0,19,0,0,11,7,7.0,19,30,23,136.0,54.0,9,8,23,2075,1.29132329672575,83.76992334797978
38,23,0,0,0,10.0,20,10.0,24.094815451047992,50,21.04,36.86652232177181,33,38.03030303030303,38.0,12,38.0,30,4.433,41242,416,0,0.0,4160.0,False,-0.17638783269961977,0,0.533,60868,3,10,1.0,270.9481545104799,False,0.15976186458660152,0,0.2,61893,104,191,1.0,9547.366570367407,False,0.022526508254604585,0,0.551,64114,81,38,1.0,3352.607899762216,False,0.00908469508084776,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,3.434000000000001,63560,480,0,0.0,17695.93071445047,False,-0.16968103483486907,0.5,378882,0.0,0.0,18,0,0,13,8,8.0,20,33,27,166.0,60.0,13,10,27,2155,1.5483836848288774,85.31830703280866
39,27,0,0,0,10.0,20,10.0,23.84543309301121,33,21.939393939393938,37.42845453607979,26,40.57692307692308,37.99999999999999,7,38.0,18,4.583000000000002,40762,424,0,0.0,4240.0,False,-0.18475285171102662,5,0.5830000000000001,61133,5,10,1.0,288.45433093011206,False,0.16496629592138887,0,0.2,62423,105,188,1.0,9540.319927549177,False,0.030601551639230992,0,0.5510000000000002,63915,93,35,1.0,3527.621186412835,False,0.007374621816718625,0,0.2,87205,0,0,0.0,0.0,False,0.0,7,3.4920000000000013,62420,506,0,0.0,18938.797995256373,False,-0.17562755578661557,0.5,377858,0.0,0.0,16,0,0,11,8,8.0,21,32,26,200.0,72.0,13,14,26,1605,1.6290228012949228,86.94732983410358
40,26,0,0,0,9.999999999999998,20,10.0,22.002400664945164,43,11.0,37.6005460538459,19,39.0,37.99999999999999,11,38.0,43,4.995000000000001,39525,435,0,0.0,4349.999999999999,False,-0.20722433460076045,0,0.5780000000000001,61043,4,20,1.0,480.04801329890324,False,0.1650765020275561,0,0.2,62793,106,189,1.0,9438.757674661063,False,0.03549769682092286,0,0.5510000000000002,63813,115,35,1.0,3846.2951883533005,False,0.008254050648434841,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,3.5950000000000006,61524,525,0,0.0,19740.286678269098,False,-0.18130676751178776,0.5,375903,0.0,0.0,12,0,0,13,7,7.0,23,36,21,251.0,45.0,16,10,21,941,1.7500174678862095,88.6973473019898
41,21,0,0,0,9.999999999999998,20,10.0,21.1832516194594,27,13.0,36.62777638947277,11,22.818181818181817,37.99999999999999,11,38.0,27,5.222000000000001,38852,441,0,0.0,4409.999999999999,False,-0.21944866920152092,0,0.5780000000000001,60903,8,30,1.0,715.4975485837821,False,0.16465301852265948,0,0.2,62649,123,190,1.0,9564.817463193333,False,0.03425578593816775,0,0.5510000000000002,63857,105,43,1.0,3799.2358047905664,False,0.008568022061954145,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,3.694000000000001,61107,536,0,0.0,19632.488144757404,False,-0.18670667883288,0.5,374573,0.0,0.0,13,0,0,13,7,7.0,20,33,18,146.0,24.0,12,9,18,451,1.4048170344904065,90.1021643364802
42,18,0,0,0,9.999999999999998,20,10.0,20.489540515938206,23,12.434782608695652,34.577104965639094,39,26.666666666666668,37.99999999999999,9,38.0,1,5.205000000000001,38746,450,0,0.0,4499.999999999999,False,-0.2206083650190114,0,0.5780000000000001,61067,9,18,1.0,458.8117292868877,False,0.16533090997420993,0,0.2,62623,129,192,1.0,9281.954879958736,False,0.031687742568474,0,0.5510000000000002,64637,102,22,1.0,2850.629441869757,False,0.013256767399841753,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,3.773000000000001,59948,575,0,0.0,19881.835355242478,False,-0.19856753996191456,0.5,374226,0.0,0.0,18,0,0,14,5,5.0,17,31,16,145.0,21.0,11,7,16,1514,1.4546640757471323,91.55682841222733
43,16,0,0,0,9.999999999999998,20,10.0,19.315749416954827,71,15.0,33.80259678242591,20,27.2,37.99999999999999,9,38.0,55,5.754000000000001,36432,460,0,0.0,4599.999999999999,False,-0.26365019011406843,0,0.5780000000000001,61335,9,12,1.0,321.7889930034579,False,0.169123469515242,0,0.2,61969,181,190,1.0,9918.644033129745,False,0.026539495330606264,0,0.5510000000000002,64770,101,24,1.0,2762.153013890659,False,0.014618186247205952,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,3.854000000000002,59279,595,0,0.0,20112.545085543414,False,-0.20491631738120855,0.5,370990,0.0,0.0,12,0,0,14,10,10.0,17,31,18,125.0,15.0,11,5,18,1112,1.359703623689711,92.91653203591704
44,18,0,0,0,9.999999999999998,20,10.0,20.380960197880043,49,26.877551020408163,33.58849146284416,8,29.0,37.99999999999999,9,38.0,15,5.849000000000001,36097,471,0,0.0,4709.999999999999,False,-0.26897338403041826,22,0.798,61666,8,10,1.0,283.8096019788004,False,0.1750552243534107,0,0.2,61969,171,200,1.0,10202.84248640632,False,0.02871899817790674,0,0.5510000000000002,63685,140,26,1.0,3726.635205737154,False,0.005373134189217004,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,3.9350000000000014,58924,603,0,0.0,20253.860352095027,False,-0.20817693737689902,0.5,369546,0.0,0.0,12,0,0,15,8,7.294117647058823,16,31,14,154.0,21.0,11,7,14,432,1.3875536527484655,94.30408568866551
45,14,0,0,0,10.0,20,10.0,20.775360090289425,11,32.0,32.61929683119975,17,23.41176470588235,37.99999999999999,11,38.0,1,5.844,35961,483,0,0.0,4830.0,False,-0.2704182509505703,0,0.7760000000000002,61926,6,10,1.0,267.7536009028943,False,0.17984556654850664,0,0.2,61969,161,210,1.0,10194.885309088544,False,0.02865797500758105,0,0.5510000000000002,63731,141,19,1.0,3549.092412523604,False,0.004717111050366615,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,4.036000000000001,58356,620,0,0.0,20223.964035343844,False,-0.21486173937650455,0.5,369148,0.0,0.0,14,0,0,12,6,6.0,17,29,15,102.0,15.0,9,5,15,938,1.2269196128472686,95.53100530151278
46,15,0,0,0,10.0,20,10.0,21.814336869112548,124,24.258064516129032,31.28393082652303,23,21.956521739130434,37.99999999999999,11,38.0,104,6.883,31792,493,0,0.0,4930.0,False,-0.34872623574144485,10,0.8760000000000001,62246,6,10,1.0,278.1433686911255,False,0.18602797878983954,0,0.2,59604,258,211,1.0,12229.008316627398,False,0.007983437502894358,0,0.551,63593,148,15,1.0,3697.7808190265027,False,0.0037407652000560287,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,4.135000000000002,57690,643,0,0.0,20115.567521454308,False,-0.22312042015105613,0.5,362130,0.0,0.0,14,0,0,10,9,9.0,19,29,18,119.0,24.0,7,8,18,1055,1.010101431980729,96.5411067334935
47,18,0,0,0,10.0,20,10.0,21.937198787690914,79,22.518987341772153,30.638921948037197,26,26.53846153846154,37.99999999999999,11,38.0,59,7.369000000000002,29950,503,0,0.0,5030.0,False,-0.38279467680608364,10,0.9660000000000002,62566,6,10,1.0,279.37198787690915,False,0.1921233078695523,0,0.2,58528,306,213,1.0,13238.873203965344,False,-0.000775536028978339,3,0.5810000000000001,63475,159,10,1.0,3794.403826723227,False,0.002671890446970954,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,4.234000000000001,56831,669,0,0.0,20497.438783236885,False,-0.23078126951873806,0.5,358555,0.0,0.0,13,0,0,12,12,11.3,21,33,24,150.0,36.0,11,7,24,990,1.3491848455742002,97.8902915790677
48,24,0,0,0,10.0,20,10.0,22.76366421636551,72,27.444444444444443,30.06659222989484,23,25.782608695652176,37.99999999999999,9,38.0,40,7.710000000000002,29620,516,0,0.0,5160.0,False,-0.38783269961977185,22,1.1760000000000002,62824,3,10,1.0,257.6366421636551,False,0.19682164108520578,0,0.2,57080,352,223,1.0,14717.659871427208,False,-0.011644069822485266,13,0.7080000000000002,63023,165,10,1.0,4056.6705179992573,False,-0.002249528221730292,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,4.3130000000000015,56113,692,0,0.0,20806.08182308723,False,-0.23724510163931403,0.5,355865,0.0,0.0,11,0,0,16,11,9.819444444444445,19,35,22,182.0,45.0,14,10,22,325,1.3387570539489388,99.22904863301665
49,22,0,0,0,10.0,20,10.0,22.65190120146535,5,13.0,29.861299654075417,14,27.285714285714285,37.99999999999999,8,38.0,5,7.720000000000002,29415,529,0,0.0,5290.0,False,-0.39049429657794676,0,1.1540000000000004,62754,0,20,1.0,453.038024029307,False,0.1973482701903926,0,0.2,57247,347,225,1.0,14579.002139075445,False,-0.010146000344524057,0,0.6950000000000002,63173,155,14,1.0,3929.102881384185,False,-0.0009271535830532838,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,4.384000000000001,55627,706,0,0.0,21082.077555777243,False,-0.24123572297587728,0.5,355421,0.0,0.0,11,0,0,14,6,6.0,18,32,20,175.0,36.0,15,7,20,582,1.3652489455416799,100.59429757855833
50,20,0,0,0,10.0,20,10.0,22.62487428123696,1,12.0,29.644940079159582,34,28.558823529411764,38.0,9,38.0,1,7.725000000000001,29279,541,0,0.0,5410.0,False,-0.3919391634980989,0,1.1540000000000004,62674,0,28,0.8,633.4964798746348,False,0.19754274220413154,0,0.2,57673,337,222,1.0,14205.759330350284,False,-0.006474436866542839,7,0.7650000000000001,63461,146,10,1.0,3599.681045852192,False,0.0009638412670035436,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,4.466000000000001,54537,740,0,0.0,21937.25565857809,False,-0.24883174325681956,0.4666666666666666,354829,0.0,0.0,13,0,0,16,6,5.636363636363637,19,35,20,183.0,26.0,13,7,20,896,1.1729482132941484,101.76724579185247
51,20,0,0,0,10.000000000000002,20,10.0,22.565302736454854,2,12.0,29.092455307863595,30,25.7,38.0,10,38.0,2,7.744000000000002,29146,551,0,0.0,5510.000000000001,False,-0.3935171102661597,0,1.1540000000000001,62574,0,38,1.0,857.4815039852845,False,0.19777073672989814,0,0.2,58250,328,209,1.0,13481.742456900683,False,-0.0031769191010408027,0,0.7580000000000002,63631,137,13,1.0,3469.648393896542,False,0.0025740697099338886,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,4.557000000000001,53621,770,0,0.0,22401.190587054967,False,-0.25667570330224776,0.5,354427,0.0,0.0,13,0,0,13,7,7.0,20,33,16,171.0,32.0,13,7,16,971,2.8381424825638533,104.60538827441633
52,16,0,0,0,10.000000000000002,20,10.0,22.911257585404492,12,32.166666666666664,29.78386566317495,6,52.0,38.0,10,38.0,1,7.752000000000001,29050,559,0,0.0,5590.000000000001,False,-0.39458174904942966,0,1.1540000000000004,62828,2,37,1.0,867.7165306599662,False,0.2026969251963875,0,0.2,58562,318,213,1.0,13629.743298414893,False,0.0027435143594503734,0,0.758,63245,139,23,1.0,3869.693714624248,False,-0.0002784309746906217,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,4.647000000000001,53165,776,0,0.0,23112.27975462376,False,-0.25782764890416976,0.5,354055,0.0,0.0,12,0,0,9,6,6.0,18,27,23,96.0,52.0,7,9,23,886,1.1684812949970365,105.77386956941336
53,23,0,0,0,10.000000000000002,20,10.0,22.87497560149505,1,12.0,30.084744800351757,2,57.0,38.0,10,38.0,0,7.751,28950,569,0,0.0,5690.000000000001,False,-0.39553231939163497,0,1.1540000000000004,62740,2,46,1.0,1072.2488776687721,False,0.2029681452249883,0,0.2,58664,309,221,1.0,13717.096061739709,False,0.004977883230618323,0,0.7580000000000002,63245,129,33,1.0,3943.6684310044693,False,0.0002888771971875339,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,4.737000000000002,52919,778,0,0.0,23405.931454673668,False,-0.2589649019283661,0.5,353723,0.0,0.0,13,0,0,11,3,3.0,24,35,21,212.0,27.0,14,9,21,326,1.4580131024122238,107.23188267182559
54,21,0,0,0,10.000000000000002,20,10.0,23.18518947762228,11,30.818181818181817,29.322021935202226,13,19.76923076923077,38.0,11,38.0,1,7.761000000000001,28814,581,0,0.0,5810.000000000001,False,-0.3969771863117871,0,1.1540000000000004,62987,0,46,1.0,1066.518715970625,False,0.20760949349781962,0,0.2,58809,299,226,1.0,13559.148611164765,False,0.0059905872201966946,0,0.758,63018,130,35,1.0,4040.3453998229743,False,-0.002451414155165944,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,4.8370000000000015,52503,791,0,0.0,23193.71935074496,False,-0.2649520133550544,0.5,353336,0.0,0.0,13,0,0,12,6,6.0,19,31,23,136.0,33.0,10,11,23,784,1.2579933013767004,108.48987597320229
55,23,0,0,0,10.000000000000002,20,10.0,23.446879925200534,44,24.954545454545453,29.322021935202226,0,,38.0,12,38.0,34,8.100000000000003,28465,594,0,0.0,5940.000000000001,False,-0.4023764258555133,0,1.1540000000000001,63244,0,43,0.7,1008.215836783623,False,0.21194121517855155,0,0.2,57735,331,236,1.0,14680.914431949102,False,-0.0018795482073905455,0,0.7580000000000002,62994,122,45,1.0,4180.010337958565,False,-0.0017484406119929793,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,4.9460000000000015,52306,791,0,0.0,23193.71935074496,False,-0.2672110581345969,0.45,351949,0.0,0.0,11,0,0,12,8,8.0,19,31,24,96.0,62.0,10,13,24,527,1.3388100853189826,109.82868605852127
56,24,0,0,0,10.000000000000002,20,10.0,23.575785344994305,46,24.32608695652174,29.322021935202226,0,,38.0,10,38.0,35,8.416000000000002,27980,602,0,0.0,6020.000000000001,False,-0.4108365019011407,0,1.1540000000000004,63498,2,42,1.0,1010.1829844897608,False,0.21678881163963648,0,0.2,56990,356,246,1.0,15606.19697887772,False,-0.006210336368617745,0,0.758,62620,123,55,1.0,4512.532803870422,False,-0.004934715759145852,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,5.034000000000001,52174,791,0,0.0,23193.71935074496,False,-0.26872473280921416,0.5,350467,0.0,0.0,13,0,0,10,5,5.0,18,28,25,142.0,71.0,10,14,25,574,1.3595354771241546,111.18822153564543
57,25,0,0,0,10.000000000000002,20,10.0,23.8893609344321,23,27.73913043478261,31.63046138804573,17,53.11764705882353,38.0,10,38.0,6,8.441000000000003,27784,612,0,0.0,6120.000000000001,False,-0.41361216730038025,0,1.1540000000000004,63959,2,35,1.0,856.1276327051236,False,0.22408866571012467,0,0.2,57178,352,251,1.0,16348.300857319578,False,0.002364342904073621,0,0.7580000000000002,62697,130,53,1.0,4782.031375042597,False,-0.0016869277045108793,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,5.124000000000001,51127,808,0,0.0,25557.41280154095,False,-0.26717841407292614,0.5,349950,0.0,0.0,14,0,0,15,7,7.0,16,31,26,178.0,36.0,13,12,26,1664,1.3359797345474362,112.52420127019286
58,26,0,0,0,10.000000000000002,20,10.0,24.278457464401587,11,34.0,32.2516701543509,16,38.375,38.0,8,38.0,0,8.435000000000002,27684,622,0,0.0,6220.000000000001,False,-0.41456273764258555,0,1.1540000000000004,64233,2,34,1.0,845.467553789654,False,0.22919645963678378,0,0.2,57257,353,252,1.0,16697.716363830186,False,0.0062556854798475475,0,0.758,62858,120,56,1.0,4719.508424371841,False,0.00030298800861870565,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,5.194000000000001,50411,824,0,0.0,26575.376207185138,False,-0.26955234099429426,0.5,349648,0.0,0.0,16,0,0,14,4,4.0,20,34,24,134.0,39.0,13,13,24,1188,1.5420458056032658,114.06624707579613
59,24,0,0,0,10.000000000000002,20,10.0,24.75530902912295,15,32.93333333333333,32.58549833213198,27,34.51851851851852,38.0,10,38.0,1,8.445000000000002,27618,627,0,0.0,6270.000000000001,False,-0.41534220532319394,0,1.1540000000000001,64565,7,30,1.0,812.6592708736886,False,0.2351963809018411,0,0.2,57737,343,250,1.0,16637.44558002217,False,0.01315566106339287,0,0.7580000000000002,62816,125,51,1.0,4756.2740435791,False,-5.924994954518822e-05,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,5.286000000000001,49334,851,0,0.0,27730.25908064432,False,-0.2752808951284656,0.5,349275,0.0,0.0,16,0,0,9,7,7.0,20,29,26,128.0,45.0,9,15,26,1614,1.485504505224526,115.55175158102065
60,26,0,0,0,10.000000000000002,20,10.0,24.75530902912295,0,,36.0185429041233,28,56.25,38.0,12,38.0,0,8.444000000000003,27498,639,0,0.0,6390.000000000001,False,-0.4164828897338403,0,1.1540000000000004,64485,5,40,1.0,1040.212361164918,False,0.23583852054339272,0,0.2,57795,333,259,1.0,17572.320518865876,False,0.021214765168148488,0,0.758,64333,115,34,1.0,4071.4909970893314,False,0.01795677012400177,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,5.396,47566,879,0,0.0,31660.29921272438,False,-0.27302162024697907,0.5,348882,0.0,0.0,14,0,0,9,6,6.0,21,30,21,180.0,50.0,13,13,21,1775,1.6839197622612119,117.23567134328187
61,21,0,0,0,10.000000000000002,20,10.0,24.75530902912295,0,,37.10564589077571,11,54.27272727272727,38.00000000000001,10,38.0,0,8.444,27338,655,0,0.0,6550.000000000001,False,-0.4180038022813688,0,1.1540000000000004,64445,0,49,0.9,1213.0101424270247,False,0.23672062873029492,0,0.2,58050,323,264,1.0,17791.855331571503,False,0.026809528908643753,0,0.7580000000000002,64675,105,38,1.0,4009.321991907387,False,0.02272555900416711,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,5.484000000000002,46820,890,0,0.0,33024.024842790386,False,-0.27375709625141686,0.48333333333333334,348533,0.0,0.0,11,0,0,11,6,6.0,16,27,17,86.0,49.0,8,13,17,797,1.3864733222872019,118.62214466556907
62,17,0,0,0,10.000000000000002,20,10.0,24.75530902912295,0,,37.833516991969,6,58.0,38.00000000000001,10,38.0,0,8.444,27218,667,0,0.0,6670.000000000001,False,-0.4191444866920152,0,1.1540000000000004,64365,0,57,0.8,1411.0526146600082,False,0.2370822491887833,0,0.2,58398,313,268,1.0,17887.79427996318,False,0.03288286665206897,0,0.758,64675,95,48,1.0,4167.763173381192,False,0.023940636011696576,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,5.5740000000000025,46327,896,0,0.0,33898.83122480422,False,-0.2743946377799196,0.4666666666666666,348188,0.0,0.0,11,0,0,11,5,5.0,19,30,17,142.0,47.0,10,7,17,548,1.1461938032880425,119.76833846885711
63,17,0,0,0,10.0,20,10.0,25.19546663810487,11,35.0,37.7329051569671,9,36.0,38.00000000000001,15,38.0,0,8.444000000000003,27098,679,0,0.0,6790.0,False,-0.4202851711026616,0,1.1540000000000001,64670,0,54,0.8,1360.555198457663,False,0.2424007148142363,0,0.2,58582,303,274,1.0,17973.04240435476,False,0.03635880245064844,0,0.7580000000000002,64430,96,53,1.0,4418.608770577324,False,0.022106573595641926,0,0.2,87205,0,0,0.0,0.0,False,0.0,15,5.714000000000001,45712,905,0,0.0,34148.279167055225,False,-0.2800167469350655,0.4666666666666666,347697,0.0,0.0,13,0,0,10,8,8.0,9,19,21,119.0,78.0,9,8,21,909,1.2770930714905262,121.04543154034764
64,21,0,0,0,10.0,20,10.0,25.687910657635886,72,27.26388888888889,37.7329051569671,0,,38.00000000000001,8,38.0,31,8.754000000000001,26539,691,0,0.0,6910.0,False,-0.42977186311787074,0,1.1540000000000004,65922,0,21,0.8,539.4461238103536,False,0.2583977768423036,0,0.2,57303,343,284,1.0,19527.098420147762,False,0.028659609344978028,0,0.758,63746,108,63,1.0,5151.467375913602,False,0.017235707965839488,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,5.779000000000003,45622,905,0,0.0,34148.279167055225,False,-0.2810487978495773,0.4666666666666666,346337,0.0,0.0,15,0,0,10,7,7.0,9,19,23,125.0,93.0,9,12,23,1532,1.4777897158637643,122.5232212562114
65,23,0,0,0,10.0,20,10.0,25.402415475062735,44,23.636363636363637,38.29668088965202,6,52.166666666666664,38.0,10,38.0,33,9.053,25972,705,0,0.0,7050.0,False,-0.4392205323193916,0,1.1540000000000004,66214,0,16,0.6,406.43864760100377,False,0.2626847780190209,0,0.2,56263,377,294,1.0,20835.934815656346,False,0.022745596610757503,0,0.7580000000000002,64059,98,67,1.0,5055.314336162834,False,0.02129907616922947,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,5.871000000000001,45161,911,0,0.0,34888.27629047299,False,-0.282092332489691,0.43333333333333335,344874,0.0,0.0,13,0,0,10,8,8.0,11,21,24,199.0,97.0,13,10,24,865,1.4188196565955877,123.94204091280699
66,24,0,0,0,10.0,20,10.0,25.79076855760827,12,35.0,37.55491770803529,10,27.3,38.0,13,38.0,0,9.020000000000001,25872,715,0,0.0,7150.0,False,-0.440171102661597,0,1.1540000000000004,66534,0,14,1.0,361.0707598065158,False,0.26833717452287564,0,0.2,56320,367,303,1.0,20844.352126176927,False,0.0236844084648067,0,0.758,63855,100,68,1.0,5132.8112599072265,False,0.018764465627068575,0,0.2,87205,0,0,0.0,0.0,False,0.0,13,5.991000000000001,44661,921,0,0.0,34588.079209100506,False,-0.2895471635278911,0.5,344447,0.0,0.0,16,0,0,12,7,7.0,5,17,20,250.0,43.0,17,7,20,893,1.4844577359035611,125.42649864871055
67,20,0,0,0,10.000000000000002,20,10.0,25.933387129930576,16,28.3125,37.419735008613216,12,35.916666666666664,38.0,8,38.0,1,9.030000000000003,25776,723,0,0.0,7230.000000000001,False,-0.44123574144486694,1,1.1640000000000001,66827,2,10,1.0,279.33387129930577,False,0.27313055010740794,0,0.2,56387,364,308,1.0,20965.0312979476,False,0.025637529509705822,0,0.7580000000000002,63766,99,71,1.0,5224.206511474666,False,0.01810029841003313,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,6.058000000000002,44128,933,0,0.0,34912.61276303613,False,-0.2937984475486719,0.5,344089,0.0,0.0,16,0,0,11,6,5.142857142857142,2,13,22,137.0,42.0,13,7,22,911,1.453801365569234,126.88030001427978
68,22,0,0,0,10.0,20,10.0,25.87887801658866,1,12.0,39.45541810149989,21,52.142857142857146,38.00000000000001,8,38.0,1,9.039000000000001,25670,732,0,0.0,7320.0,False,-0.4423954372623574,0,1.1630000000000003,66717,3,20,1.0,547.5775603317733,False,0.2735891403073361,0,0.2,56615,354,314,1.0,21550.12410174335,False,0.03362161494020779,0,0.758,64621,90,64,1.0,4854.245779988973,False,0.028376988404467677,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,6.130000000000003,42929,954,0,0.0,37640.468868830896,False,-0.29190717923954534,0.5,343757,0.0,0.0,13,0,0,7,6,6.0,3,10,16,141.0,55.0,10,12,16,1295,1.2430303916335106,128.1233304059133
69,16,0,0,0,10.0,20,10.0,26.516562118017877,18,34.666666666666664,42.53819570357432,55,50.2,38.00000000000001,10,38.0,0,9.038,25570,742,0,0.0,7420.0,False,-0.4433460076045627,0,1.1630000000000003,67241,3,12,1.0,348.19874541621454,False,0.2816558816104203,0,0.2,58151,345,290,1.0,21484.29068475272,False,0.05667574683849749,0,0.7580000000000002,65222,97,53,1.0,4826.630897737173,False,0.03738328551287744,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,6.222000000000003,40022,1009,0,0.0,42921.039464906484,False,-0.2949656587070324,0.5,343411,0.0,0.0,17,0,0,5,5,5.0,3,8,17,92.0,30.0,8,8,17,3585,1.3032694226130843,129.42659982852638
