index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
70,17,0,0,0,10.0,20,10.0,26.816746506772134,11,32.90909090909091,42.53819570357432,0,,38.00000000000001,10,38.0,0,9.038,25470,752,0,0.0,7520.0,False,-0.4442965779467681,0,1.1630000000000003,67503,3,11,1.0,324.9842115744935,False,0.2864161997297955,0,0.2,58151,335,300,1.0,21745.06879084096,False,0.058675640286826085,0,0.758,64860,98,63,1.0,5307.947486988851,False,0.03552215932228635,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,6.312000000000002,39874,1009,0,0.0,42921.039464906484,False,-0.2966628090997851,0.5,343063,0.0,0.0,12,0,0,8,5,5.0,4,12,15,157.0,15.0,12,5,15,562,1.4319544015452266,130.8585542300716
71,15,0,0,0,10.0,20,10.0,26.816746506772134,0,,43.45501685567504,15,54.0,38.0,9,38.0,0,9.038000000000002,25350,764,0,0.0,7640.0,False,-0.44543726235741443,0,1.1630000000000003,67423,1,21,1.0,573.1516766422149,False,0.28725429350420356,0,0.2,58961,325,295,1.0,21534.672587125082,False,0.0694858169508658,0,0.7580000000000002,64860,88,73,1.0,5532.089923060226,False,0.0372410957626019,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,6.392000000000002,38941,1024,0,0.0,44497.93726021124,False,-0.2983204101816912,0.5,342740,0.0,0.0,11,0,0,8,4,4.0,2,10,20,129.0,30.0,10,5,20,1010,1.2078578351065516,132.06641206517816
72,20,0,0,0,10.0,20,10.0,28.19316831422087,56,33.375,43.34042234335124,1,24.0,38.0,11,38.0,1,9.048000000000004,25224,775,0,0.0,7750.0,False,-0.446787072243346,34,1.5030000000000003,67838,0,10,1.0,281.9316831422087,False,0.2923757764557244,0,0.2,57104,370,305,1.0,23650.30109098385,False,0.05722799082014669,0,0.758,64872,79,82,1.0,5781.174928978251,False,0.0393353701722312,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,6.493000000000001,38752,1025,0,0.0,44423.932901935026,False,-0.3009120296890372,0.5,340995,0.0,0.0,12,0,0,8,8,7.588235294117647,6,14,19,193.0,33.0,14,6,19,714,1.386229078285396,133.45264114346355
73,19,0,0,0,10.0,20,10.0,27.778126493387468,6,11.166666666666666,43.189351893915564,11,41.09090909090909,37.99999999999999,12,38.0,6,9.107000000000003,24998,787,0,0.0,7870.0,False,-0.4499429657794677,0,1.4690000000000003,67758,0,18,0.8,500.00627688097444,False,0.29292781632016135,0,0.2,57315,366,307,1.0,23425.925328011894,False,0.05874356060010956,0,0.7580000000000002,65046,69,89,1.0,5760.543046602221,False,0.04184593888311162,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,6.602,38104,1036,0,0.0,44744.16856209652,False,-0.30650668790725005,0.4666666666666666,340426,0.0,0.0,14,0,0,8,8,8.0,6,14,19,178.0,60.0,14,5,19,652,1.2633958226069808,134.71603696607053
74,19,0,0,0,10.0,20,10.0,28.271511468514877,21,33.476190476190474,43.30728646559358,2,52.0,37.99999999999999,11,38.0,0,9.101,24878,799,0,0.0,7990.0,False,-0.4510836501901141,3,1.4990000000000003,68297,0,8,0.8,226.17209174811902,False,0.30057197805844227,0,0.2,57419,356,315,1.0,23706.453319453274,False,0.06249005582574071,0,0.758,64343,80,99,1.0,6549.142277574954,False,0.03711112516929164,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,6.700000000000001,37849,1038,0,0.0,44952.96335128613,False,-0.3082336829809866,0.4666666666666666,339991,0.0,0.0,13,0,0,5,5,4.1875,8,13,20,199.0,37.0,13,6,20,479,1.2454789858311415,135.96151595190167
75,20,0,0,0,10.0,20,10.0,28.271511468514877,0,,45.36769674160206,27,55.629629629629626,38.0,8,38.0,0,9.101,24798,807,0,0.0,8070.0,False,-0.45184410646387835,0,1.4960000000000002,68177,2,18,1.0,528.8872064332678,False,0.3011681293387191,0,0.2,57669,346,320,1.0,24299.605925418808,False,0.07087338511471836,0,0.7580000000000002,65595,70,87,1.0,5925.995419315421,False,0.0515352880403955,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,6.769000000000001,36249,1065,0,0.0,48316.597029806195,False,-0.3072954702723112,0.5,339693,0.0,0.0,14,0,0,6,4,4.0,4,10,17,120.0,52.0,10,10,17,1702,1.2797054937109351,137.2412214456126
76,17,0,0,0,10.0,20,10.0,28.12385612985714,18,26.333333333333332,44.67446845461304,10,34.6,38.0,7,38.0,7,9.171000000000001,24570,818,0,0.0,8180.0,False,-0.45513307984790874,0,1.4960000000000004,68472,1,17,1.0,488.10555420757134,False,0.30638883606661194,0,0.2,57762,342,327,1.0,24226.909981069606,False,0.07174230790108302,0,0.758,65374,72,90,1.0,6045.619802264888,False,0.04906300655131197,0,0.2,87205,0,0,0.0,0.0,False,0.0,7,6.831000000000001,35820,1075,0,0.0,48025.05358870902,False,-0.31388651115928545,0.5,339203,0.0,0.0,15,0,0,7,7,7.0,3,10,22,97.0,41.0,10,7,22,931,1.2321905586868525,138.47341200429946
77,22,0,0,0,10.0,20,10.0,28.12385612985714,0,,44.67446845461304,0,,38.0,6,38.0,0,9.164,24440,831,0,0.0,8310.0,False,-0.4563688212927757,0,1.4960000000000004,68402,0,25,0.8,703.0964032464285,False,0.3071016768369432,0,0.2,57762,332,337,1.0,24392.416104317166,False,0.07301156557192841,0,0.7580000000000002,65374,62,100,1.0,6211.125925512447,False,0.050332264222157586,0,0.2,87205,0,0,0.0,0.0,False,0.0,6,6.884000000000002,35756,1075,0,0.0,48025.05358870902,False,-0.31462041403182717,0.4666666666666666,338939,0.0,0.0,10,0,0,5,3,3.0,5,10,26,125.0,65.0,10,12,26,200,1.2736391061916947,139.74705111049116
78,26,0,0,0,10.0,20,10.0,27.979429045948976,14,25.785714285714285,44.67189692647975,5,44.6,38.0,11,38.0,5,9.214,24255,841,0,0.0,8410.0,False,-0.45893536121673006,0,1.4960000000000004,68608,0,26,1.0,727.4651551946733,False,0.3112496687756146,0,0.2,57707,327,347,1.0,24650.421531513784,False,0.07414661133404245,0,0.758,65291,61,105,1.0,6397.294349083261,False,0.050486934791583095,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,6.988000000000002,35364,1080,0,0.0,48245.648680598126,False,-0.31785076153547315,0.5,338430,0.0,0.0,13,0,0,12,6,6.0,5,17,29,219.0,37.0,17,9,29,729,1.4382560504600406,141.1853071609512
79,29,0,0,0,10.0,20,10.0,26.376661250810233,37,17.54054054054054,45.06404979399263,14,48.714285714285715,38.0,10,38.0,26,9.469000000000001,23811,851,0,0.0,8510.0,False,-0.466425855513308,0,1.4960000000000002,68630,0,25,1.0,659.4165312702559,False,0.3110210696888807,0,0.2,57170,354,353,1.0,25244.94766006622,False,0.07046955167387202,0,0.7580000000000002,65861,51,105,1.0,6076.934952160548,False,0.056772715053840205,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,7.077000000000002,34539,1094,0,0.0,49300.07047462794,False,-0.3212655783806666,0.5,337216,0.0,0.0,15,0,0,2,8,8.0,8,10,30,143.0,65.0,10,19,30,1004,1.4555471558123827,142.64085431676358
80,30,0,0,0,10.0,20,10.0,26.91292068203659,15,34.666666666666664,44.70138451961313,3,29.0,38.0,8,38.0,0,9.443000000000001,23691,863,0,0.0,8630.0,False,-0.46756653992395436,0,1.4960000000000004,69070,0,18,0.8,484.4325722766586,False,0.31772274308247767,0,0.2,57170,344,363,1.0,25484.647295240153,False,0.07230779544802093,0,0.758,65428,56,112,1.0,6513.678624390719,False,0.05348077106959348,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,7.147000000000002,34348,1097,0,0.0,49037.418818015605,False,-0.32496176355704604,0.4666666666666666,336912,0.0,0.0,12,0,0,8,5,5.0,8,16,19,218.0,53.0,16,14,19,807,1.6005931021645665,144.24144741892815
81,19,0,0,0,10.0,20,10.0,27.102611638348968,43,28.023255813953487,45.194928428443816,5,57.0,38.0,12,38.0,25,9.693000000000003,23456,874,0,0.0,8740.0,False,-0.47098859315589353,0,1.4960000000000004,69610,0,9,0.9,243.92350474514072,False,0.32570269491202614,0,0.2,56670,365,368,1.0,26524.1869096647,False,0.07261102265149785,0,0.7580000000000002,65008,58,122,1.0,7085.732743294386,False,0.05142590833533533,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,7.259000000000001,33867,1102,0,0.0,49804.811128145084,False,-0.32607756935872323,0.48333333333333334,335816,0.0,0.0,12,0,0,5,7,7.0,3,8,23,118.0,75.0,8,11,23,1115,1.130869772285223,145.37231719121337
82,23,0,0,0,10.0,20,10.0,27.137642313183118,15,27.666666666666668,46.29671452004174,15,54.53333333333333,38.0,11,38.0,5,9.718000000000002,23271,885,0,0.0,8850.0,False,-0.4734600760456274,1,1.5060000000000004,69842,0,9,0.9,244.23878081864805,False,0.33011633822070957,0,0.2,56971,370,365,1.0,26939.228455692988,False,0.08041066026329792,0,0.758,65110,48,130,1.0,7321.1797186382155,False,0.054796003854705795,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,7.357000000000002,32891,1117,0,0.0,51713.43011888662,False,-0.3263262994158212,0.48333333333333334,335290,0.0,0.0,13,0,0,7,6,5.1,5,12,24,184.0,72.0,12,11,24,1018,2.9116472275927663,148.28396441880614
83,24,0,0,0,10.0,20,10.0,26.847012202206788,25,24.32,46.823168104042495,7,55.42857142857143,38.0,11,38.0,11,9.823000000000002,22935,897,0,0.0,8970.0,False,-0.4787072243346008,5,1.5550000000000002,70098,0,8,0.8,214.7760976176543,False,0.3347031948442744,0,0.2,56887,381,368,1.0,27459.637511328423,False,0.0831132665981197,0,0.7580000000000002,64974,42,140,1.0,7682.818047058635,False,0.05548343543558562,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,7.456000000000002,32348,1124,0,0.0,52629.24094894376,False,-0.327302098796263,0.4666666666666666,334447,0.0,0.0,12,0,0,9,7,6.5,3,12,17,147.0,44.0,12,12,17,724,1.3647963171824813,149.64876073598862
84,17,0,0,0,10.0,20,10.0,26.779259766679925,1,12.0,47.16061150672578,7,52.42857142857143,38.0,13,38.0,1,9.822000000000001,22849,904,0,0.0,9040.0,False,-0.4796768060836502,0,1.5500000000000003,69968,3,18,1.0,512.0266758002386,False,0.33505728779277794,0,0.2,56887,371,378,1.0,27761.816522980596,False,0.08543066139283877,0,0.758,65329,33,143,1.0,7627.683017762223,False,0.06050556012272027,0,0.2,87205,0,0,0.0,0.0,False,0.0,13,7.575000000000002,31762,1131,0,0.0,53338.65161410686,False,-0.3299544084966065,0.5,334000,0.0,0.0,11,0,0,5,7,7.0,2,7,21,108.0,45.0,7,10,21,567,1.1861162930727005,150.83487702906132
85,21,0,0,0,10.0,20,10.0,26.779259766679925,0,,47.16061150672578,0,,38.0,15,38.0,0,9.821000000000002,22739,915,0,0.0,9150.0,False,-0.48072243346007604,0,1.5500000000000003,69878,2,28,1.0,769.8192734670379,False,0.3357967611546296,0,0.2,56887,361,388,1.0,27965.630040381053,False,0.08699369643532812,0,0.7580000000000002,65329,23,153,1.0,7831.496535162682,False,0.06206859516520963,0,0.2,87205,0,0,0.0,0.0,False,0.0,15,7.712000000000002,31470,1131,0,0.0,53338.65161410686,False,-0.33330284035257807,0.5,333508,0.0,0.0,10,0,0,10,8,8.0,4,14,18,158.0,36.0,14,7,18,200,1.9233595272526145,152.75823655631393
86,18,0,0,0,10.0,20,10.0,26.88270419505867,29,27.586206896551722,48.81672356296109,29,54.793103448275865,38.0,13,38.0,17,9.991,22525,925,0,0.0,9250.0,False,-0.4838403041825095,0,1.5500000000000003,70198,2,26,1.0,718.9503090715253,False,0.3413968660558129,0,0.2,56489,371,396,1.0,29304.905787299358,False,0.0911600492906175,0,0.758,66516,22,136,1.0,7230.493896853999,False,0.07566561778623572,0,0.2,87205,0,0,0.0,0.0,False,0.0,13,7.827000000000002,29653,1160,0,0.0,56627.39933303486,False,-0.33528238442156494,0.5,332586,0.0,0.0,17,0,0,7,9,9.0,3,10,19,139.0,53.0,10,8,19,2209,1.2672296427190304,154.02546619903296
87,19,0,0,0,10.0,20,10.0,26.524125973313787,21,23.047619047619047,49.41980452870172,13,55.0,37.99999999999999,11,38.0,10,10.074000000000002,22230,935,0,0.0,9350.0,False,-0.4884980988593156,0,1.5500000000000003,70472,2,25,1.0,683.1031493328446,False,0.34626523906209916,0,0.2,56771,371,399,1.0,29558.9527430514,False,0.09743360795615968,0,0.7580000000000002,66465,23,140,1.0,7528.827531404458,False,0.0771712900043287,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,7.924000000000002,28765,1173,0,0.0,57969.430712167115,False,-0.3377705939328759,0.5,331908,0.0,0.0,15,0,0,7,8,8.0,7,14,22,201.0,21.0,14,5,22,1289,1.2170575726777315,155.2425237717107
88,22,0,0,0,10.0,20,10.0,25.540821477025474,31,19.129032258064516,49.21894471964029,5,44.4,38.0,12,38.0,31,10.374000000000002,21545,949,0,0.0,9490.0,False,-0.500190114068441,0,1.5500000000000003,70412,0,33,0.8,842.8471087418407,False,0.34664303335305935,0,0.2,56350,392,406,1.0,29994.893575167946,False,0.09431956175931741,0,0.758,66515,13,148,1.0,7616.434497708095,False,0.07861003786702127,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,8.033000000000001,28345,1178,0,0.0,57979.916879736265,False,-0.3425267078737672,0.4666666666666666,330372,0.0,0.0,14,0,0,8,10,10.0,5,13,24,174.0,42.0,13,9,24,422,1.2305223299190402,156.47304610162973
89,24,0,0,0,10.0,20,10.0,26.28238061801317,51,29.333333333333332,49.7815889625166,15,54.0,38.0,12,38.0,11,10.453000000000003,21239,958,0,0.0,9580.0,False,-0.5051520912547528,7,1.6200000000000003,71460,1,10,1.0,272.8238061801317,False,0.3611485152678719,0,0.2,56690,402,401,1.0,30527.93418241045,False,0.10362230576406062,0,0.7580000000000002,65489,34,158,1.0,8759.09199709007,False,0.07163633851567577,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,8.141000000000002,27338,1193,0,0.0,59389.43563228231,False,-0.3459925713417676,0.5,329421,0.0,0.0,12,0,0,10,11,10.277777777777779,4,14,24,227.0,30.0,14,10,24,1710,1.2958046486601233,157.76885075028986
90,24,0,0,0,10.0,20,10.0,26.517130329383555,23,28.91304347826087,49.31514237918263,27,47.333333333333336,37.99999999999999,9,38.0,7,10.512000000000004,21031,967,0,0.0,9670.0,False,-0.5082509505703422,6,1.6730000000000003,71758,2,10,1.0,285.17130329383554,False,0.3669312861529833,0,0.2,57639,398,393,1.0,29934.668826113426,False,0.11362824646548533,0,0.758,65153,41,159,1.0,8928.309981794764,False,0.06778052993799477,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,8.219000000000001,25949,1220,0,0.0,60164.47370260281,False,-0.357476786293201,0.5,328735,0.0,0.0,14,0,0,7,7,6.375,4,11,19,144.0,62.0,11,13,19,1478,1.3297985438257456,159.0986492941156
91,19,0,0,0,10.0,20,10.0,26.393036000300047,2,12.0,49.31514237918263,0,,37.99999999999999,8,38.0,2,10.525000000000004,20878,979,0,0.0,9790.0,False,-0.5100190114068441,0,1.667,71678,0,20,1.0,527.860720006001,False,0.36771730722439155,0,0.2,57627,389,403,1.0,30140.89338292732,False,0.11502571691560566,0,0.7580000000000002,65141,32,169,1.0,9178.836214091467,False,0.06951774758498308,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,8.290000000000001,25845,1220,0,0.0,60164.47370260281,False,-0.35866937846108127,0.5,328374,0.0,0.0,11,0,0,2,7,7.0,5,7,25,94.0,55.0,7,12,25,200,1.0857167886570096,160.1843660827726
92,25,0,0,0,10.0,20,10.0,26.3250070922333,1,12.0,47.2736664068231,16,31.0,37.99999999999999,9,38.0,1,10.533000000000003,20812,984,0,0.0,9840.0,False,-0.5107984790874525,0,1.667,71528,5,30,1.0,839.750212766999,False,0.36783032521641623,0,0.2,57615,380,413,1.0,29527.526921066594,False,0.11013778736362005,0,0.758,65637,22,163,1.0,8284.757780341297,False,0.07026870287693861,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,8.372000000000002,25224,1236,0,0.0,58430.251678833345,False,-0.37573389324675566,0.5,328021,0.0,0.0,11,0,0,8,6,6.0,5,13,26,172.0,36.0,13,12,26,696,1.3603445664048195,161.54471064917743
93,26,0,0,0,10.0,20,10.0,27.073877892345376,19,34.578947368421055,45.03329847402331,13,22.76923076923077,37.99999999999999,9,38.0,0,10.532000000000002,20702,995,0,0.0,9950.0,False,-0.5118441064638783,0,1.667,72095,4,21,1.0,608.5514357392528,False,0.3764120858910574,0,0.2,57615,370,423,1.0,29066.42007467965,False,0.10660158344335452,0,0.7580000000000002,65276,31,160,1.0,8044.617970506436,False,0.06289010376473533,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,8.453000000000001,24813,1249,0,0.0,56246.589794055115,False,-0.3929672048961922,0.5,327706,0.0,0.0,15,0,0,9,3,3.0,5,14,22,163.0,36.0,14,12,22,1153,1.3944703191518784,162.9391809683293
94,22,0,0,0,10.0,20,10.0,27.422847325238457,10,34.0,44.34016566432853,5,26.6,37.99999999999999,14,38.0,0,10.532000000000007,20572,1008,0,0.0,10080.0,False,-0.5130798479087453,0,1.667,72365,1,21,1.0,585.8797938300077,False,0.38132965583488604,0,0.2,57615,360,433,1.0,29071.516769740098,False,0.10664066972713956,0,0.758,65069,31,165,1.0,8166.2356016966005,False,0.060647838903774606,0,0.2,87205,0,0,0.0,0.0,False,0.0,14,8.584000000000001,24440,1254,0,0.0,55602.56774306798,False,-0.40093705783459677,0.5,327266,0.0,0.0,14,0,0,5,6,6.0,6,11,26,147.0,48.0,11,11,26,673,1.2796629220247269,164.21884389035404
95,26,0,0,0,10.0,20,10.0,26.596224496496568,38,22.710526315789473,43.500367557728744,5,23.4,37.99999999999999,8,38.0,29,10.822000000000001,19967,1019,0,0.0,10190.0,False,-0.5235361216730038,0,1.667,72581,0,22,1.0,585.1169389229245,False,0.38542886824071226,0,0.2,57058,379,443,1.0,29350.631912246034,False,0.1002379820872268,0,0.7580000000000002,64880,30,170,1.0,8192.949219708784,False,0.05795384229354272,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,8.65,24223,1259,0,0.0,54766.96275518049,False,-0.40821648555025236,0.5,325914,0.0,0.0,14,0,0,7,8,8.0,6,13,24,195.0,39.0,13,13,24,623,1.393446110188961,165.612290000543
96,24,0,0,0,10.0,20,10.0,26.78511609400466,69,27.318840579710145,45.15563513885249,21,54.0,37.99999999999999,9,38.0,37,11.163000000000004,19569,1030,0,0.0,10300.0,False,-0.5300570342205323,10,1.7670000000000001,73267,0,9,0.9,241.06604484604193,False,0.3952002475745823,0,0.2,55713,421,453,1.0,31732.03659347614,False,0.09787138097392663,0,0.758,65474,37,159,1.0,8170.795282555718,False,0.06689465384333657,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,8.732000000000001,22968,1280,0,0.0,57799.212977731186,False,-0.4052221032180999,0.48333333333333334,324196,0.0,0.0,12,0,0,5,8,7.625,5,10,20,142.0,42.0,10,14,20,1862,1.0849339831620455,166.69722398370504
97,20,0,0,0,10.0,20,10.0,26.758284661143584,15,26.333333333333332,45.66987960922596,5,58.0,37.99999999999999,10,38.0,5,11.176000000000002,19384,1040,0,0.0,10400.0,False,-0.5326235741444867,1,1.7670000000000001,73479,0,10,1.0,267.58284661143585,False,0.399482726678816,0,0.2,55608,426,458,1.0,32315.834126672657,False,0.10073801440744079,0,0.7580000000000002,65474,27,169,1.0,8440.683339810064,False,0.06896441102342141,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,8.823,22538,1285,0,0.0,58685.79529785536,False,-0.4050696903970222,0.5,323688,0.0,0.0,12,0,0,5,6,5.1,4,9,15,87.0,33.0,9,11,15,490,1.2060082983225584,167.9032322820276
98,15,0,0,0,10.0,20,10.0,26.758284661143584,0,,47.08189752631242,28,52.75,37.99999999999999,9,38.0,0,11.171000000000003,19244,1054,0,0.0,10540.0,False,-0.5339543726235741,0,1.7660000000000005,73419,0,16,0.6,428.13255457829734,False,0.39986818017659986,0,0.2,56969,416,444,1.0,32035.808920718446,False,0.11946538943463327,0,0.758,65590,17,175,1.0,8694.222906344114,False,0.0726879881771228,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,8.903,20936,1313,0,0.0,61818.531452048206,False,-0.4054782899372272,0.43333333333333335,323363,0.0,0.0,14,0,0,5,5,5.0,2,7,20,71.0,24.0,7,8,20,1677,1.0480101816356182,168.95124246366322
99,20,0,0,0,10.0,20,10.0,26.97073689844722,10,31.8,47.29495282719834,24,48.416666666666664,37.99999999999999,9,38.0,1,11.181000000000004,19148,1062,0,0.0,10620.0,False,-0.5350190114068442,0,1.7660000000000002,73605,2,17,1.0,478.50252727360277,False,0.4038831038714221,0,0.2,57015,407,453,1.0,32401.70354838887,False,0.12297695902013003,0,0.7580000000000002,66388,16,162,1.0,8093.314148381286,False,0.08031929007317168,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,8.984,19661,1337,0,0.0,63233.35192996418,False,-0.4119869736255709,0.5,323022,0.0,0.0,13,0,0,5,5,5.0,5,10,23,135.0,46.0,10,10,23,1668,1.197330710478127,170.14857317414135
100,23,0,0,0,10.0,20,10.0,26.97073689844722,0,,47.50544137449123,3,57.0,37.99999999999999,10,38.0,0,11.180000000000003,19048,1072,0,0.0,10720.0,False,-0.5359695817490494,0,1.7660000000000005,73505,2,27,1.0,748.209896258075,False,0.40454572144732015,0,0.2,57186,397,460,1.0,32559.885580949514,False,0.12681282846827752,0,0.758,66388,6,172,1.0,8332.760337803174,False,0.08215559018530602,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,9.075000000000003,19340,1340,0,0.0,63657.29144181824,False,-0.4132372487711815,0.5,322672,0.0,0.0,12,0,0,3,6,6.0,9,12,21,174.0,48.0,12,11,21,371,1.3075519315898418,171.4561251057312
101,21,0,0,0,10.0,20,10.0,26.97073689844722,0,,46.28971156355302,15,36.2,37.99999999999999,8,38.0,0,11.180000000000003,18948,1082,0,0.0,10820.0,False,-0.5369201520912548,0,1.7660000000000005,73405,2,37,1.0,1017.9172652425472,False,0.4052083390232181,0,0.2,57410,387,466,1.0,32008.680768314778,False,0.12602135624033542,0,0.7580000000000002,66707,0,167,0.6,7730.381831113355,False,0.08242876952600821,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,9.145000000000001,18691,1355,0,0.0,62722.559168614345,False,-0.4260388786846262,0.43333333333333335,322366,0.0,0.0,14,0,0,7,5,5.0,4,11,24,108.0,72.0,11,10,24,743,1.491541557945311,172.9476666636765
102,24,0,0,0,10.0,20,10.0,26.972657221855822,15,27.0,46.88157338771765,11,53.63636363636363,37.99999999999999,10,38.0,5,11.230000000000004,18793,1089,0,0.0,10890.0,False,-0.5392015209125476,0,1.7660000000000005,73625,5,37,1.0,1047.9883172086654,False,0.4096766950305005,0,0.2,57655,382,470,1.0,32337.89455097622,False,0.13230386323948762,0,0.758,66647,0,172,1.0,8063.630622687436,False,0.084064163185124,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,9.237000000000002,17959,1366,0,0.0,64040.22924762231,False,-0.426877878288961,0.5,321884,0.0,0.0,14,0,0,6,6,6.0,6,12,19,183.0,78.0,12,12,19,1140,1.2041220795363188,174.15178874321282
103,19,0,0,0,10.0,20,10.0,26.39845468462823,48,23.9375,46.816015027753096,16,46.3125,37.99999999999999,12,38.0,31,11.535000000000002,18098,1101,0,0.0,11010.0,False,-0.5512737642585551,0,1.7660000000000002,74112,3,30,1.0,821.9536405388469,False,0.4167866315640575,0,0.2,57416,402,474,1.0,32802.96990637551,False,0.13220474482634062,0,0.7580000000000002,66478,8,172,1.0,8263.542222250559,False,0.08300517057463837,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,9.347000000000001,17038,1382,0,0.0,64699.73276835478,False,-0.43365785924915556,0.5,320347,0.0,0.0,18,0,0,6,7,7.0,4,10,25,163.0,57.0,10,9,25,1508,1.0651312796398997,175.21692002285272
104,25,0,0,0,10.0,20,10.0,25.973962736309957,41,23.609756097560975,46.18657127950553,9,37.44444444444444,37.99999999999999,7,38.0,31,11.814000000000002,17566,1111,0,0.0,11110.0,False,-0.5604372623574144,0,1.7660000000000005,74339,3,30,1.0,809.2188820892987,False,0.4209811680806968,0,0.2,56629,432,481,1.0,33436.49268752806,False,0.1249922749741407,0,0.758,66634,0,175,0.9,8082.649973913468,False,0.08401062896034751,0,0.2,87205,0,0,0.0,0.0,False,0.0,7,9.405000000000003,16616,1391,0,0.0,64245.52064979219,False,-0.4411013092724489,0.48333333333333334,318989,0.0,0.0,15,0,0,9,8,8.0,6,15,28,192.0,60.0,15,10,28,864,1.3892622999846935,176.6061823228374
105,28,0,0,0,10.0,20,10.0,26.75140589097105,26,34.0,45.324635551828884,6,28.0,37.99999999999999,9,38.0,0,11.783000000000003,17456,1122,0,0.0,11220.0,False,-0.5614828897338403,0,1.7660000000000005,75133,2,14,1.0,394.5196824735947,False,0.4321342175140075,0,0.2,56323,431,491,1.0,33784.2519949565,False,0.12296582713393446,0,0.7580000000000002,66224,7,179,1.0,8300.369605014168,False,0.07939177279221878,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,9.488000000000001,16323,1397,0,0.0,63318.51586590495,False,-0.44977629799951296,0.5,318664,0.0,0.0,15,0,0,12,5,5.0,5,17,26,245.0,48.0,17,11,26,1252,1.484593365341425,178.09077568817884
