index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
73,8,0,0,0,9.999999999999998,10,10.0,3.4522748206682308,2,5.0,26.227561396889197,9,31.555555555555557,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,2,6.637000000000002,11995,720,0,0.0,7199.999999999999,False,-0.5868655292995656,4,0.9150000000000003,63179,0,2,0.2,52.45512279377839,False,0.15243372342778538,4,13.011000000000003,7233,500,0,0.0,1726.1374103341154,False,-0.8523827385328279,0,0.7310000000000001,68740,412,107,1.0,15192.75529551835,False,-0.0049613821218351265,0,1.0100000000000002,83074,26,90,1.0,4371.91659631912,False,0.11135678269691932,0.3666666666666667,272567,0.0,0.0,2,0,0,0,3,2.8,3,3,12,48.0,45.0,3,5,12,100,0.6172814117744565,82.86119479965419
74,12,0,0,0,9.999999999999998,6,10.0,3.353484958835482,4,1.0,25.984332027324882,19,23.36842105263158,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,6.675000000000001,11843,726,0,0.0,7259.999999999999,False,-0.5900974886086681,0,0.9110000000000003,63175,0,6,0.4,155.9059921639493,False,0.15330391095053292,19,13.197000000000003,6830,500,0,0.0,1676.742479417741,False,-0.8601810330985711,0,0.7310000000000001,68296,421,117,1.0,15736.403783503778,False,-0.007205679422398071,0,1.0100000000000002,83074,16,100,1.0,4515.7493124371995,False,0.11229420671061953,0.39999999999999997,271564,0.0,0.0,2,0,0,1,4,4.0,7,8,12,139.0,57.0,8,4,12,60,0.8141957437619567,83.67539054341614
75,12,0,0,0,9.999999999999998,7,10.0,3.2817682654341076,5,2.0,26.695184657426537,39,30.358974358974358,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,6.721000000000002,11663,733,0,0.0,7329.999999999999,False,-0.5939387517219455,0,0.911,63385,0,6,0.5,160.17110794455922,False,0.15717176686976528,34,13.518,6390,500,0,0.0,1640.8841327170537,False,-0.8685305485211318,0,0.7310000000000001,67396,441,127,1.0,16979.576433925104,False,-0.010834779553911756,0,1.0100000000000002,82790,15,110,1.0,4910.427769861399,False,0.11116459044189285,0.4166666666666667,269970,0.0,0.0,3,0,0,4,3,3.0,3,7,9,98.0,50.0,7,5,9,290,0.7741302587091923,84.44952080212533
76,9,0,0,0,10.0,9,10.0,3.2690941249312986,4,3.0,26.267392724684843,9,16.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,6.756000000000002,11489,742,0,0.0,7420.0,False,-0.5973561513192752,0,0.911,63373,0,10,0.4,262.67392724684845,False,0.15788744577670577,9,13.574000000000003,6182,500,0,0.0,1634.5470624656493,False,-0.8723808272179264,0,0.7310000000000001,67316,436,137,1.0,17069.583227962594,False,-0.011290957493367802,0,1.0100000000000002,82726,9,120,1.0,5156.406534522164,False,0.11193351235399038,0.39999999999999997,269432,0.0,0.0,2,0,0,4,3,3.0,3,7,10,106.0,21.0,7,2,10,90,0.7813296858221292,85.23085048794746
77,10,0,0,0,10.0,8,10.0,3.223242192342797,3,2.0,26.90546452086016,34,30.705882352941178,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,3,6.782000000000002,11343,750,0,0.0,7500.0,False,-0.6001642471124298,0,0.911,63597,0,8,0.3,215.24371616688128,False,0.16153928084754196,29,13.855000000000002,5804,500,0,0.0,1611.6210961713987,False,-0.8794819847190136,0,0.7310000000000001,66502,455,147,1.0,18268.986356991372,False,-0.01408432057437483,0,1.0100000000000002,82496,4,130,1.0,5437.621858083441,False,0.11076829032732927,0.3833333333333333,268088,0.0,0.0,3,0,0,3,3,3.0,4,7,9,100.0,23.0,7,3,9,310,0.8441373165696859,86.07498780451715
78,9,0,0,0,10.0,12,10.0,3.0703953890297773,6,1.1666666666666667,26.932501340864594,26,27.153846153846153,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,6,6.839000000000001,11081,762,0,0.0,7620.0,False,-0.6055155240012716,10,1.0110000000000003,63760,0,6,0.6,161.59500804518757,False,0.1640221989975858,8,13.906,5620,500,0,0.0,1535.1976945148886,False,-0.8835336156940934,0,0.7310000000000001,66374,453,157,1.0,18637.42310741166,False,-0.013351518519939164,0,1.0100000000000002,81918,12,140,1.0,6063.190016090376,False,0.10731122186797173,0.43333333333333335,267099,0.0,0.0,4,0,0,3,7,6.4,3,6,13,87.0,9.0,6,3,13,340,0.8129995167255402,86.88798732124269
79,13,0,0,0,10.0,9,10.0,3.0703953890297773,0,,26.732794437695876,4,16.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,6.833000000000001,10991,771,0,0.0,7710.0,False,-0.606707640139875,0,1.0010000000000001,63760,0,6,0.0,160.39676662617526,False,0.16401127510827035,4,13.938000000000004,5540,500,0,0.0,1535.1976945148886,False,-0.8849922719070572,0,0.7310000000000001,66310,447,167,1.0,18796.55911365006,False,-0.013148590836124595,0,1.0100000000000002,81918,2,150,1.0,6203.465588875392,False,0.1082254623413025,0.3333333333333333,266865,0.0,0.0,2,0,0,3,1,1.0,5,8,7,138.0,30.0,8,5,7,90,0.8246019221842289,87.71258924342692
80,7,0,0,0,10.0,13,10.0,2.9370928620383623,5,1.0,27.624031612102588,15,39.333333333333336,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,6.883000000000002,10742,784,0,0.0,7840.0,False,-0.6115820705732754,4,1.0410000000000001,64051,0,5,0.5,138.12015806051295,False,0.1691140501236258,5,13.984000000000004,5510,500,0,0.0,1468.5464310191812,False,-0.8861469009844182,0,0.7310000000000001,66160,442,177,1.0,19466.821972549344,False,-0.010735417361540859,0,1.0100000000000002,81478,2,160,1.0,6615.248063224206,False,0.10517387321730642,0.4166666666666667,266287,0.0,0.0,4,0,0,2,4,3.8,3,5,10,70.0,4.0,5,2,10,350,1.751548482105136,89.46413772553205
81,10,0,0,0,10.0,15,10.0,2.9370928620383623,0,,28.04207075138401,5,44.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,6.878000000000001,10592,799,0,0.0,7990.0,False,-0.613568930804281,0,1.0370000000000001,64271,0,0,0.0,0.0,False,0.17186616829246057,0,13.979000000000003,5510,500,0,0.0,1468.5464310191812,False,-0.8861469009844182,0,0.7310000000000001,66160,432,187,1.0,19781.17456459789,False,-0.008686636830181737,0,1.0100000000000002,81258,0,167,0.7,6847.000000000001,False,0.10381662473767223,0.2833333333333333,266137,0.0,0.0,5,0,0,2,0,0.0,4,6,5,95.0,27.0,6,4,5,370,0.6961650243028998,90.16030274983495
82,5,0,0,0,10.0,10,10.0,3.2748020393106883,16,4.75,27.457124987568022,9,16.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,16,7.038000000000002,10145,809,0,0.0,8090.0,False,-0.6240860442937374,0,1.0370000000000001,64271,0,0,0.0,0.0,False,0.17186616829246057,9,14.069000000000003,5226,516,0,0.0,1689.7978522843152,False,-0.8893080695388429,0,0.7310000000000001,66016,431,197,1.0,19911.02086964182,False,-0.009717397254573127,0,1.0100000000000002,81258,0,167,0.0,6847.000000000001,False,0.10381662473767223,0.16666666666666666,265262,0.0,0.0,3,0,0,2,4,4.0,1,3,6,29.0,21.0,3,2,6,100,0.6144619900733232,90.77476473990828
83,6,0,0,0,10.0,8,10.0,3.2585216234701924,1,2.0,27.600991961847345,10,30.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,1,7.032000000000001,10043,817,0,0.0,8170.0,False,-0.6257285154180354,5,1.087,64309,0,1,0.1,27.600991961847345,False,0.17281065723367536,5,14.110000000000001,5126,516,0,0.0,1681.3971577106192,False,-0.8912079755883798,0,0.7310000000000001,65936,426,207,1.0,20245.02257574697,False,-0.008583348047062843,0,1.0100000000000002,81038,0,172,0.5,7052.000000000001,False,0.10228502157279351,0.26666666666666666,264798,0.0,0.0,2,0,0,0,3,3.0,3,3,9,51.0,9.0,3,3,9,80,0.6115073161199689,91.38627205602825
84,9,0,0,0,10.0,10,10.0,3.1302197193035886,8,2.0,27.600991961847345,0,,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,8,7.1110000000000015,9755,827,0,0.0,8270.0,False,-0.6320334852177599,0,1.0820000000000003,64293,0,9,0.8,248.4089276566261,False,0.17453194391153817,0,14.105000000000002,5126,516,0,0.0,1615.1933751606516,False,-0.8918115290804937,0,0.7310000000000001,65936,416,217,1.0,20379.0126561285,False,-0.007710073020787442,0,1.0100000000000002,81038,0,172,0.0,7052.000000000001,False,0.10228502157279351,0.3,264494,0.0,0.0,3,0,0,1,2,2.0,3,4,8,69.0,30.0,4,5,8,100,0.5900268936529756,91.97629894968122
85,8,0,0,0,10.000000000000002,13,10.0,2.9404256438838434,10,1.6,27.835978981089088,45,28.666666666666668,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,10,7.203000000000001,9374,840,0,0.0,8400.000000000002,False,-0.6404047896577302,0,1.082,64519,0,8,0.4,222.6878318487127,False,0.17841815873688316,40,14.505000000000003,4249,522,0,0.0,1534.9021861073663,False,-0.908534030576102,0,0.7310000000000001,64876,446,227,1.0,21721.846625565733,False,-0.012775221752898799,0,1.0100000000000002,80808,0,177,0.5,7257.000000000001,False,0.10062306920239321,0.31666666666666665,262172,0.0,0.0,4,0,0,2,6,6.0,2,4,11,50.0,27.0,4,4,11,360,0.6422798801213503,92.61857882980257
86,11,0,0,0,10.000000000000002,8,10.0,2.9404256438838434,0,,27.835978981089088,0,,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,7.193000000000001,9294,848,0,0.0,8480.000000000002,False,-0.6414644484475999,0,1.0820000000000003,64519,0,8,0.0,222.6878318487127,False,0.17841815873688316,0,14.465000000000002,4249,522,0,0.0,1534.9021861073663,False,-0.908534030576102,0,0.7310000000000001,64876,436,237,1.0,21853.486835754844,False,-0.011917261912256378,0,1.0100000000000002,80808,0,177,0.0,7257.000000000001,False,0.10062306920239321,0.16666666666666666,262092,0.0,0.0,2,0,0,3,0,0.0,4,7,16,122.0,42.0,7,4,16,80,0.8276992244645953,93.44627805426717
87,16,0,0,0,10.000000000000002,9,10.0,2.942023609810406,2,3.0,27.46649174346726,19,23.894736842105264,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,2,7.213000000000001,9162,857,0,0.0,8570.000000000002,False,-0.6437692063155663,0,1.082,64743,0,5,0.2,137.3324587173363,False,0.1817242452248823,14,14.605000000000002,3874,522,0,0.0,1535.736324321032,False,-0.9153638770688209,0,0.7310000000000001,64716,436,247,1.0,22102.39040015173,False,-0.012380630107070648,0,1.0100000000000002,80514,0,186,0.9,7626.000000000001,False,0.09919574540193178,0.35000000000000003,261355,0.0,0.0,3,0,0,3,4,4.0,4,7,16,106.0,58.0,7,9,16,320,1.0179489217698574,94.46422697603703
88,16,0,0,0,10.0,10,10.0,2.9460438035584433,5,3.0,27.077535857225048,38,25.210526315789473,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,7.261000000000002,8957,867,0,0.0,8670.0,False,-0.6478753841263113,0,1.0820000000000003,64808,0,5,0.5,135.38767928612523,False,0.18289167361916425,33,14.921000000000001,3244,522,0,0.0,1537.8348654575075,False,-0.9268316631829929,0,0.7310000000000001,63822,460,257,1.0,22992.666494323523,False,-0.018231510002192978,0,1.0100000000000002,80450,0,190,0.4,7790.000000000001,False,0.09943037397187064,0.31666666666666665,259627,0.0,0.0,4,0,0,4,4,4.0,4,8,17,125.0,54.0,8,8,17,180,1.0292423190549016,95.49346929509193
89,17,0,0,0,10.000000000000002,12,10.0,2.902811090998743,2,1.5,27.077535857225048,0,,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,2,7.276000000000001,8791,879,0,0.0,8790.000000000002,False,-0.650683479919466,0,1.082,64805,0,7,0.2,189.54275100057532,False,0.18333068421005166,0,14.888000000000003,3244,522,0,0.0,1515.2673895013438,False,-0.9270374018643327,0,0.7310000000000001,63822,450,267,1.0,23131.891135751273,False,-0.017324118932236208,0,1.0100000000000002,80450,0,190,0.0,7790.000000000001,False,0.09943037397187064,0.19999999999999998,259458,0.0,0.0,3,0,0,5,2,2.0,4,9,10,156.0,69.0,9,8,10,120,0.992714355699718,96.48618365079165
90,10,0,0,0,10.0,13,10.0,2.8465666410423265,4,2.0,27.542517758852046,18,32.666666666666664,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,7.314000000000001,8573,892,0,0.0,8920.0,False,-0.6547366747907174,7,1.1520000000000001,65053,0,4,0.4,110.17007103540818,False,0.18712890939042215,4,14.928000000000004,3164,522,0,0.0,1485.9077866240943,False,-0.9287637178719655,0,0.7310000000000001,63758,444,277,1.0,23585.877884930313,False,-0.015199513243933418,0,1.0100000000000002,79926,4,200,1.0,8310.17007103541,False,0.09599026337731806,0.39999999999999997,258820,0.0,0.0,4,0,0,2,4,3.6,3,5,10,48.0,13.0,5,5,10,360,0.819694185629487,97.30587783642113
91,10,0,0,0,10.0,13,10.0,2.727019931073548,4,1.0,27.310187090914866,4,16.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,7.350000000000001,8351,905,0,0.0,9050.0,False,-0.6588958355409558,0,1.1450000000000002,65053,0,4,0.0,109.24074836365946,False,0.187120437126116,4,14.964000000000002,3080,526,0,0.0,1434.4124837446861,False,-0.9307647690423495,0,0.7310000000000001,63758,434,287,1.0,23619.621197457054,False,-0.014979592544957135,0,1.0100000000000002,79862,0,208,0.8,8528.000000000002,False,0.09657572637094777,0.3,258450,0.0,0.0,3,0,0,2,2,2.0,3,5,8,79.0,30.0,5,5,8,130,0.7295927368104458,98.03547057323158
92,8,0,0,0,10.0,11,10.0,2.7883209269393374,35,2.8857142857142857,27.310187090914866,0,,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,35,7.6960000000000015,7378,916,0,0.0,9160.0,False,-0.6832150047684645,0,1.1450000000000002,65045,0,8,0.4,218.48149672731893,False,0.1879704758567537,0,14.960000000000003,2987,557,0,0.0,1553.094756305211,False,-0.9313784779259257,0,0.7310000000000001,63758,424,297,1.0,23756.519326547903,False,-0.014087364426737766,0,1.0100000000000002,79862,0,208,0.0,8528.000000000002,False,0.09657572637094777,0.2333333333333333,257376,0.0,0.0,2,0,0,0,2,2.0,4,4,7,69.0,12.0,4,4,7,110,0.673229293897748,98.70869986712933
93,7,0,0,0,10.0,12,10.0,2.7883209269393374,0,,27.51358172694757,9,31.555555555555557,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,7.661000000000002,7258,928,0,0.0,9280.0,False,-0.6848044929532691,0,1.1450000000000002,65265,0,3,0.0,82.54074518084272,False,0.19074246280591522,4,15.000000000000002,2907,557,0,0.0,1553.094756305211,False,-0.9328371341388895,0,0.7310000000000001,63758,414,307,1.0,23977.622834956295,False,-0.012646331093784281,0,1.0100000000000002,79578,0,217,0.9,8897.000000000002,False,0.09527875177600792,0.31666666666666665,257112,0.0,0.0,4,0,0,0,1,1.0,3,3,9,49.0,27.0,3,4,9,340,0.704574765637517,99.41327463276684
94,9,0,0,0,9.999999999999998,11,10.0,2.5468880408995993,36,2.0,27.51358172694757,0,,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,36,8.021,6201,939,0,0.0,9389.999999999998,False,-0.7113489456395041,0,1.1450000000000002,65255,0,8,0.5,220.10865381558057,False,0.19181428255826036,0,14.996,2845,588,0,0.0,1497.5701680489644,False,-0.934473788239138,0,0.7310000000000001,63758,404,317,1.0,24112.48701768682,False,-0.01176735914017214,0,1.0100000000000002,79578,0,217,0.0,8897.000000000002,False,0.09527875177600792,0.25,255983,0.0,0.0,3,0,0,3,2,2.0,2,5,12,74.0,27.0,5,4,12,110,0.7321633528918028,100.14543798565865
95,12,0,0,0,9.999999999999998,12,10.0,2.5324029462158184,1,1.0,28.38334777784331,39,32.15384615384615,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,1,7.995000000000002,6058,951,0,0.0,9509.999999999998,False,-0.7135477376284837,2,1.1650000000000003,65622,0,1,0.1,28.38334777784331,False,0.19675798475501735,29,15.286000000000001,2467,588,0,0.0,1489.0529323749013,False,-0.9414435870874747,0,0.7310000000000001,62788,424,327,1.0,25441.539457805564,False,-0.015749185592466006,0,1.0100000000000002,79294,0,226,0.9,9266.000000000002,False,0.09398177718106808,0.3333333333333333,254575,0.0,0.0,4,0,0,4,4,3.4,2,6,12,83.0,48.0,6,6,12,340,0.8365874327719212,100.98202541843057
96,12,0,0,0,10.0,7,10.0,2.5153581053026053,9,2.3333333333333335,27.815480925349938,9,16.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,9,8.084000000000001,5773,958,0,0.0,9580.0,False,-0.7201706050651691,4,1.2030000000000003,65537,0,9,0.9,250.33932832814943,False,0.19723164671645682,4,15.297000000000002,2387,588,0,0.0,1479.0305659179319,False,-0.9429936132198201,0,0.7310000000000001,62708,419,337,1.0,25471.686507721628,False,-0.016595497036369804,0,1.0100000000000002,79230,0,230,0.4,9430.000000000002,False,0.09421640575100695,0.3833333333333333,253981,0.0,0.0,2,0,0,1,4,3.8,5,6,12,91.0,48.0,6,6,12,70,0.7763318084180355,101.7583572268486
97,12,0,0,0,9.999999999999998,5,10.0,2.6099674209410164,5,4.4,27.138931299433207,54,24.925925925925927,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,8.125000000000002,5621,963,0,0.0,9629.999999999998,False,-0.7235350217230052,0,1.1990000000000003,65515,0,14,0.5,379.9450381920649,False,0.1980120798449454,54,15.833000000000002,705,588,0,0.0,1534.6608435133176,False,-0.9731547010346128,0,0.7310000000000001,61474,456,347,1.0,26602.352672541543,False,-0.025311517183013263,0,1.0100000000000002,79118,0,237,0.7,9717.000000000002,False,0.09462700574839997,0.3666666666666667,250779,0.0,0.0,1,0,0,4,5,5.0,2,6,10,105.0,48.0,6,6,10,50,0.8184858411550522,102.57684306800365
98,10,0,0,0,9.999999999999998,10,10.0,2.6099674209410164,0,,27.13723474976092,39,27.128205128205128,41.0,12,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,8.120000000000001,5521,973,0,0.0,9729.999999999998,False,-0.7248595952103423,0,1.1990000000000003,65515,0,14,0.0,379.9212864966529,False,0.19801186331020743,39,16.169000000000004,-9,588,0,0.0,1534.6608435133176,False,-0.9861732077353148,0,0.7310000000000001,60908,485,345,1.0,27306.558853634047,False,-0.02809964640409524,0,1.0100000000000002,79118,0,237,0.0,9717.0,False,0.09462700574839997,0.16666666666666666,249399,0.0,0.0,6,0,0,3,2,2.0,3,6,7,89.0,27.0,6,4,7,592,0.7996104778721929,103.37645354587585
99,7,0,0,0,9.999999999999998,13,10.0,2.6099674209410164,0,,27.60044275149485,17,33.64705882352941,41.00000000000001,8,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,8.120000000000001,5391,986,0,0.0,9859.999999999998,False,-0.7265815407438805,0,1.199,65975,0,4,0.0,110.4017710059794,False,0.20394203456109009,7,16.200000000000003,-149,588,0,0.0,1534.6608435133176,False,-0.9887258561080015,0,0.7310000000000001,60336,492,355,1.0,28134.417833735468,False,-0.03016008294292355,0,1.0100000000000002,79446,0,229,0.0,9389.000000000002,False,0.09676473271895408,0.16666666666666666,249345,0.0,0.0,7,0,0,2,1,1.0,2,4,11,69.0,22.0,4,3,11,918,0.690941521897912,104.06739506777376
100,11,0,0,0,9.999999999999996,11,10.0,2.6621281018998184,2,5.0,27.2956042270297,12,21.833333333333332,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,2,8.14,5243,997,0,0.0,9969.999999999996,False,-0.7290452474303274,1,1.2090000000000003,66079,0,2,0.2,54.5912084540594,False,0.20532948498909698,7,16.263000000000005,-300,588,0,0.0,1565.3313239170932,False,-0.9911994591674984,0,0.7310000000000001,60443,494,356,1.0,28080.028488152675,False,-0.029119826843120426,0,1.0100000000000002,79897,0,218,0.0,8938.000000000002,False,0.09970410730346599,0.19999999999999998,249708,0.0,0.0,8,0,0,2,3,2.2,4,6,12,87.0,45.0,6,5,12,930,0.8997792564332485,104.96717432420701
101,12,0,0,0,9.999999999999996,13,10.0,2.7076453493731463,6,3.3333333333333335,27.529378871160358,8,33.5,41.0,14,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,6,8.198,4981,1010,0,0.0,10099.999999999996,False,-0.7342640669704356,3,1.2380000000000002,66171,0,6,0.6,165.17627322696214,False,0.20801509958270553,3,16.286,-384,588,0,0.0,1592.09546543141,False,-0.9924870501829574,0,0.7310000000000001,61017,484,352,1.0,27756.219373641616,False,-0.023748195487039228,0,1.0100000000000002,79629,0,226,0.8,9266.0,False,0.09834847556604143,0.4000000000000001,249760,0.0,0.0,7,0,0,6,4,3.6,3,9,14,123.0,39.0,9,3,14,704,0.8646401651203632,105.83181448932737
102,14,0,0,0,9.999999999999996,11,10.0,2.721628703073689,4,3.0,27.480959069926023,13,26.76923076923077,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,8.232000000000001,4787,1021,0,0.0,10209.999999999996,False,-0.7379463812652326,0,1.235,66379,0,5,0.4,137.40479534963012,False,0.2115544242442304,8,16.363000000000003,-574,588,0,0.0,1600.317677407329,False,-0.9958764000601028,0,0.7310000000000001,61427,474,352,1.0,27457.974599144934,False,-0.020347676530984363,0,1.0100000000000002,79691,3,226,1.0,9348.442877209778,False,0.09969395881753572,0.39999999999999997,250056,0.0,0.0,10,0,0,5,2,2.0,3,8,13,81.0,33.0,8,6,13,1150,0.7968997377902269,106.6287142271176
103,13,0,0,0,9.999999999999995,7,10.0,2.739492781868647,9,2.888888888888889,27.480959069926023,0,,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,9,8.318000000000001,4507,1028,0,0.0,10279.999999999995,False,-0.7444367913531844,0,1.235,66353,0,14,0.9,384.7334269789643,False,0.21333515750732937,0,16.355000000000004,-619,588,0,0.0,1610.8217557387645,False,-0.9966011326853973,0,0.7310000000000001,61960,464,349,1.0,27060.165008445674,False,-0.015992772081509458,0,1.0100000000000002,79978,0,222,0.3,9102.0,False,0.10182879935346795,0.36666666666666664,250525,0.0,0.0,7,0,0,3,2,2.0,5,8,14,109.0,30.0,8,5,14,890,1.0396411465480924,107.66835537366569
104,14,0,0,0,9.999999999999996,8,10.0,2.739492781868647,0,,27.704654455219895,24,29.416666666666668,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,8.309000000000001,4427,1036,0,0.0,10359.999999999996,False,-0.745496450143054,0,1.235,66573,0,9,0.0,249.34189009697906,False,0.21611215142763227,19,16.545,-980,588,0,0.0,1610.8217557387645,False,-1.0031833188463966,0,0.7310000000000001,61898,467,351,1.0,27329.073630587693,False,-0.015048335893037446,0,1.0100000000000002,80154,1,220,1.0,9047.70465445522,False,0.1037690776128838,0.3333333333333333,250418,0.0,0.0,8,0,0,3,2,2.0,4,7,13,107.0,21.0,7,7,13,1120,1.0469534248113632,108.71530879847705
105,13,0,0,0,9.999999999999998,11,10.0,2.631903848303954,5,1.0,27.459417423953276,4,16.0,40.99999999999999,12,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,8.359000000000002,4202,1047,0,0.0,10469.999999999998,False,-0.75,0,1.235,66568,0,14,0.5,384.43184393534585,False,0.2172525466672927,4,16.566000000000003,-1138,588,0,0.0,1547.559462802725,False,-1.0066409019709843,0,0.7310000000000001,61898,457,361,1.0,27349.953762746645,False,-0.014912250461132155,0,1.0100000000000002,80582,0,213,0.5,8732.999999999998,False,0.10729694852509875,0.3333333333333333,250458,0.0,0.0,6,0,0,5,2,2.0,2,7,9,122.0,18.0,7,6,9,602,0.8940544323995709,109.60936323087662
106,9,0,0,0,9.999999999999998,15,10.0,2.631903848303954,0,,28.60178496069441,66,31.575757575757574,40.99999999999999,12,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,8.354000000000001,4052,1062,0,0.0,10619.999999999998,False,-0.7519868602310056,0,1.235,67028,0,4,0.0,114.40713984277764,False,0.22317811231509505,56,17.122,-1933,588,0,0.0,1547.559462802725,False,-1.0211362980873122,0,0.7310000000000001,60108,504,371,1.0,29626.29962018998,False,-0.02340876454899178,0,1.0100000000000002,80780,0,210,0.9,8609.999999999998,False,0.10907621518046848,0.31666666666666665,248381,0.0,0.0,9,0,0,2,2,2.0,3,5,8,73.0,12.0,5,4,8,1102,0.7403750000521541,110.34973823092878
107,8,0,0,0,9.999999999999998,8,10.0,2.672425326876874,9,3.0,28.664194555371832,10,30.0,40.99999999999999,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,9,8.444,3763,1070,0,0.0,10699.999999999998,False,-0.7585832361979442,1,1.245,67185,0,9,0.9,257.9777509983465,False,0.22734960115779324,5,17.116000000000003,-2187,588,0,0.0,1571.386092203602,False,-1.0255503136821624,0,0.7310000000000001,60477,494,372,1.0,29412.112110353683,False,-0.01999483745223558,0,1.0100000000000002,80931,0,209,1.0,8568.999999999998,False,0.11077727231252525,0.48333333333333334,248515,0.0,0.0,7,0,0,1,4,3.2,2,3,11,46.0,15.0,3,5,11,900,0.5772319631651044,110.92697019409388
