index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
38,12,0,0,0,9.999999999999996,9,10.0,4.1162835155579165,13,6.538461538461538,26.860291696991023,113,29.36283185840708,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,13,3.966,23138,369,0,0.0,3689.9999999999986,False,-0.3381636113171559,0,0.4610000000000001,59155,0,8,0.0,214.8823335759282,False,0.08054410004171686,113,7.279000000000002,26057,311,0,0.0,1280.164173338512,False,-0.5132266918284392,0,0.722,71064,287,19,1.0,8487.903717036424,False,-0.018366830578382776,0,0.7670000000000001,80838,15,12,1.0,894.9043754548654,False,0.059549411313365205,0.3333333333333333,298598,0.0,0.0,7,0,0,5,7,7.0,12,17,12,110.0,45.0,7,5,12,910,0.948674475774169,52.427127972245216
39,12,0,0,0,9.999999999999996,11,10.0,4.08615807806686,3,3.0,27.003399391813684,65,27.661538461538463,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,3,3.983000000000001,22963,380,0,0.0,3799.9999999999986,False,-0.34134258768676484,0,0.4610000000000001,59155,0,8,0.0,216.02719513450947,False,0.08055453728812569,65,7.816000000000002,24490,314,0,0.0,1283.053636512994,False,-0.5417717783160453,0,0.7220000000000002,69769,338,18,1.0,9865.148994433024,False,-0.026270911307578346,0,0.7670000000000001,81155,9,13,1.0,776.0305945263233,False,0.06290672598333046,0.3333333333333333,295878,0.0,0.0,8,0,0,5,6,6.0,11,16,9,102.0,33.0,6,6,9,930,0.9401331525295973,53.367261124774814
40,9,0,0,0,9.999999999999996,7,10.0,3.9030322454718553,7,1.2857142857142858,26.680812967262078,23,22.08695652173913,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,7,4.050000000000001,22724,387,0,0.0,3869.9999999999986,False,-0.34674684751510015,0,0.4610000000000001,59426,0,4,0.2,106.72325186904831,False,0.08449925473488051,17,7.921000000000002,23949,319,0,0.0,1245.0672863055217,False,-0.5519822473670752,0,0.7220000000000002,70384,328,13,1.0,9284.306653261961,False,-0.02204005205324784,0,0.7670000000000001,80852,22,18,1.0,1324.9778852797658,False,0.06253488721717335,0.3666666666666667,295681,0.0,0.0,9,0,0,6,6,6.0,10,16,14,85.0,10.0,6,3,14,1165,1.111368895508349,54.47863002028316
41,14,0,0,0,9.999999999999998,12,10.0,3.8670342397115203,4,3.0,26.011280970171246,20,15.45,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,4.083000000000001,22520,399,0,0.0,3989.999999999999,False,-0.35056161915863093,2,0.4810000000000001,59438,0,4,0.4,104.04512388068498,False,0.08469363774164176,14,8.044000000000002,23563,319,0,0.0,1233.583922467975,False,-0.5591249528446716,0,0.7220000000000002,70647,335,10,1.0,9123.779125007368,False,-0.01965809973664661,0,0.7670000000000001,81100,15,21,1.0,1251.1692145525687,False,0.06528650243461397,0.39999999999999997,295614,0.0,0.0,8,0,0,8,7,6.333333333333334,12,20,16,165.0,27.0,10,4,16,940,1.1389134339988232,55.617543454281986
42,16,0,0,0,10.0,10,10.0,4.136316646381354,5,9.0,26.03621743765631,13,26.615384615384617,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,4.1290000000000004,22345,409,0,0.0,4090.0,False,-0.3538730528769736,1,0.48900000000000005,59587,0,5,0.5,130.18108718828154,False,0.08764865609616444,8,8.110000000000001,23367,319,0,0.0,1319.4850101956517,False,-0.5619155345957183,0,0.722,71057,325,10,1.0,8871.770667238301,False,-0.015956237423007245,0,0.7670000000000001,81164,18,21,1.0,1329.6519138778135,False,0.06663224522516398,0.4166666666666667,295866,0.0,0.0,9,0,0,8,4,3.2,14,22,6,176.0,31.0,12,4,6,920,1.0212382851168513,56.63878173939884
43,6,0,0,0,10.0,8,10.0,4.0648559632068295,2,1.0,26.345890453727737,18,31.22222222222222,40.99999999999999,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,2,4.144,22219,417,0,0.0,4170.0,False,-0.3561513192751934,5,0.538,59845,0,2,0.2,52.691780907455474,False,0.09164638327019282,8,8.182000000000002,23183,319,0,0.0,1296.6890522629785,False,-0.5654782655459661,1,0.7320000000000002,71143,326,10,1.0,8998.760287915242,False,-0.014007584447285218,0,0.7670000000000001,81287,15,22,1.0,1297.1883568059159,False,0.06802396050944323,0.3666666666666667,296023,0.0,0.0,7,0,0,5,5,4.25,12,17,13,97.0,0.0,6,0,13,956,0.911487721838057,57.550269461236894
44,13,0,0,0,10.0,9,10.0,4.0648559632068295,0,,26.345890453727737,0,,40.99999999999999,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,4.142,22129,426,0,0.0,4260.0,False,-0.35734343541379676,0,0.533,59845,0,2,0.0,52.691780907455474,False,0.09164638327019282,0,8.174000000000001,23183,319,0,0.0,1296.6890522629785,False,-0.5654782655459661,0,0.7310000000000001,71307,316,16,1.0,8981.301383377964,False,-0.011983645193516723,0,0.7670000000000001,81943,5,16,1.0,787.7294522686386,False,0.0732544902190429,0.3333333333333333,296753,0.0,0.0,7,0,0,5,0,0.0,13,18,10,137.0,30.0,8,5,10,910,1.0754013359546661,58.62567079719156
45,10,0,0,0,10.0,10,10.0,4.14111448077934,14,4.571428571428571,26.438683610577762,11,28.727272727272727,40.999999999999986,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,14,4.282000000000001,21694,436,0,0.0,4360.0,False,-0.36754265126629226,3,0.5630000000000001,59902,0,5,0.5,132.1934180528888,False,0.09341046055294823,6,8.234000000000002,23054,328,0,0.0,1358.2855496956236,False,-0.5672687979788894,0,0.7310000000000001,71401,317,16,1.0,9037.062704553151,False,-0.01039494046591265,0,0.7670000000000001,82353,0,11,0.5,450.99999999999983,False,0.07640418681648135,0.3333333333333333,296750,0.0,0.0,9,0,0,4,5,4.6,12,16,8,90.0,27.0,6,4,8,920,0.8222206933423877,59.44789149053395
46,8,0,0,0,10.0,11,10.0,4.310048306793728,6,6.666666666666667,26.3493422979523,2,15.0,40.999999999999986,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,6,4.328,21475,447,0,0.0,4470.0,False,-0.3718872523047579,0,0.56,59867,0,10,0.5,263.493422979523,False,0.09396930825945408,2,8.248000000000001,23007,329,0,0.0,1418.0058929351367,False,-0.567581311943339,0,0.7310000000000001,71729,307,18,1.0,8827.248085471356,False,-0.007486944970010787,1,0.7770000000000001,82766,0,2,0.2,81.99999999999997,False,0.07938266616264975,0.2833333333333333,297190,0.0,0.0,7,0,0,4,4,3.5,12,16,11,92.0,21.0,6,2,11,848,0.8704947214573622,60.31838621199131
47,11,0,0,0,10.0,11,10.0,4.081057736589865,6,1.0,26.97103113807079,44,30.227272727272727,40.999999999999986,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,6,4.3820000000000014,21227,458,0,0.0,4580.0,False,-0.37700010596587896,0,0.56,60097,0,5,0.0,134.85515569035394,False,0.09699020107293604,39,8.636000000000001,22442,335,0,0.0,1367.1543417576047,False,-0.5783466647665457,0,0.7310000000000001,71039,336,18,1.0,9800.266462391784,False,-0.010139431531526289,8,0.8560000000000001,82516,0,5,0.5,204.99999999999994,False,0.07692558363856772,0.25,295667,0.0,0.0,7,0,0,6,6,5.666666666666666,12,18,13,118.0,42.0,7,4,13,750,0.9246990121901035,61.243085224181414
48,13,0,0,0,10.0,10,10.0,3.8259664575879175,12,2.1666666666666665,27.29503668581515,27,30.25925925925926,40.99999999999999,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,12,4.496000000000001,20824,468,0,0.0,4680.0,False,-0.38635159478647874,5,0.6100000000000001,60343,0,6,0.6,163.7702201148909,False,0.10173917604261913,17,8.767,22059,341,0,0.0,1304.65456203748,False,-0.585899766961095,0,0.7310000000000001,71168,334,19,1.0,9895.54225306226,False,-0.007836970599331012,6,0.9080000000000001,82078,9,10,1.0,655.6553301723363,False,0.0741534166493237,0.43333333333333335,294818,0.0,0.0,7,0,0,5,10,9.5,13,18,14,93.0,66.0,6,7,14,771,0.9583555432036519,62.201440767385066
49,14,0,0,0,10.0,10,10.0,3.759444593475652,15,3.4,27.29503668581515,0,,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,15,4.634000000000001,20332,478,0,0.0,4780.0,False,-0.3980608244145385,0,0.6050000000000001,60333,0,11,0.5,300.24540354396663,False,0.10280103385489993,0,8.750000000000002,22018,351,0,0.0,1319.565052309954,False,-0.5865113952747748,0,0.7310000000000001,71496,324,21,1.0,9704.591886204107,False,-0.004806028088923483,2,0.9220000000000002,82472,0,9,0.9,369.0,False,0.07742091061954977,0.39999999999999997,294997,0.0,0.0,7,0,0,10,5,4.4,11,21,18,157.0,43.0,10,4,18,715,1.1966778645291924,63.39811863191426
50,18,0,0,0,10.0,11,10.0,3.6970461700584565,2,1.0,28.20958257763249,69,31.47826086956522,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,2,4.639000000000001,20176,489,0,0.0,4890.0,False,-0.4007364628589594,0,0.6050000000000001,60783,0,1,0.0,28.20958257763249,False,0.10852593292531347,59,9.340000000000002,20872,353,0,0.0,1305.0572980306351,False,-0.6075389069374544,0,0.7310000000000001,70078,375,19,1.0,11357.593466612183,False,-0.012516173295278816,0,0.9200000000000002,82538,0,9,0.8,369.0,False,0.07828121537599228,0.3,292793,0.0,0.0,10,0,0,7,4,4.0,14,21,12,158.0,36.0,10,8,12,1380,1.011001005768776,64.40911963768303
51,12,0,0,0,10.0,13,10.0,3.5967495625355275,5,2.0,28.09268513028962,13,25.53846153846154,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,4.687000000000001,19936,502,0,0.0,5020.0,False,-0.40537247006463917,4,0.645,60849,0,5,0.5,140.4634256514481,False,0.11075269783618794,8,9.361,20675,353,0,0.0,1269.6525955750412,False,-0.6114536184194089,0,0.7310000000000001,70529,365,18,1.0,10991.830072555711,False,-0.0090212725174621,0,0.9200000000000002,82575,3,10,1.0,494.2780553908689,False,0.07958000218589666,0.4166666666666667,292910,0.0,0.0,8,0,0,7,4,3.8,13,20,10,166.0,21.0,10,2,10,950,0.9279040740802884,65.33702371176332
52,10,0,0,0,10.0,5,10.0,2.811595042512716,33,1.0,27.78334833629041,6,14.0,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,33,5.012000000000001,18803,507,0,0.0,5070.0,False,-0.43472501854402884,0,0.6410000000000001,60834,5,15,1.0,430.8082002569197,False,0.11312615735488116,6,9.413000000000002,20513,371,0,0.0,1043.1017607722176,False,-0.6164727708927685,0,0.7310000000000001,70939,355,18,1.0,10601.088659383095,False,-0.006223596729648614,0,0.9200000000000004,82901,0,9,0.9,369.0,False,0.08301289153642609,0.48333333333333334,292336,0.0,0.0,7,0,0,6,5,5.0,10,16,12,98.0,27.0,6,4,12,870,0.8850440680980682,66.22206777986139
53,12,0,0,0,10.0,10,10.0,2.811595042512716,0,,26.489887076607832,29,15.517241379310345,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,4.979,18703,517,0,0.0,5170.0,False,-0.4360495920313659,0,0.6410000000000001,60834,0,20,0.5,529.7977415321567,False,0.11402860553862841,29,9.697000000000001,19403,371,0,0.0,1043.1017607722176,False,-0.6367116258476414,0,0.7310000000000001,71294,351,17,1.0,9994.95036388935,False,-0.005546682196323262,0,0.9200000000000004,82916,13,10,1.0,754.3685319959018,False,0.0857200394436428,0.4166666666666667,291496,0.0,0.0,8,0,0,8,7,7.0,10,18,5,70.0,14.0,7,5,5,920,0.9243201790377498,67.14638795889914
54,5,0,0,0,10.0,11,10.0,3.1691748090472847,17,5.235294117647059,25.30765735233389,28,14.857142857142858,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,17,5.149000000000001,18203,528,0,0.0,5280.0,False,-0.4478382960686659,0,0.6410000000000001,60918,0,20,0.6,506.1531470466778,False,0.11534463622068258,22,9.888000000000002,18592,382,0,0.0,1210.6247770560628,False,-0.6499715126533314,0,0.7310000000000001,71704,341,17,1.0,9326.911157145856,False,-0.004556283762752301,0,0.9200000000000004,82910,31,10,1.0,1194.5373779223507,False,0.08851061288842342,0.43333333333333335,290673,0.0,0.0,10,0,0,3,7,7.0,9,12,11,28.0,9.0,2,3,11,1026,0.682202659547329,67.82859061844647
55,11,0,0,0,10.0,6,10.0,3.192533503970329,3,4.0,24.865950416183228,11,14.909090909090908,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,3,5.162000000000002,18083,534,0,0.0,5340.0,False,-0.4502225283458726,0,0.6410000000000001,60966,0,17,0.0,422.7211570751149,False,0.11545921375763615,8,9.946000000000003,18388,385,0,0.0,1229.1253990285768,False,-0.6535224232014899,0,0.7310000000000001,72025,334,18,1.0,9043.227439005199,False,-0.002220971629461594,1,0.9300000000000002,83196,29,10,1.0,1131.1125620693138,False,0.09182523144850112,0.3333333333333333,291004,0.0,0.0,7,0,0,5,4,3.5,12,17,11,112.0,27.0,7,4,11,846,0.8845104584470391,68.71310107689351
56,11,0,0,0,10.0,10,10.0,3.0832186746299444,18,2.5,25.23520851537298,21,29.333333333333332,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,18,5.339000000000002,17495,544,0,0.0,5440.0,False,-0.46447493906961956,0,0.6410000000000001,61389,1,17,1.0,432.08176343597063,False,0.12325719540009089,11,10.048000000000002,18104,392,0,0.0,1208.6217204549382,False,-0.6588875766208866,0,0.7310000000000001,72051,329,22,1.0,9204.38360155771,False,-0.0008317348074240635,4,0.9690000000000003,83170,35,10,1.0,1293.2322980380545,False,0.09254293245328972,0.5,290555,0.0,0.0,9,0,0,3,7,6.4,13,16,13,102.0,45.0,6,5,13,1073,0.9068152448162436,69.61991632170975
57,13,0,0,0,10.0,10,10.0,2.468111518818415,43,1.0,24.818150413545855,9,14.222222222222221,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,43,5.751000000000003,15956,554,0,0.0,5540.0,False,-0.5039207375225178,0,0.6410000000000001,61469,0,13,0.1,322.6359553760961,False,0.12371807781362111,4,10.077000000000002,17965,435,0,0.0,1073.6285106860105,False,-0.6626526710667698,0,0.7310000000000001,72461,319,22,1.0,8818.989981921128,False,0.00200079501232535,0,0.9650000000000001,83452,34,10,1.0,1253.817114060559,False,0.095961893153151,0.35000000000000003,289649,0.0,0.0,10,0,0,7,3,3.0,11,18,19,93.0,19.0,7,6,19,1000,1.0940602365881205,70.71397655829787
58,19,0,0,0,10.0,12,10.0,2.4569951471276728,1,1.0,25.545387395235217,65,27.93846153846154,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,1,5.718000000000001,15813,566,0,0.0,5660.0,False,-0.5061195295114973,0,0.6410000000000001,61468,0,14,0.1,357.635423533293,False,0.12401892080894611,65,10.723000000000003,16737,435,0,0.0,1068.7928890005376,False,-0.6850871283708585,0,0.7310000000000001,71161,366,22,1.0,10251.611786656089,False,-0.005607546002476102,0,0.9650000000000001,83756,32,10,1.0,1227.452396647527,False,0.09975267800257791,0.35000000000000003,287281,0.0,0.0,9,0,0,9,4,4.0,13,22,9,180.0,30.0,11,8,9,940,0.9520743815228343,71.6660509398207
59,9,0,0,0,10.0,9,10.0,2.5316489222653598,4,4.75,25.462116858282485,95,25.242105263157896,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,5.7570000000000014,15643,575,0,0.0,5750.0,False,-0.5094309632298399,0,0.6410000000000001,61757,0,5,0.1,127.31058429141243,False,0.1271885366422774,85,11.508000000000003,12790,438,0,0.0,1108.8622279522276,False,-0.75668828308914,0,0.7310000000000001,69558,426,25,1.0,11871.861781628339,False,-0.015942608668037483,3,0.9950000000000001,83634,47,10,1.0,1606.7194923392767,False,0.10063427592540941,0.35000000000000003,281728,0.0,0.0,8,0,0,7,9,8.6,11,18,8,119.0,21.0,7,2,8,995,0.7629203889518976,72.4289713287726
60,8,0,0,0,10.0,8,10.0,2.601759780860174,27,2.888888888888889,25.29678742497951,5,15.0,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,27,6.023000000000002,14921,583,0,0.0,5830.0,False,-0.5274981455971177,0,0.6410000000000001,61751,0,8,0.3,202.37429939983608,False,0.12776346339137415,5,11.473000000000003,12613,462,0,0.0,1202.0130187574002,False,-0.7590663413368821,0,0.7310000000000001,69811,421,27,1.0,11756.947505916374,False,-0.013393722995448326,2,1.0120000000000002,84028,37,10,1.0,1345.9811347242419,False,0.10407068273475403,0.3833333333333333,281470,0.0,0.0,6,0,0,6,4,3.6666666666666665,10,16,8,83.0,39.0,5,3,8,777,0.7571017481386662,73.18607307691127
61,8,0,0,0,10.0,12,10.0,2.601759780860174,0,,24.845468035910045,29,20.413793103448278,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,5.996000000000001,14801,595,0,0.0,5950.0,False,-0.5290876337819223,0,0.6410000000000001,61981,0,3,0.0,74.53640410773014,False,0.13079165287726982,24,11.708000000000004,11795,462,0,0.0,1202.0130187574002,False,-0.7739811011144371,0,0.7310000000000001,70207,417,25,1.0,11385.56017097449,False,-0.01065239665931609,0,1.0100000000000002,83860,50,12,1.0,1734.2734017955022,False,0.10441149550813711,0.3333333333333333,280990,0.0,0.0,9,0,0,3,4,4.0,14,17,4,103.0,6.0,6,2,4,1170,0.6988171050325036,73.88489018194377
62,4,0,0,0,10.0,7,10.0,2.601759780860174,0,,23.794739690693472,55,18.4,41.000000000000014,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,5.996,14731,602,0,0.0,6020.0,False,-0.5300148352230581,7,0.7110000000000001,62014,0,0,0.0,0.0,False,0.13071382988421917,45,12.134000000000002,9560,462,0,0.0,1202.0130187574002,False,-0.8147323090641134,0,0.7310000000000001,70578,412,24,1.0,10787.43275256571,False,-0.0097147128239783,0,1.0100000000000002,83297,90,13,1.0,2674.526572162413,False,0.10320089792459561,0.3333333333333333,278526,0.0,0.0,7,0,0,4,11,10.4,10,14,8,50.0,3.0,3,1,8,890,0.6084171440452337,74.49330732598901
63,8,0,0,0,10.000000000000002,10,10.0,2.61246283996166,6,2.8333333333333335,23.794739690693472,0,,41.000000000000014,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,6,6.056000000000002,14499,612,0,0.0,6120.000000000001,False,-0.5348362827169652,0,0.7040000000000002,61997,0,6,0.6,142.76843814416083,False,0.13170542837217764,0,12.089000000000002,9560,462,0,0.0,1206.957832062287,False,-0.8146872291725564,0,0.7310000000000001,70906,402,26,1.0,10631.485355658775,False,-0.0064556398473690525,0,1.0100000000000002,83789,80,11,1.0,2354.579175255478,False,0.1075288343864819,0.43333333333333335,279097,0.0,0.0,8,0,0,2,2,2.0,8,10,9,71.0,27.0,4,4,9,920,0.7081495933234692,75.20145691931248
64,9,0,0,0,10.000000000000002,11,10.0,2.874600621788981,5,9.0,24.43894322607319,10,44.0,41.000000000000014,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,6.100000000000001,14314,623,0,0.0,6230.000000000001,False,-0.5382801737840416,4,0.7440000000000002,62248,0,5,0.5,122.19471613036595,False,0.1360943998188565,0,12.089000000000002,9560,462,0,0.0,1328.065487266509,False,-0.8135831389619244,0,0.7310000000000001,71055,397,27,1.0,10809.260460751057,False,-0.0033547944995825966,0,1.0100000000000002,84020,75,10,1.0,2242.920741955489,False,0.1098121716305088,0.4166666666666667,279543,0.0,0.0,9,0,0,1,2,1.8,9,10,9,83.0,42.0,5,4,9,1150,0.7464965982362628,75.94795351754874
65,9,0,0,0,10.000000000000002,11,10.0,2.792848818638803,5,1.0,24.491040248247643,23,25.130434782608695,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,6.145000000000001,14089,634,0,0.0,6340.000000000001,False,-0.5427837236409876,0,0.7400000000000002,62463,0,5,0.5,122.45520124123821,False,0.14001691313010511,18,12.269000000000002,9091,462,0,0.0,1290.296154211127,False,-0.8224788389624293,0,0.7310000000000001,70951,406,27,1.0,11050.362340788542,False,-0.0031390543113747177,0,1.0100000000000002,84366,69,10,1.0,2099.8817771290874,False,0.11339000337036823,0.4166666666666667,279306,0.0,0.0,10,0,0,3,5,5.0,9,12,14,92.0,39.0,6,3,14,1150,0.7470905482769012,76.69504406582564
66,14,0,0,0,10.0,9,10.0,2.775640787535388,1,1.0,24.491040248247643,0,,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,1,6.15,13976,643,0,0.0,6430.0,False,-0.544585143583766,0,0.7400000000000002,62462,0,6,0.1,146.94624148948586,False,0.14022195497756842,0,12.251000000000003,9091,462,0,0.0,1282.3460438413492,False,-0.8225513169492082,0,0.7310000000000001,70951,396,37,1.0,11215.451938306067,False,-0.0020630894175601966,0,1.0100000000000002,84366,59,20,1.0,2264.971374646611,False,0.11446596826418275,0.35000000000000003,279192,0.0,0.0,2,0,0,7,1,1.0,3,10,10,148.0,57.0,10,4,10,90,0.8470675284042954,77.54211159422994
67,10,0,0,0,10.0,9,10.0,2.775640787535388,0,,25.15988340835616,64,28.03125,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,6.149000000000001,13886,652,0,0.0,6520.0,False,-0.5457772597223693,4,0.78,62618,0,0,0.0,0.0,False,0.1417266842920959,54,12.791,8006,462,0,0.0,1282.3460438413492,False,-0.8423343418375299,0,0.7310000000000001,69377,445,47,1.0,13123.14811671849,False,-0.010146720305027028,0,1.0100000000000002,84146,54,30,1.0,2588.6337040512326,False,0.11370774211746569,0.3333333333333333,276379,0.0,0.0,3,0,0,2,4,3.8,4,6,16,77.0,31.0,6,4,16,310,0.8548270724713802,78.39693866670132
68,16,0,0,0,10.0,11,10.0,2.775640787535388,0,,24.925674271497474,8,16.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,6.149000000000003,13776,663,0,0.0,6630.0,False,-0.5472342905584402,0,0.7760000000000002,62618,0,0,0.0,0.0,False,0.1417266842920959,8,12.817000000000002,7822,462,0,0.0,1282.3460438413492,False,-0.8456892511273466,0,0.7310000000000001,69313,439,57,1.0,13279.371005187391,False,-0.009962778750554681,0,1.0100000000000002,84082,48,40,1.0,2836.4323650318793,False,0.11448852513153462,0.3333333333333333,275957,0.0,0.0,3,0,0,5,2,2.0,5,10,17,150.0,48.0,10,6,17,110,0.9757882850244641,79.37272695172578
69,17,0,0,0,10.0,18,10.0,2.784820029915928,4,3.0,24.800660842599523,4,16.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,6.189000000000001,13512,681,0,0.0,6810.0,False,-0.5518438062943732,0,0.776,62606,0,4,0.4,99.20264337039809,False,0.142412276810743,4,12.849000000000002,7742,462,0,0.0,1286.5868538211587,False,-0.847109245566404,0,0.7310000000000001,69249,433,67,1.0,13485.686144845593,False,-0.00945236293881676,0,1.0100000000000002,84082,38,50,1.0,2992.4251120187823,False,0.11550520166337819,0.39999999999999997,275537,0.0,0.0,5,0,0,4,2,2.0,7,11,4,168.0,21.0,11,6,4,180,0.8978652404621243,80.2705921921879
70,4,0,0,0,10.0,12,10.0,2.7963899319940255,5,3.0,24.715536523614986,18,23.5,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,6.235000000000001,13287,693,0,0.0,6930.0,False,-0.5562148988025856,5,0.8260000000000001,62691,0,5,0.5,123.57768261807493,False,0.1441843165522662,9,12.935000000000002,7527,462,0,0.0,1291.9321485812397,False,-0.8509806532174197,0,0.7310000000000001,69110,432,77,1.0,13834.111778201674,False,-0.008993366671000685,0,1.0100000000000002,83798,37,60,1.0,3374.474851373755,False,0.11429327822629767,0.4166666666666667,274759,0.0,0.0,3,0,0,1,5,4.2,2,3,7,40.0,18.0,3,1,7,120,0.5590493613854051,80.82964155357331
71,7,0,0,0,10.0,11,10.0,3.5498115274610944,29,5.724137931034483,24.820167503013998,5,30.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,29,6.520000000000001,12547,704,0,0.0,7040.0,False,-0.5743615555791035,0,0.8210000000000002,62675,0,9,0.4,223.381507527126,False,0.14480245699268052,5,12.976,7347,487,0,0.0,1728.758213873553,False,-0.8502802606083185,0,0.7310000000000001,68960,427,87,1.0,14165.211523786977,False,-0.008790675314552361,0,1.0100000000000002,83798,27,70,1.0,3540.1445225813786,False,0.11537302372734444,0.39999999999999997,273673,0.0,0.0,3,0,0,2,3,3.0,3,5,9,88.0,36.0,5,2,9,110,0.7081514419987798,81.53779299557209
72,9,0,0,0,10.0,6,10.0,3.422476673934513,14,2.5,26.007646944880175,15,44.0,41.00000000000001,0,,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,14,6.631000000000002,12133,710,0,0.0,7100.0,False,-0.5845342799618523,6,0.881,63113,0,1,0.1,26.007646944880175,False,0.15098922095856399,0,12.971000000000004,7313,500,0,0.0,1711.2383369672566,False,-0.8510599112319513,0,0.7310000000000001,68740,422,97,1.0,14952.227010739436,False,-0.006529015663155211,0,1.0100000000000002,83358,27,80,1.0,3982.2064675117654,False,0.1125187798500448,0.35000000000000003,273003,0.0,0.0,3,0,0,2,5,4.2,3,5,8,86.0,42.0,5,4,8,280,0.7061203923076391,82.24391338787973
