index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,18,0,0,0,10.000000000000002,20,10.0,9.865479017597186,5,9.2,28.34013497287319,31,28.516129032258064,40.99999999999999,10,41.0,2,1.0210000000000001,41252,356,0,0.0,3560.0000000000005,False,-0.06596340431073777,3,1.0040000000000002,41545,324,0,0.0,3240.0000000000005,False,-0.0630765557509062,0,0.56,70658,0,33,0.5,935.2244541048153,False,0.003635099439131999,13,1.068,72643,0,0,0.0,0.0,False,0.025046565445617203,0,0.2,93091,0,0,0.0,0.0,False,0.0,10,2.901000000000001,80425,282,0,0.0,7991.91806235024,False,-0.09313511476753797,0.08333333333333333,399614,0.0,0.0,8,0,0,13,8,7.6,9,22,22,198.0,66.0,11,7,22,424,1.0970739499898627,76.94634247623617
34,22,0,0,0,10.000000000000002,20,10.0,9.844424474173138,4,9.5,27.13891153935904,10,13.0,40.99999999999999,11,41.0,0,1.0190000000000001,41152,366,0,0.0,3660.0000000000005,False,-0.06704868572420829,4,1.0410000000000004,41387,334,0,0.0,3340.0000000000005,False,-0.06542076360400252,0,0.56,70750,0,27,0.4,732.7506115626941,False,0.0035047596345507796,0,1.0550000000000002,72643,0,0,0.0,0.0,False,0.025046565445617203,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,3.001000000000001,80135,292,0,0.0,7924.5621694928395,False,-0.09661212056217665,0.06666666666666667,399158,0.0,0.0,7,0,0,14,5,5.0,12,26,20,237.0,84.0,14,8,20,330,1.3338782510254532,78.28022072726162
35,20,0,0,0,10.0,20,10.0,9.786068275664153,11,9.454545454545455,27.986034593858456,26,31.73076923076923,40.999999999999986,13,41.0,6,1.0790000000000002,40969,375,0,0.0,3750.0,False,-0.0700440624253869,5,1.0870000000000004,41203,345,0,0.0,3450.0,False,-0.06822078965075644,0,0.56,70831,0,25,0.9,699.6508648464614,False,0.004414198685206662,15,1.205,72633,0,2,0.2,55.97206918771691,False,0.025300361723117133,0,0.2,93091,0,0,0.0,0.0,False,0.0,13,3.1200000000000014,79088,318,0,0.0,8899.559000846988,False,-0.10262238561812104,0.18333333333333335,397815,0.0,0.0,7,0,0,12,13,13.0,9,21,21,198.0,87.0,11,9,21,365,1.307650436006952,79.58787116326857
36,21,0,0,0,10.0,20,10.0,9.79535053711456,3,10.0,25.706901033219037,27,15.0,40.999999999999986,13,41.0,1,1.0830000000000002,40806,390,0,0.0,3900.0,False,-0.071954157713095,2,1.1020000000000003,41126,350,0,0.0,3500.0,False,-0.06934948232076578,2,0.5800000000000001,71154,0,1,0.1,25.706901033219037,False,0.004217043665922597,0,1.1900000000000002,72613,0,4,0.2,102.82760413287615,False,0.025348730062460342,0,0.2,93091,0,0,0.0,0.0,False,0.0,13,3.2370000000000014,78453,345,0,0.0,8868.880856460568,False,-0.10960844304787482,0.05000000000000001,397243,0.0,0.0,8,0,0,9,8,7.181818181818182,13,22,21,165.0,94.0,10,11,21,440,1.2866895649931394,80.87456072826171
37,21,0,0,0,10.0,20,10.0,9.786153582893713,2,9.5,24.03343472914747,21,13.0,40.99999999999999,9,41.0,0,1.082,40706,400,0,0.0,4000.0,False,-0.07303943912656552,2,1.1200000000000003,40998,360,0,0.0,3600.0,False,-0.07104252132577978,20,0.778,70490,0,2,0.2,48.06686945829494,False,-0.004994730559220663,0,1.1900000000000002,72613,0,4,0.0,96.13373891658988,False,0.025301502362960717,0,0.2,93091,0,0,0.0,0.0,False,0.0,9,3.314000000000001,78062,366,0,0.0,8796.237110867974,False,-0.11419881024552331,0.03333333333333333,395960,0.0,0.0,5,0,0,11,8,7.857142857142858,13,24,18,216.0,86.0,12,9,18,200,1.1708788760006428,82.04543960426236
38,18,0,0,0,10.0,20,10.0,9.389504964476387,64,9.03125,24.705660923273474,5,44.0,41.0,8,41.0,18,1.262,40317,409,0,0.0,4090.0,False,-0.08050617525124265,46,1.5780000000000003,39540,371,0,0.0,3710.0,False,-0.10149551778776236,0,0.758,70454,0,6,0.4,148.23396553964085,False,-0.004796001259104001,1,1.2000000000000002,72255,50,10,1.0,716.531857456554,False,0.024626995664168216,0,0.2,93091,0,0,0.0,0.0,False,0.0,8,3.3850000000000007,77746,371,0,0.0,9165.80020253446,False,-0.11560838210710785,0.2333333333333333,393403,0.0,0.0,5,0,0,9,13,12.2,14,23,20,198.0,65.0,11,7,20,200,1.0604538620100357,83.10589346627239
39,20,0,0,0,10.0,20,10.0,9.225860075135202,75,8.986666666666666,24.705660923273474,0,,41.00000000000001,11,41.0,31,1.554,39742,420,0,0.0,4200.0,False,-0.09179310195133598,44,1.9720000000000002,38442,380,0,0.0,3800.0,False,-0.12435154435545137,0,0.758,70446,0,7,0.1,172.9396264629143,False,-0.00473457959542457,0,1.1990000000000003,71589,114,20,1.0,1545.8612670308826,False,0.02108046838510244,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,3.4870000000000014,77582,371,0,0.0,9165.80020253446,False,-0.11737009913668106,0.18333333333333335,390892,0.0,0.0,6,0,0,12,7,7.0,14,26,16,222.0,78.0,14,6,16,200,1.2976213079527952,84.40351477422519
40,16,0,0,0,9.999999999999998,20,10.0,9.370710364657029,16,10.875,24.093357971974264,9,15.0,41.0,11,41.0,15,1.673,39447,430,0,0.0,4299.999999999999,False,-0.09711098087734149,1,1.9380000000000004,38329,390,0,0.0,3899.999999999999,False,-0.12571899893642421,2,0.778,70489,0,2,0.2,48.18671594394853,False,-0.005007995738951695,0,1.1990000000000003,71435,118,30,1.0,1828.5445621887575,False,0.020901849651385414,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,3.586000000000001,77283,380,0,0.0,9155.47602935022,False,-0.12063746211046063,0.19999999999999998,390074,0.0,0.0,6,0,0,12,7,6.222222222222222,10,22,15,180.0,78.0,10,6,15,200,0.9350450460333377,85.33855982025852
41,15,0,0,0,9.999999999999998,20,10.0,9.370710364657029,0,,21.253121304609337,54,14.5,40.99999999999999,11,41.0,0,1.6580000000000001,39367,438,0,0.0,4379.999999999999,False,-0.09797920600811791,0,1.9370000000000003,38209,402,0,0.0,4019.999999999999,False,-0.12702133663258883,11,0.8860000000000001,70288,0,0,0.0,0.0,False,-0.008184229835750973,11,1.3090000000000002,71627,108,10,1.0,1224.5679324290525,False,0.019349833016517003,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,3.685000000000001,76336,434,0,0.0,9223.854646200452,False,-0.13044303613560676,0.16666666666666666,388918,0.0,0.0,9,0,0,10,5,4.846153846153847,11,21,16,162.0,63.0,9,6,16,634,0.9505139410030097,86.28907376126153
42,16,0,0,0,9.999999999999998,20,10.0,9.323827231818361,33,9.090909090909092,20.951485349259407,10,16.0,40.99999999999999,10,41.0,17,1.8280000000000003,39010,447,0,0.0,4469.999999999999,False,-0.10475136202817391,16,2.0970000000000004,37861,413,0,0.0,4129.999999999999,False,-0.13338108571552604,0,0.8750000000000002,70268,0,2,0.2,41.902970698518814,False,-0.008170803672330836,0,1.2980000000000003,71507,129,10,1.0,1412.2885663971626,False,0.018980982717144223,0,0.2,93091,0,0,0.0,0.0,False,0.0,10,3.7740000000000005,76034,444,0,0.0,9302.459495071176,False,-0.13326497999231302,0.19999999999999998,387771,0.0,0.0,7,0,0,9,8,8.0,12,21,17,147.0,66.0,9,7,17,360,1.0839729859726503,87.37304674723418
43,17,0,0,0,9.999999999999998,20,10.0,9.331371641711346,2,10.0,20.626776324435216,11,16.0,40.99999999999999,9,41.0,1,1.8210000000000002,38877,459,0,0.0,4589.999999999999,False,-0.10633587289184085,1,2.091,37768,421,0,0.0,4209.999999999999,False,-0.13453148401380477,0,0.8750000000000002,70268,0,2,0.0,41.25355264887043,False,-0.008175385557311628,1,1.308,71627,121,10,1.0,1335.363731891425,False,0.020131538436892613,0,0.2,93091,0,0,0.0,0.0,False,0.0,9,3.8540000000000014,75740,455,0,0.0,9385.183227618023,False,-0.1359788635441771,0.16666666666666666,387371,0.0,0.0,5,0,0,12,6,5.090909090909091,11,23,24,198.0,78.0,11,6,24,200,1.1068828869611025,88.47992963419529
44,24,0,0,0,9.999999999999998,20,10.0,9.465012658501411,16,10.8125,20.626776324435216,0,,40.999999999999986,8,41.0,2,1.8400000000000003,38721,472,0,0.0,4719.999999999999,False,-0.10831108506435719,14,2.230000000000001,37516,428,0,0.0,4279.999999999999,False,-0.1392416053482668,0,0.8750000000000002,70248,0,4,0.2,82.50710529774086,False,-0.008166541278872487,0,1.3070000000000002,71474,125,20,1.0,1595.6621088013808,False,0.0198090965513447,0,0.2,93091,0,0,0.0,0.0,False,0.0,8,3.9250000000000007,75652,455,0,0.0,9385.183227618023,False,-0.13692417512102126,0.19999999999999998,386702,0.0,0.0,6,0,0,16,5,5.0,11,27,24,258.0,85.0,16,8,24,200,1.2777337090228684,89.75766334321816
45,24,0,0,0,10.0,20,10.0,9.53995959819687,26,10.0,21.44020305978818,5,46.0,40.999999999999986,7,41.0,13,1.9680000000000004,38475,481,0,0.0,4810.0,False,-0.11267391634650865,13,2.346000000000001,37224,439,0,0.0,4390.0,False,-0.14438583924811704,1,0.8850000000000002,70442,0,0,0.0,0.0,False,-0.006011175706948129,0,1.3070000000000002,71214,141,30,1.0,1988.3403951394039,False,0.018910794682645296,0,0.2,93091,0,0,0.0,0.0,False,0.0,7,3.9870000000000014,75354,460,0,0.0,9862.493407502561,False,-0.13756166864947972,0.16666666666666666,385800,0.0,0.0,6,0,0,16,5,4.2,12,28,26,262.0,84.0,16,8,26,200,1.3863368120510131,91.14400015526917
46,26,0,0,0,10.0,20,10.0,9.550718623973758,4,10.0,20.69672640785,12,12.0,40.999999999999986,7,41.0,2,1.9750000000000005,38359,490,0,0.0,4900.0,False,-0.11421501595363678,2,2.3530000000000006,37088,450,0,0.0,4500.0,False,-0.14614399513793927,12,1.0040000000000002,70114,0,4,0.4,82.7869056314,False,-0.010055406490719409,0,1.3070000000000002,71214,131,40,1.0,2079.0131960545623,False,0.019550524891732198,0,0.2,93091,0,0,0.0,0.0,False,0.0,7,4.050000000000001,75134,472,0,0.0,9768.8548645052,False,-0.14042788849348914,0.2333333333333333,385000,0.0,0.0,6,0,0,14,5,5.0,13,27,23,255.0,79.0,15,11,23,200,1.3881428150343709,92.53214297030354
47,23,0,0,0,10.0,20,10.0,9.553618508151983,1,10.0,20.904732876984365,16,22.6875,40.999999999999986,13,41.0,0,1.9730000000000003,38259,500,0,0.0,5000.0,False,-0.11530029736710729,1,2.3610000000000007,36975,460,0,0.0,4600.0,False,-0.1475114497189121,1,1.0020000000000002,70298,0,0,0.0,0.0,False,-0.00804312242478975,0,1.3070000000000002,71347,122,39,1.0,1980.826040196932,False,0.0207345066898807,0,0.2,93091,0,0,0.0,0.0,False,0.0,13,4.173000000000001,74545,488,0,0.0,10201.50964396837,False,-0.14443120363961945,0.16666666666666666,384515,0.0,0.0,7,0,0,10,6,5.2,14,24,24,216.0,92.0,12,11,24,343,1.3283663900219835,93.86050936032552
48,24,0,0,0,10.0,20,10.0,9.556797009565043,1,10.0,19.93382639902282,18,12.5,40.999999999999986,9,41.0,0,1.9730000000000003,38189,507,0,0.0,5070.0,False,-0.11605999435653665,1,2.3700000000000006,36832,473,0,0.0,4730.0,False,-0.1492044887239261,9,1.0910000000000002,70072,0,1,0.1,19.93382639902282,False,-0.011091509380827484,0,1.3070000000000004,71464,112,40,1.0,1867.7143210321976,False,0.021587418306091576,0,0.2,93091,0,0,0.0,0.0,False,0.0,9,4.250000000000001,74202,506,0,0.0,10086.516157905548,False,-0.14873341054502828,0.18333333333333335,383850,0.0,0.0,7,0,0,14,5,5.0,12,26,20,192.0,60.0,14,10,20,317,1.8011141759925522,95.66162353631807
49,20,0,0,0,10.0,20,10.0,9.563700808333849,2,10.0,19.93382639902282,0,,40.999999999999986,12,41.0,0,1.9730000000000003,38079,518,0,0.0,5180.0,False,-0.11725380391135422,2,2.3890000000000002,36715,482,0,0.0,4820.0,False,-0.15076729395932364,0,1.082,70062,0,2,0.1,39.86765279804564,False,-0.011091976260102991,0,1.3070000000000002,71454,103,50,1.0,1981.7525032095273,False,0.022250892527018645,0,0.2,93091,0,0,0.0,0.0,False,0.0,12,4.361000000000001,74016,506,0,0.0,10086.516157905548,False,-0.15073145546881256,0.18333333333333335,383417,0.0,0.0,6,0,0,13,5,5.0,11,24,16,186.0,69.0,12,8,16,200,1.5656842620228417,97.22730779834092
50,16,0,0,0,10.0,20,10.0,9.571123731213971,2,10.0,19.93382639902282,0,,40.99999999999998,9,41.0,1,1.9830000000000003,37966,528,0,0.0,5280.0,False,-0.11862125849232706,1,2.3970000000000007,36602,492,0,0.0,4920.0,False,-0.1521347485402965,0,1.0820000000000003,70052,0,3,0.1,59.80147919706846,False,-0.011092443139378294,0,1.3070000000000004,71444,94,60,1.0,2095.7152146754825,False,0.0229138342741117,0,0.2,93091,0,0,0.0,0.0,False,0.0,9,4.439000000000001,73890,506,0,0.0,10086.516157905548,False,-0.15208496977202124,0.18333333333333335,383045,0.0,0.0,6,0,0,7,5,5.0,13,20,14,129.0,39.0,8,8,14,200,1.2416903019766323,98.46899810031755
51,14,0,0,0,10.000000000000002,20,10.0,9.579080685898612,2,10.0,20.831195399075177,5,46.0,40.99999999999998,10,41.0,1,1.9920000000000002,37873,536,0,0.0,5360.000000000001,False,-0.11977165679060581,1,2.4060000000000006,36469,504,0,0.0,5040.000000000001,False,-0.15371925940396344,0,1.0820000000000003,70042,0,4,0.1,83.32478159630071,False,-0.01106758493539883,0,1.3070000000000002,71664,85,65,1.0,2168.2495592412683,False,0.026529953993630832,0,0.2,93091,0,0,0.0,0.0,False,0.0,10,4.530000000000001,73534,511,0,0.0,10644.740848927415,False,-0.1529109105663952,0.18333333333333335,382673,0.0,0.0,7,0,0,7,5,5.0,11,18,18,108.0,39.0,6,8,18,430,0.9295679290080443,99.3985660293256
52,18,0,0,0,10.000000000000002,20,10.0,9.583374940135531,1,10.0,21.758476030510945,5,46.0,40.999999999999986,9,41.0,1,2.001000000000001,37760,546,0,0.0,5460.000000000001,False,-0.12113911137157865,0,2.4050000000000007,36369,514,0,0.0,5140.000000000001,False,-0.15480454081743397,0,1.082,70032,0,5,0.1,108.79238015255473,False,-0.011029009001576443,0,1.3070000000000002,71894,75,70,1.0,2241.846442645931,False,0.030294677729341447,0,0.2,93091,0,0,0.0,0.0,False,0.0,9,4.610000000000001,73178,516,0,0.0,11227.373631743647,False,-0.15360575333950835,0.18333333333333335,382324,0.0,0.0,7,0,0,9,4,4.0,14,23,20,183.0,51.0,11,7,20,430,1.0911268839845434,100.48969291331014
53,20,0,0,0,10.000000000000002,20,10.0,9.59261097804378,2,10.0,24.19116346995978,15,44.0,40.999999999999986,11,41.0,1,2.0100000000000002,37637,557,0,0.0,5570.000000000001,False,-0.12261509409389855,1,2.4150000000000005,36266,523,0,0.0,5230.000000000001,False,-0.15606346725705975,0,1.082,70242,0,1,0.1,24.19116346995978,False,-0.008662646303903385,0,1.3070000000000002,72324,66,70,1.0,2326.4937674480743,False,0.03695951464305512,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,4.711000000000001,72352,531,0,0.0,12845.507802548642,False,-0.15378764970540307,0.18333333333333335,381912,0.0,0.0,9,0,0,12,5,5.0,12,24,20,186.0,39.0,12,8,20,860,1.2175017130211927,101.70719462633133
54,20,0,0,0,10.000000000000002,20,10.0,9.60240450808432,2,10.0,25.326288550696805,15,34.666666666666664,40.99999999999998,13,41.0,1,2.0190000000000006,37564,563,0,0.0,5630.000000000001,False,-0.12354843610948318,1,2.424000000000001,36113,537,0,0.0,5370.000000000001,False,-0.1578650344034208,9,1.1720000000000002,70188,0,0,0.0,0.0,False,-0.00959530394536321,0,1.3070000000000002,72524,58,75,1.0,2456.411102771151,False,0.04069827780360069,0,0.2,93091,0,0,0.0,0.0,False,0.0,13,4.830000000000001,71606,546,0,0.0,13828.153548680455,False,-0.15652343648322367,0.16666666666666666,381086,0.0,0.0,7,0,0,11,8,7.8,12,23,17,183.0,72.0,11,9,17,420,1.2575762980268337,102.96477092435816
55,17,0,0,0,10.000000000000002,20,10.0,9.612748322878689,2,10.0,26.713794130417458,10,44.0,40.99999999999998,8,41.0,1,2.0280000000000005,37441,574,0,0.0,5740.000000000001,False,-0.1250244188318031,1,2.4330000000000007,36010,546,0,0.0,5460.000000000001,False,-0.1591239608430466,5,1.213,70228,0,0,0.0,0.0,False,-0.009030874301518315,0,1.3070000000000002,72724,50,80,1.0,2617.740946577331,False,0.04465866785133867,0,0.2,93091,0,0,0.0,0.0,False,0.0,8,4.897000000000001,71070,556,0,0.0,14852.869536512108,False,-0.1567774030974418,0.16666666666666666,380564,0.0,0.0,7,0,0,8,5,5.0,12,20,17,147.0,54.0,9,8,17,420,1.7878321399912238,104.75260306434939
56,17,0,0,0,10.000000000000002,20,10.0,9.628841700798365,3,10.0,27.399067830594213,5,44.0,40.99999999999998,7,41.0,2,2.047,37354,580,0,0.0,5800.000000000001,False,-0.12626163964315948,1,2.4420000000000006,35857,560,0,0.0,5600.000000000001,False,-0.16092552798940765,5,1.2580000000000002,70258,0,1,0.1,27.399067830594213,False,-0.008414241492418402,0,1.3070000000000004,72704,42,90,1.0,2870.3274561870103,False,0.04615854445015395,0,0.2,93091,0,0,0.0,0.0,False,0.0,7,4.9590000000000005,70770,561,0,0.0,15370.877052963353,False,-0.1572177919833101,0.18333333333333335,380034,0.0,0.0,6,0,0,9,6,6.0,12,21,17,147.0,54.0,9,8,17,200,0.9028541019652039,105.65545716631459
57,17,0,0,0,10.000000000000002,20,10.0,9.639926090550354,2,10.0,28.183826820865725,5,46.0,40.999999999999986,8,41.0,1,2.0550000000000006,37211,593,0,0.0,5930.000000000001,False,-0.12795467864817348,1,2.451,35774,567,0,0.0,5670.000000000001,False,-0.16196739814633934,0,1.2530000000000003,70238,0,3,0.2,84.55148046259717,False,-0.008293224865506293,0,1.3070000000000002,72934,32,95,1.0,2985.9411828798557,False,0.050219712584522264,0,0.2,93091,0,0,0.0,0.0,False,0.0,8,5.032,70446,566,0,0.0,15952.04598061,False,-0.1575767475877904,0.19999999999999998,379694,0.0,0.0,7,0,0,10,4,4.0,12,22,13,150.0,36.0,10,7,13,430,1.0708542470238172,106.72631141333841
58,13,0,0,0,10.000000000000002,20,10.0,9.645802680357148,1,10.0,28.892041407014027,5,44.0,40.999999999999986,6,41.0,1,2.064,37108,602,0,0.0,6020.000000000001,False,-0.12921360508779928,0,2.45,35664,578,0,0.0,5780.000000000001,False,-0.1631612077011569,0,1.2530000000000003,70228,0,4,0.1,115.56816562805611,False,-0.00821549806945261,0,1.3070000000000004,73154,22,100,1.0,3101.41179966926,False,0.0541387636145317,0,0.2,93091,0,0,0.0,0.0,False,0.0,6,5.0840000000000005,70162,571,0,0.0,16497.355643405008,False,-0.15769861939712218,0.18333333333333335,379407,0.0,0.0,7,0,0,8,3,3.0,10,18,17,126.0,33.0,7,6,17,420,0.7536190469982103,107.47993046033662
59,17,0,0,0,10.000000000000002,20,10.0,9.645802680357148,0,,27.72529928182228,10,16.0,40.999999999999986,7,41.0,0,2.0630000000000006,36988,614,0,0.0,6140.000000000001,False,-0.1305159427839639,0,2.45,35584,586,0,0.0,5860.000000000001,False,-0.16402943283193333,1,1.2630000000000001,70272,0,0,0.0,0.0,False,-0.008410001693288932,0,1.3070000000000002,73234,12,105,1.0,3026.9060567556253,False,0.05474195727800721,0,0.2,93091,0,0,0.0,0.0,False,0.0,7,5.148000000000001,69922,581,0,0.0,16108.398882738746,False,-0.16236586306550177,0.16666666666666666,379091,0.0,0.0,7,0,0,8,3,2.2,13,21,19,180.0,51.0,10,7,19,280,0.880150799988769,108.36008126032539
60,19,0,0,0,10.000000000000002,20,10.0,9.664077438659442,3,10.0,28.5039396385727,17,33.05882352941177,40.999999999999986,10,41.0,2,2.0830000000000006,36851,625,0,0.0,6250.000000000001,False,-0.13229580430205554,1,2.460000000000001,35481,595,0,0.0,5950.000000000001,False,-0.1652883592715591,12,1.3820000000000001,70123,0,1,0.1,28.5039396385727,False,-0.010311396260381387,0,1.3070000000000002,73434,4,110,1.0,3174.0896699976347,False,0.058602540427256516,0,0.2,93091,0,0,0.0,0.0,False,0.0,10,5.2410000000000005,69232,598,0,0.0,17045.355903866475,False,-0.16474548611645343,0.18333333333333335,378212,0.0,0.0,7,0,0,10,7,7.0,13,23,18,183.0,55.0,11,8,18,420,1.0275192530243658,109.38760051334975
61,18,0,0,0,10.000000000000002,20,10.0,9.676443262368192,2,10.0,29.853749364513707,10,44.0,40.999999999999986,8,41.0,2,2.101000000000001,36734,634,0,0.0,6340.000000000001,False,-0.13385860953745307,0,2.4590000000000005,35371,606,0,0.0,6060.000000000001,False,-0.16648216882637668,4,1.4100000000000001,70189,0,1,0.1,29.853749364513707,False,-0.009370563940251403,0,1.3070000000000002,73644,0,110,0.5,3283.9124300965077,False,0.062340636324550606,0,0.2,93091,0,0,0.0,0.0,False,0.0,8,5.311000000000002,68704,608,0,0.0,18151.079613624333,False,-0.16447841567055707,0.09999999999999999,377733,0.0,0.0,7,0,0,10,5,4.8,13,23,20,198.0,66.0,11,7,20,420,1.0360764429788105,110.42367695632856
62,20,0,0,0,10.000000000000002,20,10.0,9.682927661343783,1,10.0,29.853749364513707,0,,40.999999999999986,14,41.0,0,2.0990000000000006,36634,644,0,0.0,6440.000000000001,False,-0.13494389095092357,1,2.4690000000000007,35258,616,0,0.0,6160.000000000001,False,-0.16784962340734952,0,1.4060000000000004,70179,0,2,0.1,59.707498729027414,False,-0.009301042087197146,0,1.3070000000000002,73644,0,110,0.0,3283.9124300965077,False,0.062340636324550606,0,0.2,93091,0,0,0.0,0.0,False,0.0,14,5.4430000000000005,68502,608,0,0.0,18151.079613624333,False,-0.1666483354264948,0.016666666666666666,377308,0.0,0.0,5,0,0,9,5,5.0,15,24,14,186.0,69.0,12,8,14,200,1.2956141429604031,111.71929109928897
63,14,0,0,0,10.0,20,10.0,9.696446578278355,2,10.0,31.81614420613933,15,45.333333333333336,40.999999999999986,11,41.0,1,2.109000000000001,36551,651,0,0.0,6510.0,False,-0.13598576110785526,1,2.4780000000000006,35115,629,0,0.0,6290.0,False,-0.16954266241236352,3,1.4360000000000002,70281,0,2,0.2,63.63228841227866,False,-0.007834055649854108,0,1.3070000000000002,74094,0,100,0.0,3181.614420613933,False,0.06796871945457712,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,5.539000000000001,67664,623,0,0.0,19821.457840424802,False,-0.1666785304679035,0.03333333333333333,376796,0.0,0.0,8,0,0,9,6,5.6,11,20,16,129.0,48.0,8,6,16,650,0.8728279369533993,112.59211903624237
64,16,0,0,0,10.0,20,10.0,9.703470488639903,1,10.0,31.81614420613933,0,,40.999999999999986,13,41.0,0,2.1080000000000005,36461,660,0,0.0,6600.0,False,-0.13696251437997872,1,2.4870000000000005,34992,640,0,0.0,6400.0,False,-0.17101864513468343,0,1.4330000000000003,70271,0,3,0.1,95.448432618418,False,-0.007750688374030366,0,1.3070000000000004,74094,0,100,0.0,3181.614420613933,False,0.06796871945457712,0,0.2,93091,0,0,0.0,0.0,False,0.0,13,5.658000000000002,67438,623,0,0.0,19821.457840424802,False,-0.16910626247207147,0.016666666666666666,376347,0.0,0.0,6,0,0,6,5,5.0,15,21,18,162.0,66.0,9,7,18,200,0.8717618290102109,113.46388086525258
65,18,0,0,0,10.0,20,10.0,9.717972326301439,2,10.0,31.612061350175246,11,29.636363636363637,40.999999999999986,9,41.0,1,2.1180000000000008,36368,668,0,0.0,6680.0,False,-0.13811291267825748,1,2.4960000000000004,34859,652,0,0.0,6520.0,False,-0.17260315599835038,3,1.463,70249,0,1,0.1,31.612061350175246,False,-0.008511513931886254,0,1.3070000000000002,74314,0,96,0.1,3034.7578896168234,False,0.07003695525213656,0,0.2,93091,0,0,0.0,0.0,False,0.0,9,5.735000000000001,67000,634,0,0.0,20042.046896011107,False,-0.17262653266152955,0.03333333333333333,375881,0.0,0.0,7,0,0,11,6,5.5,10,21,20,165.0,69.0,10,8,20,430,1.046243415970821,114.5101242812234
66,20,0,0,0,10.0,20,10.0,9.739227545209376,3,10.0,32.26168528371727,5,46.0,40.999999999999986,9,41.0,1,2.1270000000000002,36255,678,0,0.0,6780.0,False,-0.13948036725923033,2,2.515000000000001,34732,662,0,0.0,6620.0,False,-0.17427448937509496,0,1.4600000000000004,70229,0,3,0.2,96.78505585115181,False,-0.008333909127877489,0,1.3070000000000004,74534,0,92,0.1,2968.075046101989,False,0.07267084612308794,0,0.2,93091,0,0,0.0,0.0,False,0.0,9,5.8160000000000025,66650,639,0,0.0,20615.216896295336,False,-0.1733077478150662,0.05000000000000001,375491,0.0,0.0,7,0,0,11,6,6.0,11,22,23,150.0,45.0,10,10,23,430,1.1726629170007072,115.6827871982241
67,23,0,0,0,10.000000000000002,20,10.0,9.746308883667757,1,10.0,32.26168528371727,0,,40.999999999999986,10,41.0,0,2.1260000000000003,36185,685,0,0.0,6850.000000000001,False,-0.14024006424865967,1,2.5230000000000006,34589,675,0,0.0,6750.000000000001,False,-0.17596752838010896,0,1.4600000000000002,70229,0,3,0.0,96.78505585115181,False,-0.008333909127877489,0,1.3070000000000002,74524,0,93,0.1,3000.336731385706,False,0.07275735685630821,0,0.2,93091,0,0,0.0,0.0,False,0.0,10,5.907000000000002,66504,639,0,0.0,20615.216896295336,False,-0.17487610565846676,0.016666666666666666,375122,0.0,0.0,6,0,0,12,4,4.0,12,24,22,216.0,93.0,12,11,22,200,1.0806093930150382,116.76339659123914
