index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"BUYER, 05Ind@2 agreed on {'time': 3, 'quantity': 3, 'unit_price': 45} [id 19ddc403-a5f5-488f-8b1e-999841bc46c9]",19ddc403-a5f5-488f-8b1e-999841bc46c9,product,1.0,ea7394f7-bc71-4bef-b2e0-21cc8dcd94d6,05Ind@2,str,['BUYER'],-1,False
1,"BUYER, 05Ind@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 45} [id e8ab395e-be43-4fc3-a12b-a59a3575d726]",e8ab395e-be43-4fc3-a12b-a59a3575d726,product,1.0,86caf35a-2ec7-492b-aa42-65bd06398c01,05Ind@2,str,['BUYER'],-1,False
2,"BUYER, 05Ind@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 45} [id aa371d9a-861e-4b02-b3a2-0b7656eb8377]",aa371d9a-861e-4b02-b3a2-0b7656eb8377,product,1.0,97708766-820e-4a30-8654-169ea2f28023,05Ind@2,str,['BUYER'],-1,False
3,"BUYER, 05Ind@2 agreed on {'time': 3, 'quantity': 4, 'unit_price': 45} [id 837761d4-0d55-4aae-b5e7-f40d4478687e]",837761d4-0d55-4aae-b5e7-f40d4478687e,product,1.0,ea9d8571-a4d4-4400-ba1a-73aa76750239,05Ind@2,str,['BUYER'],-1,False
4,"BUYER, 05Ind@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 45} [id a2a26d1c-e9a7-4d9c-b932-67f0be3c058a]",a2a26d1c-e9a7-4d9c-b932-67f0be3c058a,product,1.0,320d6886-5d90-44e1-a7a4-7572c9cb7f3b,05Ind@2,str,['BUYER'],-1,False
5,"BUYER, 05Ind@2 agreed on {'time': 4, 'quantity': 1, 'unit_price': 45} [id 51afd248-cfe6-4502-a343-527f12d83f98]",51afd248-cfe6-4502-a343-527f12d83f98,product,1.0,598483c6-079e-4f82-a4c7-899139856b85,05Ind@2,str,['BUYER'],-1,False
6,"BUYER, 05Ind@2 agreed on {'time': 4, 'quantity': 3, 'unit_price': 45} [id 3a1aefec-5069-4af9-8ea5-7a87864339db]",3a1aefec-5069-4af9-8ea5-7a87864339db,product,1.0,507449d8-5354-4cf6-92c5-dcb45a1ef8f2,05Ind@2,str,['BUYER'],-1,False
7,"BUYER, 05Ind@2 agreed on {'time': 4, 'quantity': 3, 'unit_price': 45} [id 3e7c0703-7e53-424f-bfbd-6ef159797225]",3e7c0703-7e53-424f-bfbd-6ef159797225,product,1.0,1cba4730-9632-4588-8a5d-d1bc28b127e4,05Ind@2,str,['BUYER'],-1,False
8,"BUYER, 05Ind@2 agreed on {'time': 5, 'quantity': 1, 'unit_price': 45} [id 0589ea84-8a0c-46cd-9220-70029e268440]",0589ea84-8a0c-46cd-9220-70029e268440,product,1.0,0962b56e-5461-4e31-a380-065e15298de4,05Ind@2,str,['BUYER'],-1,False
9,"BUYER, 05Ind@2 agreed on {'time': 5, 'quantity': 4, 'unit_price': 45} [id 4ae922a1-62d6-432b-9202-d4bf3744c8c0]",4ae922a1-62d6-432b-9202-d4bf3744c8c0,product,1.0,1c577001-35ac-4cd1-8a09-eee59362a266,05Ind@2,str,['BUYER'],-1,False
