index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
594,9d7a59b9-5c23-4f51-8ded-15c66b7bd1a8,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,42,2,38,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
595,a33daf75-6a6a-4848-b169-48d6d43cdbc2,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,74,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,74,,-1,-1
596,831df467-a9a1-4400-9f64-b0235b661ea0,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,17,1,38,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
597,7b4086c7-1c75-4b85-9436-ceb194b82cbb,04Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,40,4,38,0,-1,-1,BUYER|04Buy@2,[],04Buy@2,BUYER,p3,BUYER,False,3,0,-1,04Buy@2:product(1.0),-1,-1
598,5df20743-9795-4312-9b6d-e3759e894612,04Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,26,1,38,0,-1,-1,BUYER|04Buy@2,[],04Buy@2,BUYER,p3,BUYER,False,3,0,-1,04Buy@2:product(1.0),-1,-1
599,360072c0-b0c0-481d-b277-14a56a26fc55,04Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,53,1,38,0,-1,-1,BUYER|04Buy@2,[],04Buy@2,BUYER,p3,BUYER,False,3,0,-1,04Buy@2:product(1.0),-1,-1
600,021131d6-842b-4d1e-86b6-2f0282fae17a,04Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,71,1,38,0,-1,-1,BUYER|04Buy@2,[],04Buy@2,BUYER,p3,BUYER,True,3,0,-1,04Buy@2:product(1.0),-1,-1
601,cbdeacc4-1548-4c11-b006-ff055ece0aec,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,49,1,38,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
602,8b90c534-852e-4ecd-b094-912d2d4cecb7,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,36,1,38,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
603,1a447a1b-30a4-486a-8304-3115ed0d6eee,04Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,44,3,38,0,-1,-1,BUYER|04Buy@2,[],04Buy@2,BUYER,p3,BUYER,False,3,0,-1,04Buy@2:product(1.0),-1,-1
604,fbf83a53-5a80-43ad-b957-b15e9c9eecb0,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,77,2,38,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
605,394bcec3-0fd5-45d8-b6db-a7b4806f1f81,04Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,13,2,38,0,-1,-1,BUYER|04Buy@2,[],04Buy@2,BUYER,p3,BUYER,False,3,0,-1,04Buy@2:product(1.0),-1,-1
606,7dd62c58-c162-407d-b56e-9a46f2743cf6,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,15,1,38,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
607,2ff2aeac-54f2-4c13-ab91-db5185005df3,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,40,4,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,40,,-1,-1
608,98a7e412-d494-41c4-a6f9-d2f6cb905c6a,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,36,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,36,,-1,-1
