index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
136,22,0,0,0,10.0,20,10.0,24.07524222909099,12,26.0,36.575616731207305,5,41.0,38.0,20,38.0,0,5.069000000000001,47057,30,283,1.0,7113.29355083275,False,0.27045474975316586,0,0.2,37937,7,803,1.0,19402.419509960066,False,0.19576821092346774,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.3140000000000005,62267,818,15,1.0,20242.18239436454,False,0.07333844187868487,8,12.403000000000004,46706,778,0,0.0,28455.829816879283,False,-0.3287442175416449,12,12.137,41347,893,0,0.0,32662.02574096812,False,-0.3646116498800998,0.5,302954,0.0,0.0,12,0,0,5,10,10.0,6,11,21,153.0,63.0,11,11,21,717,1.5700467089773156,494.6776843747357
137,21,0,0,0,10.0,20,10.0,24.152412613524067,12,25.0,37.27757233840138,17,42.88235294117647,38.0,20,38.0,0,5.069000000000001,46977,28,293,1.0,7356.656895762551,False,0.2715010027330324,0,0.2,38117,9,801,1.0,19436.08250343278,False,0.2007088845532366,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,2,3.3340000000000005,62627,820,10,1.0,20177.754066473746,False,0.07819870456446833,10,12.495000000000001,46524,779,0,0.0,29039.228851614673,False,-0.3275357536594768,10,12.225000000000001,40514,909,0,0.0,33885.31325560685,False,-0.36705013849692175,0.5,302399,0.0,0.0,13,0,0,11,11,11.0,1,12,12,171.0,57.0,12,9,12,1145,1.5413697449839674,496.21905411971966
138,12,0,0,0,10.0,20,10.0,24.21880961872097,11,25.0,37.4111032542039,4,42.0,38.0,20,38.0,0,5.069000000000001,47182,25,292,1.0,7321.892408666524,False,0.27621040197628605,0,0.2,37987,12,811,1.0,19761.45460078271,False,0.20152933809561882,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.332000000000001,62520,821,16,1.0,20482.22034903718,False,0.0788694014785829,14,12.625000000000002,46185,781,0,0.0,29218.071641533246,False,-0.3302851434215363,6,12.275000000000002,40372,911,0,0.0,34081.515064579755,False,-0.36753373653509874,0.5,301886,0.0,0.0,14,0,0,4,9,9.0,1,5,12,45.0,51.0,5,7,12,643,1.2849123789928854,497.50396649871254
139,12,0,0,0,10.0,20,10.0,24.36143148114286,11,26.0,37.10943426944829,22,35.36363636363637,38.0,20,38.0,0,5.069000000000002,47388,23,291,1.0,7319.176561012572,False,0.2813471292077182,0,0.2,37867,14,821,1.0,20140.73524601829,False,0.20327738203793128,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,6,3.3920000000000012,62808,822,10,1.0,20396.191020193914,False,0.08250193514570978,12,12.731000000000002,45313,797,0,0.0,29576.21911275029,False,-0.33791850757496317,8,12.349000000000002,40180,917,0,0.0,34029.35122508409,False,-0.36993615479265396,0.5,301196,0.0,0.0,11,0,0,5,10,10.0,1,6,16,82.0,34.0,6,6,16,1174,1.3015787330223247,498.80554523173487
140,16,0,0,0,10.0,20,10.0,23.844515098726035,7,14.714285714285714,36.34409929144246,17,30.294117647058822,38.0,20,38.0,0,5.069000000000002,47401,22,294,1.0,7230.287439025455,False,0.2805578382869231,0,0.2,37757,15,831,1.0,19964.792047041334,False,0.19830809065289462,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,7,3.456000000000001,62982,819,10,1.0,19892.098858771045,False,0.08134470255012478,8,12.799000000000003,44700,814,0,0.0,29584.096823234162,False,-0.34462800286841144,12,12.461,39979,917,0,0.0,33327.53905025274,False,-0.3760160226808147,0.5,300459,0.0,0.0,12,0,0,6,11,10.7,2,8,18,129.0,38.0,8,8,18,408,1.3217825469910167,500.1273277787259
141,18,0,0,0,10.0,20,10.0,23.844515098726035,0,,35.700382931606576,11,27.727272727272727,38.0,20,38.0,0,5.069000000000002,47271,25,304,1.0,7498.732590012714,False,0.28066382928804334,0,0.2,37687,12,841,1.0,20173.237198028597,False,0.1991671126035869,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,1,3.4590000000000005,63253,809,10,1.0,19647.216544185427,False,0.08354746703971869,11,12.901000000000002,44230,825,0,0.0,29452.815918575427,False,-0.35052868644479035,9,12.539000000000003,39858,917,0,0.0,32737.25114828323,False,-0.38060031754933443,0.5,299939,0.0,0.0,11,0,0,7,10,9.166666666666668,2,9,24,147.0,57.0,9,9,24,415,1.485115168034099,501.61244294676
142,24,0,0,0,10.0,20,10.0,23.593630107787188,16,21.75,35.79404221128344,2,42.0,37.99999999999999,20,38.0,0,5.069000000000002,47549,22,298,1.0,7250.901772120582,False,0.2845315114852354,0,0.2,37557,15,851,1.0,20228.179221726896,False,0.19659352922672377,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.458000000000001,62989,815,18,1.0,19873.10129764966,False,0.08130765174260603,11,13.000000000000002,44021,826,0,0.0,29565.87886652012,False,-0.35220829918414487,9,12.620000000000001,39695,918,0,0.0,32858.9307499582,False,-0.3817257273400557,0.5,299451,0.0,0.0,12,0,0,9,9,9.0,3,12,25,186.0,81.0,12,12,25,632,1.6758209830150008,503.288263929775
143,25,0,0,0,10.0,20,10.0,22.019108494636846,15,9.4,37.5497284497427,39,43.0,37.99999999999999,20,38.0,0,5.069000000000002,47600,21,293,1.0,6661.598788928596,False,0.27841560768252954,0,0.2,37447,16,861,1.0,19118.452413882325,False,0.17990477188034756,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,21,3.668000000000001,63668,820,10,1.0,18431.16625009964,False,0.08068537595340909,12,13.109000000000004,43820,826,0,0.0,31016.075699487472,False,-0.3464347641475309,8,12.691,37920,957,0,0.0,35935.09012640377,False,-0.38433567172818933,0.5,298095,0.0,0.0,15,0,0,9,13,12.615384615384615,2,11,23,183.0,72.0,11,14,23,900,1.6839362040045671,504.97220013377955
144,23,0,0,0,10.0,20,10.0,21.904837307206613,22,21.272727272727273,37.5497284497427,0,,37.99999999999999,20,38.0,0,5.069000000000001,47538,19,301,1.0,6783.356029469191,False,0.2783874598944399,0,0.2,37777,18,851,1.0,18821.016548432828,False,0.18445513878903627,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.647000000000001,63200,832,20,1.0,18975.819208590758,False,0.07778401595882944,12,13.217000000000002,43620,826,0,0.0,31016.075699487472,False,-0.34863798966969534,8,12.763000000000002,37822,957,0,0.0,35935.09012640377,False,-0.38541525223404993,0.5,297597,0.0,0.0,12,0,0,4,10,10.0,6,10,22,165.0,69.0,10,13,22,668,1.4074254150036722,506.3796255487832
145,22,0,0,0,10.0,20,10.0,21.708307443016473,2,9.0,38.4890912746985,30,43.0,37.99999999999999,20,38.0,0,5.069000000000001,47456,19,309,1.0,6897.8669998920905,False,0.2777663470455094,0,0.2,37677,18,861,1.0,18870.85270843718,False,0.18257050513864792,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,10,3.7470000000000008,64132,824,10,1.0,18272.53624579256,False,0.08638931412022591,9,13.295000000000002,42850,841,0,0.0,32369.32576202144,False,-0.34966662024091477,11,12.865000000000002,37007,972,0,0.0,37411.396719006945,False,-0.3862618053284627,0.5,296762,0.0,0.0,13,0,0,8,11,10.666666666666666,4,12,21,171.0,45.0,12,10,21,863,1.4763341509969905,507.8559596997802
146,21,0,0,0,10.0,20,10.0,22.01170255829849,12,25.0,38.4890912746985,0,,37.99999999999999,20,38.0,0,5.069000000000001,47376,17,319,1.0,7191.733116097219,False,0.2794464358555338,0,0.2,37857,20,859,1.0,19108.052497578403,False,0.19006567054366835,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.7370000000000005,63832,826,20,1.0,18951.448138648524,False,0.08697434935684387,9,13.376000000000003,42723,841,0,0.0,32369.32576202144,False,-0.3510656684474892,11,12.964000000000002,36835,972,0,0.0,37411.396719006945,False,-0.3881565792775241,0.5,296263,0.0,0.0,9,0,0,8,11,11.0,3,11,15,138.0,44.0,11,10,15,500,1.1414329989929684,508.9973926987732
147,15,0,0,0,10.0,20,10.0,22.31013089750063,13,25.0,38.4890912746985,0,,37.99999999999999,20,38.0,0,5.069000000000002,47276,17,329,1.0,7510.0330652777075,False,0.28093116123996215,0,0.2,38082,20,856,1.0,19297.47204826054,False,0.19809071573408638,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.7370000000000014,63507,829,30,1.0,19649.77125226898,False,0.08733260618211933,7,13.437000000000003,42638,841,0,0.0,32369.32576202144,False,-0.3520020392944091,13,13.083000000000002,36606,972,0,0.0,37411.396719006945,False,-0.3906792725004024,0.5,295749,0.0,0.0,11,0,0,6,11,11.0,1,7,21,66.0,39.0,7,8,21,525,1.237359501013998,510.2347521997872
148,21,0,0,0,10.0,20,10.0,22.56004639696045,12,25.0,37.34785067839031,8,15.0,37.99999999999999,20,38.0,0,5.069000000000002,47176,17,339,1.0,7817.855728569592,False,0.28228439128203,0,0.2,38282,20,854,1.0,19466.279623004222,False,0.20522954420296982,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.7370000000000014,63327,831,32,1.0,19942.529777582622,False,0.0868340928322308,14,13.570000000000002,42262,849,0,0.0,31708.325225953373,False,-0.3597849364041521,6,13.130000000000003,36546,972,0,0.0,36302.11085939538,False,-0.39745025745023255,0.5,295233,0.0,0.0,13,0,0,9,10,10.0,3,12,20,156.0,57.0,12,9,20,620,1.3467229240341112,511.5814751238213
149,20,0,0,0,10.0,20,10.0,22.843240796635826,25,24.16,36.20320768462947,8,15.0,37.99999999999999,20,38.0,0,5.069000000000002,47350,20,336,1.0,7875.328907669637,False,0.287373288833425,0,0.2,38512,17,852,1.0,19632.441158733724,False,0.21308819446690083,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.7370000000000014,62843,846,34,1.0,20556.29077523131,False,0.08420784359324544,7,13.626000000000001,42179,849,0,0.0,30736.52332425042,False,-0.3660520218766501,13,13.254000000000003,36218,980,0,0.0,35479.14353093688,False,-0.40559650386150037,0.5,294742,0.0,0.0,13,0,0,7,9,9.0,2,9,18,117.0,63.0,9,11,18,924,1.3398361220024526,512.9213112458237
150,18,0,0,0,10.0,20,10.0,22.843240796635826,0,,35.474934494857855,5,15.0,37.99999999999999,20,38.0,0,5.069000000000002,47270,18,346,1.0,8083.761315635996,False,0.28798114053610785,0,0.2,38392,19,862,1.0,19880.87356670008,False,0.21319402553653566,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.7370000000000005,62918,836,39,1.0,20480.471751287005,False,0.0847578048640832,12,13.739,41983,849,0,0.0,30118.21938613432,False,-0.3716168404306517,8,13.321000000000003,36041,985,0,0.0,34942.810477434985,False,-0.41050051512825536,0.5,294244,0.0,0.0,12,0,0,4,9,9.0,2,6,16,93.0,66.0,6,12,16,275,1.1212064339779317,514.0425176798017
151,16,0,0,0,10.0,20,10.0,22.93954403262599,4,26.0,34.87989944406351,17,30.294117647058822,37.99999999999999,20,38.0,0,5.069000000000002,47314,14,352,1.0,8214.719499484348,False,0.2907291786877726,0,0.2,38252,23,872,1.0,20233.282396449864,False,0.2141027937002669,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.7370000000000014,63329,830,32,1.0,20155.978329289603,False,0.08844620806981991,4,13.767000000000003,41539,859,0,0.0,29961.833622450555,False,-0.3773693838544849,16,13.473000000000004,35616,992,0,0.0,34600.860248511,False,-0.417065853042043,0.5,293690,0.0,0.0,14,0,0,4,10,10.0,1,5,18,75.0,48.0,5,11,18,819,1.1402962690335698,515.1828139488352
152,18,0,0,0,10.0,20,10.0,21.42329451196419,14,8.642857142857142,35.15768036219009,19,37.10526315789474,38.0,20,38.0,0,5.069000000000001,47335,14,348,1.0,7595.306490163538,False,0.28348234757603774,0,0.2,38152,23,882,1.0,19125.345759552416,False,0.19768751423921796,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.7370000000000014,63913,834,23,1.0,18675.654271308507,False,0.08613070691341083,10,13.863000000000001,40744,874,0,0.0,30727.81263655414,False,-0.3819081440218001,10,13.557000000000002,35406,996,0,0.0,35017.04964074133,False,-0.4170868421127758,0.5,293190,0.0,0.0,15,0,0,4,12,12.0,3,7,15,81.0,48.0,7,11,15,1026,1.3337641319958493,516.5165780808311
153,15,0,0,0,10.0,20,10.0,21.75141970574863,12,25.0,34.177737602449824,7,15.0,38.0,20,38.0,0,5.069000000000002,47225,15,358,1.0,7937.00825465801,False,0.28500976749740214,0,0.2,38362,22,880,1.0,19361.249341058796,False,0.20591944251937538,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.7370000000000014,63718,836,26,1.0,19072.80805166955,False,0.08618374345118444,8,13.933000000000002,40642,874,0,0.0,29871.342664541145,False,-0.38774928029137024,12,13.667000000000002,35098,1003,0,0.0,34280.27081525717,False,-0.42453803419815167,0.5,292685,0.0,0.0,12,0,0,3,11,11.0,2,5,19,75.0,60.0,5,10,19,605,1.1897948309779167,517.706372911809
154,19,0,0,0,10.000000000000002,20,10.0,21.538407245755316,2,9.0,35.83613389917016,30,43.0,37.99999999999999,20,38.0,0,5.069000000000001,47123,17,366,1.0,8053.057051946445,False,0.28390593453583723,0,0.2,38282,20,890,1.0,19369.182448722233,False,0.20401092458046427,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,4,3.7770000000000015,64854,828,10,1.0,18192.162538477103,False,0.09649893640815148,14,14.065000000000001,39741,889,0,0.0,31858.32303636227,False,-0.38673039660063085,6,13.715000000000002,34389,1018,0,0.0,36481.18430935522,False,-0.42022569671854226,0.5,292029,0.0,0.0,10,0,0,7,11,10.266666666666666,2,9,23,132.0,75.0,9,10,23,863,1.3620032800245099,519.0683761918335
155,23,0,0,0,10.000000000000002,20,10.0,21.859054180372205,11,25.0,36.47433677652306,26,40.0,37.99999999999999,20,38.0,0,5.069000000000002,47023,17,376,1.0,8389.004371819949,False,0.2856121435254392,0,0.2,38457,20,889,1.0,19632.69916635089,False,0.2117108758547012,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,16,3.9330000000000016,65075,829,10,1.0,18485.899283293787,False,0.10195352512747087,8,14.131,38599,915,0,0.0,33374.0181505186,False,-0.39096226893386693,12,13.829000000000002,34197,1018,0,0.0,37130.87483850047,False,-0.41876225633151676,0.5,290991,0.0,0.0,13,0,0,6,10,9.615384615384615,4,10,25,180.0,84.0,10,13,25,475,1.781142259016633,520.8495184508502
156,25,0,0,0,10.000000000000002,20,10.0,21.957041135794476,11,22.90909090909091,36.47433677652306,0,,37.99999999999999,20,38.0,0,5.069000000000001,47185,16,375,1.0,8393.89042592293,False,0.28973983315247537,0,0.2,38347,21,899,1.0,19949.379981079233,False,0.21292426995003924,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.917000000000001,64823,830,20,1.0,18953.830878239874,False,0.10168612198807776,8,14.203,38511,915,0,0.0,33374.0181505186,False,-0.3919316881636193,12,13.937000000000005,34004,1018,0,0.0,37130.87483850047,False,-0.42088836896040543,0.5,290510,0.0,0.0,13,0,0,4,7,7.0,7,11,20,168.0,72.0,11,14,20,452,1.723310061963275,522.5728285128134
157,20,0,0,0,10.000000000000002,20,10.0,21.957041135794476,0,,36.47433677652306,0,,37.99999999999999,20,38.0,0,5.069000000000002,47075,17,385,1.0,8623.460837280873,False,0.28985994675168647,0,0.2,38257,20,909,1.0,20158.95039243718,False,0.2132953938657745,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.917000000000001,64823,820,30,1.0,19099.003834647163,False,0.10276240202431093,10,14.295000000000002,38368,915,0,0.0,33374.0181505186,False,-0.39350699441196685,10,14.025000000000002,33854,1018,0,0.0,37130.87483850047,False,-0.4225407881020288,0.5,290017,0.0,0.0,11,0,0,7,11,11.0,3,10,20,135.0,60.0,10,10,20,200,1.5796471239882521,524.1524756368017
158,20,0,0,0,10.000000000000002,20,10.0,22.367878719755986,12,26.0,36.47433677652306,0,,37.99999999999999,20,38.0,0,5.069000000000001,47327,13,383,1.0,8696.897549666543,False,0.2971070753491119,0,0.2,38117,24,919,1.0,20796.08054345575,False,0.21777756147814648,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.917000000000001,64511,822,40,1.0,19845.369778700344,False,0.1036695959394765,10,14.385000000000002,38220,915,0,0.0,33374.0181505186,False,-0.39513738129836856,10,14.115000000000002,33707,1018,0,0.0,37130.87483850047,False,-0.42416015886081965,0.5,289522,0.0,0.0,10,0,0,8,10,10.0,6,14,16,207.0,48.0,14,6,16,512,1.337424169993028,525.4898998067947
159,16,0,0,0,10.000000000000002,20,10.0,23.438426804421184,37,26.513513513513512,35.53289312363503,7,15.0,37.99999999999999,20,38.0,0,5.069000000000002,47705,12,375,1.0,8909.410051657944,False,0.3092624068332281,0,0.2,38520,25,910,1.0,21578.96839202328,False,0.2377189235676508,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.917000000000001,63635,849,43,1.0,21427.138761269893,False,0.10240754100760571,8,14.455000000000002,38013,922,0,0.0,32761.327459991495,False,-0.4007924591302134,12,14.225000000000001,33515,1018,0,0.0,36172.48519986046,False,-0.43155412664217163,0.5,289028,0.0,0.0,13,0,0,7,9,9.0,2,9,13,117.0,21.0,9,7,13,1286,1.1841257190098986,526.6740255258046
160,13,0,0,0,10.000000000000002,20,10.0,23.571371625051274,12,25.0,33.95042751421926,12,15.0,38.0,20,38.0,0,5.069000000000001,47615,11,385,1.0,9184.97807564474,False,0.31046183483075307,0,0.2,38710,26,908,1.0,21662.805435546557,False,0.24354031772316773,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.917000000000001,63515,851,41,1.0,21451.204781001623,False,0.10080665446607165,10,14.547,37771,928,0,0.0,31505.99673319547,False,-0.41037280375211804,10,14.313000000000004,33281,1024,0,0.0,34765.23777456052,False,-0.4418831091116566,0.5,288532,0.0,0.0,12,0,0,5,11,11.0,0,5,17,45.0,39.0,5,8,17,680,0.9488214660086669,527.6228469918133
161,17,0,0,0,10.000000000000002,20,10.0,23.69483340060761,12,25.0,34.6320604538103,15,41.0,38.0,20,38.0,0,5.069000000000002,47475,15,395,1.0,9509.459193240005,False,0.3110200958010995,0,0.2,38950,22,906,1.0,21687.519060950493,False,0.24987473406649882,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.917000000000001,63830,853,36,1.0,21458.447067055462,False,0.10553102715707921,12,14.657000000000002,36959,943,0,0.0,32658.03300794311,False,-0.4129724100646475,8,14.383000000000004,33183,1024,0,0.0,35463.229904701744,False,-0.4391181044290245,0.5,288037,0.0,0.0,12,0,0,7,9,9.0,1,8,16,99.0,57.0,8,9,16,1115,1.2284912649774924,528.8513382567908
162,16,0,0,0,10.000000000000002,20,10.0,23.896788016932934,12,26.0,35.441648633079055,52,37.61538461538461,38.0,20,38.0,0,5.069000000000001,47415,11,405,1.0,9788.199146857838,False,0.3130123641012304,0,0.2,39122,26,904,1.0,21862.696367307373,False,0.256390677066535,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,16,4.077000000000001,64815,855,10,1.0,20786.170240808446,False,0.11515205836725226,9,14.735000000000003,36155,962,0,0.0,34094.86598502205,False,-0.41391520894827905,11,14.485000000000001,31733,1057,0,0.0,37461.82260516456,False,-0.44408311334953865,0.5,286880,0.0,0.0,13,0,0,9,14,13.428571428571429,0,9,22,117.0,51.0,9,7,22,1716,1.4652308259974234,530.3165690827882
163,22,0,0,0,10.000000000000002,20,10.0,23.658961157566914,2,9.0,36.08077911859274,22,41.09090909090909,37.99999999999999,20,38.0,0,5.069000000000002,47273,17,413,1.0,9941.150958075135,False,0.3113676417339181,0,0.2,39082,20,914,1.0,21824.29049801616,False,0.2549046223300805,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,12,4.181000000000001,65231,847,10,1.0,20399.947891645104,False,0.11845695480297963,7,14.796000000000003,35825,968,0,0.0,34926.19418679777,False,-0.41297152228123196,13,14.604000000000003,30848,1073,0,0.0,38714.67599425001,False,-0.4469315898792081,0.5,285899,0.0,0.0,12,0,0,7,15,15.0,3,10,21,165.0,81.0,10,12,21,628,2.767468846985139,533.0840379297733
164,21,0,0,0,10.000000000000002,20,10.0,23.658961157566914,0,,36.6269995638793,15,43.0,37.99999999999999,20,38.0,0,5.069000000000001,47183,16,423,1.0,10167.740569650805,False,0.3119523653913352,0,0.2,38972,21,924,1.0,22070.880109591828,False,0.25523833567097354,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,5,4.219000000000001,65706,837,10,1.0,20168.820484522297,False,0.12378651644763125,10,14.889000000000003,35031,983,0,0.0,36004.34057129335,False,-0.4157798285268499,10,14.691,30698,1073,0,0.0,39300.770532042494,False,-0.44535576291066753,0.5,285230,0.0,0.0,10,0,0,7,13,12.333333333333332,6,13,26,208.0,69.0,13,8,26,200,1.4845316670252942,534.5685695967986
165,26,0,0,0,10.000000000000002,20,10.0,23.867058872572237,11,26.0,36.6269995638793,0,,37.99999999999999,20,38.0,0,5.069000000000002,47409,12,422,1.0,10191.898844225483,False,0.31792839735216094,0,0.2,38832,25,934,1.0,22541.83298698247,False,0.25763489278072327,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,4.214000000000001,65420,838,20,1.0,20733.13532649312,False,0.12372954039391718,8,14.959000000000003,34933,983,0,0.0,36004.34057129335,False,-0.4168594090327105,12,14.801000000000002,30514,1073,0,0.0,39300.770532042494,False,-0.44738273039105886,0.5,284748,0.0,0.0,9,0,0,10,7,7.0,6,16,21,258.0,75.0,16,10,21,486,1.5975779850268736,536.1661475818255
166,21,0,0,0,10.000000000000002,20,10.0,22.95895048386796,21,18.142857142857142,37.14092194505688,15,43.0,37.99999999999999,20,38.0,0,5.069000000000001,47334,14,427,1.0,9943.471856611619,False,0.31292793313852785,0,0.2,39088,23,928,1.0,21535.906049029465,False,0.25143585492895737,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,4.214,65684,849,15,1.0,20049.26278997975,False,0.12257393604860288,10,15.051000000000002,34790,983,0,0.0,36509.526271990915,False,-0.41565212020803455,10,14.889000000000003,29735,1088,0,0.0,40409.32307622189,False,-0.44985831565489837,0.5,284271,0.0,0.0,13,0,0,8,9,9.0,3,11,21,168.0,75.0,11,10,21,1226,1.3641958739608526,537.5303434557864
167,21,0,0,0,10.0,20,10.0,22.574594138068367,24,20.666666666666668,37.14092194505688,0,,37.99999999999999,20,38.0,0,5.069000000000002,47750,12,413,1.0,9443.307379022235,False,0.3170926401142378,0,0.2,38968,25,938,1.0,21424.96930150813,False,0.24703141772519552,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,4.214000000000001,65188,863,25,1.0,20410.397789779425,False,0.11789684313765465,11,15.151000000000002,34621,983,0,0.0,36509.526271990915,False,-0.41751384577426354,9,14.969000000000003,29612,1088,0,0.0,40409.32307622189,False,-0.4512132993510295,0.5,283779,0.0,0.0,12,0,0,6,10,10.0,4,10,15,135.0,78.0,10,11,15,696,1.2996349150198512,538.8299783708062
168,15,0,0,0,10.0,20,10.0,22.367065522583633,2,9.0,35.6951447691526,13,17.076923076923077,37.99999999999999,20,38.0,0,5.069000000000001,47668,12,421,1.0,9536.53458500771,False,0.31620440504289404,0,0.2,38868,25,948,1.0,21453.978115409285,False,0.2448853901379213,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,4.214000000000001,65392,855,22,1.0,19909.134206730363,False,0.11720540765939881,7,15.210000000000003,34427,989,0,0.0,35302.49817669192,False,-0.4262993622945937,13,15.090000000000002,29288,1095,0,0.0,39086.1835222221,False,-0.46207046178383,0.5,283283,0.0,0.0,13,0,0,5,9,9.0,0,5,13,30.0,45.0,5,10,13,440,0.9910441490355879,539.8210225198418
169,13,0,0,0,10.0,20,10.0,22.61059403686407,12,25.0,35.91337136937908,5,43.0,37.99999999999999,20,38.0,0,5.069000000000002,47898,9,419,1.0,9563.838901446046,False,0.3223203255785291,0,0.2,38738,28,958,1.0,21940.94908731578,False,0.24773399291292172,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,4.214000000000001,65307,857,27,1.0,20346.940116565744,False,0.11919086115896424,10,15.303000000000004,34064,994,0,0.0,35697.89114116281,False,-0.4281203669408059,10,15.177,29139,1095,0,0.0,39325.14164947009,False,-0.46239566818613903,0.5,282786,0.0,0.0,13,0,0,3,11,11.0,1,4,13,57.0,41.0,4,9,13,715,1.0117395059787668,540.8327620258206
170,13,0,0,0,10.0,20,10.0,22.61059403686407,0,,36.50958273926934,20,41.0,37.99999999999999,20,38.0,0,5.069000000000001,47798,9,429,1.0,9789.944841814688,False,0.3226479685962837,0,0.2,38638,28,968,1.0,22167.055027684422,False,0.24806163593067634,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,4.214,66127,847,17,1.0,19771.83605579145,False,0.12708576299480623,7,15.363000000000001,33165,1014,0,0.0,37020.71689761911,False,-0.4307376569929326,13,15.297000000000002,28915,1095,0,0.0,39977.99309949993,False,-0.46126733332874365,0.5,282283,0.0,0.0,12,0,0,3,9,9.0,0,3,19,54.0,45.0,3,10,19,1020,0.8997608289937489,541.7325228548143
