index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,5,0,0,0,10.000000000000002,20,10.0,21.24049598158037,0,,18.046051003029284,13,18.692307692307693,29.000000000000004,20,29.0,0,0.542,17155,1,58,1.0,1241.9487669316616,False,0.17869997901106222,0,0.5690000000000001,11094,334,0,0.0,3340.0000000000005,False,-0.1536370267223659,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,13,4.5150000000000015,6993,284,0,0.0,6032.3008587688255,False,-0.5310775156062585,0,0.7490000000000001,30089,0,63,0.0,1827.0000000000002,False,0.0358682214574493,10,2.4870000000000005,20931,302,0,0.0,5449.907402914843,False,-0.20959759091658847,0.16666666666666666,108375,0.0,0.0,17,0,0,3,9,9.0,14,17,3,71.0,0.0,5,0,3,490,1.1942335739731789,26.456357372924685
31,3,0,0,0,10.000000000000002,20,10.0,21.24049598158037,0,,17.77871978121263,10,14.0,29.0,20,29.0,0,0.542,17055,1,68,1.0,1454.353726747465,False,0.17911125677168183,0,0.5690000000000002,10994,344,0,0.0,3440.0000000000005,False,-0.15695245673363836,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,10,4.602000000000001,6855,284,0,0.0,6032.3008587688255,False,-0.5375427299421686,0,0.7490000000000001,30225,0,63,0.8,1827.0,False,0.04041230913161148,12,2.597000000000001,20729,304,0,0.0,5404.730813488639,False,-0.21710162695899227,0.3,107971,0.0,0.0,13,0,0,3,8,8.0,11,14,4,28.0,0.0,3,0,4,432,0.432015024125576,26.88837239705026
32,4,0,0,0,10.000000000000002,20,10.0,21.24049598158037,0,,17.420571085103784,9,12.0,29.000000000000004,20,29.0,0,0.542,17025,0,72,0.4,1529.3157106737867,False,0.17960731087705675,0,0.5690000000000002,10824,361,0,0.0,3610.0000000000005,False,-0.16258868775280153,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,9,4.682000000000001,6729,284,0,0.0,6032.3008587688255,False,-0.5434457517271299,0,0.7490000000000001,30436,0,61,0.9,1769.0000000000002,False,0.046493367636740286,9,2.6750000000000007,20640,304,0,0.0,5295.85360987155,False,-0.2218942562419134,0.21666666666666667,107767,0.0,0.0,17,0,0,1,5,5.0,14,15,5,62.0,0.0,4,0,5,519,0.4283203426748514,27.316692739725113
33,5,0,0,0,10.000000000000002,20,10.0,21.24049598158037,0,,17.576094858534322,22,18.5,29.000000000000004,20,29.0,0,0.542,16905,2,82,1.0,1761.7206704895902,False,0.17935550263542163,0,0.5690000000000001,10744,369,0,0.0,3690.0000000000005,False,-0.1652410317618195,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,22,4.893000000000002,6421,284,0,0.0,6032.3008587688255,False,-0.5578753605348132,0,0.7490000000000001,30726,0,51,0.0,1479.0000000000002,False,0.05133816699522203,10,2.7660000000000005,20120,326,0,0.0,5729.806923882189,False,-0.23201899622636588,0.16666666666666666,107029,0.0,0.0,15,0,0,3,8,8.0,2,5,6,75.0,0.0,5,0,6,490,0.5323806889355183,27.84907342866063
34,6,0,0,0,10.000000000000002,20,10.0,21.407604241469897,19,22.57894736842105,17.761164572204017,6,22.0,29.000000000000004,20,29.0,0,0.542,17234,2,73,1.0,1582.7551096273025,False,0.19523755419492414,0,0.5690000000000001,10644,379,0,0.0,3790.0000000000005,False,-0.16855646177309197,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,6,4.931000000000001,5968,303,0,0.0,6486.504085165379,False,-0.5684585597290845,0,0.7490000000000001,30987,0,42,0.0,1218.0000000000002,False,0.05569848641785559,11,2.866000000000001,19851,332,0,0.0,5896.7066379717335,False,-0.23821867356123264,0.16666666666666666,106797,0.0,0.0,17,0,0,3,8,8.0,3,6,7,71.0,0.0,6,0,7,890,0.49816478695720434,28.347238215617836
35,7,0,0,0,10.0,20,10.0,21.53588340345551,12,23.0,17.423250277968066,18,15.0,29.000000000000004,20,29.0,0,0.542,17440,0,70,0.9,1507.5118382418857,False,0.20640248784039147,0,0.5690000000000001,10514,392,0,0.0,3920.0,False,-0.17286652078774617,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,18,5.105000000000001,5370,315,0,0.0,6783.803272088486,False,-0.5895103473392249,0,0.7490000000000001,30988,2,47,1.0,1397.8465005559365,False,0.05873645127728848,15,3.0050000000000003,19513,338,0,0.0,5889.058593953207,False,-0.2496398377167095,0.31666666666666665,105938,0.0,0.0,14,0,0,4,10,10.0,2,6,7,74.0,3.0,6,1,7,621,0.5245714141055942,28.87180962972343
36,7,0,0,0,10.0,20,10.0,21.691987154272084,16,23.0,17.423250277968066,0,,29.000000000000004,20,29.0,0,0.542,17708,0,64,1.0,1388.2871778734134,False,0.22022038253011775,0,0.5690000000000001,10414,402,0,0.0,4020.0,False,-0.17618195079901863,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,0,5.0870000000000015,5002,331,0,0.0,7180.04774806406,False,-0.5974690150371501,0,0.7490000000000001,31220,0,41,0.2,1189.0000000000002,False,0.06299909786494703,12,3.1100000000000008,19360,338,0,0.0,5889.058593953207,False,-0.2547519363501419,0.19999999999999998,105817,0.0,0.0,18,0,0,4,7,7.0,2,6,7,71.0,3.0,6,1,7,800,0.5453932033851743,29.417202833108604
37,7,0,0,0,10.0,20,10.0,21.798720583775975,12,23.0,17.069190219169645,27,15.333333333333334,29.0,14,29.0,0,0.542,17884,0,62,1.0,1351.5206761941104,False,0.2306717285390262,0,0.5690000000000001,10314,412,0,0.0,4120.0,False,-0.1794973808102911,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,27,5.357000000000002,4128,343,0,0.0,7476.96116023516,False,-0.6314602679729407,0,0.7490000000000001,31279,0,45,1.0,1305.0,False,0.06690834976110127,8,3.1780000000000004,18978,355,0,0.0,6059.562527805224,False,-0.26466700311060803,0.3333333333333333,104696,0.0,0.0,14,0,0,2,10,10.0,3,5,8,72.0,6.0,5,2,8,650,0.47118791844695807,29.888390751555562
38,8,0,0,0,10.0,20,10.0,21.798720583775975,0,,17.03209397210215,10,16.5,29.000000000000004,13,29.0,0,0.542,17764,2,72,1.0,1589.5078820318702,False,0.2306049957573061,0,0.5690000000000001,10234,420,0,0.0,4200.0,False,-0.18214972481930908,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,10,5.4300000000000015,4003,343,0,0.0,7476.96116023516,False,-0.6373164403786564,0,0.7490000000000001,31219,0,50,0.5,1450.0000000000002,False,0.06732600487821176,13,3.3000000000000003,18713,360,0,0.0,6131.553829956774,False,-0.27231859016410886,0.25,104046,0.0,0.0,12,0,0,1,7,7.0,3,4,6,50.0,12.0,4,4,6,200,0.42067248839884996,30.309063239954412
39,6,0,0,0,10.0,20,10.0,21.821631000896087,17,22.0,17.095199528237366,3,20.0,29.0,15,29.0,0,0.542,18078,0,63,0.8,1374.7627530564534,False,0.24430617177430067,0,0.5690000000000002,10094,434,0,0.0,4340.0,False,-0.1867913268350905,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,3,5.450000000000001,3608,360,0,0.0,7855.787160322591,False,-0.6469480637075992,0,0.7490000000000001,31364,0,45,0.0,1305.0,False,0.06974840455745264,10,3.3870000000000013,18539,363,0,0.0,6205.557428750164,False,-0.2768960301254608,0.13333333333333333,103796,0.0,0.0,16,0,0,1,8,8.0,3,4,6,70.0,6.0,4,2,6,719,0.4317469485104084,30.74081018846482
40,6,0,0,0,9.999999999999998,20,10.0,21.821631000896087,0,,16.68674075389066,10,11.5,29.0,8,29.0,0,0.542,17958,2,73,1.0,1612.9790630654143,False,0.24424703478102966,0,0.5690000000000002,10014,442,0,0.0,4419.999999999999,False,-0.18944367084410849,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,10,5.5470000000000015,3433,360,0,0.0,7855.787160322591,False,-0.655146705075601,0,0.7490000000000001,31249,0,55,1.0,1595.0,False,0.07075077683851783,8,3.457000000000001,18457,363,0,0.0,6057.28689366231,False,-0.2821128856015518,0.3333333333333333,103224,0.0,0.0,11,0,0,2,7,7.0,2,4,6,50.0,6.0,4,2,6,200,0.4098360585048795,31.1506462469697
41,6,0,0,0,9.999999999999998,20,10.0,21.82552500715463,3,22.0,16.901506722386756,15,18.666666666666668,29.0,8,29.0,0,0.542,17924,2,80,1.0,1766.0420005723704,False,0.2470672369396052,0,0.5690000000000001,9914,452,0,0.0,4519.999999999999,False,-0.19275910085538095,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,15,5.687000000000002,3172,363,0,0.0,7922.665577597131,False,-0.6658077868916109,0,0.7490000000000001,31189,0,60,0.5,1740.0,False,0.07116843195562832,8,3.5290000000000012,18155,373,0,0.0,6304.26200745026,False,-0.28807741642804197,0.25,102467,0.0,0.0,12,0,0,2,8,8.0,3,5,4,51.0,3.0,5,1,4,266,0.3545638835057616,31.50521013047546
42,4,0,0,0,9.999999999999998,20,10.0,21.82552500715463,0,,16.901506722386756,0,,29.0,13,29.0,0,0.542,17844,0,90,1.0,1964.2972506439169,False,0.24833556298136458,0,0.5690000000000001,9794,464,0,0.0,4639.999999999999,False,-0.1967376168689079,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,0,5.672000000000001,3172,363,0,0.0,7922.665577597131,False,-0.6658077868916109,0,0.7490000000000001,31189,0,60,0.0,1740.0,False,0.07116843195562832,13,3.651000000000001,17981,373,0,0.0,6304.26200745026,False,-0.2938911756582201,0.16666666666666666,102093,0.0,0.0,10,0,0,2,7,7.0,2,4,5,72.0,0.0,4,0,5,200,0.3325598379597068,31.83776996843517
43,5,0,0,0,9.999999999999998,20,10.0,21.92940239481528,12,23.0,17.02117995666981,5,20.0,28.999999999999996,6,29.0,0,0.542,18010,1,88,1.0,1939.7874107437447,False,0.258530184031024,0,0.5690000000000001,9704,473,0,0.0,4729.999999999999,False,-0.1997215038790531,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,5,5.722,2866,375,0,0.0,8223.52589805573,False,-0.6730961373142251,0,0.7490000000000001,31189,0,60,0.0,1739.9999999999998,False,0.07116843195562832,6,3.698000000000001,17832,378,0,0.0,6434.0060236211875,False,-0.29670209456344704,0.16666666666666666,101714,0.0,0.0,12,0,0,1,4,4.0,3,4,0,48.0,3.0,4,1,0,476,0.3027284424751997,32.14049841091037
44,0,0,0,0,9.999999999999998,20,10.0,21.92940239481528,0,,17.303355693129188,7,22.0,29.0,9,29.0,0,0.542,17910,1,98,1.0,2159.0814346918974,False,0.2591698638913832,0,0.5690000000000001,9604,483,0,0.0,4829.999999999999,False,-0.20303693389032557,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,7,5.787000000000002,2838,375,0,0.0,8223.52589805573,False,-0.6744079199331054,0,0.7490000000000001,31189,0,60,0.0,1740.0,False,0.07116843195562832,9,3.782000000000001,17583,385,0,0.0,6661.791941854737,False,-0.30121634632204985,0.16666666666666666,101237,0.0,0.0,12,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,200,0.08122095931321383,32.22171937022358
45,0,0,0,0,10.0,20,10.0,21.92940239481528,0,,16.947305363064295,8,12.0,28.999999999999996,6,29.0,0,0.542,17800,2,108,1.0,2388.3754586400505,False,0.2594780007506151,0,0.5690000000000001,9514,492,0,0.0,4920.0,False,-0.2060208209004708,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,8,5.860000000000001,2726,375,0,0.0,8223.52589805573,False,-0.6796550504086266,0,0.7490000000000001,31093,0,68,0.8,1971.9999999999998,False,0.07183668014300511,6,3.833000000000001,17532,385,0,0.0,6524.712564779754,False,-0.3052104553312882,0.3,100778,0.0,0.0,13,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.08023734390735626,32.30195671413094
46,0,0,0,0,10.0,20,10.0,21.92940239481528,0,,16.947305363064295,0,,28.999999999999996,16,29.0,0,0.542,17710,1,118,1.0,2597.669482588203,False,0.2604492236121013,0,0.5690000000000001,9404,503,0,0.0,5030.0,False,-0.2096677939128705,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,0,5.852000000000002,2726,375,0,0.0,8223.52589805573,False,-0.6796550504086266,0,0.7490000000000001,31180,0,65,0.0,1884.9999999999998,False,0.07329011995054964,13,3.9570000000000007,17353,385,0,0.0,6524.712564779754,False,-0.3111912766083105,0.16666666666666666,100486,0.0,0.0,13,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,287,0.08085726387798786,32.382813978008926
47,0,0,0,0,10.0,0,,22.032414056444825,13,23.0,16.5642674729346,9,12.0,28.999999999999996,20,29.0,0,0.542,18009,0,106,0.1,2335.4358899831514,False,0.2715813238506448,0,0.5690000000000002,9404,503,0,0.0,5030.0,False,-0.2096677939128705,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,9,5.942000000000002,2301,388,0,0.0,8548.576653900593,False,-0.6919518235207169,0,0.7490000000000001,31333,0,65,0.9,1884.9999999999998,False,0.0784022185839821,11,4.054000000000001,17222,385,0,0.0,6377.242977079821,False,-0.31803195935247053,0.16666666666666666,100382,0.0,0.0,7,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,560,0.07637181598693132,32.45918579399586
48,0,0,0,0,10.0,0,,22.06272998259264,5,22.8,16.5642674729346,0,,28.999999999999993,18,29.0,0,0.542,18123,0,101,0.0,2228.3357282418565,False,0.2755896733718539,0,0.5690000000000002,9404,503,0,0.0,5030.0,False,-0.2096677939128705,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,0,5.933000000000002,2187,393,0,0.0,8670.652883158908,False,-0.6944330549740242,0,0.7490000000000001,31594,0,56,0.0,1623.9999999999995,False,0.08276253800661566,9,4.133,17123,385,0,0.0,6377.242977079821,False,-0.32133978787998563,0.0,100544,0.0,0.0,6,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,375,0.0706317825242877,32.529817576520145
49,0,0,0,0,10.0,0,,22.292486471618286,37,23.0,16.5642674729346,0,,28.999999999999993,20,29.0,0,0.542,18974,0,64,0.0,1426.7191341835703,False,0.30544125502896263,0,0.5690000000000001,9404,503,0,0.0,5030.0,False,-0.2096677939128705,0,0.2,22113,0,0,0.0,0.0,False,0.0359803232607168,0,5.933000000000001,1336,430,0,0.0,9585.769182795862,False,-0.712865561424318,0,0.7490000000000001,31884,0,46,0.0,1333.9999999999998,False,0.0876073373650974,10,4.224000000000001,17007,385,0,0.0,6377.242977079821,False,-0.32521562736677107,0.0,100718,0.0,0.0,8,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,1141,0.07134507782757282,32.60116265434772
