index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,14,0,0,0,10.000000000000002,20,10.0,23.318303942602707,10,36.0,9.416292299761926,77,7.857142857142856,38.0,8,38.0,0,0.542,49194,17,10,1.0,403.1830394260271,False,0.07836509452283578,0,0.9740000000000002,47041,0,19,0.9,443.04777490945145,False,0.03179766597071843,34,3.9960000000000004,51329.0,381,0,0.0,8884.27380213163,False,-0.24784030720901687,43,3.9870000000000014,50953.0,117,0,0.0,2728.2415612845166,False,-0.2944230352721279,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,8,1.7560000000000002,88643,815,0,0.0,7674.278224305969,False,-0.062314814428720736,0.31666666666666665,385590,0.0,0.0,7,0,0,10,11,11.0,16,26,13,220.0,0.0,14,0,13,560,3.5139961009845138,67.19526867754757
21,13,0,0,0,10.000000000000002,20,10.0,21.923383643656887,37,13.162162162162161,8.745260127605437,59,5.305084745762712,38.0,11,38.0,0,0.542,49175,18,10,1.0,399.23383643656894,False,0.07790719377850687,8,1.0540000000000003,47163,0,9,0.9,197.31045279291197,False,0.031778702056421755,12,4.082000000000001,50614.0,418,0,0.0,9163.97436304858,False,-0.25559708715644,47,4.414000000000001,48174.0,117,0,0.0,2565.035886307856,False,-0.3330026711016625,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,11,1.858,88193,874,0,0.0,7643.357351527152,False,-0.06703426403013839,0.31666666666666665,381749,0.0,0.0,9,0,0,10,9,8.444444444444445,14,24,12,180.0,3.0,12,1,12,543,1.3644885728135705,68.55975725036114
22,12,0,0,0,10.000000000000002,20,10.0,22.521640407960174,44,25.818181818181817,8.933559612406487,34,10.735294117647058,38.0,9,38.0,6,0.6020000000000001,49432,17,10,1.0,395.2164040796018,False,0.08347395978779641,19,1.2360000000000002,47169,1,10,1.0,235.21640407960174,False,0.03232345548704979,23,4.300000000000001,49042.0,455,0,0.0,10247.346385621879,False,-0.26949245842354563,11,4.477000000000001,47598.0,124,0,0.0,2792.6834105870616,False,-0.33923582962057597,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,9,1.9370000000000005,87717,908,0,0.0,8111.67212806509,False,-0.06948638225181453,0.3333333333333333,379388,0.0,0.0,7,0,0,10,10,9.03896103896104,13,23,10,184.0,0.0,12,0,10,461,1.2298345128074288,69.78959176316857
23,10,0,0,0,10.000000000000002,20,10.0,21.159170123556407,33,10.515151515151516,9.59092990211749,43,14.534883720930232,38.0,12,38.0,1,0.6060000000000001,49468,16,10,1.0,371.5917012355641,False,0.0840020052093128,12,1.3370000000000004,46970,2,10,1.0,231.59170123556407,False,0.0279394806492115,43,4.707000000000002,46970.0,477,0,0.0,10092.924148936407,False,-0.298477881069372,0,4.466000000000001,47449.0,135,0,0.0,2856.487966680115,False,-0.3408150727822725,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,12,2.0480000000000005,86909,951,0,0.0,9120.974336913732,False,-0.07256213200923829,0.3333333333333333,376196,0.0,0.0,7,0,0,10,11,10.09090909090909,12,22,12,152.0,0.0,10,0,12,330,1.0546711720526218,70.8442629352212
24,12,0,0,0,10.000000000000002,20,10.0,22.1121241679851,32,29.90625,10.016651506028113,37,13.81081081081081,38.00000000000001,12,38.0,14,0.7450000000000001,49752,13,10,1.0,351.12124167985104,False,0.08997861897655167,0,1.3250000000000002,47072,5,12,1.0,315.3454900158212,False,0.031080486071866403,34,5.0040000000000004,44978.0,502,0,0.0,11100.28633232852,False,-0.31855015420288807,3,4.496000000000001,47087.0,142,0,0.0,3139.9216318538843,False,-0.3437859306262213,0,0.2,98430,0,19,0.0,722.0000000000001,False,0.0016729868391701986,12,2.1560000000000006,86226,988,0,0.0,9896.451687955776,False,-0.07555587934238556,0.3333333333333333,373545,0.0,0.0,7,0,0,7,10,9.411764705882353,17,24,9,185.0,0.0,12,0,9,432,1.1537429289892316,71.99800586421043
25,9,0,0,0,10.000000000000002,20,10.0,22.18063079782985,16,23.3125,10.258466505402803,51,11.823529411764707,38.00000000000001,12,38.0,0,0.7310000000000001,49774,12,13,1.0,408.34820037178804,False,0.09108357202519096,0,1.3250000000000002,47223,6,13,1.0,348.34820037178804,False,0.03473724185010473,41,5.380000000000001,42945.0,511,0,0.0,11334.302337691053,False,-0.3443902577433575,10,4.593000000000001,46634.0,149,0,0.0,3304.9139888766476,False,-0.34878274539517823,0,0.2,98430,0,19,0.0,722.0000000000001,False,0.0016729868391701986,12,2.2640000000000002,85437,1039,0,0.0,10658.546699113513,False,-0.07969223785252619,0.3333333333333333,370443,0.0,0.0,8,0,0,5,10,10.0,16,21,11,133.0,0.0,9,0,11,573,1.2413768116384745,73.2393826758489
26,11,0,0,0,10.000000000000002,20,10.0,22.61785019759628,27,26.703703703703702,10.048816946232593,39,8.205128205128204,38.00000000000001,14,38.0,0,0.7310000000000001,49701,13,22,1.0,627.5927043471182,False,0.091883079774998,13,1.4550000000000003,47478,5,10,1.0,276.17850197596283,False,0.03951642254263601,11,5.449000000000001,42462.0,520,0,0.0,11761.282102750065,False,-0.3480250168396311,28,4.863,44985.0,167,0,0.0,3777.1809829985787,False,-0.36783742661299984,0,0.2,98430,0,19,0.0,722.0000000000001,False,0.0016729868391701986,14,2.392000000000001,84918,1078,0,0.0,10832.624668038736,False,-0.08407202630118457,0.3333333333333333,367974,0.0,0.0,8,0,0,7,10,9.555555555555555,15,22,13,151.0,0.0,11,0,13,489,1.1989367557689548,74.43831943161786
27,13,0,0,0,10.000000000000002,20,10.0,20.769789484484857,67,13.835820895522389,10.353197003589264,35,13.342857142857143,38.00000000000001,10,38.0,0,0.7310000000000001,49902,16,17,1.0,513.0864212362426,False,0.09502124635676806,42,1.8620000000000005,46480,2,10,1.0,227.69789484484858,False,0.017199688849112042,30,5.738,41064.0,551,0,0.0,11444.154005951155,False,-0.3690176808143769,5,4.885000000000001,44275.0,203,0,0.0,4216.267265350426,False,-0.37445199287000036,0,0.2,98430,0,19,0.0,722.0000000000001,False,0.0016729868391701986,10,2.4780000000000006,84333,1113,0,0.0,11523.108264994851,False,-0.0865030100328774,0.3333333333333333,364484,0.0,0.0,9,0,0,11,9,8.615384615384615,14,25,11,167.0,10.0,12,1,11,531,1.2010013265535235,75.63932075817138
28,11,0,0,0,10.000000000000002,20,10.0,19.883028710983332,59,15.576271186440678,10.586251167656053,18,15.0,38.00000000000001,11,38.0,4,0.7710000000000001,49963,19,10,1.0,388.8302871098333,False,0.09499661929779753,28,2.1000000000000005,46267,0,9,0.9,178.94725839884998,False,0.012017500528302555,18,5.888000000000002,39817.0,606,0,0.0,12049.1153988559,False,-0.3817559785910888,0,4.880000000000001,44131.0,207,0,0.0,4115.78694317355,False,-0.37707162065616373,0,0.2,98430,0,19,0.0,722.0000000000001,False,0.0016729868391701986,11,2.5780000000000007,83908,1131,0,0.0,11973.050070618996,False,-0.0885311678937653,0.31666666666666665,362516,0.0,0.0,8,0,0,7,9,7.916666666666666,15,22,11,158.0,3.0,10,1,11,508,1.1135431854054332,76.75286394357681
29,11,0,0,0,10.000000000000002,20,10.0,20.92740029952396,66,25.848484848484848,10.216741694734512,57,8.12280701754386,38.0,9,38.0,4,0.8070000000000002,50175,18,10,1.0,389.2740029952396,False,0.0996296773675418,43,2.5020000000000007,45818,1,10,1.0,219.27400299523958,False,0.002655481847304285,20,6.070000000000001,38010.0,660,0,0.0,13812.084197685814,False,-0.3942379821594256,37,5.250000000000001,41801.0,219,0,0.0,4583.100665595747,False,-0.4053440371581449,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,9,2.6570000000000005,83334,1188,0,0.0,12137.489133344601,False,-0.0935174845712864,0.3333333333333333,357568,0.0,0.0,8,0,0,5,16,14.633333333333333,19,24,14,156.0,3.0,10,1,14,332,1.1196676595136523,77.87253160309047
30,14,0,0,0,10.000000000000002,20,10.0,21.787430214801883,32,30.90625,10.248386176221228,45,10.488888888888889,38.0,13,38.0,0,0.8030000000000002,50337,19,12,1.0,451.4491625776226,False,0.10384501116204894,14,2.5990000000000006,46078,0,10,1.0,217.87430214801884,False,0.008316315571628374,29,6.340000000000002,36520.0,678,0,0.0,14771.877685635676,False,-0.4078607805629574,16,5.373000000000002,40691.0,233,0,0.0,5076.471240048839,False,-0.4169871659380642,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,13,2.778000000000001,82653,1233,0,0.0,12636.260155280774,False,-0.0978937594788354,0.3333333333333333,354709,0.0,0.0,8,0,0,11,12,11.555555555555555,14,25,13,166.0,6.0,12,2,13,676,1.3233085880056024,79.19584019109607
31,13,0,0,0,10.000000000000002,20,10.0,22.61333260939592,31,31.516129032258064,10.233629470868703,22,10.0,38.0,11,38.0,9,0.8930000000000002,50747,17,10,1.0,396.1333260939592,False,0.11219199805804869,0,2.585000000000001,46238,2,10,1.0,246.13332609395917,False,0.012117771974129561,11,6.421000000000002,35719.0,698,0,0.0,15784.106161358352,False,-0.4118377693170527,11,5.467000000000001,39965.0,244,0,0.0,5517.653156692604,False,-0.4238033854136821,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,11,2.875000000000001,82294,1255,0,0.0,12843.204985940221,False,-0.10048463394064334,0.3333333333333333,353393,0.0,0.0,9,0,0,8,6,5.818181818181818,16,24,14,175.0,14.0,12,1,14,770,1.202545297332108,80.39838548842818
32,14,0,0,0,10.000000000000002,20,10.0,23.09051072681545,13,35.15384615384615,9.884326367888116,31,6.129032258064516,38.0,8,38.0,0,0.8840000000000001,50714,14,19,1.0,578.7197038094936,False,0.11346460838983419,2,2.6050000000000004,46482,5,10,1.0,280.9051072681545,False,0.017824139930010932,11,6.520000000000001,35488.0,698,0,0.0,16117.176487317183,False,-0.41270717694801495,20,5.6560000000000015,38712.0,257,0,0.0,5934.26125679157,False,-0.4378927195825136,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,8,2.9440000000000004,82014,1286,0,0.0,12711.243709104117,False,-0.10399264033265009,0.3333333333333333,351840,0.0,0.0,7,0,0,10,7,6.166666666666667,12,22,16,170.0,39.0,11,3,16,237,1.2686819452792406,81.66706743370742
33,16,0,0,0,10.000000000000002,20,10.0,23.083935763162028,36,23.02777777777778,9.672698940646267,8,1.0,38.0,9,38.0,0,0.8840000000000001,50777,14,13,1.0,440.0911649211064,False,0.11332676030346575,10,2.703000000000001,46809,5,10,1.0,280.8393576316203,False,0.024962225010169144,0,6.509000000000001,35164.0,716,0,0.0,16528.098006424014,False,-0.4143058612071532,8,5.716000000000001,37935.0,275,0,0.0,6348.082334869558,False,-0.4455812541479908,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,9,3.026000000000001,81891,1294,0,0.0,12516.47242919627,False,-0.10622719957619561,0.3333333333333333,351006,0.0,0.0,8,0,0,9,6,5.25,15,24,18,181.0,52.0,12,4,18,629,1.3939798520877957,83.06104728579521
34,18,0,0,0,10.000000000000002,20,10.0,23.63676059689624,30,29.333333333333332,9.67548233726878,18,9.722222222222221,38.0,10,38.0,0,0.8840000000000001,50975,15,12,1.0,433.64112716275497,False,0.11757893209582543,9,2.783000000000001,47084,4,10,1.0,276.36760596896244,False,0.030916993472132042,11,6.6190000000000015,34373.0,736,0,0.0,17396.655799315635,False,-0.4191167947934157,7,5.778000000000002,37391.0,285,0,0.0,6736.476770115429,False,-0.45029888351597186,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,10,3.1170000000000013,81590,1312,0,0.0,12694.23282649664,False,-0.10837794888519939,0.3333333333333333,349843,0.0,0.0,8,0,0,10,6,6.0,17,27,16,227.0,26.0,15,3,16,828,1.4750906424596906,84.5361379282549
35,16,0,0,0,10.0,20,10.0,24.227378969159975,34,29.529411764705884,9.151061588214867,54,6.351851851851852,38.0,11,38.0,13,1.0140000000000002,51306,15,10,1.0,392.27378969159975,False,0.1243535103446229,0,2.7740000000000005,47236,4,11,1.0,306.50116866075973,False,0.03456426198162644,19,6.798000000000001,32964.0,767,0,0.0,18582.3996693457,False,-0.43012353894005434,35,6.121000000000001,35479.0,288,0,0.0,6977.485143118073,False,-0.4744599642396419,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,11,3.217,81090,1366,0,0.0,12500.350129501508,False,-0.11443052476273237,0.3333333333333333,346505,0.0,0.0,8,0,0,10,11,10.666666666666666,17,27,15,232.0,8.0,15,1,15,771,1.2590944888070226,85.79523241706192
36,15,0,0,0,10.0,20,10.0,23.81355838488372,25,18.76,9.242363507493897,16,11.0,38.0,11,38.0,4,1.0410000000000001,51292,13,10,1.0,368.1355838488372,False,0.12378439051487619,0,2.7740000000000005,47424,6,10,1.0,298.1355838488372,False,0.038577212415937194,8,6.859000000000001,32343.0,792,0,0.0,18860.338240827907,False,-0.4366244656576853,8,6.166000000000001,35247.0,288,0,0.0,6858.304814846511,False,-0.47839250677802153,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,11,3.316000000000001,80759,1382,0,0.0,12772.946367356566,False,-0.11640466830573795,0.3333333333333333,345495,0.0,0.0,7,0,0,10,7,6.090909090909091,15,25,15,177.0,26.0,12,3,15,508,1.2121252389624715,87.0073576560244
37,15,0,0,0,10.0,20,10.0,24.487601009513263,30,31.166666666666668,8.43913492807598,103,6.165048543689321,38.0,11,38.0,1,1.0470000000000002,51562,13,10,1.0,374.87601009513264,False,0.12975239062672067,9,2.8640000000000003,47659,6,10,1.0,304.87601009513264,False,0.0437811204874376,29,7.141000000000001,30776.0,811,0,0.0,19859.444418715255,False,-0.45102063158335187,74,6.898000000000002,29050.0,299,0,0.0,7321.792701844465,False,-0.5588431737751223,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,11,3.415,79967,1485,0,0.0,12532.11536819283,False,-0.1256559357157705,0.3333333333333333,337444,0.0,0.0,8,0,0,10,18,17.9,15,25,13,195.0,20.0,13,2,13,812,1.191491692326963,88.19884934835136
38,13,0,0,0,10.0,20,10.0,24.521702256640292,21,25.0,9.321451335245689,86,12.965116279069768,38.0,7,38.0,0,1.046,51422,17,20,1.0,660.4340451328059,False,0.12981305991718117,11,2.9650000000000007,47853,2,10,1.0,265.21702256640293,False,0.04758347184393312,64,7.7520000000000024,26963.0,820,0,0.0,20107.79585044504,False,-0.5007701094402746,22,7.044000000000001,27838.0,311,0,0.0,7626.249401815131,False,-0.5731358269824194,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,7,3.4740000000000006,78783,1571,0,0.0,14644.000047670977,False,-0.12695435256590062,0.3333333333333333,331289,0.0,0.0,6,0,0,11,12,11.2,14,25,11,193.0,0.0,13,0,11,274,1.1687119398266077,89.36756128817797
39,11,0,0,0,10.0,20,10.0,24.678208848034,48,25.604166666666668,9.578248578581423,90,10.71111111111111,38.0,11,38.0,0,1.046,51627,16,22,1.0,702.920594656748,False,0.1347522223579526,30,3.2540000000000004,47734,3,10,1.0,276.78208848034,False,0.04511179854691893,72,8.408000000000001,21779.0,845,0,0.0,20853.08647658873,False,-0.5656586389613426,18,7.202000000000002,26277.0,334,0,0.0,8242.521755243357,False,-0.5900326255917667,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,11,3.5770000000000013,77666,1661,0,0.0,15909.470889023743,False,-0.13186446328035337,0.3333333333333333,323513,0.0,0.0,10,0,0,9,16,15.625,14,23,9,159.0,3.0,10,1,9,761,1.039839582517743,90.40740087069571
40,9,0,0,0,9.999999999999998,20,10.0,24.864384924030702,12,29.5,9.715908898720295,54,10.833333333333334,38.0,13,38.0,0,1.046,51891,15,20,1.0,647.287698480614,False,0.13990839298869823,0,3.224000000000001,47624,4,20,1.0,537.287698480614,False,0.04555394160678318,36,8.696000000000002,20059.0,855,0,0.0,21259.04911004625,False,-0.5861179727703629,18,7.364000000000002,25537.0,336,0,0.0,8354.433334474315,False,-0.5992580154928365,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,13,3.696000000000001,76882,1715,0,0.0,16662.783761305305,False,-0.13599464765221494,0.3333333333333333,320423,0.0,0.0,7,0,0,7,10,10.0,16,23,8,144.0,0.0,9,0,8,554,1.0044550132006407,91.41185588389635
41,8,0,0,0,9.999999999999998,20,10.0,26.06822155504231,48,33.083333333333336,9.900416365869189,108,10.657407407407407,38.0,8,38.0,2,1.066,52481,17,10,1.0,430.68221555042305,False,0.15042442273447168,6,3.284000000000001,48238,2,10,1.0,280.6822155504231,False,0.0561572961571674,72,9.38,14910.0,873,0,0.0,22757.557417551936,False,-0.6454553230191513,36,7.706,22594.0,366,0,0.0,9540.969089145485,False,-0.6309477727710425,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,8,3.7630000000000017,75633,1823,0,0.0,18048.459034979533,False,-0.14163375258562896,0.3333333333333333,312286,0.0,0.0,12,0,0,7,18,16.795454545454547,13,20,8,123.0,0.0,8,0,8,1212,0.8761568814516068,92.28801276534796
42,8,0,0,0,9.999999999999998,20,10.0,26.58763595437821,32,31.375,10.283715169191401,56,13.678571428571429,38.0,10,38.0,6,1.1240000000000003,52667,20,10,1.0,465.8763595437821,False,0.15486919136732935,6,3.3380000000000014,48580,0,9,0.9,239.2887235894039,False,0.06317173212667992,49,9.798,12351.0,879,0,0.0,23370.532003898446,False,-0.6758339267148241,7,7.740000000000003,21575.0,392,0,0.0,10422.35329411626,False,-0.6387471456133931,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,10,3.855000000000001,74739,1879,0,0.0,19323.10080291064,False,-0.14423630278572266,0.31666666666666665,308342,0.0,0.0,9,0,0,5,11,10.857142857142858,15,20,12,107.0,14.0,7,1,12,864,0.8485782984644175,93.13659106381238
43,12,0,0,0,9.999999999999998,20,10.0,27.037550829255437,43,30.11627906976744,10.174391165789789,105,9.657142857142855,38.0,6,38.0,16,1.2780000000000002,52968,19,10,1.0,460.3755082925544,False,0.1613803378192,8,3.4120000000000013,48767,1,10,1.0,280.3755082925544,False,0.06770265367301827,55,10.299000000000001,8644.0,906,0,0.0,24496.021051305426,False,-0.7182390553264725,50,8.233,18127.0,408,0,0.0,11031.320738336219,False,-0.6811423049958447,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,6,3.9050000000000007,73673,1984,0,0.0,20185.99207292694,False,-0.15067024885462782,0.3333333333333333,300609,0.0,0.0,8,0,0,7,16,15.222222222222221,17,24,11,197.0,0.0,12,0,11,429,0.9323626346886158,94.06895369850099
44,11,0,0,0,9.999999999999998,20,10.0,27.38779122768201,25,31.64,10.466290078697241,77,12.519480519480519,38.0,11,38.0,8,1.3420000000000003,53210,21,10,1.0,483.8779122768201,False,0.16692003135262648,0,3.4040000000000012,48932,0,12,0.9,328.6534947321841,False,0.07183178507981682,67,10.914000000000001,4218.0,916,0,0.0,25087.21676455672,False,-0.7739438908361876,10,8.283000000000001,17274.0,423,0,0.0,11585.03568930949,False,-0.6889124744476622,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,11,4.009,72562,2061,0,0.0,21571.023852195016,False,-0.1549133907276225,0.31666666666666665,294626,0.0,0.0,9,0,0,5,13,13.0,16,21,13,128.0,11.0,9,2,13,735,0.9101338321343064,94.9790875306353
45,13,0,0,0,10.0,20,10.0,27.79975846273246,24,32.875,10.062969297386063,104,7.903846153846152,38.0,10,38.0,0,1.334,53120,20,20,1.0,755.9951692546492,False,0.16792554653598488,12,3.5240000000000005,49300,1,10,1.0,287.9975846273246,False,0.07942188342823353,49,11.337,1567.0,925,0,0.0,25714.776578027526,False,-0.8054649041239985,55,8.823000000000002,13097.0,438,0,0.0,12176.294206676817,False,-0.7412587378845228,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,10,4.098000000000001,71612,2165,0,0.0,21786.328528840826,False,-0.16345421831545018,0.3333333333333333,287126,0.0,0.0,7,0,0,9,18,17.625,15,24,7,187.0,3.0,12,1,7,461,0.9012824473902583,95.88036997802556
46,7,0,0,0,10.0,20,10.0,28.100065766363976,16,33.5,10.163673300138017,129,10.627906976744185,38.0,14,38.0,0,1.334,53030,19,30,1.0,1033.0019729909193,False,0.16898443405875788,6,3.5720000000000014,49588,2,10,1.0,301.00065766363974,False,0.08585120571173686,87,12.158000000000001,-5328.0,933,0,0.0,26217.36136001759,False,-0.8950655354155366,42,9.188000000000002,10467.0,446,0,0.0,12532.629331798333,False,-0.7743254751861255,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,14,4.228000000000001,70006,2294,0,0.0,23315.466550516612,False,-0.17198575147265122,0.3333333333333333,276193,0.0,0.0,7,0,0,5,21,20.75,13,18,9,88.0,3.0,6,1,9,432,0.7277218606323004,96.60809183865786
47,9,0,0,0,10.0,20,10.0,28.38740889664387,27,31.296296296296298,10.051697671651711,18,6.0,38.0,11,38.0,0,1.3340000000000003,53182,17,32,1.0,1078.3970846926038,False,0.17279829154142043,9,3.656000000000001,49874,4,10,1.0,323.8740889664387,False,0.09234460648131722,6,12.131,-29842.0,951,0,0.0,26996.42586070832,False,-1.2204211451373717,12,9.266000000000002,9722.0,455,0,0.0,12916.271047972961,False,-0.7817859480500287,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,11,4.324000000000001,69753,2312,0,0.0,23239.525016858755,False,-0.17493599549379085,0.3333333333333333,251119,0.0,0.0,8,0,0,6,8,86.66982758620689,13,19,9,100.0,15.0,7,2,9,533,0.7821558145806193,97.39024765323848
48,9,0,0,1,10.0,20,10.0,28.62764865052556,24,31.333333333333332,10.051697671651711,0,,38.0,12,38.0,0,1.3340000000000003,53534,13,28,1.0,931.5741622147157,False,0.17888021396994627,0,3.6470000000000007,50074,8,10,1.0,366.2764865052556,False,0.09717369434686787,0,12.125000000000002,-84199.86111111111,961,0,0.0,27511.170353155063,True,-1.9500495756397147,0,9.254000000000001,9250.0,469,0,0.0,13426.367217096487,False,-0.7847118788295269,0,0.2,98430,0,19,0.0,722.0,False,0.0016729868391701986,12,4.433000000000002,69590,2312,0,0.0,23239.525016858755,False,-0.17658870370460747,0.3333333333333333,280878,0.0,0.125,8,0,0,7,6,546.8178571428572,13,20,6,129.0,3.0,8,1,6,672,0.7952794712036848,98.18552712444216
49,6,0,0,0,10.0,20,10.0,28.89586230924222,10,36.0,9.947719482697433,7,1.0,37.99999999999999,6,38.0,0,1.334,53804,12,28,1.0,929.0841446587822,False,0.18474745824410327,0,3.647000000000001,49964,9,20,1.0,667.9172461848443,False,0.09806485227027956,0,12.125000000000002,-84199.86111111111,961,0,0.0,27768.92367918177,True,-1.9483114753131603,7,9.324000000000002,8652.0,479,0,0.0,13841.118046127023,False,-0.7899800530956531,0,0.2,98430,0,19,0.0,721.9999999999999,False,0.0016729868391701986,6,4.481000000000002,69525,2319,0,0.0,23068.76148037535,False,-0.1781134716992713,0.3333333333333333,280375,0.0,0.125,7,0,0,3,7,704.0568688043545,14,17,3,71.0,3.0,5,1,3,560,0.6987241022288799,98.88425122667104
50,3,0,0,0,10.0,20,10.0,29.28344973623625,11,38.0,9.87501291858254,9,5.444444444444445,37.99999999999999,10,38.0,0,1.334,54082,16,27,1.0,950.6531428783787,False,0.19105197073394728,0,3.6470000000000007,49904,5,30,1.0,928.5034920870875,False,0.09959943557707596,0,12.125000000000004,-84199.86111111111,961,0,0.0,28141.395196523037,True,-1.9457997992238443,9,9.407000000000002,7957.0,490,0,0.0,14348.890370755762,False,-0.795929152703001,0,0.2,98430,0,19,0.0,721.9999999999999,False,0.0016729868391701986,10,4.575000000000001,69348,2328,0,0.0,22989.03007446015,False,-0.18031234119572861,0.3333333333333333,279721,0.0,0.125,7,0,0,4,7,602.98100428201,12,16,3,39.0,0.0,3,0,3,618,0.6104350704699755,99.49468629714102
51,3,0,0,0,10.000000000000002,20,10.0,30.0790966952386,25,37.48,9.684597328763756,11,1.0,37.99999999999999,18,38.0,0,1.3340000000000003,54704,15,18,1.0,691.4237405142948,False,0.2018013332370682,0,3.647000000000001,50019,6,34,1.0,1082.6892876381125,False,0.1037930542684159,0,12.125000000000002,-84199.86111111111,961,0,0.0,28906.011924124294,True,-1.9406437820177074,11,9.508000000000001,6613.0,515,0,0.0,15490.734798047879,False,-0.8063552975262456,0,0.2,98696,0,12,0.0,455.9999999999999,False,0.0030215156246831466,11,4.675000000000001,69182,2339,0,0.0,22652.273151978425,False,-0.18370270946820103,0.3333333333333333,279214,0.0,0.125,13,0,0,3,7,593.5542397151593,12,15,3,43.0,0.0,3,0,3,1403,0.5986169558018446,100.09330325294286
52,3,0,0,0,10.000000000000002,20,10.0,30.62883457119868,20,37.0,9.684597328763756,0,,37.99999999999999,9,38.0,0,1.3340000000000003,54644,11,28,1.0,967.607367993563,False,0.20350617133119642,0,3.6470000000000007,50619,10,24,1.0,835.0920297087683,False,0.11418910218867367,0,12.125000000000002,-84199.86111111111,961,0,0.0,29434.31002292193,True,-1.9370813251827443,0,9.497000000000002,5873.0,535,0,0.0,16386.426495591295,False,-0.810295446299352,0,0.2,98772,0,10,0.0,379.99999999999994,False,0.0034068095634011315,7,4.734000000000001,69113,2339,0,0.0,22652.273151978425,False,-0.18440232214639946,0.3333333333333333,279021,0.0,0.125,9,0,0,3,3,583.6886973180076,13,16,3,39.0,0.0,3,0,3,1016,0.6222372232005,100.71554047614336
