index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,3,0,0,0,10.000000000000002,20,10.0,30.925353926853358,16,35.125,9.554817527607106,7,1.0,37.99999999999999,17,38.0,0,1.334,54544,11,38,1.0,1285.1634492204275,False,0.2047893665591891,0,3.647000000000001,51081,10,18,1.0,656.6563706833605,False,0.12232738473871714,0,12.125000000000002,-84199.86111111111,961,0,0.0,29719.265123706078,True,-1.9351597959386373,7,9.567000000000002,5073.0,551,0,0.0,17039.8700136962,False,-0.8166783324317838,0,0.2,99076,0,2,0.0,75.99999999999999,False,0.004947985318273072,9,4.817000000000001,68997,2346,0,0.0,22415.60191976627,False,-0.1867783245809103,0.3333333333333333,278771,0.0,0.125,9,0,0,3,5,268.9494078718217,12,15,2,45.0,0.0,3,0,2,1066,0.6100703543052077,101.32561083044857
54,2,0,0,0,10.000000000000002,20,10.0,30.925353926853358,0,,9.665563740570768,20,12.0,37.999999999999986,7,38.0,0,1.334,54474,8,48,1.0,1564.4169884889611,False,0.2063094025726865,0,3.6470000000000007,50951,13,28,1.0,995.9099099518941,False,0.12319248471763408,0,12.125000000000002,-84199.86111111111,961,0,0.0,29719.265123706078,True,-1.9351597959386373,20,9.760000000000002,4473.0,551,0,0.0,17039.8700136962,False,-0.8247702566913727,0,0.2,99076,0,2,0.0,75.99999999999997,False,0.004947985318273072,7,4.878000000000001,68688,2366,0,0.0,22868.723810190437,False,-0.1876142000578425,0.3333333333333333,277662,0.0,0.125,6,0,0,3,6,592.5542397151593,11,14,3,27.0,0.0,2,0,3,200,0.5952624883502722,101.92087331879884
55,3,0,0,0,10.000000000000002,20,10.0,31.248393046221814,22,34.45454545454545,9.665563740570768,0,,37.999999999999986,12,38.0,0,1.3340000000000003,54552,10,52,1.0,1724.9164384035344,False,0.2097641841505866,0,3.647000000000001,51431,11,22,1.0,797.4646470168799,False,0.13150531204445795,0,12.125000000000002,-84199.86111111111,961,0,0.0,30029.705717419165,True,-1.933066411129114,0,9.740000000000002,3715.0,573,0,0.0,17905.3292154851,False,-0.8291570290804532,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,4.971000000000001,68560,2366,0,0.0,22868.723810190437,False,-0.1889120322724715,0.3333333333333333,277410,0.0,0.125,10,0,0,3,3,3.0,12,15,2,43.0,0.0,3,0,2,1034,0.6070342510938644,102.5279075698927
56,2,0,0,0,10.000000000000002,20,10.0,31.939566962281717,25,37.92,9.482497712473718,14,4.285714285714286,37.999999999999986,7,38.0,0,1.3340000000000003,54982,14,47,1.0,1641.1596472272406,False,0.21823734496820543,0,3.6470000000000007,51749,7,22,1.0,772.6704731701977,False,0.1381769907126818,0,12.125000000000002,-84199.86111111111,961,0,0.0,30693.92385075273,True,-1.9285874087734631,14,9.880000000000003,2271.0,598,0,0.0,19099.861043444467,False,-0.8405765425672677,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,5.0310000000000015,68431,2380,0,0.0,22568.344555687447,False,-0.1917428236180751,0.3333333333333333,276585,0.0,0.125,9,0,0,3,5,3012.1378968253966,11,14,3,20.0,0.0,2,0,3,1148,0.5794378621503711,103.10734543204308
57,3,0,0,0,10.000000000000002,20,10.0,32.253571547145725,15,36.8,9.482497712473718,0,,37.999999999999986,14,38.0,0,1.334,55434,14,42,1.0,1494.6500049801205,False,0.22650580715386767,0,3.647000000000001,51649,7,32,1.0,1102.1142895086632,False,0.13958994770891003,0,12.125000000000002,-84199.86111111111,961,0,0.0,30995.682256807042,True,-1.9265525703013915,0,9.866000000000001,1719.0,613,0,0.0,19771.43935840033,False,-0.8434924788369186,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,14,5.164000000000001,68193,2380,0,0.0,22568.344555687447,False,-0.1941559803921509,0.3333333333333333,276147,0.0,0.125,8,0,0,4,4,4.0,11,15,3,47.0,0.0,3,0,3,752,0.6269958661869168,103.73434129822999
58,3,0,0,0,10.000000000000002,20,10.0,32.612804962435185,26,35.5,9.482497712473718,0,,37.999999999999986,10,38.0,0,1.334,55762,18,39,1.0,1451.8993935349722,False,0.2331997925330194,0,3.6470000000000007,52044,3,29,1.0,975.7713439106203,False,0.14683416303443453,0,12.125000000000004,-84199.86111111111,961,0,0.0,31340.905568900213,True,-1.9242246362229731,0,9.866000000000001,796.0,639,0,0.0,20839.582370996082,False,-0.8487377786926412,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,5.250000000000001,68061,2380,0,0.0,22568.344555687447,False,-0.19549436986348706,0.3333333333333333,275815,0.0,0.125,8,0,0,4,3,3.0,11,15,3,38.0,0.0,3,0,3,1123,0.6164897186681628,104.35083101689816
59,3,0,0,0,10.000000000000002,20,10.0,32.87917633010335,11,38.0,9.482497712473718,0,,37.999999999999986,7,38.0,0,1.3340000000000003,55662,18,49,1.0,1791.079640175064,False,0.23471902851345972,0,3.647000000000001,52362,3,28,1.0,950.6169372428938,False,0.15350190954506943,0,12.125000000000002,-84199.86111111111,961,0,0.0,31596.88845322932,True,-1.922498474463188,0,9.866000000000001,378.0,650,0,0.0,21371.464614567176,False,-0.8507885269018236,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,5.310000000000001,67988,2380,0,0.0,22568.344555687447,False,-0.19623453979839267,0.3333333333333333,275542,0.0,0.125,7,0,0,4,2,2.0,10,14,3,35.0,0.0,3,0,3,618,0.6051853746175766,104.95601639151573
60,3,0,0,0,10.000000000000002,20,10.0,33.074490736242545,12,36.333333333333336,9.396129419131283,5,3.0,37.999999999999986,10,38.0,0,1.3340000000000003,55552,19,59,1.0,2141.3949534383105,False,0.23614149842202237,0,3.6470000000000007,52708,2,26,1.0,879.9367591423062,False,0.16028398855108836,0,12.125000000000002,-84199.86111111111,961,0,0.0,31784.585597529087,True,-1.9212327819003423,5,9.916000000000002,-288.0,662,0,0.0,21895.312867392564,False,-0.8562381125088163,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,5.403000000000002,67841,2385,0,0.0,22409.76866462811,False,-0.19852894437253807,0.3333333333333333,274965,0.0,0.125,6,0,0,3,5,4.1567567567567565,13,16,3,41.0,0.0,3,0,3,266,0.6007213108241558,105.55673770233989
61,3,0,0,0,10.000000000000002,20,10.0,33.774905607951425,39,37.205128205128204,9.396129419131283,0,,37.99999999999999,8,38.0,0,1.334,56361,20,44,1.0,1686.0958467498626,False,0.2488330769631692,0,3.647000000000001,53150,1,22,1.0,753.0479233749313,False,0.1685483116117423,0,12.125000000000002,-84199.86111111111,961,0,0.0,32457.68428924132,True,-1.9166938955398725,0,9.911000000000001,-13016.0,701,0,0.0,23676.20883117395,False,-1.015885736424624,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,8,5.473000000000001,67761,2385,0,0.0,22409.76866462811,False,-0.1993400895066812,0.3333333333333333,263408,0.0,0.125,6,0,0,2,5,25.891394213762638,14,16,2,46.0,0.0,3,0,2,200,0.6087984228506684,106.16553612519056
62,2,0,0,0,10.000000000000002,20,10.0,33.774905607951425,0,,9.353771459366437,15,8.4,37.99999999999999,9,38.0,0,1.334,56231,23,54,1.0,2053.844902829377,False,0.25000922262181136,0,3.6470000000000007,53080,0,30,0.8,1013.2471682385427,False,0.1698603585582515,0,12.125000000000002,-84199.86111111111,961,0,0.0,32457.68428924132,True,-1.9166938955398725,15,10.061000000000002,-14533.0,701,0,0.0,23676.20883117395,False,-1.0363448182609514,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,5.5550000000000015,67524,2400,0,0.0,22449.051502479448,False,-0.201543956449215,0.3,261454,0.0,0.125,6,0,0,3,5,5.0,11,14,2,27.0,0.0,2,0,2,200,0.5557731566950679,106.72130928188562
63,2,0,0,0,10.0,20,10.0,33.91311009417439,7,38.0,9.217371016587208,6,2.0,37.99999999999999,11,38.0,0,1.3340000000000003,56121,24,64,1.0,2410.439046027161,False,0.2515002297300263,0,3.647000000000001,53256,0,32,0.9,1085.2195230135806,False,0.1744882714383878,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,6,10.106000000000003,-35313.0,708,0,0.0,24010.48194667547,False,-1.3143410345075022,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,5.6560000000000015,67357,2406,0,0.0,22176.994665908824,False,-0.20461645678670518,0.31666666666666665,240573,0.0,0.125,5,0,0,3,5,64.00375939849624,12,15,3,15.0,0.0,2,0,3,200,0.5592945646494627,107.28060384653509
64,3,0,0,1,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,37.99999999999999,16,38.0,0,1.3340000000000003,56021,24,74,1.0,2749.570146968905,False,0.2530189292556533,0,3.6470000000000007,53156,0,42,1.0,1424.3506239553244,False,0.1760069709640148,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,16,5.8050000000000015,67075,2406,0,0.0,22176.994665908824,False,-0.2074757433845597,0.3333333333333333,275404,0.0,0.25,6,0,0,3,8,206.17542063594695,12,15,0,40.0,0.0,3,0,0,200,0.5840577036142349,107.86466155014932
65,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,10,38.0,0,1.334,55901,26,84,1.0,3108.701247910649,False,0.2543193167697534,0,3.647000000000001,53076,0,50,0.8,1695.6555047087197,False,0.1772219305845164,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,5.889000000000002,66941,2406,0,0.0,22176.994665908824,False,-0.20883441148424944,0.3,275070,0.0,0.25,7,0,0,3,6,1479.7139761797653,9,12,0,0.0,0.0,0,0,0,200,0.4961068695411086,108.36076841969043
66,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,8,38.0,0,1.334,55801,26,94,1.0,3447.832348852393,False,0.2558380162953804,0,3.6470000000000007,52976,0,60,1.0,2034.7866056504636,False,0.1787406301101434,0,12.125000000000004,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,8,5.959000000000002,66843,2406,0,0.0,22176.994665908824,False,-0.20982806427357475,0.3333333333333333,274772,0.0,0.25,5,0,0,2,4,4.0,10,12,0,0.0,0.0,0,0,0,200,0.49129718355834484,108.85206560324878
67,0,0,0,0,10.000000000000002,20,10.0,33.91311009417439,0,,9.217371016587208,0,,37.99999999999999,7,38.0,0,1.3340000000000003,55691,27,104,1.0,3796.963449794137,False,0.25724755981524394,0,3.647000000000001,52886,0,69,0.9,2340.004596498033,False,0.18010745968320785,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,6.021000000000002,66770,2406,0,0.0,22176.994665908824,False,-0.21056823420848036,0.31666666666666665,274499,0.0,0.25,5,0,0,3,4,356.2198502722323,9,12,0,0.0,0.0,0,0,0,200,0.4923259988427162,109.34439160209149
68,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,37.99999999999999,10,38.0,0,1.3340000000000003,55651,21,114,1.0,4076.0945507358806,False,0.2594211953754517,0,3.6470000000000007,52726,6,79,1.0,2739.135697439777,False,0.18097122317425424,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,6.114000000000001,66638,2406,0,0.0,22176.994665908824,False,-0.21190662367981652,0.3333333333333333,274167,0.0,0.25,5,0,0,2,6,185.83528247057657,10,12,0,0.0,0.0,0,0,0,200,0.4906635722145438,109.83505517430604
69,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,37.99999999999999,13,38.0,0,1.334,55551,21,124,1.0,4415.225651677624,False,0.2609398949010787,0,3.647000000000001,52626,6,89,1.0,3078.266798381521,False,0.18248992269988124,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,13,6.234000000000001,66431,2406,0,0.0,22176.994665908824,False,-0.21400546171441187,0.3333333333333333,273760,0.0,0.25,6,0,0,2,6,275.86599059376834,10,12,0,0.0,0.0,0,0,0,200,0.4900681972503662,110.3251233715564
70,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,37.99999999999999,11,38.0,0,1.334,55421,24,134,1.0,4784.356752619368,False,0.26213112640941544,0,3.6470000000000007,52556,3,99,1.0,3387.397899323265,False,0.18433609024279854,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,6.331,66278,2406,0,0.0,22176.994665908824,False,-0.2155567767834606,0.3333333333333333,273407,0.0,0.25,6,0,0,3,3,3.0,10,13,0,0.0,0.0,0,0,0,200,0.4856434026733041,110.8107667742297
71,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,37.99999999999999,7,38.0,0,1.3340000000000003,55281,28,144,1.0,5163.487853561112,False,0.26321320191198866,0,3.647000000000001,52496,0,108,0.9,3662.6158901708345,False,0.18603038783315332,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,6.3900000000000015,66205,2406,0,0.0,22176.994665908824,False,-0.2162969467183662,0.31666666666666665,273134,0.0,0.25,6,0,0,2,3,1252.4649122807016,11,13,0,0.0,0.0,0,0,0,200,0.4881055010482669,111.29887227527797
72,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,7,38.0,0,1.3340000000000003,55161,30,154,1.0,5522.6189545028565,False,0.26451358942608894,0,3.6470000000000007,52416,0,116,0.8,3933.9207709242296,False,0.1872453474536549,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,6.453000000000001,66132,2406,0,0.0,22176.994665908824,False,-0.2170371166532718,0.3,272861,0.0,0.25,6,0,0,3,3,145.5815815815816,9,12,0,0.0,0.0,0,0,0,200,0.4849447226151824,111.78381699789315
73,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,14,38.0,0,1.334,55051,31,164,1.0,5871.750055444601,False,0.2659231329459525,0,3.647000000000001,52326,0,125,0.9,4239.138761771799,False,0.1886121770267192,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,14,6.586,65894,2406,0,0.0,22176.994665908824,False,-0.2194502734273476,0.31666666666666665,272423,0.0,0.25,6,0,0,3,4,4.0,10,13,0,0.0,0.0,0,0,0,200,0.4886977905407548,112.27251478843391
74,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,14,38.0,0,1.334,54921,34,174,1.0,6240.881156386345,False,0.2671143644542892,0,3.6470000000000007,52256,0,132,0.7,4476.53053243102,False,0.1896752666946581,0,12.125000000000004,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,14,6.7120000000000015,65683,2406,0,0.0,22176.994665908824,False,-0.2215896687186501,0.2833333333333333,272012,0.0,0.25,6,0,0,4,4,4.0,10,14,0,0.0,0.0,0,0,0,200,0.48763137497007847,112.76014616340399
75,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,11,38.0,0,1.3340000000000003,54851,31,184,1.0,6550.012257328088,False,0.2689605319972065,0,3.647000000000001,52126,3,142,1.0,4845.661633372763,False,0.19086649820299478,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,6.808000000000001,65526,2406,0,0.0,22176.994665908824,False,-0.223181541044406,0.3333333333333333,271655,0.0,0.25,5,0,0,3,3,3.0,9,12,0,0.0,0.0,0,0,0,200,0.4859621040523052,113.2461082674563
76,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,12,38.0,0,1.3340000000000003,54741,32,194,1.0,6899.143358269832,False,0.2703700755170702,0,3.6470000000000007,52036,2,152,1.0,5174.7927343145075,False,0.19249435373438537,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,12,6.917000000000001,65341,2406,0,0.0,22176.994665908824,False,-0.22505731416711197,0.3333333333333333,271270,0.0,0.25,6,0,0,3,4,4.0,9,12,0,0.0,0.0,0,0,0,200,0.48361356370151043,113.7297218311578
77,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,6,38.0,0,1.334,54681,28,204,1.0,7198.274459211576,False,0.272325399065751,0,3.647000000000001,51896,6,162,1.0,5553.923835256252,False,0.1935764292369586,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,6,6.965000000000002,65281,2406,0,0.0,22176.994665908824,False,-0.2256656730177193,0.3333333333333333,271010,0.0,0.25,6,0,0,3,2,2.0,10,13,0,0.0,0.0,0,0,0,200,0.48344219103455544,114.21316402219236
78,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,15,38.0,0,1.334,54631,23,214,1.0,7487.40556015332,False,0.27438987862019515,0,3.6470000000000007,51746,11,172,1.0,5943.054936197996,False,0.19454934873376845,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,15,7.109,65008,2406,0,0.0,22176.994665908824,False,-0.22843370578798272,0.3333333333333333,270537,0.0,0.25,7,0,0,4,5,5.0,9,13,0,0.0,0.0,0,0,0,200,0.486710193566978,114.69987421575934
79,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,7,38.0,0,1.3340000000000003,54511,25,224,1.0,7846.536661095064,False,0.27569026613429526,0,3.647000000000001,51666,9,182,1.0,6262.18603713974,False,0.1962863602709223,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,7.164000000000002,64947,2406,0,0.0,22176.994665908824,False,-0.22905220395276688,0.3333333333333333,270276,0.0,0.25,7,0,0,3,2,2.0,9,12,0,0.0,0.0,0,0,0,200,0.48449190612882376,115.18436612188816
80,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,14,38.0,0,1.3340000000000003,54411,25,234,1.0,8185.667762036808,False,0.2772089656599224,0,3.6470000000000007,51566,9,192,1.0,6601.317138081484,False,0.19780505979654947,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,14,7.297000000000002,64716,2406,0,0.0,22176.994665908824,False,-0.23139438552760513,0.3333333333333333,269845,0.0,0.25,6,0,0,5,4,4.0,8,13,0,0.0,0.0,0,0,0,200,0.48266806546598673,115.66703418735415
81,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,11,38.0,0,1.334,54311,25,244,1.0,8524.798862978552,False,0.2787276651855494,0,3.647000000000001,51466,9,202,1.0,6940.448239023227,False,0.19932375932217647,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,7.393000000000001,64571,2406,0,0.0,22176.994665908824,False,-0.23286458608323957,0.3333333333333333,269500,0.0,0.25,5,0,0,2,3,3.0,4,6,0,0.0,0.0,0,0,0,200,0.33111988101154566,115.9981540683657
82,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,14,38.0,0,1.334,54191,27,254,1.0,8883.929963920296,False,0.28002805269964953,0,3.6470000000000007,51386,7,212,1.0,7259.579339964971,False,0.20106077085933033,0,12.125000000000004,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,14,7.522000000000002,64367,2406,0,0.0,22176.994665908824,False,-0.23493300617530452,0.3333333333333333,269096,0.0,0.25,7,0,0,3,3,3.0,3,6,0,0.0,0.0,0,0,0,200,0.3291760887950659,116.32733015716076
83,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,11,38.0,0,1.3340000000000003,54061,30,264,1.0,9253.06106486204,False,0.28121928420798625,0,3.647000000000001,51316,4,222,1.0,7568.710440906715,False,0.20290693840224763,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,7.618000000000001,64210,2406,0,0.0,22176.994665908824,False,-0.2365248785010604,0.3333333333333333,268739,0.0,0.25,6,0,0,3,3,3.0,3,6,0,0.0,0.0,0,0,0,200,0.3256167257204652,116.65294688288122
84,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,10,38.0,0,1.3340000000000003,53951,31,274,1.0,9602.192165803783,False,0.2826288277278498,0,3.6470000000000007,51226,3,232,1.0,7897.841541848459,False,0.20453479393363824,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,7.707000000000001,64084,2406,0,0.0,22176.994665908824,False,-0.23780243208733584,0.3333333333333333,268413,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.32116272673010826,116.97410960961133
85,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,9,38.0,0,1.334,53871,29,284,1.0,9921.323266745527,False,0.2843658392650038,0,3.647000000000001,51106,5,242,1.0,8256.972642790202,False,0.20583518144773835,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,7.787000000000002,63969,2406,0,0.0,22176.994665908824,False,-0.23896845321766658,0.3333333333333333,268098,0.0,0.25,7,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.32253758795559406,117.29664719756693
86,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,11,38.0,0,1.334,53781,28,294,1.0,10250.45436768727,False,0.28599369479639425,0,3.6470000000000007,50996,6,252,1.0,8606.103743731946,False,0.2072447249676019,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,7.888000000000003,63823,2406,0,0.0,22176.994665908824,False,-0.2404487930874778,0.3333333333333333,267752,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.31799711007624865,117.61464430764318
