index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
215,7338d1a7-fa4f-43b3-a786-8c970bf236de,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,0,,-1,-1
51,308d024f-1a52-4d40-86dd-152e1ead972d,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,5,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,0,,-1,-1
224,e8079c31-54aa-455e-946e-2a19299a5a33,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,4,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,0,,-1,-1
314,e0114826-2660-4032-9845-7f1d15cf14e7,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,4,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,0,,-1,-1
265,d8e13b17-7873-4562-946d-37ee9a2b3b90,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,5,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,0,,-1,-1
583,e4361f15-7ccb-49e3-b466-cd592f9ab927,05Buy@2,06Ind@3,BuyCheapSellExpensiveAgent,IndDecentralizingAgent,1,2,17,-1,-1,1,,"[quantity: (1, 2), time: (1, 7), unit_price: (1, 31)]",05Buy@2,06Ind@3,p3,06Ind@3,True,3,17,-1,,-1,-1
585,31763935-c7b8-4c93-8e06-ffe9be22a930,02Dec@1,05Buy@2,DecentralizingAgent,BuyCheapSellExpensiveAgent,1,5,40,-1,-1,1,,"[quantity: (1, 5), time: (1, 6), unit_price: (27, 54)]",02Dec@1,05Buy@2,p2,02Dec@1,False,2,17,-1,,-1,-1
584,bcf5f4b4-8be1-49a2-b740-240c6d091dc6,01Buy@0,02Dec@1,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,4,10,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 20)]",01Buy@0,02Dec@1,p1,02Dec@1,True,1,17,-1,,-1,-1
34,c9ed5733-443d-45ca-8c1f-e722d50de60d,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,1,3,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,1,,-1,-1
327,b266667c-3416-4efa-9788-b28ecb98e1c2,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,1,4,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,1,,-1,-1
578,5a9b49c9-42a7-4dfc-aed4-fa3cfe53e0a6,05Buy@2,06Ind@3,BuyCheapSellExpensiveAgent,IndDecentralizingAgent,1,9,15,-1,-1,1,,"[quantity: (1, 9), time: (1, 2), unit_price: (1, 31)]",05Buy@2,06Ind@3,p3,06Ind@3,True,3,17,-1,,-1,-1
