index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"07MyA@3, 05Buy@2 agreed on {'quantity': 9, 'time': 1, 'unit_price': 17} [id 72529dc8-d040-4b80-bd5c-56396ac8512d]",72529dc8-d040-4b80-bd5c-56396ac8512d,product,1.0,09cb11ed-b502-46c1-a710-31c47f9059df,05Buy@2,str,['07MyA@3'],-1,False
1,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 11} [id 56369ec0-03e5-410d-855e-e56fdb1b8f91]",56369ec0-03e5-410d-855e-e56fdb1b8f91,product,1.0,13e8133a-9ade-4d9f-8252-4782a30f5319,01Buy@0,str,['02Dec@1'],-1,False
2,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 10} [id 0c73306f-e4fb-4a8c-90f6-4a2074083a5a]",0c73306f-e4fb-4a8c-90f6-4a2074083a5a,product,1.0,e2139c43-b701-46a8-b125-a68e4ba94d8e,01Buy@0,str,['02Dec@1'],-1,False
3,"04Dec@2, 02Dec@1 agreed on {'quantity': 1, 'time': 2, 'unit_price': 14} [id ea355c54-6760-49bd-b0e4-5b8b57e9acb4]",ea355c54-6760-49bd-b0e4-5b8b57e9acb4,product,1.0,2d8488fc-4be7-46db-8a55-3e5cb75c9a30,02Dec@1,str,['04Dec@2'],-1,False
4,"05Buy@2, 03Ran@1 agreed on {'quantity': 2, 'time': 2, 'unit_price': 3} [id a1e154f6-ef8a-4c20-82c3-928f74e4f0b0]",a1e154f6-ef8a-4c20-82c3-928f74e4f0b0,product,1.0,56a876a3-e36f-449b-a50b-f480751009f2,03Ran@1,str,['05Buy@2'],-1,False
5,"05Buy@2, 03Ran@1 agreed on {'quantity': 6, 'time': 2, 'unit_price': 12} [id 874bbf8f-d6fb-4bfc-a995-64941b828443]",874bbf8f-d6fb-4bfc-a995-64941b828443,product,1.0,62242992-d275-45e1-a78d-64e5d2fbbc5a,03Ran@1,str,['05Buy@2'],-1,False
6,"06Ind@3, 05Buy@2 agreed on {'quantity': 1, 'time': 2, 'unit_price': 16} [id e701b486-f1cc-4293-8c38-274b32000dcf]",e701b486-f1cc-4293-8c38-274b32000dcf,product,1.0,29e0c84b-e0d3-4c91-8031-a9b16c7da694,05Buy@2,str,['06Ind@3'],-1,False
7,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 11} [id 6ca38ff8-7d8a-47d2-85d0-255af4b355e2]",6ca38ff8-7d8a-47d2-85d0-255af4b355e2,product,1.0,1e5fb414-55f1-45d8-aa5d-01feedbf24fb,01Buy@0,str,['02Dec@1'],-1,False
8,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 10} [id c2c8eb68-85dc-44c7-acbe-aaed7ab12bcf]",c2c8eb68-85dc-44c7-acbe-aaed7ab12bcf,product,1.0,c7d91b9d-d395-4990-8670-7bbdcdcb82db,01Buy@0,str,['02Dec@1'],-1,False
9,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 11} [id 290a7a47-0b47-474f-99e2-0e65653d5ac7]",290a7a47-0b47-474f-99e2-0e65653d5ac7,product,1.0,37d99a14-51f8-4c51-815e-8dfbbe313a17,01Buy@0,str,['02Dec@1'],-1,False
10,"03Ran@1, 01Buy@0 agreed on {'quantity': 2, 'time': 3, 'unit_price': 20} [id 76c04399-da34-41c8-814b-131e7b6f30b4]",76c04399-da34-41c8-814b-131e7b6f30b4,product,1.0,e03c18ac-2ae2-4d62-a3ee-09e8af0f70d4,01Buy@0,str,['03Ran@1'],-1,False
11,"03Ran@1, 01Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 19} [id 651f0cef-e9c1-43bb-8b56-acf40b787fb4]",651f0cef-e9c1-43bb-8b56-acf40b787fb4,product,1.0,ee28d0a6-da77-457e-9e34-c246e9f59401,01Buy@0,str,['03Ran@1'],-1,False
