index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,27,0,0,0,10.000000000000002,20,10.0,19.380396372762885,0,,20.79657203830152,12,28.5,30.99999999999999,10,31.0,0,1.0010000000000001,27962,9,20,1.0,477.6079274552577,False,0.11324822215883588,0,1.0550000000000002,28025,5,20,1.0,437.6079274552577,False,0.11494567991977067,2,2.1370000000000005,24939.0,470,0,0.0,9108.786295198555,False,-0.23234270828736908,0,0.47900000000000004,38794,40,57,1.0,1960.620461093702,False,0.03525013614125063,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50552,165,73,1.0,5694.43438631975,False,0.009780590619868223,0.6666666666666666,223174,0.0,0.0,19,0,0,19,1,1.0,17,36,21,240.0,95.0,15,12,21,830,1.4242343009682372,49.029906774812844
33,21,0,0,0,10.000000000000002,20,10.0,19.412730741300503,16,20.0,19.11509992546004,29,11.482758620689655,30.99999999999999,10,31.0,0,1.0010000000000001,28172,10,14,1.0,371.77823037820707,False,0.11944927819315901,0,1.0550000000000004,27935,4,30,1.0,622.3819222390151,False,0.11503990846042586,14,2.275000000000001,24717.0,470,0,0.0,9123.983448411236,False,-0.2379231721966263,0,0.47900000000000004,38666,46,52,1.0,1886.970810223745,False,0.030960057394895227,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50529,184,73,1.0,5780.178386284646,False,0.01015637065811287,0.6666666666666666,222921,0.0,0.0,14,0,0,17,2,2.0,15,32,19,138.0,44.0,11,10,19,1022,1.3658511089743115,50.395757883787155
34,19,0,0,0,10.000000000000002,20,10.0,19.412730741300503,0,,18.557003459711392,12,11.833333333333334,30.999999999999993,10,31.0,0,1.0010000000000001,28092,8,24,1.0,545.905537791212,False,0.1197281213048953,0,1.0550000000000004,27815,6,40,1.0,836.5092296520202,False,0.11452923633451807,11,2.3710000000000004,24563.0,470,0,0.0,9123.983448411236,False,-0.24193150119194123,0,0.47900000000000004,38677,36,61,1.0,1830.8355177292128,False,0.03051581881479972,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50697,186,73,1.0,5714.602643506319,False,0.012713235538617345,0.6666666666666666,222746,0.0,0.0,17,0,0,14,2,2.0,16,30,16,147.0,75.0,9,10,16,521,1.1944897950161248,51.59024767880328
35,16,0,0,0,10.0,20,10.0,19.65108019526757,28,22.0,19.19319459503379,7,32.0,30.999999999999993,0,,0,1.0010000000000003,28002,7,34,1.0,738.1367266390974,False,0.11996953905414288,0,1.0550000000000002,28321,7,22,1.0,502.3237642958866,False,0.12790785891946718,0,2.3600000000000008,23947.0,498,0,0.0,9786.23793724325,False,-0.24934620071260738,0,0.47900000000000004,38901,26,64,1.0,1739.2925391591195,False,0.035154770160842175,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50473,183,83,1.0,6085.354610891183,False,0.011982854382315186,0.6666666666666666,222546,0.0,0.0,13,0,0,13,0,0.0,16,29,18,114.0,84.0,8,8,18,1040,1.1681942370487377,52.75844191585202
36,18,0,0,0,10.0,20,10.0,19.660328478609056,31,19.741935483870968,19.19319459503379,0,,30.999999999999993,9,31.0,0,1.0010000000000001,28474,7,18,1.0,423.885912614963,False,0.13239945350969054,0,1.0550000000000002,28261,7,27,1.0,600.8288689224445,False,0.12748359523374472,0,2.3600000000000008,23661.0,511,0,0.0,10046.427852569228,False,-0.25340411436010896,0,0.47900000000000004,38575,34,74,1.0,2088.7475683052085,False,0.031217433215840754,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50752,173,84,1.0,5924.422664940846,False,0.015737138014266214,0.6666666666666666,222625,0.0,0.0,18,0,0,13,0,0.0,17,30,25,119.0,96.0,8,10,25,1091,1.239649699011352,53.99809161486337
37,25,0,0,0,10.0,20,10.0,19.496743012130423,50,18.6,18.644178643324164,11,12.0,30.999999999999993,13,31.0,7,1.0710000000000002,28815,4,10,1.0,234.96743012130423,False,0.14213183779648866,0,1.0550000000000004,28531,10,12,1.0,333.9609161455651,False,0.13287464306303423,11,2.4700000000000006,22658.0,551,0,0.0,10742.705399683864,False,-0.27044891463191223,0,0.47900000000000004,38505,34,84,1.0,2229.000268451664,False,0.031220721869490705,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,51023,174,81,1.0,5755.087083938404,False,0.01926068495838282,0.6666666666666666,222434,0.0,0.0,23,0,0,16,2,1.7,14,30,22,174.0,36.0,13,12,22,1333,1.354243565001525,55.352335179864895
38,22,0,0,0,10.0,20,10.0,19.325566831658236,95,18.8,17.59079253625435,18,10.0,30.999999999999993,0,,9,1.1540000000000004,28838,3,10,1.0,223.25566831658236,False,0.14280861495966726,64,1.6950000000000003,27736,11,10,1.0,303.2556683165824,False,0.10088535584076627,9,2.549000000000001,21343.0,610,0,0.0,11788.595767311524,False,-0.2910646047981321,0,0.47900000000000004,37989,60,85,1.0,2654.751375481114,False,0.02333096532380411,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50843,182,91,1.0,6022.524241598292,False,0.018385502076304735,0.6666666666666666,219651,0.0,0.0,10,0,0,12,7,5.767801857585139,19,31,28,153.0,77.0,11,11,28,290,1.3889173099887557,56.74125248985365
39,28,0,0,0,10.0,20,10.0,19.355211190995576,16,20.0,17.59079253625435,0,,30.999999999999996,9,31.0,6,1.205,28986,0,10,1.0,193.55211190995576,False,0.14806474245835224,0,1.6310000000000004,27606,14,20,1.0,527.1042238199116,False,0.10017180293344219,0,2.5400000000000005,21343.0,610,0,0.0,11806.678826507301,False,-0.2908292708679425,0,0.47900000000000004,37669,66,95,1.0,2948.569229549871,False,0.018825731774464782,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,51122,172,92,1.0,5877.616316235748,False,0.02229129303199331,0.6666666666666666,219628,0.0,0.0,15,0,0,13,1,0.375,22,35,28,210.0,69.0,15,13,28,479,1.4510588240227662,58.19231131387642
40,28,0,0,0,9.999999999999998,20,10.0,19.391055786964905,16,20.125,19.871616501791642,25,32.0,30.999999999999993,5,31.0,4,1.2390000000000003,29098,0,10,1.0,193.91055786964904,False,0.15249310275283529,0,1.6310000000000002,27548,14,28,1.0,682.9495620350174,False,0.10095826547518989,0,2.5400000000000005,21021.0,626,0,0.0,12138.80092264003,False,-0.29488806711816723,0,0.47900000000000004,38469,56,80,1.0,2675.628444213366,False,0.036096153620684045,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50477,187,97,1.0,6722.9922858350365,False,0.01808736702313673,0.6666666666666666,219515,0.0,0.0,19,0,0,14,1,0.2857142857142857,20,34,28,240.0,84.0,15,13,28,1197,1.3547628039959818,59.5470741178724
41,28,0,0,0,9.999999999999998,20,10.0,19.421011491023513,16,20.0,19.871616501791642,0,,30.999999999999993,0,,0,1.235,28988,1,20,1.0,398.42022982047024,False,0.152187356502062,0,1.6310000000000004,27778,13,22,1.0,557.2622528025173,False,0.10755688956265823,0,2.5400000000000005,20701.0,642,0,0.0,12468.289377237095,False,-0.29892908150394204,0,0.47900000000000004,38469,46,90,1.0,2681.8120137483293,False,0.03617662693581904,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50477,177,107,1.0,6834.27612081712,False,0.01913955713491466,0.6666666666666666,219315,0.0,0.0,12,0,0,14,0,0.0,19,33,27,222.0,84.0,14,14,27,520,1.5492615380208008,61.0963356558932
42,27,0,0,0,9.999999999999998,20,10.0,19.229207064271904,5,8.0,20.28374071743425,5,32.0,30.999999999999993,10,31.0,0,1.235,28918,2,25,1.0,500.7301766067976,False,0.15144343471906674,0,1.6310000000000004,27688,12,32,1.0,735.3346260567009,False,0.10751884229545038,0,2.5400000000000005,20701.0,642,0,0.0,12345.150935262562,False,-0.30053161198252787,0,0.47900000000000004,38589,41,95,1.0,2715.3528577914017,False,0.03973650257406815,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50627,172,107,1.0,6805.80340339869,False,0.021706851134589193,0.6666666666666666,219425,0.0,0.0,18,0,0,14,0,0.0,15,29,28,147.0,173.0,9,18,28,710,1.3048805280122906,62.40121618390549
43,28,0,0,0,9.999999999999998,20,10.0,19.115758658195652,38,18.31578947368421,20.364054265386404,1,31.0,30.999999999999993,0,,0,1.235,28838,4,30,1.0,613.4727597458696,False,0.15051067345148172,1,1.6410000000000005,28247,10,10,1.0,291.15758658195654,False,0.12081867966567887,0,2.5400000000000005,20085.0,670,0,0.0,12807.558300991088,False,-0.3105471329907458,0,0.47900000000000004,38540,41,104,1.0,2901.607748586208,False,0.04088505659274082,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50596,163,117,1.0,6946.340845257982,False,0.022449423672118822,0.6666666666666666,219208,0.0,0.0,16,0,0,22,1,0.07142857142857142,13,35,22,195.0,114.0,15,13,22,619,1.300635561987292,63.70185174589278
44,22,0,0,0,9.999999999999998,20,10.0,19.407611968173114,31,22.0,19.871268837375148,53,18.754716981132077,30.999999999999993,7,31.0,0,1.235,29112,4,23,1.0,486.37507526798163,False,0.15881839324309144,4,1.6800000000000002,28387,10,10,1.0,294.07611968173114,False,0.12640289198803356,32,2.8600000000000003,18605.0,701,0,0.0,13604.735989689354,False,-0.3386942218936836,0,0.47900000000000004,39170,31,93,1.0,2449.663972889255,False,0.05140114488403498,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49819,206,120,1.0,7813.481380499279,False,0.015955158470739323,0.6666666666666666,217995,0.0,0.0,16,0,0,12,4,3.2857142857142856,15,27,24,129.0,117.0,8,14,24,1421,1.1570505459676497,64.85890229186043
45,24,0,0,0,10.0,20,10.0,19.651044639169804,29,21.96551724137931,19.871268837375148,0,,30.99999999999999,8,31.0,0,1.235,29332,5,18,1.0,403.7188035050565,False,0.16587160120608432,4,1.7160000000000004,28534,9,10,1.0,286.51044639169805,False,0.13205649862607968,0,2.8280000000000003,18584.0,702,0,0.0,13795.033336697203,False,-0.33676427203673603,0,0.47900000000000004,38554,49,103,1.0,3009.641877568961,False,0.042655412253630495,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50067,196,122,1.0,7676.768692125528,False,0.01935222469011689,0.6666666666666666,217973,0.0,0.0,15,0,0,14,2,1.2307692307692308,23,37,24,195.0,57.0,15,9,24,778,1.4353787319851108,66.29428102384554
46,24,0,0,0,10.0,20,10.0,19.669140876117606,15,20.0,19.871268837375148,0,,30.99999999999999,7,31.0,0,1.235,29522,6,13,1.0,315.6988313895289,False,0.1716346682336477,0,1.7120000000000004,28444,8,20,1.0,473.3828175223521,False,0.13219214466923956,0,2.8280000000000003,18584.0,702,0,0.0,13807.736895034559,False,-0.33659894722755657,0,0.47900000000000004,38254,54,113,1.0,3307.586985933742,False,0.03872445322662337,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50284,186,125,1.0,7571.056003751776,False,0.022456185505008996,0.6666666666666666,217990,0.0,0.0,14,0,0,17,0,0.0,21,38,23,225.0,71.0,15,9,23,717,1.204129441990517,67.49841046583606
47,23,0,0,0,10.0,20,10.0,19.37266514515428,30,16.8,21.365049827885578,20,33.0,30.999999999999993,9,31.0,3,1.2650000000000001,29585,7,10,1.0,263.7266514515428,False,0.1730958205323611,0,1.7120000000000004,28634,7,16,1.0,379.96264232246847,False,0.13784862313126617,0,2.8280000000000007,18304.0,716,0,0.0,13870.828243930464,False,-0.34306574383224286,0,0.47900000000000004,38690,60,103,1.0,3362.960040981471,False,0.05079333733708321,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49903,196,126,1.0,8093.5497662655725,False,0.0201916509045192,0.6666666666666666,218018,0.0,0.0,16,0,0,14,1,0.1875,18,32,24,219.0,76.0,13,10,24,1419,1.2495840349583887,68.74799450079445
48,24,0,0,0,10.0,20,10.0,19.464832252528037,45,20.0,21.365049827885578,0,,30.999999999999993,13,31.0,22,1.482,29687,7,10,1.0,264.6483225252804,False,0.17714054007826624,0,1.7120000000000002,28794,7,13,1.0,323.04281928286446,False,0.1430412683420745,0,2.8280000000000003,17404.0,761,0,0.0,14812.737344173836,False,-0.35423298615078297,0,0.47900000000000004,38690,50,113,1.0,3387.492243177472,False,0.05111260077013893,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50306,186,123,1.0,7786.899267986717,False,0.024913006958764063,0.6666666666666666,217783,0.0,0.0,16,0,0,16,2,1.375,19,35,27,243.0,84.0,16,8,27,863,1.4448035199893638,70.19279802078381
49,27,0,0,0,10.0,20,10.0,19.595662512259814,15,22.0,20.50443009181777,34,16.5,30.999999999999993,8,31.0,0,1.4600000000000004,29617,4,20,1.0,431.9132502451963,False,0.1776786919754697,2,1.7320000000000004,28960,10,10,1.0,295.95662512259815,False,0.14905962073903756,24,3.068,16879.0,761,0,0.0,14912.299171829718,False,-0.36660204097046173,0,0.47900000000000004,38680,55,113,1.0,3394.7620385496975,False,0.05094692918466553,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49993,210,125,1.0,8180.930319281731,False,0.022719737522046552,0.6666666666666666,217031,0.0,0.0,17,0,0,17,4,3.1333333333333333,18,35,25,163.0,131.0,13,14,25,768,1.4045843089697883,71.5973823297536
50,25,0,0,0,10.0,20,10.0,19.464442907564536,33,18.424242424242426,21.79943792425568,20,33.0,30.999999999999993,0,,0,1.4600000000000004,29817,4,15,1.0,331.966643613468,False,0.18360111012974625,8,1.8100000000000003,29020,10,10,1.0,294.64442907564535,False,0.15140226648262373,0,3.0440000000000005,16299.0,790,0,0.0,15376.909896975983,False,-0.3756518753647061,0,0.47900000000000004,39312,49,103,1.0,3199.099808668997,False,0.06485033587544241,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49333,220,135,1.0,8980.87634333625,False,0.017802620393860363,0.6666666666666666,216683,0.0,0.0,14,0,0,15,2,1.2857142857142856,19,34,25,225.0,60.0,15,10,25,1160,1.4240473339450546,73.02142966369865
51,25,0,0,0,10.000000000000002,20,10.0,19.06185032069584,12,10.166666666666666,21.79943792425568,0,,30.999999999999993,1,31.0,0,1.4600000000000002,29779,6,18,1.0,403.1133057725251,False,0.18350531552527483,0,1.8020000000000005,28980,8,15,1.0,365.9277548104376,False,0.1512302178037746,0,3.0440000000000005,16278.0,791,0,0.0,15077.92360367041,False,-0.38008948980127005,0,0.47900000000000004,39211,50,113,1.0,3416.429001475684,False,0.0650498308364873,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49364,210,144,1.0,9041.881964093693,False,0.018965640143089192,0.6666666666666666,216514,0.0,0.0,14,0,0,12,0,0.0,22,34,30,186.0,99.0,12,13,30,353,2.5834561709780246,75.60488583467668
52,30,0,0,0,10.000000000000002,20,10.0,19.031047120859206,22,18.681818181818183,20.691408600345074,18,10.0,30.999999999999993,10,31.0,0,1.4600000000000004,30010,7,11,1.0,279.3415183294513,False,0.19018122371564522,0,1.802,28960,7,20,1.0,450.6209424171841,False,0.1521123666196349,9,3.134,16122.0,792,0,0.0,15072.589319720491,False,-0.3842192956829712,0,0.47900000000000004,38911,61,114,1.0,3519.71445481175,False,0.058585560317695864,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49494,218,144,1.0,8974.727074875225,False,0.020788993181755793,0.6666666666666666,216399,0.0,0.0,18,0,0,15,1,1.0,16,31,27,189.0,110.0,13,17,27,1011,1.4331407729769126,77.03802660765359
53,27,0,0,0,10.000000000000002,20,10.0,18.917340807630392,39,18.205128205128204,20.691408600345074,0,,30.999999999999993,12,31.0,0,1.4600000000000004,29975,8,11,1.0,288.09074888393434,False,0.1889722633207788,9,1.8920000000000001,29352,6,10,1.0,249.17340807630393,False,0.16361071782876016,0,3.125,15794.0,807,0,0.0,15266.294031757727,False,-0.3902356320697849,0,0.47900000000000004,38529,75,124,1.0,3984.535227015069,False,0.05469202533856145,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49866,208,142,1.0,8705.812988871774,False,0.025280936697475196,0.6666666666666666,216418,0.0,0.0,23,0,0,17,1,0.6923076923076923,16,33,28,156.0,76.0,12,15,28,996,1.4006400020443834,78.43866660969798
54,28,0,0,0,10.000000000000002,20,10.0,18.76780747263477,21,16.952380952380953,20.691408600345074,0,,30.999999999999993,7,31.0,10,1.5600000000000003,30038,8,10,1.0,267.67807472634775,False,0.19105633338714564,0,1.8830000000000005,29252,6,20,1.0,435.35614945269543,False,0.16333799442311492,0,3.125,15473.0,823,0,0.0,15445.905549978417,False,-0.39625318128606957,0,0.47900000000000004,38494,70,134,1.0,4086.395275530674,False,0.05510665376796808,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50083,198,145,1.0,8591.898902868325,False,0.028307353190767447,0.6666666666666666,216242,0.0,0.0,15,0,0,11,3,2.2666666666666666,16,27,38,165.0,144.0,10,18,38,417,1.3485747859813273,79.7872413956793
55,38,0,0,0,10.000000000000002,20,10.0,19.07423927184729,39,21.025641025641026,20.691408600345074,0,,30.999999999999993,0,,5,1.6000000000000003,30140,9,10,1.0,280.7423927184729,False,0.19534072305223574,4,1.9230000000000005,29612,5,10,1.0,240.7423927184729,False,0.17370800554078777,0,3.125000000000001,15018.0,844,0,0.0,16098.657945439112,False,-0.3996010158063624,0,0.47900000000000004,38129,78,144,1.0,4467.353501653779,False,0.0505642048627509,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50083,188,155,1.0,8694.984816864873,False,0.02928203185266135,0.6666666666666666,215884,0.0,0.0,15,0,0,16,4,2.5164835164835164,18,34,36,230.0,174.0,15,23,36,410,1.4171238070121035,81.2043652026914
56,36,0,0,0,10.000000000000002,20,10.0,19.283818015044687,31,21.032258064516128,21.598169889081067,16,31.375,30.999999999999993,0,,6,1.6550000000000002,30290,9,10,1.0,282.8381801504469,False,0.20130345373737651,5,1.969,29727,5,10,1.0,242.83818015044687,False,0.17828908456005138,0,3.125000000000001,14366.0,875,0,0.0,16873.340763164102,False,-0.4064895788239966,0,0.47900000000000004,38631,68,138,1.0,4291.847069716226,False,0.06134626587345428,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49581,194,165,1.0,9305.044958481725,False,0.025557325351553698,0.6666666666666666,215497,0.0,0.0,13,0,0,17,2,0.7083333333333333,17,34,31,225.0,138.0,15,21,31,702,1.4180850710254163,82.62245027371682
57,31,0,0,0,10.000000000000002,20,10.0,19.105322379840768,5,9.8,21.598169889081067,0,,30.999999999999993,0,,0,1.6490000000000007,30211,9,19,1.0,453.0011252169746,False,0.2015435244989928,0,1.9640000000000006,29655,5,16,1.0,355.6851580774523,False,0.17767418991941916,0,3.125000000000001,14345.0,876,0,0.0,16736.26240474051,False,-0.4088201144619923,0,0.47900000000000004,38603,62,148,1.0,4381.059131134126,False,0.061778489473374894,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49581,184,175,1.0,9399.063259590916,False,0.02644626961528414,0.6666666666666666,215297,0.0,0.0,13,0,0,20,0,0.0,16,36,27,243.0,135.0,16,15,27,249,1.3591380180441774,83.981588291761
58,27,0,0,0,10.000000000000002,20,10.0,19.289550788678966,62,20.0,20.714080553106356,14,10.0,30.999999999999993,0,,29,1.9390000000000007,30424,10,10,1.0,292.8955078867897,False,0.20679171616703748,0,1.964,29845,4,12,1.0,271.4746094641476,False,0.18351244689452362,14,3.265,13215.0,922,0,0.0,17784.965827162006,False,-0.42458399496145227,0,0.47900000000000004,38283,68,158,1.0,4584.514181020973,False,0.056097269404229246,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49441,188,185,1.0,9629.247143983994,False,0.02597525759222407,0.6666666666666666,214110,0.0,0.0,13,0,0,18,3,2.8125,13,31,21,159.0,103.0,13,14,21,800,1.3440716200275347,85.32565991178853
59,21,0,0,0,10.000000000000002,20,10.0,19.295839567287196,1,21.0,21.376902594884115,33,24.696969696969695,30.999999999999993,0,,0,1.9100000000000004,30305,14,19,1.0,506.62095177845674,False,0.2063125878686732,0,1.9640000000000004,29785,0,22,1.0,424.5084704803183,False,0.1841644653102857,9,3.3410000000000006,13059.0,923,0,0.0,17810.059920606083,False,-0.42831780426072247,0,0.47900000000000004,39008,58,144,1.0,4197.43266856597,False,0.06993014925255045,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,48626,211,195,1.0,10555.526447520548,False,0.019321569225072308,0.6666666666666666,213685,0.0,0.0,13,0,0,16,1,1.0,13,29,18,165.0,77.0,10,11,18,946,1.2612573999795131,86.58691731176805
60,18,0,0,0,10.000000000000002,20,10.0,19.309650408814953,2,21.0,20.13983547270689,27,11.962962962962964,30.999999999999993,10,31.0,0,1.9100000000000006,30217,17,27,1.0,691.3605610380038,False,0.20648508923570985,0,1.964,29715,0,29,0.7,559.9798618556337,False,0.18407508017242283,13,3.462,12856.0,924,0,0.0,17842.116977745016,False,-0.43318431835313626,0,0.47900000000000004,39155,49,140,1.0,3765.7498362108972,False,0.06813833727499874,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,48613,228,195,1.0,10636.88248777717,False,0.019844961307979744,0.6166666666666667,213458,0.0,0.0,18,0,0,12,2,2.0,17,29,24,114.0,75.0,8,10,24,720,1.3592838709591888,87.94620118272724
61,24,0,0,0,10.000000000000002,20,10.0,19.35058473871221,14,20.0,20.452076162237745,5,32.0,30.999999999999996,8,31.0,0,1.9100000000000006,30417,15,23,1.0,595.0634489903808,False,0.21247954067958277,0,1.9640000000000006,29595,2,39,1.0,774.6728048097763,False,0.18357557249348214,0,3.449,12576.0,938,0,0.0,18150.848484912054,False,-0.4364543403837577,0,0.47900000000000004,39315,39,145,1.0,3720.2238483342494,False,0.07171035721413654,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,48701,223,197,1.0,10667.812984179016,False,0.021801491851471403,0.6666666666666666,213506,0.0,0.0,17,0,0,11,0,0.0,19,30,19,132.0,136.0,9,15,19,888,1.3836908029625192,89.32989198568976
62,19,0,0,0,10.000000000000002,20,10.0,19.276097455957565,3,14.0,20.452076162237745,0,,30.999999999999993,10,31.0,0,1.9100000000000004,30369,14,30,1.0,718.282923678727,False,0.21301679543026072,0,1.964,29485,3,49,1.0,974.5287753419207,False,0.18317797203817143,0,3.449,12576.0,938,0,0.0,18080.979413688197,False,-0.437363620332012,0,0.47900000000000004,39273,32,155,1.0,3786.9069237374924,False,0.07148499380189346,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49011,213,197,1.0,10463.292222556638,False,0.025729853471470856,0.6666666666666666,213616,0.0,0.0,13,0,0,13,0,0.0,20,33,19,150.0,87.0,10,9,19,552,1.2986749359988607,90.62856692168862
63,19,0,0,0,10.0,20,10.0,19.389195155995974,31,20.096774193548388,20.39709928278749,1,11.0,30.999999999999996,14,31.0,0,1.9100000000000004,30269,14,40,1.0,915.567806239839,False,0.21296320476551076,0,1.9640000000000004,30008,3,28,1.0,572.8974643678873,False,0.19589644450434013,1,3.4590000000000005,12520.0,940,0,0.0,18225.843446636216,False,-0.4369359259938025,0,0.47900000000000004,38692,51,165,1.0,4354.370334615731,False,0.06374766182477522,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49434,204,193,1.0,10144.008253688648,False,0.03070996041837154,0.6666666666666666,213825,0.0,0.0,22,0,0,12,1,1.0,15,27,22,132.0,59.0,9,10,22,1257,1.1540018509840593,91.78256877267268
64,22,0,0,0,10.0,20,10.0,19.561927828316612,57,20.17543859649123,20.675842648707764,22,22.636363636363637,30.999999999999996,12,31.0,0,1.9100000000000006,30659,14,23,1.0,589.9243400512821,False,0.22193123993469285,2,1.984,30534,3,10,1.0,225.61927828316612,False,0.20980615976399739,9,3.548000000000001,11747.0,969,0,0.0,18955.508065638798,False,-0.4475597596871577,0,0.47900000000000004,38588,69,162,1.0,4699.259529244504,False,0.0655291453571643,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,49308,216,191,1.0,10386.982012120876,False,0.0306246171865746,0.6666666666666666,213738,0.0,0.0,23,0,0,8,2,1.1333333333333333,18,26,27,111.0,88.0,7,15,27,1800,1.2119095170055516,92.99447828967823
65,27,0,0,0,10.0,20,10.0,19.625995244235444,40,20.0,21.520670541541012,30,26.0,30.999999999999996,10,31.0,0,1.9100000000000006,30879,16,16,1.0,474.0159239077671,False,0.2283281210308655,13,2.1120000000000005,30681,1,10,1.0,206.25995244235443,False,0.21522698469213558,10,3.6390000000000007,11157.0,992,0,0.0,19468.98728228156,False,-0.45623389794011504,0,0.47900000000000004,38908,76,152,1.0,4762.717560876128,False,0.07468398699734685,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,48838,236,191,1.0,10999.878247803677,False,0.027531846826932355,0.6666666666666666,213365,0.0,0.0,17,0,0,12,3,2.090909090909091,20,32,27,156.0,90.0,12,15,27,1510,1.5842606539954431,94.57873894367367
66,27,0,0,0,10.0,20,10.0,19.7717568336711,17,21.88235294117647,21.992241725614786,31,24.580645161290324,30.999999999999996,7,31.0,1,1.9200000000000004,31114,18,10,1.0,377.717568336711,False,0.235704199596098,0,2.0990000000000006,30601,0,19,0.9,375.66337983975086,False,0.21541258842254368,11,3.739,10642.0,1009,0,0.0,19949.702645174137,False,-0.4633823185167342,0,0.47900000000000004,39538,66,142,1.0,4427.8342760595915,False,0.08672350697630901,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,48293,257,194,1.0,11666.006123483,False,0.023524130360831723,0.65,213090,0.0,0.0,18,0,0,14,2,1.0666666666666667,17,31,27,186.0,121.0,12,15,27,1089,1.3434749519801699,95.92221389565384
