index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,16,0,0,0,10.000000000000002,20,10.0,4.336056390062881,7,2.142857142857143,24.87862079544421,5,43.8,45.00000000000001,3,45.0,0,1.235,11490,222,0,0.0,2220.0000000000005,False,-0.2336232589258561,7,0.8820000000000001,12815,198,0,0.0,1980.0000000000005,False,-0.1603308801167812,0,0.23600000000000002,24481,0,82,0.7,2040.0469052264252,False,0.14180278734723792,0,2.0990000000000006,16246,49,0,0.0,212.46676311308116,False,-0.2678323013541444,0,0.2,34156,0,7,0.0,315.00000000000006,False,0.004464155030590439,0,0.23600000000000002,35450,74,33,1.0,3326.0179388628717,False,0.08641459469662591,0.2833333333333333,134638,0.0,0.0,12,0,0,9,3,3.0,23,32,16,144.0,48.0,10,6,16,554,0.8573983650421724,20.45623069704743
21,16,0,0,0,10.000000000000002,20,10.0,4.005683282483971,12,1.9166666666666667,24.980749226656123,2,29.5,45.00000000000001,3,45.0,8,1.3150000000000002,11164,235,0,0.0,2350.0000000000005,False,-0.24949820570524908,4,0.915,12657,205,0,0.0,2050.0000000000005,False,-0.16781217687488595,0,0.23600000000000002,24502,2,91,1.0,2281.259546190675,False,0.14814317959592269,1,2.109000000000001,16226,49,0,0.0,196.27848084171455,False,-0.2690902104226356,0,0.2,34291,0,4,0.0,180.00000000000003,False,0.006440092503146863,0,0.23600000000000002,35391,66,43,1.0,3583.729448959304,False,0.08845949253475167,0.3333333333333333,134231,0.0,0.0,15,0,0,12,5,5.0,18,30,18,130.0,63.0,10,6,18,379,0.735704948019702,21.191935645067133
22,18,0,0,0,10.000000000000002,20,10.0,3.9806406039070374,1,2.0,24.55897687494023,6,18.833333333333332,45.00000000000001,4,45.0,1,1.3170000000000002,11032,246,0,0.0,2460.0000000000005,False,-0.2541816191229244,0,0.911,12567,214,0,0.0,2140.0000000000005,False,-0.17054923666443647,0,0.23600000000000002,24543,0,93,0.3,2283.9848493694417,False,0.15003995812146154,5,2.158000000000001,16121,49,0,0.0,195.05138959144483,False,-0.2738190339932067,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35278,62,53,1.0,3907.656566246295,False,0.0898928100208761,0.21666666666666667,134012,0.0,0.0,11,0,0,19,2,2.0,15,34,15,113.0,40.0,10,8,15,423,1.1826567520038225,22.374592397070955
23,15,0,0,0,10.000000000000002,20,10.0,3.868547646371598,7,2.7142857142857144,23.769276545649515,8,16.0,45.00000000000001,0,,4,1.356,10812,260,0,0.0,2600.0000000000005,False,-0.26330515175475944,3,0.9410000000000001,12438,220,0,0.0,2200.0000000000005,False,-0.1765707682014476,0,0.23600000000000002,24524,0,100,0.7,2376.9276545649514,False,0.15126998420714938,8,2.2330000000000005,15969,49,0,0.0,189.5588346722083,False,-0.2807477649621159,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35150,60,63,1.0,4261.156592738971,False,0.09131987636104,0.2833333333333333,133364,0.0,0.0,10,0,0,16,3,3.0,14,30,16,126.0,48.0,9,6,16,200,0.91624018503353,23.290832582104485
24,16,0,0,0,10.000000000000002,20,10.0,3.8426579432363885,1,2.0,23.181017276983194,5,14.0,45.00000000000001,0,,1,1.362,10680,271,0,0.0,2710.0000000000005,False,-0.26798856517243475,0,0.938,12348,229,0,0.0,2290.0000000000005,False,-0.17930782799099812,0,0.23600000000000002,24522,0,101,0.1,2341.2827449753026,False,0.1503824380983098,5,2.275000000000001,15864,49,0,0.0,188.29023921858303,False,-0.28547751770353313,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35080,55,73,1.0,4559.955950234076,False,0.0936441548876507,0.18333333333333335,132965,0.0,0.0,12,0,0,18,2,2.0,16,34,13,146.0,45.0,11,5,13,200,0.8674632820184343,24.15829586412292
25,13,0,0,0,10.000000000000002,20,10.0,3.628465168281609,11,2.3636363636363638,24.18792694143046,4,43.0,45.00000000000001,0,,4,1.4010000000000002,10520,279,0,0.0,2790.0000000000005,False,-0.2752873912779028,7,1.0080000000000002,12058,241,0,0.0,2410.0000000000005,False,-0.1932972446931452,0,0.23600000000000002,24668,1,107,1.0,2591.7366479013413,False,0.16252656595104648,0,2.2700000000000005,15864,49,0,0.0,177.79479324579884,False,-0.2857124833606654,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,34908,49,83,1.0,4920.208420130093,False,0.09388203536386654,0.3333333333333333,132489,0.0,0.0,13,0,0,18,3,3.0,16,34,13,138.0,39.0,10,3,13,372,0.9191173919825815,25.0774132561055
26,13,0,0,0,10.000000000000002,20,10.0,3.4907179465719733,9,2.4444444444444446,25.24656491984914,4,44.0,45.00000000000001,0,,5,1.447,10300,290,0,0.0,2900.0000000000005,False,-0.28532327717292133,4,1.0410000000000001,11884,250,0,0.0,2500.0000000000005,False,-0.20114348275652333,0,0.23600000000000002,24822,0,113,1.0,2852.8618359429524,False,0.1752677943033705,0,2.270000000000001,15864,49,0,0.0,171.0451793820267,False,-0.28586358960817526,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,34732,43,93,1.0,5270.602291553514,False,0.0938585271443095,0.3333333333333333,132073,0.0,0.0,12,0,0,14,2,2.0,16,30,12,134.0,39.0,10,3,12,376,0.82178382598795,25.89919708209345
27,12,0,0,0,10.000000000000002,20,10.0,3.5328623002517485,2,5.0,24.045604983212982,20,20.0,45.00000000000001,0,,2,1.4620000000000002,10132,303,0,0.0,3030.0000000000005,False,-0.2915881029134481,0,1.0370000000000001,11814,257,0,0.0,2570.0000000000005,False,-0.20327230703728483,0,0.23600000000000002,25072,0,105,0.2,2524.7885232373633,False,0.17911678434757244,10,2.370000000000001,15654,49,0,0.0,173.11025271233567,False,-0.2952200624000999,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,34332,53,103,1.0,5909.417064110289,False,0.09149932765595684,0.19999999999999998,131475,0.0,0.0,15,0,0,13,2,2.0,12,25,14,96.0,33.0,6,6,14,460,0.6405742699862458,26.539771352079697
28,14,0,0,0,10.000000000000002,20,10.0,3.385905147048304,9,2.3333333333333335,25.01150357331835,4,44.0,45.00000000000001,11,45.0,2,1.4800000000000002,9986,313,0,0.0,3130.0000000000005,False,-0.2974271637978225,7,1.107,11553,267,0,0.0,2670.0000000000005,False,-0.2161060762727328,0,0.23600000000000002,25227,0,110,0.9,2751.2653930650185,False,0.19112710202079833,0,2.3600000000000008,15654,49,0,0.0,165.9093522053669,False,-0.29538127177833423,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,34651,47,102,1.0,5765.540667945963,False,0.09873160428479781,0.31666666666666665,131542,0.0,0.0,16,0,0,18,3,3.0,15,33,12,132.0,10.0,11,3,12,871,0.7775378120131791,27.317309164092876
29,12,0,0,0,10.000000000000002,20,10.0,3.20932677474896,8,1.75,24.256198503790795,28,22.25,45.00000000000001,7,45.0,1,1.4880000000000002,9854,324,0,0.0,3240.0000000000005,False,-0.30211057721549783,7,1.1700000000000002,11297,276,0,0.0,2760.0000000000005,False,-0.22893984550818078,0,0.23600000000000002,25520,0,111,0.8,2692.4380339207783,False,0.20292912227815837,21,2.5700000000000007,15075,49,0,0.0,157.25701196269904,False,-0.3214995743717494,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,34343,65,105,1.0,6301.652902746402,False,0.0975623211080823,0.3,130560,0.0,0.0,19,0,0,13,5,5.0,15,28,11,79.0,17.0,6,6,11,822,0.9101794289890677,28.227488593081944
30,11,0,0,0,10.000000000000002,20,10.0,2.9466736597065033,9,1.0,22.58745738832066,20,14.9,45.00000000000001,12,45.0,9,1.5770000000000004,9477,339,0,0.0,3390.0000000000005,False,-0.32047928958092575,0,1.1630000000000003,11247,281,0,0.0,2810.0000000000005,False,-0.23046043428015328,0,0.23600000000000002,25511,0,120,0.9,2710.4948865984793,False,0.20293039506130736,20,2.749000000000001,14530,49,0,0.0,144.38700932561866,False,-0.3461899568074322,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,34585,75,103,1.0,6329.05930412405,False,0.10504755867984031,0.31666666666666665,129821,0.0,0.0,19,0,0,9,4,4.0,21,30,15,86.0,24.0,8,3,15,740,0.9455427139764652,29.17303130705841
31,15,0,0,0,10.000000000000002,20,10.0,2.9767112961665627,2,4.0,22.797546312570123,1,44.0,45.00000000000001,8,45.0,0,1.5680000000000003,9337,353,0,0.0,3530.0000000000005,False,-0.32473693814244875,2,1.1830000000000003,11147,287,0,0.0,2870.0000000000005,False,-0.2347180828416763,0,0.23600000000000002,25547,0,121,0.2,2758.503103820985,False,0.20561706599402224,0,2.7290000000000005,14530,49,0,0.0,145.85885351216157,False,-0.34615700605551714,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,34901,66,105,1.0,6229.638056629629,False,0.1128426869329005,0.19999999999999998,129933,0.0,0.0,17,0,0,11,1,1.0,22,33,16,106.0,42.0,9,6,16,604,1.700083389005158,30.873114696063567
32,16,0,0,0,10.000000000000002,20,10.0,3.0376935795502003,4,4.0,22.315593399309925,7,16.0,45.0,9,45.0,4,1.6080000000000003,9157,363,0,0.0,3630.0000000000005,False,-0.3326439997567058,0,1.181,11047,297,0,0.0,2970.0000000000005,False,-0.2377592603856213,0,0.23600000000000002,25531,0,125,0.4,2789.4491749137405,False,0.20559347127504563,7,2.7990000000000004,14397,49,0,0.0,148.8469853979598,False,-0.35204515569539807,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35194,63,106,1.0,6175.882384156525,False,0.12063292035005609,0.2333333333333333,129797,0.0,0.0,17,0,0,15,2,2.0,16,31,15,112.0,71.0,9,7,15,605,0.5906987939961255,31.463813490059692
33,15,0,0,0,10.000000000000002,20,10.0,2.882768634075983,14,2.2142857142857144,22.315593399309925,0,,45.00000000000001,8,45.0,5,1.6540000000000004,8892,378,0,0.0,3780.0000000000005,False,-0.34420047442369683,9,1.2710000000000001,10787,302,0,0.0,3020.0000000000005,False,-0.25205279484216286,0,0.23600000000000002,25500,4,135,1.0,3024.136183443144,False,0.20945948292834118,0,2.7920000000000007,14397,49,0,0.0,141.25566306972317,False,-0.35221510559976443,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35554,53,108,1.0,6042.726450163427,False,0.1292223068727999,0.3333333333333333,129601,0.0,0.0,15,0,0,10,3,3.0,20,30,16,146.0,60.0,10,5,16,560,0.605749495967757,32.06956298602745
34,16,0,0,0,10.000000000000002,20,10.0,2.8127462706645217,7,2.142857142857143,22.736206777285098,9,26.88888888888889,45.00000000000001,10,45.0,2,1.6690000000000003,8739,389,0,0.0,3890.000000000001,False,-0.3501611824098291,5,1.312,10582,311,0,0.0,3110.0000000000005,False,-0.26178456298278696,0,0.23600000000000002,25657,1,141,1.0,3208.617901867863,False,0.22061918827500374,5,2.842000000000001,14292,49,0,0.0,137.82456726256157,False,-0.3569932710830447,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35762,52,108,1.0,6042.282752418826,False,0.13530462738823268,0.3333333333333333,129503,0.0,0.0,13,0,0,10,5,5.0,21,31,16,135.0,57.0,10,6,16,822,0.8359933560132049,32.905556342040654
35,16,0,0,0,10.0,20,10.0,2.7868890595850075,6,2.5,22.84251151460778,15,23.466666666666665,45.00000000000001,9,45.0,3,1.6970000000000005,8576,399,0,0.0,3990.0,False,-0.3570342436591448,3,1.337,10416,321,0,0.0,3210.0,False,-0.26884009488473937,0,0.23600000000000002,25818,0,144,0.7,3289.3216581035203,False,0.2296346748926194,11,2.9470000000000005,14083,49,0,0.0,136.55756391966537,False,-0.36637956559685536,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35815,57,109,1.0,6207.023156332644,False,0.13926733930992416,0.2833333333333333,129179,0.0,0.0,17,0,0,13,3,3.0,24,37,11,163.0,36.0,11,5,11,781,0.8592118200031109,33.764768162043765
36,11,0,0,0,10.0,20,10.0,2.730933451035086,5,2.0,23.717116916913156,4,44.0,45.00000000000001,5,45.0,0,1.6940000000000004,8486,408,0,0.0,4080.0,False,-0.35977130344869535,5,1.3840000000000001,10196,332,0,0.0,3320.0,False,-0.27887598077975795,0,0.23600000000000002,25984,0,145,0.5,3438.9819529524075,False,0.2404177924454287,0,2.936000000000001,14083,49,0,0.0,133.8157391007192,False,-0.3664409479022853,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35864,51,114,1.0,6339.5729627625715,False,0.1426417985826318,0.25,129084,0.0,0.0,13,0,0,13,1,1.0,17,30,13,103.0,35.0,7,4,13,601,0.9404784339712933,34.70524659601506
37,13,0,0,0,10.0,20,10.0,2.7505408978260815,17,2.823529411764706,24.764107029926585,5,43.0,45.0,12,45.0,4,1.7340000000000002,8322,416,0,0.0,4160.0,False,-0.36731342375767895,13,1.5090000000000003,9741,344,0,0.0,3440.0,False,-0.30290128337692357,0,0.23600000000000002,26151,7,150,1.0,3733.86984077377,False,0.2544969517501067,0,2.936000000000001,14083,49,0,0.0,134.776503993478,False,-0.3664194388825674,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36189,46,112,1.0,6179.148923376622,False,0.14980751329552147,0.3333333333333333,128957,0.0,0.0,20,0,0,13,5,5.0,17,30,10,144.0,6.0,11,2,10,955,1.0351158790290356,35.740362475044094
38,10,0,0,0,10.0,20,10.0,2.658714168101749,4,1.0,25.22017520554011,10,29.0,45.0,14,45.0,4,1.7700000000000002,8100,429,0,0.0,4290.0,False,-0.37686272124566633,0,1.4960000000000002,9671,351,0,0.0,3510.0,False,-0.30503010765768507,0,0.23600000000000002,26367,1,155,1.0,3911.7858710268183,False,0.26815138065341676,5,2.986000000000001,13978,49,0,0.0,130.2769942369857,False,-0.37122152336713116,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36529,46,108,1.0,6020.128059454845,False,0.1574328629058699,0.3333333333333333,129116,0.0,0.0,20,0,0,14,2,2.0,14,28,9,108.0,3.0,9,1,9,1050,0.8336994079872966,36.57406188303139
39,9,0,0,0,10.0,20,10.0,2.75677345824095,3,5.0,25.22017520554011,0,,45.0,11,45.0,3,1.7960000000000005,7971,436,0,0.0,4360.0,False,-0.382580135028283,0,1.4960000000000002,9541,364,0,0.0,3640.0,False,-0.3089836384648136,0,0.23600000000000002,26352,0,159,0.4,4010.0078576808774,False,0.2696786929721696,0,2.9810000000000008,13978,49,0,0.0,135.08189945380656,False,-0.37111395407330067,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,37024,36,107,1.0,5722.926307399444,False,0.16757305563946367,0.2333333333333333,129337,0.0,0.0,16,0,0,9,2,2.0,9,18,13,86.0,21.0,7,2,13,695,0.6534110070206225,37.22747289005201
40,13,0,0,0,9.999999999999998,20,10.0,2.631829192282997,8,1.625,24.58691566897239,5,14.0,45.0,0,,5,1.8430000000000004,7751,447,0,0.0,4469.999999999999,False,-0.3926160209233015,3,1.5260000000000002,9382,373,0,0.0,3729.9999999999995,False,-0.3159175232650082,0,0.23600000000000002,26409,0,162,0.8,3983.0803383735274,False,0.2716280186794467,0,2.9810000000000008,13978,49,0,0.0,128.95963042186685,False,-0.37125101570650426,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36954,31,117,1.0,6027.194385738144,False,0.16997737750268055,0.3,128945,0.0,0.0,13,0,0,6,2,2.0,14,20,13,133.0,39.0,10,3,13,270,0.5331301959813572,37.76060308603337
41,13,0,0,0,9.999999999999998,20,10.0,2.6819985339310843,4,3.5,25.46653994388897,4,43.0,45.0,0,,0,1.8380000000000003,7641,458,0,0.0,4579.999999999999,False,-0.39596131622164105,4,1.563,9206,382,0,0.0,3819.9999999999995,False,-0.32388540843014413,0,0.23600000000000002,26567,0,162,0.4,4125.579470910014,False,0.2818926182257996,0,2.9810000000000008,13978,49,0,0.0,131.41792816262313,False,-0.37119598083275224,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36782,25,127,1.0,6351.663498597224,False,0.16969151223028042,0.2333333333333333,128645,0.0,0.0,11,0,0,9,2,2.0,11,20,16,122.0,60.0,8,5,16,372,0.6697716049966402,38.43037469103001
42,16,0,0,0,9.999999999999998,20,10.0,2.6819985339310843,0,,25.46653994388897,0,,45.0,0,,0,1.838,7541,468,0,0.0,4679.999999999999,False,-0.39900249376558605,0,1.5590000000000004,9106,392,0,0.0,3919.999999999999,False,-0.3269265859740892,0,0.23600000000000002,26567,0,162,0.0,4125.579470910014,False,0.2818926182257996,0,2.9810000000000003,13978,49,0,0.0,131.41792816262313,False,-0.37119598083275224,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36782,15,137,1.0,6546.998099158334,False,0.17255054154091404,0.16666666666666666,128445,0.0,0.0,12,0,0,5,0,0.0,5,10,13,130.0,33.0,10,6,13,200,0.9856774669606239,39.416052157990634
43,13,0,0,0,9.999999999999998,20,10.0,2.974243179359564,8,5.25,25.329468764430715,1,15.0,45.0,0,,1,1.848,7419,478,0,0.0,4779.999999999999,False,-0.4033817894288669,7,1.629,8866,402,0,0.0,4019.999999999999,False,-0.33848306064108025,0,0.23600000000000002,26525,0,170,0.8,4306.009689953222,False,0.28405143928434723,1,2.991000000000001,13958,49,0,0.0,145.73791578861864,False,-0.3717708893214691,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36767,6,147,1.0,6766.976812586584,False,0.17533117901388398,0.3,128006,0.0,0.0,12,0,0,6,4,4.0,2,8,12,89.0,45.0,8,5,12,200,0.6719298769603483,40.08798203495098
44,12,0,0,0,9.999999999999998,20,10.0,3.293315053438736,13,4.846153846153846,26.356414158116024,4,44.0,45.0,0,,4,1.8870000000000002,7249,487,0,0.0,4869.999999999999,False,-0.4109847332887294,9,1.7120000000000002,8567,413,0,0.0,4129.999999999999,False,-0.3533240070555319,0,0.23600000000000002,26638,3,176,1.0,4648.608836988737,False,0.2967808909507642,0,2.9900000000000007,13958,49,0,0.0,161.37243761849805,False,-0.371420873161581,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36591,0,157,1.0,7065.0,False,0.17454114340915078,0.3333333333333333,127474,0.0,0.0,13,0,0,6,3,3.0,2,8,14,136.0,42.0,8,4,14,376,0.6518414670135826,40.739823501964565
45,14,0,0,0,10.0,20,10.0,3.2747438322871116,1,2.0,27.196977023094345,5,38.2,45.0,0,,1,1.8930000000000005,7117,498,0,0.0,4980.0,False,-0.41566814670640473,0,1.703,8477,422,0,0.0,4220.0,False,-0.35606106684508243,0,0.23600000000000002,26827,0,175,0.4,4759.47097904151,False,0.30772523907588223,0,2.9900000000000007,13958,49,0,0.0,160.46244778206847,False,-0.37144124546023843,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36400,0,162,0.5,7290.0,False,0.17224320131143703,0.15,127250,0.0,0.0,11,0,0,4,1,1.0,3,7,12,106.0,21.0,7,7,12,391,0.847938901046291,41.587762403010856
46,12,0,0,0,10.0,20,10.0,3.187049480488762,8,2.5,24.72783473604628,20,16.9,45.0,0,,4,1.9320000000000002,6927,509,0,0.0,5090.0,False,-0.42387932607505624,4,1.743,8295,431,0,0.0,4310.0,False,-0.36439389331549177,0,0.23600000000000002,26893,0,181,0.8,4475.738087224377,False,0.3043283354353088,18,3.170000000000001,13484,49,0,0.0,156.16542454394934,False,-0.3927606916686677,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36062,10,172,1.0,7987.278347360463,False,0.17255464341442675,0.3,126132,0.0,0.0,12,0,0,7,4,4.0,2,9,9,95.0,9.0,9,3,9,286,0.9165684500476345,42.50433085305849
47,9,0,0,0,10.0,20,10.0,3.1734179374435523,5,3.0,26.35953570127292,7,43.857142857142854,45.0,0,,0,1.9280000000000004,6797,522,0,0.0,5220.0,False,-0.4278328568821848,5,1.7890000000000004,8120,438,0,0.0,4380.0,False,-0.3729091904385378,0,0.23600000000000002,27185,0,179,0.5,4718.356890527853,False,0.32283417414094767,0,3.1520000000000006,13484,49,0,0.0,155.49747893473406,False,-0.3927756452284693,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35755,7,182,1.0,8374.516749908911,False,0.16923563054226917,0.25,125812,0.0,0.0,16,0,0,3,1,1.0,2,5,11,85.0,22.0,5,4,11,507,0.5452859009965323,43.04961675405502
48,11,0,0,0,10.0,20,10.0,3.0909614329824175,12,2.6666666666666665,27.478027147255386,5,44.0,45.0,10,45.0,10,2.0280000000000005,6502,528,0,0.0,5280.0,False,-0.44395109786509335,2,1.8040000000000003,7934,452,0,0.0,4520.0,False,-0.3799647223404902,0,0.23600000000000002,27373,2,184,1.0,5062.138917960956,False,0.33894821612700266,0,3.1520000000000006,13484,49,0,0.0,151.45711021613846,False,-0.39286609854445825,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,35985,2,182,1.0,8244.956054294511,False,0.17407212983072087,0.3333333333333333,125749,0.0,0.0,20,0,0,3,3,3.0,5,8,12,116.0,9.0,8,3,12,870,0.6896487859776244,43.73926554003265
49,12,0,0,0,10.0,20,10.0,3.403629400861602,13,5.0,27.478027147255386,0,,45.00000000000001,7,45.0,8,2.0980000000000008,6234,536,0,0.0,5360.0,False,-0.4578188674654826,5,1.852,7739,464,0,0.0,4640.0,False,-0.3881759017091418,0,0.23600000000000002,27308,5,194,1.0,5347.755413571853,False,0.3424320635258318,0,3.1520000000000006,13484,49,0,0.0,166.7778406422185,False,-0.3925231073555517,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36300,0,177,0.2,7965.000000000001,False,0.17919557390006147,0.19999999999999998,125536,0.0,0.0,17,0,0,2,3,3.0,2,4,15,65.0,32.0,4,8,15,515,0.5494191900361329,44.28868473006878
50,15,0,0,0,10.0,20,10.0,3.403629400861602,0,,24.661547406921045,21,15.142857142857142,45.00000000000001,1,45.0,0,2.0900000000000003,6154,544,0,0.0,5440.0,False,-0.46025180950063865,0,1.8470000000000002,7619,476,0,0.0,4760.0,False,-0.3918253147618758,0,0.23600000000000002,27308,0,199,0.5,4907.647933977288,False,0.33257920511277167,21,3.3620000000000005,12914,49,0,0.0,166.7778406422185,False,-0.4180447335756645,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36027,11,186,1.0,8641.277021476133,False,0.18110238314856306,0.25,124493,0.0,0.0,12,0,0,3,2,2.0,4,7,16,94.0,32.0,7,8,16,245,0.6891311620129272,44.97781589208171
51,16,0,0,0,10.000000000000002,20,10.0,3.22171255665252,9,1.7777777777777777,25.250408024284834,17,28.11764705882353,45.00000000000001,14,45.0,1,2.1,6012,556,0,0.0,5560.000000000001,False,-0.46523934067270845,8,1.9270000000000005,7346,484,0,0.0,4840.000000000001,False,-0.4059972021166596,0,0.23600000000000002,27644,0,200,0.9,5050.081604856967,False,0.3508122504893205,9,3.4310000000000005,12725,49,0,0.0,157.86391527597348,False,-0.4267067270691328,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36179,18,182,1.0,8644.507344437128,False,0.18559918246592785,0.31666666666666665,124377,0.0,0.0,18,0,0,5,4,4.0,4,9,14,117.0,21.0,9,7,14,1182,0.5518137970357202,45.52962968911743
52,14,0,0,0,10.000000000000002,20,10.0,3.142782813356016,5,2.0,25.250408024284834,0,,45.0,12,45.0,0,2.099,5892,568,0,0.0,5680.000000000001,False,-0.4688887537254425,5,1.9690000000000003,7156,492,0,0.0,4920.000000000001,False,-0.4151207347484946,0,0.23600000000000002,27634,0,205,0.5,5176.333644978391,False,0.35319095650081467,0,3.4220000000000006,12725,49,0,0.0,153.99635785444477,False,-0.4267933115909724,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36719,8,180,1.0,8302.003264194278,False,0.19639359597485848,0.25,124597,0.0,0.0,17,0,0,2,1,1.0,4,6,13,83.0,30.0,6,8,13,740,0.4930473249987699,46.0226770141162
53,13,0,0,0,10.000000000000002,20,10.0,3.0238236321385648,12,2.3333333333333335,24.074095941878387,22,19.272727272727273,45.00000000000001,9,45.0,9,2.189,5571,578,0,0.0,5780.000000000001,False,-0.4853719360136245,3,1.9940000000000004,6992,502,0,0.0,5020.000000000001,False,-0.4220546195486892,0,0.23600000000000002,27778,2,211,1.0,5085.681891000616,False,0.35760906893079203,18,3.6020000000000003,12237,49,0,0.0,148.16735797478967,False,-0.44877390171991605,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36700,20,181,1.0,8626.48191883757,False,0.20058666196594904,0.3333333333333333,123749,0.0,0.0,21,0,0,5,7,7.0,1,6,12,87.0,26.0,6,7,12,777,0.44750355900032446,46.47018057311652
54,12,0,0,0,10.000000000000002,20,10.0,2.7914081480621338,14,1.5714285714285714,24.074095941878387,0,,45.00000000000001,6,45.0,9,2.2700000000000005,5222,591,0,0.0,5910.000000000001,False,-0.5026458244632321,5,2.0410000000000004,6807,509,0,0.0,5090.000000000001,False,-0.4311781521805243,0,0.23600000000000002,27756,6,221,1.0,5337.123652043496,False,0.362253148832352,0,3.5840000000000005,12237,49,0,0.0,136.77899925504457,False,-0.44902885736421944,0,0.2,34471,0,0,0.0,0.0,False,0.009074675799888762,0,0.23600000000000002,36970,10,185,1.0,8565.740959418785,False,0.20760137231665923,0.3333333333333333,123463,0.0,0.0,15,0,0,2,3,3.0,3,5,7,72.0,21.0,5,7,7,470,0.2633079109946266,46.73348848411115
