index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
0,5ff38ab6-f734-480d-8c94-e1c0c6400bbe,SELLER,00Ran@0,_SystemAgent,RandomAgent,13,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,13,,-1,-1
1,1badce20-1748-4959-8550-fa7f558767ee,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,20,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,20,,-1,-1
2,533b053d-9b5b-4ea3-9c16-d48d2823237e,SELLER,00Ran@0,_SystemAgent,RandomAgent,6,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,6,,-1,-1
3,0c0d2c73-45b6-4a17-b1f2-95e32e2950c8,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,23,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,23,,-1,-1
4,6610b81f-b01b-4d44-b5d6-959c267dcb14,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,29,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,29,,-1,-1
5,55b0a9ee-4060-4cd4-b9cd-66320ae6527b,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,31,1,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
6,6c46a111-16ec-4521-b66d-b23394f77675,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,29,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,29,,-1,-1
7,6e46044d-1a8c-4a88-baa6-fee88672e76b,SELLER,00Ran@0,_SystemAgent,RandomAgent,12,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,12,,-1,-1
8,b122841f-f458-45bc-933c-535dd0431644,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,30,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,30,,-1,-1
9,8de6caeb-a39e-4be3-b416-47f713623826,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,12,3,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,-1,07Dec@3:product(1.0),-1,-1
10,a6571441-1e27-40b0-a6eb-e56045d00326,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,24,2,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
11,a469a3c4-4eeb-42fa-9f45-513b3f0c0ea6,SELLER,00Ran@0,_SystemAgent,RandomAgent,24,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,24,,-1,-1
12,df03fa8a-611d-409b-aad3-4a11fe4e87cd,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,17,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,17,,-1,-1
13,3463a6f5-cd00-4ae7-a870-f730ea65a012,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,30,2,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
14,e57ad313-9b43-4291-a962-b4a44f5b5410,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,22,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,False,4,0,22,,-1,-1
15,4d6030cf-c2f2-4f26-ad32-3a187f5da8a0,SELLER,00Ran@0,_SystemAgent,RandomAgent,0,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,0,,-1,-1
16,eef23b5b-cb6d-47ef-95b9-da06f35272e8,SELLER,00Ran@0,_SystemAgent,RandomAgent,2,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,2,,-1,-1
17,62957622-1400-4b6e-88df-a037868f301d,SELLER,00Ran@0,_SystemAgent,RandomAgent,35,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,35,,-1,-1
18,fd9d9e20-6b8f-44ef-a2fa-8bd803857173,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,8,1,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
19,5588f6cb-805f-4f70-8670-ef9229ea27b7,SELLER,00Ran@0,_SystemAgent,RandomAgent,25,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,25,,-1,-1
20,c75d0747-fbf6-481e-b900-a814ae8dafa2,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,15,3,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,15,,-1,-1
21,f403c816-dc3e-4b83-ab2c-9ea9dc5ed2bd,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,32,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,-1,07Dec@3:product(1.0),-1,-1
22,84efffb2-b079-4ecd-8734-7d14b5fe2c89,SELLER,00Ran@0,_SystemAgent,RandomAgent,9,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,9,,-1,-1
23,a2328e35-dcaa-4fa9-bd77-b8d84df5ec8a,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,1,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
24,a02e2b60-2b8f-41c1-8b1b-c5082df1f9d4,SELLER,00Ran@0,_SystemAgent,RandomAgent,34,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,34,,-1,-1
25,b7a75f7d-fac8-42e4-a391-3e8bd1932000,SELLER,00Ran@0,_SystemAgent,RandomAgent,1,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,1,,-1,-1
26,946d6806-edce-462e-ac63-8411e9e7ca56,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,16,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,16,,-1,-1
27,f4c1021c-64b7-416d-a53f-cd05f5cb6a87,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,18,2,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,18,,-1,-1
28,8124c9c2-32df-4eb5-98db-9b72a7ec00c4,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,19,2,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,19,,-1,-1
29,a792d076-14be-4fdc-892f-5d6f800fbf00,SELLER,00Ran@0,_SystemAgent,RandomAgent,4,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,4,,-1,-1
30,ccbc0386-6fba-401f-81d4-b8a384b8ef52,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,14,2,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
31,3162839f-a7ef-41d5-bb71-1fa6dbbbe5f1,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,29,3,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
32,23698842-68c1-4d45-a5c9-41d534e1f4fb,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,11,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,11,,-1,-1
33,80e67c52-958f-4d3a-9dce-ff10f26b75b6,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,31,2,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,-1,07Dec@3:product(1.0),-1,-1
34,a311004a-bad7-4103-85ca-b5a8cf95d5fa,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,25,3,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
35,8287ac89-6900-464c-a58e-e8b2a945ecfa,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,0,,-1,-1
36,288b2f8f-ac5b-404f-8a64-4f5538dc1b94,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,4,2,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,-1,07Dec@3:product(1.0),-1,-1
37,45878ae3-1229-41a6-9f2a-92c5cd4f6e02,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,27,3,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
38,12580420-d211-4830-8e08-b029089e5a9b,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,7,1,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
39,383ea728-3c0e-4933-a335-25fa5ac6ee0c,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,19,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,19,,-1,-1
40,931478d0-5859-412c-b289-0e8f65dd6ab2,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,12,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,False,4,0,-1,07Dec@3:product(1.0),-1,-1
41,1ea97e59-19e0-4687-846f-f8da4e0c13fa,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,14,1,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
42,42155dc8-1eb9-4e5a-9a0f-be6116390801,SELLER,00Ran@0,_SystemAgent,RandomAgent,10,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,10,,-1,-1
43,b487b28c-8d8f-4e81-8943-03bb7de1067e,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,21,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,21,,-1,-1
44,8fdbd37c-10c9-45cb-9192-4e5f9e95bc98,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,1,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,1,,-1,-1
45,92d39a3a-8487-40c6-b29e-4c87cf8036cf,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,19,4,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,False,4,0,19,,-1,-1
46,c36c01ff-1078-4dc1-8d82-61f5e64cc740,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,12,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,12,,-1,-1
47,685efc54-6a8d-4710-9c21-b52dec510773,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,20,2,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
48,644d344e-720b-4351-be3c-d42eae06d531,SELLER,00Ran@0,_SystemAgent,RandomAgent,5,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,5,,-1,-1
49,e6377b45-2d5f-4ce7-aabd-fecc66c9cb18,SELLER,00Ran@0,_SystemAgent,RandomAgent,22,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,22,,-1,-1
50,0c5d8d6d-813d-4937-971c-c6fe186bb512,SELLER,00Ran@0,_SystemAgent,RandomAgent,5,2,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,5,,-1,-1
51,6436109a-2111-407c-b4aa-5d173a2eb8b0,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,4,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
52,15f85b62-229d-476e-ba1d-15eb9da162d2,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,32,1,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
53,cab79959-a3f8-4eb3-8d59-31d2bad6eab2,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,26,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,26,,-1,-1
54,4f0670d6-9ae1-4228-93bb-0005fad94b68,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,6,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,6,,-1,-1
55,5b71c821-d69c-4809-aece-83d88d8b8dd8,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,31,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,-1,07Dec@3:product(1.0),-1,-1
56,ece9c82d-d0d3-4842-9274-e64bcc957bd7,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,30,3,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
57,ee708a79-b133-4f7d-93aa-5bb9758b4262,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,27,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,27,,-1,-1
58,9e3384a6-f604-4f97-8f8b-d450935239c0,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,21,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,21,,-1,-1
59,f1ddea52-e6c6-47ad-92fd-7234d1628462,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,32,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,32,,-1,-1
60,bb81ac33-521a-4575-8f13-eab0b2309f08,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,10,2,46,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
61,9f154ac2-efd6-4b1e-a505-c8acf1badbe6,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,26,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,26,,-1,-1
62,566c93be-9d41-4428-8788-73775564d0f6,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,10,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,True,4,0,10,,-1,-1
63,151e8b23-7bb3-40d2-95af-53cb3dba27f9,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,33,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,33,,-1,-1
64,8c23224e-4a91-4b1d-aa1f-9e03d910ae75,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,7,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,7,,-1,-1
65,161852fc-e7fb-4f89-8f99-32dcde96dabe,SELLER,00Ran@0,_SystemAgent,RandomAgent,32,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,32,,-1,-1
66,f6b4eb50-332b-432f-a046-b7482abf4df7,SELLER,00Ran@0,_SystemAgent,RandomAgent,33,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,False,0,0,33,,-1,-1
67,bb3deb2b-c677-4bef-968d-72194015882f,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,14,4,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,14,,-1,-1
68,f5a8046d-3602-4ad3-a8d1-96e9d5ae5290,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,25,2,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,False,4,0,-1,07Dec@3:product(1.0),-1,-1
69,2dbf7f5e-241a-4a42-8538-85d73ada359b,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,12,4,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,False,4,0,-1,07Dec@3:product(1.0),-1,-1
70,9c429ae2-51d8-4122-ae5a-177cbb811134,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,22,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,False,4,0,22,,-1,-1
71,e3a0339b-7dae-483d-a39a-be52cd01374f,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,6,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,6,,-1,-1
72,e6296067-c28e-4020-bab1-98c64c93defb,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,12,1,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,False,4,0,-1,07Dec@3:product(1.0),-1,-1
73,3c67178c-a6d8-47fc-b25b-07528ee03710,07Dec@3,BUYER,DecentralizingAgent,_SystemAgent,19,3,46,0,-1,-1,BUYER|07Dec@3,[],07Dec@3,BUYER,p4,BUYER,False,4,0,19,,-1,-1
74,40f1ae0e-1644-4163-8a5c-0f8205a6639c,SELLER,00Ran@0,_SystemAgent,RandomAgent,30,1,10,0,-1,-1,00Ran@0|SELLER,[],SELLER,00Ran@0,p0,SELLER,True,0,0,30,,-1,-1
