index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,8,0,0,0,10.000000000000002,20,10.0,34.40325858408255,7,32.0,4.531687791764565,33,4.909090909090909,36.99999999999999,10,37.0,0,0.7670000000000001,69468,11,13,1.0,557.2423615930732,False,0.12483664775661275,0,0.2,58896,311,0,0.0,3110.0000000000005,False,-0.02507821823694481,15,2.3210000000000006,85421,186,0,0.0,6399.006096639354,False,-0.11537844210543452,18,2.3150000000000004,85867,162,0,0.0,5573.327890621373,False,-0.1150474256549707,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.32600000000000007,126785,164,11,1.0,1150.1967978493885,False,0.07751483442126507,0.3333333333333333,544584,0.0,0.0,9,0,0,11,5,5.0,9,20,7,92.0,7.0,7,1,7,794,0.8761467820149846,33.87140498915687
31,7,0,0,0,10.000000000000002,20,10.0,34.62975954987323,15,36.6,4.569678847229093,22,4.818181818181819,36.99999999999999,12,37.0,2,0.7870000000000001,69861,12,10,1.0,466.29759549873233,False,0.13044138950665043,0,0.2,58806,320,0,0.0,3200.0000000000005,False,-0.025803954456020385,11,2.416000000000001,84528,201,0,0.0,6960.5816695245185,False,-0.12148962522322784,11,2.4070000000000005,85442,162,0,0.0,5610.021047079463,False,-0.11910669378273156,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,1,0.3360000000000001,127079,176,10,1.0,1174.2634771123203,False,0.08010399277954074,0.3333333333333333,543863,0.0,0.0,11,0,0,9,7,6.333333333333333,10,19,6,82.0,3.0,6,1,6,940,0.8286706449580379,34.70007563411491
32,6,0,0,0,10.000000000000002,20,10.0,34.39223697001056,13,32.0,4.577339570755509,24,4.625,36.99999999999999,12,37.0,3,0.8150000000000002,70078,15,10,1.0,493.9223697001056,False,0.13416380970954503,0,0.2,58736,327,0,0.0,3270.0000000000005,False,-0.02636841595974583,22,2.6250000000000004,83606,201,0,0.0,6912.839630972122,False,-0.1309314345772461,2,2.416000000000001,84966,175,0,0.0,6018.641469751848,False,-0.1218187371118107,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,2,0.35500000000000004,127324,190,10,1.0,1239.6945184435467,False,0.0824535716274537,0.3333333333333333,542857,0.0,0.0,9,0,0,8,6,5.230769230769231,9,17,8,42.0,6.0,4,2,8,570,0.7860927319852635,35.48616836610017
33,8,0,0,0,10.000000000000002,20,10.0,34.13104249806527,14,31.714285714285715,4.5098350622614305,3,1.0,36.99999999999999,4,37.0,4,0.8520000000000001,70337,14,10,1.0,481.31042498065267,False,0.1382391254473813,0,0.2,58626,338,0,0.0,3380.0000000000005,False,-0.02725542689417153,1,2.613000000000001,83571,201,0,0.0,6860.339542111119,False,-0.13154284060476187,2,2.434,84452,189,0,0.0,6450.767032134336,False,-0.1247927857528307,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,127469,183,16,1.0,1417.2998163938416,False,0.08443163089220565,0.3333333333333333,542602,0.0,0.0,8,0,0,11,4,3.090909090909091,7,18,9,67.0,18.0,5,3,9,348,0.8381201539887115,36.324288520088885
34,9,0,0,0,10.000000000000002,20,10.0,34.40037336729468,18,36.333333333333336,4.588740290207962,8,6.0,37.0,11,37.0,8,0.9280000000000002,70677,17,10,1.0,514.0037336729467,False,0.14398609597194592,0,0.2,58556,345,0,0.0,3450.0000000000005,False,-0.027819888397896977,0,2.612000000000001,83176,212,0,0.0,7292.879153866472,False,-0.13332694899197203,8,2.5120000000000005,83953,196,0,0.0,6742.473179989756,False,-0.12831794497853963,0,0.2,118147,0,13,0.0,481.0,False,0.001603242017631432,0,0.35300000000000004,127828,181,15,1.0,1385.561992527641,False,0.0873346503008835,0.3333333333333333,542337,0.0,0.0,12,0,0,12,2,1.8,7,19,11,81.0,23.0,6,3,11,901,0.9182179549825378,37.24250647507142
35,11,0,0,0,10.0,20,10.0,34.34179417384167,11,33.63636363636363,4.497202890894387,19,3.8421052631578947,37.0,13,37.0,1,0.9300000000000002,70894,20,10,1.0,543.4179417384166,False,0.14772294569669397,0,0.2,58486,352,0,0.0,3520.0,False,-0.028384349901622422,11,2.7220000000000004,82763,212,0,0.0,7280.460364854434,False,-0.13751155249675867,8,2.5840000000000005,83343,207,0,0.0,7108.751393985226,False,-0.13257892675118918,0,0.2,118147,0,13,0.0,481.0,False,0.001603242017631432,0,0.35300000000000004,128236,190,12,1.0,1298.4685492699336,False,0.09041806354282611,0.3333333333333333,541869,0.0,0.0,11,0,0,12,4,3.5,9,21,9,128.0,3.0,10,1,9,987,0.889294249995146,38.13180072506657
36,9,0,0,0,10.0,20,10.0,34.92222262167896,25,37.92,4.33007601828265,7,1.0,36.99999999999999,8,37.0,15,1.0790000000000002,71336,20,10,1.0,549.2222262167896,False,0.15489809233152257,0,0.2,58386,362,0,0.0,3620.0,False,-0.02919072347837306,7,2.781000000000001,81760,232,0,0.0,8101.955648229519,False,-0.14342349370512025,0,2.5760000000000005,83153,212,0,0.0,7403.51119579594,False,-0.13300436620551248,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,128525,187,14,1.0,1327.7242154188555,False,0.0929868704014402,0.3333333333333333,541307,0.0,0.0,10,0,0,8,4,3.8,10,18,7,79.0,9.0,6,3,7,800,0.783528512052726,38.915329237119295
37,7,0,0,0,10.0,20,10.0,34.92680162822343,36,34.94444444444444,4.332631154271469,5,4.4,36.999999999999986,12,37.0,26,1.324,71677,20,10,1.0,549.2680162822343,False,0.16039792936395056,0,0.2,58286,372,0,0.0,3720.0,False,-0.029997097055123698,1,2.7840000000000003,81264,246,0,0.0,8591.993200542964,False,-0.14592882140696675,4,2.616,82233,234,0,0.0,8172.871581004282,False,-0.13834799917645269,0,0.2,118147,0,13,0.0,480.99999999999983,False,0.001603242017631432,0,0.3530000000000001,128947,182,12,1.0,1232.5388700774072,False,0.09615449868050815,0.3333333333333333,540554,0.0,0.0,11,0,0,7,6,5.461538461538462,10,17,8,30.0,17.0,3,4,8,749,0.7656372429919429,39.68096648011124
38,8,0,0,0,10.0,20,10.0,35.050769668357326,10,37.0,4.224260366975903,6,2.0,36.999999999999986,11,37.0,0,1.298,71917,23,10,1.0,580.5076966835733,False,0.16452043106057138,0,0.2,58216,379,0,0.0,3790.0,False,-0.030561558558849143,0,2.783000000000001,81264,246,0,0.0,8622.489338415902,False,-0.14577661317034554,6,2.6720000000000006,81659,244,0,0.0,8552.387799079188,False,-0.14218355244572625,0,0.2,118147,0,13,0.0,480.99999999999983,False,0.001603242017631432,0,0.35300000000000004,129342,178,11,1.0,1158.9183453217106,False,0.09918491998731661,0.3333333333333333,540545,0.0,0.0,10,0,0,6,1,1.0,12,18,8,71.0,22.0,5,3,8,977,1.6449476019479334,41.32591408205917
39,8,0,0,0,10.0,20,10.0,35.12711878689263,4,38.0,4.20943913644082,13,4.076923076923077,36.999999999999986,5,37.0,0,1.2980000000000003,71939,26,16,1.0,822.0339005902821,False,0.16682283892357427,0,0.2,58146,386,0,0.0,3860.0,False,-0.03112602006257459,0,2.7830000000000004,81264,246,0,0.0,8641.271221575587,False,-0.1456828715520439,13,2.7960000000000007,81034,248,0,0.0,8711.525459149372,False,-0.14762811837236653,0,0.2,118147,0,13,0.0,480.99999999999983,False,0.001603242017631432,0,0.35300000000000004,129474,181,16,1.0,1353.9084836957882,False,0.10112653549000741,0.3333333333333333,540004,0.0,0.0,9,0,0,8,3,3.0,10,18,7,76.0,6.0,6,2,7,537,0.7839349039713852,42.109848986030556
40,7,0,0,0,9.999999999999998,20,10.0,35.33771028513868,11,38.0,4.204172844189692,3,4.0,36.999999999999986,10,37.0,0,1.298,72247,27,15,1.0,800.0656542770801,False,0.1716129540228129,0,0.2,58056,395,0,0.0,3949.999999999999,False,-0.03185175628165016,0,2.783000000000001,81264,246,0,0.0,8693.076730144114,False,-0.1454243068400357,3,2.8130000000000006,80520,259,0,0.0,9152.466963850917,False,-0.15055816606349173,0,0.2,118147,0,13,0.0,480.99999999999983,False,0.001603242017631432,0,0.35300000000000004,129832,174,16,1.0,1323.5260748890062,False,0.1040268281819024,0.3333333333333333,540066,0.0,0.0,10,0,0,6,1,1.0,12,18,5,81.0,3.0,6,1,5,988,0.8026897120289505,42.91253869805951
41,5,0,0,0,9.999999999999998,20,10.0,35.316611512947155,9,35.0,3.64747873921279,29,1.5862068965517242,36.999999999999986,7,37.0,0,1.298,72462,27,16,1.0,835.0657842071544,False,0.1753625922024253,0,0.2,57956,405,0,0.0,4049.999999999999,False,-0.0326581298584008,15,2.9330000000000007,80349,255,0,0.0,9005.735935801524,False,-0.15299745487676297,14,2.9500000000000006,79958,259,0,0.0,9147.002381853314,False,-0.15619539832772675,0,0.2,118147,0,13,0.0,480.99999999999983,False,0.001603242017631432,0,0.35300000000000004,130045,193,19,1.0,1406.9633966680683,False,0.10618184485637683,0.3333333333333333,538917,0.0,0.0,9,0,0,6,5,5.0,10,16,6,34.0,18.0,3,2,6,774,0.7501459500053898,43.6626846480649
42,6,0,0,0,9.999999999999998,20,10.0,35.58874047825939,25,37.0,3.64747873921279,0,,36.999999999999986,8,37.0,9,1.3880000000000001,73072,26,10,1.0,615.8874047825939,False,0.18343295330115297,0,0.2,57846,416,0,0.0,4159.999999999999,False,-0.0335451407928265,0,2.9180000000000015,79868,268,0,0.0,9537.782448173517,False,-0.15514338110695092,0,2.936000000000001,79514,271,0,0.0,9644.548669608295,False,-0.158144178572314,0,0.2,118147,0,13,0.0,480.99999999999983,False,0.001603242017631432,0,0.35300000000000004,130341,183,21,1.0,1444.4886092759402,False,0.10884485612817445,0.3333333333333333,538788,0.0,0.0,11,0,0,8,2,1.5,10,18,4,80.0,0.0,6,0,4,977,0.7791187230031937,44.44180337106809
43,4,0,0,0,9.999999999999998,20,10.0,35.73781868299947,41,36.24390243902439,4.479845425696653,33,7.575757575757576,36.999999999999986,10,37.0,31,1.6890000000000003,73390,30,10,1.0,657.3781868299945,False,0.18889605995250458,0,0.2,57786,422,0,0.0,4219.999999999999,False,-0.03402896493887688,25,3.168000000000001,78152,287,0,0.0,10256.753962020846,False,-0.1686842853191744,8,3.016000000000001,78506,293,0,0.0,10471.180874118843,False,-0.1640803917282123,0,0.2,118147,0,13,0.0,480.99999999999983,False,0.001603242017631432,0,0.35300000000000004,130461,206,21,1.0,1699.84815769351,False,0.11094032114626946,0.3333333333333333,536442,0.0,0.0,9,0,0,6,9,8.166666666666668,11,17,7,49.0,0.0,4,0,7,570,0.764407227979973,45.20621059904806
44,7,0,0,0,9.999999999999998,20,10.0,35.85298108652844,25,36.6,4.994184289676978,16,9.5,36.99999999999999,14,37.0,15,1.8080000000000003,73824,28,10,1.0,638.5298108652844,False,0.19574339427527412,0,0.2,57666,434,0,0.0,4339.999999999999,False,-0.03499661323097765,0,3.1430000000000007,77482,305,0,0.0,10935.159231391173,False,-0.17198634827962356,16,3.1680000000000015,77741,300,0,0.0,10755.894325958532,False,-0.17029569906887404,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,130827,212,17,1.0,1687.767069411519,False,0.11398571494192593,0.3333333333333333,535687,0.0,0.0,12,0,0,6,4,3.7272727272727275,11,17,7,69.0,18.0,5,2,7,963,0.8192641329951584,46.02547473204322
45,7,0,0,0,10.0,20,10.0,35.85298108652844,0,,4.728877778662788,10,1.0,36.99999999999999,11,37.0,0,1.7930000000000004,73734,27,20,1.0,987.0596217305688,False,0.19710237413903942,0,0.2,57556,445,0,0.0,4450.0,False,-0.03588362416540335,0,3.1430000000000007,77482,305,0,0.0,10935.159231391173,False,-0.17198634827962356,10,3.2520000000000007,77391,300,0,0.0,10755.894325958532,False,-0.1737894452631862,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.3530000000000001,131224,212,16,1.0,1594.5220890765108,False,0.1169500418326728,0.3333333333333333,535534,0.0,0.0,10,0,0,7,1,1.0,13,20,7,83.0,3.0,6,1,7,607,0.7948905320372432,46.820365264080465
46,7,0,0,0,10.0,20,10.0,36.022712277693955,18,37.611111111111114,4.728877778662788,0,,37.0,8,37.0,0,1.7930000000000001,74301,28,12,1.0,712.2725473323275,False,0.2040308401391183,0,0.2,57466,454,0,0.0,4540.0,False,-0.03660936038447892,0,3.1430000000000016,77223,312,0,0.0,11239.086230640514,False,-0.1730548007534488,0,3.2420000000000013,76973,311,0,0.0,11203.06351836282,False,-0.1757301254835703,0,0.2,118147,0,13,0.0,481.0,False,0.001603242017631432,0,0.35300000000000004,131520,202,18,1.0,1621.2333112898832,False,0.11956730787022565,0.3333333333333333,535630,0.0,0.0,11,0,0,6,0,0.0,12,18,7,70.0,3.0,6,1,7,1173,0.7987456630216911,47.619110927102156
47,7,0,0,0,10.0,20,10.0,35.78486219919609,19,33.68421052631579,5.014108509673539,25,6.56,36.99999999999999,11,37.0,7,1.8630000000000004,74650,31,10,1.0,667.848621991961,False,0.20930110490913748,0,0.2,57396,461,0,0.0,4610.0,False,-0.03717382188820437,3,3.1730000000000005,77121,312,0,0.0,11164.87700614918,False,-0.17444336135243324,22,3.462000000000001,75488,330,0,0.0,11809.00452573471,False,-0.1875292999244616,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,131763,217,17,1.0,1717.0615465991577,False,0.12202855186466413,0.3333333333333333,534565,0.0,0.0,10,0,0,6,5,4.7,13,19,6,74.0,3.0,6,1,6,877,0.849820194998756,48.46893112210091
48,6,0,0,0,10.0,20,10.0,35.36268068510696,22,32.13636363636363,5.019295004066695,13,5.076923076923077,36.99999999999999,9,37.0,12,1.9760000000000002,75001,29,10,1.0,643.6268068510697,False,0.21476652910082145,0,0.2,57276,473,0,0.0,4730.0,False,-0.03814147018030513,3,3.2000000000000006,76557,327,0,0.0,11563.596584029976,False,-0.17808324806581238,10,3.540000000000001,74943,337,0,0.0,11917.223390881045,False,-0.19242943435809387,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,132030,220,18,1.0,1770.2449008946728,False,0.12451244902999502,0.3333333333333333,533954,0.0,0.0,11,0,0,5,3,2.9230769230769234,13,18,6,78.0,0.0,6,0,6,850,0.789228551031556,49.25815967313247
49,6,0,0,0,10.0,20,10.0,35.36268068510696,0,,5.019295004066695,0,,36.999999999999986,7,37.0,0,1.9640000000000004,74901,29,20,1.0,997.2536137021392,False,0.2160053350780742,0,0.2,57176,483,0,0.0,4830.0,False,-0.03894784375705577,0,3.1970000000000014,76557,327,0,0.0,11563.596584029976,False,-0.17808324806581238,0,3.5300000000000007,74943,337,0,0.0,11917.223390881045,False,-0.19242943435809387,0,0.2,118147,0,13,0.0,480.99999999999983,False,0.001603242017631432,0,0.35300000000000004,132289,210,21,1.0,1831.0519508540056,False,0.1269609128363171,0.3333333333333333,534013,0.0,0.0,8,0,0,5,0,0.0,13,18,6,78.0,0.0,6,0,6,459,0.7847876229789108,50.04294729611138
50,6,0,0,0,10.0,20,10.0,35.42579869141176,31,35.774193548387096,4.87230132691462,17,3.6470588235294117,36.99999999999999,13,37.0,11,2.0740000000000003,75629,29,10,1.0,644.2579869141175,False,0.2248996708940595,0,0.2,57076,493,0,0.0,4930.0,False,-0.03975421733380641,9,3.2870000000000013,75733,343,0,0.0,12151.048951154233,False,-0.18337651128902152,8,3.610000000000001,74108,352,0,0.0,12469.88113937694,False,-0.1980061632708605,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,132708,217,18,1.0,1723.2893879404724,False,0.13004995595500976,0.3333333333333333,533401,0.0,0.0,13,0,0,7,4,3.5,11,18,4,68.0,0.0,6,0,4,1274,0.7772212410345674,50.820168537145946
51,4,0,0,0,10.000000000000002,20,10.0,35.52322183994589,12,37.0,4.705915096200422,11,2.5454545454545454,36.99999999999999,12,37.0,2,2.0830000000000006,75897,32,10,1.0,675.232218399459,False,0.22947160128374244,0,0.2,57006,500,0,0.0,5000.000000000001,False,-0.04031867883753185,0,3.278000000000001,75289,355,0,0.0,12610.743753180792,False,-0.18551421079676989,11,3.7120000000000015,73695,352,0,0.0,12504.174087660953,False,-0.20195762541220744,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,133124,218,16,1.0,1617.8894909716919,False,0.13312361245948193,0.3333333333333333,533158,0.0,0.0,10,0,0,7,3,2.166666666666667,10,17,6,55.0,0.0,4,0,6,644,0.7312672350089997,51.551435772154946
52,6,0,0,0,10.000000000000002,20,10.0,35.52322183994589,0,,4.8896294238603595,13,6.846153846153846,36.99999999999999,9,37.0,0,2.081000000000001,75817,30,20,1.0,1010.4644367989179,False,0.2308846275908695,0,0.2,56886,512,0,0.0,5120.000000000001,False,-0.041286327129632615,8,3.358000000000001,75057,355,0,0.0,12610.743753180792,False,-0.18783006541699968,5,3.7510000000000012,73530,352,0,0.0,12504.174087660953,False,-0.20360467718952605,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,133368,221,17,1.0,1709.6081026731395,False,0.13557593234518833,0.3333333333333333,532805,0.0,0.0,10,0,0,7,3,3.0,12,19,8,81.0,0.0,6,0,8,533,0.7748509360244498,52.326286708179396
53,8,0,0,0,10.000000000000002,20,10.0,35.48402508060819,10,34.8,4.550954242928145,13,1.0,36.99999999999999,12,37.0,0,2.0810000000000004,76065,30,20,1.0,1009.6805016121639,False,0.2348779190853479,0,0.2,56786,522,0,0.0,5220.000000000001,False,-0.042092700706383254,5,3.400000000000001,74849,356,0,0.0,12632.312928696516,False,-0.18979869569123015,8,3.8260000000000005,72910,361,0,0.0,12809.733054099557,False,-0.20826853405354642,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.3530000000000001,133799,224,15,1.0,1574.4137504159044,False,0.13865045834284803,0.3333333333333333,532556,0.0,0.0,12,0,0,9,4,4.0,11,20,8,78.0,6.0,6,2,8,992,0.7784215229912661,53.10470823117066
54,8,0,0,0,10.000000000000002,20,10.0,35.32389483066837,8,32.0,4.406081709689973,11,2.6363636363636362,36.99999999999999,10,37.0,0,2.0810000000000004,76231,29,22,1.0,1067.1256862747043,False,0.2380183021503943,0,0.2,56676,533,0,0.0,5330.000000000001,False,-0.04297971164080895,5,3.445000000000001,74674,356,0,0.0,12575.306559717941,False,-0.19183009133791537,6,3.878000000000001,72462,369,0,0.0,13034.517192516629,False,-0.21161861671349974,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,134140,225,15,1.0,1546.3683846802437,False,0.14141681071033455,0.3333333333333333,532330,0.0,0.0,11,0,0,8,2,2.0,11,19,8,64.0,16.0,5,3,8,826,0.7868249329621904,53.89153316413285
55,8,0,0,0,10.000000000000002,20,10.0,35.32389483066837,0,,4.3969791427765275,3,4.0,36.99999999999999,8,37.0,0,2.0810000000000004,76131,29,32,1.0,1420.364634581388,False,0.23925398053882993,0,0.2,56576,543,0,0.0,5430.000000000001,False,-0.04378608521755959,3,3.4700000000000006,74578,356,0,0.0,12575.306559717941,False,-0.19278837600835527,0,3.8720000000000008,72462,369,0,0.0,13034.517192516629,False,-0.21161861671349974,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,134424,218,17,1.0,1587.5414531252827,False,0.14399372854500628,0.3333333333333333,532318,0.0,0.0,9,0,0,7,1,1.0,12,19,8,77.0,6.0,6,2,8,496,0.8024328540195711,54.69396601815242
56,8,0,0,0,10.000000000000002,20,10.0,35.65110170224897,38,37.0,4.3387301976114285,3,2.0,36.99999999999999,4,37.0,6,2.1410000000000005,77260,32,10,1.0,676.5110170224898,False,0.25146365688016065,0,0.2,56506,550,0,0.0,5500.000000000001,False,-0.044350546721285036,3,3.4970000000000008,73890,372,0,0.0,13262.209833236619,False,-0.19622770324500835,0,3.8720000000000008,71642,391,0,0.0,13939.580765579349,False,-0.21528673292017608,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,134566,211,23,1.0,1766.4720716960114,False,0.14595201302769933,0.3333333333333333,532011,0.0,0.0,13,0,0,8,3,3.0,11,19,7,83.0,6.0,6,2,7,1529,0.7929025319754146,55.48686855012784
57,7,0,0,0,10.000000000000002,20,10.0,35.52458719460617,27,34.7037037037037,4.005077020648739,14,1.3571428571428572,36.99999999999999,9,37.0,17,2.3050000000000006,77660,28,10,1.0,635.2458719460617,False,0.25758189426786177,0,0.2,56366,564,0,0.0,5640.000000000001,False,-0.04547946972873593,0,3.4940000000000007,73428,386,0,0.0,13712.490657117982,False,-0.19859206691463294,14,4.0120000000000005,70617,404,0,0.0,14351.933226620893,False,-0.2234603398585487,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,134880,215,24,1.0,1749.0915594394787,False,0.14853504949085217,0.3333333333333333,531098,0.0,0.0,10,0,0,5,6,5.333333333333333,14,19,7,92.0,3.0,6,1,7,749,0.8010355040314607,56.2879040541593
58,7,0,0,0,10.000000000000002,20,10.0,35.65353548371767,10,38.0,4.326302851988183,24,5.833333333333333,36.99999999999999,5,37.0,0,2.2880000000000007,77920,30,10,1.0,656.5353548371768,False,0.2619467096316257,0,0.2,56286,572,0,0.0,5720.000000000001,False,-0.04612456859013644,17,3.6640000000000006,72423,396,0,0.0,14118.800051552196,False,-0.20659619255756104,7,4.0680000000000005,70400,404,0,0.0,14404.028335421937,False,-0.22536645237314243,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,134925,229,29,1.0,2063.723353105294,False,0.1502467188662469,0.3333333333333333,530101,0.0,0.0,10,0,0,7,4,4.0,10,17,6,49.0,11.0,5,2,6,765,0.7951827099896036,57.0830867641489
59,6,0,0,0,10.000000000000002,20,10.0,35.599193982427145,14,34.92857142857143,3.928823252010587,30,2.3,36.99999999999999,13,37.0,4,2.3280000000000007,78227,29,10,1.0,645.9919398242715,False,0.2668128240801235,0,0.2,56176,583,0,0.0,5830.000000000001,False,-0.04701157952456214,19,3.8370000000000006,71490,401,0,0.0,14275.276786953285,False,-0.21512853598581888,11,4.171000000000001,69658,413,0,0.0,14702.46711474241,False,-0.23128366666296127,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,135337,249,26,1.0,1940.276989750636,False,0.1532101938685537,0.3333333333333333,529035,0.0,0.0,13,0,0,6,5,4.5,12,18,6,81.0,0.0,6,0,6,882,0.8147260560072027,57.897812820156105
60,6,0,0,0,10.000000000000002,20,10.0,35.66127634768044,19,36.21052631578947,3.928823252010587,0,,36.99999999999999,9,37.0,9,2.414000000000001,78580,31,10,1.0,666.6127634768045,False,0.2726721024052252,0,0.2,56096,591,0,0.0,5910.000000000001,False,-0.04765667838596265,0,3.818000000000001,71074,412,0,0.0,14692.445855244341,False,-0.21719898454144904,0,4.160000000000001,69386,421,0,0.0,15013.397342373466,False,-0.2324469332775658,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.35300000000000004,135670,239,27,1.0,1937.9887572305302,False,0.15601782076359377,0.3333333333333333,528953,0.0,0.0,11,0,0,7,2,1.5,12,19,4,77.0,0.0,6,0,4,875,0.7515794589999132,58.64939227915602
61,4,0,0,0,10.000000000000002,20,10.0,35.828893786552925,13,38.0,4.0013478124103585,13,4.769230769230769,36.99999999999999,13,37.0,3,2.4350000000000005,78915,30,10,1.0,658.2889378655293,False,0.27800768423915045,0,0.2,55986,602,0,0.0,6020.000000000001,False,-0.04854368932038835,9,3.9080000000000017,70652,416,0,0.0,14904.819815206018,False,-0.22035147178946674,4,4.200000000000002,68908,430,0,0.0,15406.424328217758,False,-0.23525676874286153,0,0.2,118147,0,13,0.0,480.9999999999999,False,0.001603242017631432,0,0.3530000000000001,136089,242,24,1.0,1856.3261706033065,False,0.1592172717414985,0.3333333333333333,528697,0.0,0.0,12,0,0,5,3,2.75,10,15,8,33.0,6.0,3,1,8,1023,0.7355012419866398,59.38489352114266
62,8,0,0,0,10.000000000000002,20,10.0,35.62883214833084,9,32.0,3.81950771114344,13,1.9230769230769231,37.0,8,37.0,0,2.432000000000001,79093,31,11,1.0,701.9171536316393,False,0.2812301805763283,0,0.2,55896,611,0,0.0,6110.000000000001,False,-0.049269425539463924,10,3.9990000000000014,70014,425,0,0.0,15142.253663040605,False,-0.22553502399185155,3,4.226000000000001,68815,430,0,0.0,15320.39782378226,False,-0.236614470978038,0,0.2,118147,0,13,0.0,481.0,False,0.001603242017631432,0,0.35300000000000004,136360,245,26,1.0,1897.779389230143,False,0.16168538972414984,0.3333333333333333,528325,0.0,0.0,9,0,0,9,2,2.0,11,20,7,92.0,0.0,8,0,7,784,0.7923695400240831,60.17726306116674
63,7,0,0,0,10.0,20,10.0,35.71718634738547,6,38.0,4.0389094820096885,17,5.764705882352941,37.0,14,37.0,0,2.432000000000001,79211,32,15,1.0,855.7577952107821,False,0.2843737525014578,0,0.2,55806,620,0,0.0,6200.0,False,-0.0499951617585395,0,3.9890000000000008,70014,425,0,0.0,15179.804197638825,False,-0.2253476067956417,17,4.393000000000001,67965,436,0,0.0,15572.693247460065,False,-0.24384006005520087,0,0.2,118147,0,13,0.0,481.0,False,0.001603242017631432,0,0.35300000000000004,136780,252,22,1.0,1831.8051894664413,False,0.1649596659396371,0.3333333333333333,527923,0.0,0.0,12,0,0,9,2,2.0,10,19,7,60.0,11.0,5,2,7,946,0.7539824670529924,60.93124552821973
