index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
29,19,0,0,0,10.000000000000002,20,10.0,29.586552098053666,13,31.307692307692307,38.14122887539732,12,32.083333333333336,33.99999999999999,7,34.0,0,0.40700000000000003,23188,6,39,1.0,1213.875531824093,False,0.279572906319211,3,0.401,24462,4,10,1.0,335.86552098053664,False,0.32447476664284086,0,0.8840000000000001,20318,86,46,1.0,4298.940008700892,False,-0.0804833427048193,0,0.6050000000000001,25408,10,45,1.0,2012.2208203734158,False,0.08103914259583815,0,0.2,30426,0,0,0.0,0.0,False,0.0,7,2.763000000000001,8009.0,520,0,0.0,19833.439015206604,False,-0.4108420591729671,0.6666666666666666,131811,0.0,0.0,14,0,0,16,4,3.333333333333333,16,32,22,94.0,39.0,11,8,22,713,1.0908484940300696,43.87931481405394
30,22,0,0,0,10.000000000000002,20,10.0,29.586552098053666,0,,38.212420088267734,1,50.0,33.99999999999999,12,34.0,0,0.40700000000000003,23098,5,49,1.0,1499.7410528046296,False,0.2824193657992211,0,0.398,24352,5,20,1.0,641.7310419610733,False,0.326783476069076,0,0.8840000000000001,20318,76,56,1.0,4388.473484395072,False,-0.07865119332906868,0,0.6050000000000001,25458,0,54,1.0,2063.4706847664575,False,0.08413421226091627,0,0.2,30426,0,0,0.0,0.0,False,0.0,12,2.876000000000001,7782.0,521,0,0.0,19908.67086598749,False,-0.4170664749558357,0.6666666666666666,131434,0.0,0.0,11,0,0,14,6,6.0,21,35,24,209.0,39.0,14,8,24,250,1.9275657610269263,45.80688057508087
31,24,0,0,0,10.000000000000002,20,10.0,29.85874191121483,32,31.5,39.19359262770396,15,49.0,33.99999999999999,15,34.0,0,0.40700000000000003,23498,3,43,1.0,1313.9259021822377,False,0.29893326258825115,0,0.398,24760,7,14,1.0,488.0223867570076,False,0.34459083638301274,0,0.8840000000000001,20045,98,51,1.0,4925.029931311955,False,-0.07884443948367123,0,0.6050000000000001,25458,0,54,0.0,2116.454001896014,False,0.08521842518408797,0,0.2,30426,0,0,0.0,0.0,False,0.0,15,3.014000000000001,6803.0,536,0,0.0,21007.76564844932,False,-0.431181133759789,0.5,130990,0.0,0.0,15,0,0,10,6,6.0,10,20,28,111.0,75.0,9,15,28,1943,1.143942418973893,46.95082299405476
32,28,0,0,0,10.000000000000002,20,10.0,29.484988612962624,22,26.045454545454547,38.714280337492426,10,31.6,33.99999999999999,9,34.0,0,0.40700000000000003,23715,3,39,1.0,1179.9145559055423,False,0.30699920832183103,0,0.398,24916,7,16,1.0,541.759817807402,False,0.35442460254375685,0,0.8840000000000001,20166,89,55,1.0,4753.449405115757,False,-0.07740342544986986,0,0.6050000000000001,25080,11,60,1.0,2647.191694992134,False,0.08060881752869231,0,0.2,30426,0,0,0.0,0.0,False,0.0,9,3.0890000000000004,6375.0,546,0,0.0,21137.997064270865,False,-0.44310791651431564,0.6666666666666666,130678,0.0,0.0,18,0,0,7,5,5.0,16,23,34,202.0,72.0,14,14,34,1089,1.2553372499532998,48.20616024400806
33,34,0,0,0,10.000000000000002,20,10.0,29.563223799044266,11,31.0,37.81409370359154,25,32.68,33.99999999999999,11,34.0,0,0.40700000000000003,23936,5,38,1.0,1173.402504363682,False,0.3187083917069176,0,0.398,24836,5,26,1.0,818.643818775151,False,0.35756732143404896,0,0.8840000000000001,20983,79,40,1.0,3848.0584282681584,False,-0.06249368854325613,0,0.6050000000000001,24739,12,70,1.0,3001.745244839939,False,0.0739081862331166,0,0.2,30426,0,0,0.0,0.0,False,0.0,11,3.190000000000001,5399.0,571,0,0.0,21591.847504750767,False,-0.46772747806562204,0.6666666666666666,130319,0.0,0.0,14,0,0,14,6,6.0,9,23,37,149.0,111.0,12,22,37,1358,1.397853160975501,49.60401340498356
34,37,0,0,0,10.000000000000002,20,10.0,29.379525157346635,48,28.645833333333332,37.48988602530541,10,32.6,33.99999999999999,9,34.0,0,0.40700000000000003,24796,5,16,1.0,520.0724025175462,False,0.3473884814615386,0,0.398,25151,5,20,1.0,637.5905031469326,False,0.3696383766172007,0,0.8840000000000001,20492,86,50,1.0,4401.133464797081,False,-0.0712709039699378,0,0.6050000000000001,24181,33,70,1.0,3593.8163519638174,False,0.06318687795620484,0,0.2,30426,0,0,0.0,0.0,False,0.0,9,3.2690000000000006,4965.0,581,0,0.0,21781.623780702444,False,-0.478872941222927,0.6666666666666666,130011,0.0,0.0,20,0,0,11,4,4.0,4,15,43,220.0,126.0,15,22,43,1901,1.4421258959919214,51.04613930097548
35,43,0,0,0,10.0,20,10.0,29.45814018143834,11,31.0,37.723604745673114,3,49.0,33.99999999999999,11,34.0,0,0.40700000000000003,24706,4,26,1.0,805.9116447173968,False,0.3502342343707624,0,0.398,25382,6,19,1.0,619.7046634473285,False,0.3815794972963898,0,0.8840000000000001,20298,87,57,1.0,4713.1036662885035,False,-0.07282672369877012,0,0.6050000000000001,24181,23,80,1.0,3695.4256038269314,False,0.0652661374279064,0,0.2,30426,0,0,0.0,0.0,False,0.0,11,3.370000000000001,4667.0,584,0,0.0,22030.5851714731,False,-0.4845759355243361,0.6666666666666666,129660,0.0,0.0,13,0,0,13,5,5.0,5,18,38,212.0,150.0,18,25,38,688,1.7035956570180133,52.749734957993496
36,38,0,0,0,10.0,20,10.0,29.44400715498128,11,29.181818181818183,36.692666508572344,16,28.125,33.99999999999999,7,34.0,0,0.40700000000000003,24907,6,25,1.0,796.1001788745319,False,0.3607792046374095,0,0.398,25302,4,29,1.0,893.876207494457,False,0.38464928499393564,0,0.8840000000000001,20253,87,56,1.0,4616.417946963422,False,-0.07664692749931601,0,0.6050000000000001,24355,14,85,1.0,3531.092753398387,False,0.06902457136364053,0,0.2,30426,0,0,0.0,0.0,False,0.0,7,3.4290000000000007,4146.0,600,0,0.0,22015.59990514341,False,-0.5019457058906296,0.6666666666666666,129389,0.0,0.0,16,0,0,10,3,3.0,5,15,33,188.0,110.0,15,23,33,971,1.4279264869983308,54.17766144499183
37,33,0,0,0,10.0,20,10.0,28.899535406785706,26,24.846153846153847,36.06330428561658,6,22.0,33.99999999999999,9,34.0,0,0.40700000000000003,25173,3,19,1.0,579.0911727289284,False,0.3692485258316016,0,0.398,25482,7,29,1.0,908.0865267967855,False,0.39471086596033506,0,0.8840000000000001,20253,77,66,1.0,4605.442309173193,False,-0.07687152514583787,0,0.6050000000000001,23841,30,89,1.0,4076.620143623447,False,0.05915159498288139,0,0.2,30426,0,0,0.0,0.0,False,0.0,9,3.5120000000000013,3901.0,606,0,0.0,21854.36239708365,False,-0.5126476960973567,0.6666666666666666,129076,0.0,0.0,14,0,0,13,5,5.0,2,15,31,188.0,84.0,15,18,31,978,1.4662173520191573,55.643878797010984
38,31,0,0,0,10.0,20,10.0,29.017755691602915,36,29.666666666666668,36.65366997327731,7,47.285714285714285,33.99999999999999,11,34.0,0,0.40700000000000003,25455,0,18,1.0,522.3196024488525,False,0.3828866315995066,0,0.398,26068,10,14,1.0,506.2485796824408,False,0.41541860022807164,0,0.8840000000000001,19645,89,74,1.0,5294.95183457518,False,-0.08764525180946267,0,0.6050000000000001,23712,34,94,1.0,4432.048671002566,False,0.061145303081823796,0,0.2,30426,0,0,0.0,0.0,False,0.0,11,3.613000000000001,3416.0,613,0,0.0,22468.69969361899,False,-0.5184924128439659,0.6666666666666666,128722,0.0,0.0,18,0,0,8,6,6.0,2,10,30,144.0,78.0,10,21,30,1599,1.1852812370052561,56.82916003401624
39,30,0,0,0,10.0,20,10.0,29.017755691602915,0,,38.698182078981226,26,48.11538461538461,34.0,9,34.0,0,0.40700000000000003,25345,1,28,1.0,822.4971593648816,False,0.38504240587666383,0,0.398,25978,9,24,1.0,786.42613659847,False,0.4181121245590039,0,0.8840000000000001,20317,79,70,1.0,5001.275445165316,False,-0.06615217636970376,0,0.6050000000000001,24291,24,92,1.0,4256.658887864743,False,0.0812527397860511,0,0.2,30426,0,0,0.0,0.0,False,0.0,9,3.6920000000000015,2050.0,639,0,0.0,24728.138348469005,False,-0.5262581616303654,0.6666666666666666,128407,0.0,0.0,14,0,0,8,6,6.0,5,13,29,177.0,64.0,13,17,29,1451,1.0836448110057972,57.91280484502204
40,29,0,0,0,9.999999999999998,20,10.0,29.017755691602915,0,,38.82218855755938,24,39.5,34.0,7,34.0,0,0.40700000000000003,25245,1,38,1.0,1112.6747162809108,False,0.3874670551807085,0,0.398,25878,9,34,1.0,1076.6036935144991,False,0.42053677386304855,0,0.8840000000000001,21265,69,56,1.0,4176.267701943926,False,-0.044236152452649405,0,0.6050000000000001,24291,14,102,1.0,4366.111812553498,False,0.08349250660050543,0,0.2,30426,0,0,0.0,0.0,False,0.0,7,3.753000000000001,1028.0,663,0,0.0,25739.11101366187,False,-0.5432342237944214,0.6666666666666666,128133,0.0,0.0,15,0,0,9,4,4.0,1,10,31,142.0,72.0,10,19,31,1148,1.1869240140076727,59.09972885902971
41,31,0,0,0,9.999999999999998,20,10.0,29.31458386520903,75,30.14666666666667,39.10556634001183,4,49.0,34.0,7,34.0,0,0.40700000000000003,25526,0,34,0.7,996.6958514171071,False,0.3994594496509224,30,0.6980000000000001,26668,13,10,1.0,423.14583865209033,False,0.4454491782816759,0,0.8840000000000001,19200,134,62,1.0,6352.699351018744,False,-0.08421258592496632,0,0.6050000000000001,24291,4,112,1.0,4497.0817655421615,False,0.086172582580465,0,0.2,30426,0,0,0.0,0.0,False,0.0,7,3.816000000000001,762.0,667,0,0.0,26083.412748787894,False,-0.5463187282457784,0.6166666666666667,126873,0.0,0.0,14,0,0,7,5,4.875,2,9,30,131.0,81.0,9,22,30,1697,1.0386813540244475,60.13841021305416
42,30,0,0,0,9.999999999999998,20,10.0,29.441284915919926,26,30.692307692307693,39.10556634001183,0,,34.0,10,34.0,0,0.40700000000000003,26204,2,18,1.0,549.9431284865586,False,0.4239068382578661,0,0.6680000000000001,26588,11,20,1.0,698.8256983183985,False,0.44855952081948797,0,0.8840000000000001,18912,133,72,1.0,6731.291670298202,False,-0.08825219631869109,0,0.6050000000000001,23781,11,122,1.0,5094.733227556562,False,0.07752994244815757,0,0.2,30426,0,0,0.0,0.0,False,0.0,10,3.9090000000000007,626.0,667,0,0.0,26083.412748787894,False,-0.5507885895486114,0.6666666666666666,126537,0.0,0.0,12,0,0,5,6,6.0,4,9,34,148.0,62.0,9,21,34,998,0.8631674460484646,61.00157765910262
43,34,0,0,0,9.999999999999998,20,10.0,29.439264398389284,8,29.375,38.76223787497631,32,37.375,34.0,11,34.0,0,0.40700000000000003,26094,3,28,1.0,854.2994031548999,False,0.4261749678198242,0,0.6680000000000001,26733,10,22,1.0,747.6638167645642,False,0.45767003164026043,0,0.8840000000000001,18893,131,70,1.0,6569.900287437338,False,-0.09233239978232503,0,0.6050000000000001,24761,1,112,1.0,4370.809906395735,False,0.10282413658008788,0,0.2,30426,0,0,0.0,0.0,False,0.0,11,4.009000000000001,-4649.0,699,0,0.0,27094.80427460844,False,-0.7075395340398272,0.6666666666666666,122258,0.0,0.0,14,0,0,9,8,31.51747448979592,3,12,24,169.0,66.0,12,22,24,435,0.8232002930017188,61.82477795210434
44,24,0,0,1,9.999999999999998,20,10.0,29.121947106679777,16,24.4375,39.48680978233628,14,47.0,34.0,0,,0,0.40700000000000003,26084,0,32,0.9,931.9023074137529,False,0.42772376606296386,0,0.6680000000000001,26934,14,21,1.0,751.5608892402753,False,0.4685835902678069,0,0.8840000000000001,19210,132,66,1.0,6450.226463715924,False,-0.08180759466898739,0,0.6050000000000001,24711,0,118,0.6,4659.4435543156815,False,0.1066842014061488,0,0.2,30426,0,0,0.0,0.0,False,0.0,0,3.998000000000001,-24870.472222222223,713,0,0.0,28154.09537480577,True,-1.354743460685576,0.5833333333333334,127365,0.0,0.125,12,0,0,6,10,146.44950761413529,0,6,20,73.0,54.0,6,18,20,591,0.5098436609841883,62.33462161308853
45,20,0,0,0,10.0,20,10.0,28.96366458923482,2,11.0,39.48680978233628,0,,34.0,0,,0,0.40700000000000003,25994,0,41,0.9,1187.5102481586277,False,0.42975667477303264,0,0.6680000000000001,26846,15,29,1.0,989.9462730878098,False,0.4702609774437462,0,0.8840000000000001,19210,122,76,1.0,6534.564623344206,False,-0.08008175854661109,0,0.6050000000000001,24689,0,120,0.2,4738.417173880353,False,0.10739987668577303,0,0.2,30426,0,0,0.0,0.0,False,0.0,0,3.9980000000000016,-24870.472222222223,713,0,0.0,28154.09537480577,True,-1.354743460685576,0.5166666666666667,127165,0.0,0.125,10,0,0,1,9,778.0443892828998,0,1,13,18.0,57.0,1,19,13,222,0.27851347299292684,62.613135086081456
46,13,0,0,0,10.0,18,10.0,28.791006827172545,2,11.0,39.48680978233628,0,,34.0,0,,0,0.40700000000000003,25925,0,48,0.8,1381.9683277042823,False,0.43127469153861797,0,0.6680000000000001,26757,15,38,1.0,1244.0582594325567,False,0.47230743868123665,0,0.8840000000000001,19188,114,86,1.0,6678.04041957859,False,-0.07804615659370982,0,0.6050000000000001,24689,0,120,0.0,4738.417173880353,False,0.10739987668577303,0,0.2,30426,0,0,0.0,0.0,False,0.0,0,3.998000000000001,-24870.472222222223,713,0,0.0,28154.09537480577,True,-1.354743460685576,0.4666666666666666,126985,0.0,0.125,12,0,0,0,6,254.70472222222222,0,0,11,0.0,39.0,0,13,11,202,0.1736491399933584,62.786784226074815
47,11,0,0,0,10.0,0,,28.69651236690621,1,11.0,39.48680978233628,0,,34.0,0,,0,0.40700000000000003,25925,0,48,0.0,1377.432593611498,False,0.43115273697600287,0,0.6680000000000001,26768,5,47,1.0,1398.7360812445918,False,0.47705786409025036,0,0.8840000000000001,19177,105,96,1.0,6803.867537629435,False,-0.07592151228555631,0,0.6050000000000001,24689,0,120,0.0,4738.417173880353,False,0.10739987668577303,0,0.2,30426,0,0,0.0,0.0,False,0.0,0,3.9980000000000016,-24870.472222222223,713,0,0.0,28154.09537480577,True,-1.354743460685576,0.3333333333333333,126985,0.0,0.125,1,0,0,0,6,53.10316708754209,0,0,7,0.0,33.0,0,11,7,11,0.12308726500486955,62.909871491079684
48,7,0,0,0,10.0,0,,28.69651236690621,0,,39.48680978233628,0,,34.0,0,,0,0.40700000000000003,25925,0,48,0.0,1377.432593611498,False,0.43115273697600287,0,0.6680000000000001,26768,0,52,0.5,1492.2186430791228,False,0.47957137672292766,0,0.8840000000000001,19177,95,106,1.0,6911.770511783735,False,-0.07371346255660693,0,0.6050000000000001,24689,0,120,0.0,4738.417173880353,False,0.10739987668577303,0,0.2,30426,0,0,0.0,0.0,False,0.0,0,3.998000000000001,-24870.472222222223,713,0,0.0,28154.09537480577,True,-1.354743460685576,0.25,126985,0.0,0.125,0,0,0,0,8,614.5968834688347,0,0,1,0.0,21.0,0,7,1,0,0.09969989000819623,63.00957138108788
49,1,0,0,0,10.0,0,,28.69651236690621,0,,39.48680978233628,0,,34.0,0,,0,0.40700000000000003,25925,0,48,0.0,1377.432593611498,False,0.43115273697600287,0,0.6680000000000001,26768,0,52,0.0,1492.2186430791228,False,0.47957137672292766,0,0.8840000000000001,19177,85,116,1.0,7019.673485938036,False,-0.0715054128276574,0,0.6050000000000001,24689,0,120,0.0,4738.417173880353,False,0.10739987668577303,0,0.2,30426,0,0,0.0,0.0,False,0.0,0,3.9980000000000016,-24870.472222222223,713,0,0.0,28154.09537480577,True,-1.354743460685576,0.16666666666666666,126985,0.0,0.125,0,0,0,0,5,106.51213151927438,0,0,0,0.0,3.0,0,1,0,0,0.07043164398055524,63.080003025068436
