index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,22,0,0,0,10.000000000000002,20,10.0,6.596221797525697,10,7.0,24.50933243056032,0,,35.0,6,35.0,5,2.716000000000001,11308,303,0,0.0,3030.0000000000005,False,-0.38279745860608394,5,2.9140000000000006,12945,317,0,0.0,3170.0000000000005,False,-0.30063534847901424,0,0.2,29995,31,265,1.0,6699.455969821781,False,0.07713047081147685,0,0.2,30847,0,166,0.6,4068.5491834730133,False,0.06215959530111154,0,0.2,42798,0,0,0.0,0.0,False,0.0,6,2.6180000000000003,36559,118,0,0.0,2892.1012268061177,False,-0.1119900319313272,0.26666666666666666,164452,0.0,0.0,10,0,0,12,4,4.0,18,30,22,177.0,39.0,13,9,22,200,1.1748742023482919,33.38187277968973
31,22,0,0,0,10.000000000000002,20,10.0,6.473495280460096,22,5.545454545454546,25.09631509708152,2,36.0,35.0,14,35.0,12,2.831000000000001,10933,313,0,0.0,3130.0000000000005,False,-0.3984405082787832,10,3.0090000000000003,12700,327,0,0.0,3270.0000000000005,False,-0.3100211782826338,0,0.2,29921,35,275,1.0,7128.058986513522,False,0.08166261243843922,0,0.2,30871,0,172,0.8,4316.5661966980215,False,0.0669406951044679,0,0.2,42798,0,0,0.0,0.0,False,0.0,14,2.7520000000000007,36252,120,0,0.0,3011.5578116497823,False,-0.11776767826008484,0.3,163475,0.0,0.0,12,0,0,8,11,11.0,23,31,20,164.0,32.0,11,11,20,272,1.043911044485867,34.425783824175596
32,20,0,0,0,10.000000000000002,20,10.0,6.584905485629993,19,7.578947368421052,25.951808508008497,3,36.0,35.0,12,35.0,4,2.8590000000000004,10719,326,0,0.0,3260.0000000000005,False,-0.40561224489795916,15,3.1490000000000005,12375,334,0,0.0,3340.0000000000005,False,-0.3239795918367347,0,0.2,29858,39,284,1.0,7627.124930213983,False,0.08768816310065537,0,0.2,30898,0,175,0.5,4541.566488901487,False,0.07144695042965223,0,0.2,42798,0,0,0.0,0.0,False,0.0,12,2.858000000000001,35964,123,0,0.0,3192.072446485045,False,-0.12238805030042234,0.25,162612,0.0,0.0,13,0,0,10,9,9.0,20,30,21,156.0,27.0,11,9,21,308,1.0035512652248144,35.42933508940041
33,21,0,0,0,10.000000000000002,20,10.0,6.510102767351785,19,5.842105263157895,26.75753677154483,3,36.0,35.0,6,35.0,9,2.945000000000001,10395,338,0,0.0,3380.0000000000005,False,-0.4183192144782441,10,3.2340000000000004,12150,342,0,0.0,3420.0000000000005,False,-0.3328840970350404,0,0.2,29876,36,292,1.0,8047.564436915755,False,0.09506031651832789,0,0.2,30877,2,184,1.0,4936.406971498953,False,0.0771458308540709,0,0.2,42798,0,0,0.0,0.0,False,0.0,6,2.906000000000001,35805,126,0,0.0,3371.4496332146487,False,-0.12400755136671512,0.3333333333333333,161901,0.0,0.0,11,0,0,8,7,7.0,19,27,23,143.0,51.0,9,12,23,308,0.8577860333025455,36.287121122702956
34,23,0,0,0,10.000000000000002,20,10.0,6.430009795416614,20,5.75,25.22026976537239,8,18.75,35.0,10,35.0,10,3.036000000000001,10050,351,0,0.0,3510.0000000000005,False,-0.4317963034270312,10,3.3240000000000007,11930,349,0,0.0,3490.0000000000005,False,-0.3417886022333462,0,0.2,29867,31,301,1.0,7790.631503035005,False,0.09061975487022335,0,0.2,30921,7,187,1.0,4761.200514692553,False,0.07573732136015363,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,3.000000000000001,35530,134,0,0.0,3379.5161485599,False,-0.1303388458741075,0.3333333333333333,161096,0.0,0.0,13,0,0,13,8,8.0,19,32,22,173.0,37.0,13,10,22,350,1.2498418474569917,37.53696297015995
35,22,0,0,0,10.0,20,10.0,6.389018439633997,18,6.0,26.259169954634967,4,36.0,35.0,9,35.0,13,3.156000000000001,9690,360,0,0.0,3600.0,False,-0.4469580284944166,5,3.3640000000000008,11755,360,0,0.0,3600.0,False,-0.34756449749711205,0,0.2,29881,29,309,1.0,8299.36505073159,False,0.09928877234117632,0,0.2,30943,7,195,1.0,5165.261270231256,False,0.08297414591580679,0,0.2,42798,0,0,0.0,0.0,False,0.0,9,3.080000000000001,35269,138,0,0.0,3623.765453739625,False,-0.13358374861278996,0.3333333333333333,160336,0.0,0.0,15,0,0,10,9,9.0,19,29,25,152.0,63.0,9,13,25,344,0.9577305177226663,38.494693487882614
36,25,0,0,0,10.0,20,10.0,6.5896930330727495,10,10.0,26.983324292967737,3,36.0,35.0,9,35.0,0,3.1430000000000007,9540,375,0,0.0,3750.0,False,-0.4505679630342703,10,3.4590000000000005,11565,365,0,0.0,3650.0,False,-0.35550635348479015,0,0.2,29903,24,317,1.0,8711.86643366452,False,0.10666192514882766,0,0.2,30929,2,204,1.0,5517.777541831564,False,0.08821554966294469,0,0.2,42798,0,0,0.0,0.0,False,0.0,9,3.161000000000001,35046,141,0,0.0,3804.648725308451,False,-0.1366810513889849,0.3333333333333333,159781,0.0,0.0,11,0,0,12,7,7.0,21,33,20,225.0,30.0,15,10,20,308,1.0887208776548505,39.583414365537465
37,20,0,0,0,10.0,20,10.0,6.680988845033705,15,7.666666666666667,27.224938017132406,1,36.0,35.0,10,35.0,5,3.193000000000001,9355,385,0,0.0,3850.0,False,-0.4570658452060069,10,3.549000000000001,11315,375,0,0.0,3750.0,False,-0.3651328455910666,0,0.2,29869,24,326,1.0,9035.673525865974,False,0.11079357699173006,0,0.2,30884,0,211,0.7,5744.461921614938,False,0.0904231986564419,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,3.252000000000001,34874,142,0,0.0,3865.9411984328017,False,-0.1399838637502593,0.2833333333333333,159095,0.0,0.0,10,0,0,10,8,8.0,18,28,23,141.0,45.0,9,11,23,236,0.8457949049770832,40.42920927051455
38,23,0,0,0,10.0,20,10.0,6.569299471815065,33,6.03030303030303,24.771558920564306,7,13.0,35.0,10,35.0,18,3.3680000000000003,8833,393,0,0.0,3930.0,False,-0.48026569118213325,15,3.6890000000000005,10945,387,0,0.0,3870.0,False,-0.38005390835579517,0,0.2,29754,34,336,1.0,8546.59997935132,False,0.09917950672467161,0,0.2,30891,3,214,1.0,5320.821507416206,False,0.08380691777976225,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,3.3420000000000014,34650,149,0,0.0,3690.962279164082,False,-0.14726199496280098,0.3333333333333333,157871,0.0,0.0,11,0,0,9,11,11.0,21,30,20,189.0,30.0,13,10,20,291,1.0771452486515045,41.50635451916605
39,20,0,0,0,10.0,20,10.0,6.56111189573091,15,6.466666666666667,25.879773713887424,4,36.0,35.00000000000001,11,35.0,5,3.400000000000001,8624,403,0,0.0,4030.0,False,-0.487918752406623,10,3.7740000000000005,10695,397,0,0.0,3970.0,False,-0.38968040046207164,0,0.2,29774,34,344,1.0,9125.719962032126,False,0.10917918341622466,0,0.2,30918,0,220,0.8,5693.550217055234,False,0.09069919916424775,0,0.2,42798,0,0,0.0,0.0,False,0.0,11,3.442000000000001,34355,153,0,0.0,3959.605378224776,False,-0.15101633980297238,0.3,157164,0.0,0.0,13,0,0,11,10,10.0,19,30,23,150.0,38.0,11,9,23,344,1.048933799378574,42.555288318544626
40,23,0,0,0,9.999999999999998,20,10.0,6.512507209910702,18,6.055555555555555,26.405838231940752,2,36.0,35.00000000000001,9,35.0,8,3.475000000000001,8360,412,0,0.0,4119.999999999999,False,-0.49845976126299574,10,3.8640000000000008,10440,408,0,0.0,4079.999999999999,False,-0.3993068925683481,0,0.2,29756,32,353,1.0,9529.66112659223,False,0.11512196153684506,0,0.2,30899,0,229,1.0,6046.936955114432,False,0.09579314783594071,0,0.2,42798,0,0,0.0,0.0,False,0.0,9,3.5210000000000012,34169,155,0,0.0,4092.9049259508165,False,-0.15380502680089236,0.3333333333333333,156422,0.0,0.0,12,0,0,11,8,8.0,18,29,22,174.0,45.0,12,11,22,272,1.0725476145744324,43.62783593311906
41,22,0,0,0,9.999999999999998,20,10.0,6.484655360416119,20,6.25,26.675127583505265,1,36.0,35.00000000000001,13,35.0,15,3.6170000000000013,7935,423,0,0.0,4229.999999999999,False,-0.5162687716596073,5,3.904000000000001,10285,417,0,0.0,4169.999999999999,False,-0.40460146322680013,0,0.2,29726,32,363,1.0,9890.580284345728,False,0.11998223801314276,0,0.2,30840,0,238,1.0,6348.680364874253,False,0.09876086773386067,0,0.2,42798,0,0,0.0,0.0,False,0.0,13,3.6420000000000012,33931,156,0,0.0,4161.3199030268215,False,-0.15856675658877967,0.3333333333333333,155515,0.0,0.0,11,0,0,12,10,10.0,21,33,18,167.0,24.0,14,8,18,236,1.0027889050543308,44.63062483817339
42,18,0,0,0,9.999999999999998,20,10.0,6.670821815829757,20,8.25,26.957144541276207,1,36.0,35.00000000000001,9,35.0,5,3.6520000000000015,7720,436,0,0.0,4359.999999999999,False,-0.5234886407393146,15,4.049,9960,424,0,0.0,4239.999999999999,False,-0.41855987678090106,0,0.2,29606,37,373,1.0,10301.835321081728,False,0.12274825275513987,0,0.2,30831,0,242,0.5,6523.628978988842,False,0.101295813208464,0,0.2,42798,0,0,0.0,0.0,False,0.0,9,3.7190000000000007,33788,157,0,0.0,4232.271692980365,False,-0.16107911943338038,0.25,154703,0.0,0.0,11,0,0,8,7,7.0,19,27,20,132.0,38.0,8,10,20,236,0.6831631530076265,45.313787991181016
43,20,0,0,0,9.999999999999998,20,10.0,6.666894660495594,16,6.625,25.55066457355702,7,19.571428571428573,35.00000000000001,10,35.0,6,3.7070000000000007,7484,447,0,0.0,4469.999999999999,False,-0.5322006160954948,10,4.134,9725,433,0,0.0,4329.999999999999,False,-0.4277050442818637,0,0.2,29581,38,382,1.0,10013.695864197614,False,0.1172868150046453,0,0.2,30887,0,241,0.5,6157.710162227242,False,0.0971946597252196,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,3.810000000000001,33515,164,0,0.0,4190.308990063351,False,-0.1679481635816703,0.25,153990,0.0,0.0,13,0,0,9,9,9.0,22,31,21,180.0,24.0,12,8,21,337,0.9234715336933732,46.23725952487439
44,21,0,0,0,9.999999999999998,20,10.0,6.653846605345769,11,6.454545454545454,25.8572531614185,1,36.0,35.00000000000001,10,35.0,6,3.761000000000001,7237,460,0,0.0,4599.999999999999,False,-0.5409607239122064,5,4.174,9595,440,0,0.0,4399.999999999999,False,-0.43227762803234504,0,0.2,29578,31,392,1.0,10342.312484041771,False,0.12249753664828267,0,0.2,30855,0,248,0.8,6412.598784031788,False,0.10027778505720487,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,3.900000000000001,33358,165,0,0.0,4266.446771634053,False,-0.1707270576705213,0.3,153421,0.0,0.0,11,0,0,8,6,6.0,20,28,20,144.0,33.0,10,11,20,236,1.0585791412740946,47.295838666148484
45,20,0,0,0,10.0,20,10.0,6.748671731652714,21,7.476190476190476,24.10006495193692,9,18.11111111111111,35.00000000000001,7,35.0,6,3.815000000000001,7031,468,0,0.0,4680.0,False,-0.5489507123604158,15,4.319000000000001,9225,452,0,0.0,4520.0,False,-0.44719869079707353,0,0.2,29519,31,401,1.0,9873.334869407938,False,0.11301700535271396,0,0.2,30920,1,250,1.0,6031.764909715882,False,0.09622645782401212,0,0.2,42798,0,0,0.0,0.0,False,0.0,7,3.9600000000000013,33127,174,0,0.0,4193.411301637024,False,-0.17697776412873237,0.3333333333333333,152620,0.0,0.0,11,0,0,8,8,8.0,20,28,23,148.0,32.0,9,11,23,363,0.891467428766191,48.187306094914675
46,23,0,0,0,10.0,20,10.0,6.796648789476051,19,7.2105263157894735,24.424252877625705,1,36.0,35.0,11,35.0,9,3.8990000000000005,6743,480,0,0.0,4800.0,False,-0.559924913361571,10,4.404000000000001,8995,460,0,0.0,4600.0,False,-0.4563438582980362,0,0.2,29509,27,410,1.0,10197.453197142393,False,0.11792895301777305,0,0.2,30829,4,260,1.0,6377.4923433405875,False,0.09887089096715755,0,0.2,42798,0,0,0.0,0.0,False,0.0,11,4.063000000000001,32935,175,0,0.0,4274.244253584498,False,-0.18051960075722576,0.3333333333333333,151809,0.0,0.0,11,0,0,13,10,10.0,19,32,21,159.0,33.0,12,11,21,236,1.2738127540796995,49.461118848994374
47,21,0,0,0,10.0,20,10.0,6.785793690367433,15,6.666666666666667,25.085040442810882,2,36.0,35.0,10,35.0,5,3.940000000000001,6548,489,0,0.0,4890.0,False,-0.5671447824412784,10,4.494000000000001,8740,471,0,0.0,4710.0,False,-0.46597035040431267,0,0.2,29495,22,419,1.0,10659.919406725843,False,0.124946206136348,0,0.2,30815,4,269,1.0,6775.019053877597,False,0.10483927793193128,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,4.152000000000001,32735,177,0,0.0,4440.052158377526,False,-0.1832556175711771,0.3333333333333333,151131,0.0,0.0,12,0,0,11,7,7.0,21,32,21,145.0,37.0,12,9,21,272,1.1529172854498029,50.61403613444418
48,21,0,0,0,10.0,20,10.0,6.776941041670058,16,6.6875,26.033271565658623,3,36.0,35.0,11,35.0,6,3.995000000000001,6332,498,0,0.0,4980.0,False,-0.5753754331921448,10,4.5840000000000005,8485,482,0,0.0,4820.0,False,-0.47559684251058915,0,0.2,29505,23,427,1.0,11272.076602494642,False,0.13515645253891906,0,0.2,30806,0,277,0.9,7211.216223687438,False,0.11159376269805606,0,0.2,42798,0,0,0.0,0.0,False,0.0,11,4.252000000000002,32470,180,0,0.0,4685.988881818552,False,-0.18657426886982387,0.31666666666666665,150396,0.0,0.0,12,0,0,8,9,9.0,19,27,20,147.0,41.0,10,11,20,308,0.670238527469337,51.284274661913514
49,20,0,0,0,10.0,20,10.0,6.448264030613231,28,4.571428571428571,26.34396158038099,1,36.0,35.0,7,35.0,18,4.1690000000000005,5724,513,0,0.0,5130.0,False,-0.6010300346553716,10,4.674,8285,487,0,0.0,4870.0,False,-0.48402002310358105,0,0.2,29478,31,436,1.0,11685.863433995122,False,0.14096752647212463,0,0.2,30741,0,287,1.0,7560.716973569344,False,0.1151390149815768,0,0.2,42798,0,0,0.0,0.0,False,0.0,7,4.311000000000001,32360,181,0,0.0,4768.25704604896,False,-0.18818336083404638,0.3333333333333333,149386,0.0,0.0,10,0,0,6,9,9.0,22,28,24,148.0,54.0,9,11,24,236,0.7639528242871165,52.04822748620063
50,24,0,0,0,10.0,20,10.0,6.322906683688444,13,4.6923076923076925,26.667215211741322,1,36.0,35.0,9,35.0,8,4.231000000000001,5424,526,0,0.0,5260.0,False,-0.6123411628802464,5,4.714,8150,494,0,0.0,4940.0,False,-0.4888332691567193,0,0.2,29504,26,445,1.0,12031.306343000788,False,0.14738680012599395,0,0.2,30690,0,295,0.8,7866.82848746369,False,0.11843570900706929,0,0.2,42798,0,0,0.0,0.0,False,0.0,9,4.394000000000001,32213,182,0,0.0,4853.433168536921,False,-0.19062300611550861,0.3,148779,0.0,0.0,11,0,0,11,7,7.0,23,34,21,208.0,39.0,15,9,21,236,2.0105945579707623,54.05882204417139
51,21,0,0,0,10.000000000000002,20,10.0,6.412240751244833,13,7.538461538461538,24.52129001979868,9,18.11111111111111,35.0,10,35.0,3,4.253,5299,532,0,0.0,5320.000000000001,False,-0.6169137466307277,10,4.809000000000001,7865,508,0,0.0,5080.000000000001,False,-0.4991817481709665,0,0.2,29494,22,454,1.0,11273.734965515987,False,0.13482790589391724,0,0.2,30765,0,294,0.7,7209.259265820812,False,0.11023773727785018,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,4.485000000000001,31916,191,0,0.0,4683.566393781548,False,-0.19954710040444015,0.2833333333333333,148137,0.0,0.0,12,0,0,12,8,8.0,22,34,20,174.0,41.0,12,9,20,363,1.0319601753726602,55.09078221954405
52,20,0,0,0,10.000000000000002,20,10.0,6.246375501663928,26,5.230769230769231,25.19068386323689,2,36.0,35.0,7,35.0,16,4.410000000000001,4820,541,0,0.0,5410.000000000001,False,-0.6378032345013477,10,4.899000000000001,7610,519,0,0.0,5190.000000000001,False,-0.5088082402772429,0,0.2,29444,28,463,1.0,11838.185142725271,False,0.14232944314250848,0,0.2,30751,0,303,1.0,7632.777210560778,False,0.11662591999484402,0,0.2,42798,0,0,0.0,0.0,False,0.0,7,4.545000000000002,31765,193,0,0.0,4861.80198560472,False,-0.20099301386040566,0.3333333333333333,147188,0.0,0.0,12,0,0,7,10,10.0,13,20,21,167.0,42.0,10,10,21,272,0.8645157627761364,55.95529798232019
53,21,0,0,0,10.000000000000002,20,10.0,6.16207155478274,25,5.6,25.529892775893614,1,36.0,35.0,10,35.0,15,4.5440000000000005,4380,550,0,0.0,5500.000000000001,False,-0.6568155564112438,10,4.989000000000001,7355,530,0,0.0,5300.000000000001,False,-0.5184347323835194,0,0.2,29379,28,473,1.0,12248.177286531596,False,0.14685171829524182,0,0.2,30712,5,312,1.0,7996.136903852722,False,0.12123488877883386,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,4.638000000000001,31596,194,0,0.0,4952.799198523361,False,-0.20387869528338512,0.3333333333333333,146220,0.0,0.0,10,0,0,9,9,9.0,11,20,26,151.0,55.0,10,11,26,236,0.8529645362868905,56.80826251860708
54,26,0,0,0,10.000000000000002,20,10.0,6.285476297124703,13,7.923076923076923,26.521391928632948,3,36.0,35.0,6,35.0,3,4.559000000000001,4190,563,0,0.0,5630.000000000001,False,-0.6628321139776665,10,5.079000000000001,7140,537,0,0.0,5370.000000000001,False,-0.5270985752791683,0,0.2,29395,25,481,1.0,12913.926425100566,False,0.15812136875505647,0,0.2,30701,1,321,1.0,8519.652285388302,False,0.12933508229783744,0,0.2,42798,0,0,0.0,0.0,False,0.0,6,4.6880000000000015,31427,197,0,0.0,5224.714209940691,False,-0.20465075225547114,0.3333333333333333,145651,0.0,0.0,13,0,0,8,7,7.0,13,21,22,193.0,53.0,12,14,22,308,0.9470440465956926,57.75530656520277
55,22,0,0,0,10.000000000000002,20,10.0,6.11285305418969,25,4.96,26.842573697921825,1,36.0,35.0,8,35.0,19,4.746,3645,571,0,0.0,5710.000000000001,False,-0.6871390065460147,6,5.129000000000001,6938,549,0,0.0,5490.000000000001,False,-0.5339333846746246,0,0.2,29342,27,491,1.0,13344.750718142739,False,0.1633677474907571,0,0.2,30666,4,330,1.0,8882.50073253096,False,0.13406500520933806,0,0.2,42798,0,0,0.0,0.0,False,0.0,8,4.762000000000001,31306,198,0,0.0,5314.829592188521,False,-0.20642518818416147,0.3333333333333333,144695,0.0,0.0,9,0,0,6,10,10.0,8,14,19,197.0,24.0,14,8,19,236,1.0399715146049857,58.79527807980776
56,19,0,0,0,10.000000000000002,20,10.0,6.139745705833825,24,6.333333333333333,27.77193152827074,3,36.0,35.0,11,35.0,9,4.817000000000002,3357,580,0,0.0,5800.000000000001,False,-0.6988351944551405,15,5.2730000000000015,6568,560,0,0.0,5600.000000000001,False,-0.54909510974201,0,0.2,29271,36,500,1.0,14106.99660954539,False,0.17338560922481808,0,0.2,30693,0,337,0.9,9359.140925027239,False,0.14263560624458507,0,0.2,42798,0,0,0.0,0.0,False,0.0,11,4.864000000000001,31041,201,0,0.0,5582.158237182419,False,-0.20949392217881188,0.31666666666666665,143728,0.0,0.0,12,0,0,5,11,11.0,5,10,21,140.0,38.0,10,9,21,308,0.9752161139622331,59.77049419376999
57,21,0,0,0,10.000000000000002,20,10.0,6.1212579531737665,27,6.0,25.621391852746147,10,19.9,35.0,8,35.0,17,4.9780000000000015,2847,591,0,0.0,5910.000000000001,False,-0.7207354639969196,10,5.3580000000000005,6333,569,0,0.0,5690.000000000001,False,-0.5582402772429726,0,0.2,29266,38,508,1.0,13248.274863415647,False,0.15935450565971582,0,0.2,30735,5,339,1.0,8716.258127846811,False,0.133608846591188,0,0.2,42798,0,0,0.0,0.0,False,0.0,8,4.933000000000002,30747,211,0,0.0,5406.113680929437,False,-0.21842009345145286,0.3333333333333333,142726,0.0,0.0,14,0,0,4,10,10.0,6,10,24,137.0,56.0,10,11,24,399,0.916879047639668,60.68737324140966
58,24,0,0,0,10.000000000000002,20,10.0,6.087821045316059,13,5.615384615384615,26.487623283724268,3,36.0,35.0,10,35.0,8,5.041,2579,602,0,0.0,6020.000000000001,False,-0.730987678090104,5,5.398000000000001,6178,578,0,0.0,5780.000000000001,False,-0.5635348479014247,0,0.2,29274,36,517,1.0,13913.262795316825,False,0.1703534385650552,0,0.2,30762,0,347,1.0,9191.20527945232,False,0.14215210258507477,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,5.025000000000001,30502,214,0,0.0,5668.351382716994,False,-0.22108099230434838,0.3333333333333333,142093,0.0,0.0,12,0,0,2,8,8.0,8,10,22,146.0,62.0,10,14,22,308,0.8657144978642464,61.553087739273906
59,22,0,0,0,10.000000000000002,20,10.0,6.231181080164681,20,7.5,27.294906211009568,3,36.0,35.0,10,35.0,5,5.083000000000001,2344,615,0,0.0,6150.000000000001,False,-0.739170196380439,15,5.543000000000001,5858,585,0,0.0,5850.000000000001,False,-0.5772525991528686,0,0.2,29210,36,526,1.0,14581.443185876962,False,0.17907812749744756,0,0.2,30784,0,355,1.0,9689.691704908397,False,0.15091403729218594,0,0.2,42798,0,0,0.0,0.0,False,0.0,10,5.115000000000001,30266,217,0,0.0,5922.994647789076,False,-0.22362032515784527,0.3333333333333333,141260,0.0,0.0,13,0,0,5,8,8.0,9,14,18,210.0,37.0,14,8,18,308,0.8668080680072308,62.41989580728114
60,18,0,0,0,10.000000000000002,20,10.0,6.100805637094483,21,5.0,27.809777481844918,2,36.0,35.0,9,35.0,16,5.238000000000001,1856,626,0,0.0,6260.000000000001,False,-0.7600115517905275,5,5.578000000000001,5708,594,0,0.0,5940.000000000001,False,-0.5823065075086639,0,0.2,29191,42,535,1.0,15134.464789545,False,0.18739646589697004,0,0.2,30770,0,359,0.5,9983.710115982325,False,0.15521061659692995,0,0.2,42798,0,0,0.0,0.0,False,0.0,9,5.195000000000002,30083,219,0,0.0,6090.341268524037,False,-0.22594115065512368,0.25,140406,0.0,0.0,12,0,0,1,9,9.0,6,7,18,117.0,32.0,7,11,18,272,0.5762650221586227,62.99616082943976
61,18,0,0,0,10.000000000000002,20,10.0,6.320602281216168,18,8.5,28.314829599910507,2,36.0,34.99999999999999,5,35.0,3,5.252000000000002,1703,635,0,0.0,6350.000000000001,False,-0.7652098575279168,15,5.723000000000001,5353,605,0,0.0,6050.000000000001,False,-0.5967462456680785,0,0.2,29163,42,543,1.0,15640.417768562484,False,0.19466385257877844,0,0.2,30717,0,367,0.8,10391.542463167156,False,0.1600856423937585,0,0.2,42798,0,0,0.0,0.0,False,0.0,5,5.2360000000000015,29963,221,0,0.0,6257.577341580222,False,-0.2267912362542616,0.3,139697,0.0,0.0,12,0,0,3,7,7.0,4,7,19,98.0,45.0,7,11,19,272,0.6286650560796261,63.624825885519385
62,19,0,0,0,10.000000000000002,20,10.0,6.226389701479199,25,5.56,28.807628890591605,2,36.0,35.0,11,35.0,15,5.399000000000001,1243,645,0,0.0,6450.000000000001,False,-0.7849441663457836,10,5.808000000000001,5113,615,0,0.0,6150.000000000001,False,-0.6058914131690412,0,0.2,29122,49,552,1.0,16206.904242979046,False,0.20248900479663795,0,0.2,30691,0,374,0.8,10774.05320508126,False,0.16542386544370033,0,0.2,42798,0,0,0.0,0.0,False,0.0,11,5.341000000000001,29731,223,0,0.0,6424.101242601928,False,-0.23026658672599268,0.3,138698,0.0,0.0,12,0,0,2,11,11.0,6,8,19,127.0,42.0,8,11,19,272,0.6585096437484026,64.28333552926779
63,19,0,0,0,10.0,20,10.0,6.1063351652023155,17,4.823529411764706,29.50207711998787,3,36.0,35.0,8,35.0,12,5.504000000000002,913,651,0,0.0,6510.0,False,-0.7993839045051983,5,5.848000000000001,4913,629,0,0.0,6290.0,False,-0.612148633038121,0,0.2,29166,47,560,1.0,16808.160939957717,False,0.2136214901307897,0,0.2,30673,0,382,0.9,11269.793459835366,False,0.1728493306818387,0,0.2,42798,0,0,0.0,0.0,False,0.0,8,5.410000000000001,29533,226,0,0.0,6667.469429117259,False,-0.23204975198470415,0.31666666666666665,137996,0.0,0.0,12,0,0,2,7,7.0,7,9,11,145.0,30.0,9,10,11,308,0.5859189368784428,64.86925446614623
64,11,0,0,0,10.0,20,10.0,6.38192617435041,15,9.666666666666666,27.11032070546265,8,18.75,35.0,13,35.0,0,5.492000000000002,803,662,0,0.0,6620.0,False,-0.8020311898344243,15,5.993000000000001,4573,638,0,0.0,6380.0,False,-0.6263477088948787,0,0.2,29107,47,569,1.0,15725.723011602719,False,0.19423269392387377,0,0.2,30737,0,380,0.5,10301.921868075808,False,0.159284198534674,0,0.2,42798,0,0,0.0,0.0,False,0.0,13,5.532000000000002,29180,234,0,0.0,6343.8150450782605,False,-0.24407898680921697,0.25,137198,0.0,0.0,14,0,0,1,8,8.0,2,3,6,39.0,24.0,3,8,6,350,0.30009276140481234,65.16934722755104
65,6,0,0,0,10.0,20,10.0,6.551014445936846,10,9.5,27.864377605047995,3,36.0,35.0,11,35.0,0,5.492000000000002,703,672,0,0.0,6720.0,False,-0.8044378128609935,10,6.078000000000001,4328,648,0,0.0,6480.0,False,-0.6357335386984982,0,0.2,29134,42,577,1.0,16352.88848484204,False,0.20523449437674907,0,0.2,30723,0,384,0.5,10699.92100033843,False,0.16526021578864936,0,0.2,42798,0,0,0.0,0.0,False,0.0,11,5.629000000000002,28910,237,0,0.0,6603.857492396375,False,-0.24734967180246303,0.25,136596,0.0,0.0,12,0,0,0,8,8.0,0,0,5,0.0,18.0,0,6,5,308,0.1351482067257166,65.30449543427676
