index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,24,0,0,0,10.0,12,10.0,25.253113668078264,11,28.0,36.91438371914492,14,28.0,35.99999999999999,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.414000000000001,36710,23,17,1.0,659.3029323573305,False,0.28511732239881565,0,0.7310000000000001,49221,0,11,0.1,406.0582209105942,False,0.10632647872264173,0,1.1270000000000002,49129,1,16,1.0,615.883253174397,False,0.10661551745057973,9,5.915000000000001,31682,613,0,0.0,22628.517219835838,False,-0.30720475315139834,0,1.3070000000000002,54789,13,135,1.0,5339.886988348883,False,-0.07416867818996423,0.5166666666666667,250707,0.0,0.0,11,0,0,17,4,4.0,9,26,21,165.0,82.0,10,14,21,1216,1.1850615729927085,105.37339635012904
65,21,0,0,0,10.0,10,10.0,25.498054096212385,11,29.0,36.02469528505909,8,15.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.4140000000000006,36929,23,16,1.0,637.9688655393982,False,0.29234558437199704,0,0.7310000000000001,48902,1,21,1.0,782.0166550824532,False,0.10339365912032111,0,1.1270000000000002,49249,0,9,0.1,324.2222575655318,False,0.10603731765193997,12,6.026000000000002,31389,621,0,0.0,22371.335772021695,False,-0.3139978104796679,0,1.3070000000000002,55077,3,137,1.0,5040.074085855177,False,-0.07194358797770639,0.5166666666666667,250722,0.0,0.0,9,0,0,10,5,5.0,14,24,14,135.0,51.0,9,12,14,827,1.0193212750018574,106.3927176251309
66,14,0,0,0,10.0,6,10.0,25.681748746699835,12,28.0,36.46467915083221,15,41.666666666666664,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.414000000000001,37205,19,14,1.0,549.5444824537976,False,0.3003876289371626,0,0.7310000000000001,49144,0,18,0.7,656.3642247149799,False,0.10740435403942991,0,1.1270000000000004,49296,0,10,0.6,364.6467915083221,False,0.10754182288924564,15,6.1640000000000015,30716,631,0,0.0,23009.212544175127,False,-0.3197027767057529,0,1.3070000000000002,55042,0,140,0.8,5040.0,False,-0.07250813702426606,0.5166666666666666,250579,0.0,0.0,9,0,0,10,5,5.0,9,19,17,57.0,60.0,4,10,17,1201,0.9018871890148148,107.29460481414571
67,17,0,0,0,10.0,8,10.0,25.825473084672502,18,27.0,36.13835672858582,18,33.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,4,2.4540000000000006,37519,17,10,1.0,428.254730846725,False,0.3091779670190604,0,0.7310000000000001,49402,0,12,0.0,433.66028074302983,False,0.11068697990713873,2,1.1470000000000002,49078,8,10,1.0,567.9873519632382,False,0.10493785369525047,12,6.269000000000001,30282,637,0,0.0,23020.133236109166,False,-0.3266078015846318,0,1.3070000000000002,54994,2,142,1.0,5184.276713457171,False,-0.07211919762932892,0.5,250451,0.0,0.0,7,0,0,7,6,4.388888888888889,13,20,22,90.0,96.0,5,12,22,626,0.9912047509569675,108.28580956510268
68,22,0,0,0,10.0,9,10.0,25.948685734932138,6,29.0,36.86037917130112,30,41.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.4500000000000006,37603,16,14,1.0,523.28160028905,False,0.3137409201354702,0,0.7310000000000001,49725,0,5,0.3,184.3018958565056,False,0.11512626914823508,10,1.245,49436,1,10,1.0,394.5524774479434,False,0.111010346929399,10,6.357000000000002,29533,652,0,0.0,24032.96721968833,False,-0.33051652202887166,0,1.3070000000000002,54739,7,142,1.0,5370.022654199108,False,-0.07473153738036871,0.5499999999999999,250212,0.0,0.0,13,0,0,13,6,6.0,13,26,21,154.0,126.0,10,12,21,1444,1.1613908070139587,109.44720037211664
69,21,0,0,0,10.0,7,10.0,26.065246939283927,12,27.416666666666668,37.31681523038296,19,41.68421052631579,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.450000000000001,37862,13,12,1.0,442.78296327140714,False,0.32133063221274394,6,0.7910000000000001,49653,1,10,1.0,399.2333992431135,False,0.11592014817615513,0,1.235,49767,0,4,0.2,149.26726092153183,False,0.11567429893138668,4,6.3870000000000005,29373,655,0,0.0,24442.513975900838,False,-0.3297950921989234,0,1.3070000000000002,54649,13,136,1.0,5381.118597994979,False,-0.07609230609716912,0.5333333333333333,250480,0.0,0.0,15,0,0,11,3,2.5454545454545454,15,26,27,169.0,138.0,10,11,27,1316,1.1802070239791647,110.6274073960958
70,27,0,0,0,10.0,10,10.0,26.19774971015718,10,28.0,36.68236077913566,42,33.95238095238095,36.00000000000001,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.4500000000000006,38042,13,12,1.0,444.37299652188614,False,0.3276034452245139,24,1.0250000000000001,49789,0,1,0.1,36.68236077913566,False,0.11490668353828995,4,1.2750000000000001,49695,0,10,1.0,366.82360779135655,False,0.11649755571239827,9,6.473000000000001,28858,665,0,0.0,24393.76991812521,False,-0.33848595019395755,0,1.3070000000000002,54029,35,135,1.0,6143.882627269749,False,-0.07993713844808621,0.5166666666666667,249589,0.0,0.0,10,0,0,15,6,5.291666666666666,13,28,31,201.0,165.0,12,15,31,981,1.3342412479687482,111.96164864406455
71,31,0,0,0,10.0,8,10.0,25.03639543710784,17,16.058823529411764,36.88752421048746,10,41.0,36.00000000000001,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,5,2.500000000000001,38120,11,10,1.0,360.3639543710784,False,0.32885233423029414,0,1.0010000000000003,49789,0,1,0.0,36.88752421048746,False,0.11490897976687205,0,1.2710000000000004,49832,7,10,1.0,544.1300101646295,False,0.12154866376600074,13,6.594000000000001,28250,675,0,0.0,24899.078842079038,False,-0.34421160418549973,0,1.3070000000000002,54281,25,138,1.0,5890.1881052621875,False,-0.0779205624596195,0.5,249448,0.0,0.0,9,0,0,17,5,5.0,14,31,29,240.0,183.0,15,16,29,970,1.3905638260184787,113.35221247008303
72,29,0,0,0,10.000000000000002,8,10.0,24.655344605857003,9,19.0,36.32458476366052,5,15.0,36.00000000000001,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.4950000000000006,38211,9,11,1.0,361.20879066442706,False,0.3320243007193191,0,1.0010000000000001,49789,0,1,0.0,36.32458476366052,False,0.11490267924031491,0,1.2710000000000004,49736,6,15,1.0,692.8008390900497,False,0.12106371534998042,16,6.7410000000000005,27874,680,0,0.0,24700.717639289152,False,-0.35186815088710355,0,1.3070000000000002,54425,15,144,1.0,5728.868771454909,False,-0.0768999647815499,0.5,249211,0.0,0.0,7,0,0,12,6,6.0,16,28,23,204.0,149.0,13,16,23,470,1.181648788973689,114.53386125905672
73,23,0,0,0,10.000000000000002,9,10.0,24.542014631731032,1,10.0,36.32458476366052,0,,36.00000000000001,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.495000000000001,38131,8,20,1.0,570.8402926346207,False,0.3328853010310634,0,1.0010000000000001,49789,0,1,0.0,36.32458476366052,False,0.11490267924031491,0,1.2710000000000004,49726,0,22,0.7,799.1408648005314,False,0.12203004952321855,10,6.825000000000001,27741,680,0,0.0,24700.717639289152,False,-0.3540111691591541,0,1.3070000000000002,54785,5,144,1.0,5365.622923818303,False,-0.07402578934115642,0.45,249348,0.0,0.0,8,0,0,9,4,4.0,16,25,21,165.0,143.0,10,13,21,460,1.0572735689929686,115.59113482804969
74,21,0,0,0,10.000000000000002,9,10.0,23.205145264154915,37,19.0,36.454483745841266,5,41.0,36.00000000000001,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,17,2.6650000000000005,38353,7,10,1.0,302.05145264154913,False,0.33592483957812697,0,1.0010000000000001,49086,27,11,1.0,1027.5382433364366,False,0.1102603107326011,0,1.2710000000000001,49931,0,17,0.0,619.7262236793015,False,0.12461080520749544,7,6.885000000000002,27457,685,0,0.0,24971.321365901265,False,-0.35640713024152243,0,1.3070000000000002,55253,0,136,0.5,4896.000000000001,False,-0.07026844123618317,0.4166666666666667,249256,0.0,0.0,9,0,0,12,4,3.4594594594594597,11,23,14,144.0,110.0,8,13,14,763,0.997372520971112,116.5885073490208
75,14,0,0,0,10.000000000000002,12,10.0,22.70862059372995,5,9.0,36.208058369041105,14,33.357142857142854,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.6480000000000006,38278,9,15,1.0,430.62930890594924,False,0.33555321124325077,0,1.0010000000000003,49256,22,16,1.0,1078.9185869667167,False,0.11464071481137476,0,1.2710000000000004,50183,0,8,0.0,289.66446695232884,False,0.12655755547916375,8,6.958000000000001,27368,685,0,0.0,24802.519982793157,False,-0.35920112159781215,0,1.3070000000000002,55218,4,134,1.0,4968.832233476164,False,-0.07024562346140825,0.5,249479,0.0,0.0,13,0,0,8,3,3.0,12,20,18,78.0,68.0,6,8,18,1064,0.8181285460013896,117.40663589502219
76,18,0,0,0,10.000000000000002,8,10.0,22.70862059372995,0,,36.55205828092432,10,42.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.6480000000000006,38198,7,25,1.0,637.7155148432488,False,0.33637005611760545,0,1.0010000000000001,49471,12,21,1.0,1040.09667102417,False,0.11901885516210954,0,1.2710000000000004,50388,0,3,0.0,109.65617484277297,False,0.1291316669074045,9,7.040000000000002,27049,690,0,0.0,25220.92021383778,False,-0.3609703182798025,0,1.3070000000000002,55399,0,132,0.9,4752.0,False,-0.06907608520511746,0.48333333333333334,249681,0.0,0.0,9,0,0,10,4,4.0,15,25,25,132.0,102.0,9,9,25,896,1.0567060769535601,118.46334197197575
77,25,0,0,0,10.000000000000002,9,10.0,22.996332376769658,11,26.363636363636363,37.1819591713474,25,41.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.648000000000001,38398,6,24,1.0,611.9119770424718,False,0.3428615636847282,0,1.0010000000000001,49796,13,16,1.0,893.863667639564,False,0.12465711227603941,7,1.3410000000000002,50550,0,0,0.0,0.0,False,0.1315306442225903,9,7.121000000000001,26122,710,0,0.0,26399.191011656654,False,-0.3664143033445856,0,1.3070000000000002,55590,0,126,0.5,4536.0,False,-0.06773871290000322,0.4166666666666667,249632,0.0,0.0,12,0,0,9,5,4.4,17,26,21,198.0,117.0,11,14,21,1391,1.253557037038263,119.71689900901401
78,21,0,0,0,10.000000000000002,7,10.0,22.401346384530218,22,19.0,37.40803920243226,10,41.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.6480000000000006,38746,3,12,1.0,298.8161566143626,False,0.34950413150743126,0,1.0010000000000001,50206,3,16,1.0,665.7326663925069,False,0.13128142394225395,0,1.3340000000000003,50132,12,10,1.0,642.8965486386853,False,0.1293693932560179,10,7.212000000000002,25787,715,0,0.0,26746.74802973907,False,-0.36901205222407374,0,1.3070000000000002,55745,0,121,0.5,4356.0,False,-0.06669137314298605,0.5833333333333334,249792,0.0,0.0,8,0,0,11,4,4.0,14,25,19,171.0,87.0,12,9,19,1258,1.2269593729870394,120.94385838200105
79,19,0,0,0,10.000000000000002,6,10.0,22.401346384530218,0,,37.522438651020984,5,41.0,36.0,7,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.6480000000000006,38686,0,21,0.9,470.4282740751346,False,0.35039949125798237,0,1.0010000000000003,50411,0,14,0.3,525.3141411142938,False,0.1342986316550376,0,1.3340000000000003,50132,2,20,1.0,795.2514657894801,False,0.1310745787906778,7,7.272000000000001,25717,715,0,0.0,26828.543635480004,False,-0.3694809735790016,0,1.3070000000000002,55540,0,126,0.5,4536.0,False,-0.0685443588669395,0.45,249662,0.0,0.0,3,0,0,11,2,2.0,13,24,19,150.0,40.0,10,9,19,265,1.0568566339788958,122.00071501597995
80,19,0,0,0,10.000000000000002,9,10.0,23.187991252732328,18,29.0,37.75229495008424,10,41.0,36.0,6,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.6480000000000006,39118,0,12,0.9,278.2558950327879,False,0.3620542622828533,0,1.0010000000000001,50355,0,18,0.9,679.5413091015164,False,0.13477124624055964,0,1.3340000000000003,50076,1,25,1.0,966.9953650048384,False,0.1317432440010391,6,7.325000000000002,25455,720,0,0.0,27181.652364060654,False,-0.3708577522150377,0,1.3070000000000002,55335,0,131,0.5,4716.0,False,-0.07039734459089297,0.5499999999999999,249515,0.0,0.0,8,0,0,9,2,2.0,16,25,19,180.0,55.0,10,9,19,1022,1.0454940060153604,123.04620902199531
81,19,0,0,0,10.000000000000002,7,10.0,23.61184893142006,17,27.0,38.055083925467706,14,41.0,35.99999999999999,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,5,2.698000000000001,39392,0,7,0.7,165.2829425199404,False,0.36960105028311613,0,1.0010000000000001,49896,7,28,1.0,1230.825292433036,False,0.13066689005274915,0,1.3340000000000003,50650,0,12,0.1,456.6610071056125,False,0.13888012050751675,14,7.459000000000002,25222,720,0,0.0,27399.660426336748,False,-0.3728556892596376,0,1.3070000000000002,54977,4,135,1.0,5012.22033570187,False,-0.07377928252632952,0.4666666666666666,249313,0.0,0.0,5,0,0,8,6,5.294117647058823,15,23,15,117.0,75.0,9,10,15,860,1.5560527769848704,124.60226179898018
82,15,0,0,0,10.000000000000002,6,10.0,23.976894464699065,10,29.0,37.518963832209224,24,34.5,35.99999999999999,17,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,3,2.7230000000000008,39553,0,6,0.6,143.8613667881944,False,0.374815442488172,0,1.0010000000000001,50724,0,11,0.7,412.70860215430145,False,0.14004464120242544,0,1.3340000000000003,50360,0,22,1.0,825.4172043086029,False,0.13651583923880334,13,7.575000000000002,24924,726,0,0.0,27238.767742183896,False,-0.3789535646435508,0,1.3070000000000002,54383,12,141,1.0,5526.22756598651,False,-0.07920927809298353,0.5499999999999999,249120,0.0,0.0,6,0,0,7,6,5.3,15,22,12,126.0,54.0,7,8,12,1032,0.8902407130226493,125.49250251200283
83,12,0,0,0,10.000000000000002,12,10.0,23.87246610937854,1,10.0,38.03625931533522,25,41.0,35.99999999999999,16,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.720000000000001,39443,2,15,1.0,378.0869916406781,False,0.37506222662620015,0,1.0010000000000003,50919,0,7,0.1,266.2538152073466,False,0.14277044606714576,0,1.3340000000000003,51180,0,2,0.0,76.07251863067044,False,0.14648422481343362,16,7.722000000000002,24012,741,0,0.0,28184.8681526634,False,-0.3860263272802729,0,1.3070000000000002,53973,12,151,1.0,5892.4351117840215,False,-0.08286523869852706,0.35000000000000003,248703,0.0,0.0,11,0,0,6,6,6.0,12,18,20,72.0,80.0,4,8,20,1155,0.8546588660101406,126.34716137801297
84,20,0,0,0,10.000000000000002,15,10.0,24.156990011386135,11,27.272727272727273,36.86876747651847,17,26.470588235294116,36.0,9,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.7200000000000006,39593,7,14,1.0,408.1978601594059,False,0.38078894351813547,5,1.0510000000000002,50984,0,1,0.1,36.86876747651847,False,0.14165810949855087,3,1.3640000000000003,50993,0,10,1.0,368.68767476518474,False,0.14557334998841814,9,7.796000000000002,23796,748,0,0.0,27577.838072435818,False,-0.3943972312168814,0,1.3070000000000002,53628,12,161,1.0,6238.425209718222,False,-0.08563674060038173,0.5166666666666667,248170,0.0,0.0,8,0,0,13,5,4.6,10,23,26,129.0,111.0,8,12,26,555,1.1337391000124626,127.48090047802543
85,26,0,0,0,10.000000000000002,13,10.0,24.038334782483236,1,10.0,36.86876747651847,0,,36.0,10,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.720000000000001,39473,10,23,1.0,652.8816999971144,False,0.3808701981125029,0,1.046,50974,0,2,0.1,73.73753495303694,False,0.14184690798846122,0,1.3610000000000002,50993,0,10,0.0,368.68767476518474,False,0.14557334998841814,10,7.887000000000003,23662,748,0,0.0,27577.838072435818,False,-0.39655636240827064,0,1.3070000000000002,53628,2,171,1.0,6229.737534953037,False,-0.08570673250174798,0.35000000000000003,247906,0.0,0.0,6,0,0,18,4,4.0,7,25,18,280.0,117.0,17,9,18,140,1.3328054530429654,128.8137059310684
86,18,0,0,0,10.000000000000002,7,10.0,24.74289565239486,22,28.181818181818183,37.387207594586144,14,43.0,36.0,11,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.7200000000000006,40023,7,11,1.0,342.17185217634346,False,0.3945626925989928,0,1.046,50964,0,3,0.1,112.16162278375843,False,0.1420531139229054,4,1.401,50849,11,10,1.0,646.0439281222049,False,0.14545422312891398,11,7.987000000000002,22902,762,0,0.0,28489.05218707464,False,-0.4014610213409603,0,1.3070000000000002,53628,0,173,0.2,6228.0,False,-0.0857207308820212,0.38333333333333336,247542,0.0,0.0,6,0,0,9,5,4.285714285714286,7,16,24,162.0,87.0,9,9,24,690,1.074013906007167,129.88771983707557
87,24,0,0,0,10.000000000000002,11,10.0,24.74289565239486,0,,37.084330348094895,49,36.163265306122454,35.99999999999999,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.720000000000001,39913,8,21,1.0,599.6008087002921,False,0.39521200486954927,15,1.1960000000000004,51228,0,0,0.0,0.0,False,0.1467072570175046,21,1.6070000000000002,51023,1,10,1.0,395.5861991333438,False,0.1465459349860471,14,8.116000000000001,21483,790,0,0.0,29296.620974994967,False,-0.4178191085124959,0,1.3070000000000002,53256,11,177,1.0,6779.927633829043,False,-0.08726815415367667,0.5,246079,0.0,0.0,7,0,0,13,8,7.595238095238095,6,19,30,176.0,97.0,12,12,30,531,1.1962431430001743,131.08396298007574
88,30,0,0,0,10.000000000000002,9,10.0,23.703533462427846,64,21.8125,36.48162606826429,5,15.0,36.0,8,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,43,3.150000000000001,39909,7,10,1.0,307.03533462427845,False,0.3899978373226056,0,1.1810000000000003,50340,32,10,1.0,1123.329331480334,False,0.13940244136948035,0,1.586,50590,13,15,1.0,855.3703260355264,False,0.1419994888082053,8,8.182000000000002,21321,795,0,0.0,29002.89272427011,False,-0.4227958112510867,0,1.3070000000000002,53256,1,187,1.0,6768.481626068265,False,-0.08736036845357649,0.6666666666666666,244592,0.0,0.0,6,0,0,10,6,5.076923076923077,5,15,28,240.0,135.0,15,15,28,426,1.5514110100339167,132.63537399010966
89,28,0,0,0,10.000000000000002,13,10.0,23.05442046851795,26,19.0,36.143617191336645,26,34.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,16,3.2670000000000012,39905,10,10,1.0,330.5442046851795,False,0.3902668830179235,2,1.2010000000000003,50088,48,10,1.0,1468.0483544022281,False,0.1376197380400482,0,1.586,51164,3,11,1.0,466.7430505102569,False,0.1504985343881257,11,8.284000000000002,21060,802,0,0.0,28987.18098745199,False,-0.42712786417250503,0,1.3070000000000002,52801,10,188,1.0,7129.436171913367,False,-0.09178373101162246,0.6666666666666666,244194,0.0,0.0,10,0,0,9,6,4.9010989010989015,5,14,24,237.0,131.0,14,14,24,1233,1.529131218965631,134.1645052090753
90,24,0,0,0,10.000000000000002,9,10.0,22.709137530208203,5,11.0,36.410744415462226,10,41.0,36.0,12,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,3.251000000000001,39870,9,15,1.0,430.63706295312306,False,0.39078892968831325,0,1.1990000000000003,50498,38,10,1.0,1227.0546703025339,False,0.1441000880859396,0,1.586,51109,0,19,0.8,691.8041438937823,False,0.15178632027458677,6,8.333,20797,807,0,0.0,29383.470743278016,False,-0.42817286952339584,0,1.3070000000000002,52812,5,192,1.0,7094.053722077311,False,-0.09189154617900397,0.6333333333333333,244262,0.0,0.0,10,0,0,4,2,2.0,5,9,27,162.0,135.0,9,15,27,771,1.3745952069875784,135.53910041606287
91,27,0,0,0,10.000000000000002,9,10.0,22.709137530208203,0,,36.73266843774832,10,42.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,3.251000000000001,39780,8,25,1.0,647.7284382552051,False,0.3914323856473389,0,1.1990000000000003,50703,28,15,1.0,1186.8458774120545,False,0.1482388623966071,0,1.5860000000000005,51324,0,14,0.0,514.2573581284765,False,0.15461182520177824,11,8.437000000000001,20435,812,0,0.0,29826.92677145164,False,-0.430433060717898,0,1.3070000000000002,52931,0,193,1.0,6948.0,False,-0.0911507846991718,0.5,244349,0.0,0.0,10,0,0,5,4,4.0,4,9,25,132.0,142.0,9,18,25,834,1.2737190360203385,136.8128194520832
92,25,0,0,0,10.000000000000002,8,10.0,23.085604299072717,10,29.0,36.267568742556776,10,29.0,36.00000000000001,12,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,3.251000000000001,39990,6,25,1.0,637.1401074768179,False,0.3985348016701968,0,1.1990000000000003,50778,18,20,1.0,1140.8922522344444,False,0.14940336943450833,0,1.586,51249,0,19,1.0,689.0838061085788,False,0.15488968758235866,9,8.516000000000002,20246,817,0,0.0,29630.603662668887,False,-0.43506007168098926,0,1.3070000000000002,52824,0,195,0.5,7020.000000000002,False,-0.09229480197222133,0.5833333333333334,244263,0.0,0.0,8,0,0,8,4,4.0,3,11,19,168.0,100.0,11,14,19,768,1.3095849129604176,138.12240436504362
93,19,0,0,0,10.000000000000002,9,10.0,22.999169316868265,1,10.0,36.56402667954494,10,41.0,36.00000000000001,15,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,3.251000000000001,39910,5,34,1.0,831.9717567735211,False,0.39913905622048296,0,1.1990000000000003,50973,9,25,1.0,1121.0931908404377,False,0.1535467295388865,0,1.586,51454,0,14,0.0,511.8963735136291,False,0.1574953706128132,12,8.627,19860,822,0,0.0,30055.62993058594,False,-0.43785545155984384,0,1.3070000000000002,52727,0,197,0.5,7092.000000000002,False,-0.0932776900518836,0.4166666666666667,244100,0.0,0.0,8,0,0,5,5,5.0,4,9,15,137.0,46.0,9,10,15,618,1.1450639520189725,139.2674683170626
94,15,0,0,0,10.000000000000002,13,10.0,22.54306303462001,15,18.4,36.98284661075238,10,43.0,36.00000000000001,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,3.251000000000001,40056,8,29,1.0,733.7488280039803,False,0.402500673582749,0,1.1990000000000003,51188,0,29,0.9,1072.502551711819,False,0.15781553646093724,0,1.586,51393,5,19,1.0,815.3894007773953,False,0.15952667547989202,8,8.695,19342,832,0,0.0,30769.72838014598,False,-0.44044883841846877,0,1.3070000000000002,53159,0,185,0.0,6660.000000000001,False,-0.08979729947471883,0.48333333333333334,244314,0.0,0.0,13,0,0,7,3,3.0,2,9,14,132.0,48.0,9,6,14,1268,1.0652103389729746,140.33267865603557
95,14,0,0,0,10.000000000000002,13,10.0,23.063571460596858,18,27.0,37.55354626345469,20,41.5,36.00000000000001,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,3.251000000000001,40412,11,21,1.0,594.3350006725341,False,0.4124338179285362,0,1.1990000000000003,50917,8,34,1.0,1461.3291446422343,False,0.15610119022968882,0,1.5860000000000005,52008,0,9,0.5,337.9819163710922,False,0.16794983565800123,10,8.787,19209,832,0,0.0,31244.550491194303,False,-0.4387664715027368,0,1.3070000000000002,52689,10,185,1.0,7035.535462634548,False,-0.09434488525478915,0.5833333333333334,244411,0.0,0.0,12,0,0,4,4,4.0,4,8,19,119.0,48.0,8,6,19,1806,1.1288775610155426,141.4615562170511
96,19,0,0,0,10.0,8,10.0,23.876198445361503,22,29.0,38.88933149974641,48,42.854166666666664,36.00000000000001,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,1,3.261000000000001,40947,9,10,1.0,328.761984453615,False,0.42638890403951163,0,1.1990000000000003,51610,9,21,1.0,1031.5617475029283,False,0.1668035294299025,16,1.7460000000000002,52105,1,10,1.0,412.76951344282566,False,0.1709581581394415,14,8.917000000000002,18138,852,0,0.0,33133.71043778394,False,-0.4408034671958369,0,1.3070000000000002,51688,28,189,1.0,7892.9012819929,False,-0.10356658436730282,0.6666666666666666,243664,0.0,0.0,8,0,0,6,9,7.290909090909091,5,11,21,173.0,84.0,11,8,21,1832,1.0851084099849686,142.54666462703608
97,21,0,0,0,10.0,13,10.0,24.142863331539818,10,28.0,37.42087175237435,35,30.228571428571428,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,3.2600000000000007,41097,12,10,1.0,361.4286333153982,False,0.43215995824917425,0,1.1990000000000003,52123,0,14,0.9,523.8922045332409,False,0.17260478359373735,9,1.8200000000000003,52064,1,10,1.0,398.3515808552834,False,0.1698790300941854,16,9.063,17440,862,0,0.0,32256.79145054669,False,-0.45911514734824294,0,1.3070000000000002,51184,43,195,1.0,8629.097485352097,False,-0.10575636069291915,0.65,243084,0.0,0.0,11,0,0,2,6,6.0,6,8,25,144.0,114.0,8,13,25,1477,1.0853219290147536,143.63198655605083
98,25,0,0,0,10.0,9,10.0,23.798119410326954,10,19.0,36.833268428701906,5,15.0,35.99999999999999,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,3.2600000000000007,41197,11,10,1.0,347.98119410326956,False,0.4353962458209574,0,1.1990000000000003,52198,0,9,0.0,331.49941585831715,False,0.17213031534962522,0,1.8110000000000002,51874,1,20,1.0,760.4634879843651,False,0.16967882311841748,16,9.207,17065,867,0,0.0,31934.443727684553,False,-0.4677544735290149,0,1.3070000000000002,51328,33,201,1.0,8451.49785814716,False,-0.1048669245420131,0.5,242838,0.0,0.0,8,0,0,9,6,6.0,4,13,22,177.0,111.0,13,12,22,499,1.189335723000113,144.82132227905095
