index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,34,0,0,0,10.0,7,10.0,23.158325084670064,30,15.666666666666666,36.185512379863674,19,42.473684210526315,35.99999999999999,20,36.0,0,0.2,29064,0,4,0.0,92.63330033868026,False,0.010003353347073115,13,1.8510000000000004,32669,5,10,1.0,281.58325084670065,False,0.13835929586508047,0,0.43400000000000005,45821,0,28,0.7,1013.1943466361829,False,0.037014755189105346,0,0.4070000000000001,46417,20,14,1.0,969.7636750114928,False,0.0498697640127534,7,2.7900000000000005,46607,340,0,0.0,12303.074209153649,False,-0.1499059472047819,0,1.3070000000000002,58277,0,52,0.9,1871.9999999999995,False,-0.04590570719602978,0.6,258855,0.0,0.0,10,0,0,18,6,5.15,11,29,38,204.0,123.0,13,21,38,1345,1.338787520013284,65.23315237794304
31,38,0,0,0,10.0,9,10.0,22.90182141922621,10,19.0,35.46027555603858,7,15.0,35.99999999999999,15,36.0,0,0.2,29064,0,4,0.0,91.60728567690484,False,0.00998555418910732,0,1.8380000000000003,32769,4,10,1.0,269.0182141922621,False,0.1416108912322576,0,0.43400000000000005,45781,0,26,0.5,921.9671644570032,False,0.03509834763460855,0,0.4070000000000001,46372,15,24,1.0,1194.5739346333191,False,0.051378586366044164,15,2.9330000000000007,46238,347,0,0.0,12304.715617945389,False,-0.15583839049704015,0,1.3070000000000002,58277,0,52,0.0,1871.9999999999995,False,-0.04590570719602978,0.4166666666666667,258501,0.0,0.0,7,0,0,19,6,6.0,13,32,40,216.0,97.0,16,22,40,385,1.2809436779934913,66.51409605593653
32,40,0,0,0,10.0,11,10.0,22.849059899852573,2,19.0,35.87776996440383,15,41.0,35.99999999999999,14,36.0,0,0.2,29092,0,3,0.0,68.54717969955772,False,0.01055699083511823,0,1.8380000000000003,32669,5,19,1.0,484.1321380971989,False,0.14187308545724087,0,0.43400000000000005,45958,0,22,0.1,789.3109392168843,False,0.037575669732024045,0,0.4070000000000001,46772,6,24,1.0,998.1608385448075,False,0.05813404708045849,12,3.0380000000000007,45649,357,0,0.0,12808.363877292168,False,-0.16127127809857747,0,1.3070000000000002,58144,0,55,0.5,1979.9999999999995,False,-0.047178627823789114,0.43333333333333335,258284,0.0,0.0,11,0,0,15,4,4.0,13,28,41,210.0,153.0,13,27,41,835,1.2302745199995115,67.74437057593605
33,41,0,0,0,10.0,7,10.0,22.753252652331195,1,10.0,36.01686180925354,5,41.0,35.99999999999999,20,36.0,0,0.2,29092,0,3,0.0,68.25975795699358,False,0.010552004683175907,0,1.8380000000000003,32609,2,28,1.0,657.0910742652735,False,0.14279180962919433,0,0.43400000000000005,46163,0,17,0.0,612.2866507573102,False,0.040183178703018595,0,0.4070000000000001,46762,0,31,0.7,1116.5227160868599,False,0.0592349321315178,11,3.136000000000001,45291,362,0,0.0,13038.103974949781,False,-0.16518881139062722,0,1.3070000000000002,58468,0,46,0.0,1655.9999999999998,False,-0.04456833489091554,0.2833333333333333,258385,0.0,0.0,9,0,0,13,4,4.0,18,31,42,258.0,157.0,15,26,42,609,1.3047243540058844,69.04909492994193
34,42,0,0,0,10.0,7,10.0,21.7290715284757,42,18.785714285714285,36.16280820920435,5,41.0,35.99999999999999,8,36.0,0,0.2,29092,0,3,0.0,65.1872145854271,False,0.010498702633152255,14,1.9780000000000004,32938,0,9,0.9,195.56164375628128,False,0.1462001534202395,0,0.43400000000000005,45635,30,22,1.0,1447.4539264567666,False,0.037711576380632716,0,0.4070000000000001,46706,0,33,0.2,1193.3726709037435,False,0.05884152606553861,8,3.205000000000001,45198,362,0,0.0,13090.936571731974,False,-0.16626166920392532,0,1.3070000000000002,58263,0,51,0.5,1835.9999999999995,False,-0.046421320614869005,0.43333333333333335,257832,0.0,0.0,6,0,0,15,7,6.8,15,30,39,255.0,184.0,15,27,39,888,1.4352460220106877,70.48434095195262
35,39,0,0,0,10.0,12,10.0,21.649515754469455,1,10.0,36.228630096743665,17,36.8235294117647,35.99999999999999,15,36.0,0,0.2,29092,0,3,0.0,64.94854726340836,False,0.01049456226603656,0,1.9640000000000004,32828,2,18,1.0,409.6912835804502,False,0.1460983152380205,0,0.43400000000000005,46065,20,22,1.0,1230.0201772177497,False,0.04490330144175307,0,0.4070000000000001,46892,0,27,0.1,978.173012612079,False,0.06059646564682009,15,3.347000000000001,44508,372,0,0.0,13477.050395988643,False,-0.1742688730947388,0,1.3070000000000002,58067,0,58,0.7,2087.9999999999995,False,-0.04754922496857981,0.4666666666666666,257452,0.0,0.0,8,0,0,17,6,6.0,11,28,34,219.0,138.0,13,26,34,756,1.2084198400261812,71.6927607919788
36,34,0,0,0,10.0,9,10.0,21.649515754469455,0,,36.653175393240055,15,41.0,36.0,9,36.0,0,0.2,29092,0,3,0.0,64.94854726340836,False,0.01049456226603656,0,1.9640000000000006,32738,1,28,1.0,616.1864411251447,False,0.14655794950255263,0,0.43400000000000005,46475,10,22,1.0,1022.8650161959758,False,0.051762378745981795,0,0.4070000000000001,47097,0,22,0.0,806.3698586512812,False,0.06326241055928813,9,3.422000000000001,44194,377,0,0.0,13818.2471232515,False,-0.1765794920945869,0,1.3070000000000002,57657,0,68,1.0,2448.0,False,-0.05125519641648674,0.5,257253,0.0,0.0,6,0,0,12,3,3.0,10,22,31,129.0,133.0,8,26,31,705,1.6832497930154204,73.37601058499422
37,31,0,0,0,10.0,13,10.0,21.187838171391558,28,19.0,36.85566018478232,5,43.0,36.0,20,36.0,0,0.2,29092,0,3,0.0,63.56351451417467,False,0.010470534912812633,0,1.9640000000000004,33140,4,10,1.0,251.8783817139156,False,0.15418566341187148,0,0.43400000000000005,46475,0,32,1.0,1179.3811259130343,False,0.05351413714815139,0,0.4070000000000001,46780,18,27,1.0,1376.4839120741708,False,0.06254738675822813,9,3.5030000000000014,43866,382,0,0.0,14078.862190586848,False,-0.17976489485847338,0,1.3070000000000002,58053,0,57,0.0,2052.0,False,-0.04806483838741903,0.5,257406,0.0,0.0,10,0,0,17,4,4.0,11,28,27,179.0,114.0,13,18,27,1273,1.3719372290070169,74.74794781400124
38,27,0,0,0,10.0,10,10.0,21.825816375756123,13,28.923076923076923,35.913832839401614,25,30.6,35.99999999999999,20,36.0,0,0.2,29120,0,2,0.0,43.651632751512246,False,0.011096586509463479,2,1.9840000000000004,33342,4,10,1.0,258.2581637575612,False,0.16130487411972735,0,0.43400000000000005,46475,0,32,0.0,1149.2426508608517,False,0.05317682153893594,0,0.4070000000000001,47169,21,12,1.0,889.308137963698,False,0.06580234742762793,9,3.5840000000000005,43547,387,0,0.0,13898.653308848425,False,-0.18635676171531348,0,1.3070000000000002,57889,10,56,1.0,2375.138328394016,False,-0.04810400624863839,0.5,257542,0.0,0.0,12,0,0,10,5,4.166666666666667,15,25,30,180.0,124.0,10,17,30,1289,1.1792993290000595,75.9272471430013
39,30,0,0,0,10.0,11,10.0,21.869035410688774,1,28.0,36.62481856602837,22,41.45454545454545,36.0,20,36.0,0,0.2,29148,0,1,0.0,21.869035410688774,False,0.0116901851955223,0,1.9820000000000004,33232,5,20,1.0,487.3807082137755,False,0.1614631307371761,0,0.43400000000000005,46690,0,27,0.0,988.8701012827659,False,0.05619454382059773,5,0.4570000000000001,47668,12,10,1.0,628.6766105885489,False,0.0740551171888408,7,3.645000000000001,43051,397,0,0.0,14540.052970713261,False,-0.18918135919956441,0,1.3070000000000002,57865,12,53,1.0,2347.4978227923402,False,-0.048713400931388436,0.5,257654,0.0,0.0,12,0,0,14,4,4.0,13,27,28,171.0,128.0,12,18,28,1313,1.3068293709657155,77.23407651396701
40,28,0,0,0,10.000000000000002,13,10.0,21.916352395650673,1,28.0,36.891108494504344,10,41.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,1.9820000000000004,33102,8,30,1.0,737.4905718695202,False,0.16129155804367362,0,0.43400000000000005,47100,0,17,0.0,627.1488444065739,False,0.06132368765284703,0,0.45200000000000007,47640,3,20,1.0,803.5712270770389,False,0.07538580860318134,10,3.7380000000000004,42518,407,0,0.0,15014.681157263269,False,-0.19394572236422228,0,1.3070000000000002,58225,2,53,1.0,1981.7822169890087,False,-0.045859122998058284,0.5,257761,0.0,0.0,12,0,0,13,3,3.0,15,28,29,189.0,136.0,12,16,29,928,1.3001472820178606,78.53422379598487
41,29,0,0,0,10.000000000000002,11,10.0,21.381000656056553,30,19.3,37.129316357186546,6,43.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,1.9820000000000004,33571,9,10,1.0,303.81000656056557,False,0.17004042062592062,0,0.43400000000000005,46521,20,27,1.0,1430.1115547651677,False,0.05735004202405394,0,0.45200000000000007,47898,0,17,0.3,631.1983780721713,False,0.0792317497657718,10,3.828000000000001,42386,407,0,0.0,15111.631757374924,False,-0.19529154911721402,0,1.3070000000000002,58327,0,51,0.8,1836.0,False,-0.045390093777190554,0.5166666666666666,257879,0.0,0.0,13,0,0,13,4,4.0,15,28,25,190.0,96.0,12,17,25,1307,1.4260303130140528,79.96025410899892
42,25,0,0,0,10.0,10,10.0,20.76043590271625,13,14.461538461538462,37.617779533681315,20,41.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,3,2.0120000000000005,33588,9,10,1.0,297.6043590271625,False,0.17052259314112758,0,0.43400000000000005,46958,22,22,1.0,1284.3207396007465,False,0.06550029927475433,0,0.45200000000000007,48093,0,13,0.1,489.0311339378571,False,0.0820055416342599,13,3.948000000000001,41355,427,0,0.0,16062.791860881922,False,-0.2042409859424292,0,1.3070000000000002,58579,0,44,0.0,1584.0,False,-0.043359865940511104,0.35000000000000003,257749,0.0,0.0,12,0,0,5,7,6.285714285714286,17,22,20,126.0,95.0,7,18,20,1217,1.0723550230031833,81.03260913200211
43,20,0,0,0,10.0,12,10.0,20.76043590271625,0,,37.90488270684996,10,42.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.0090000000000003,33468,11,20,1.0,525.208718054325,False,0.1703075553059179,0,0.43400000000000005,47163,12,27,1.0,1272.557063917544,False,0.06995743680795924,0,0.45200000000000007,48308,0,8,0.0,303.2390616547997,False,0.08473876372895636,6,3.995000000000001,41299,427,0,0.0,16185.384915824932,False,-0.20415564342250542,0,1.3070000000000002,58663,0,40,1.0,1440.0,False,-0.04316651090844639,0.5,258077,0.0,0.0,12,0,0,9,2,2.0,15,24,23,119.0,78.0,8,12,23,1044,0.9877189520047978,82.0203280840069
44,23,0,0,0,9.999999999999998,7,10.0,20.178442677083844,22,16.727272727272727,36.4999496710008,26,29.076923076923077,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,2,2.0290000000000004,33720,8,10,1.0,281.7844267708384,False,0.1748279860309979,0,0.43400000000000005,47513,2,25,1.0,952.8556271291877,False,0.07421381146896616,6,0.5120000000000001,48142,12,10,1.0,607.1408088350141,False,0.08442428267935505,9,4.079000000000001,41196,427,0,0.0,15585.478509517341,False,-0.21064839588220374,0,1.3070000000000002,58303,16,39,1.0,1987.9991947360127,False,-0.044552228459153666,0.6666666666666666,258050,0.0,0.0,11,0,0,13,6,4.861538461538462,12,25,22,165.0,84.0,10,13,22,1181,1.0856254190439358,83.10595350305084
45,22,0,0,0,9.999999999999998,12,10.0,20.81540944496846,13,27.53846153846154,36.83950147866957,12,41.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,3,2.0570000000000004,33887,10,10,1.0,308.1540944496846,False,0.18107962831256819,0,0.43400000000000005,47503,0,28,0.3,1031.506041402748,False,0.0748702381855526,2,0.526,48218,14,10,1.0,659.8107470162541,False,0.08671498799095952,6,4.130000000000002,41139,427,0,0.0,15730.467131391906,False,-0.21039873729986217,0,1.3070000000000002,58315,18,35,1.0,1923.1110266160522,False,-0.044881642336566226,0.5499999999999999,258238,0.0,0.0,10,0,0,8,5,3.5,14,22,14,129.0,71.0,8,14,14,870,1.0545656819595024,84.16051918501034
46,14,0,0,0,9.999999999999998,10,10.0,20.81540944496846,0,,36.97993412956768,5,41.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.0540000000000007,33787,10,20,1.0,516.3081888993692,False,0.1812210843955895,0,0.43400000000000005,47708,0,23,0.0,850.5384849800566,False,0.07743361334310853,0,0.524,48218,4,20,1.0,822.8603203712274,False,0.08853987017472385,12,4.2440000000000015,40752,432,0,0.0,15975.331543973238,False,-0.21466169681952532,0,1.3070000000000002,58603,8,37,1.0,1627.8394730365414,False,-0.04261996492993668,0.5,258244,0.0,0.0,8,0,0,7,5,5.0,14,21,12,96.0,36.0,7,7,12,593,0.8416989410179667,85.00221812602831
47,12,0,0,0,9.999999999999998,12,10.0,21.32626849867421,9,29.0,36.876672086175574,10,35.5,36.0,11,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.0540000000000003,33928,12,21,1.0,567.8516384721584,False,0.18700734922059814,0,0.43400000000000005,47923,0,18,0.0,663.7800975511603,False,0.08015602025284464,0,0.524,48097,3,25,1.0,985.8956076504121,False,0.08765608192293517,11,4.342000000000001,40388,437,0,0.0,16115.105701658726,False,-0.2194007145946092,0,1.3070000000000002,58463,3,47,1.0,1802.6300162585267,False,-0.04346758067530433,0.5,257975,0.0,0.0,8,0,0,9,3,3.0,15,24,13,147.0,24.0,9,3,13,736,0.9978330919984728,86.00005121802678
48,13,0,0,0,9.999999999999998,14,10.0,22.174205876182047,17,28.647058823529413,36.42716517729109,14,32.285714285714285,36.0,10,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.0540000000000007,34275,16,14,1.0,470.4388822665486,False,0.19735686077070552,0,0.43400000000000005,47436,7,28,1.0,1175.1800660974247,False,0.07497851173050797,0,0.524,48549,0,14,0.3,509.9803124820752,False,0.09244728827150105,10,4.431000000000001,40010,446,0,0.0,16246.515669071825,False,-0.2244326990020316,0,1.3070000000000002,58258,0,55,0.8,1980.0,False,-0.045341755019174375,0.5166666666666666,257704,0.0,0.0,10,0,0,6,4,4.0,15,21,17,67.0,51.0,6,7,17,1079,0.8079371320200153,86.8079883500468
49,17,0,0,0,10.0,10,10.0,21.61177373733846,25,18.64,37.195769314118074,26,41.0,36.0,8,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,11,2.1640000000000006,34379,16,10,1.0,376.1177373733846,False,0.1993289455515471,0,0.43400000000000005,47718,21,20,1.0,1197.762634766469,False,0.08154365665450221,0,0.5240000000000001,48867,0,7,0.1,260.3703851988265,False,0.0967718402784486,8,4.501000000000001,39592,454,0,0.0,16886.879268609606,False,-0.2260088357722149,0,1.3070000000000002,57520,8,65,1.0,2637.5661545129446,False,-0.051935434287382454,0.5166666666666667,257252,0.0,0.0,7,0,0,7,5,4.416666666666667,13,20,15,108.0,93.0,6,11,15,1166,0.898822630988434,87.70681098103523
50,15,0,0,0,10.0,14,10.0,21.61177373733846,0,,37.6306277958108,15,41.666666666666664,36.00000000000001,10,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.1530000000000005,34239,20,20,1.0,632.2354747467692,False,0.1989146394203521,0,0.43400000000000005,48128,11,20,1.0,990.342067026939,False,0.08839976347570108,0,0.524,49082,0,2,0.0,75.2612555916216,False,0.09951270599892138,7,4.5630000000000015,39102,464,0,0.0,17460.61129725621,False,-0.22928191729837732,0,1.3070000000000002,57423,3,72,1.0,2704.8918833874327,False,-0.05295598044385104,0.5,257150,0.0,0.0,11,0,0,9,2,2.0,14,23,27,132.0,96.0,8,7,27,873,0.9743785779573955,88.68118955899263
51,27,0,0,0,10.0,12,10.0,22.363457449691122,24,26.791666666666668,36.66345872170634,29,32.03448275862069,36.00000000000001,9,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,4,2.1930000000000005,34667,22,10,1.0,443.6345744969112,False,0.21049258508252228,0,0.43400000000000005,48688,1,10,1.0,388.99804466675454,False,0.0942046609288038,7,0.5940000000000001,48570,14,10,1.0,679.7229915127391,False,0.09481715305896875,9,4.646000000000002,38618,473,0,0.0,17341.8159753671,False,-0.2380376399780293,0,1.3070000000000002,56863,13,82,1.0,3428.624963382183,False,-0.05614848890317597,0.6666666666666666,256582,0.0,0.0,6,0,0,9,7,6.277777777777778,21,30,21,255.0,126.0,15,12,21,1139,1.3426865249639377,90.02387608395657
52,21,0,0,0,10.0,10,10.0,22.363457449691122,0,,36.79052662286229,20,37.75,36.00000000000001,12,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.189000000000001,34567,22,20,1.0,667.2691489938225,False,0.21090259435489955,0,0.43400000000000005,48893,0,6,0.1,220.74315973717373,False,0.09691031875069589,5,0.6370000000000001,48950,4,10,1.0,457.35909602738735,False,0.10083447974243841,12,4.7570000000000014,38029,483,0,0.0,17769.824358842485,False,-0.2440799171889201,0,1.3070000000000002,56518,13,92,1.0,3790.27684609721,False,-0.05879381226759358,0.5166666666666667,256133,0.0,0.0,7,0,0,7,6,6.0,17,24,28,136.0,111.0,9,12,28,715,1.1411049810121767,91.16498106496874
53,28,0,0,0,10.0,11,10.0,22.093294821319436,13,19.0,36.98589668306184,5,43.0,36.00000000000001,10,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.189000000000001,34704,23,17,1.0,605.5860119624303,False,0.21458583741521106,0,0.43400000000000005,48646,3,16,1.0,658.0542313929477,False,0.09627584536187657,0,0.6320000000000001,49165,0,9,0.4,332.8730701475565,False,0.10425385089926532,10,4.845000000000001,37896,483,0,0.0,17864.188097918868,False,-0.2454626978028514,0,1.3070000000000002,56303,8,102,1.0,3967.8871734644954,False,-0.06082717948612281,0.5666666666666667,255890,0.0,0.0,6,0,0,13,4,4.0,19,32,15,243.0,111.0,16,12,15,572,1.4322145910118707,92.59719565598061
54,15,0,0,0,9.999999999999998,13,10.0,22.093294821319436,0,,35.96005310102543,7,15.0,36.0,18,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.189000000000001,34574,26,27,1.0,856.5189601756247,False,0.2144285434767821,0,0.43400000000000005,48646,0,19,0.3,683.2410089194832,False,0.09655774062004174,0,0.6320000000000001,49270,0,2,0.0,71.92010620205086,False,0.10368357552717514,11,4.945000000000001,37638,490,0,0.0,17620.42601950246,False,-0.2515836903459246,0,1.3070000000000002,56555,0,103,0.8,3708.0,False,-0.05886049434436531,0.35000000000000003,255859,0.0,0.0,8,0,0,8,4,4.0,13,21,16,68.0,42.0,6,9,16,487,0.9075427990173921,93.504738454998
55,16,0,0,0,10.0,7,10.0,22.922492550075447,23,28.17391304347826,35.67580955737066,5,28.0,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.1890000000000005,35152,23,14,1.0,550.9148957010563,False,0.22918109249359972,0,0.43400000000000005,48457,2,24,1.0,902.0644144770469,False,0.0947762055611435,0,0.6320000000000001,48951,1,12,1.0,451.0322072385234,False,0.10078605237093742,8,5.014000000000001,37546,490,0,0.0,17481.146683111623,False,-0.25418817728149573,0,1.3070000000000002,56847,0,96,0.5,3456.0,False,-0.05618574973413683,0.5833333333333334,256129,0.0,0.0,12,0,0,7,3,3.0,12,19,14,108.0,41.0,6,10,14,1290,0.900574992003385,94.40531344700139
56,14,0,0,0,9.999999999999998,9,10.0,23.26557606463197,11,28.0,33.23466459936089,24,20.416666666666668,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.189000000000001,35370,22,13,1.0,522.4524888402156,False,0.23625099730830976,0,0.43400000000000005,48310,1,27,1.0,920.601520247376,False,0.09169317187007409,5,0.6820000000000002,49110,0,3,0.3,99.70399379808268,False,0.10041303659620907,12,5.126000000000001,37162,504,0,0.0,16750.27095807789,False,-0.26626380910961706,0,1.3070000000000002,56855,0,98,1.0,3528.0,False,-0.0554767812832329,0.5499999999999999,255983,0.0,0.0,11,0,0,11,5,4.714285714285714,10,21,15,116.0,51.0,7,7,15,1071,0.9462775060092099,95.3515909530106
57,15,0,0,0,9.999999999999998,7,10.0,23.968949780754226,34,27.0,34.840312075518895,30,42.06666666666667,36.0,7,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,21,2.399000000000001,35667,19,10,1.0,429.68949780754224,False,0.24494638640287877,0,0.43400000000000005,48425,8,23,1.0,993.0787759829684,False,0.09507855549069895,13,0.8070000000000002,48897,7,10,1.0,516.1857692204685,False,0.10030650679612822,7,5.184000000000001,35824,534,0,0.0,18604.72664832709,False,-0.2728825477077189,0,1.3070000000000002,56855,0,98,0.0,3528.0,False,-0.0554767812832329,0.5,254844,0.0,0.0,3,0,0,16,6,5.047794117647059,7,23,16,147.0,49.0,9,6,16,644,1.1119117050548084,96.46350265806541
58,16,0,0,0,9.999999999999996,12,10.0,23.968949780754226,0,,35.5713636560049,20,41.0,36.0,11,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.3780000000000006,35547,21,20,1.0,689.3789956150845,False,0.245287957040023,0,0.43400000000000005,49040,0,16,0.8,569.1418184960784,False,0.10410016808989657,0,0.7940000000000003,49102,0,12,0.7,426.85636387205875,False,0.10389551376496454,11,5.287000000000002,35077,549,0,0.0,19528.678647146688,False,-0.27747511643882977,0,1.3070000000000002,56650,0,103,0.5,3708.0,False,-0.05732976700718636,0.5,254592,0.0,0.0,8,0,0,12,3,3.0,9,21,20,82.0,75.0,6,10,20,940,0.9279240040341392,97.39142666209955
59,20,0,0,0,9.999999999999998,9,10.0,24.616499855627623,24,29.0,35.32812488994004,21,33.57142857142857,35.99999999999999,12,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,4,2.4180000000000006,36061,20,10,1.0,446.1649985562762,False,0.25890231417938153,0,0.43400000000000005,49102,2,16,1.0,614.482997950296,False,0.10599546713916705,0,0.7940000000000003,49049,2,11,1.0,437.8423735005957,False,0.10283209891100632,12,5.396000000000002,34613,560,0,0.0,19783.749938366425,False,-0.28289653944147447,0,1.3070000000000002,56240,0,113,1.0,4067.999999999999,False,-0.061035738455093295,0.6666666666666666,254241,0.0,0.0,9,0,0,13,5,4.333333333333333,12,25,20,198.0,72.0,11,9,20,1143,1.6951046930043958,99.08653135510394
60,20,0,0,0,9.999999999999998,13,10.0,24.616499855627623,0,,35.4729258008887,37,36.08108108108108,36.0,16,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.414000000000001,35931,23,20,1.0,722.3299971125524,False,0.25918274229950305,1,0.44400000000000006,49583,0,2,0.2,70.9458516017774,False,0.11067898387878605,9,0.8840000000000001,49538,0,2,0.2,70.9458516017774,False,0.1096716865693891,10,5.484000000000001,33961,577,0,0.0,20467.878187112783,False,-0.28789051120562675,0,1.3070000000000002,55636,10,117,1.0,4566.729258008887,False,-0.06674994958260382,0.39999999999999997,253825,0.0,0.0,11,0,0,11,7,5.942857142857143,15,26,27,198.0,87.0,11,9,27,1166,1.236922937037889,100.32345429214183
61,27,0,0,0,10.0,13,10.0,24.6736444967993,11,25.545454545454547,36.58443599190182,30,43.0,36.0,10,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.4140000000000006,36082,26,19,1.0,728.7992454391867,False,0.26453402340988125,0,0.44300000000000006,49573,0,3,0.1,109.75330797570547,False,0.1108894805476979,28,1.1550000000000002,49335,0,10,1.0,365.8443599190182,False,0.10842821730669988,10,5.574000000000001,33185,592,0,0.0,21657.986107205877,False,-0.29080608015205855,0,1.3070000000000002,54991,15,127,1.0,5120.7665398785275,False,-0.0726792035393757,0.5166666666666667,252342,0.0,0.0,8,0,0,9,6,5.866666666666667,19,28,27,204.0,132.0,13,14,27,411,1.2879396530333906,101.61139394517522
62,27,0,0,0,10.000000000000002,5,10.0,24.6736444967993,0,,37.55093701918418,35,42.6,36.0,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.414000000000001,36032,21,29,1.0,925.5356904071798,False,0.26621219364386894,32,0.7630000000000001,49521,0,0,0.0,0.0,False,0.10849711241437973,0,1.1270000000000004,49335,0,10,0.0,375.5093701918418,False,0.10853638996051213,13,5.694000000000001,32097,613,0,0.0,23018.724392759905,False,-0.29737420327446823,0,1.3070000000000002,54641,19,130,1.0,5393.4678033645,False,-0.07612171857687068,0.3333333333333333,250802,0.0,0.0,5,0,0,11,8,7.785714285714286,14,25,31,183.0,136.0,11,16,31,302,1.2189519919920713,102.8303459371673
63,31,0,0,0,10.000000000000002,10,10.0,25.068581822392694,21,28.095238095238095,37.55093701918418,0,,35.99999999999999,20,36.0,0,0.2,29176,0,0,0.0,0.0,False,0.012282284366109222,0,2.4140000000000006,36522,21,18,1.0,661.2344728030686,False,0.2786280354035645,0,0.7310000000000001,49221,1,10,1.0,400.5779520142345,False,0.10626514249915206,0,1.1270000000000002,49045,0,20,1.0,751.0187403836836,False,0.10624769150270504,16,5.841000000000001,31797,613,0,0.0,23018.724392759905,False,-0.302208079076086,0,1.3070000000000002,54785,9,136,1.0,5233.958433172656,False,-0.0750865389999303,0.6666666666666666,250546,0.0,0.0,9,0,0,14,6,6.0,16,30,24,222.0,154.0,14,17,24,834,1.357988839969039,104.18833477713633
